Cs-133(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
363.736 3.72886
364.642 3.50202
366.455 3.23135
368.267 3.05498
370.080 2.91625
371.892 2.79369
372.799 2.73668
373.705 2.68655
374.611 2.66112
375.064 2.67791
375.517 2.75215
375.744 2.83687
375.971 2.98702
376.197 3.26303
376.424 3.80747
376.537 4.28376
376.650 5.02106
376.764 6.22886
376.877 8.36488
376.990 12.5981
377.047 16.4167
377.103 22.5671
377.160 33.3122
377.188 41.8540
377.217 54.0773
377.245 72.2158
377.273 100.212
377.302 144.993
377.330 217.296
377.365 352.719
377.400 448.573
377.435 366.183
377.470 234.131
377.505 149.011
377.539 100.124
377.573 71.3612
377.608 53.4823
377.642 41.7502
377.677 33.6825
377.745 23.6592
377.814 17.8972
377.883 14.2895
378.020 10.1704
378.158 7.98247
378.295 6.67128
378.433 5.81704
378.570 5.22531
378.845 4.47197
379.120 4.02034
379.395 3.72261
379.670 3.51231
380.220 3.23414
380.770 3.05581
381.870 2.83023
382.971 2.68086
384.071 2.56405
385.171 2.46405
385.721 2.42292
385.996 2.42291
386.064 2.43843
386.133 2.48430
386.167 2.54026
386.202 2.66137
386.236 2.98348
386.253 3.36467
386.271 4.10715
386.285 5.15209
386.300 5.84147
386.315 5.14223
386.330 4.10239
386.344 3.43404
386.359 3.06020
386.388 2.70870
386.417 2.56201
386.447 2.48809
386.505 2.41830
386.564 2.38600
386.798 2.33575
387.267 2.28828
388.204 2.20938
390.078 2.05681
391.952 1.91181
393.826 1.80841
394.763 1.80698
395.701 1.89088
396.638 2.16282
397.575 2.88669
398.043 3.62213
398.512 4.86854
398.980 7.09242
399.215 8.86478
399.449 11.3824
399.683 15.0806
399.918 20.7420
400.152 29.8937
400.386 45.8070
400.503 58.4528
400.620 76.5274
400.737 103.461
400.855 145.716
400.972 216.572
401.089 345.550
401.147 451.580
401.206 605.493
401.265 834.263
401.323 1172.61
401.412 1917.64
401.500 2450.92
401.589 2007.92
401.677 1285.79
401.770 794.596
401.862 521.672
401.954 364.861
402.047 269.150
402.139 207.008
402.232 164.666
402.417 112.379
402.601 82.5315
402.786 63.8703
403.156 42.6107
403.526 31.3015
403.896 24.5089
404.265 20.0695
404.635 16.9865
405.375 13.0476
406.114 10.6788
406.854 9.11594
407.593 8.01498
409.072 6.58660
409.812 6.12440
410.551 5.82139
411.291 5.78943
411.660 6.00336
412.030 6.59526
412.400 8.13642
412.585 9.77567
412.770 12.7914
412.954 19.0138
413.047 24.8206
413.139 34.4887
413.232 52.1452
413.278 66.8224
413.324 88.7271
413.370 123.074
413.417 180.156
413.463 281.004
413.509 465.037
413.555 754.061
413.600 957.501
413.646 780.029
413.691 497.508
413.739 304.713
413.788 199.216
413.836 139.296
413.884 102.972
413.932 79.5243
413.980 63.6548
414.077 44.1911
414.173 33.1803
414.270 26.3792
414.463 18.8496
414.655 15.3592
414.752 14.6472
414.848 14.7699
414.945 16.3593
414.993 18.2350
415.041 21.5426
415.089 27.5808
415.138 39.4276
415.162 49.6944
415.186 65.2778
415.210 89.5594
415.234 127.517
415.251 163.852
415.267 206.278
415.300 265.154
415.333 221.570
415.366 146.716
415.397 99.7039
415.427 71.3751
415.457 54.0301
415.488 42.9252
415.548 30.1174
415.609 23.3411
415.670 19.2862
415.731 16.6476
415.852 13.4669
415.974 11.6365
416.095 10.4497
416.338 8.98737
416.581 8.10457
416.824 7.50139
417.309 6.70945
417.795 6.19646
418.281 5.82700
419.253 5.31234
420.224 4.95417
421.196 4.67743
423.139 4.24572
425.082 3.88352
426.054 3.71174
427.025 3.55020
427.511 3.48282
427.997 3.44108
428.483 3.46079
428.969 3.63852
429.212 3.86366
429.454 4.28092
429.697 5.07350
429.940 6.67631
430.062 8.09640
430.183 10.3058
430.305 13.9382
430.426 20.3526
430.487 25.5138
430.548 32.9496
430.608 44.1354
430.669 61.8751
430.730 92.0505
430.760 115.434
430.790 147.911
430.821 194.625
430.851 263.317
430.882 367.395
430.912 524.154
430.956 860.709
431.000 1105.44
431.044 909.445
431.088 585.082
431.126 393.592
431.164 275.514
431.203 201.925
431.241 154.173
431.317 98.9971
431.393 69.8931
431.469 52.7049
431.545 41.7171
431.698 28.9409
431.850 22.0104
432.002 17.7992
432.155 15.0250
432.307 13.0868
432.612 10.5972
432.916 9.09450
433.221 8.10170
433.526 7.40267
434.135 6.48886
434.744 5.92024
435.354 5.53166
435.963 5.24790
437.182 4.85659
438.400 4.59373
440.837 4.24727
443.275 4.01309
445.712 3.83111
450.587 3.53348
455.461 3.25147
457.899 3.09478
460.336 2.91324
461.555 2.80878
462.773 2.69337
463.992 2.56881
465.210 2.44975
465.820 2.40891
466.429 2.40727
467.038 2.50037
467.648 2.83555
467.952 3.21036
468.257 3.87505
468.562 5.10334
468.714 6.10214
468.866 7.53946
469.019 9.67567
469.171 12.9780
469.323 18.3670
469.476 27.8247
469.552 35.3837
469.628 46.2420
469.704 62.4913
469.780 88.0496
469.857 131.089
469.933 209.693
469.971 274.522
470.009 369.037
470.047 509.686
470.085 718.117
470.143 1180.54
470.200 1515.72
470.258 1246.12
470.315 801.198
470.373 505.474
470.431 337.243
470.489 238.970
470.547 178.135
470.605 138.294
470.663 110.912
470.779 76.8479
470.895 57.2242
471.011 44.8822
471.243 30.7081
471.475 23.1075
471.707 18.5155
471.939 15.5005
472.171 13.3979
472.634 10.7005
473.098 9.07308
473.562 7.99826
474.026 7.24132
474.954 6.25278
475.881 5.63892
476.809 5.22073
477.736 4.91656
479.592 4.49941
481.447 4.22071
485.158 3.85227
488.868 3.59504
492.579 3.37996
496.289 3.17364
500.000 2.95228
502.992 2.74996
504.488 2.64299
505.984 2.54798
506.732 2.51989
507.480 2.52727
508.228 2.61517
508.976 2.89995
509.350 3.20642
509.724 3.73875
510.098 4.70463
510.472 6.59202
510.659 8.23113
510.846 10.7536
511.033 14.8546
511.220 22.0401
511.314 27.7824
511.407 36.0450
511.501 48.4527
511.594 68.1194
511.688 101.544
511.781 163.753
511.828 216.029
511.875 293.454
511.921 411.551
511.968 591.210
512.034 965.632
512.100 1232.98
512.166 1008.23
512.232 644.495
512.293 420.768
512.353 287.484
512.414 206.735
512.474 155.448
512.596 97.4523
512.717 67.4749
512.838 50.0525
512.959 39.0312
513.202 26.3521
513.444 19.5531
513.686 15.4518
514.171 10.8970
514.656 8.50349
515.141 7.06038
516.110 5.44925
517.080 4.70839
517.564 4.64630
518.049 4.98395
518.291 5.45318
518.534 6.31904
518.776 7.92936
519.019 11.0874
519.140 13.8139
519.261 17.9690
519.382 24.6221
519.503 35.9967
519.564 44.8774
519.624 57.3670
519.685 75.5663
519.746 103.261
519.806 147.708
519.867 223.759
519.927 363.325
519.958 475.588
519.988 629.920
520.044 1036.22
520.100 1332.09
520.156 1097.26
520.212 707.202
520.251 512.649
520.290 380.829
520.329 291.313
520.368 229.507
520.446 153.152
520.524 110.291
520.603 83.9587
520.681 66.6712
520.837 46.0716
520.993 34.6530
521.149 27.6254
521.461 19.6812
521.774 15.4521
522.086 12.8901
522.398 11.1957
522.710 10.0023
523.335 8.44388
523.959 7.47732
524.584 6.82031
525.208 6.34406
526.458 5.69651
527.707 5.27238
530.205 4.73856
532.703 4.40389
535.201 4.16411
540.197 3.81712
545.194 3.54104
547.692 3.40802
550.190 3.27047
552.688 3.12765
553.937 3.06117
555.186 3.01795
555.811 3.02144
556.435 3.06509
557.060 3.19417
557.684 3.52302
557.997 3.84975
558.309 4.39605
558.621 5.35854
558.933 7.19390
559.246 11.1566
559.402 15.0036
559.558 21.6653
559.714 34.4758
559.792 45.6846
559.870 63.2165
559.948 92.5796
560.026 145.930
560.065 189.840
560.104 253.534
560.143 348.029
560.182 488.036
560.241 795.662
560.300 1013.98
560.359 828.088
560.418 529.285
560.482 320.389
560.546 207.605
560.610 144.212
560.674 106.041
560.738 81.5165
560.803 64.9507
560.931 44.6646
561.059 33.1808
561.187 26.0490
561.444 17.9684
561.700 13.6937
561.957 11.1358
562.213 9.46740
562.469 8.30996
562.982 6.82979
563.495 5.93574
564.008 5.34052
564.521 4.91537
565.547 4.34791
566.060 4.15787
566.573 4.03357
567.086 4.03845
567.342 4.16019
567.599 4.48604
567.855 5.33385
567.983 6.23748
568.112 7.89990
568.240 11.3100
568.304 14.4530
568.368 19.6137
568.432 28.7926
568.464 36.2367
568.496 47.0080
568.528 63.3188
568.560 88.9488
568.593 131.176
568.625 201.283
568.662 328.823
568.700 420.966
568.738 346.279
568.776 223.540
568.808 150.883
568.841 106.158
568.874 78.3248
568.906 60.2839
568.972 39.4625
569.037 28.4812
569.103 22.0104
569.168 17.8745
569.299 13.0619
569.430 10.4500
569.560 8.85808
569.822 7.06732
570.084 6.11071
570.345 5.52394
570.868 4.84364
571.392 4.45620
571.915 4.19931
572.961 3.86276
574.008 3.63405
575.054 3.45460
577.147 3.16616
578.193 3.04734
579.239 2.95516
580.286 2.92217
581.332 3.04455
581.855 3.24351
582.379 3.64110
582.902 4.43334
583.425 6.09128
583.687 7.58846
583.948 9.94897
584.210 13.8731
584.471 20.8928
584.602 26.5824
584.733 34.8496
584.864 47.3868
584.995 67.4605
585.125 101.945
585.256 166.905
585.322 221.960
585.387 304.340
585.452 430.893
585.518 625.502
585.609 1030.58
585.700 1326.70
585.791 1093.66
585.882 705.015
585.954 491.763
586.025 353.964
586.097 264.629
586.168 204.952
586.311 133.811
586.454 95.1486
586.597 71.9155
586.740 56.8875
587.026 39.1964
587.312 29.5008
587.597 23.5694
587.883 19.6449
588.169 16.8969
588.741 13.3601
589.313 11.2228
589.884 9.81235
590.456 8.82119
591.599 7.53203
592.743 6.73740
593.886 6.20098
595.029 5.81497
597.316 5.29547
599.603 4.95965
601.889 4.72217
604.176 4.54324
608.750 4.28596
613.323 4.10303
617.896 3.96060
619.040 3.93031
620.183 3.90489
620.755 3.89775
621.326 3.90557
621.612 3.92940
621.755 3.95645
621.898 4.00790
622.041 4.11834
622.113 4.22607
622.184 4.41510
622.255 4.79210
622.291 5.13743
622.327 5.70977
622.363 6.76064
622.381 7.64502
622.398 8.97649
622.416 11.1260
622.434 14.8119
622.452 21.7496
622.470 35.3663
622.485 54.3543
622.500 66.9031
622.515 54.2226
622.530 35.3677
622.542 25.4215
622.554 19.0629
622.565 14.9774
622.577 12.2883
622.600 9.10540
622.624 7.40570
622.647 6.40006
622.670 5.76429
622.717 5.03499
622.764 4.64895
622.810 4.42133
622.904 4.17645
622.997 4.05410
623.090 3.98379
623.277 3.90899
623.650 3.84732
624.023 3.81898
624.769 3.78628
625.516 3.76248
628.501 3.68135
631.486 3.59962
634.471 3.50752
637.456 3.39296
638.949 3.32065
640.441 3.23284
641.188 3.18196
641.934 3.12708
642.680 3.07252
643.427 3.03489
643.800 3.03828
644.173 3.07992
644.546 3.20602
644.919 3.53447
645.106 3.86514
645.292 4.42211
645.479 5.40795
645.665 7.28804
645.852 11.3189
645.945 15.1847
646.039 21.7580
646.085 26.8779
646.132 34.0406
646.179 44.4630
646.225 60.2184
646.272 85.4121
646.318 128.082
646.365 205.457
646.388 267.025
646.412 351.294
646.456 577.130
646.500 742.108
646.544 611.937
646.588 394.826
646.626 268.133
646.663 189.363
646.701 139.691
646.738 107.323
646.813 69.6016
646.888 49.5499
646.963 37.6732
647.038 30.0554
647.188 21.1637
647.337 16.3282
647.487 13.3816
647.637 11.4380
647.787 10.0790
648.086 8.33310
648.386 7.27947
648.686 6.58479
648.985 6.09687
649.584 5.46296
650.184 5.07273
650.783 4.80971
651.382 4.62072
652.580 4.36692
653.779 4.20325
654.977 4.08770
656.176 4.00073
658.572 3.87576
660.969 3.78714
665.763 3.66124
670.556 3.56650
675.350 3.48255
677.747 3.43971
678.945 3.41675
680.144 3.39184
681.342 3.36411
681.941 3.34927
682.540 3.33505
683.140 3.32711
683.439 3.33217
683.739 3.35601
683.889 3.38386
684.038 3.43384
684.188 3.52653
684.338 3.71005
684.488 4.11658
684.563 4.51584
684.638 5.20944
684.713 6.53816
684.750 7.69337
684.787 9.47871
684.825 12.4222
684.862 17.6169
684.900 27.6501
684.919 36.0689
684.937 48.0993
684.953 61.5350
684.969 77.2199
685.000 98.5333
685.031 81.7443
685.063 53.7519
685.089 37.5957
685.115 27.4728
685.142 21.0790
685.168 16.8874
685.221 11.9940
685.273 9.38800
685.326 7.83744
685.378 6.84300
685.483 5.67866
685.588 5.04405
685.694 4.65656
685.799 4.40043
685.904 4.22092
686.114 3.98930
686.324 3.84863
686.534 3.75508
686.745 3.68866
687.165 3.60072
687.586 3.54480
688.426 3.47606
689.267 3.43329
690.108 3.40228
691.790 3.35636
695.153 3.28808
698.517 3.22828
705.244 3.10318
708.607 3.02895
710.289 2.98711
711.130 2.96708
711.550 2.96652
711.760 2.99954
711.865 3.11033
711.918 3.36213
711.944 3.74608
711.971 4.77890
711.985 5.88433
712.000 6.61348
712.015 5.87556
712.030 4.77722
712.044 4.08553
712.058 3.69291
712.086 3.31956
712.143 3.08288
712.257 2.97740
712.485 2.93600
712.940 2.91141
713.850 2.87773
715.670 2.80645
717.491 2.72057
719.311 2.61390
720.221 2.55114
721.131 2.48271
722.041 2.41364
722.951 2.36383
723.407 2.36535
723.862 2.41301
724.317 2.56322
724.772 2.96016
724.999 3.36217
725.227 4.04091
725.454 5.24553
725.682 7.54749
725.796 9.51259
725.910 12.4901
726.023 17.2345
726.137 25.3080
726.194 31.5895
726.251 40.3981
726.308 53.1894
726.365 72.5272
726.421 103.423
726.478 155.854
726.535 250.961
726.592 429.854
726.646 707.603
726.700 910.847
726.754 751.003
726.808 484.121
726.857 319.009
726.907 220.074
726.956 159.619
727.005 121.091
727.104 77.1831
727.203 54.3229
727.301 40.9278
727.400 32.4024
727.597 22.5200
727.795 17.1699
727.992 13.9191
728.190 11.7755
728.387 10.2775
728.782 8.35102
729.176 7.18613
729.571 6.41616
729.966 5.87378
730.755 5.16578
731.544 4.72654
732.334 4.42765
733.123 4.21030
734.702 3.91122
736.281 3.70778
737.070 3.62609
737.465 3.58980
737.860 3.55883
738.254 3.54156
738.452 3.54698
738.649 3.57753
738.846 3.67378
738.945 3.78302
739.044 3.98911
739.142 4.41860
739.192 4.81738
739.241 5.47095
739.291 6.63133
739.340 8.90521
739.365 10.9143
739.389 14.0206
739.414 19.0385
739.438 27.1583
739.469 42.7170
739.500 54.2235
739.531 45.4177
739.562 30.5299
739.584 22.7449
739.607 17.5679
739.630 14.1270
739.652 11.7798
739.698 8.92659
739.743 7.34417
739.789 6.38034
739.834 5.74972
739.925 4.99854
740.016 4.58106
740.106 4.32211
740.288 4.02503
740.470 3.86211
740.651 3.75961
741.014 3.63621
741.377 3.56173
741.741 3.50941
742.467 3.43538
743.919 3.33528
745.372 3.25865
748.277 3.12820
751.182 3.00309
754.087 2.86501
755.539 2.78495
756.992 2.69403
757.718 2.64459
758.444 2.59462
759.171 2.55065
759.897 2.53390
760.260 2.55449
760.623 2.62089
760.986 2.78373
761.349 3.16913
761.531 3.54031
761.712 4.14941
761.894 5.20199
762.076 7.16200
762.257 11.2541
762.348 15.0919
762.439 21.4839
762.529 33.1004
762.575 42.6873
762.620 56.8509
762.666 78.7172
762.711 114.214
762.756 174.803
762.802 280.248
762.851 460.739
762.900 592.310
762.949 488.104
762.998 314.938
763.030 233.150
763.063 176.178
763.127 108.872
763.191 73.8642
763.255 53.8137
763.319 41.3599
763.384 33.1135
763.512 23.2053
763.640 17.6809
763.769 14.2673
764.026 10.4028
764.282 8.34772
764.539 7.10616
764.796 6.28824
765.053 5.71478
765.566 4.97088
766.080 4.51364
766.593 4.20502
767.107 3.98239
768.134 3.67986
769.161 3.47949
771.215 3.21618
773.270 3.03322
775.324 2.88250
779.432 2.60589
781.486 2.46207
783.541 2.30788
785.595 2.14388
787.649 1.98771
788.676 1.93375
789.703 1.93026
790.730 2.04853
791.757 2.47696
792.271 2.95539
792.785 3.80140
793.298 5.35647
793.555 6.61464
793.812 8.41515
794.068 11.0722
794.325 15.1454
794.582 21.7115
794.839 33.0279
795.096 54.4612
795.224 72.8357
795.352 100.948
795.481 146.348
795.609 224.627
795.738 369.695
795.866 650.608
795.983 1075.78
796.100 1389.85
796.217 1149.39
796.334 742.707
796.423 524.357
796.512 381.083
796.602 286.968
796.691 223.427
796.869 146.869
797.047 104.810
797.225 79.3495
797.403 62.7870
797.759 43.1772
798.116 32.3652
798.472 25.7199
798.828 21.3071
799.184 18.2070
799.897 14.2011
800.609 11.7671
801.322 10.1515
802.034 9.00767
803.459 7.49529
804.884 6.51734
805.597 6.13135
805.953 5.95646
806.309 5.79904
806.666 5.68705
806.844 5.68055
807.022 5.76659
807.200 6.10103
807.289 6.50180
807.378 7.27248
807.467 8.88702
807.512 10.3728
807.556 12.7800
807.601 16.9540
807.645 24.7967
807.668 31.4180
807.690 41.1915
807.712 56.0809
807.734 78.5828
807.751 101.578
807.767 128.597
807.800 167.192
807.817 161.340
807.833 141.164
807.866 94.2752
807.890 69.6628
807.914 53.1115
807.937 41.9169
807.961 34.2285
808.009 24.7376
808.057 19.4028
808.104 16.1044
808.152 13.9231
808.247 11.2918
808.343 9.80289
808.438 8.86650
808.629 7.77130
808.819 7.15770
809.010 6.76488
809.391 6.28364
809.773 5.98971
810.154 5.78335
810.917 5.49681
812.442 5.13576
813.968 4.89231
815.493 4.70685
817.019 4.55925
817.781 4.49897
818.544 4.45552
818.925 4.45154
819.307 4.49346
819.497 4.57421
819.593 4.65921
819.688 4.81458
819.783 5.13631
819.831 5.44051
819.879 5.95805
819.926 6.94581
819.950 7.80870
819.974 9.16955
819.998 11.4957
820.022 15.8533
820.034 19.5661
820.046 25.1746
820.057 33.9177
820.069 47.6187
820.085 73.6963
820.100 90.9326
820.115 73.5170
820.131 47.6188
820.143 33.7337
820.155 24.9974
820.167 19.4099
820.179 15.7188
820.203 11.3819
820.227 9.08939
820.251 7.73669
820.275 6.88275
820.323 5.90433
820.371 5.38658
820.419 5.08044
820.515 4.75077
820.612 4.58446
820.708 4.48773
820.900 4.38197
821.284 4.28796
821.669 4.23887
822.438 4.17408
823.207 4.12289
824.745 4.03287
826.284 3.94870
827.822 3.86425
828.591 3.81987
829.360 3.77267
830.129 3.72241
830.514 3.69783
830.898 3.67884
831.283 3.68346
831.475 3.71391
831.667 3.79748
831.860 4.02324
831.956 4.26979
832.052 4.72881
832.148 5.67704
832.196 6.55113
832.244 7.97451
832.292 10.4779
832.340 15.3075
832.364 19.5146
832.388 25.9153
832.412 35.9873
832.436 51.9348
832.452 66.7903
832.468 84.1189
832.500 108.190
832.532 90.5379
832.564 60.0906
832.595 40.2035
832.625 28.5636
832.656 21.5671
832.687 17.1668
832.718 14.2320
832.748 12.1970
832.810 9.62680
832.871 8.12110
832.933 7.16236
833.055 6.04338
833.178 5.43170
833.301 5.05534
833.424 4.80401
833.547 4.62579
833.793 4.39151
834.039 4.24512
834.530 4.07116
835.022 3.96891
835.514 3.89921
836.497 3.80462
838.464 3.68365
840.430 3.59336
844.363 3.43631
848.296 3.27746
852.229 3.09465
854.196 2.98904
856.163 2.87675
857.146 2.82432
858.129 2.78589
859.112 2.78707
860.096 2.89857
860.587 3.05306
861.079 3.34958
861.571 3.92752
862.062 5.11991
862.308 6.18941
862.554 7.86794
862.800 10.6478
863.046 15.6040
863.291 25.4272
863.414 34.2330
863.537 48.3120
863.660 72.4641
863.783 117.895
863.844 156.396
863.906 213.869
863.967 302.235
864.029 438.039
864.114 720.191
864.200 925.594
864.286 762.076
864.371 490.857
864.437 344.171
864.503 248.890
864.569 186.738
864.635 144.975
864.768 94.9875
864.900 67.7424
865.032 51.3333
865.164 40.7065
865.428 28.1856
865.692 21.3199
865.956 17.1179
866.220 14.3381
866.484 12.3906
867.012 9.87891
867.540 8.35341
868.068 7.33661
868.597 6.61039
869.653 5.62732
870.181 5.27022
870.709 4.97321
871.237 4.75264
871.501 4.70628
871.765 4.77521
872.030 5.16032
872.162 5.65916
872.294 6.66141
872.426 8.85737
872.492 10.9582
872.558 14.4875
872.624 20.8950
872.657 26.1508
872.690 33.8451
872.723 45.5522
872.756 64.1433
872.789 94.8884
872.822 146.479
872.861 242.355
872.900 315.388
872.939 264.225
872.978 173.805
873.012 120.469
873.045 86.9486
873.078 65.6576
873.111 51.6257
873.177 35.1257
873.243 26.2370
873.309 20.9088
873.375 17.4529
873.507 13.3582
873.639 11.0851
873.771 9.67195
874.035 8.04248
874.299 7.14467
874.563 6.57986
875.091 5.90596
875.619 5.51138
876.147 5.24656
877.203 4.90194
878.259 4.67776
879.315 4.51408
881.427 4.28069
883.539 4.11335
885.651 3.98069
889.876 3.76545
894.100 3.56860
896.212 3.46227
898.324 3.34099
899.381 3.27181
900.437 3.19568
901.493 3.11363
902.549 3.03463
903.077 3.00656
903.605 3.00260
904.133 3.05686
904.661 3.25915
904.925 3.48620
905.189 3.88789
905.453 4.62546
905.717 6.07301
905.981 9.24311
906.113 12.3200
906.245 17.5952
906.377 27.4981
906.443 35.9130
906.509 48.6741
906.575 69.0356
906.641 103.551
906.707 165.979
906.773 283.182
906.837 467.722
906.900 604.764
906.964 501.368
907.027 325.250
907.098 197.743
907.169 129.261
907.241 90.8517
907.312 67.7706
907.383 52.9153
907.454 42.8484
907.596 30.4443
907.739 23.3647
907.881 18.9220
908.165 13.8203
908.450 11.0719
908.735 9.39820
909.019 8.28981
909.304 7.50974
909.873 6.49527
910.442 5.87025
911.011 5.44795
911.581 5.14262
912.719 4.72358
913.288 4.56904
913.857 4.43671
914.427 4.32503
914.711 4.28271
914.996 4.26407
915.280 4.31325
915.423 4.40671
915.565 4.61854
915.707 5.12399
915.778 5.63601
915.850 6.53460
915.921 8.26350
915.956 9.75787
915.992 12.0463
916.027 15.7613
916.063 22.1510
916.099 34.0036
916.116 43.5982
916.134 56.8185
916.151 73.0388
916.167 92.1195
916.200 118.819
916.233 99.7138
916.266 66.3068
916.293 47.4208
916.319 35.2995
916.345 27.4318
916.372 22.1972
916.425 15.9487
916.478 12.5446
916.531 10.4912
916.583 9.15459
916.689 7.56701
916.795 6.68483
916.901 6.13661
917.112 5.50541
917.324 5.15846
917.536 4.94037
917.959 4.67998
918.382 4.52673
918.805 4.42285
919.652 4.28501
920.498 4.19250
921.344 4.12283
923.037 4.01962
926.423 3.88133
929.808 3.78457
936.580 3.64397
943.351 3.53423
950.122 3.43489
956.893 3.33272
960.279 3.27505
963.664 3.20622
965.357 3.16339
966.204 3.13826
967.050 3.10971
967.896 3.07779
968.320 3.06215
968.743 3.05136
969.166 3.06110
969.378 3.09036
969.589 3.16572
969.695 3.24046
969.801 3.36460
969.907 3.58057
970.012 3.98359
970.118 4.82026
970.171 5.59769
970.224 6.87911
970.277 9.16254
970.330 13.6865
970.356 17.7212
970.383 24.0189
970.409 34.3100
970.436 51.2004
970.452 65.8279
970.468 82.9665
970.500 106.577
970.532 88.7676
970.564 58.4480
970.597 38.1882
970.629 26.6225
970.661 19.8231
970.694 15.5912
970.726 12.7994
970.758 10.8792
970.823 8.47529
970.888 7.07999
970.952 6.19744
971.082 5.17477
971.211 4.62010
971.340 4.28093
971.470 4.05566
971.599 3.89669
971.857 3.68913
972.116 3.56044
972.633 3.40907
973.150 3.32108
973.668 3.26138
974.702 3.17983
976.771 3.06886
978.839 2.97149
980.908 2.86423
981.943 2.80247
982.977 2.73466
984.011 2.66838
984.529 2.64782
985.046 2.66159
985.304 2.70047
985.563 2.78646
985.821 2.96701
986.080 3.35663
986.209 3.71370
986.339 4.28139
986.468 5.23226
986.597 6.94613
986.727 10.3840
986.791 13.4999
986.856 18.5198
986.921 27.2502
986.953 34.1444
986.985 43.9320
987.017 58.2910
987.050 80.1004
987.082 114.240
987.114 167.983
987.157 275.345
987.200 353.467
987.243 291.371
987.286 188.343
987.313 141.116
987.340 107.779
987.394 67.7489
987.448 46.5805
987.502 34.3270
987.556 26.6624
987.610 21.5623
987.718 15.4099
987.826 11.9603
987.934 9.82240
988.150 7.39456
988.366 6.09621
988.581 5.30707
989.013 4.41053
989.445 3.91724
989.877 3.60132
990.741 3.20711
991.173 3.07574
991.604 2.98217
992.036 2.94538
992.468 3.03091
992.684 3.17422
992.900 3.45663
993.116 4.00770
993.332 5.13019
993.548 7.64985
993.656 10.1255
993.764 14.3939
993.872 22.4569
993.926 29.3303
993.980 39.7487
994.034 56.4177
994.088 84.6922
994.142 135.826
994.195 231.509
994.248 383.738
994.300 498.032
994.352 414.406
994.405 269.839
994.448 185.596
994.492 132.599
994.536 98.9318
994.580 76.7503
994.667 50.6747
994.754 36.6812
994.842 28.3096
994.929 22.9050
995.104 16.5338
995.279 13.0238
995.454 10.8622
995.629 9.42058
995.804 8.40320
996.153 7.07804
996.503 6.26373
996.853 5.71740
997.202 5.32707
997.902 4.80747
998.601 4.47658
999.301 4.24568
1000.00 4.07371
1001.37 3.83422
1002.73 3.66516
1005.47 3.42261
1008.20 3.22984
1010.94 3.04150
1013.67 2.82453
1015.04 2.69452
1016.40 2.54698
1017.09 2.47006
1017.77 2.40011
1018.45 2.35932
1019.14 2.41342
1019.48 2.53121
1019.82 2.78449
1020.16 3.31214
1020.50 4.44490
1020.68 5.48507
1020.85 7.13765
1021.02 9.89936
1021.19 14.8120
1021.27 18.8339
1021.36 24.5936
1021.44 33.3897
1021.53 47.1936
1021.62 70.8798
1021.70 114.015
1021.74 150.136
1021.79 201.615
1021.83 280.147
1021.87 394.302
1021.94 654.808
1022.00 849.657
1022.07 704.148
1022.13 455.868
1022.20 289.052
1022.26 194.146
1022.33 138.660
1022.39 104.671
1022.46 81.9518
1022.52 66.5059
1022.66 46.9871
1022.79 35.5993
1022.92 28.4455
1023.18 20.1535
1023.44 15.6396
1023.71 12.8934
1023.97 11.0715
1024.23 9.78904
1024.75 8.12148
1025.28 7.10181
1025.80 6.41777
1026.33 5.93074
1027.38 5.28213
1028.43 4.86926
1029.48 4.57964
1030.52 4.36109
1032.62 4.03681
1033.67 3.90326
1034.72 3.77674
1035.77 3.65333
1036.30 3.59684
1036.82 3.55776
1037.08 3.55639
1037.35 3.58396
1037.61 3.67270
1037.87 3.90306
1038.00 4.13395
1038.13 4.51499
1038.26 5.17707
1038.39 6.41004
1038.53 8.96128
1038.59 11.3462
1038.66 15.2023
1038.72 22.1467
1038.76 27.7567
1038.79 35.5739
1038.82 47.5849
1038.85 66.2966
1038.89 96.4972
1038.92 143.806
1038.96 236.009
1039.00 304.498
1039.04 253.393
1039.08 165.582
1039.11 118.387
1039.14 88.0426
1039.17 67.7558
1039.20 53.8482
1039.26 36.8482
1039.32 27.3655
1039.38 21.4908
1039.44 17.7124
1039.56 13.1990
1039.69 10.6721
1039.81 9.12348
1039.93 8.08204
1040.05 7.35349
1040.29 6.40286
1040.53 5.82157
1040.77 5.43361
1041.01 5.15880
1041.49 4.79375
1041.97 4.56315
1042.46 4.40338
1042.94 4.28540
1043.90 4.11949
1044.86 4.00568
1046.79 3.85181
1048.72 3.74519
1050.64 3.66139
1054.50 3.52495
1058.35 3.39986
1060.28 3.33265
1062.20 3.25582
1064.13 3.16068
1065.09 3.10222
1066.06 3.03495
1066.54 2.99909
1067.02 2.96510
1067.50 2.94163
1067.98 2.95453
1068.23 2.99656
1068.47 3.09238
1068.71 3.29797
1068.95 3.74648
1069.07 4.16452
1069.19 4.82665
1069.31 5.94815
1069.43 7.95138
1069.55 11.9815
1069.61 15.5693
1069.67 21.2800
1069.73 30.9885
1069.79 48.9522
1069.82 63.8869
1069.85 85.8174
1069.88 118.724
1069.91 168.119
1069.96 278.042
1070.00 360.387
1070.05 299.206
1070.09 194.525
1070.14 121.515
1070.19 81.1033
1070.23 57.9683
1070.28 44.0645
1070.33 34.8005
1070.38 28.5795
1070.47 20.7398
1070.57 16.1812
1070.66 13.3366
