Cs-133(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1070.85 10.0464
1071.04 8.25517
1071.23 7.16708
1071.42 6.44149
1071.61 5.93319
1072.00 5.27042
1072.38 4.86334
1072.76 4.59005
1073.14 4.39459
1073.90 4.13394
1074.66 3.96748
1075.42 3.85102
1076.19 3.76405
1077.71 3.64034
1079.23 3.55354
1082.28 3.43143
1085.33 3.34056
1088.38 3.26256
1094.47 3.11506
1100.57 2.94749
1103.62 2.84262
1106.67 2.71110
1108.19 2.63016
1109.71 2.53496
1111.24 2.42158
1112.76 2.28753
1113.52 2.21488
1114.29 2.14512
1115.05 2.09567
1115.81 2.11904
1116.19 2.20264
1116.57 2.39532
1116.95 2.81095
1117.33 3.72581
1117.53 4.57580
1117.72 5.92704
1117.91 8.20929
1118.10 12.2987
1118.19 15.6590
1118.29 20.4953
1118.38 27.8081
1118.48 39.4468
1118.57 59.5034
1118.67 96.3459
1118.72 127.374
1118.76 171.986
1118.81 240.371
1118.86 340.783
1118.93 564.654
1119.00 731.746
1119.07 608.076
1119.14 395.124
1119.20 266.864
1119.27 188.627
1119.33 138.820
1119.39 106.896
1119.51 69.4461
1119.63 49.5344
1119.76 37.7172
1119.88 30.1155
1120.13 21.1989
1120.37 16.3131
1120.62 13.3129
1120.86 11.3186
1121.11 9.91838
1121.60 8.09170
1122.09 6.97455
1122.58 6.22474
1123.08 5.69038
1124.06 4.97590
1125.04 4.51631
1126.03 4.18799
1127.01 3.93368
1128.98 3.53830
1129.96 3.37099
1130.94 3.22354
1131.43 3.16625
1131.92 3.13616
1132.42 3.16730
1132.91 3.34959
1133.15 3.56825
1133.40 3.96294
1133.65 4.69465
1133.89 6.12720
1134.14 9.26593
1134.26 12.2970
1134.38 17.4603
1134.51 27.0531
1134.57 35.1958
1134.63 47.2114
1134.69 66.4189
1134.75 97.7796
1134.81 152.578
1134.87 251.011
1134.94 417.185
1135.00 539.131
1135.06 446.671
1135.13 291.224
1135.17 214.489
1135.21 161.576
1135.30 100.336
1135.38 68.6315
1135.47 50.4934
1135.55 39.1120
1135.64 31.6652
1135.81 22.6779
1135.98 17.6095
1136.15 14.4778
1136.49 10.8954
1136.83 8.95933
1137.17 7.77849
1137.51 6.98892
1137.85 6.43055
1138.53 5.69347
1139.22 5.23230
1139.90 4.91569
1140.58 4.68377
1141.94 4.36283
1143.30 4.14653
1146.03 3.85742
1148.75 3.65071
1150.12 3.55776
1151.48 3.46359
1152.84 3.36084
1153.52 3.30394
1154.20 3.24387
1154.54 3.21480
1154.88 3.19073
1155.22 3.18123
1155.56 3.21333
1155.74 3.26726
1155.91 3.37510
1156.08 3.58984
1156.25 4.03633
1156.42 5.06930
1156.50 6.09870
1156.59 7.90451
1156.67 11.3865
1156.71 14.4588
1156.76 19.1048
1156.80 26.9073
1156.84 40.2917
1156.86 51.4148
1156.88 66.3701
1156.91 87.5353
1156.93 117.327
1156.96 192.721
1157.00 248.999
1157.04 207.534
1157.07 135.876
1157.12 84.1193
1157.16 55.9828
1157.20 40.1041
1157.24 30.6825
1157.28 24.4206
1157.32 20.1627
1157.40 14.9559
1157.48 11.9308
1157.56 10.0487
1157.73 7.87115
1157.89 6.68296
1158.05 5.95650
1158.21 5.47354
1158.38 5.13411
1158.70 4.68714
1159.03 4.41045
1159.35 4.22163
1159.68 4.08492
1160.33 3.89750
1160.98 3.77262
1162.28 3.60870
1163.58 3.49658
1164.89 3.40710
1167.49 3.25213
1170.09 3.09238
1171.39 2.99916
1172.70 2.88972
1173.35 2.82719
1174.00 2.75988
1174.65 2.69192
1175.30 2.64006
1175.63 2.63633
1175.95 2.67122
1176.28 2.79201
1176.60 3.11672
1176.76 3.44693
1176.93 4.00320
1177.09 4.98360
1177.25 6.82046
1177.33 8.38564
1177.42 10.6969
1177.50 14.3029
1177.58 20.2669
1177.66 31.1079
1177.70 39.9577
1177.74 52.4934
1177.78 71.8784
1177.82 101.581
1177.86 151.306
1177.90 231.376
1177.95 382.202
1178.00 494.742
1178.05 412.118
1178.10 268.875
1178.14 181.946
1178.18 129.232
1178.23 95.3925
1178.27 73.8491
1178.35 48.4479
1178.44 35.0535
1178.52 26.9836
1178.61 21.8440
1178.78 15.7596
1178.95 12.4038
1179.11 10.3547
1179.28 8.99057
1179.45 8.02833
1179.79 6.77437
1180.13 6.00790
1180.47 5.49299
1180.81 5.12655
1181.48 4.63763
1182.16 4.32435
1182.84 4.10248
1183.51 3.93290
1184.87 3.67359
1185.54 3.56315
1186.22 3.45787
1186.90 3.36056
1187.24 3.32516
1187.57 3.32310
1187.74 3.35325
1187.91 3.42906
1188.08 3.59681
1188.25 3.96713
1188.42 4.84953
1188.51 5.75615
1188.59 7.34561
1188.67 10.4819
1188.72 13.1993
1188.76 17.4184
1188.80 24.5624
1188.84 36.9354
1188.86 46.7461
1188.89 60.5377
1188.91 80.1716
1188.93 107.980
1188.96 178.776
1189.00 230.322
1189.02 220.678
1189.04 191.969
1189.07 126.993
1189.10 93.0314
1189.13 69.9617
1189.15 54.3510
1189.18 43.5494
1189.23 30.2177
1189.28 22.8189
1189.33 18.1543
1189.38 15.1300
1189.49 11.4475
1189.59 9.38225
1189.69 8.09574
1189.90 6.62007
1190.11 5.81679
1190.31 5.32466
1190.52 4.99395
1190.72 4.75749
1191.14 4.44199
1191.55 4.24157
1192.37 3.99771
1193.20 3.85073
1194.02 3.74940
1195.67 3.61196
1197.32 3.51703
1198.97 3.44327
1202.27 3.32742
1208.86 3.14519
1215.46 2.97408
1222.06 2.77773
1225.36 2.65674
1228.66 2.50826
1231.95 2.31523
1233.60 2.19439
1235.25 2.05475
1236.08 1.98054
1236.90 1.91066
1237.73 1.86290
1238.55 1.89021
1238.96 1.97662
1239.38 2.17165
1239.79 2.58723
1240.20 3.49358
1240.41 4.33341
1240.61 5.66614
1240.82 7.89858
1241.02 11.9109
1241.13 15.1669
1241.23 19.8951
1241.33 27.0490
1241.44 38.4507
1241.54 57.8785
1241.64 93.9681
1241.69 124.451
1241.75 168.529
1241.80 236.337
1241.85 336.703
1241.92 558.447
1242.00 723.662
1242.08 599.092
1242.15 387.431
1242.22 256.889
1242.29 178.979
1242.36 130.380
1242.43 99.6075
1242.56 64.0225
1242.70 45.3378
1242.84 34.3355
1242.97 27.2952
1243.25 19.0766
1243.52 14.5912
1243.80 11.8417
1244.07 10.0145
1244.34 8.72573
1244.89 7.04530
1245.44 6.00495
1245.99 5.29614
1246.54 4.77671
1247.63 4.04197
1248.18 3.76000
1248.73 3.51621
1249.28 3.32880
1249.55 3.28937
1249.82 3.35405
1250.10 3.71152
1250.24 4.17744
1250.37 5.11885
1250.51 7.19192
1250.58 9.20397
1250.65 12.5474
1250.68 15.1896
1250.72 18.7405
1250.75 23.7728
1250.78 31.1460
1250.82 42.7880
1250.85 60.9004
1250.89 90.9393
1250.92 141.477
1250.96 234.315
1251.00 304.870
1251.04 255.964
1251.08 168.618
1251.12 112.939
1251.15 79.2718
1251.19 58.6377
1251.23 45.6882
1251.30 30.5112
1251.37 22.4806
1251.45 17.7165
1251.52 14.6456
1251.67 11.0243
1251.81 9.00916
1251.96 7.76670
1252.25 6.32979
1252.54 5.53088
1252.84 5.02561
1253.42 4.41194
1254.01 4.04213
1254.59 3.78461
1255.76 3.42663
1256.93 3.16508
1258.10 2.94609
1260.44 2.55050
1261.61 2.35291
1262.78 2.14907
1263.95 1.94355
1265.12 1.76754
1265.70 1.72310
1266.29 1.75736
1266.87 1.96882
1267.46 2.60590
1267.75 3.27544
1268.04 4.41152
1268.33 6.42838
1268.48 8.00726
1268.63 10.2130
1268.77 13.4013
1268.92 18.0975
1269.06 25.3452
1269.21 37.1353
1269.36 57.6781
1269.43 73.9016
1269.50 96.8486
1269.58 130.284
1269.65 180.521
1269.72 257.964
1269.79 377.712
1269.90 632.685
1270.00 828.080
1270.10 694.275
1270.21 454.782
1270.30 306.549
1270.39 216.223
1270.48 159.833
1270.57 123.135
1270.75 80.4953
1270.94 57.7653
1271.12 44.1641
1271.30 35.4329
1271.66 25.1181
1272.03 19.3965
1272.39 15.8596
1272.76 13.4796
1273.12 11.7915
1273.85 9.56504
1274.58 8.17254
1275.31 7.21885
1276.04 6.52201
1277.50 5.56375
1278.22 5.23523
1278.95 5.02161
1279.68 5.04975
1280.05 5.29509
1280.41 5.93772
1280.78 7.59816
1280.96 9.34810
1281.14 12.5276
1281.32 18.9030
1281.41 24.6399
1281.50 33.8091
1281.59 49.4794
1281.69 78.6904
1281.73 103.476
1281.78 139.311
1281.82 194.741
1281.87 276.797
1281.93 457.879
1282.00 589.971
1282.07 488.437
1282.13 318.521
1282.17 241.027
1282.22 185.708
1282.30 118.955
1282.38 82.5586
1282.46 61.4867
1282.54 48.0095
1282.62 39.0840
1282.79 28.1350
1282.95 21.9414
1283.11 18.0705
1283.44 13.6288
1283.76 11.2261
1284.09 9.75084
1284.42 8.76326
1284.74 8.06121
1285.39 7.12625
1286.04 6.53255
1287.35 5.81268
1288.65 5.38034
1289.95 5.08368
1292.56 4.68622
1295.17 4.41765
1297.78 4.21309
1302.99 3.89534
1308.20 3.62041
1310.81 3.47900
1313.42 3.32422
1316.02 3.14791
1317.33 3.05230
1318.63 2.96215
1319.28 2.92942
1319.93 2.92086
1320.59 2.96851
1321.24 3.15455
1321.56 3.36332
1321.89 3.73063
1322.22 4.39974
1322.54 5.69557
1322.87 8.51134
1323.03 11.2251
1323.19 15.8545
1323.36 24.5015
1323.44 31.8779
1323.52 42.8991
1323.60 60.6627
1323.68 90.3156
1323.76 143.557
1323.84 242.560
1323.92 399.184
1324.00 511.948
1324.08 422.294
1324.16 272.475
1324.22 191.497
1324.28 139.548
1324.34 105.457
1324.40 82.4304
1324.52 54.5549
1324.64 39.4077
1324.76 30.1785
1324.88 24.2274
1325.12 17.1512
1325.36 13.2491
1325.60 10.8447
1326.09 8.11167
1326.57 6.62391
1327.05 5.69454
1328.01 4.57045
1328.98 3.89831
1329.46 3.69000
1329.94 3.64025
1330.42 4.01506
1330.66 4.62764
1330.90 5.95514
1331.02 7.16745
1331.14 9.04314
1331.26 12.1188
1331.38 17.3672
1331.50 27.2299
1331.56 35.4238
1331.62 47.6027
1331.68 66.4642
1331.74 97.0668
1331.80 149.043
1331.86 239.071
1331.93 402.127
1332.00 529.356
1332.07 446.144
1332.14 294.036
1332.20 201.713
1332.25 144.825
1332.31 108.236
1332.37 84.6123
1332.49 56.6034
1332.60 41.5219
1332.72 32.4704
1332.84 26.5878
1333.07 19.6168
1333.31 15.7097
1333.54 13.2815
1333.77 11.6358
1334.01 10.4652
1334.47 8.91335
1334.94 7.94066
1335.41 7.27654
1335.87 6.79471
1336.81 6.14147
1337.74 5.71719
1339.61 5.19294
1341.48 4.87549
1343.35 4.65854
1347.08 4.37289
1350.82 4.18564
1354.56 4.04770
1362.03 3.84460
1369.50 3.68473
1376.97 3.53165
1380.71 3.44431
1382.58 3.39298
1384.45 3.33202
1386.31 3.25424
1387.25 3.20504
1388.18 3.14586
1389.12 3.07633
1389.58 3.04207
1390.05 3.02152
1390.28 3.02761
1390.52 3.06055
1390.75 3.15156
1390.98 3.37628
1391.10 3.59690
1391.22 3.96068
1391.33 4.58871
1391.45 5.73544
1391.57 8.09174
1391.63 10.2658
1391.68 13.7215
1391.74 19.8172
1391.80 31.1736
1391.83 40.7808
1391.86 55.1045
1391.89 76.9818
1391.92 110.446
1391.96 182.900
1392.00 235.872
1392.04 196.731
1392.08 130.024
1392.12 91.9351
1392.15 67.8333
1392.18 51.9787
1392.21 41.2448
1392.28 28.2834
1392.34 21.1302
1392.40 16.7814
1392.47 13.9371
1392.60 10.5476
1392.72 8.66276
1392.85 7.49439
1392.98 6.71279
1393.11 6.15963
1393.36 5.43828
1393.62 4.99489
1393.88 4.69777
1394.13 4.48591
1394.65 4.20452
1395.16 4.02674
1395.67 3.90340
1396.18 3.81204
1397.21 3.68330
1398.23 3.59410
1400.28 3.46958
1402.33 3.37674
1404.38 3.29593
1408.47 3.13777
1412.57 2.94836
1414.62 2.82572
1416.67 2.66956
1417.69 2.57308
1418.72 2.46059
1419.74 2.32977
1420.77 2.18548
1421.28 2.11701
1421.79 2.06783
1422.30 2.07459
1422.82 2.23825
1423.07 2.45978
1423.33 2.88034
1423.58 3.68921
1423.84 5.32693
1423.97 6.76677
1424.10 8.98280
1424.22 12.5534
1424.35 18.6711
1424.48 30.0751
1424.54 39.6645
1424.61 54.0292
1424.67 76.5391
1424.74 113.697
1424.80 178.382
1424.86 293.984
1424.93 492.279
1425.00 644.052
1425.07 538.165
1425.14 351.236
1425.21 216.511
1425.29 142.970
1425.36 101.292
1425.44 75.9740
1425.51 59.5764
1425.59 48.3749
1425.74 34.4734
1425.89 26.4616
1426.04 21.3917
1426.34 15.5096
1426.64 12.3000
1426.94 10.3234
1427.24 9.00103
1427.54 8.06449
1428.14 6.83060
1428.73 6.09139
1429.03 5.87886
1429.18 5.84193
1429.33 5.90408
1429.48 6.19677
1429.56 6.54223
1429.63 7.18447
1429.71 8.46295
1429.75 9.60660
1429.78 11.3369
1429.82 14.2524
1429.86 19.2181
1429.90 28.4873
1429.93 46.5667
1429.97 74.2184
1430.00 94.0580
1430.03 78.7965
1430.07 53.3422
1430.09 39.5234
1430.12 30.6196
1430.14 24.6052
1430.16 20.4463
1430.21 15.2346
1430.26 12.3688
1430.31 10.5663
1430.36 9.39941
1430.45 7.98209
1430.55 7.16626
1430.65 6.64791
1430.84 6.03175
1431.04 5.67054
1431.23 5.42968
1431.62 5.11313
1432.00 4.90294
1432.39 4.74553
1433.16 4.51358
1434.71 4.20620
1436.26 3.99509
1439.35 3.69265
1442.45 3.44987
1445.55 3.20640
1447.09 3.07046
1448.64 2.92074
1449.41 2.84329
1450.19 2.77173
1450.96 2.72532
1451.74 2.76084
1452.12 2.85682
1452.51 3.06926
1452.90 3.51642
1453.28 4.48137
1453.67 6.75567
1453.87 9.07238
1454.06 13.1529
1454.25 21.1319
1454.35 28.1218
1454.45 38.8627
1454.54 56.6966
1454.64 87.7563
1454.74 147.508
1454.78 196.632
1454.83 265.984
1454.92 443.420
1455.00 575.669
1455.09 479.863
1455.17 314.301
1455.23 227.714
1455.29 169.288
1455.35 129.974
1455.41 103.260
1455.53 69.8025
1455.66 51.1658
1455.78 39.6115
1455.90 32.0625
1456.14 22.9908
1456.38 17.8933
1456.63 14.7258
1456.87 12.6042
1457.11 11.1069
1457.60 9.14441
1458.08 7.93959
1458.57 7.13049
1459.05 6.55134
1460.02 5.77303
1460.99 5.26025
1461.48 5.05785
1461.72 4.96975
1461.96 4.89879
1462.21 4.87286
1462.33 4.90595
1462.45 5.01871
1462.57 5.33339
1462.63 5.66838
1462.69 6.25431
1462.75 7.39587
1462.81 9.79496
1462.84 12.1497
1462.87 15.9341
1462.90 22.4905
1462.93 34.1237
1462.95 43.9395
1462.97 54.9551
1463.00 71.5276
1463.03 61.1399
1463.07 41.8123
1463.11 27.0061
1463.14 19.1910
1463.18 14.8625
1463.22 12.2669
1463.26 10.5966
1463.30 9.45795
1463.38 8.05557
1463.46 7.22748
1463.53 6.70270
1463.69 6.07329
1463.84 5.71311
1464.00 5.48197
1464.31 5.19614
1464.62 5.01989
1464.93 4.89618
1465.55 4.72401
1466.17 4.60254
1466.79 4.50773
1468.03 4.36256
1470.52 4.16109
1473.00 4.01683
1475.48 3.89918
1477.97 3.78944
1479.21 3.73003
1480.45 3.66053
1481.07 3.62149
1481.38 3.60394
1481.69 3.59547
1482.00 3.62077
1482.16 3.67139
1482.31 3.79102
1482.47 4.08833
1482.55 4.40055
1482.62 4.95413
1482.70 6.05952
1482.74 7.03835
1482.78 8.52516
1482.82 11.0444
1482.86 15.5343
1482.90 24.2106
1482.91 31.2803
1482.93 41.2767
1482.95 53.1920
1482.97 67.2393
1483.00 86.3904
1483.03 72.6499
1483.07 49.0338
1483.09 37.4495
1483.11 29.6262
1483.15 19.9421
1483.20 14.7987
1483.24 11.8047
1483.28 9.91983
1483.33 8.65708
1483.41 7.13069
1483.50 6.25131
1483.58 5.70474
1483.75 5.06768
1483.92 4.71777
1484.10 4.50251
1484.44 4.25308
1484.78 4.11341
1485.12 4.02419
1485.81 3.91447
1486.49 3.84701
1487.18 3.79935
1488.54 3.73193
1491.28 3.64171
1494.02 3.57319
1499.50 3.45560
1504.97 3.33956
1510.45 3.20433
1513.19 3.11985
1515.93 3.01380
1517.30 2.94798
1518.67 2.86957
1520.04 2.77361
1521.40 2.65344
1522.09 2.58220
1522.77 2.50404
1523.46 2.42370
1524.14 2.36158
1524.49 2.35687
1524.83 2.39870
1525.17 2.54353
1525.51 2.93358
1525.68 3.33063
1525.85 3.99291
1526.03 5.15082
1526.20 7.31208
1526.28 9.12307
1526.37 11.7675
1526.45 15.8894
1526.54 22.5049
1526.62 34.1599
1526.67 43.3868
1526.71 56.1068
1526.75 75.0508
1526.80 103.596
1526.84 147.743
1526.88 214.247
1526.94 356.810
1527.00 465.329
1527.06 389.824
1527.12 255.586
1527.19 155.242
1527.26 101.621
1527.33 71.7314
1527.40 53.7802
1527.47 42.2455
1527.53 34.4101
1527.67 24.7905
1527.81 19.2240
1527.95 15.7345
1528.22 11.6743
1528.50 9.46105
1528.77 8.09830
1529.05 7.18653
1529.32 6.53854
1529.87 5.68327
1530.42 5.14762
1530.97 4.77863
1531.52 4.50616
1532.62 4.11896
1533.17 3.97098
1533.72 3.84347
1534.27 3.74413
1534.55 3.72039
1534.82 3.74528
1535.10 3.90642
1535.24 4.12194
1535.37 4.55786
1535.51 5.53342
1535.58 6.48090
1535.65 8.06402
1535.72 11.0209
1535.79 17.1543
1535.82 22.9520
1535.86 32.1339
1535.89 47.7329
1535.92 74.7920
1535.96 122.886
1536.00 159.456
1536.04 133.390
1536.08 87.8868
1536.10 66.8230
1536.12 52.4203
1536.17 34.7027
1536.22 24.9123
1536.26 19.2768
1536.31 15.6251
1536.36 13.2210
1536.45 10.2655
1536.54 8.56071
1536.63 7.49921
1536.82 6.26178
1537.00 5.58416
1537.19 5.16313
1537.56 4.67200
1537.93 4.39347
1538.30 4.21129
1539.04 3.97921
1539.78 3.82820
1540.52 3.71407
1542.00 3.53266
1543.48 3.36616
1544.22 3.27686
1544.96 3.17835
1545.33 3.12557
1545.70 3.07269
1546.07 3.02678
1546.44 3.01064
1546.62 3.03361
1546.81 3.10490
1546.99 3.27613
1547.18 3.67236
1547.36 4.64657
1547.46 5.66283
1547.55 7.46182
1547.64 11.0296
1547.69 14.1317
1547.73 18.9507
1547.78 27.0809
1547.80 33.0646
1547.83 41.1340
1547.85 52.2286
1547.87 67.7580
1547.90 89.7507
1547.92 120.736
1547.96 200.686
1548.00 262.119
1548.04 220.572
1548.08 145.633
1548.13 92.1662
1548.17 62.3254
1548.21 45.1414
1548.26 34.5868
1548.30 27.6967
1548.35 22.9622
1548.43 17.1000
1548.52 13.6520
1548.61 11.4824
1548.78 8.93265
1548.96 7.52709
1549.13 6.66393
1549.31 6.08463
1549.48 5.67218
1549.84 5.12700
1550.19 4.78691
1550.54 4.55452
1550.89 4.38550
1551.59 4.15464
1552.29 4.00295
1553.69 3.80995
1555.09 3.68655
1556.49 3.59639
1559.29 3.46360
1564.90 3.26986
1570.50 3.09643
1576.11 2.90207
1578.91 2.78452
1581.71 2.64322
1584.52 2.46497
1585.92 2.35569
1587.32 2.22802
1588.72 2.07753
1589.42 1.99299
1590.12 1.90456
1590.82 1.82315
1591.17 1.79895
1591.52 1.81314
1591.87 1.94535
1592.05 2.13333
1592.22 2.53349
1592.40 3.46606
1592.48 4.41364
1592.53 5.12545
1592.57 6.06461
1592.62 7.39460
1592.66 9.29753
1592.70 12.1213
1592.73 14.0599
1592.75 16.3797
1592.77 19.4703
1592.79 23.4843
1592.81 28.7894
1592.83 35.9331
1592.86 45.7391
1592.88 59.4375
1592.90 78.7856
1592.92 104.508
1592.96 174.892
1593.00 227.071
1593.02 218.539
1593.04 189.757
1593.08 125.402
1593.11 90.9101
1593.14 67.7531
1593.17 52.2439
1593.19 41.9066
1593.25 28.7334
1593.31 21.4851
1593.37 16.9623
1593.42 14.0467
1593.54 10.5674
1593.65 8.64523
1593.77 7.50696
1594.00 6.33948
1594.23 5.92594
1594.46 5.95235
1594.91 7.11781
1595.37 10.5564
1595.60 14.0380
1595.83 20.0168
1596.06 31.0813
1596.17 40.3434
1596.29 53.9621
1596.40 75.2208
1596.52 109.416
1596.63 168.123
1596.75 269.133
1596.87 447.223
1597.00 581.820
1597.13 484.530
1597.26 316.383
1597.34 234.501
1597.42 178.146
1597.59 111.105
1597.76 76.1764
1597.93 56.1010
1598.10 43.5744
1598.27 35.2364
1598.61 25.1601
1598.94 19.4554
1599.28 15.8983
1599.96 11.7965
1600.63 9.56506
1601.31 8.18707
1601.98 7.25968
1602.66 6.59527
1604.01 5.70623
1605.36 5.13258
1606.71 4.72235
1608.06 4.40368
1610.76 3.89736
1612.11 3.66570
1613.46 3.42499
1614.81 3.16235
1615.48 3.02743
1616.16 2.91563
1616.50 2.89186
1616.83 2.92431
1617.17 3.08117
1617.51 3.53067
1617.85 4.76859
1618.01 6.12011
1618.18 8.59658
1618.27 10.6540
1618.35 13.6181
1618.44 18.1552
1618.52 25.2532
1618.61 37.3085
1618.69 58.7881
1618.73 76.0909
1618.77 100.730
1618.82 136.323
1618.86 187.567
1618.93 316.954
1619.00 416.693
1619.07 351.240
1619.14 232.712
1619.19 173.699
1619.24 132.512
1619.33 84.1377
1619.43 58.7149
1619.52 43.9904
1619.62 34.6610
1619.72 28.4893
1619.91 20.9510
1620.10 16.6368
1620.29 13.9328
1620.67 10.7821
1621.05 9.04993
1621.43 7.97184
1621.81 7.24228
1622.19 6.71914
1622.95 6.01726
1623.71 5.56907
1624.48 5.25680
1625.24 5.02564
1626.76 4.70163
1628.28 4.48136
1631.33 4.18929
1634.38 3.99285
1637.43 3.84224
1643.52 3.60277
1649.61 3.38722
1652.66 3.27309
1655.71 3.14501
1658.75 2.99041
1660.28 2.89630
1661.80 2.78503
1663.33 2.65109
1664.09 2.57671
1664.85 2.50694
1665.23 2.48308
1665.61 2.48109
1665.99 2.53023
1666.37 2.70615
1666.56 2.90068
1666.75 3.23892
1666.94 3.85538
1667.13 5.04106
1667.33 7.60337
1667.42 10.0351
1667.52 14.1262
1667.61 21.6041
1667.66 27.8724
1667.71 36.9468
1667.75 51.2559
1667.80 73.9396
1667.85 113.315
1667.90 180.090
1667.95 298.659
1668.00 385.043
1668.05 319.475
1668.11 209.066
1668.14 157.553
1668.17 120.952
1668.24 77.1589
1668.30 53.6159
1668.37 39.8180
1668.43 31.1028
1668.50 25.2569
1668.63 18.1338
1668.76 14.1008
1668.89 11.5786
1669.15 8.68326
1669.41 7.11274
1669.67 6.15377
1669.93 5.51241
1670.19 5.05570
1670.71 4.44874
1671.23 4.06277
1672.27 3.58528
1673.31 3.28209
1674.35 3.05306
1676.43 2.67983
1677.47 2.50847
1678.52 2.34434
1679.56 2.20256
1680.60 2.14094
1681.12 2.19258
1681.64 2.37226
1682.16 2.81853
1682.68 3.86292
1682.94 4.85661
1683.20 6.45127
1683.46 9.13080
1683.72 13.9188
1683.85 17.7616
1683.98 23.2675
1684.11 31.4356
1684.24 44.0830
1684.37 64.7293
1684.50 100.664
1684.63 167.787
1684.70 222.517
1684.76 298.868
1684.88 502.716
1685.00 660.911
1685.12 556.320
1685.24 365.898
1685.33 260.246
1685.43 191.371
1685.52 145.468
1685.61 114.676
1685.80 77.1610
1685.98 56.4681
1686.16 43.7565
1686.35 35.4506
1686.72 25.4602
1687.09 19.8489
1687.46 16.3569
1687.83 14.0048
1688.19 12.3297
1688.93 10.1250
1689.67 8.75783
1690.41 7.83287
1691.15 7.16740
1692.62 6.27315
1694.10 5.69597
1695.58 5.28578
1697.05 4.97171
1700.01 4.49080
1701.49 4.28271
1702.96 4.07573
1704.44 3.85765
1705.18 3.74623
1705.91 3.64886
1706.28 3.62058
1706.65 3.62907
1707.02 3.71987
1707.39 4.00878
1707.76 4.83889
1707.95 5.77034
1708.13 7.51455
1708.31 11.1491
1708.41 14.4748
1708.50 19.8650
1708.59 29.3417
1708.68 47.1410
1708.73 62.2245
1708.78 84.7304
1708.82 119.125
1708.87 171.793
1708.93 287.273
1709.00 374.443
1709.07 313.955
1709.13 207.393
1709.19 142.960
1709.25 103.095
1709.30 77.7079
1709.36 60.9372
1709.47 41.0349
1709.58 30.3980
1709.70 23.9551
1709.81 19.8095
1710.03 14.8665
1710.26 12.1216
1710.48 10.4165
1710.71 9.27141
1710.93 8.45700
1711.38 7.38636
1711.83 6.72018
1712.28 6.26802
1712.73 5.94204
1713.63 5.50057
1714.53 5.21414
1716.33 4.85638
1718.13 4.63336
1719.93 4.47388
1723.53 4.24391
1727.12 4.06237
1728.92 3.97406
1730.72 3.87846
1732.52 3.76383
1733.42 3.69260
1734.32 3.60576
1735.22 3.49644
1735.67 3.43323
1736.12 3.37198
1736.34 3.35017
1736.57 3.34724
1736.79 3.38966
1737.02 3.54573
1737.13 3.71972
1737.24 4.02089
1737.36 4.56886
1737.47 5.60575
1737.58 7.80012
1737.64 9.81596
1737.69 13.0953
1737.75 18.7954
1737.78 23.2803
1737.81 29.5975
1737.83 38.7487
1737.86 52.3915
1737.89 73.2149
1737.92 105.069
1737.96 175.597
1738.00 230.743
1738.02 222.477
1738.04 194.773
1738.08 128.998
1738.11 98.1063
1738.13 76.8380
1738.18 50.6035
1738.23 36.0742
1738.28 27.6632
1738.34 22.2018
1738.39 18.5868
1738.49 14.1230
1738.59 11.5356
1738.69 9.90248
1738.89 8.01290
1739.09 6.97055
1739.29 6.32742
1739.49 5.89194
1739.69 5.58206
1740.10 5.16941
1740.50 4.90862
1740.90 4.72872
1741.31 4.59661
1742.11 4.41378
1742.92 4.29080
1744.53 4.12876
1746.14 4.01846
1747.75 3.93125
1750.98 3.78204
1754.20 3.62806
1755.81 3.53617
1757.42 3.42429
1758.23 3.35733
1759.04 3.28113
1759.84 3.19570
1760.65 3.10794
1761.05 3.07212
1761.45 3.05656
1761.86 3.09260
1762.26 3.26295
1762.46 3.46363
1762.66 3.82205
1762.86 4.48653
1763.07 5.77694
1763.27 8.56428
1763.37 11.2060
1763.47 15.5507
1763.57 23.4003
1763.62 29.6848
1763.67 38.7385
1763.72 52.5632
1763.77 73.6063
1763.82 107.233
1763.87 161.435
1763.94 270.262
1764.00 354.620
1764.07 298.191
1764.13 196.303
1764.18 143.064
1764.22 107.089
1764.27 82.8454
1764.32 66.4145
1764.41 45.6670
1764.50 34.0925
1764.60 26.8702
1764.69 22.1459
1764.88 16.4376
1765.06 13.2050
1765.25 11.1854
1765.44 9.82629
1765.62 8.86424
1766.00 7.59558
1766.37 6.81372
1766.74 6.28780
1767.12 5.91209
1767.86 5.41342
1768.61 5.09922
1769.36 4.88334
1770.10 4.72584
1771.60 4.50974
1773.09 4.36721
1774.59 4.26455
1776.08 4.18607
1779.07 4.07100
1782.05 3.98745
1788.03 3.86475
1794.00 3.76602
1796.99 3.71758
1799.97 3.66495
1802.96 3.60119
1804.46 3.56068
1805.95 3.50936
1807.44 3.43885
1808.19 3.39167
1808.94 3.33277
1809.68 3.26073
1810.06 3.22396
1810.43 3.20059
1810.62 3.20563
1810.80 3.23881
1810.99 3.33273
1811.18 3.56619
1811.36 4.17292
1811.46 4.81585
1811.55 5.98671
1811.64 8.36026
1811.69 10.4897
1811.74 13.7773
1811.78 19.4012
1811.83 29.3009
1811.85 37.6599
1811.88 49.1289
1811.90 65.6686
1811.92 89.4280
1811.96 148.349
1812.00 193.929
1812.04 163.753
1812.08 108.717
1812.12 69.9311
1812.16 47.9864
1812.20 35.2173
1812.24 27.3159
1812.28 22.1299
