Gd-158(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 116.296
1.25000E-05 104.614
1.50000E-05 95.9899
2.00000E-05 83.8850
2.75000E-05 72.3672
3.50000E-05 64.7871
4.25000E-05 59.3149
5.00000E-05 55.1257
6.25000E-05 49.9011
7.50000E-05 46.0445
0.000100000 40.6310
0.000125000 36.9367
0.000150000 34.2097
0.000200000 30.3818
0.000275000 26.7396
0.000350000 24.3426
0.000425000 22.6121
0.000500000 21.2874
0.000625000 19.6353
0.000750000 18.4157
0.00100000 16.7039
0.00125000 15.5357
0.00150000 14.6733
0.00200000 13.4629
0.00275000 12.3112
0.00350000 11.5533
0.00425000 11.0061
0.00500000 10.5872
0.00625000 10.0649
0.00750000 9.67927
0.0100000 9.13803
0.0125000 8.76870
0.0150000 8.49607
0.0200000 8.11341
0.0253000 7.83913
0.0314750 7.61166
0.0376500 7.44274
0.0500000 7.20436
0.0625000 7.03921
0.0750000 6.91729
0.100000 6.74610
0.125000 6.62922
0.150000 6.54288
0.200000 6.42153
0.275000 6.30575
0.350000 6.22923
0.500000 6.13095
0.750000 6.03696
1.00000 5.97937
1.50000 5.90775
2.00000 5.86165
2.75000 5.81301
3.50000 5.77639
5.00000 5.71950
7.50000 5.64417
10.0000 5.57768
12.5000 5.51769
13.7500 5.49405
15.0000 5.48246
16.2500 5.50063
17.5000 5.59902
18.1250 5.72110
18.7500 5.95229
19.3750 6.41212
20.0000 7.41864
20.2811 8.26717
20.5622 9.62311
20.8432 11.9400
21.1243 16.2928
21.2648 20.0172
21.4054 25.7391
21.5459 35.1164
21.6865 51.9185
21.7216 58.1912
21.7567 65.7392
21.7743 70.1025
21.7919 74.9315
21.8094 80.2936
21.8270 86.2656
21.8446 92.9496
21.8621 100.457
21.8797 108.928
21.8973 118.523
21.9148 129.463
21.9324 141.997
21.9675 173.205
22.0027 215.899
22.0378 276.298
22.0729 365.463
22.1081 504.164
22.1432 735.153
22.1608 911.509
22.1783 1154.58
22.1959 1499.41
22.2135 2001.93
22.2310 2751.38
22.2486 3866.73
22.2743 6223.40
22.3000 7827.89
22.3257 6303.50
22.3514 3966.86
22.3784 2402.67
22.4054 1547.79
22.4324 1063.87
22.4594 771.635
22.4864 584.092
22.5134 457.405
22.5674 302.996
22.6214 216.405
22.6754 163.126
22.7834 103.703
22.8914 73.0054
22.9994 55.0645
23.1074 43.6464
23.2154 35.9133
23.4314 26.3728
23.6474 20.9013
23.8634 17.4530
24.0794 15.1284
24.5115 12.2632
24.9435 10.6126
25.3755 9.56389
25.8075 8.84964
26.6715 7.95478
27.5355 7.42649
28.3995 7.08230
29.2636 6.84193
30.9916 6.52984
32.7196 6.33624
34.4477 6.20381
36.1757 6.10676
39.6318 5.97187
43.0879 5.88002
50.0000 5.75648
56.2500 5.67816
62.5000 5.61555
75.0000 5.51366
87.5000 5.42290
90.6250 5.39887
93.7500 5.37217
95.3125 5.35703
96.8750 5.34070
97.6563 5.33321
98.4375 5.32980
98.8281 5.33314
99.2188 5.34581
99.6094 5.38210
99.8047 5.42091
100.000 5.48989
100.132 5.56836
100.264 5.69470
100.396 5.91092
100.528 6.31464
100.594 6.65628
100.660 7.17406
100.726 8.00512
100.792 9.44645
100.858 12.2369
100.891 14.7048
100.924 18.6217
100.957 25.3094
100.990 37.8804
101.007 48.5545
101.023 64.5880
101.040 89.3608
101.056 127.737
101.067 162.714
101.078 202.863
101.100 254.819
101.122 208.515
101.144 134.838
101.168 82.9221
101.192 55.0546
101.217 39.3934
101.241 30.0444
101.265 24.0446
101.289 20.0172
101.337 15.1068
101.385 12.3413
101.434 10.6338
101.530 8.71805
101.627 7.71608
101.723 7.12392
101.820 6.74195
101.916 6.48030
102.110 6.15159
102.303 5.95839
102.496 5.83370
102.689 5.74767
103.075 5.63803
103.461 5.57191
103.847 5.52791
104.233 5.49653
105.006 5.45444
105.778 5.42701
107.323 5.39187
108.867 5.36863
110.412 5.35082
113.501 5.32278
119.680 5.27834
125.858 5.23914
150.572 5.08834
175.286 4.91665
187.643 4.81085
200.000 4.67827
210.655 4.52268
215.982 4.41785
221.310 4.28002
223.973 4.19145
226.637 4.08278
229.301 3.94482
231.964 3.76248
233.296 3.64749
234.628 3.51178
235.960 3.35299
237.292 3.17856
237.958 3.09858
238.624 3.04775
239.290 3.08050
239.955 3.34911
240.288 3.69681
240.621 4.35499
240.954 5.63623
241.121 6.71404
241.162 7.05358
241.204 7.42820
241.246 7.84231
241.287 8.30102
241.329 8.81157
241.371 9.37842
241.412 10.0108
241.454 10.7183
241.495 11.5142
241.537 12.4079
241.620 14.5616
241.704 17.3564
241.787 21.0407
241.870 26.0089
241.953 32.8851
242.036 42.7240
242.120 57.3380
242.203 80.2324
242.286 118.485
242.328 147.911
242.369 188.682
242.411 247.259
242.453 334.968
242.494 473.019
242.536 703.479
242.577 1112.84
242.619 1864.37
242.660 3034.01
242.700 3867.49
242.741 3156.52
242.782 2008.11
242.816 1364.95
242.849 961.169
242.883 705.599
242.916 538.276
242.983 342.485
243.051 238.225
243.118 176.460
243.185 137.012
243.319 91.1837
243.453 66.4439
243.588 51.5088
243.722 41.7339
243.856 34.9615
244.125 26.3572
244.393 21.2439
244.662 17.9206
244.930 15.6175
245.467 12.6782
246.004 10.9102
246.541 9.74400
247.078 8.92307
248.152 7.85099
249.226 7.18573
250.300 6.73344
251.374 6.40557
253.522 5.95908
255.670 5.66445
257.817 5.45003
259.965 5.28170
264.261 5.01489
266.409 4.89509
268.557 4.77173
270.705 4.63163
271.779 4.54882
272.853 4.45282
273.390 4.39931
273.927 4.34363
274.464 4.29159
275.001 4.26358
275.269 4.27735
275.538 4.33688
275.806 4.49542
276.075 4.88859
276.209 5.27755
276.343 5.92766
276.477 7.07622
276.612 9.27198
276.746 14.0303
276.813 18.6572
276.847 22.0846
276.880 26.6762
276.897 29.5880
276.914 33.0355
276.931 37.1525
276.947 42.0836
276.964 48.1245
276.981 55.5728
276.998 64.8795
277.014 76.6048
277.031 91.8099
277.048 111.803
277.065 138.664
277.081 175.368
277.098 227.448
277.115 302.875
277.132 414.257
277.149 577.253
277.174 943.125
277.200 1204.32
277.213 1146.57
277.226 985.781
277.252 631.908
277.268 468.245
277.285 353.812
277.317 218.278
277.350 147.394
277.383 106.703
277.416 81.3591
277.449 64.6523
