Ti-47(n,tot) ENDF/B-VII.1
250000 4.09007
300000 3.75252
350000 3.51048
400000 3.33370
450000 3.20392
500000 3.10936
550000 3.04198
600000 2.99604
650000 2.96730
700000 2.95251
750000 2.94910
800000 2.95503
850000 2.96858
900000 2.98835
950000 3.01311
1.00000E+06 3.04184
1.10000E+06 3.10768
1.20000E+06 3.17998
1.25000E+06 3.21714
1.27900E+06 3.23869
1.28094E+06 3.24013
1.28094E+06 3.24013
1.30000E+06 3.25429
1.40000E+06 3.32731
1.47520E+06 3.37949
1.47523E+06 3.37951
1.47523E+06 3.37951
1.50000E+06 3.39670
1.58320E+06 3.45012
1.60000E+06 3.46090
1.70000E+06 3.51897
1.70588E+06 3.52200
1.75000E+06 3.54471
1.80000E+06 3.57046
1.83260E+06 3.58507
1.83264E+06 3.58509
1.83264E+06 3.58509
1.83265E+06 3.58509
1.86421E+06 3.59924
1.90000E+06 3.61528
2.00000E+06 3.65358
2.20947E+06 3.69868
2.20950E+06 3.69869
2.21325E+06 3.69949
2.25000E+06 3.70741
2.30804E+06 3.71991
2.30804E+06 3.71991
2.34645E+06 3.72818
2.39436E+06 3.73849
2.41570E+06 3.74309
2.41571E+06 3.74309
2.45789E+06 3.75218
2.45789E+06 3.75217
2.46790E+06 3.75433
2.46790E+06 3.75433
2.46821E+06 3.75439
2.50000E+06 3.76124
2.60270E+06 3.76335
2.89590E+06 3.76940
3.00000E+06 3.77154
3.24120E+06 3.75136
3.50000E+06 3.72970
3.58850E+06 3.71765
3.99400E+06 3.66242
4.00000E+06 3.66160
4.50000E+06 3.58059
5.00000E+06 3.49351
5.50000E+06 3.40404
6.00000E+06 3.31416
6.50000E+06 3.22487
7.00000E+06 3.13654
7.50000E+06 3.04934
8.00000E+06 2.96353
8.41233E+06 2.89439
8.47800E+06 2.88339
8.50000E+06 2.87971
9.00000E+06 2.79875
9.06575E+06 2.78862
9.14752E+06 2.77583
9.50000E+06 2.72113
1.00000E+07 2.64959
1.05000E+07 2.58148
1.06847E+07 2.55949
1.09756E+07 2.52567
1.10000E+07 2.52288
1.12188E+07 2.49789
1.15000E+07 2.46693
1.20000E+07 2.42101
1.25000E+07 2.37717
1.30000E+07 2.34146
1.35000E+07 2.30755
1.40000E+07 2.27934
1.45000E+07 2.25275
1.50000E+07 2.23004
1.55000E+07 2.20894
1.60000E+07 2.19071
1.65000E+07 2.17417
1.70000E+07 2.16013
1.75000E+07 2.14791
1.80000E+07 2.13798
1.85000E+07 2.12999
1.90000E+07 2.12411
1.95000E+07 2.12017
2.00000E+07 2.11813
