Zn-70(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 4.61278
1.25000E-05 4.12579
1.50000E-05 3.76632
2.00000E-05 3.26173
2.75000E-05 2.78161
3.50000E-05 2.46563
4.25000E-05 2.23753
5.00000E-05 2.06290
6.25000E-05 1.84511
7.50000E-05 1.68435
0.000100000 1.45869
0.000125000 1.30469
0.000150000 1.19101
0.000200000 1.03145
0.000275000 0.879622
0.000350000 0.779702
0.000425000 0.707568
0.000500000 0.652345
0.000625000 0.583475
0.000750000 0.532637
0.00100000 0.461277
0.00125000 0.412579
0.00150000 0.376631
0.00200000 0.326172
0.00275000 0.278160
0.00350000 0.246563
0.00425000 0.223752
0.00500000 0.206289
0.00625000 0.184510
0.00750000 0.168434
0.0100000 0.145868
0.0125000 0.130468
0.0150000 0.119100
0.0200000 0.103143
0.0253000 0.0917050
0.0314750 0.0822182
0.0376500 0.0751737
0.0500000 0.0652317
0.0625000 0.0583444
0.0750000 0.0532603
0.100000 0.0461238
0.125000 0.0412535
0.150000 0.0376583
0.200000 0.0326116
0.275000 0.0278095
0.350000 0.0246489
0.500000 0.0206200
0.750000 0.0168326
1.00000 0.0145743
1.50000 0.0118947
2.00000 0.0102966
2.75000 0.00877531
3.50000 0.00777343
5.00000 0.00649530
7.50000 0.00529195
10.0000 0.00457310
15.0000 0.00371789
20.0000 0.00320600
27.5000 0.00271660
35.0000 0.00239267
50.0000 0.00197658
75.0000 0.00158041
100.000 0.00134067
150.000 0.00105115
200.000 0.000875041
275.000 0.000704580
350.000 0.000590921
500.000 0.000445211
750.000 0.000310077
1000.00 0.000233016
1500.00 0.000149522
2000.00 0.000106652
2750.00 7.28959E-05
3500.00 5.53913E-05
5000.00 3.98329E-05
6250.00 3.57836E-05
7500.00 3.67351E-05
8750.00 4.46085E-05
9375.00 5.53434E-05
9687.50 6.59447E-05
10000.0 8.68932E-05
10199.9 0.000116083
10399.7 0.000191481
10599.6 0.000571711
10649.6 0.000959020
10699.5 0.00205711
10724.5 0.00358533
10737.0 0.00511407
10749.5 0.00791257
10762.0 0.0139045
10768.2 0.0198777
10774.5 0.0307330
10777.6 0.0398911
10780.7 0.0538039
10783.8 0.0765161
10787.0 0.117371
10788.5 0.151573
10790.1 0.202814
10791.6 0.285182
10793.2 0.430043
10794.0 0.547680
10794.8 0.720887
10795.5 0.990835
10796.3 1.44488
10797.1 2.29502
10797.5 3.02723
10797.9 4.16425
10798.3 6.05547
10798.7 9.49343
10798.9 12.4128
10799.1 16.4669
10799.3 22.8593
10799.4 31.9341
10799.7 51.1046
10800.0 63.8865
10800.3 51.1005
10800.6 31.9316
10800.9 18.4055
10801.2 11.5767
10801.5 7.81089
10801.8 5.57819
10802.1 4.16477
10802.4 3.22015
10803.1 2.08247
10803.7 1.45301
10804.3 1.06995
10805.5 0.648312
10806.8 0.434091
10808.0 0.310740
10809.3 0.233332
10810.5 0.181607
10813.0 0.118958
10815.5 0.0839158
10817.9 0.0623592
10820.4 0.0481625
10825.4 0.0312192
10830.3 0.0218793
10840.3 0.0124716
10850.2 0.00806212
10860.1 0.00565226
10879.9 0.00324055
10919.6 0.00150640
10959.3 0.000898130
11118.1 0.000323323
11197.5 0.000264030
11276.8 0.000240233
11435.6 0.000244907
11594.4 0.000303530
11673.7 0.000361910
11753.1 0.000457017
11832.5 0.000627795
11872.2 0.000773978
11911.9 0.00101027
11951.6 0.00145605
11991.3 0.00257601
12011.1 0.00403546
12030.9 0.00803260
12040.9 0.0134931
12045.8 0.0189114
12050.8 0.0287659
12055.7 0.0496919
12058.2 0.0703646
12060.7 0.107674
12061.9 0.138777
12063.2 0.185772
12064.4 0.261651
12065.7 0.395975
12066.3 0.505778
12066.9 0.668498
12067.5 0.924335
12068.1 1.36009
12068.8 2.19190
12069.1 2.92311
12069.4 4.08292
12069.7 6.07167
12070.0 9.85786
12070.2 13.2568
12070.3 18.1300
12070.5 26.3777
12070.6 38.6839
12070.8 61.4182
12071.0 76.3798
12071.2 60.1427
12071.4 37.6903
12071.5 27.0386
12071.7 19.8326
12071.8 14.9599
12071.9 11.5937
12072.2 7.46139
12072.4 5.16194
12072.7 3.76853
12073.0 2.86611
12073.5 1.81248
12074.0 1.24670
12074.5 0.909108
12075.0 0.691952
12075.6 0.544185
12076.6 0.361867
12077.6 0.257997
12078.7 0.193293
12079.7 0.150291
12081.8 0.0984973
12083.9 0.0696921
12088.0 0.0405094
12092.2 0.0267206
12096.3 0.0191646
12104.7 0.0116334
12137.9 0.00469359
12154.5 0.00416276
12171.2 0.00415946
12204.4 0.00523204
12221.0 0.00640493
12237.7 0.00828391
12254.3 0.0114088
12270.9 0.0170259
12279.2 0.0216613
12287.5 0.0285604
12295.8 0.0394736
12300.0 0.0474878
12304.2 0.0582077
12308.3 0.0730730
12310.4 0.0827388
12312.5 0.0944529
12314.6 0.108831
12316.6 0.126736
12318.7 0.149406
12320.8 0.178499
12322.9 0.217043
12324.9 0.269228
12327.0 0.342078
12329.1 0.446902
12331.2 0.605758
12333.3 0.857181
12335.3 1.27367
12337.4 1.97013
12339.7 3.13733
12342.0 3.90884
12344.3 3.13582
12346.6 1.96866
12349.3 1.12058
12352.0 0.689993
12354.7 0.458799
12357.4 0.324342
12360.1 0.240151
12362.8 0.184706
12368.2 0.118614
12373.6 0.0823644
12379.0 0.0605048
12389.8 0.0365789
12400.7 0.0245013
12411.5 0.0175763
12422.3 0.0132440
12433.1 0.0103563
12454.7 0.00686938
12476.3 0.00492771
12497.9 0.00374013
12519.6 0.00296453
12562.8 0.00205763
12606.0 0.00158598
12649.3 0.00133507
12692.5 0.00122032
12779.0 0.00131607
12822.2 0.00158018
12865.5 0.00214289
12887.1 0.00264268
12908.7 0.00342300
12930.3 0.00472262
12952.0 0.00710701
12962.8 0.00912052
12973.6 0.0121975
12984.4 0.0172398
12995.2 0.0263562
13000.6 0.0339754
13006.0 0.0454803
13011.4 0.0641215
13016.8 0.0971317
13019.5 0.124283
13022.2 0.164470
13024.9 0.227816
13027.6 0.336105
13030.3 0.544006
13031.7 0.727886
13033.0 1.02146
13034.4 1.52974
13035.7 2.51234
13036.4 3.38265
13037.1 4.71679
13037.8 6.91144
13038.4 10.4553
13039.2 16.7043
13040.0 20.8583
13040.8 16.6164
13041.6 10.3872
13042.2 6.95159
13042.9 4.84327
13043.5 3.51199
13044.2 2.64098
13045.5 1.62481
13046.7 1.09507
13048.0 0.783440
13049.3 0.588413
13051.9 0.365361
13054.4 0.248441
13057.0 0.179764
13059.6 0.136067
13062.2 0.106573
13067.3 0.0704814
13072.4 0.0500882
13077.6 0.0374567
13082.7 0.0291104
13093.0 0.0190799
13103.3 0.0135291
13113.5 0.0101434
13123.8 0.00793333
13144.4 0.00532791
13164.9 0.00393448
13185.5 0.00313500
