Se-77(n,tot) ENDF/B-VII.1
215.582 161.755
216.190 127.291
217.407 86.1619
218.623 63.4471
219.840 49.5430
221.056 40.3804
222.273 33.9998
224.706 25.8748
227.140 21.0443
229.573 17.9098
232.006 15.7428
236.873 12.9871
241.739 11.3361
246.606 10.2484
251.472 9.48083
261.205 8.46596
270.938 7.80798
275.805 7.54769
280.671 7.31518
283.104 7.21440
284.321 7.17668
285.538 7.16400
286.754 7.22401
287.363 7.32794
287.971 7.55985
288.579 8.11534
288.883 8.68664
289.187 9.71454
289.492 11.7745
289.644 13.6399
289.796 16.6506
289.948 21.8948
290.100 31.9865
290.176 40.7406
290.252 54.1160
290.328 75.2481
290.404 108.872
290.453 139.077
290.502 174.203
290.600 221.329
290.698 182.828
290.796 119.653
290.893 78.2820
290.990 54.5873
291.087 40.6585
291.185 31.9990
291.282 26.3069
291.379 22.3917
291.573 17.5092
291.767 14.6937
291.962 12.9207
292.350 10.8827
292.738 9.78683
293.127 9.12142
293.904 8.37231
294.681 7.96854
295.458 7.71698
297.012 7.41584
298.565 7.23408
300.119 7.10524
303.227 6.91871
309.443 6.64744
315.658 6.40836
321.874 6.15644
324.981 6.01920
328.089 5.88124
329.643 5.82249
331.197 5.78874
332.751 5.81916
334.305 6.02013
335.082 6.26987
335.858 6.73169
336.635 7.61008
337.412 9.39135
337.801 10.9730
338.189 13.4409
338.578 17.5038
338.966 24.6997
339.161 30.4932
339.355 38.8606
339.549 51.4694
339.743 71.5061
339.937 105.623
340.035 132.089
340.132 169.036
340.229 222.118
340.326 300.645
340.423 419.607
340.520 600.033
340.660 984.632
340.800 1264.79
340.940 1041.71
341.080 671.443
341.188 470.820
341.297 340.646
341.405 255.868
341.513 198.975
341.730 130.982
341.947 93.9595
342.163 71.6892
342.380 57.2727
342.813 40.2997
343.247 31.0080
343.680 25.3283
344.113 21.5767
344.546 18.9530
345.413 15.5830
346.279 13.5523
347.146 12.2157
348.013 11.2786
349.746 10.0638
351.479 9.31802
353.212 8.81634
354.945 8.45647
358.411 7.97507
361.878 7.67097
363.611 7.56381
365.344 7.49480
366.210 7.49292
366.644 7.51327
367.077 7.56556
367.510 7.69023
367.727 7.81268
367.944 8.02137
368.160 8.40941
368.269 8.73688
368.377 9.23239
368.485 10.0245
368.593 11.3788
368.702 13.8759
368.810 18.6989
368.905 25.5298
369.000 30.0732
369.095 25.5267
369.190 18.6891
369.261 15.1785
369.332 12.8995
369.403 11.4132
369.474 10.4162
369.616 9.22865
369.757 8.58617
369.899 8.20267
370.041 7.95627
370.325 7.66817
370.608 7.51058
370.892 7.41321
371.459 7.29947
372.026 7.23329
372.594 7.18773
373.728 7.12371
375.997 7.03586
378.266 6.96793
387.343 6.76723
396.419 6.62132
405.496 6.50445
414.572 6.40599
423.648 6.32173
428.187 6.28638
430.456 6.27220
432.725 6.26317
434.994 6.26645
436.128 6.27924
437.263 6.31005
438.398 6.38474
438.965 6.46146
439.532 6.60016
440.099 6.88401
440.383 7.14999
440.667 7.59992
440.950 8.44750
441.092 9.18064
441.234 10.3237
441.376 12.2352
441.517 15.7371
441.588 18.6442
441.659 22.9267
441.730 29.3948
441.801 39.1721
441.901 59.0557
442.000 72.3433
442.100 59.0612
442.199 39.1789
442.276 28.6879
442.354 22.0103
442.431 17.7350
442.509 14.9114
442.663 11.5975
442.818 9.83460
442.973 8.79744
443.127 8.13928
443.437 7.38521
443.746 6.98672
444.056 6.75095
444.674 6.49658
445.293 6.36819
445.912 6.29332
447.150 6.21115
448.388 6.16650
449.625 6.13716
452.101 6.09723
457.051 6.04109
462.002 5.99177
466.953 5.94057
469.428 5.91255
471.904 5.88211
474.379 5.85000
475.617 5.83570
476.854 5.82861
477.473 5.83255
478.092 5.84818
478.711 5.88818
479.330 5.98387
479.639 6.07597
479.949 6.22643
480.258 6.48463
480.567 6.96052
480.877 7.93646
481.032 8.83489
481.186 10.3042
481.341 12.8969
481.496 17.9649
481.573 22.4193
481.650 29.3027
481.728 40.3432
481.805 58.1656
481.854 73.9931
481.903 92.4593
482.000 117.802
482.098 98.4906
482.195 65.7104
482.265 48.9725
482.334 37.6802
482.404 30.0805
482.473 24.8521
482.612 18.4265
482.752 14.8291
482.891 12.6258
483.030 11.1796
483.308 9.45422
483.586 8.49647
483.864 7.90502
484.421 7.23367
484.977 6.87415
485.534 6.65493
486.090 6.50897
486.646 6.40541
487.759 6.26866
488.872 6.18221
491.098 6.07736
493.323 6.01368
495.549 5.96882
500.000 5.90563
504.202 5.86267
508.405 5.83249
510.506 5.82689
511.556 5.83045
512.607 5.84402
513.657 5.88174
514.183 5.92216
514.708 5.99640
515.233 6.14960
515.496 6.29347
515.759 6.53655
516.021 6.99294
516.153 7.38597
516.284 7.99572
516.415 9.00791
516.546 10.8414
516.612 12.3472
516.678 14.5377
516.743 17.8052
516.809 22.6586
516.905 32.8086
517.000 39.5780
517.096 32.8132
517.191 22.6633
517.259 17.6883
517.326 14.3838
517.394 12.1884
517.461 10.6940
517.597 8.88854
517.732 7.89974
517.867 7.30676
518.002 6.92539
518.273 6.48268
518.543 6.24574
518.813 6.10423
519.354 5.95005
519.895 5.87130
520.436 5.82482
521.517 5.77291
522.599 5.74391
523.680 5.72435
525.844 5.69698
530.170 5.65813
534.496 5.62621
538.822 5.59873
543.149 5.58106
545.312 5.58475
546.393 5.59614
547.475 5.62301
548.556 5.68762
549.097 5.75374
549.638 5.87297
550.179 6.11611
550.449 6.34316
550.720 6.72574
550.990 7.44173
551.125 8.05719
551.260 9.01033
551.396 10.5889
551.531 13.4390
551.598 15.7704
551.666 19.1570
551.734 24.1837
551.801 31.6216
551.901 47.3719
552.000 57.9058
552.100 47.3888
552.199 31.6422
552.266 24.2751
552.332 19.2828
552.466 13.5600
552.599 10.6825
552.732 9.08117
552.865 8.10938
552.999 7.48004
553.265 6.74398
553.532 6.34774
553.798 6.11048
554.331 5.85209
554.864 5.72095
555.397 5.64447
556.463 5.56125
557.529 5.51700
558.595 5.48877
560.727 5.45206
564.991 5.40419
569.255 5.36535
586.311 5.21815
603.366 5.05798
620.422 4.87641
637.478 4.67897
646.006 4.59279
654.534 4.56186
658.798 4.60416
663.061 4.73669
667.325 5.05731
671.589 5.80708
673.721 6.52233
675.853 7.68655
677.985 9.67819
680.117 13.3395
682.249 20.8307
683.315 27.7150
684.381 38.9558
685.447 58.7555
686.513 97.3582
687.046 131.175
687.579 183.377
688.112 266.742
688.645 400.998
689.323 661.091
690.000 852.942
690.678 705.707
691.355 457.200
692.028 293.073
692.700 198.517
693.373 142.715
694.045 107.902
694.717 84.9530
695.390 69.0991
696.735 49.2378
698.080 37.7226
699.425 30.4284
702.114 21.9901
704.804 17.4206
707.494 14.6319
710.184 12.7837
712.874 11.4824
718.253 9.78904
723.633 8.74402
729.012 8.03586
734.392 7.52195
745.151 6.81441
755.911 6.33167
777.429 5.64543
798.948 5.06617
809.707 4.75535
820.466 4.39257
831.225 3.92737
836.605 3.62939
841.985 3.26710
844.674 3.05879
847.364 2.83762
850.054 2.62600
852.744 2.50310
854.089 2.54742
855.434 2.76615
856.779 3.35861
857.451 3.92690
858.123 4.81899
858.796 6.24283
859.468 8.58270
859.805 10.3112
860.141 12.6072
860.477 15.7126
860.813 20.0038
861.150 26.0936
861.486 35.0151
861.822 48.6286
862.158 70.4984
862.494 108.055
862.831 178.287
862.999 237.189
863.167 324.299
863.335 456.056
863.503 655.538
863.752 1095.95
864.000 1431.04
864.249 1195.11
864.497 779.581
864.703 538.695
864.908 385.605
865.114 287.765
865.319 223.015
865.731 146.510
866.142 105.163
866.553 80.3337
866.964 64.2284
867.786 45.1643
868.608 34.6154
869.431 28.0910
870.253 23.7296
871.075 20.6431
872.720 16.6143
874.364 14.1341
876.009 12.4691
877.653 11.2801
880.942 9.70063
884.231 8.69938
890.810 7.49217
897.388 6.77501
903.966 6.28642
917.122 5.64300
930.278 5.25717
943.434 5.14320
950.012 5.27139
956.591 5.64309
959.880 5.97977
961.524 6.20701
963.169 6.49715
964.813 6.91542
965.636 7.24168
966.458 7.77363
967.280 8.85644
967.691 9.92608
968.102 11.8603
968.513 15.8361
968.719 19.5373
968.925 25.6641
969.130 36.6575
969.233 45.5981
969.336 58.5819
969.438 78.1898
969.541 109.002
969.644 159.271
969.747 242.190
969.873 401.577
970.000 524.540
970.127 441.955
970.253 292.959
970.342 216.927
970.431 164.889
970.520 129.437
970.609 104.770
970.786 74.1502
970.964 56.8230
971.141 46.1284
971.319 39.0877
971.674 30.6943
972.029 26.0980
972.384 23.3459
973.094 20.4793
973.804 19.2851
974.515 18.9029
975.935 19.4230
978.776 23.5110
981.617 31.6672
984.458 46.6545
987.298 75.8490
988.719 100.988
990.139 138.932
991.560 197.650
992.980 288.767
994.990 484.485
997.000 636.690
998.500 581.518
1000.00 443.705
1001.00 357.245
1002.39 264.858
1003.77 200.995
1005.16 157.053
1006.54 126.264
1009.31 87.6698
1012.08 65.5681
1014.85 51.7718
1017.62 42.5737
1023.17 31.3755
1028.71 24.9969
1034.25 20.9622
1045.33 16.2156
1056.41 13.5034
1067.50 11.6401
1073.04 10.8155
1075.81 10.3860
1078.58 9.91388
1081.35 9.35503
1082.73 9.02219
1084.12 8.64300
1085.51 8.23803
1086.20 8.07247
1086.89 8.03770
1087.58 8.44043
1087.93 9.09119
1088.28 10.4809
1088.62 13.5625
1088.80 16.4283
1088.97 21.0259
1089.14 28.7411
1089.31 42.4267
1089.40 53.2894
1089.49 68.2283
1089.57 89.4383
1089.66 118.707
1089.83 205.057
1090.00 280.445
1090.09 277.138
1090.17 247.822
1090.34 172.158
1090.51 118.166
1090.68 85.7857
1090.85 66.0642
1091.02 53.4135
1091.19 44.8619
1091.36 38.8121
1091.70 31.0105
1092.04 26.2828
1092.38 23.1829
1093.06 19.4134
1093.74 17.2405
1094.42 15.8425
1095.77 14.1513
1097.13 13.1599
1098.49 12.5014
1101.21 11.6599
1103.92 11.1234
1106.64 10.7357
1112.07 10.1828
1122.94 9.46163
1133.81 8.95434
1155.54 8.19531
1177.27 7.56882
1199.00 6.93811
1209.87 6.57543
1220.74 6.14101
1226.17 5.88116
1231.60 5.58124
1237.04 5.23188
1242.47 4.83364
1245.19 4.62953
1247.90 4.45169
1250.62 4.36978
1253.33 4.58138
1254.69 4.95828
1256.05 5.72770
1257.41 7.26995
1258.77 10.4679
1259.45 13.3112
1260.13 17.6943
1260.81 24.7521
1261.48 36.7806
1262.16 58.9317
1262.50 77.3184
1262.84 104.352
1263.18 145.921
1263.52 212.262
1263.86 323.244
1264.20 510.586
1264.60 859.134
1265.00 1130.92
1265.40 956.326
1265.80 632.527
1266.07 473.071
1266.33 361.138
1266.86 228.060
1267.40 157.961
1267.93 117.455
1268.46 91.9713
1268.99 74.9467
1270.05 54.1755
1271.11 42.3453
1272.18 34.8975
1274.30 26.2626
1276.43 21.5250
1278.55 18.5868
1280.68 16.6048
1282.80 15.1870
1287.06 13.3040
1291.31 12.1211
1293.43 11.6897
1295.56 11.3537
1296.62 11.2413
1297.15 11.2154
1297.68 11.2327
1298.21 11.3473
1298.48 11.4864
1298.75 11.7440
1299.01 12.2590
1299.14 12.7151
1299.28 13.4257
1299.41 14.6240
1299.54 16.8105
1299.61 18.6283
1299.68 21.2430
1299.74 25.1333
1299.81 30.9114
1299.90 43.1065
1300.00 51.1199
1300.10 42.9492
1300.19 30.8649
1300.26 25.2153
1300.32 21.3591
1300.45 16.9329
1300.58 14.6670
1300.70 13.4032
1300.83 12.6229
1300.96 12.1153
1301.21 11.5067
1301.47 11.1662
1301.72 10.9517
1302.23 10.6953
1302.74 10.5406
1303.25 10.4311
1304.27 10.2713
1306.31 10.0415
1308.35 9.85814
1312.42 9.55546
1316.50 9.30641
1320.58 9.09608
1324.65 8.92163
1326.69 8.85436
1327.71 8.83156
1328.73 8.82453
1329.75 8.85424
1330.26 8.90148
1330.77 8.99889
1331.28 9.21335
1331.53 9.41972
1331.79 9.76988
1332.04 10.4308
1332.17 11.0018
1332.30 11.8770
1332.43 13.3313
1332.55 15.9138
1332.68 21.0043
1332.74 25.4426
1332.81 31.8217
1332.90 45.8191
1333.00 55.1759
1333.10 45.8279
1333.19 31.8276
1333.26 25.1121
1333.33 20.6095
1333.40 17.5922
1333.46 15.5237
1333.60 13.0048
1333.73 11.6217
1333.86 10.7791
1334.00 10.2378
1334.26 9.60118
1334.53 9.25517
1334.80 9.04643
1335.33 8.81289
1335.87 8.68734
1336.40 8.60854
1337.47 8.51035
1338.54 8.44580
1339.61 8.39545
1341.75 8.31321
1346.02 8.17663
1350.30 8.05440
1358.85 7.82653
1367.40 7.60155
1375.95 7.35524
1380.23 7.21146
1384.51 7.04099
1388.78 6.82557
1390.92 6.69286
1393.06 6.54137
1394.13 6.46210
1395.20 6.38901
1396.27 6.34269
1397.33 6.38171
1398.40 6.69467
1398.94 7.13395
1399.47 8.04649
1400.01 10.0850
1400.27 12.0337
1400.54 15.2727
1400.81 21.0418
1401.08 32.1448
1401.21 41.7102
1401.34 55.9848
1401.48 78.1310
1401.61 112.058
1401.81 188.210
1402.00 250.104
1402.20 214.916
1402.39 145.446
1402.51 112.154
1402.64 88.2789
1402.89 59.1016
1403.13 43.3312
1403.38 34.0474
1403.63 28.1013
1403.88 24.0880
1404.37 19.1126
1404.87 16.2324
1405.36 14.4001
1406.35 12.2421
1407.34 11.0355
1408.33 10.2752
1409.32 9.75389
1410.31 9.37527
1412.30 8.86005
1414.28 8.52295
1418.24 8.09755
1422.20 7.82651
1426.16 7.62638
1434.09 7.31908
1442.01 7.05321
1449.93 6.77404
1453.90 6.61253
1457.86 6.42227
1459.84 6.31227
1460.83 6.25447
1461.82 6.19941
1462.81 6.16308
1463.31 6.16911
1463.80 6.22135
1464.30 6.39612
1464.55 6.59600
1464.79 6.96761
1465.04 7.72093
1465.16 8.39357
1465.29 9.44089
1465.41 11.1913
1465.54 14.3021
1465.66 20.2734
1465.78 32.2070
1465.89 50.2817
1466.00 64.3618
1466.11 55.1467
1466.22 38.2785
1466.29 30.1580
1466.36 24.4293
1466.50 17.5608
1466.64 13.9228
1466.79 11.8163
1466.93 10.4760
1467.07 9.57492
1467.35 8.47113
1467.64 7.83238
1467.92 7.42458
1468.49 6.93497
1469.05 6.64781
1469.62 6.45411
1470.75 6.19289
1473.02 5.85709
1475.28 5.62439
1476.42 5.55646
1477.55 5.56081
1478.68 5.72063
1479.82 6.24356
1480.95 7.71914
1481.52 9.31552
1482.08 12.1917
1482.65 17.7714
1482.93 22.5416
1483.22 29.7359
1483.50 41.0700
1483.78 59.6054
1484.07 91.3468
1484.35 146.674
1484.68 249.636
1485.00 334.694
1485.33 289.017
1485.66 195.427
1486.01 128.426
1486.35 89.8980
1486.70 67.1568
1487.04 52.9013
1487.39 43.4330
1487.73 36.8277
1488.42 28.4242
1489.11 23.4383
1489.80 20.2062
1491.18 16.3502
1492.56 14.1724
1493.94 12.7947
1495.32 11.8507
1496.70 11.1670
1499.46 10.2449
1502.22 9.65233
1504.97 9.23854
1507.73 8.93197
1513.25 8.50458
1518.77 8.21847
1521.53 8.11002
1524.29 8.02642
1525.67 8.00296
1526.36 8.00270
1527.05 8.01975
1527.74 8.07721
1528.08 8.14089
1528.43 8.25747
1528.77 8.49184
1528.95 8.70490
1529.12 9.04796
1529.29 9.65416
1529.46 10.8389
1529.55 11.8932
1529.63 13.5554
1529.72 16.2948
1529.81 20.8808
1529.90 28.7210
1530.00 33.9525
1530.10 28.7200
1530.19 20.8757
1530.27 16.6632
1530.35 14.0315
1530.42 12.3316
1530.50 11.2262
1530.65 9.92354
1530.81 9.23518
1530.96 8.82657
1531.11 8.56798
1531.42 8.26786
1531.72 8.10624
1532.03 8.00790
1532.64 7.89583
1533.25 7.83290
1533.86 7.79111
1535.08 7.73454
1537.52 7.65934
1539.96 7.60086
1544.84 7.50193
1549.72 7.41551
1569.24 7.12956
1588.77 6.88231
1608.29 6.63026
1627.82 6.32854
1637.58 6.13479
1647.34 5.88571
1652.22 5.72823
1657.10 5.53798
1661.99 5.30225
1666.87 5.00422
1669.31 4.82715
1671.75 4.63348
1674.19 4.43781
1676.63 4.29709
1677.85 4.30071
1679.07 4.43070
1680.29 4.83413
1681.51 5.87123
1682.73 8.56543
1683.34 11.4114
1683.95 16.5340
1684.26 20.6522
1684.56 26.5452
1684.87 35.2545
1685.17 48.6438
1685.48 70.2416
1685.78 107.128
1686.09 174.079
1686.24 227.445
1686.39 299.959
1686.70 510.706
1687.00 679.745
1687.31 577.226
1687.61 382.875
1687.82 284.875
1688.03 216.918
1688.24 170.056
1688.45 137.101
1688.86 95.6509
1689.28 71.7989
1689.70 56.8624
1690.12 46.8728
1690.95 34.6818
1691.79 27.7288
1692.63 23.3363
1693.46 20.3533
1694.30 18.2159
1695.97 15.3885
1697.64 13.6234
1699.31 12.4269
1700.99 11.5668
1704.33 10.4165
1707.67 9.68439
1711.02 9.17699
1714.36 8.80339
1721.05 8.28501
1727.74 7.93570
1734.42 7.67702
1741.11 7.47092
1754.49 7.13754
1761.17 6.98424
1767.86 6.82281
1774.55 6.63236
1777.89 6.51424
1781.24 6.36868
1784.58 6.17985
1786.25 6.06399
1787.92 5.93727
1788.76 5.87711
1789.60 5.83229
1790.43 5.83133
1791.27 5.94986
1792.10 6.41674
1792.52 6.98749
1792.94 8.09562
1793.36 10.4051
1793.57 12.5014
1793.78 15.8250
1793.98 21.3675
1794.19 31.2015
1794.40 49.8928
1794.51 65.2244
1794.61 86.7676
1794.81 146.442
1795.00 196.022
1795.20 169.957
1795.39 116.166
1795.52 89.8068
1795.64 70.9314
1795.89 47.9833
1796.15 35.5377
1796.40 28.2128
1796.65 23.5180
1796.90 20.3446
1797.40 16.4008
1797.91 14.1127
1798.41 12.6481
1799.41 10.9155
1800.42 9.94244
1801.43 9.32626
1802.43 8.90319
1803.44 8.59557
1805.45 8.17710
1807.46 7.90479
1811.48 7.56607
1815.51 7.35714
1819.53 7.20963
1827.58 7.00085
1835.62 6.84130
1843.67 6.68857
1847.69 6.59890
1849.71 6.54480
1851.72 6.47951
1853.73 6.39625
1854.73 6.34542
1855.74 6.28930
1856.24 6.26175
1856.75 6.23941
1857.25 6.23292
1857.75 6.27087
1858.25 6.44033
1858.51 6.65384
1858.76 7.07112
1859.01 7.95012
1859.14 8.75101
1859.26 10.0103
1859.39 12.1247
1859.51 15.8339
1859.64 22.9040
1859.76 36.7241
1859.88 59.4146
1860.00 78.4275
1860.12 68.7398
1860.24 48.3795
1860.32 38.3565
1860.39 31.2490
1860.54 22.4804
1860.70 17.7283
1860.85 14.9126
1861.00 13.1114
1861.16 11.8868
1861.46 10.3687
1861.77 9.48186
1862.07 8.91294
1862.68 8.23869
1863.30 7.85770
1863.91 7.61584
1864.52 7.44907
1865.13 7.32721
1866.35 7.16067
1867.58 7.05177
1870.02 6.91727
1872.47 6.84077
1873.69 6.81882
1874.91 6.81136
1876.13 6.83198
1876.75 6.86565
1877.36 6.93515
1877.97 7.08865
1878.28 7.23753
1878.58 7.49322
1878.89 7.98501
1879.04 8.41704
1879.19 9.09430
1879.34 10.2532
1879.50 12.4323
1879.57 14.3037
1879.65 17.0928
1879.73 21.4248
1879.80 28.1844
1879.90 41.1086
1880.00 49.7295
1880.10 41.1166
1880.20 28.1920
1880.32 18.8505
1880.43 14.1263
1880.55 11.6038
1880.67 10.1414
1880.78 9.23000
1880.90 8.62754
1881.13 7.90921
1881.37 7.51483
1881.60 7.27535
1882.07 7.01060
1882.54 6.87373
1883.01 6.79254
1883.94 6.70195
1884.88 6.65201
1885.81 6.61912
1887.69 6.57499
1891.43 6.51710
1895.17 6.47247
1902.66 6.39641
1910.15 6.32773
1925.12 6.19800
1940.10 6.06864
1970.05 5.77833
1985.03 5.59400
2000.00 5.34771
2009.83 5.11662
2014.74 4.96234
2019.66 4.76616
2022.11 4.64668
2024.57 4.51010
2027.03 4.35737
2029.48 4.20260
2030.71 4.14112
2031.94 4.11690
2033.17 4.18343
2034.40 4.47550
2035.63 5.38235
2036.24 6.40114
2036.85 8.28046
2037.47 11.9911
2037.78 15.2118
2038.08 20.1205
2038.39 27.9097
2038.70 40.8570
2039.00 63.4006
2039.31 103.508
2039.66 177.872
2040.00 240.489
2040.35 209.181
2040.69 142.658
2040.91 110.121
2041.13 86.7770
2041.57 58.0647
2042.01 42.4252
2042.45 33.1263
2042.89 27.1518
2043.33 23.0929
2044.21 18.0386
2045.09 15.0894
2045.97 13.1968
2047.73 10.9479
2049.49 9.67785
2051.25 8.87072
2053.02 8.31413
2054.78 7.90782
2058.30 7.35262
2061.82 6.98827
2068.86 6.52898
2075.90 6.23884
2082.94 6.02799
2097.03 5.71604
2125.20 5.24173
2153.37 4.78665
2181.53 4.25716
2195.62 3.93935
2209.70 3.57052
2223.79 3.14324
2230.83 2.91562
2237.87 2.70703
2244.91 2.61442
2248.44 2.71346
2251.96 3.08897
2255.48 4.20354
2257.24 5.45717
2259.00 7.82837
2259.88 9.82710
2260.76 12.8119
2261.64 17.4856
2262.52 25.2683
2263.40 39.3797
2263.84 50.9814
2264.28 68.0746
2264.72 94.3735
2265.16 136.880
2265.60 209.024
2266.04 334.050
2266.52 547.708
2267.00 702.282
2267.48 577.467
2267.96 371.320
2268.36 254.077
2268.75 180.032
2269.15 132.961
2269.54 101.956
2270.33 65.5995
2271.12 46.1522
2271.91 34.5613
2272.70 27.1079
2274.28 18.3578
2275.86 13.5607
2277.44 10.6067
2280.59 7.22901
2283.75 5.38031
2286.91 4.23317
2293.23 3.05680
2296.38 2.94854
2299.54 3.30765
2302.70 4.49154
2304.28 5.62497
2305.86 7.35744
2307.44 10.0134
2309.02 14.1501
2310.60 20.7749
2312.17 31.8255
2313.75 51.3231
2315.33 88.3858
2316.12 119.601
2316.91 165.573
2317.70 234.710
2318.49 338.381
2319.75 590.299
2321.00 802.171
2322.26 695.544
2323.51 470.073
2324.35 355.871
2325.19 274.983
2326.86 177.485
2328.54 125.479
2330.22 94.9576
2331.90 75.5443
2333.57 62.3904
2336.93 46.0849
2340.28 36.6080
2343.63 30.5226
2350.34 23.2823
2357.05 19.1775
2363.76 16.5505
2370.47 14.7251
2377.17 13.3784
2390.59 11.5030
2404.00 10.2256
2430.84 8.46151
2457.67 7.05682
2471.08 6.33237
2484.50 5.50843
2497.91 4.49775
2504.62 3.89611
2511.33 3.24919
2514.68 2.94569
2518.04 2.72121
2521.39 2.71508
2524.75 3.29020
2526.42 4.07088
2528.10 5.51894
2529.78 8.19660
2531.45 13.2978
2532.29 17.5194
2533.13 23.6374
2533.97 32.7712
2534.81 46.8428
2535.65 69.4871
2536.48 107.625
2537.32 175.140
2538.16 297.617
2539.08 522.615
2540.00 715.060
2540.92 623.832
2541.84 424.118
2542.79 279.994
2543.74 195.648
2544.69 145.130
2545.63 113.179
2546.58 91.7679
2547.53 76.7526
2549.43 57.5051
2551.32 45.9816
2553.22 38.4598
2557.01 29.4077
2560.81 24.2444
2564.60 20.9440
2568.40 18.6607
2572.19 16.9883
2579.78 14.6912
2587.36 13.1653
2594.95 12.0489
2602.54 11.1648
2617.71 9.72104
2625.30 9.03229
2632.88 8.27508
2640.47 7.33817
2644.27 6.74219
2648.06 6.00986
2649.96 5.57886
2651.85 5.10429
2653.75 4.60846
2655.65 4.18646
2657.54 4.20834
2658.49 4.77204
2659.44 6.34812
2659.91 7.91276
2660.39 10.4365
2660.86 14.6028
2661.34 21.7302
2661.81 34.5675
2662.05 44.8312
2662.28 59.3639
2662.52 80.4108
2662.76 111.583
2663.00 158.557
2663.23 229.304
2663.62 407.028
2664.00 563.890
2664.38 499.287
2664.77 344.679
2665.04 259.588
2665.32 200.404
2665.59 159.436
2665.87 130.515
2666.42 93.8442
2666.97 72.5479
2667.52 59.0210
2668.07 49.8748
2669.17 38.4990
2670.27 31.8527
2671.37 27.5597
2672.48 24.5843
2673.58 22.4120
2675.78 19.4676
2677.98 17.5723
2680.18 16.2520
2682.38 15.2788
2686.79 13.9357
2691.19 13.0460
2695.60 12.4071
2700.00 11.9216
2700.00 17.5310
3000.00 16.9952
3500.00 16.2585
4000.00 15.6633
5000.00 14.7505
