Bi-209(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
32714.3 0.00818343
32715.1 0.0106432
32715.9 0.0145156
32716.7 0.0211984
32717.4 0.0336275
32717.8 0.0442124
32718.2 0.0601992
32718.6 0.0851246
32719.0 0.124835
32719.5 0.199738
32720.0 0.249023
32720.5 0.199730
32721.0 0.124832
32721.4 0.0892256
32721.7 0.0649975
32722.1 0.0488118
32722.4 0.0377481
32723.1 0.0243263
32723.8 0.0170290
32724.5 0.0125668
32725.2 0.00969763
32726.6 0.00638905
32728.0 0.00460988
32729.4 0.00356115
32732.2 0.00242945
32735.0 0.00186950
32737.7 0.00155439
32743.3 0.00123575
32754.5 0.00101854
32765.6 0.000962980
32810.3 0.00105215
32854.9 0.00142131
32866.1 0.00168416
32877.2 0.00233484
32882.8 0.00318117
32885.6 0.00400250
32888.4 0.00547013
32891.2 0.00851495
32893.9 0.0166263
32895.3 0.0270875
32896.7 0.0530640
32898.1 0.151322
32898.8 0.348929
32899.2 0.614119
32899.3 0.846219
32899.5 1.21268
32899.6 1.55895
32899.8 1.94470
32900.0 2.42485
32900.1 2.28385
32900.2 1.94467
32900.5 1.21265
32900.8 0.698225
32901.0 0.437961
32901.3 0.295145
32901.6 0.210774
32902.1 0.121964
32902.7 0.0792501
32903.2 0.0556639
32903.7 0.0413304
32904.8 0.0255752
32905.9 0.0175830
32907.0 0.0129873
32909.1 0.00818608
32911.3 0.00586543
32913.5 0.00457417
32917.8 0.00327146
32922.1 0.00267012
32926.4 0.00235270
32935.1 0.00206562
32969.6 0.00201551
33038.7 0.00279918
33107.9 0.00432021
33142.4 0.00551250
33177.0 0.00711588
33210.3 0.00909022
33243.5 0.0113388
33310.0 0.0141160
33376.5 0.0112776
33443.0 0.00705340
33519.6 0.00405430
33596.1 0.00251065
33672.7 0.00167619
33749.3 0.00118872
33825.9 0.000883571
33902.4 0.000681487
34055.6 0.000441043
34208.7 0.000311458
34361.8 0.000240020
34438.4 0.000223629
34515.0 0.000234894
34553.3 0.000272761
34591.6 0.000398099
34610.7 0.000577654
34629.8 0.00107920
34639.4 0.00175111
34649.0 0.00353269
34653.8 0.00579781
34656.2 0.00788031
34658.5 0.0113517
34660.9 0.0177998
34662.1 0.0232881
34663.3 0.0316188
34664.5 0.0453163
34665.7 0.0692737
34666.9 0.116069
34667.5 0.155888
34668.1 0.212172
34669.1 0.340372
34670.0 0.424729
34671.0 0.338899
34671.9 0.212148
34672.5 0.152731
34673.2 0.112312
34674.4 0.0661299
34675.7 0.0427673
34676.9 0.0296984
34678.2 0.0217517
34679.4 0.0165928
34681.9 0.0105556
34684.4 0.00730663
34686.9 0.00536523
34691.9 0.00326362
34701.9 0.00161111
34711.9 0.000988229
34731.9 0.000519290
34751.9 0.000346947
34792.0 0.000217072
34832.0 0.000167234
34912.0 0.000125097
34992.0 0.000104996
35152.1 8.25630E-05
35312.2 6.87110E-05
35632.3 5.12561E-05
35952.4 4.07652E-05
36272.5 3.45133E-05
36592.7 3.26859E-05
36752.7 3.54133E-05
36912.8 4.71394E-05
36992.8 6.48619E-05
37032.9 8.27541E-05
37072.9 0.000115275
37112.9 0.000183483
37132.9 0.000249600
37152.9 0.000366039
37172.9 0.000600386
37182.9 0.000818410
37192.9 0.00118537
37202.9 0.00187484
37207.9 0.00246960
37212.9 0.00339531
37217.9 0.00494013
37222.9 0.00776221
37225.4 0.0100986
37227.9 0.0135313
37230.4 0.0186987
37232.9 0.0264794
37236.5 0.0424008
37240.0 0.0529755
37243.5 0.0423380
37247.1 0.0264692
37250.8 0.0159045
37254.5 0.0101761
37258.2 0.00693916
37261.9 0.00499769
37265.7 0.00375302
37269.4 0.00291756
37276.8 0.00190271
37284.2 0.00133748
37291.7 0.000992001
37306.5 0.000610357
37321.4 0.000415537
37336.2 0.000303067
37351.1 0.000232343
37365.9 0.000185025
37395.7 0.000127528
37425.4 9.52565E-05
37484.8 6.21126E-05
37544.2 4.62136E-05
37603.7 3.73055E-05
37722.5 2.80580E-05
37960.2 2.08264E-05
38197.9 1.80294E-05
38435.7 1.70608E-05
38673.4 1.83439E-05
38911.1 3.10048E-05
39029.9 8.42438E-05
39089.4 0.000293521
39119.1 0.00109228
39126.5 0.00188154
39133.9 0.00399951
39137.7 0.00673991
39141.4 0.0136336
39143.2 0.0218854
39145.1 0.0403216
39146.0 0.0595484
39146.9 0.0956376
39147.4 0.126754
39147.9 0.172696
39148.3 0.243857
39148.8 0.356075
39149.4 0.570541
39150.0 0.711877
39150.6 0.570509
39151.2 0.355759
39151.6 0.257754
39152.0 0.191090
39152.8 0.112668
39153.6 0.0728649
39154.4 0.0507775
39155.1 0.0371232
39155.9 0.0283521
39157.5 0.0179854
39159.1 0.0123684
39160.6 0.00903389
39163.8 0.00541870
39170.1 0.00257136
39176.4 0.00149808
39188.9 0.000693939
39201.5 0.000401833
39226.7 0.000188114
39251.8 0.000111875
39302.2 5.67001E-05
39352.5 3.71515E-05
39453.1 2.30019E-05
39553.7 1.79475E-05
39755.0 1.42299E-05
39956.3 1.29050E-05
40358.8 1.21956E-05
40761.4 1.27190E-05
41163.9 1.47283E-05
41365.2 1.68738E-05
41566.4 2.07915E-05
41767.7 2.90480E-05
41969.0 5.18390E-05
42069.6 8.27962E-05
42119.9 0.000113251
42170.3 0.000168027
42220.6 0.000282253
42245.7 0.000392822
42270.9 0.000587787
42283.5 0.000746548
42296.1 0.000980946
42308.6 0.00134764
42321.2 0.00196774
42333.8 0.00313849
42340.1 0.00415574
42346.4 0.00574983
42352.7 0.00843606
42359.0 0.0134162
42362.1 0.0176093
42365.2 0.0238393
42368.4 0.0333805
42371.5 0.0480297
42375.8 0.0768517
42380.0 0.0960546
42384.2 0.0768237
42388.5 0.0480107
42391.5 0.0338615
42394.5 0.0245018
42397.5 0.0182664
42400.5 0.0140386
42406.5 0.00892382
42412.5 0.00612513
42418.5 0.00444847
42424.5 0.00337140
42436.6 0.00212457
42448.6 0.00145943
42460.6 0.00106485
42472.6 0.000811703
42484.6 0.000640039
42508.7 0.000428653
42532.7 0.000308638
42556.7 0.000234045
42580.7 0.000184569
42628.8 0.000125135
42676.9 9.22388E-05
42773.0 5.91654E-05
42869.1 4.39364E-05
42965.2 3.59321E-05
43157.5 2.88874E-05
43542.0 2.76788E-05
43926.5 3.47559E-05
44311.0 5.31027E-05
44503.3 7.14037E-05
44695.5 0.000103674
44887.8 0.000168060
44983.9 0.000227285
45080.0 0.000325891
45176.1 0.000507833
45224.2 0.000662225
45272.3 0.000898482
45320.3 0.00128370
45368.4 0.00196363
45416.4 0.00328235
45440.5 0.00440420
45464.5 0.00602231
45483.4 0.00770314
45502.3 0.00962170
45540.0 0.0120134
45577.8 0.00961159
45615.5 0.00602516
45648.2 0.00397119
45680.9 0.00273988
45713.6 0.00200249
45746.3 0.00156451
45779.0 0.00134635
45811.7 0.00141948
45828.0 0.00173361
45836.2 0.00208341
45844.4 0.00273043
45852.6 0.00407042
45856.6 0.00533009
45860.7 0.00745450
45864.8 0.0114552
45866.9 0.0148977
45868.9 0.0202431
45873.0 0.0453717
45874.0 0.0586930
45875.0 0.0781553
45876.0 0.107248
45877.1 0.150707
45877.8 0.193101
45878.5 0.240903
45880.0 0.301075
45881.5 0.240873
45882.9 0.150670
45884.1 0.101822
45885.3 0.0711620
45886.5 0.0517683
45887.7 0.0390671
45890.0 0.0243183
45892.4 0.0165468
45894.7 0.0120029
45897.1 0.00913170
45901.8 0.00585543
45906.5 0.00413115
45911.3 0.00311324
45920.7 0.00201831
45930.1 0.00146849
45939.6 0.00115018
45958.5 0.000807536
45977.3 0.000630033
45996.2 0.000521830
46034.0 0.000395043
46109.5 0.000272814
46185.0 0.000214278
46260.5 0.000188995
46336.0 0.000206401
46373.8 0.000258470
46411.6 0.000424186
46430.4 0.000656016
46449.3 0.00128725
46458.8 0.00210829
46463.5 0.00287937
46468.2 0.00419233
46472.9 0.00669656
46475.3 0.00889556
46477.6 0.0123795
46480.0 0.0183437
46482.4 0.0296711
46483.5 0.0394301
46484.7 0.0543336
46485.9 0.0778917
46487.1 0.115003
46488.5 0.183907
46490.0 0.229812
46491.5 0.183885
46492.9 0.114987
46493.9 0.0839136
46494.8 0.0624122
46496.7 0.0372941
46498.6 0.0243419
46500.4 0.0170067
46502.3 0.0125093
46504.2 0.00957249
46507.9 0.00611597
46511.7 0.00424178
46515.4 0.00312147
46522.9 0.00190425
46530.4 0.00129233
46537.9 0.000942853
46552.8 0.000578496
46567.8 0.000401706
46582.8 0.000302392
46612.7 0.000199729
46642.6 0.000149532
46672.6 0.000120644
46732.4 8.91489E-05
46852.2 6.14513E-05
46971.9 4.80848E-05
47211.4 3.41071E-05
47450.8 2.67567E-05
47690.3 2.26345E-05
47929.8 2.13098E-05
48169.2 2.89520E-05
48289.0 6.66353E-05
48348.8 0.000216216
48378.8 0.000785917
48386.3 0.00134762
48393.7 0.00284661
48397.5 0.00477080
48401.2 0.00958167
48403.1 0.0152619
48405.0 0.0278481
48405.9 0.0407882
48406.8 0.0643117
48407.3 0.0841089
48407.8 0.113440
48408.2 0.158051
48408.7 0.225465
48409.4 0.360036
48410.0 0.451079
48410.7 0.360019
48411.3 0.225453
48411.9 0.141688
48412.5 0.0939583
48413.1 0.0653672
48413.8 0.0479094
48415.0 0.0284814
48416.2 0.0187436
48418.7 0.00982169
48421.1 0.00602768
48426.0 0.00292849
48430.9 0.00172684
48440.8 0.000809240
48450.6 0.000471593
48470.2 0.000222141
48489.9 0.000132541
48529.2 6.74245E-05
48568.5 4.43022E-05
48647.1 2.76172E-05
48725.7 2.17896E-05
48882.9 1.80352E-05
49040.0 1.78248E-05
49197.2 2.00705E-05
49354.4 2.71340E-05
49433.0 3.57226E-05
49511.6 5.59072E-05
49550.9 7.97417E-05
49590.2 0.000138771
49629.5 0.000413540
49649.1 0.00139095
49654.0 0.00232255
49658.9 0.00472994
49661.4 0.00770660
49663.8 0.0146959
49665.1 0.0224086
49666.3 0.0379666
49666.9 0.0524056
49667.5 0.0755807
49668.1 0.115446
49668.8 0.187132
49669.4 0.299558
49670.0 0.374182
49670.6 0.299545
49671.2 0.187125
49671.9 0.110442
49672.6 0.0695908
49673.3 0.0470010
49674.0 0.0335937
49675.3 0.0194283
49676.7 0.0125947
49679.4 0.00651646
49682.1 0.00399459
49687.6 0.00197103
49693.0 0.00120311
49703.9 0.000632267
49714.7 0.000437378
49736.5 0.000337416
49758.2 0.000384265
49769.1 0.000454223
49779.9 0.000570970
49790.8 0.000766603
49801.7 0.00111484
49812.5 0.00180924
49818.0 0.00244472
49823.4 0.00349118
49828.9 0.00539486
49834.3 0.00935754
49837.0 0.0131391
49839.7 0.0195281
49842.4 0.0312372
49843.8 0.0406482
49845.1 0.0535093
49846.4 0.0685682
49847.6 0.0856423
49850.0 0.107079
49852.4 0.0856306
49854.9 0.0534970
49857.1 0.0339389
49859.4 0.0225704
49861.7 0.0158211
49863.9 0.0116068
49868.5 0.00693741
49873.0 0.00458788
49877.6 0.00324903
49882.1 0.00242115
49891.2 0.00149295
49900.2 0.00101370
49909.3 0.000734785
49918.4 0.000558396
49927.4 0.000439819
49945.6 0.000295179
49963.7 0.000213733
49981.9 0.000163350
50000.0 0.000130033
50047.0 8.23682E-05
50094.0 5.96750E-05
50141.0 4.74510E-05
50188.0 4.05137E-05
50282.1 3.49895E-05
50376.1 3.69258E-05
50470.1 4.84680E-05
50564.1 8.64705E-05
50611.1 0.000139283
50658.1 0.000281938
50681.6 0.000466170
50693.4 0.000638130
50705.1 0.000929122
50716.9 0.00147893
50722.8 0.00195748
50728.6 0.00270661
50734.5 0.00397246
50740.4 0.00631866
50743.3 0.00829664
50746.3 0.0112505
50749.2 0.0157885
50752.1 0.0227514
50756.1 0.0364111
50760.0 0.0455181
50763.9 0.0364008
50767.9 0.0227442
50771.6 0.0143639
50775.3 0.00952983
50779.0 0.00666321
50782.7 0.00488328
50790.2 0.00291332
50797.6 0.00192405
50805.0 0.00136189
50812.4 0.00101443
50827.3 0.000625602
50842.1 0.000425141
50857.0 0.000308621
50886.7 0.000185575
50916.4 0.000125358
50946.1 9.14895E-05
51005.5 5.67142E-05
51064.9 4.01123E-05
51124.3 3.09135E-05
51243.1 2.16246E-05
51480.7 1.51178E-05
51718.3 1.35010E-05
51955.9 1.41603E-05
52193.6 1.80679E-05
52312.4 2.34619E-05
52371.8 2.86259E-05
52431.2 3.77010E-05
52490.6 5.61899E-05
52520.3 7.38052E-05
52550.0 0.000104511
52579.7 0.000165620
52594.5 0.000221957
52609.4 0.000316152
52624.2 0.000491096
52631.7 0.000640699
52639.1 0.000870854
52646.5 0.00124997
52653.9 0.00192695
52661.4 0.00326725
52665.1 0.00442709
52668.8 0.00612476
52671.6 0.00783632
52674.4 0.00979182
52680.0 0.0122288
52685.6 0.00978234
52691.2 0.00612253
52694.8 0.00447480
52698.4 0.00333352
52705.6 0.00199369
52712.7 0.00130410
52719.9 0.000914562
52727.0 0.000675608
52734.2 0.000519928
52748.5 0.000336786
52762.8 0.000237903
52777.1 0.000178776
52805.7 0.000114948
52834.4 8.33499E-05
52863.0 6.57231E-05
52920.2 4.85057E-05
52977.5 4.17179E-05
53034.7 3.96847E-05
53149.2 4.38271E-05
53263.7 5.91420E-05
53320.9 7.41748E-05
53378.2 9.94269E-05
53435.4 0.000146798
53464.0 0.000188597
53492.7 0.000257139
53521.3 0.000386297
53535.6 0.000502922
53549.9 0.000699972
53564.2 0.00108632
53571.4 0.00144564
53578.5 0.00206072
53585.7 0.00326724
53592.8 0.00618603
53600.0 0.0167014
53601.8 0.0237389
53603.6 0.0361068
53605.4 0.0599208
53606.3 0.0798939
53607.1 0.108461
53608.6 0.173228
53610.0 0.216378
53611.4 0.173236
53612.9 0.108489
53614.4 0.0652801
53615.9 0.0418383
53617.4 0.0286582
53618.9 0.0207471
53620.4 0.0156996
53621.9 0.0123098
53624.9 0.00822453
53628.0 0.00595714
53631.0 0.00458777
53637.0 0.00311838
53643.0 0.00242303
53649.1 0.00208315
53661.1 0.00192387
53673.2 0.00220217
53685.3 0.00295102
53697.3 0.00451144
53703.4 0.00582639
53709.4 0.00768418
53714.6 0.00976526
53719.7 0.0121501
53730.0 0.0151262
53740.3 0.0121031
53750.6 0.00759254
53757.5 0.00547130
53764.5 0.00403502
53778.3 0.00238959
53792.2 0.00156251
53806.1 0.00110144
53819.9 0.000821597
53833.8 0.000640609
53861.5 0.000430571
53889.2 0.000320684
53917.0 0.000259536
53972.4 0.000212394
54027.8 0.000236908
54055.6 0.000286826
54083.3 0.000389199
54111.0 0.000613840
54124.9 0.000833528
54138.7 0.00121972
54152.6 0.00198881
54159.5 0.00269437
54166.5 0.00386467
54173.4 0.00600823
54176.9 0.00781511
54180.3 0.0105465
54183.8 0.0149520
54187.2 0.0225482
54190.7 0.0368638
54194.2 0.0652016
54197.1 0.104364
54200.0 0.130338
54202.9 0.104200
54205.8 0.0651861
54208.2 0.0439309
54210.5 0.0306552
54212.9 0.0222257
54215.2 0.0167316
54219.9 0.0103391
54224.6 0.00697865
54229.3 0.00501018
54234.0 0.00376972
54243.3 0.00235411
54252.7 0.00161095
54262.1 0.00117382
54280.8 0.000707003
54299.6 0.000475915
54318.3 0.000344868
54355.8 0.000208954
54393.3 0.000143160
54430.7 0.000106173
54505.7 6.79193E-05
54580.7 4.94137E-05
54655.6 3.91321E-05
54805.6 2.94519E-05
54955.5 2.76663E-05
55105.4 3.56597E-05
55255.4 9.28050E-05
55292.9 0.000151596
55330.3 0.000312296
55349.1 0.000523915
55358.5 0.000725178
55367.8 0.00107289
55377.2 0.00175153
55381.9 0.00236320
55386.6 0.00335610
55391.3 0.00512742
55393.6 0.00657217
55395.9 0.00869899
55398.3 0.0120020
55400.6 0.0173822
55403.0 0.0267019
55405.3 0.0433110
55407.7 0.0693199
55410.0 0.0866651
55412.4 0.0693092
55414.7 0.0433037
55417.5 0.0244193
55420.3 0.0149271
55423.1 0.00988129
55425.9 0.00696581
55428.7 0.00515359
55431.5 0.00395858
55437.1 0.00253858
55442.7 0.00176317
55448.3 0.00129541
55459.5 0.000784988
55470.7 0.000527296
55481.9 0.000379722
55504.3 0.000225739
55526.7 0.000151244
55549.1 0.000109658
55593.8 6.72374E-05
55683.4 3.59758E-05
55773.0 2.47397E-05
55952.1 1.67583E-05
56131.3 1.46269E-05
56310.4 1.54020E-05
56400.0 1.72653E-05
56489.5 2.12210E-05
56579.1 3.02491E-05
56623.9 3.94503E-05
56668.7 5.63899E-05
56713.5 9.27549E-05
56735.8 0.000128965
56758.2 0.000194823
56780.6 0.000334297
56791.8 0.000471588
56803.0 0.000717836
56814.2 0.00122926
56819.8 0.00172148
56825.4 0.00258143
56831.0 0.00429827
56833.8 0.00587978
56836.6 0.00851791
56839.4 0.0133950
56842.2 0.0238879
56845.0 0.0525253
56846.4 0.0879587
56847.1 0.118059
56847.8 0.160668
56848.4 0.206320
56848.9 0.257519
56850.0 0.321303
56851.1 0.256576
56852.2 0.160655
56853.6 0.0879501
56855.0 0.0528723
56856.4 0.0345265
56857.8 0.0241700
56859.1 0.0177547
56860.5 0.0135879
56863.3 0.00866606
56866.1 0.00598620
56868.8 0.00438266
56874.3 0.00263504
56879.9 0.00175602
56885.4 0.00125465
56896.5 0.000733074
56907.5 0.000481335
56918.6 0.000341198
56940.7 0.000198669
56962.9 0.000131301
56985.0 9.42547E-05
57029.2 5.69976E-05
57073.5 3.95839E-05
57117.7 3.00761E-05
57206.2 2.06131E-05
57294.7 1.62850E-05
57383.2 1.40264E-05
57560.2 1.21664E-05
57737.2 1.22279E-05
57914.2 1.48249E-05
58091.3 3.08970E-05
58179.8 9.42571E-05
58224.0 0.000336247
58246.1 0.00121906
58251.7 0.00205119
58257.2 0.00415591
58260.0 0.00668366
58262.7 0.0123780
58264.1 0.0183801
58265.5 0.0296602
58266.2 0.0393290
58266.9 0.0540247
58267.6 0.0771228
58268.3 0.114214
58269.1 0.182825
58270.0 0.228422
58270.9 0.182816
58271.7 0.114207
58272.3 0.0828077
58272.9 0.0614987
58274.0 0.0364208
58275.1 0.0236225
58276.3 0.0164733
58278.5 0.00919493
58280.8 0.00584296
58285.3 0.00294372
58289.8 0.00176908
58298.8 0.000843161
58307.8 0.000493727
58325.8 0.000231642
58343.8 0.000136473
58379.9 6.68352E-05
58415.9 4.20389E-05
58560.1 1.79797E-05
58848.5 1.26094E-05
59136.9 1.27030E-05
59425.2 1.41896E-05
59713.6 1.69891E-05
60001.9 2.21628E-05
60146.1 2.68016E-05
60290.3 3.55941E-05
60362.4 4.48384E-05
60434.5 6.69152E-05
60506.6 0.000171559
60542.6 0.000560911
60560.7 0.00198273
60565.2 0.00333310
60569.7 0.00676757
60571.9 0.0109450
60574.2 0.0204921
60575.3 0.0306952
60576.4 0.0501957
60577.0 0.0676046
60577.6 0.0942109
60578.1 0.137118
60578.7 0.207588
60579.3 0.332746
60580.0 0.414981
60580.7 0.332733
60581.3 0.207423
60581.8 0.146214
60582.3 0.105088
60583.2 0.0596825
60584.2 0.0377273
60585.2 0.0258925
60587.1 0.0141716
60589.0 0.00891493
60592.8 0.00445022
60596.6 0.00266906
60604.3 0.00127797
60611.9 0.000758380
60627.3 0.000371249
60642.6 0.000231992
60673.2 0.000132018
60703.8 9.83841E-05
60826.2 7.78306E-05
60948.7 9.54746E-05
61071.1 0.000136016
61193.6 0.000221556
61254.8 0.000302242
61316.0 0.000439467
61377.2 0.000700433
61407.9 0.000928742
61438.5 0.00128910
61469.1 0.00190265
61499.7 0.00305840
61515.0 0.00404615
61530.3 0.00554129
61545.6 0.00788176
61560.9 0.0115614
61570.7 0.0147936
61580.5 0.0184807
61600.0 0.0230823
61619.6 0.0184655
61639.1 0.0115468
61660.1 0.00686914
61681.1 0.00435827
61702.2 0.00295756
61723.2 0.00212112
61744.2 0.00158912
61765.2 0.00123243
61807.3 0.000801579
61849.3 0.000562599
61891.3 0.000416987
61975.4 0.000256670
62059.5 0.000175358
62143.6 0.000128796
62227.7 9.99138E-05
62311.7 8.10632E-05
62479.9 6.02394E-05
62648.0 5.50163E-05
62732.1 6.13113E-05
62816.2 8.74419E-05
62858.2 0.000125950
62900.3 0.000232899
62921.3 0.000373930
62942.3 0.000737979
62952.8 0.00118438
62963.3 0.00222678
62968.6 0.00335989
62973.8 0.00560059
62976.5 0.00762306
62979.1 0.0108418
62981.7 0.0162659
62984.3 0.0255190
62987.2 0.0408045
62990.0 0.0509875
62992.8 0.0407978
62995.7 0.0255142
62998.5 0.0157144
63001.3 0.0102398
63004.1 0.00707848
63007.0 0.00514377
63009.8 0.00388772
63012.6 0.00303805
63018.2 0.00199775
63023.9 0.00141212
63029.5 0.00105271
63040.8 0.000653107
63052.1 0.000448020
63063.4 0.000329233
63086.0 0.000204201
63131.1 0.000108825
63176.3 7.36535E-05
63266.6 4.79792E-05
63356.8 4.01193E-05
63537.4 5.16189E-05
63627.7 0.000126468
63672.9 0.000417737
63695.5 0.00147137
63701.1 0.00245654
63706.7 0.00491343
63709.6 0.00780931
63712.4 0.0142102
63713.8 0.0207263
63715.2 0.0326584
63716.6 0.0571483
63717.3 0.0793687
63718.0 0.112818
63719.0 0.180261
63720.0 0.225577
63721.0 0.180251
63722.0 0.112811
63722.8 0.0745633
63723.7 0.0510744
63724.5 0.0365648
63725.3 0.0272345
63727.0 0.0165980
63728.7 0.0111169
63732.0 0.00593754
63735.4 0.00367838
63742.1 0.00180923
63748.8 0.00107744
63762.2 0.000514142
63775.6 0.000305315
63802.4 0.000150416
63829.2 9.45038E-05
63882.9 5.35740E-05
63936.5 3.88587E-05
64043.8 2.80071E-05
64151.1 2.40629E-05
64365.6 2.12981E-05
64580.1 2.06900E-05
65438.3 2.49093E-05
65867.4 3.03430E-05
66296.5 3.98675E-05
66511.0 4.79976E-05
66725.5 6.27968E-05
66832.8 7.79545E-05
66940.1 0.000113514
67047.3 0.000276396
67074.2 0.000431500
67101.0 0.000838747
67114.4 0.00135338
67121.1 0.00182665
67127.8 0.00261303
67134.5 0.00406416
67137.9 0.00529154
67141.2 0.00716447
67144.6 0.0102039
67147.9 0.0155311
67151.3 0.0257437
67152.9 0.0343619
67154.6 0.0465996
67157.3 0.0744879
67160.0 0.0930615
67162.7 0.0744775
67165.4 0.0465929
67167.8 0.0302769
67170.2 0.0205422
67172.6 0.0145941
67174.9 0.0108284
67179.7 0.00657219
67184.5 0.00439229
67189.3 0.00314113
67194.0 0.00236090
67203.6 0.00148314
67213.1 0.00102734
67222.6 0.000761641
67241.7 0.000480933
67260.8 0.000343930
67279.9 0.000267497
67318.0 0.000190640
67394.3 0.000138362
67470.6 0.000124991
67623.2 0.000129159
67775.8 0.000150441
67928.3 0.000186032
68080.9 0.000243603
68233.5 0.000361841
68309.8 0.000570842
68328.9 0.000736488
68348.0 0.00114706
68357.5 0.00165287
68367.0 0.00287348
68371.8 0.00426875
68376.6 0.00723639
68379.0 0.0101390
68381.3 0.0151786
68383.7 0.0247536
68384.9 0.0327379
68386.1 0.0440700
68388.1 0.0703380
68390.0 0.0877350
68392.0 0.0701929
68393.9 0.0440749
68395.4 0.0308261
68396.8 0.0221779
68398.2 0.0165200
68399.7 0.0127380
68402.5 0.00819186
68405.4 0.00574307
68411.2 0.00335546
68416.9 0.00228753
68428.4 0.00139700
68439.9 0.00105457
68462.9 0.000820863
68485.9 0.000782051
68531.9 0.00105419
68554.9 0.00207802
68560.6 0.00301363
68566.4 0.00532468
68569.3 0.00802942
68572.1 0.0139200
68573.6 0.0198626
68575.0 0.0305000
68576.5 0.0519649
68577.2 0.0708483
68577.9 0.0988022
68578.9 0.157392
68580.0 0.196902
68581.1 0.157388
68582.1 0.0988035
68583.4 0.0560105
68584.6 0.0344978
68585.9 0.0230727
68587.1 0.0165165
68589.7 0.00969546
68592.2 0.00649024
68597.2 0.00368220
68602.2 0.00253484
68612.3 0.00163816
68622.4 0.00131235
68642.5 0.00109975
68662.6 0.00105982
68743.1 0.00125675
68823.5 0.00167946
68904.0 0.00232962
68963.0 0.00297218
69022.0 0.00370697
69140.0 0.00461810
69258.0 0.00368687
69376.0 0.00230410
69456.4 0.00164883
69536.7 0.00120706
69617.1 0.000909704
69697.5 0.000705299
69858.2 0.000456513
70019.0 0.000321049
70179.7 0.000244315
70340.4 0.000209876
70420.8 0.000216554
70501.2 0.000273131
70541.4 0.000363319
70581.5 0.000614125
70601.6 0.000936980
70611.7 0.00123531
70621.7 0.00173238
70631.8 0.00265037
70636.8 0.00342756
70641.8 0.00461375
70646.8 0.00654383
70651.9 0.00992183
70656.9 0.0163981
70659.4 0.0218445
70661.9 0.0296269
70666.0 0.0473514
70670.0 0.0591687
70674.1 0.0473406
70678.1 0.0296180
70682.0 0.0185785
70685.9 0.0122778
70689.8 0.00858104
70693.7 0.00629240
70701.5 0.00377471
70709.2 0.00251714
70717.0 0.00180474
70724.8 0.00136515
70740.4 0.000873852
70755.9 0.000620118
70771.5 0.000472273
70802.6 0.000314886
70833.8 0.000236553
70864.9 0.000191428
70927.2 0.000142952
71051.7 0.000102583
71176.2 8.53683E-05
71300.8 7.79649E-05
71425.3 8.19863E-05
71549.8 0.000138475
71581.0 0.000198558
71612.1 0.000360614
71627.7 0.000568803
71643.2 0.00108661
71651.0 0.00169458
71658.8 0.00302633
71662.7 0.00436907
71666.6 0.00679975
71668.5 0.00879969
71670.5 0.0116973
71672.4 0.0160343
71674.3 0.0224500
71677.2 0.0358820
71680.0 0.0448303
71682.8 0.0358768
71685.7 0.0224461
71687.5 0.0164438
71689.2 0.0122925
71692.8 0.00737739
71696.4 0.00483393
71699.9 0.00339345
71707.1 0.00192593
71714.2 0.00124339
71721.3 0.000873105
71728.5 0.000651195
71742.7 0.000409757
71771.3 0.000218989
71799.8 0.000146566
71856.9 9.17656E-05
71914.0 7.16547E-05
72028.1 5.77042E-05
72142.3 5.60287E-05
72256.4 6.39140E-05
72313.5 7.43444E-05
72370.6 9.45523E-05
72427.7 0.000138034
72456.2 0.000180401
72484.7 0.000254903
72513.3 0.000403915
72527.5 0.000541388
72541.8 0.000770957
72556.1 0.00119597
72563.2 0.00155799
72570.3 0.00211251
72584.6 0.00462594
72591.7 0.00775252
72595.3 0.0104261
72598.9 0.0142822
72601.7 0.0182836
72604.4 0.0228391
72610.0 0.0285275
72615.6 0.0228183
72621.1 0.0142781
72628.1 0.00784306
72635.1 0.00471662
72642.1 0.00309464
72649.0 0.00217357
72656.0 0.00160647
72663.0 0.00123557
72677.0 0.000798749
72690.9 0.000562052
72704.9 0.000420322
72732.8 0.000266941
72760.7 0.000191033
72788.6 0.000149065
72844.4 0.000111161
72900.2 0.000107396
72928.1 0.000119142
72956.1 0.000148191
72984.0 0.000217461
72997.9 0.000288421
73011.9 0.000417961
73025.8 0.000690769
73032.8 0.000956000
73039.8 0.00142394
73046.8 0.00237073
73050.3 0.00325547
73053.7 0.00475443
73057.2 0.00759225
73060.7 0.0139516
73064.2 0.0328030
73066.0 0.0586587
73066.8 0.0825912
73067.7 0.120150
73068.3 0.153508
73068.9 0.192248
73070.0 0.240253
73071.2 0.192240
73072.3 0.120142
73073.9 0.0615927
73075.5 0.0353776
73077.2 0.0225216
73078.8 0.0155061
73082.0 0.00855383
73085.2 0.00539547
73088.5 0.00370567
73091.7 0.00270516
73098.2 0.00162708
73104.6 0.00108933
73111.1 0.000783979
73124.0 0.000467315
73137.0 0.000314940
73149.9 0.000229983
73175.7 0.000143233
73201.6 0.000101796
73227.5 7.86276E-05
73279.2 5.46118E-05
73330.9 4.27379E-05
73382.6 3.57997E-05
73486.1 2.80862E-05
73692.9 2.11204E-05
73899.8 1.76798E-05
74313.5 1.39386E-05
74727.3 1.17740E-05
75554.8 9.26888E-06
