Bi-209(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
76382.3 7.96291E-06
77209.7 7.42690E-06
78037.2 7.76847E-06
78451.0 8.60818E-06
78864.7 1.08716E-05
79071.6 1.37427E-05
79278.5 2.12998E-05
79381.9 3.13220E-05
79485.3 5.86471E-05
79588.8 0.000193469
79614.6 0.000320880
79640.5 0.000644795
79653.4 0.00103547
79659.9 0.00138011
79666.4 0.00192744
79672.8 0.00287150
79679.3 0.00467842
79682.5 0.00624989
79685.7 0.00867283
79689.0 0.0125518
79692.2 0.0188238
79696.1 0.0301196
79700.0 0.0376503
79703.9 0.0301144
79707.8 0.0188202
79711.4 0.0120187
79715.0 0.00803267
79718.6 0.00565070
79722.2 0.00415961
79729.3 0.00249451
79736.5 0.00165285
79743.7 0.00117259
79750.9 0.000874985
79765.2 0.000541299
79779.5 0.000368773
79793.9 0.000268462
79822.6 0.000162473
79851.3 0.000110684
79880.0 8.16597E-05
79937.3 5.21184E-05
80052.1 3.09419E-05
80166.9 2.41801E-05
80396.4 2.18410E-05
80626.0 2.57728E-05
80855.5 3.66610E-05
80970.3 4.72431E-05
81085.0 6.51670E-05
81199.8 9.86583E-05
81257.2 0.000127353
81314.6 0.000171626
81372.0 0.000244621
81429.3 0.000375524
81486.7 0.000635555
81515.4 0.000861921
81544.1 0.00119463
81565.6 0.00152673
81587.1 0.00190583
81630.0 0.00237854
81673.0 0.00190339
81715.9 0.00119246
81755.5 0.000763714
81795.1 0.000512741
81834.7 0.000362868
81874.3 0.000268958
81953.5 0.000164594
82032.7 0.000111961
82112.0 8.21435E-05
82191.2 6.38041E-05
82349.6 4.37014E-05
82508.0 3.39474E-05
82666.4 2.90168E-05
82983.2 2.65329E-05
83300.1 3.14059E-05
83458.5 3.78500E-05
83616.9 4.98328E-05
83775.3 7.46270E-05
83854.5 9.83957E-05
83933.7 0.000140326
84012.9 0.000226448
84092.2 0.000456158
84131.8 0.000755725
84171.4 0.00153140
84191.2 0.00249326
84201.1 0.00336273
84211.0 0.00478442
84220.9 0.00733545
84225.8 0.00943795
84230.8 0.0125605
84235.7 0.0174422
84240.7 0.0255534
84245.6 0.0399334
84250.6 0.0663416
84255.3 0.106143
84260.0 0.132678
84264.7 0.106124
84269.4 0.0663305
84274.8 0.0383467
84280.2 0.0238530
84285.6 0.0159794
84290.9 0.0113695
84296.3 0.00846850
84301.7 0.00654199
84312.4 0.00423895
84323.1 0.00297260
84333.9 0.00220730
84355.3 0.00137191
84376.8 0.000954291
84398.2 0.000720900
84441.2 0.000500339
84484.1 0.000446458
84527.0 0.000556825
84548.5 0.000759957
84570.0 0.00130579
84580.7 0.00196758
84586.1 0.00254672
84591.4 0.00345646
84596.8 0.00499978
84602.2 0.00787337
84604.9 0.0103126
84607.5 0.0139570
84610.2 0.0195807
84612.9 0.0282909
84616.5 0.0451724
84620.0 0.0564290
84623.6 0.0451640
84627.1 0.0282828
84630.5 0.0178790
84633.8 0.0118961
84637.2 0.00835495
84640.6 0.00616037
84647.3 0.00373472
84654.0 0.00251710
84660.8 0.00182696
84667.5 0.00140027
84680.9 0.000924052
84694.4 0.000679668
84707.9 0.000538918
84734.8 0.000394408
84788.6 0.000301174
84842.5 0.000296431
84896.3 0.000337014
84950.1 0.000423281
85004.0 0.000574809
85057.8 0.000826862
85090.9 0.00104401
85123.9 0.00129298
85190.0 0.00160195
85256.1 0.00128226
85322.2 0.000807101
85387.6 0.000504784
85452.9 0.000333902
85518.3 0.000234502
85583.7 0.000173223
85714.4 0.000105911
85845.2 7.20660E-05
85975.9 5.27494E-05
86106.6 4.06918E-05
86368.1 2.70256E-05
86629.6 1.98522E-05
86891.1 1.56327E-05
87414.0 1.12089E-05
87937.0 9.30183E-06
88460.0 8.99197E-06
88982.9 1.27427E-05
89113.7 1.70237E-05
89244.4 2.91872E-05
89309.8 4.59560E-05
89375.1 9.26859E-05
89440.5 0.000328432
89456.8 0.000554908
89473.2 0.00114153
89481.4 0.00186566
89489.5 0.00357459
89493.6 0.00545741
89497.7 0.00924206
89499.7 0.0127340
89501.8 0.0184011
89503.8 0.0281743
89505.9 0.0454948
89507.9 0.0728404
89510.0 0.0910895
89512.1 0.0728345
89514.1 0.0454907
89515.7 0.0317015
89517.2 0.0226913
89518.7 0.0167905
89520.2 0.0128412
89523.2 0.00810165
89526.3 0.00553349
89532.3 0.00302709
89538.4 0.00189947
89550.5 0.000946614
89562.6 0.000566201
89586.9 0.000270152
89611.1 0.000159494
89659.6 7.70214E-05
89708.1 4.72335E-05
89805.1 2.56255E-05
89902.1 1.81060E-05
90096.0 1.31997E-05
90290.0 1.24252E-05
90483.9 1.38581E-05
90677.9 1.92591E-05
90774.9 2.65760E-05
90871.9 4.62120E-05
90968.8 0.000143101
91017.3 0.000487474
91029.4 0.000808177
91041.6 0.00160952
91047.6 0.00255553
91053.7 0.00465179
91056.7 0.00679204
91059.7 0.0107248
91061.3 0.0140131
91062.8 0.0188398
91064.3 0.0262065
91065.8 0.0373110
91067.9 0.0596750
91070.0 0.0745766
91072.1 0.0596703
91074.2 0.0373081
91075.8 0.0256762
91077.4 0.0181931
91079.0 0.0133593
91080.6 0.0101582
91083.8 0.00636062
91087.0 0.00432566
91093.4 0.00235816
91099.7 0.00148028
91112.5 0.000743220
91125.3 0.000450926
91150.8 0.000225705
91176.3 0.000143649
91227.3 8.87770E-05
91278.4 8.09265E-05
91380.5 0.000180153
91406.0 0.000288074
91431.5 0.000566936
91444.3 0.000905987
91457.0 0.00168576
91463.4 0.00251652
91469.8 0.00412365
91473.0 0.00553521
91476.2 0.00773323
91479.4 0.0112979
91482.5 0.0171510
91486.3 0.0274238
91490.0 0.0342668
91493.7 0.0274196
91497.5 0.0171477
91500.3 0.0118521
91503.1 0.00843740
91505.9 0.00621855
91508.7 0.00473462
91514.3 0.00297222
91519.9 0.00202661
91525.5 0.00146563
91531.1 0.00110882
91542.3 0.000698223
91553.5 0.000480952
91564.7 0.000352509
91587.1 0.000214796
91632.0 0.000107515
91676.8 6.72508E-05
91766.5 3.70646E-05
91856.1 2.61523E-05
92035.5 1.86561E-05
92214.8 1.70915E-05
92394.1 1.84908E-05
92573.5 2.47840E-05
92663.1 3.36182E-05
92752.8 5.77590E-05
92842.5 0.000175270
92864.9 0.000284628
92887.3 0.000557295
92898.5 0.000878624
92909.7 0.00158860
92915.3 0.00231188
92920.9 0.00363321
92923.7 0.00472865
92926.5 0.00634030
92929.3 0.00877048
92932.1 0.0124365
92936.1 0.0198955
92940.0 0.0248690
92943.9 0.0198926
92947.9 0.0124345
92952.3 0.00720846
92956.8 0.00449741
92961.3 0.00301684
92965.7 0.00214892
92974.6 0.00123894
92983.5 0.000803511
93001.3 0.000418564
93019.2 0.000259284
93054.8 0.000132356
93090.4 8.41803E-05
93161.7 4.82929E-05
93233.0 3.57652E-05
93375.5 2.80716E-05
93518.0 2.75083E-05
93660.5 3.02953E-05
93803.1 3.75787E-05
93874.3 4.57340E-05
93945.6 6.54993E-05
93981.2 9.07978E-05
94016.9 0.000159138
94034.7 0.000251053
94052.5 0.000501571
94061.4 0.000833814
94070.3 0.00170844
94074.8 0.00281320
94079.2 0.00549801
94083.7 0.0150595
94085.9 0.0323245
94087.0 0.0528452
94088.1 0.0940766
94089.1 0.150580
94090.0 0.188146
94090.9 0.150576
94091.9 0.0940732
94093.3 0.0462969
94094.7 0.0260253
94097.4 0.0111524
94100.2 0.00609381
94103.0 0.00382723
94108.6 0.00191564
94114.1 0.00115632
94125.3 0.000566335
94136.4 0.000346464
94158.6 0.000183707
94180.9 0.000125964
94225.4 8.62653E-05
94269.9 7.50433E-05
94358.9 7.46010E-05
94448.0 8.61969E-05
94537.0 0.000109566
94626.0 0.000160234
94670.5 0.000217274
94715.0 0.000355550
94737.3 0.000527061
94759.6 0.000957663
94770.7 0.00148022
94781.8 0.00269626
94787.4 0.00401782
94792.9 0.00663556
94795.7 0.00899822
94798.5 0.0127828
94801.3 0.0191595
94804.1 0.0301322
94807.0 0.0481071
94810.0 0.0600831
94813.0 0.0481048
94815.9 0.0301343
94818.6 0.0196808
94821.2 0.0134019
94823.8 0.00957439
94826.4 0.00713772
94831.6 0.00438765
94836.8 0.00297846
94842.0 0.00217014
94847.3 0.00166687
94857.7 0.00110267
94868.1 0.000813118
94878.6 0.000647227
94899.5 0.000479246
94920.3 0.000406414
94941.2 0.000374885
94983.0 0.000368422
95066.5 0.000461432
95150.0 0.000661041
95200.0 0.000834746
95250.0 0.00103509
95350.0 0.00128425
95450.0 0.00102649
95550.0 0.000643796
95610.9 0.000478315
95671.8 0.000361716
95793.6 0.000221849
95915.4 0.000148193
96037.2 0.000105911
96159.0 7.97575E-05
96280.8 6.25926E-05
96524.4 4.23511E-05
96768.0 3.14741E-05
97011.5 2.50914E-05
97498.7 1.86634E-05
97985.9 1.63088E-05
98473.1 1.63887E-05
98716.7 1.75441E-05
98960.3 2.06330E-05
99082.1 2.44821E-05
99203.8 3.46136E-05
99264.7 4.81734E-05
99325.6 8.56983E-05
99356.1 0.000136834
99386.5 0.000277884
99401.8 0.000467113
99417.0 0.000972923
99424.6 0.00162344
99432.2 0.00325474
99436.0 0.00519169
99439.8 0.00949455
99443.6 0.0221340
99445.5 0.0392280
99447.4 0.0790148
99448.7 0.126301
99450.0 0.158023
99451.3 0.126297
99452.6 0.0790107
99455.1 0.0317908
99457.7 0.0159714
99460.2 0.00940680
99462.8 0.00616768
99463.6 0.00604152
99467.8 0.00386022
99472.0 0.00280049
99480.4 0.00187564
99488.7 0.00152736
99497.1 0.00138782
99513.9 0.00134347
99530.6 0.00141775
99564.2 0.00167635
99597.7 0.00198318
99664.7 0.00263617
99731.8 0.00330488
99865.8 0.00465457
99999.9 0.00600898
100000 0.00601000
100370 0.00599779
100540 0.00599218
100720 0.00598624
100900 0.00598030
101080 0.00597436
101260 0.00596842
101440 0.00596248
101620 0.00595654
101800 0.00595060
101980 0.00594466
102160 0.00593872
102340 0.00593278
102630 0.00592321
102640 0.00592288
102660 0.00592222
102680 0.00592156
102700 0.00592090
102740 0.00591958
102750 0.00591925
102770 0.00591859
102790 0.00591793
102810 0.00591727
102830 0.00591661
102850 0.00591595
102860 0.00591562
102900 0.00591430
102920 0.00591364
102940 0.00591298
102990 0.00591133
103010 0.00591067
103030 0.00591001
103050 0.00590935
103070 0.00590869
103090 0.00590803
103100 0.00590770
103120 0.00590704
103140 0.00590638
103160 0.00590572
103180 0.00590506
103200 0.00590440
103210 0.00590407
103230 0.00590341
103250 0.00590275
103270 0.00590209
103290 0.00590143
103310 0.00590077
103330 0.00590011
103340 0.00589978
103380 0.00589846
103400 0.00589780
103420 0.00589714
103440 0.00589648
103450 0.00589615
103490 0.00589483
103510 0.00589417
103530 0.00589351
103550 0.00589285
103620 0.00589054
103640 0.00588988
103760 0.00588592
103920 0.00588064
104020 0.00587734
104120 0.00587404
104210 0.00587107
104310 0.00586777
104400 0.00586480
104490 0.00586183
104680 0.00585556
104780 0.00585226
104870 0.00584929
104970 0.00584599
105060 0.00584302
105160 0.00583972
105250 0.00583675
105350 0.00583345
105440 0.00583048
105630 0.00582421
105730 0.00582091
105820 0.00581794
105920 0.00581464
106210 0.00580507
106300 0.00580210
106400 0.00579880
106500 0.00579550
106690 0.00578923
106790 0.00578593
106890 0.00578263
107080 0.00577636
107180 0.00577306
107280 0.00576976
107370 0.00576679
107420 0.00576514
107430 0.00576481
107440 0.00576448
107450 0.00576415
107460 0.00576382
107470 0.00576349
107480 0.00576316
107490 0.00576283
107550 0.00576085
107650 0.00575755
107700 0.00575590
107710 0.00575557
107720 0.00575524
107780 0.00575326
107880 0.00574996
107970 0.00574699
108070 0.00574369
108170 0.00574039
108370 0.00573379
108470 0.00573049
108570 0.00572719
108670 0.00572389
108770 0.00572059
108820 0.00571894
108830 0.00571861
108850 0.00571795
108860 0.00571762
108870 0.00571729
108880 0.00571696
108890 0.00571663
108900 0.00571630
108910 0.00571597
108940 0.00571498
108950 0.00571465
108960 0.00571432
108970 0.00571399
108980 0.00571366
108990 0.00571333
109000 0.00571300
109010 0.00571267
109020 0.00571234
109030 0.00571201
109040 0.00571168
109060 0.00571102
109070 0.00571069
109080 0.00571036
109090 0.00571003
109100 0.00570970
109110 0.00570937
109120 0.00570904
109140 0.00570838
109300 0.00570310
109400 0.00569980
109500 0.00569650
109600 0.00569320
109650 0.00569155
109660 0.00569122
109670 0.00569089
109730 0.00568891
109940 0.00568198
110040 0.00567868
110240 0.00567208
110450 0.00566515
110550 0.00566185
110650 0.00565855
110750 0.00565525
110860 0.00565162
111160 0.00564172
111270 0.00563809
111370 0.00563479
111470 0.00563149
111580 0.00562786
111790 0.00562093
111890 0.00561763
111990 0.00561433
112100 0.00561070
112200 0.00560740
112310 0.00560377
112410 0.00560047
112520 0.00559684
112620 0.00559354
112730 0.00558991
112780 0.00558826
112790 0.00558793
112800 0.00558760
112810 0.00558727
112830 0.00558661
112840 0.00558628
112850 0.00558595
112860 0.00558562
112870 0.00558529
112880 0.00558496
112890 0.00558463
112900 0.00558430
112910 0.00558397
112920 0.00558364
112930 0.00558331
112940 0.00558298
112950 0.00558265
112960 0.00558232
112970 0.00558199
112980 0.00558166
112990 0.00558133
113000 0.00558100
113020 0.00558034
113040 0.00557968
113050 0.00557935
113060 0.00557902
113070 0.00557869
113080 0.00557836
113090 0.00557803
113100 0.00557770
113110 0.00557737
113120 0.00557704
113130 0.00557671
113140 0.00557638
113150 0.00557605
113160 0.00557572
113170 0.00557539
113200 0.00557440
113210 0.00557407
113220 0.00557374
113230 0.00557341
113240 0.00557308
113400 0.00556780
113510 0.00556417
113620 0.00556054
113720 0.00555724
113830 0.00555361
114040 0.00554668
114150 0.00554305
114370 0.00553579
114470 0.00553249
114580 0.00552886
114690 0.00552523
114750 0.00552325
114760 0.00552292
114820 0.00552094
114930 0.00551731
115040 0.00551368
115150 0.00551005
115470 0.00549949
115580 0.00549586
115690 0.00549223
115800 0.00548860
115910 0.00548497
116020 0.00548134
116130 0.00547771
116240 0.00547408
116350 0.00547045
116460 0.00546682
116570 0.00546319
116680 0.00545956
116910 0.00545197
117020 0.00544834
117130 0.00544471
117240 0.00544108
117460 0.00543382
117690 0.00542623
117800 0.00542260
117910 0.00541897
118030 0.00541501
118140 0.00541138
118210 0.00540907
118240 0.00540808
118250 0.00540775
118260 0.00540742
118290 0.00540643
118300 0.00540610
118330 0.00540511
118340 0.00540478
118350 0.00540445
118360 0.00540412
118370 0.00540379
118380 0.00540346
118390 0.00540313
118410 0.00540247
118420 0.00540214
118430 0.00540181
118440 0.00540148
118450 0.00540115
118460 0.00540082
118470 0.00540049
118480 0.00540016
118510 0.00539917
118570 0.00539719
118630 0.00539521
118640 0.00539488
118660 0.00539422
118680 0.00539356
118690 0.00539323
118700 0.00539290
118710 0.00539257
118720 0.00539224
118730 0.00539191
118750 0.00539125
118760 0.00539092
118770 0.00539059
118780 0.00539026
118790 0.00538993
118850 0.00538795
118970 0.00538399
119080 0.00538036
119310 0.00537277
119430 0.00536881
119540 0.00536518
119660 0.00536122
119770 0.00535759
119890 0.00535363
120000 0.00535000
120120 0.00534712
120240 0.00534424
120350 0.00534160
120470 0.00533872
120590 0.00533584
120700 0.00533320
120820 0.00533032
120940 0.00532744
121050 0.00532480
121170 0.00532192
121290 0.00531904
121410 0.00531616
121520 0.00531352
121640 0.00531064
121760 0.00530776
121880 0.00530488
122000 0.00530200
122110 0.00529936
122230 0.00529648
122350 0.00529360
122470 0.00529072
122590 0.00528784
122710 0.00528496
122830 0.00528208
122950 0.00527920
123070 0.00527632
123190 0.00527344
123310 0.00527056
123550 0.00526480
123800 0.00525880
123920 0.00525592
124040 0.00525304
124400 0.00524440
124530 0.00524128
124650 0.00523840
124770 0.00523552
124890 0.00523264
125020 0.00522952
125140 0.00522664
125260 0.00522376
125390 0.00522064
125510 0.00521776
125640 0.00521464
125760 0.00521176
125880 0.00520888
126010 0.00520576
126130 0.00520288
126260 0.00519976
126380 0.00519688
126630 0.00519088
126760 0.00518776
126880 0.00518488
127010 0.00518176
127140 0.00517864
127260 0.00517576
127390 0.00517264
127520 0.00516952
127640 0.00516664
127900 0.00516040
128020 0.00515752
128150 0.00515440
128280 0.00515128
128410 0.00514816
128660 0.00514216
128790 0.00513904
128920 0.00513592
129050 0.00513280
129180 0.00512968
129310 0.00512656
129440 0.00512344
129570 0.00512032
129700 0.00511720
129830 0.00511408
130090 0.00510784
130220 0.00510472
130350 0.00510160
130480 0.00509848
130610 0.00509536
130740 0.00509224
131010 0.00508576
131270 0.00507952
131540 0.00507304
131940 0.00506344
132070 0.00506032
132200 0.00505720
132340 0.00505384
132470 0.00505072
132610 0.00504736
132740 0.00504424
132880 0.00504088
133010 0.00503776
133150 0.00503440
133280 0.00503128
133420 0.00502792
133550 0.00502480
133830 0.00501808
133960 0.00501496
134100 0.00501160
134240 0.00500824
134370 0.00500512
134510 0.00500176
134650 0.00499840
134790 0.00499504
134920 0.00499192
135060 0.00498856
135200 0.00498520
135340 0.00498184
135480 0.00497848
135620 0.00497512
135760 0.00497176
135890 0.00496864
135970 0.00496672
135980 0.00496648
136000 0.00496600
136010 0.00496576
136030 0.00496528
136050 0.00496480
136070 0.00496432
136080 0.00496408
136100 0.00496360
136110 0.00496336
136120 0.00496312
136140 0.00496264
136150 0.00496240
136170 0.00496192
136180 0.00496168
136190 0.00496144
136210 0.00496096
136220 0.00496072
136240 0.00496024
136250 0.00496000
136260 0.00495976
136310 0.00495856
136320 0.00495832
136350 0.00495760
136430 0.00495568
136710 0.00494896
136850 0.00494560
137130 0.00493888
137270 0.00493552
137410 0.00493216
137550 0.00492880
137700 0.00492520
137840 0.00492184
137980 0.00491848
138120 0.00491512
138270 0.00491152
138410 0.00490816
138550 0.00490480
138840 0.00489784
138990 0.00489424
139420 0.00488392
139570 0.00488032
140000 0.00487000
140150 0.00486730
140300 0.00486460
140440 0.00486208
140590 0.00485938
140740 0.00485668
140880 0.00485416
141180 0.00484876
141330 0.00484606
141470 0.00484354
141620 0.00484084
141770 0.00483814
141920 0.00483544
142070 0.00483274
142220 0.00483004
142370 0.00482734
142520 0.00482464
142670 0.00482194
142820 0.00481924
142970 0.00481654
143120 0.00481384
143270 0.00481114
143420 0.00480844
143570 0.00480574
143720 0.00480304
143870 0.00480034
144030 0.00479746
144180 0.00479476
144330 0.00479206
144640 0.00478648
144790 0.00478378
144940 0.00478108
145100 0.00477820
145250 0.00477550
145560 0.00476992
145710 0.00476722
145870 0.00476434
146020 0.00476164
146180 0.00475876
146330 0.00475606
146490 0.00475318
146650 0.00475030
147120 0.00474184
147270 0.00473914
147430 0.00473626
147590 0.00473338
147750 0.00473050
147910 0.00472762
148060 0.00472492
148220 0.00472204
148380 0.00471916
148540 0.00471628
148700 0.00471340
148860 0.00471052
149020 0.00470764
149180 0.00470476
149340 0.00470188
149500 0.00469900
149660 0.00469612
149830 0.00469306
149910 0.00469162
149930 0.00469126
149950 0.00469090
149960 0.00469072
149980 0.00469036
149990 0.00469018
150010 0.00468982
150030 0.00468946
150040 0.00468928
150060 0.00468892
150080 0.00468856
150090 0.00468838
150110 0.00468802
150120 0.00468784
150140 0.00468748
150160 0.00468712
150170 0.00468694
150200 0.00468640
150220 0.00468604
150240 0.00468568
150250 0.00468550
150270 0.00468514
150290 0.00468478
150300 0.00468460
150320 0.00468424
150330 0.00468406
150350 0.00468370
150370 0.00468334
150380 0.00468316
150400 0.00468280
150420 0.00468244
150430 0.00468226
150450 0.00468190
150540 0.00468028
150700 0.00467740
150860 0.00467452
151030 0.00467146
151190 0.00466858
151520 0.00466264
151850 0.00465670
152010 0.00465382
152180 0.00465076
152510 0.00464482
152680 0.00464176
152840 0.00463888
153010 0.00463582
153180 0.00463276
153340 0.00462988
153510 0.00462682
153680 0.00462376
153840 0.00462088
154010 0.00461782
154180 0.00461476
154350 0.00461170
154520 0.00460864
154860 0.00460252
155030 0.00459946
155200 0.00459640
155370 0.00459334
155540 0.00459028
155880 0.00458416
156050 0.00458110
156220 0.00457804
156400 0.00457480
156570 0.00457174
156740 0.00456868
156910 0.00456562
157090 0.00456238
157260 0.00455932
157430 0.00455626
157610 0.00455302
157780 0.00454996
158130 0.00454366
158480 0.00453736
158660 0.00453412
159010 0.00452782
159360 0.00452152
159540 0.00451828
159720 0.00451504
159900 0.00451180
160000 0.00451000
160250 0.00450638
160430 0.00450377
160530 0.00450232
160630 0.00450087
160810 0.00449826
160990 0.00449565
161170 0.00449304
161350 0.00449043
161530 0.00448782
161710 0.00448521
161890 0.00448260
162070 0.00447999
162260 0.00447723
162440 0.00447462
162620 0.00447201
162800 0.00446940
162990 0.00446665
163170 0.00446404
163350 0.00446143
163540 0.00445867
163720 0.00445606
163910 0.00445331
164090 0.00445070
164280 0.00444794
164460 0.00444533
164650 0.00444258
164830 0.00443997
165020 0.00443721
165210 0.00443446
165390 0.00443185
165580 0.00442909
165770 0.00442634
165960 0.00442358
166150 0.00442083
166330 0.00441822
166520 0.00441546
166710 0.00441271
166900 0.00440995
167090 0.00440720
167280 0.00440444
167470 0.00440169
167660 0.00439893
167860 0.00439603
168050 0.00439328
168240 0.00439052
168430 0.00438777
168620 0.00438501
168820 0.00438211
169010 0.00437936
169200 0.00437660
169400 0.00437370
169590 0.00437095
169980 0.00436529
170180 0.00436239
170370 0.00435964
170570 0.00435674
170760 0.00435398
170960 0.00435108
171160 0.00434818
171360 0.00434528
171550 0.00434253
171750 0.00433963
171950 0.00433673
172150 0.00433383
172350 0.00433093
172550 0.00432803
172750 0.00432513
172950 0.00432223
173150 0.00431933
173550 0.00431353
173750 0.00431063
173950 0.00430773
174150 0.00430483
174360 0.00430178
174560 0.00429888
174760 0.00429598
174970 0.00429294
175170 0.00429004
175380 0.00428699
175580 0.00428409
175790 0.00428105
175990 0.00427815
176200 0.00427510
176400 0.00427220
176610 0.00426916
176820 0.00426611
177020 0.00426321
177230 0.00426017
177440 0.00425712
177650 0.00425408
177860 0.00425103
178060 0.00424813
178270 0.00424509
178480 0.00424204
178690 0.00423900
178900 0.00423595
179120 0.00423276
179540 0.00422667
179750 0.00422363
179960 0.00422058
180000 0.00422000
180180 0.00421793
180390 0.00421552
180600 0.00421310
181030 0.00420816
181240 0.00420574
181460 0.00420321
181680 0.00420068
181890 0.00419827
182110 0.00419574
182320 0.00419332
182540 0.00419079
182760 0.00418826
182980 0.00418573
183190 0.00418332
183410 0.00418079
183630 0.00417826
183850 0.00417573
184070 0.00417320
184290 0.00417067
184510 0.00416814
184730 0.00416561
184950 0.00416308
185400 0.00415790
185620 0.00415537
185840 0.00415284
186070 0.00415020
186290 0.00414767
186510 0.00414514
186740 0.00414249
186960 0.00413996
187190 0.00413732
187640 0.00413214
187870 0.00412950
188090 0.00412697
188320 0.00412432
188550 0.00412168
188780 0.00411903
189000 0.00411650
189230 0.00411386
189460 0.00411121
189690 0.00410857
189920 0.00410592
190150 0.00410328
190620 0.00409787
190850 0.00409523
191550 0.00408718
192020 0.00408177
192250 0.00407913
192480 0.00407648
192960 0.00407096
193190 0.00406832
193430 0.00406556
193670 0.00406280
193900 0.00406015
194140 0.00405739
194380 0.00405463
194620 0.00405187
194860 0.00404911
195100 0.00404635
195340 0.00404359
195580 0.00404083
195820 0.00403807
196060 0.00403531
196300 0.00403255
196430 0.00403106
196460 0.00403071
196480 0.00403048
196510 0.00403014
196560 0.00402956
196690 0.00402807
196930 0.00402531
197180 0.00402243
197910 0.00401404
198160 0.00401116
198400 0.00400840
198650 0.00400553
198900 0.00400265
199140 0.00399989
199390 0.00399702
199640 0.00399414
200000 0.00399000
200390 0.00398672
200640 0.00398462
200890 0.00398252
201140 0.00398042
201390 0.00397832
201640 0.00397622
201890 0.00397412
202150 0.00397194
202400 0.00396984
202650 0.00396774
202910 0.00396556
203160 0.00396346
203420 0.00396127
203670 0.00395917
203930 0.00395699
204180 0.00395489
204440 0.00395270
204960 0.00394834
205220 0.00394615
205480 0.00394397
205740 0.00394178
206260 0.00393742
206780 0.00393305
207040 0.00393086
207300 0.00392868
207830 0.00392423
208090 0.00392204
208360 0.00391978
208890 0.00391532
209150 0.00391314
209420 0.00391087
209690 0.00390860
209960 0.00390634
210220 0.00390415
210490 0.00390188
210760 0.00389962
211030 0.00389735
211300 0.00389508
211570 0.00389281
211840 0.00389054
212120 0.00388819
212390 0.00388592
212660 0.00388366
212930 0.00388139
213210 0.00387904
213480 0.00387677
213760 0.00387442
214030 0.00387215
214310 0.00386980
214590 0.00386744
214860 0.00386518
215140 0.00386282
215420 0.00386047
215700 0.00385812
215980 0.00385577
216250 0.00385350
216540 0.00385106
216820 0.00384871
217100 0.00384636
217380 0.00384401
217660 0.00384166
217950 0.00383922
218230 0.00383687
218510 0.00383452
218800 0.00383208
219080 0.00382973
219370 0.00382729
219650 0.00382494
219940 0.00382250
220230 0.00382007
220520 0.00381763
220810 0.00381520
221100 0.00381276
221390 0.00381032
221680 0.00380789
221970 0.00380545
222260 0.00380302
222550 0.00380058
222840 0.00379814
223140 0.00379562
223430 0.00379319
223730 0.00379067
224020 0.00378823
224320 0.00378571
224610 0.00378328
224910 0.00378076
225210 0.00377824
225510 0.00377572
226400 0.00376824
226700 0.00376572
227310 0.00376060
227610 0.00375808
227910 0.00375556
228210 0.00375304
228520 0.00375043
228820 0.00374791
229130 0.00374531
229430 0.00374279
229740 0.00374018
230040 0.00373766
230350 0.00373506
230660 0.00373246
230970 0.00372985
231280 0.00372725
231590 0.00372464
231900 0.00372204
232210 0.00371944
232520 0.00371683
232830 0.00371423
233150 0.00371154
233460 0.00370894
233770 0.00370633
234090 0.00370364
234400 0.00370104
234720 0.00369835
235040 0.00369566
235670 0.00369037
235990 0.00368768
236630 0.00368231
236950 0.00367962
237270 0.00367693
237600 0.00367416
237920 0.00367147
238240 0.00366878
238570 0.00366601
238890 0.00366332
239220 0.00366055
239540 0.00365786
239870 0.00365509
240200 0.00365232
240530 0.00364955
240850 0.00364686
241180 0.00364409
241510 0.00364132
242180 0.00363569
242510 0.00363292
242840 0.00363014
243180 0.00362729
243840 0.00362174
244180 0.00361889
245190 0.00361040
245530 0.00360755
245870 0.00360469
246210 0.00360184
246550 0.00359898
246890 0.00359612
247230 0.00359327
247570 0.00359041
247920 0.00358747
248260 0.00358462
248610 0.00358168
248950 0.00357882
249300 0.00357588
249650 0.00357294
250000 0.00357000
250340 0.00356803
250690 0.00356600
251390 0.00356194
251740 0.00355991
252100 0.00355782
252450 0.00355579
252800 0.00355376
253160 0.00355167
253510 0.00354964
253870 0.00354755
254220 0.00354552
254580 0.00354344
254940 0.00354135
255300 0.00353926
255660 0.00353717
256020 0.00353508
256380 0.00353300
256740 0.00353091
257100 0.00352882
257470 0.00352667
257830 0.00352459
258200 0.00352244
258560 0.00352035
258930 0.00351821
259300 0.00351606
259660 0.00351397
260030 0.00351183
260400 0.00350968
260770 0.00350753
261140 0.00350539
261510 0.00350324
261890 0.00350104
262260 0.00349889
262640 0.00349669
263010 0.00349454
263390 0.00349234
263760 0.00349019
264140 0.00348799
264520 0.00348578
265280 0.00348138
265660 0.00347917
266040 0.00347697
266420 0.00347476
266810 0.00347250
267190 0.00347030
267580 0.00346804
267960 0.00346583
268350 0.00346357
268740 0.00346131
269130 0.00345905
269900 0.00345458
270300 0.00345226
270690 0.00345000
271080 0.00344774
271470 0.00344547
271870 0.00344315
272260 0.00344089
272660 0.00343857
273050 0.00343631
273450 0.00343399
273850 0.00343167
274250 0.00342935
274650 0.00342703
275050 0.00342471
275450 0.00342239
275860 0.00342001
276260 0.00341769
276670 0.00341531
277070 0.00341299
277480 0.00341062
277890 0.00340824
278290 0.00340592
278700 0.00340354
279110 0.00340116
279530 0.00339873
