Nd-145(n,tot) ENDF/B-VII.1
4.24481 418.286
4.26012 552.728
4.27544 763.718
4.29076 1116.26
4.30608 1746.44
4.32140 2916.17
4.33570 4647.04
4.35000 5793.51
4.36430 4631.59
4.37860 2897.09
4.39504 1669.02
4.41147 1037.40
4.42791 696.137
4.44435 496.836
4.46079 372.069
4.47722 289.391
4.51010 190.708
4.54297 136.611
4.57584 103.910
4.64159 68.1523
4.64159 68.1516
4.64160 68.1493
4.64160 68.1475
4.64161 68.1434
4.64164 68.1353
4.64168 68.1190
4.64177 68.0866
4.64194 68.0221
4.64229 67.8934
4.64299 67.6374
4.64439 67.1309
4.64719 66.1391
4.65279 64.2366
4.66399 60.7299
4.68639 54.7300
4.73119 45.7290
4.82080 34.7833
4.91040 28.6283
5.00000 24.8181
5.15585 20.9227
5.31171 18.7160
5.62341 16.3721
5.62341 16.3721
5.62342 16.3721
5.62342 16.3721
5.62343 16.3720
5.62345 16.3719
5.62348 16.3717
5.62356 16.3714
5.62370 16.3706
5.62399 16.3691
5.62457 16.3661
5.62574 16.3602
5.62806 16.3483
5.63271 16.3248
5.64200 16.2784
5.66058 16.1880
5.69776 16.0167
5.77210 15.7074
5.92079 15.1935
6.21817 14.4387
6.81292 13.4677
6.81292 13.4677
6.81293 13.4677
6.81293 13.4677
6.81294 13.4677
6.81296 13.4677
6.81301 13.4676
6.81309 13.4675
6.81326 13.4673
6.81359 13.4669
6.81426 13.4660
6.81561 13.4643
6.81829 13.4608
6.82366 13.4539
6.83439 13.4401
6.85586 13.4128
6.89881 13.3593
6.98469 13.2562
7.15646 13.0632
7.50000 12.7192
8.25404 12.0912
8.25404 12.0912
8.25405 12.0912
8.25406 12.0912
8.25407 12.0912
8.25410 12.0912
8.25415 12.0911
8.25426 12.0911
8.25447 12.0909
8.25489 12.0906
8.25575 12.0899
8.25745 12.0887
8.26086 12.0861
8.26768 12.0810
8.28132 12.0708
8.30860 12.0506
8.36316 12.0104
8.47229 11.9315
8.69053 11.7792
9.12702 11.4932
9.99999 10.9801
10.0000 10.9801
10.0000 10.9801
10.0001 10.9801
10.0001 10.9801
10.0001 10.9800
10.0003 10.9800
10.0005 10.9798
10.0011 10.9795
10.0021 10.9790
10.0042 10.9778
10.0083 10.9756
10.0165 10.9710
10.0331 10.9620
10.0661 10.9439
10.1322 10.9081
10.2644 10.8373
10.5288 10.6995
11.0577 10.4376
12.1153 9.96154
12.1153 9.96153
12.1154 9.96150
12.1155 9.96147
12.1156 9.96140
12.1159 9.96127
12.1166 9.96100
12.1178 9.96047
12.1203 9.95941
12.1253 9.95730
12.1353 9.95307
12.1554 9.94463
12.1954 9.92781
12.2755 9.89440
12.4357 9.82848
12.7560 9.70014
13.3967 9.45678
14.6780 9.01884
14.6780 9.01883
14.6781 9.01881
14.6782 9.01878
14.6783 9.01873
14.6786 9.01863
14.6793 9.01843
14.6805 9.01803
14.6831 9.01723
14.6881 9.01563
14.6981 9.01244
14.7183 9.00606
14.7585 8.99334
14.8390 8.96809
15.0000 8.91826
15.3479 8.81365
15.6957 8.71315
16.3914 8.52412
17.7828 8.19229
17.7828 8.19228
17.7829 8.19227
17.7830 8.19225
17.7831 8.19222
17.7834 8.19216
17.7839 8.19204
17.7850 8.19181
17.7872 8.19134
17.7915 8.19040
17.8001 8.18853
17.8175 8.18479
17.8521 8.17733
17.9214 8.16253
18.0600 8.13338
18.3371 8.07686
18.8914 7.97095
20.0000 7.78803
21.5443 7.60043
21.5443 7.60043
21.5444 7.60042
21.5444 7.60042
21.5446 7.60041
21.5448 7.60038
21.5453 7.60034
21.5463 7.60024
21.5483 7.60006
21.5522 7.59968
21.5601 7.59894
21.5759 7.59746
21.6075 7.59453
21.6706 7.58877
21.7969 7.57769
22.0494 7.55732
22.5546 7.52394
23.5648 7.48886
25.5853 7.56990
26.1016 7.63034
26.1016 7.63035
26.1017 7.63036
26.1018 7.63037
26.1019 7.63039
26.1022 7.63043
26.1029 7.63052
26.1041 7.63069
26.1066 7.63102
26.1115 7.63170
26.1214 7.63305
26.1412 7.63577
26.1808 7.64131
26.2600 7.65275
26.4184 7.67707
26.7352 7.73176
27.3688 7.86751
28.6361 8.26624
31.1705 9.85058
31.6228 10.3042
31.6228 10.3071
31.6229 10.3072
31.6229 10.3073
31.6230 10.3074
31.6232 10.3076
31.6236 10.3080
31.6245 10.3089
31.6261 10.3107
31.6294 10.3142
31.6359 10.3213
31.6489 10.3355
31.6751 10.3642
31.7273 10.4223
31.8319 10.5416
32.0409 10.7935
32.4590 11.3556
33.2951 12.7652
34.9674 17.3791
36.6396 27.0106
37.4758 36.0713
38.3119 51.3271
38.3119 51.3248
38.3120 51.3265
38.3120 51.3279
38.3122 51.3308
38.3124 51.3368
38.3129 51.3486
38.3139 51.3721
38.3159 51.4196
38.3198 51.5144
38.3277 51.7050
38.3434 52.0896
38.3749 52.8723
38.4378 54.4935
38.5637 57.9766
38.8156 66.0617
39.3192 88.4405
39.8228 124.648
40.3265 188.579
40.5783 240.526
40.8301 316.891
41.0819 435.426
41.3337 633.202
41.5856 998.002
41.7115 1306.76
41.8374 1777.15
41.9633 2538.03
42.0892 3863.70
42.2151 6379.29
42.2781 8472.66
42.3410 11438.5
42.4455 18374.2
42.5500 23028.4
42.6545 18461.7
42.7590 11576.6
42.8733 6855.47
42.9876 4341.41
43.1018 2946.23
43.2161 2115.45
43.3304 1587.71
43.4447 1233.98
43.6732 806.379
43.9018 568.627
44.1303 423.280
44.5875 262.274
45.0446 179.741
45.5017 131.796
45.9588 101.442
46.4159 80.9787
46.4159 80.9779
46.4160 80.9757
46.4160 80.9739
46.4161 80.9698
46.4164 80.9616
46.4168 80.9452
46.4177 80.9125
46.4194 80.8475
46.4229 80.7179
46.4299 80.4595
46.4439 79.9469
46.4719 78.9375
46.5279 76.9805
46.6399 73.2981
46.8639 66.7507
47.3119 56.2437
48.2080 42.0223
49.1040 33.0523
50.0000 27.0035
51.5585 20.2861
53.1171 16.1705
56.2341 11.5088
56.2341 11.5088
56.2342 11.5087
56.2342 11.5087
56.2343 11.5086
56.2345 11.5084
56.2348 11.5080
56.2355 11.5073
56.2370 11.5058
56.2398 11.5028
56.2455 11.4969
56.2568 11.4850
56.2795 11.4613
56.3248 11.4142
56.4155 11.3212
56.5969 11.1400
56.9596 10.7953
57.6852 10.1699
59.1362 9.12556
62.0383 7.60165
67.8426 5.73819
68.1292 5.66952
68.1292 5.66955
68.1293 5.66953
68.1293 5.66952
68.1294 5.66950
68.1297 5.66944
68.1301 5.66934
68.1310 5.66913
68.1327 5.66871
68.1363 5.66788
68.1433 5.66621
68.1574 5.66289
68.1855 5.65624
68.2418 5.64299
68.3544 5.61666
68.5796 5.56467
69.0299 5.46326
69.9306 5.26988
71.7320 4.91529
75.3348 4.29860
78.9376 3.75346
80.7390 3.49813
81.6397 3.38197
82.5404 3.29501
82.5404 3.29521
82.5405 3.29521
82.5405 3.29520
82.5406 3.29520
82.5408 3.29519
82.5412 3.29516
82.5420 3.29512
82.5435 3.29502
82.5466 3.29483
82.5527 3.29445
82.5650 3.29371
82.5896 3.29228
82.6387 3.28964
82.7370 3.28534
82.9335 3.28146
83.3266 3.30195
83.7197 3.39260
84.1128 3.64355
84.3093 3.89804
84.5059 4.32687
84.7024 5.08785
84.8989 6.55495
84.9972 7.82548
85.0955 9.78683
85.1938 13.0061
85.2920 18.7570
85.3412 23.4594
85.3903 30.3889
85.4394 41.1545
85.4886 59.0715
85.5131 72.8004
85.5377 91.8773
85.5623 119.360
85.5868 160.715
85.6114 226.449
85.6360 337.923
85.6483 423.590
85.6605 540.911
85.6728 703.284
85.6851 926.406
85.7076 1496.35
85.7300 1889.48
85.7525 1527.76
85.7749 965.693
85.7951 629.207
85.8153 428.243
85.8355 306.263
85.8557 228.796
85.8961 141.312
85.9366 96.3035
85.9770 70.3094
86.0174 53.9825
86.0982 35.3960
86.1790 25.5916
86.2598 19.7741
86.3407 16.0260
86.4215 13.4607
86.5831 10.2536
86.7448 8.38216
86.9064 7.18282
87.0681 6.36029
87.3913 5.31963
87.7146 4.69508
88.3612 3.98051
89.0078 3.57226
89.6543 3.29570
90.9475 2.91718
92.2406 2.65296
93.5338 2.49052
94.1803 2.49822
94.5036 2.56401
94.8269 2.72829
95.1502 3.13363
95.3118 3.55625
95.4735 4.33478
95.6351 5.98018
95.7159 7.57975
95.7968 10.4006
95.8776 16.0708
95.9180 21.3318
95.9584 30.1685
95.9988 46.6653
96.0190 60.8268
96.0392 82.7175
96.0594 118.927
96.0796 184.099
96.0897 237.324
96.0998 314.368
96.1099 428.331
96.1200 596.581
96.1350 954.335
96.1500 1193.40
96.1650 955.972
96.1800 598.956
96.1949 370.386
96.2098 242.083
96.2247 167.941
96.2397 122.540
96.2546 93.1182
96.2695 73.1383
96.2994 48.6630
96.3292 34.8900
96.3590 26.4165
96.4187 16.9878
96.4784 12.1466
96.5381 9.34007
96.6575 6.38571
96.7769 4.94878
96.8962 4.14944
97.1350 3.35750
97.6125 2.89756
98.0899 2.97681
98.5674 3.41587
99.0449 4.33444
99.5224 6.10866
99.7612 7.56781
99.9999 9.67440
100.000 9.67523
100.000 9.67630
100.000 9.67949
100.001 9.68162
100.001 9.68694
100.002 9.69760
100.004 9.71791
100.008 9.75979
100.016 9.84438
100.031 10.0158
100.062 10.3734
100.125 11.1480
100.249 12.9754
100.498 18.1934
100.746 26.9739
100.995 43.0737
101.120 56.5256
101.244 76.7128
101.368 108.764
101.493 163.599
101.617 268.152
101.679 359.295
101.741 501.724
101.804 740.841
101.866 1178.89
101.897 1541.64
101.928 2073.99
101.959 2873.58
101.990 4070.09
102.035 6600.07
102.080 8356.65
102.125 6759.52
102.170 4270.99
102.213 2702.11
102.257 1800.58
102.300 1267.67
102.343 936.925
102.430 570.548
102.517 385.842
102.604 280.909
102.690 216.261
102.864 146.550
103.037 118.657
103.124 117.029
103.210 127.044
103.297 159.551
103.340 193.497
103.384 252.013
103.427 360.858
103.449 451.897
103.470 587.090
103.492 799.512
103.514 1149.05
103.535 1764.33
103.557 2867.78
103.579 4592.34
103.600 5777.21
103.622 4697.20
103.643 2998.27
103.660 2066.56
103.677 1472.10
103.694 1091.07
103.711 838.767
103.746 541.878
103.780 382.785
103.814 288.279
103.848 227.613
103.917 156.776
103.985 118.183
104.053 94.5495
104.190 67.7081
104.327 53.1173
104.464 43.9983
104.737 33.1917
105.011 26.9464
105.285 22.8423
105.832 17.7382
106.379 14.6745
106.926 12.6296
108.021 10.0748
109.115 8.54573
110.209 7.52858
112.398 6.25544
114.587 5.48233
116.776 4.95461
121.153 4.25965
121.153 4.25965
121.154 4.25955
121.155 4.25945
121.156 4.25925
121.159 4.25886
121.166 4.25808
121.178 4.25652
121.203 4.25340
121.253 4.24718
121.353 4.23483
121.554 4.21047
121.954 4.16301
122.755 4.07275
124.357 3.90819
127.560 3.62671
133.967 3.17078
137.170 2.96257
138.772 2.85646
140.373 2.74632
141.975 2.63269
142.776 2.57852
143.577 2.53598
144.378 2.53383
144.778 2.57464
145.178 2.68426
145.579 2.95018
145.979 3.62788
146.179 4.35261
146.380 5.69762
146.580 8.49603
146.680 11.1214
146.780 15.5183
146.780 15.5298
146.781 15.5586
146.781 15.5876
146.782 15.6400
146.784 15.7455
146.788 15.9661
146.795 16.4162
146.809 17.3796
146.839 19.5978
146.897 25.6275
146.956 35.0505
147.014 50.8464
147.043 63.0426
147.073 80.0124
147.102 104.684
147.131 141.955
147.160 201.919
147.190 304.473
147.219 494.184
147.233 648.260
147.248 862.583
147.274 1401.59
147.300 1778.31
147.326 1438.48
147.352 908.591
147.369 669.414
147.385 502.794
147.418 305.675
147.451 203.169
147.484 144.637
147.517 108.457
147.550 84.6407
147.616 56.3262
147.682 40.7340
147.748 31.2524
147.880 20.7244
148.012 15.2798
148.144 12.0821
148.276 10.0303
148.407 8.62812
148.671 6.87646
148.935 5.86062
149.199 5.22445
149.463 4.81659
149.990 4.47863
150.254 4.57581
150.518 5.00931
150.650 5.46947
150.782 6.24060
150.914 7.58421
151.046 10.1032
151.178 15.4381
151.244 20.5623
151.310 29.3646
151.376 46.2464
151.409 61.0298
151.442 84.1851
151.475 123.311
151.491 153.507
151.508 195.535
151.524 255.786
151.541 344.815
151.557 479.643
151.573 682.489
151.597 1102.95
151.620 1394.28
151.643 1129.72
151.667 715.961
151.685 496.678
151.702 355.745
151.720 264.230
151.738 203.011
151.774 130.256
151.809 90.9484
151.845 67.5243
151.880 52.4919
151.952 35.0264
152.023 25.6259
152.094 19.9870
152.165 16.3219
152.236 13.7969
152.379 10.6167
152.521 8.74951
152.664 7.54637
152.806 6.71923
153.091 5.67017
153.376 5.04136
153.661 4.62543
153.946 4.33042
154.516 3.93806
155.085 3.68627
156.225 3.37339
157.364 3.17810
158.504 3.03824
160.783 2.83870
163.062 2.69083
165.341 2.56747
166.480 2.51288
167.050 2.48935
167.620 2.47285
168.190 2.47707
168.474 2.50089
168.759 2.56370
168.902 2.62612
169.044 2.72988
169.187 2.91182
169.329 3.25745
169.400 3.55369
169.472 4.00582
169.543 4.73829
169.614 6.02395
169.685 8.55689
169.721 10.8379
169.756 14.5276
169.792 21.0031
169.828 33.7081
169.845 44.9901
169.863 62.7133
169.881 91.7481
169.890 112.896
169.899 139.988
169.909 179.884
169.919 225.392
169.940 284.197
169.961 230.441
169.981 146.848
169.997 103.459
170.012 75.2193
170.027 56.5648
170.043 44.0660
170.073 29.0300
170.104 20.8622
170.135 15.9505
170.165 12.7967
170.227 9.11200
170.288 7.12463
170.349 5.92832
170.411 5.15001
170.472 4.61352
170.594 3.93798
170.717 3.54097
170.840 3.28531
170.962 3.10934
171.207 2.88585
171.453 2.75114
171.943 2.59629
172.433 2.50731
172.924 2.44670
173.905 2.36260
175.866 2.24687
177.828 2.15081
177.828 2.15083
177.829 2.15079
177.830 2.15076
177.831 2.15069
177.834 2.15056
177.840 2.15029
177.851 2.14975
177.873 2.14867
177.919 2.14652
178.009 2.14222
178.190 2.13361
178.552 2.11638
179.276 2.08168
180.723 2.00999
182.170 1.93290
183.617 1.84816
185.065 1.75888
185.788 1.72162
186.512 1.71252
186.874 1.73717
187.236 1.80787
187.598 1.97612
187.959 2.37306
188.140 2.75876
188.321 3.39976
188.502 4.53100
188.683 6.71089
188.774 8.60238
188.864 11.5235
188.954 16.3302
189.045 24.9152
189.090 31.9502
189.135 42.2912
189.181 58.3240
189.226 84.9224
189.271 133.465
189.294 173.795
189.316 234.083
189.339 328.922
189.361 487.432
189.384 770.027
189.407 1292.19
189.428 2094.56
189.450 2652.51
189.472 2148.59
189.493 1359.76
189.514 867.223
189.535 581.910
189.555 412.024
189.576 305.560
189.617 186.685
189.658 126.384
189.699 91.6930
189.740 70.0361
189.822 45.4066
189.904 32.4296
189.986 24.7250
190.068 19.7558
190.150 16.3539
190.314 12.0877
190.479 9.59395
190.643 7.99525
190.807 6.90079
191.135 5.52240
191.464 4.70664
191.792 4.17502
192.120 3.80419
192.777 3.32424
193.433 3.02828
194.090 2.82708
194.747 2.68055
196.060 2.47843
197.373 2.34187
200.000 2.15875
203.861 1.98081
207.722 1.84526
215.443 1.61574
215.443 1.61578
215.444 1.61577
215.444 1.61575
215.445 1.61572
215.447 1.61567
215.451 1.61555
215.459 1.61532
215.475 1.61486
215.508 1.61394
215.572 1.61210
215.701 1.60843
215.959 1.60108
216.475 1.58638
217.507 1.55696
219.572 1.49768
223.700 1.37531
225.764 1.31188
226.796 1.28058
227.828 1.25198
228.861 1.23371
229.377 1.23642
229.893 1.26132
230.151 1.29179
230.409 1.34677
230.667 1.44876
230.925 1.65156
231.054 1.83051
231.183 2.11005
231.312 2.57521
231.441 3.42075
231.505 4.12336
231.570 5.17499
231.634 6.84230
231.699 9.69929
231.763 15.1650
231.796 19.9681
231.828 27.5236
231.860 40.3907
231.892 64.3634
231.909 84.7763
231.925 115.192
231.941 162.062
231.957 234.536
231.978 377.419
232.000 475.041
232.022 383.101
232.043 241.640
232.069 137.783
232.095 85.3035
232.121 57.2816
232.146 41.0195
232.172 30.8673
232.198 24.1437
232.250 16.1047
232.301 11.6763
232.353 8.98144
232.456 6.00441
232.559 4.47426
232.662 3.58212
232.765 3.01308
232.869 2.62685
233.075 2.14643
233.281 1.86699
233.488 1.68741
233.694 1.56335
234.107 1.40358
234.519 1.30420
235.344 1.18221
236.170 1.10383
236.995 1.04440
238.645 0.955448
240.296 0.913464
241.121 0.937733
241.946 1.04876
242.359 1.17675
242.772 1.40561
243.184 1.83177
243.597 2.68978
243.803 3.45636
244.010 4.66799
244.216 6.71251
244.422 10.4946
244.525 13.6884
244.629 18.5306
244.732 26.3511
244.835 40.0575
244.886 51.1148
244.938 67.2289
244.990 91.9273
245.041 132.262
245.093 204.556
245.119 263.817
245.144 351.216
245.170 486.368
245.196 707.189
245.222 1088.93
245.247 1763.45
245.274 2842.15
245.300 3578.92
245.326 2884.94
245.353 1817.08
245.379 1134.73
245.404 748.225
245.430 522.443
245.456 382.985
245.482 291.726
245.508 229.607
245.559 152.930
245.611 109.321
245.663 82.3185
245.766 51.9243
245.869 36.0999
245.972 26.7998
246.076 20.8564
246.179 16.8208
246.386 11.8176
246.592 8.93669
246.799 7.11779
247.005 5.89454
247.418 4.42154
247.625 3.99320
247.832 3.74220
248.038 3.74631
248.141 3.93475
248.245 4.39793
248.348 5.49087
248.400 6.57166
248.451 8.43167
248.503 11.9592
248.529 14.9864
248.555 19.6446
248.580 27.2560
248.606 40.6638
248.632 66.4427
248.645 88.1404
248.658 119.168
248.679 191.417
248.700 241.414
248.721 195.712
248.742 124.510
248.763 79.4857
248.783 53.5827
248.803 38.3213
248.824 28.8301
248.865 18.3232
248.905 13.0052
248.946 9.95716
248.987 8.04684
249.069 5.86455
249.150 4.69754
249.232 3.98930
249.395 3.18611
249.558 2.74390
249.721 2.46011
250.048 2.10501
250.700 1.71613
251.353 1.48242
252.659 1.18765
253.964 1.01684
255.269 0.997313
255.922 1.12158
256.575 1.48687
256.901 1.86493
257.228 2.50953
257.554 3.66749
257.717 4.59717
257.880 5.92812
258.043 7.90610
258.207 10.9854
258.370 16.0891
258.533 25.3107
258.615 32.9357
258.696 44.2844
258.778 62.1322
258.859 92.3423
258.941 149.003
258.982 197.644
259.023 272.670
259.063 395.922
259.104 615.115
259.145 1043.18
259.165 1409.02
259.186 1935.46
259.218 3127.80
259.250 3949.38
259.282 3193.34
259.314 2017.62
259.341 1358.58
259.368 947.548
259.394 688.984
259.421 520.245
259.474 324.701
259.527 221.759
259.580 161.254
259.634 122.869
259.740 78.8052
259.846 55.3532
259.953 41.3869
260.059 32.3585
260.165 26.1783
260.378 18.4480
260.591 13.9464
260.803 11.0732
261.016 9.11468
261.016 9.11305
261.017 9.10920
261.017 9.10612
261.018 9.09920
261.020 9.08615
261.023 9.06016
261.030 9.00783
261.044 8.90483
261.071 8.70592
261.126 8.33184
261.236 7.66648
261.456 6.59823
261.897 5.14103
262.337 4.20385
262.777 3.55465
263.658 2.71469
264.538 2.18922
266.299 1.54161
268.060 1.13157
269.821 0.874406
270.701 0.849696
271.141 0.896930
271.582 1.01826
272.022 1.26761
272.462 1.75182
272.682 2.14559
272.902 2.70248
273.122 3.50396
273.342 4.68598
273.563 6.48866
273.783 9.35985
274.003 14.2199
274.223 23.1798
274.333 30.6841
274.443 41.9391
274.553 59.8035
274.663 90.2586
274.773 147.889
274.828 197.596
274.883 274.559
274.938 401.782
274.993 628.685
275.048 1073.95
275.076 1456.04
275.103 2011.11
275.147 3270.39
275.190 4149.98
275.233 3369.20
275.277 2138.72
275.307 1525.83
275.338 1116.52
275.369 841.642
275.399 653.881
275.461 424.586
275.522 297.715
275.583 220.666
275.644 170.688
275.767 111.843
275.889 79.8148
276.012 60.4095
276.134 47.7224
276.257 38.9437
276.502 27.8439
276.747 21.3033
276.992 17.0884
277.237 14.1920
277.727 10.5362
278.217 8.36843
278.707 6.95461
279.197 5.96856
280.177 4.69274
281.157 3.90637
283.118 2.98305
285.078 2.44609
287.038 2.08213
290.958 1.58952
294.879 1.24496
296.839 1.11047
298.799 1.01171
300.759 0.987420
301.739 1.03771
302.720 1.18211
303.700 1.54426
304.190 1.91769
304.680 2.60052
305.170 4.05293
305.415 5.49194
305.660 8.09852
305.782 10.2755
305.905 13.5622
306.027 18.8433
306.150 28.0710
306.211 35.4879
306.272 46.2345
306.334 62.6321
306.395 89.1743
306.456 136.007
306.487 173.680
306.517 228.245
306.548 310.892
306.579 441.029
306.609 655.584
306.640 1014.84
306.675 1645.67
306.710 2086.64
306.745 1695.12
306.780 1076.83
306.816 669.820
306.851 441.699
306.887 309.659
306.922 228.584
306.958 175.767
306.993 139.849
307.064 95.5881
307.136 70.4603
307.207 54.9169
307.349 37.5250
307.491 28.6178
307.633 23.5778
307.917 18.7724
308.201 17.2966
308.485 17.6177
309.053 22.5372
309.337 27.7117
309.621 35.9002
309.906 49.2287
310.190 72.2914
310.474 116.299
310.616 154.552
310.758 214.103
310.900 313.227
311.042 492.389
311.113 639.043
311.184 851.322
311.255 1165.22
311.326 1628.52
311.433 2636.55
311.540 3335.30
311.647 2701.68
311.754 1710.50
311.824 1249.61
311.894 931.824
312.034 560.096
312.174 369.099
312.313 260.904
312.453 194.389
312.593 150.772
312.873 99.0427
313.152 70.6882
313.432 53.4534
313.991 34.3366
314.550 24.4269
315.110 18.5642
315.669 14.7592
316.228 12.1091
316.228 12.1084
316.229 12.1056
316.229 12.1032
316.231 12.0984
316.233 12.0887
316.238 12.0691
316.248 12.0300
316.267 11.9525
316.306 11.8002
316.385 11.5044
316.541 10.9471
316.854 9.95178
317.168 9.08968
317.481 8.34937
317.794 7.77579
317.950 7.62078
318.107 7.68876
318.264 8.34443
318.342 9.22955
318.420 11.0149
318.498 14.9161
318.538 18.6397
318.577 24.8522
318.616 36.1034
318.635 45.3000
318.655 58.6430
318.675 78.9622
318.694 110.897
318.704 133.914
318.714 163.662
318.723 202.192
318.733 251.114
318.745 326.815
318.757 415.051
318.780 537.980
318.792 516.380
318.804 448.310
318.827 293.533
318.850 189.651
318.874 130.055
318.897 94.7142
318.921 72.7323
318.944 58.1551
318.968 48.1038
319.015 35.4330
319.061 28.0405
319.108 23.3240
319.202 17.8033
319.296 14.7556
319.390 12.8539
319.577 10.6270
319.765 9.35838
319.953 8.52540
320.328 7.46266
320.703 6.77874
321.078 6.27872
321.828 5.56007
323.329 4.64016
324.830 4.03666
327.831 3.25152
330.833 2.73681
333.834 2.34912
335.335 2.18073
336.836 2.02332
338.337 1.88244
339.087 1.83092
339.837 1.82123
340.213 1.85434
340.588 1.94350
340.963 2.14703
341.338 2.61041
341.526 3.05046
341.713 3.77085
341.901 5.02273
342.088 7.39687
342.182 9.43091
342.276 12.5461
342.370 17.6114
342.464 26.5498
342.511 33.7728
342.557 44.3023
342.604 60.4206
342.651 86.7114
342.698 133.407
342.722 171.432
342.745 226.725
342.769 311.423
342.792 446.518
342.815 673.411
342.839 1062.07
342.864 1721.65
342.890 2177.27
342.916 1762.20
342.941 1116.19
342.958 824.020
342.974 619.703
343.006 377.034
343.039 250.393
343.071 177.935
343.103 133.095
343.136 103.560
343.201 68.3897
343.265 49.0553
343.330 37.2833
343.460 24.2317
343.589 17.4910
343.719 13.5306
343.849 10.9901
343.978 9.25415
344.237 7.07794
344.496 5.80068
344.756 4.97602
