Hg-202(n,tot) ENDF/B-VII.1
1694.57 16.8752
1695.95 22.8061
1697.34 31.1991
1698.72 43.3416
1700.10 61.4107
1701.48 89.2222
1702.86 133.929
1704.24 209.357
1705.62 343.146
1707.00 586.232
1708.50 1027.17
1710.00 1400.37
1711.50 1217.79
1713.00 825.172
1714.12 606.011
1715.24 457.026
1716.36 356.167
1717.49 286.236
1719.73 199.404
1721.97 149.893
1724.21 118.953
1726.45 98.2458
1730.94 72.8477
1735.42 58.2188
1739.91 48.8818
1744.39 42.4750
1748.88 37.8396
1757.84 31.6303
1766.81 27.6955
1775.78 24.9956
1784.75 23.0353
1802.69 20.3882
1820.63 18.6889
1838.56 17.5075
1856.50 16.6390
1892.38 15.4464
1928.25 14.6642
1964.13 14.1095
2000.00 13.6937
2065.49 13.1489
2130.99 12.7669
2196.48 12.4795
2261.97 12.2515
2392.95 11.9012
2523.94 11.6298
2785.91 11.1818
3047.88 10.7385
3178.86 10.4806
3309.84 10.1707
3440.83 9.77291
3571.81 9.22073
3637.31 8.84795
3702.80 8.37220
3768.29 7.74046
3833.78 6.85797
3866.53 6.27118
3899.27 5.54156
3932.02 4.61586
3964.77 3.42355
3981.14 2.70686
3997.51 1.91432
4013.89 1.09446
4022.07 0.720724
4030.26 0.431740
4032.31 0.382675
4034.35 0.346822
4036.40 0.326793
4038.45 0.325691
4040.49 0.347216
4042.54 0.395775
4044.59 0.476733
4046.63 0.596415
4048.68 0.762695
4050.73 0.984960
4052.77 1.27474
4054.82 1.64598
4058.91 2.70764
4063.00 4.36835
4067.10 6.94487
4071.19 10.9560
4075.28 17.2909
4079.38 27.5340
4083.47 44.6525
4087.56 74.4348
4091.66 128.519
4095.75 228.795
4100.38 426.152
4105.00 613.269
4109.63 559.690
4114.25 396.112
4117.39 307.408
4120.52 243.118
4123.66 197.203
4126.79 163.953
4133.06 120.645
4139.33 94.6796
4145.60 77.8464
4151.87 66.2490
4164.41 51.5695
4176.95 42.8249
4189.49 37.0973
4202.02 33.0863
4214.56 30.1352
4239.64 26.1052
4264.72 23.4961
4289.80 21.6759
4314.88 20.3365
4365.03 18.5010
4415.19 17.3038
4465.34 16.4617
4515.50 15.8370
4515.50 21.2287
5886.62 19.9006
7257.75 18.9109
8628.87 18.1302
10000.0 17.4904
12812.5 16.7630
15625.0 16.2023
21250.0 15.3704
26875.0 14.7640
32500.0 14.2908
43750.0 13.5810
55000.0 13.0585
77500.0 12.3130
100000 11.7867
180000 9.86705
200000 9.55759
260000 8.82855
420000 7.63661
441790 7.46789
441795 7.46784
451682 7.39539
461570 7.32529
465000 7.30150
481346 7.19092
510000 7.01011
520897 6.94496
555000 6.75359
560448 6.72452
600000 6.52540
673700 6.21639
700000 6.12284
800000 5.79435
964490 5.49017
964493 5.49017
964493 5.49017
1.00000E+06 5.43324
1.06250E+06 5.40701
1.09405E+06 5.39445
1.12500E+06 5.38244
1.12529E+06 5.38232
1.12529E+06 5.38232
1.12530E+06 5.38233
1.15647E+06 5.37062
1.18765E+06 5.35928
1.18810E+06 5.35911
1.18811E+06 5.35910
1.21905E+06 5.34813
1.25000E+06 5.33746
1.31815E+06 5.38377
1.31815E+06 5.38377
1.31820E+06 5.38380
1.35463E+06 5.40699
1.35463E+06 5.40699
1.36365E+06 5.41258
1.37500E+06 5.41949
1.39674E+06 5.43399
1.39674E+06 5.43399
1.40910E+06 5.44224
1.46428E+06 5.47608
1.50000E+06 5.49547
1.51634E+06 5.51868
1.53161E+06 5.54075
1.53161E+06 5.54075
1.56990E+06 5.59610
1.56990E+06 5.59610
1.57251E+06 5.59991
1.57252E+06 5.59992
1.58347E+06 5.61593
1.65140E+06 5.70405
1.65141E+06 5.70405
1.65141E+06 5.70405
1.68658E+06 5.75024
1.68658E+06 5.75024
1.69498E+06 5.76136
1.73341E+06 5.81144
1.73342E+06 5.81144
1.73855E+06 5.81810
1.75000E+06 5.83288
1.75462E+06 5.83882
1.79743E+06 5.89348
1.79743E+06 5.89349
1.80296E+06 5.90049
1.80326E+06 5.90087
1.80326E+06 5.90087
1.82570E+06 5.92973
2.00000E+06 6.14186
2.25000E+06 6.47102
2.50000E+06 6.78040
2.72708E+06 6.98011
3.00000E+06 7.20597
3.16888E+06 7.25248
3.50000E+06 7.33202
4.00000E+06 7.44299
4.50000E+06 7.28017
5.00000E+06 7.13753
5.50000E+06 6.81324
6.00000E+06 6.53006
6.28183E+06 6.33658
6.38333E+06 6.27011
7.00000E+06 5.90260
7.03812E+06 5.88172
7.41627E+06 5.68344
7.79442E+06 5.50123
7.79442E+06 5.50123
7.79603E+06 5.50044
8.00000E+06 5.40818
8.51755E+06 5.29302
8.61905E+06 5.26562
8.88816E+06 5.19918
9.25878E+06 5.12155
9.62939E+06 5.05868
1.00000E+07 5.00930
1.02500E+07 5.00501
1.05000E+07 5.00245
1.10000E+07 5.00216
1.15000E+07 5.00786
1.20000E+07 5.01903
1.25000E+07 5.08152
1.30000E+07 5.14410
1.35000E+07 5.20675
1.40000E+07 5.26945
1.40502E+07 5.27742
1.40502E+07 5.27743
1.44200E+07 5.33402
1.45377E+07 5.35202
1.50251E+07 5.42651
1.55126E+07 5.50090
1.60000E+07 5.57517
1.70000E+07 5.65456
1.80000E+07 5.73175
2.00000E+07 5.74687
2.00000E+07 5.72010
2.03785E+07 5.71831
2.08891E+07 5.71073
2.10000E+07 5.70831
2.12939E+07 5.70058
2.20000E+07 5.67430
2.21220E+07 5.66871
2.30000E+07 5.62126
2.40000E+07 5.55210
2.50000E+07 5.47169
2.59201E+07 5.38821
2.60000E+07 5.38040
2.64752E+07 5.33382
2.70000E+07 5.28211
2.74297E+07 5.23897
2.74340E+07 5.23853
2.80000E+07 5.17980
2.88197E+07 5.09439
2.90000E+07 5.07606
3.00000E+07 4.97770
3.10000E+07 4.88493
3.20000E+07 4.79707
3.30000E+07 4.71369
3.37514E+07 4.65374
3.40000E+07 4.63438
3.42864E+07 4.61237
3.50000E+07 4.55880
3.55447E+07 4.52061
3.58429E+07 4.50132
3.60000E+07 4.49158
3.70000E+07 4.43580
3.73465E+07 4.41870
3.80000E+07 4.38913
3.90000E+07 4.34967
3.97034E+07 4.32535
4.00000E+07 4.31580
4.05166E+07 4.30079
4.10000E+07 4.28896
4.20000E+07 4.27076
4.21296E+07 4.26898
4.22212E+07 4.26779
4.30000E+07 4.26015
4.40000E+07 4.25626
4.41658E+07 4.25620
4.50000E+07 4.25830
4.60000E+07 4.26380
4.70000E+07 4.27142
4.80000E+07 4.28217
4.86334E+07 4.29099
4.90000E+07 4.29690
5.00000E+07 4.31640
5.06334E+07 4.33040
5.08463E+07 4.33511
5.10000E+07 4.33850
5.20000E+07 4.36065
5.30000E+07 4.38298
5.30634E+07 4.38440
5.40000E+07 4.40559
5.49843E+07 4.42824
5.50000E+07 4.42860
5.60000E+07 4.45196
5.70000E+07 4.47538
5.73197E+07 4.48283
5.73803E+07 4.48424
5.80000E+07 4.49857
5.90000E+07 4.52129
5.99841E+07 4.54296
6.00000E+07 4.54330
6.10000E+07 4.56422
6.20000E+07 4.58392
6.30000E+07 4.60255
6.40000E+07 4.62027
6.50000E+07 4.63720
6.60000E+07 4.65265
6.63624E+07 4.65773
6.70000E+07 4.66608
6.80000E+07 4.67779
6.90000E+07 4.68811
6.94113E+07 4.69201
7.00000E+07 4.69730
7.10000E+07 4.70521
7.20000E+07 4.71157
7.30000E+07 4.71648
7.33857E+07 4.71801
7.40000E+07 4.72003
7.50000E+07 4.72230
7.60000E+07 4.72334
7.66125E+07 4.72338
7.70000E+07 4.72317
7.80000E+07 4.72180
7.90000E+07 4.71927
8.00000E+07 4.71560
8.10000E+07 4.71093
8.20000E+07 4.70534
8.30000E+07 4.69881
8.40000E+07 4.69134
8.50000E+07 4.68290
8.60000E+07 4.67364
8.70000E+07 4.66369
8.80000E+07 4.65303
8.90000E+07 4.64164
9.00000E+07 4.62950
9.10000E+07 4.61671
9.20000E+07 4.60340
9.30000E+07 4.58962
9.40000E+07 4.57541
9.50000E+07 4.56080
9.60000E+07 4.54578
9.70000E+07 4.53031
9.80000E+07 4.51440
9.90000E+07 4.49806
1.00000E+08 4.48130
1.02000E+08 4.44702
1.04000E+08 4.41204
1.06000E+08 4.37637
1.08000E+08 4.34001
1.10000E+08 4.30300
1.12000E+08 4.26562
1.14000E+08 4.22811
1.16000E+08 4.19047
1.18000E+08 4.15267
1.20000E+08 4.11470
1.22000E+08 4.07700
1.24000E+08 4.03985
1.26000E+08 4.00305
1.28000E+08 3.96642
1.30000E+08 3.92980
1.32000E+08 3.89349
1.34000E+08 3.85784
1.36000E+08 3.82279
1.38000E+08 3.78830
1.40000E+08 3.75430
1.42000E+08 3.72090
1.44000E+08 3.68816
1.46000E+08 3.65602
1.48000E+08 3.62441
1.50000E+08 3.59330
