Sn-116(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 10.7194
1.25000E-05 10.0418
1.50000E-05 9.54162
2.00000E-05 8.83951
2.75000E-05 8.17145
3.50000E-05 7.73179
4.25000E-05 7.41439
5.00000E-05 7.17140
6.25000E-05 6.86837
7.50000E-05 6.64467
0.000100000 6.33068
0.000125000 6.11640
0.000150000 5.95823
0.000200000 5.73620
0.000275000 5.52494
0.000350000 5.38591
0.000425000 5.28554
0.000500000 5.20870
0.000625000 5.11287
0.000750000 5.04214
0.00100000 4.94284
0.00125000 4.87508
0.00150000 4.82507
0.00200000 4.75486
0.00275000 4.68805
0.00350000 4.64409
0.00425000 4.61235
0.00500000 4.58805
0.00625000 4.55775
0.00750000 4.53538
0.0100000 4.50398
0.0125000 4.48255
0.0150000 4.46673
0.0200000 4.44452
0.0253000 4.42861
0.0314750 4.41540
0.0376500 4.40559
0.0500000 4.39175
0.0625000 4.38215
0.0750000 4.37506
0.100000 4.36510
0.125000 4.35829
0.150000 4.35325
0.200000 4.34616
0.275000 4.33936
0.350000 4.33485
0.500000 4.32900
0.750000 4.32331
1.00000 4.31974
1.50000 4.31514
2.00000 4.31202
2.75000 4.30853
3.50000 4.30574
5.00000 4.30108
7.50000 4.29439
10.0000 4.28813
15.0000 4.27559
20.0000 4.26235
27.5000 4.24021
35.0000 4.21434
50.0000 4.14552
62.5000 4.05857
68.7500 3.99742
75.0000 3.91692
81.2500 3.80602
87.5000 3.64351
90.6250 3.53028
93.7500 3.38322
96.8750 3.18538
100.000 2.90841
101.392 2.74854
102.785 2.56067
104.177 2.34581
105.570 2.12788
106.266 2.04804
106.962 2.03875
107.658 2.20984
108.006 2.44156
108.354 2.86164
108.441 3.01060
108.528 3.18253
108.615 3.38134
108.702 3.61147
108.790 3.87860
108.877 4.18859
108.964 4.54956
109.051 4.97107
109.138 5.46552
109.225 6.04642
109.312 6.73256
109.399 7.54702
109.573 9.68860
109.747 12.8261
109.921 17.5937
110.095 25.1743
110.269 38.0215
110.356 47.9396
110.443 61.7671
110.530 81.7530
110.617 111.863
110.704 159.922
110.791 242.718
110.835 308.152
110.878 401.616
110.922 540.980
110.965 760.390
111.009 1130.86
111.052 1815.97
111.074 2389.89
111.096 3234.82
111.117 4521.44
111.139 6462.68
111.170 10430.1
111.200 13171.1
111.231 10646.8
111.262 6713.34
111.298 3908.28
111.333 2457.67
111.369 1664.64
111.404 1198.70
111.440 903.558
111.475 706.823
111.546 468.716
111.618 335.970
111.689 254.398
111.831 163.242
111.973 115.767
112.115 87.7681
112.257 69.7466
112.399 57.4160
112.684 41.9578
112.968 32.8982
113.252 27.0699
113.537 23.0631
114.105 17.9952
114.674 14.9778
115.242 13.0038
115.811 11.6243
116.948 9.84034
118.085 8.74815
119.223 8.01608
120.360 7.49356
122.634 6.80053
124.909 6.36374
127.183 6.06431
129.458 5.84684
134.006 5.55393
136.281 5.45218
138.555 5.37166
140.830 5.31192
141.967 5.29258
143.104 5.28613
143.673 5.29171
144.241 5.30822
144.810 5.34462
145.379 5.42210
145.663 5.49177
145.947 5.60136
146.232 5.78451
146.516 6.11964
146.658 6.40082
146.800 6.82635
146.942 7.51448
147.084 8.73063
147.156 9.72355
147.227 11.1918
147.298 13.4927
147.369 17.3849
147.440 24.7623
147.475 31.2025
147.511 41.2963
147.547 58.4295
147.582 90.3118
147.600 117.360
147.618 157.691
147.635 220.348
147.653 316.982
147.677 505.077
147.700 630.897
147.724 505.152
147.747 317.078
147.773 189.163
147.798 121.391
147.824 83.7765
147.849 61.3884
147.875 47.1346
147.900 37.6359
147.951 26.1743
148.002 19.8119
148.053 15.9446
148.155 11.6819
148.257 9.51123
148.359 8.26115
148.462 7.47488
148.564 6.94923
148.768 6.31031
148.972 5.95143
149.176 5.72922
149.380 5.58165
149.788 5.40268
150.197 5.30103
150.605 5.23659
151.013 5.19228
151.829 5.13486
152.646 5.09824
154.279 5.05095
155.912 5.01851
157.545 4.99280
160.810 4.95162
164.076 4.91821
167.342 4.88974
173.874 4.84292
180.405 4.80554
186.937 4.77481
200.000 4.72697
218.750 4.67823
237.500 4.64329
256.250 4.61665
275.000 4.59538
312.500 4.56278
350.000 4.53802
387.500 4.51768
