Rb-85(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
2240.94 12.4909
2241.00 14.4022
2241.07 12.4416
2241.13 9.55097
2241.17 8.28272
2241.21 7.38860
2241.29 6.31601
2241.37 5.75125
2241.45 5.42990
2241.61 5.09585
2241.77 4.93741
2242.09 4.79645
2242.40 4.73596
2243.04 4.68247
2243.68 4.65653
2246.22 4.60234
2251.31 4.52226
2261.50 4.36327
2266.59 4.28136
2271.68 4.20043
2274.22 4.16398
2276.77 4.14064
2278.04 4.14675
2278.68 4.16330
2279.31 4.20148
2279.95 4.29200
2280.27 4.38344
2280.59 4.54652
2280.91 4.87373
2281.06 5.17418
2281.22 5.67139
2281.38 6.57686
2281.46 7.33917
2281.54 8.47170
2281.62 10.2968
2281.70 13.3640
2281.78 19.0673
2281.86 29.8917
2281.93 45.6009
2282.00 55.9136
2282.07 45.3991
2282.14 29.9333
2282.23 18.6263
2282.31 12.9933
2282.39 9.95219
2282.48 8.21236
2282.56 7.11537
2282.64 6.39949
2282.81 5.54441
2282.98 5.07236
2283.14 4.78664
2283.48 4.47339
2283.81 4.31294
2284.14 4.21986
2284.81 4.12045
2285.48 4.07127
2286.14 4.04505
2287.47 4.03227
2288.81 4.07720
2289.48 4.14210
2290.14 4.27167
2290.81 4.55415
2291.14 4.82751
2291.47 5.30085
2291.81 6.22172
2291.98 7.04169
2292.14 8.34712
2292.31 10.6292
2292.47 15.0320
2292.56 18.9627
2292.64 25.0376
2292.72 34.9174
2292.81 51.1955
2292.90 79.8258
2293.00 98.6604
2293.10 79.5146
2293.19 51.1990
2293.29 32.4691
2293.39 22.2717
2293.49 16.4575
2293.59 12.9302
2293.69 10.6606
2293.79 9.12530
2293.99 7.25298
2294.18 6.20341
2294.38 5.55818
2294.78 4.83901
2295.17 4.46682
2295.57 4.24778
2296.36 4.00893
2297.15 3.88321
2297.95 3.80460
2299.53 3.70597
2301.12 3.63921
2302.70 3.58512
2305.87 3.49137
2312.20 3.31775
2318.54 3.14229
2331.21 2.77236
2343.89 2.40833
2350.22 2.27146
2356.56 2.23274
2362.90 2.42827
2369.23 3.20005
2372.40 4.05617
2375.57 5.53337
2378.74 8.13812
2381.91 12.9382
2383.49 16.8404
2385.08 22.4422
2386.66 30.7249
2388.24 43.4130
2389.83 63.6989
2391.41 97.7859
2393.00 158.052
2394.58 267.344
2396.29 462.967
2398.00 625.345
2399.71 539.816
2401.42 363.640
2403.00 248.005
2404.58 176.867
2406.16 132.602
2407.75 103.810
2410.91 70.2296
2414.07 52.1665
2417.23 41.2708
2420.40 34.1403
2426.72 25.5571
2433.04 20.6766
2439.37 17.5679
2445.69 15.4221
2452.02 13.8486
2464.67 11.6594
2477.32 10.1110
2483.64 9.42173
2486.80 9.06914
2489.97 8.69385
2493.13 8.27916
2494.71 8.05651
2496.29 7.84037
2497.08 7.75270
2497.87 7.70688
2498.66 7.75914
2499.45 8.05154
2500.24 8.99922
2500.64 10.0811
2501.03 12.1042
2501.43 16.1944
2501.63 19.8256
2501.82 25.4512
2502.02 34.6935
2502.22 50.6189
2502.42 80.1405
2502.61 136.323
2502.81 229.230
2503.00 304.902
2503.19 261.954
2503.39 177.419
2503.54 128.498
2503.70 96.3750
2503.85 75.2785
2504.00 60.9979
2504.31 43.7072
2504.62 34.1174
2504.93 28.2056
2505.23 24.3064
2505.85 19.5689
2506.46 16.8668
2507.08 15.1486
2508.31 13.1130
2509.54 11.9527
2510.77 11.2007
2513.23 10.2653
2515.69 9.68303
2518.15 9.26591
2523.07 8.66293
2527.99 8.20172
2532.91 7.79982
2542.75 7.03464
2552.60 6.16902
2557.52 5.63358
2562.44 4.97688
2564.90 4.58652
2567.36 4.14902
2569.82 3.67334
2572.28 3.21942
2574.74 3.05037
2575.97 3.36317
2577.20 4.44702
2577.82 5.59651
2578.43 7.52229
2579.05 10.8074
2579.66 16.6161
2580.28 27.4781
2580.58 36.4602
2580.89 49.4842
2581.20 69.0300
2581.51 99.0307
2581.81 146.543
2582.12 221.588
2582.56 391.315
2583.00 539.326
2583.44 476.235
2583.88 328.035
2584.32 222.092
2584.76 158.322
2585.19 119.232
2585.63 94.1486
2586.07 77.1233
2586.51 65.0932
2587.38 49.5244
2588.25 40.1081
2589.13 33.9216
2590.88 26.4324
2592.63 22.1373
2594.38 19.3879
2596.13 17.4867
2597.88 16.0995
2601.38 14.2125
2604.87 12.9890
2608.37 12.1290
2611.87 11.4889
2618.87 10.5925
2625.87 9.98745
2629.37 9.75189
2632.87 9.55074
2634.62 9.46405
2636.37 9.39442
2637.24 9.37639
2638.11 9.39921
2638.55 9.46124
2638.99 9.64831
2639.21 9.88699
2639.43 10.4370
2639.54 11.0242
2639.65 12.1323
2639.70 13.0959
2639.75 14.5367
2639.81 16.8487
2639.86 20.4443
2639.93 27.2141
2640.00 31.6305
2640.07 27.1074
2640.14 20.4374
2640.19 17.0519
2640.24 14.8292
2640.29 13.3678
2640.34 12.3976
2640.44 11.2072
2640.54 10.5652
2640.73 9.92904
2640.93 9.63905
2641.33 9.38363
2641.73 9.27241
2642.52 9.16806
2643.32 9.11217
2644.90 9.04149
2646.49 8.99684
2648.08 8.98353
2648.88 9.00129
2649.67 9.05680
2650.47 9.20292
2650.86 9.35626
2651.26 9.63504
2651.66 10.2047
2651.86 10.7373
2652.05 11.6271
2652.25 13.2906
2652.35 14.7043
2652.45 16.8756
2652.55 20.4772
2652.65 26.8273
2652.75 39.2537
2652.80 50.0419
2652.85 65.3881
2652.92 99.6103
2653.00 122.010
2653.08 99.0783
2653.15 65.3130
2653.23 43.6303
2653.31 31.4450
2653.38 24.4019
2653.46 20.0887
2653.53 17.2950
2653.61 15.3962
2653.76 13.0700
2653.91 11.7605
2654.07 10.9537
2654.37 10.0552
2654.67 9.58854
2654.98 9.31549
2655.28 9.13966
2655.58 9.01941
2656.19 8.86629
2656.80 8.77343
2658.01 8.66368
2659.23 8.59870
2660.44 8.56169
2661.05 8.56068
2661.65 8.59795
2661.96 8.66228
2662.26 8.83337
2662.41 9.03533
2662.57 9.46648
2662.64 9.88391
2662.72 10.6019
2662.79 11.9357
2662.87 14.4892
2662.93 18.1279
2663.00 20.5685
2663.07 18.1669
2663.13 14.5350
2663.19 12.4722
2663.24 11.2256
2663.30 10.4466
2663.35 9.94054
2663.46 9.35682
2663.57 9.05017
2663.79 8.75591
2664.01 8.62293
2664.45 8.50478
2664.89 8.45057
2665.77 8.39384
2666.65 8.35823
2670.18 8.25789
2673.70 8.17459
2677.22 8.09805
2691.31 7.83094
2719.48 7.40501
2733.57 7.22389
2747.66 7.05668
2754.70 6.97850
2761.74 6.90819
2765.27 6.88213
2767.03 6.87592
2768.79 6.88084
2770.55 6.91339
2771.43 6.95504
2772.31 7.03766
2773.19 7.22025
2773.63 7.40065
2774.07 7.72072
2774.51 8.36524
2774.73 8.96243
2774.95 9.96275
2775.17 11.8211
2775.28 13.4075
2775.39 15.8476
2775.50 19.8513
2775.61 26.9817
2775.72 40.9897
2775.78 53.0537
2775.83 70.6352
2775.92 109.403
2776.00 134.924
2776.09 108.944
2776.17 70.6704
2776.24 49.5624
2776.31 36.5824
2776.37 28.3813
2776.44 23.0133
2776.58 16.7499
2776.72 13.4810
2776.85 11.5576
2776.99 10.3526
2777.26 8.97308
2777.53 8.24831
2777.81 7.82122
2778.08 7.54831
2778.35 7.36363
2778.90 7.13428
2779.44 7.00221
2780.53 6.86012
2781.63 6.78581
2782.72 6.73928
2784.90 6.68025
2789.26 6.60648
2793.63 6.54902
2802.36 6.44498
2811.09 6.34364
2828.55 6.13621
2846.01 5.91362
2863.47 5.66609
2880.93 5.38121
2889.66 5.21992
2898.38 5.04444
2902.75 4.95343
2907.11 4.86944
2909.30 4.84271
2910.39 4.84234
2911.48 4.86380
2912.57 4.93954
2913.12 5.02689
2913.66 5.19279
2913.93 5.33363
2914.21 5.54650
2914.48 5.88673
2914.75 6.47186
2915.03 7.60786
2915.16 8.62270
2915.30 10.2377
2915.44 13.0697
2915.57 18.5417
2915.64 23.3682
2915.71 30.9154
2915.78 43.2233
2915.84 63.5692
2915.92 99.1872
2916.00 122.527
2916.08 98.6857
2916.16 63.5410
2916.23 43.1930
2916.29 31.0235
2916.36 23.5104
2916.43 18.6792
2916.56 13.1692
2916.69 10.3145
2916.83 8.65340
2916.96 7.62031
2917.23 6.44769
2917.50 5.83085
2917.77 5.46818
2918.04 5.23505
2918.30 5.07538
2918.84 4.87382
2919.38 4.75337
2920.45 4.61354
2921.52 4.52938
2922.60 4.46751
2924.74 4.36994
2929.03 4.20314
2933.33 4.03780
2941.91 3.67471
2950.49 3.24980
2959.08 2.75921
2963.37 2.50202
2967.66 2.26610
2971.95 2.12024
2976.25 2.25822
2978.39 2.59257
2980.54 3.32332
2981.61 3.96110
2982.68 4.94462
2983.22 5.68521
2983.76 6.83217
2984.03 7.80071
2984.29 9.54335
2984.43 11.1516
2984.56 14.0002
2984.63 16.3600
2984.70 19.8828
2984.76 25.3429
2984.83 33.8952
2984.92 49.8348
2985.00 60.5349
2985.09 50.2190
2985.17 34.6489
2985.23 27.2852
2985.29 22.4348
2985.40 16.9962
2985.51 14.4125
2985.63 13.1151
2985.86 12.1660
2986.08 12.1459
2986.54 13.1673
2987.00 14.9247
2987.91 20.2724
2988.82 28.9441
2989.73 43.5137
2990.65 69.5875
2991.56 120.255
2992.01 162.971
2992.47 224.096
2993.24 371.953
2994.00 480.380
2994.77 395.878
2995.53 253.435
2996.25 162.997
2996.96 109.039
2997.68 76.1344
2998.40 54.9880
2999.11 40.6235
2999.83 30.4109
3001.26 17.0808
3001.98 12.6631
3002.69 9.43756
3003.41 7.54714
3003.77 7.28035
3004.13 7.66592
3004.48 8.97848
3004.84 11.6512
3005.20 16.4164
3005.56 24.5172
3005.92 38.1286
3006.27 61.1440
3006.63 100.530
3006.99 167.837
3007.50 332.499
3008.00 504.378
3008.25 519.259
3008.51 480.792
3009.01 352.413
3009.35 279.569
3009.69 225.304
3010.37 156.561
3011.04 117.679
3011.72 93.7271
3012.40 77.8187
3013.07 66.6480
3014.43 52.1420
3015.78 43.2427
3017.14 37.3660
3017.82 35.2408
3018.15 34.4029
3018.49 33.7895
3018.83 33.5817
3019.00 33.7837
3019.17 34.4045
3019.34 35.8862
3019.42 37.2593
3019.51 39.3894
3019.59 42.9113
3019.68 48.9105
3019.76 60.0615
3019.85 81.0197
3019.92 111.824
3020.00 132.335
3020.08 111.565
3020.15 80.4596
3020.22 62.0474
3020.29 51.0444
3020.36 44.3393
3020.43 40.0986
3020.57 35.1449
3020.70 32.5133
3020.84 30.8913
3020.98 29.8008
3021.25 28.3735
3021.53 27.4290
3021.80 26.7109
3022.35 25.6024
3022.90 24.7116
3023.45 23.9427
3024.55 22.6329
3026.75 20.5728
3028.95 18.9907
3033.35 16.6922
3037.74 15.0948
3046.54 13.0101
3055.33 11.7012
3064.13 10.7949
3072.92 10.1236
3090.51 9.17392
3108.10 8.50217
3125.69 7.96093
3143.28 7.46544
3152.07 7.21481
3156.47 7.09451
3157.57 7.07287
3158.67 7.07222
3159.22 7.09930
3159.76 7.19696
3160.04 7.33081
3160.31 7.65989
3160.45 8.03062
3160.59 8.78081
3160.66 9.47999
3160.73 10.6085
3160.80 12.5977
3160.86 16.0964
3160.93 21.6228
3161.00 25.2320
3161.07 21.5339
3161.14 16.0887
3161.18 13.4636
3161.23 11.7267
3161.32 9.73411
3161.42 8.72310
3161.51 8.16618
3161.69 7.60411
3161.88 7.34332
3162.25 7.11309
3162.62 7.01312
3163.36 6.91954
3164.10 6.86890
3165.57 6.79931
3167.05 6.74109
3172.97 6.51867
3178.88 6.28541
3184.80 6.05188
3187.76 5.95391
3190.72 5.89949
3193.67 5.95186
3196.63 6.27197
3199.59 7.32980
3201.07 8.54663
3202.55 10.8230
3204.02 15.3974
3204.76 19.4323
3205.50 25.6609
3206.24 35.7416
3206.98 52.8888
3207.72 83.7311
3208.46 140.854
3209.23 240.496
3210.00 323.342
3210.77 280.031
3211.54 190.323
3212.08 143.396
3212.61 110.752
3213.15 88.1628
3213.69 72.2300
3214.76 52.0917
3215.83 40.4453
3216.90 33.0998
3217.98 28.1609
3220.12 22.0766
3222.27 18.5635
3224.41 16.3174
3228.70 13.6554
3232.99 12.1514
3237.28 11.1936
3239.43 10.8390
3241.57 10.5539
3242.64 10.4477
3243.72 10.4046
3244.25 10.4552
3244.52 10.5312
3244.79 10.6841
3245.06 11.0094
3245.19 11.3125
3245.32 11.8123
3245.46 12.7069
3245.59 14.5089
3245.66 16.1539
3245.73 18.8142
3245.79 23.3507
3245.86 31.2725
3245.93 44.0769
3246.00 52.6384
3246.07 44.0791
3246.14 31.2647
3246.18 25.5784
3246.23 21.6960
3246.31 17.0578
3246.40 14.6017
3246.49 13.2118
3246.57 12.3412
3246.66 11.7741
3246.83 11.0954
3247.00 10.7165
3247.18 10.4825
3247.52 10.2141
3247.87 10.0633
3248.21 9.96440
3248.90 9.83341
3250.29 9.66636
3251.67 9.54085
3254.43 9.33403
3257.20 9.15806
3262.72 8.86157
3268.25 8.61433
3279.30 8.20482
3290.36 7.84439
3301.41 7.46625
3306.94 7.24070
3312.47 6.95930
3315.23 6.78286
3317.99 6.56870
3320.76 6.29841
3323.52 5.94210
3324.90 5.71710
3326.28 5.45053
3327.67 5.13538
3329.05 4.77734
3329.74 4.59797
3330.43 4.44935
3331.12 4.39917
3331.81 4.62589
3332.50 5.65710
3332.85 6.93682
3333.19 9.38161
3333.37 11.4043
3333.54 14.3240
3333.71 18.6385
3333.88 25.1541
3334.06 35.4567
3334.23 52.1873
3334.40 80.7108
3334.57 129.443
3334.79 228.954
3335.00 317.398
3335.21 281.854
3335.43 195.540
3335.60 141.931
3335.78 106.666
3335.96 83.5086
3336.13 67.8869
3336.49 48.8064
3336.84 38.0943
3337.19 31.4464
3337.55 27.0033
3338.25 21.5443
3338.96 18.3818
3339.66 16.3472
3340.37 14.9398
3341.08 13.9132
3342.49 12.5218
3343.90 11.6275
3345.31 11.0051
3346.72 10.5468
3349.55 9.91602
3352.37 9.50045
3355.20 9.20373
3358.02 8.97977
3363.67 8.65995
3369.32 8.43829
3380.62 8.14093
3391.92 7.94204
3397.56 7.86390
3403.21 7.79668
3408.86 7.74099
3414.51 7.70573
3417.34 7.70981
3418.75 7.72756
3420.16 7.77056
3421.57 7.87530
3422.28 7.98353
3422.98 8.18083
3423.34 8.34482
3423.69 8.59039
3424.04 8.98055
3424.40 9.65301
3424.75 10.9570
3424.93 12.1254
3425.10 13.9980
3425.28 17.3047
3425.46 23.7985
3425.54 29.7029
3425.63 39.0152
3425.72 54.5655
3425.81 81.0248
3425.90 125.054
3426.00 154.378
3426.10 125.024
3426.19 80.9892
3426.25 61.5026
3426.31 47.9017
3426.43 31.7836
3426.55 23.4063
3426.67 18.6379
3426.79 15.7042
3426.91 13.7837
3427.15 11.5245
3427.39 10.2922
3427.63 9.55434
3428.11 8.74796
3428.59 8.34094
3429.07 8.10661
3430.03 7.85925
3430.98 7.73598
3431.94 7.66410
3433.86 7.58385
3435.78 7.53840
3437.69 7.50715
3441.52 7.46237
3449.19 7.39747
3456.85 7.34391
3464.52 7.29553
3472.19 7.25052
3487.52 7.16776
3502.85 7.09240
3518.18 7.02351
3525.84 6.99227
3533.51 6.96636
3537.34 6.95965
3541.17 6.96981
3543.09 6.99743
3544.05 7.02846
3545.01 7.08748
3545.96 7.21483
3546.44 7.33998
3546.92 7.56216
3547.40 8.01221
3547.64 8.43387
3547.88 9.14451
3548.12 10.4927
3548.24 11.6656
3548.36 13.4863
3548.48 16.5764
3548.60 22.3098
3548.66 27.1309
3548.72 34.3203
3548.78 45.3432
3548.84 61.9384
3548.92 95.0935
3549.00 117.256
3549.08 95.1191
3549.16 61.9708
3549.22 46.2946
3549.27 35.8695
3549.38 23.8907
3549.49 17.8544
3549.60 14.4857
3549.70 12.4404
3549.81 11.1140
3550.03 9.56290
3550.24 8.72859
3550.46 8.23003
3550.89 7.68990
3551.32 7.41855
3551.76 7.26363
3552.62 7.10136
3553.49 7.02162
3554.35 6.97601
3556.08 6.92698
3559.53 6.88526
3562.99 6.86733
3566.45 6.86371
3569.91 6.89040
3571.63 6.94184
3572.50 6.99633
3573.36 7.09727
3574.23 7.31106
3574.66 7.51810
3575.09 7.88129
3575.52 8.60441
3575.74 9.26817
3575.96 10.3700
3576.17 12.3900
3576.28 14.0914
3576.39 16.6727
3576.50 20.8276
3576.60 28.0213
3576.71 41.5575
3576.82 68.4771
3576.91 105.634
3577.00 130.032
3577.09 105.302
3577.18 68.6073
3577.24 52.6184
3577.29 41.5023
3577.40 27.9424
3577.51 20.7613
3577.62 16.6518
3577.73 14.0728
3577.83 12.3749
3578.05 10.3667
3578.27 9.26486
3578.49 8.60299
3578.92 7.87848
3579.36 7.51100
3579.79 7.29956
3580.66 7.07744
3581.53 6.96798
3582.40 6.90534
3584.14 6.83807
3587.61 6.78003
3591.09 6.75081
3598.05 6.71338
3605.00 6.68447
3611.96 6.65955
3618.91 6.64075
3622.39 6.63841
3625.87 6.65540
3627.61 6.68978
3628.47 6.72664
3629.34 6.79528
3630.21 6.94105
3630.65 7.08257
3631.08 7.33034
3631.52 7.82508
3631.73 8.27850
3631.95 9.03122
3632.17 10.4207
3632.28 11.5951
3632.39 13.3627
3632.50 16.2407
3632.60 21.1919
3632.71 30.6423
3632.77 38.4143
3632.82 49.3764
3632.91 74.9734
3633.00 92.0028
3633.09 74.9730
3633.18 49.3764
3633.26 34.0438
3633.34 25.0803
3633.43 19.6126
3633.51 16.2049
3633.67 12.3620
3633.83 10.4071
3634.00 9.28960
3634.16 8.59449
3634.48 7.81502
3634.81 7.40941
3635.13 7.17323
3635.79 6.92168
3636.44 6.79708
3637.09 6.72605
3638.39 6.65089
3641.00 6.58938
3643.60 6.56129
3648.81 6.52916
3654.02 6.50616
3664.44 6.47067
3667.05 6.46665
3669.65 6.47325
3670.95 6.49080
3672.26 6.54754
3672.91 6.62701
3673.56 6.84015
3673.88 7.11079
3674.05 7.35890
3674.21 7.76669
3674.37 8.51487
3674.45 9.14697
3674.53 10.0901
3674.62 11.6179
3674.70 14.2064
3674.78 18.9904
3674.86 28.2716
3674.93 41.4452
3675.00 50.0556
3675.07 41.2782
3675.14 28.3095
3675.20 21.1683
3675.25 16.7544
3675.31 13.9457
3675.37 12.0974
3675.48 9.94052
3675.59 8.79845
3675.70 8.12394
3675.82 7.70140
3676.04 7.21811
3676.26 6.96248
3676.49 6.81238
3676.94 6.65085
3677.84 6.52378
3678.73 6.47435
3680.53 6.43333
3682.32 6.41429
3685.91 6.39211
3689.50 6.37598
3696.69 6.35006
3700.28 6.34692
3702.07 6.37801
3702.52 6.41206
3702.97 6.50133
3703.20 6.61085
3703.42 6.86188
3703.53 7.12865
3703.64 7.64253
3703.76 8.78738
3703.81 9.90766
3703.87 11.7307
3703.93 14.9875
3704.00 17.1103
3704.07 14.9393
3704.13 11.7348
3704.19 9.78714
3704.25 8.65530
3704.38 7.53348
3704.50 7.04845
3704.62 6.80181
3704.86 6.57302
3705.10 6.47446
3705.58 6.39264
3706.07 6.36024
3708.00 6.32649
3709.93 6.34581
3710.42 6.37519
3710.90 6.45512
3711.14 6.55505
3711.38 6.78807
3711.50 7.04139
3711.63 7.54103
3711.75 8.69912
3711.81 9.86874
3711.87 11.8406
3711.93 15.1971
3712.00 17.4500
3712.07 15.2153
3712.13 11.8629
3712.20 9.64849
3712.27 8.45368
3712.41 7.36149
3712.55 6.91491
3712.69 6.69718
3712.97 6.49925
3713.24 6.41519
3713.80 6.34588
3714.35 6.31774
3716.56 6.28168
3720.99 6.25679
3729.85 6.22033
3747.56 6.14992
3782.99 6.00146
3800.70 5.92123
3818.41 5.83594
3836.12 5.74767
3840.55 5.72835
3844.98 5.71832
3847.19 5.72662
3849.41 5.77279
3850.51 5.84648
3851.07 5.92156
3851.62 6.05718
3852.18 6.33738
3852.45 6.60297
3852.73 7.05614
3853.01 7.92962
3853.14 8.70555
3853.28 9.93440
3853.42 12.0744
3853.56 16.1673
3853.63 19.7386
3853.70 25.2621
3853.77 34.1398
3853.84 48.5598
3853.92 74.4866
3854.00 91.5128
3854.08 74.2308
3854.17 48.6561
3854.24 32.6573
3854.32 23.5569
3854.40 18.1207
3854.48 14.7868
3854.64 11.0813
3854.79 9.22167
3854.95 8.16729
3855.11 7.51484
3855.42 6.78482
3855.74 6.40759
3856.05 6.18749
3856.68 5.95340
3857.30 5.83657
3857.93 5.76919
3859.19 5.69605
3861.70 5.63165
3864.21 5.59795
3869.23 5.55193
3874.25 5.51300
3884.29 5.43714
3894.33 5.35758
3914.41 5.17782
3934.50 4.95897
3954.58 4.68526
3964.62 4.52531
3974.66 4.35904
3984.70 4.23071
3989.72 4.22955
3994.74 4.35251
3999.77 4.78665
4002.28 5.26490
4004.79 6.10142
4007.30 7.61822
4009.81 10.5452
4011.06 13.0461
4012.32 16.8505
4012.94 19.5646
4013.57 23.2456
4013.89 25.7804
4014.20 29.4252
4014.36 32.2283
4014.51 36.6824
4014.59 40.2258
4014.67 45.4052
4014.75 53.5447
4014.83 66.7594
4014.91 88.6730
4015.00 103.486
4015.09 90.2509
4015.17 70.0511
4015.28 56.0878
4015.38 49.5881
4015.48 46.6588
4015.58 45.5073
4015.78 45.7122
4015.98 47.5019
4016.38 53.3519
4016.78 61.2675
4017.58 83.5228
4018.38 116.736
4019.69 198.858
4021.00 266.532
4022.31 229.746
4023.62 155.298
4025.18 96.6081
4026.73 65.2725
4027.51 55.3896
4028.29 47.9914
4028.68 45.1159
4029.07 42.9801
4029.26 42.4523
4029.45 42.8513
4029.55 43.8444
4029.65 46.0323
4029.75 50.7469
4029.79 54.9471
4029.84 60.9351
4029.92 75.0522
4030.00 84.4618
4030.08 74.4868
4030.16 59.6163
4030.25 48.8037
4030.34 43.0702
4030.43 39.7925
4030.53 37.7318
4030.71 35.1992
4030.89 33.6073
4031.26 31.4470
4031.62 29.8367
4032.36 27.2939
4033.09 25.2477
4034.55 22.0562
4036.02 19.6648
4038.94 16.3369
4041.87 14.1557
4047.73 11.5109
4053.58 9.98541
4059.44 8.99579
4065.30 8.29879
4077.01 7.36446
4088.72 6.73912
4100.44 6.26073
4112.15 5.85664
4118.00 5.67776
4119.47 5.64216
4120.93 5.62629
4121.66 5.64403
4122.40 5.72958
4122.76 5.85644
4123.13 6.18667
4123.31 6.57806
4123.49 7.43286
4123.59 8.29209
4123.68 9.80861
4123.77 12.8279
4123.82 15.4382
4123.86 19.1506
4123.93 27.3434
4124.00 32.8030
4124.07 27.3499
4124.14 19.1554
4124.22 13.3113
4124.30 10.3119
4124.38 8.69300
4124.46 7.74732
4124.63 6.76086
4124.79 6.29081
4125.11 5.86875
4125.43 5.68829
4126.08 5.53225
4126.73 5.46019
4128.02 5.38042
4129.31 5.32549
4134.48 5.14811
4144.82 4.81312
4155.16 4.47592
4165.50 4.16479
4175.84 4.02571
4181.01 4.18140
4186.18 4.76310
4191.35 6.42087
4193.94 8.17353
4196.52 11.2282
4199.11 16.8163
4201.69 27.7647
4202.98 37.1552
4204.28 51.1567
4205.57 72.4407
4206.86 104.741
4208.93 185.576
4211.00 257.827
4213.07 229.782
4215.14 160.079
4216.76 118.728
4218.37 90.7150
4219.99 71.8529
4221.60 58.8277
4224.83 42.6735
4228.07 33.4462
4231.30 27.6545
4234.53 23.7549
4240.99 18.9265
4247.45 16.1074
4253.92 14.2862
4257.15 13.6054
4260.38 13.0440
4261.99 12.8143
4263.61 12.6547
4264.42 12.6486
4264.82 12.6968
4265.23 12.8238
4265.63 13.1319
4265.83 13.4386
4266.03 13.9679
4266.24 14.9684
4266.34 15.8275
4266.44 17.1499
4266.54 19.3143
4266.64 23.1438
4266.74 30.5730
4266.79 36.8107
4266.84 45.7624
4266.92 66.0475
4267.00 79.5973
4267.08 66.0093
4267.16 45.7001
4267.22 36.0035
4267.27 29.5883
4267.32 25.2525
4267.38 22.2583
4267.49 18.5820
4267.59 16.5333
4267.70 15.2789
4267.81 14.4715
4268.03 13.5183
4268.24 12.9931
4268.46 12.6714
4268.89 12.3004
4269.33 12.0910
4269.76 11.9513
4270.62 11.7623
4272.36 11.5115
4274.09 11.3171
4277.55 10.9903
4281.01 10.7099
4287.94 10.2402
4291.41 10.0438
4293.14 9.96641
4294.00 9.97469
4294.44 10.1034
4294.65 10.4133
4294.76 10.8708
4294.87 12.0471
4294.93 13.3470
4295.00 14.2241
4295.07 13.3347
4295.13 12.0269
4295.24 10.8408
4295.35 10.3738
4295.56 10.0438
4296.00 9.87301
4296.86 9.77876
4298.59 9.68251
4302.06 9.52724
4308.98 9.26204
4312.44 9.15023
4315.91 9.06365
4317.64 9.04613
4319.37 9.09415
4320.23 9.20278
4320.67 9.31962
4321.10 9.53361
4321.53 9.97455
4321.75 10.3879
4321.96 11.0793
4322.18 12.3708
4322.29 13.4672
4322.40 15.1478
4322.51 17.8903
4322.61 22.7322
4322.72 32.1119
4322.78 40.0784
4322.83 51.5551
4322.92 77.4987
4323.00 94.6116
4323.09 77.3065
4323.17 51.7142
4323.26 35.1455
4323.34 25.9799
4323.43 20.6314
4323.51 17.3996
4323.60 15.2829
4323.68 13.8616
4323.85 12.1157
4324.03 11.1251
4324.20 10.5172
4324.54 9.83396
4324.88 9.47865
4325.22 9.26873
4325.90 9.03891
4326.58 8.91743
4327.27 8.84166
4328.63 8.74743
4331.36 8.63666
4334.09 8.55740
4339.54 8.42782
4345.00 8.31672
4350.46 8.21950
4355.92 8.14133
4358.65 8.11888
4361.37 8.13540
4362.74 8.19258
4363.42 8.25713
4364.10 8.37851
4364.79 8.63465
4365.13 8.88034
4365.47 9.30561
4365.81 10.1353
4365.98 10.8840
4366.15 12.0937
4366.32 14.2589
4366.41 16.0188
4366.49 18.6091
4366.58 22.6702
4366.66 29.2553
4366.75 40.6888
4366.83 61.1277
4366.92 92.9677
4367.00 113.637
4367.09 92.0208
4367.17 60.4441
4367.24 43.2437
4367.31 32.4777
4367.37 25.6846
4367.44 21.2989
4367.58 16.1320
4367.71 13.4366
4367.85 11.8528
4367.98 10.8623
4368.25 9.73198
4368.52 9.14134
4368.80 8.79555
4369.34 8.42909
4369.88 8.25084
4370.42 8.15340
4371.51 8.06896
4372.59 8.07532
4373.13 8.12156
4373.67 8.22609
4374.22 8.46436
4374.49 8.69913
4374.76 9.10914
4375.03 9.90898
4375.16 10.6260
4375.30 11.7685
4375.44 13.7715
4375.57 17.6317
4375.64 21.0537
4375.71 26.3992
4375.77 35.0964
4375.84 49.1556
4375.92 74.4067
4376.00 91.1993
4376.08 74.6423
4376.16 49.8677
4376.22 37.1145
4376.28 28.9072
4376.34 23.4279
4376.39 19.7977
4376.51 15.4089
4376.63 13.0259
4376.74 11.6035
4376.86 10.6910
4377.10 9.63285
4377.33 9.06627
4377.56 8.72728
4378.03 8.35742
4378.50 8.16745
4378.97 8.05556
4379.90 7.93136
4381.77 7.81986
4383.64 7.76244
4387.38 7.68988
4391.12 7.63523
4398.60 7.54303
4406.08 7.46111
4421.04 7.31410
4436.00 7.18246
4450.96 7.06212
4465.92 6.95092
4480.88 6.85057
4484.62 6.83035
4488.36 6.81995
4490.23 6.82764
4492.10 6.87088
4493.04 6.93936
4493.97 7.13315
4494.44 7.38799
4494.67 7.62728
4494.91 8.03108
4495.14 8.79755
4495.26 9.46417
4495.37 10.5091
4495.49 12.2698
4495.61 15.5316
4495.67 18.2980
4495.73 22.3456
4495.78 28.5146
4495.84 37.9363
4495.92 56.8674
4496.00 69.3312
4496.08 56.6871
4496.16 38.0262
4496.25 24.6622
4496.34 17.8701
4496.43 14.1570
4496.53 12.0109
4496.62 10.6507
4496.71 9.75815
4496.89 8.68799
