Sr-90(n,tot) ENDF/B-VII.1
4.75000E+06 3.74929
4.87500E+06 3.76426
5.00000E+06 3.77886
5.15075E+06 3.82004
5.27428E+06 3.85306
5.39781E+06 3.88570
5.52133E+06 3.91797
5.64486E+06 3.94990
5.82243E+06 3.99469
6.00000E+06 4.03882
6.06250E+06 4.05355
6.12500E+06 4.06826
6.18750E+06 4.08293
6.25000E+06 4.09758
6.31250E+06 4.11219
6.37500E+06 4.12677
6.43750E+06 4.14132
6.50000E+06 4.15584
6.56250E+06 4.17033
6.62500E+06 4.18479
6.68750E+06 4.19922
6.75000E+06 4.21363
6.81250E+06 4.22800
6.87500E+06 4.24234
6.93750E+06 4.25666
7.00000E+06 4.27095
7.05596E+06 4.27903
7.11193E+06 4.28710
7.16789E+06 4.29517
7.22385E+06 4.30323
7.27982E+06 4.31128
7.33578E+06 4.31933
7.39174E+06 4.32736
7.44771E+06 4.33539
7.50367E+06 4.34342
7.55963E+06 4.35143
7.61560E+06 4.35944
7.67156E+06 4.36744
7.72752E+06 4.37543
7.78348E+06 4.38342
7.83945E+06 4.39139
7.89541E+06 4.39936
8.00000E+06 4.41363
8.11954E+06 4.41771
8.23907E+06 4.42280
8.36218E+06 4.42891
8.48528E+06 4.43605
8.61207E+06 4.44424
8.73885E+06 4.45346
8.86943E+06 4.46381
9.00000E+06 4.47518
9.06005E+06 4.47522
9.12011E+06 4.47545
9.18016E+06 4.47588
9.24021E+06 4.47648
9.30445E+06 4.47732
9.39564E+06 4.47704
9.48683E+06 4.47706
9.55013E+06 4.47720
9.61344E+06 4.47748
9.67674E+06 4.47791
9.74004E+06 4.47847
9.80503E+06 4.47913
9.87002E+06 4.47994
9.93501E+06 4.48089
1.00000E+07 4.48197
1.01206E+07 4.47769
1.02411E+07 4.47388
1.03217E+07 4.47153
1.03425E+07 4.47075
1.03633E+07 4.46998
1.03841E+07 4.46923
1.04049E+07 4.46848
1.04257E+07 4.46774
1.04465E+07 4.46701
1.04673E+07 4.46629
1.04881E+07 4.46558
1.05041E+07 4.46503
1.05201E+07 4.46448
1.05361E+07 4.46395
1.05521E+07 4.46342
1.05681E+07 4.46289
1.05841E+07 4.46237
1.06001E+07 4.46185
1.06161E+07 4.46134
1.06321E+07 4.46083
1.06481E+07 4.46033
1.06641E+07 4.45984
1.06801E+07 4.45935
1.06961E+07 4.45886
1.07121E+07 4.45838
1.07281E+07 4.45791
1.07441E+07 4.45744
1.07601E+07 4.45697
1.07761E+07 4.45651
1.07921E+07 4.45606
1.08080E+07 4.45561
1.08240E+07 4.45516
1.08400E+07 4.45472
1.08560E+07 4.45429
1.08720E+07 4.45386
1.08880E+07 4.45344
1.09040E+07 4.45302
1.09200E+07 4.45260
1.09360E+07 4.45219
1.09520E+07 4.45179
1.09680E+07 4.45139
1.09840E+07 4.45100
1.10000E+07 4.45061
1.10605E+07 4.44864
1.11210E+07 4.44672
1.11814E+07 4.44485
1.12419E+07 4.44303
1.13037E+07 4.44120
1.13655E+07 4.43943
1.14273E+07 4.43770
1.14891E+07 4.43602
1.15648E+07 4.43402
1.16405E+07 4.43209
1.16630E+07 4.43143
1.16854E+07 4.43077
1.17079E+07 4.43013
1.17304E+07 4.42948
1.17529E+07 4.42884
1.17753E+07 4.42821
1.17978E+07 4.42758
1.18203E+07 4.42696
1.18427E+07 4.42634
1.18652E+07 4.42573
1.18877E+07 4.42512
1.19101E+07 4.42452
1.19326E+07 4.42393
1.19551E+07 4.42333
1.19775E+07 4.42275
1.20000E+07 4.42217
1.20613E+07 4.41907
1.21225E+07 4.41602
1.21838E+07 4.41303
1.22450E+07 4.41010
1.23063E+07 4.40722
1.23675E+07 4.40439
1.24288E+07 4.40162
1.24900E+07 4.39890
1.25538E+07 4.39600
1.26175E+07 4.39316
1.26813E+07 4.39038
1.27450E+07 4.38766
1.28088E+07 4.38500
1.28725E+07 4.38239
1.29363E+07 4.37984
1.30000E+07 4.37735
1.30155E+07 4.37667
1.30311E+07 4.37599
1.30466E+07 4.37531
1.30621E+07 4.37464
1.30777E+07 4.37397
1.30932E+07 4.37330
1.31087E+07 4.37264
1.31243E+07 4.37198
1.31398E+07 4.37132
1.31553E+07 4.37067
1.31709E+07 4.37002
1.31864E+07 4.36937
1.32019E+07 4.36873
1.32174E+07 4.36808
1.32330E+07 4.36744
1.32485E+07 4.36681
1.32955E+07 4.36470
1.33424E+07 4.36262
1.33894E+07 4.36056
1.34364E+07 4.35853
1.34834E+07 4.35653
1.35303E+07 4.35455
1.35773E+07 4.35260
1.36243E+07 4.35068
1.36712E+07 4.34879
1.37182E+07 4.34692
1.37652E+07 4.34507
1.38121E+07 4.34325
1.38591E+07 4.34146
1.39061E+07 4.33970
1.39530E+07 4.33796
1.40000E+07 4.33625
1.40839E+07 4.32920
1.41677E+07 4.32226
1.42516E+07 4.31542
1.43354E+07 4.30870
1.45000E+07 4.29548
1.46250E+07 4.28543
1.47500E+07 4.27557
1.48750E+07 4.26592
1.50000E+07 4.25646
1.52079E+07 4.22825
1.54158E+07 4.20082
1.56236E+07 4.17417
1.58315E+07 4.14832
1.60000E+07 4.12743
1.62362E+07 4.08145
1.64723E+07 4.03687
1.65762E+07 4.01756
1.70000E+07 3.94095
1.75000E+07 3.85462
1.80000E+07 3.77286
1.80313E+07 3.76699
1.80625E+07 3.76113
1.80938E+07 3.75529
1.81250E+07 3.74948
1.81563E+07 3.74369
1.81875E+07 3.73792
1.82188E+07 3.73217
1.82500E+07 3.72644
1.82813E+07 3.72073
1.83125E+07 3.71505
1.83438E+07 3.70938
1.83750E+07 3.70374
1.84063E+07 3.69812
1.84375E+07 3.69252
1.84688E+07 3.68694
1.85000E+07 3.68138
1.85313E+07 3.67584
1.85625E+07 3.67033
1.85938E+07 3.66483
1.86250E+07 3.65936
1.86563E+07 3.65391
1.86875E+07 3.64847
1.87188E+07 3.64306
1.87500E+07 3.63767
1.87813E+07 3.63231
1.88125E+07 3.62696
1.88438E+07 3.62163
1.88750E+07 3.61633
1.89063E+07 3.61105
1.89375E+07 3.60578
1.89688E+07 3.60054
1.90000E+07 3.59532
1.91250E+07 3.57419
1.92500E+07 3.55336
1.93750E+07 3.53283
1.95000E+07 3.51259
1.96250E+07 3.49265
1.97500E+07 3.47301
1.98750E+07 3.45367
2.00000E+07 3.43462
