Sn-114(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 6.29994
1.25000E-05 5.63484
1.50000E-05 5.14388
2.00000E-05 4.45473
2.75000E-05 3.79901
3.50000E-05 3.36746
4.25000E-05 3.05592
5.00000E-05 2.81742
6.25000E-05 2.51998
7.50000E-05 2.30041
0.000100000 1.99222
0.000125000 1.78189
0.000150000 1.62664
0.000200000 1.40871
0.000275000 1.20135
0.000350000 1.06489
0.000425000 0.966369
0.000500000 0.890949
0.000625000 0.796890
0.000750000 0.727458
0.00100000 0.629998
0.00125000 0.563488
0.00150000 0.514393
0.00200000 0.445479
0.00275000 0.379908
0.00350000 0.336754
0.00425000 0.305601
0.00500000 0.281752
0.00625000 0.252009
0.00750000 0.230053
0.0100000 0.199235
0.0125000 0.178205
0.0150000 0.162681
0.0200000 0.140891
0.0253000 0.125272
0.0314750 0.112318
0.0376500 0.102700
0.0500000 0.0891258
0.0625000 0.0797235
0.0750000 0.0727836
0.100000 0.0630435
0.125000 0.0563977
0.150000 0.0514929
0.200000 0.0446098
0.275000 0.0380633
0.350000 0.0337573
0.500000 0.0282731
0.750000 0.0231255
1.00000 0.0200625
1.50000 0.0164388
2.00000 0.0142867
2.75000 0.0122486
3.50000 0.0109152
5.00000 0.00923063
7.50000 0.00767373
10.0000 0.00676781
15.0000 0.00573463
20.0000 0.00515859
27.5000 0.00466562
35.0000 0.00439640
50.0000 0.00419078
75.0000 0.00438974
100.000 0.00521502
114.486 0.00625011
128.972 0.00859520
136.215 0.0114370
139.837 0.0141364
143.458 0.0189546
147.080 0.0291301
148.890 0.0392449
150.701 0.0577335
151.606 0.0733772
152.512 0.0973822
153.417 0.136990
154.323 0.209367
154.775 0.270469
155.228 0.363925
155.681 0.517351
156.133 0.795564
156.360 1.02859
156.586 1.38202
156.812 1.95614
157.039 2.98017
157.152 3.82429
157.265 5.08505
157.378 7.08844
157.491 10.5490
157.605 17.3170
157.661 23.4184
157.718 33.3364
157.774 51.0493
157.803 65.5529
157.831 86.9500
157.859 120.093
157.888 174.436
157.916 268.926
157.944 437.062
157.972 695.858
158.000 866.997
158.029 691.053
158.057 429.532
158.078 300.756
158.098 216.192
158.119 160.520
158.139 122.887
158.180 77.7386
158.221 53.2285
158.262 38.5570
158.303 29.1766
158.385 18.3178
158.467 12.5368
