Gd-160(n,g) ENDF/B-VII.1
752.623 147.782
752.645 92.4016
752.664 62.0343
752.682 43.0880
752.700 31.1666
752.719 23.4259
752.756 14.4189
752.792 9.70481
752.829 6.94863
752.866 5.21600
752.939 3.24362
753.013 2.20857
753.086 1.60091
753.160 1.21443
753.233 0.953940
753.380 0.634782
753.527 0.454608
753.674 0.343002
753.821 0.269134
754.115 0.180516
754.408 0.131457
754.996 0.0818561
755.584 0.0585788
756.172 0.0458506
757.347 0.0331793
759.698 0.0242969
762.049 0.0214425
771.452 0.0201933
790.258 0.0248447
809.065 0.0336994
827.872 0.0499853
837.275 0.0636515
846.678 0.0844093
856.082 0.118178
858.432 0.129951
860.783 0.143641
861.959 0.151338
863.134 0.159690
864.309 0.168772
865.485 0.178673
866.660 0.189495
867.836 0.201354
869.011 0.214389
870.187 0.228760
871.362 0.244656
872.537 0.262302
874.888 0.303963
877.239 0.356592
879.590 0.424403
881.941 0.513851
884.291 0.635217
886.642 0.805681
888.993 1.05567
891.344 1.44332
893.695 2.09083
894.870 2.59047
896.046 3.29091
897.221 4.31372
898.396 5.88527
899.572 8.46086
900.747 13.0421
901.335 16.7354
901.923 22.0289
902.510 29.7605
903.098 41.0224
903.999 65.6635
904.900 82.4012
905.802 66.1837
906.703 41.3866
907.307 29.7392
907.910 21.8256
908.514 16.4630
909.117 12.7549
910.324 8.20129
911.531 5.66842
912.738 4.13442
913.945 3.14173
916.359 1.98382
918.773 1.36280
921.188 0.992690
923.602 0.754871
926.016 0.593216
930.844 0.394033
935.672 0.280782
940.500 0.210381
945.328 0.163703
954.984 0.107746
964.641 0.0771084
974.297 0.0603925
979.125 0.0622484
980.332 0.0695989
981.539 0.0930598
982.143 0.126543
982.445 0.159988
982.746 0.220613
983.048 0.347920
983.199 0.471753
983.350 0.690856
983.501 1.13556
983.576 1.55325
983.652 2.26340
983.727 3.61995
983.765 4.81011
983.802 6.69596
983.840 9.92524
983.878 16.0619
983.897 21.3698
983.916 29.4392
983.934 42.2810
983.953 62.6559
983.977 100.223
984.000 125.269
984.023 100.226
984.047 62.6586
984.062 45.1271
984.078 33.1939
984.109 19.4774
984.140 12.5683
984.172 8.72451
984.203 6.38309
984.234 4.86973
984.296 3.09733
984.359 2.14345
984.421 1.57505
984.545 0.960159
984.670 0.652524
984.795 0.477312
985.044 0.295423
985.293 0.207755
985.543 0.158874
986.041 0.109010
986.540 0.0852306
987.038 0.0719562
988.035 0.0581811
990.029 0.0471735
992.023 0.0423093
1000.00 0.0338684
1012.48 0.0279155
1018.72 0.0286175
1020.28 0.0312252
1021.84 0.0395464
1022.62 0.0514735
1023.40 0.0852290
1023.79 0.131349
1023.98 0.176604
1024.18 0.257543
1024.37 0.424383
1024.47 0.584754
1024.57 0.860257
1024.66 1.40803
1024.71 1.90688
1024.76 2.70669
1024.81 4.17571
1024.83 5.36535
1024.86 7.12769
1024.88 10.0197
1024.91 14.6682
1024.93 22.8954
1024.95 37.9753
1024.98 60.8269
1025.00 76.0948
1025.02 60.8278
1025.05 37.9767
1025.07 21.5771
1025.10 13.4824
1025.13 9.06169
1025.15 6.45759
1025.18 4.76601
1025.20 3.68854
1025.26 2.39223
1025.31 1.66513
1025.36 1.23301
1025.47 0.756762
1025.57 0.512750
1025.68 0.372729
1025.88 0.227047
1026.09 0.156110
1026.30 0.116649
1026.72 0.0763167
1027.56 0.0464990
1028.40 0.0356984
1030.07 0.0276213
1031.74 0.0245215
1038.44 0.0205271
1051.83 0.0178848
1078.62 0.0158951
1105.40 0.0163356
1132.19 0.0195855
1158.97 0.0284179
1172.37 0.0376867
1185.76 0.0547541
1192.46 0.0691233
1199.15 0.0909626
1205.85 0.126466
1209.20 0.153183
1210.87 0.169997
1211.71 0.179504
1212.55 0.189860
1213.38 0.201184
1214.22 0.213570
1215.06 0.227171
1215.89 0.242151
1216.73 0.258703
1217.57 0.277054
1218.41 0.297476
1219.24 0.320290
1220.92 0.374732
1222.59 0.444608
1224.26 0.536341
1225.94 0.660059
1227.61 0.832491
1229.29 1.08284
1230.96 1.46575
1232.63 2.09292
1233.47 2.56756
1234.31 3.22101
1235.15 4.15298
1235.98 5.54043
1236.82 7.71663
1237.66 11.3493
1238.49 17.8334
1239.33 29.8509
1240.12 47.7553
1240.90 59.7801
1241.69 47.9099
1242.47 29.9576
1243.23 18.7266
1243.99 12.3116
1244.74 8.55771
1245.50 6.24122
1246.26 4.72927
1247.02 3.69842
1248.53 2.42921
1250.05 1.71245
1251.56 1.27037
1254.59 0.777781
1257.62 0.524696
1260.65 0.378078
1263.68 0.285705
1266.71 0.223850
1272.77 0.148961
1278.83 0.107734
1284.89 0.0864467
1286.41 0.0862415
1287.92 0.0950485
1288.68 0.111253
1289.44 0.160183
1289.82 0.228448
1290.01 0.295991
1290.20 0.416352
1290.39 0.665962
1290.48 0.904646
1290.58 1.31351
1290.67 2.12328
1290.72 2.84774
1290.77 4.02784
1290.81 6.19432
1290.84 7.99102
1290.86 10.5378
1290.88 14.6765
1290.91 21.2159
1290.93 33.2149
1290.95 54.0479
1290.98 86.7225
1291.00 108.626
1291.02 86.7237
1291.05 54.0494
1291.06 38.3368
1291.08 28.3893
1291.09 21.2169
1291.11 16.5809
1291.14 10.6747
1291.17 7.39497
1291.20 5.41056
1291.23 4.12681
1291.29 2.64679
1291.36 1.83635
1291.42 1.35379
1291.54 0.835966
1291.66 0.574915
1291.79 0.427319
1292.03 0.273240
1292.28 0.198880
1292.53 0.157291
1293.02 0.114635
1294.01 0.0821880
1295.00 0.0694807
1298.94 0.0524640
1306.84 0.0404428
1322.64 0.0292689
1338.43 0.0246634
1354.23 0.0243319
1370.02 0.0295774
1377.92 0.0364254
1385.82 0.0498653
1389.77 0.0615179
1393.72 0.0795330
1397.67 0.109302
1401.62 0.163476
1403.59 0.208910
1405.56 0.277836
1407.54 0.389815
1409.51 0.589493
1410.01 0.664146
1410.50 0.754159
1411.00 0.864045
1411.49 0.999796
1411.74 1.08027
1411.98 1.17094
1412.23 1.27360
1412.48 1.38994
1412.72 1.52363
1412.97 1.67765
1413.46 2.06426
1413.96 2.60306
1414.45 3.38150
1414.94 4.56993
1415.44 6.50156
1415.68 7.95802
1415.93 9.95341
1416.18 12.7813
1416.42 16.9349
1416.67 23.3941
1416.92 33.9960
1417.16 52.4652
1417.41 85.4188
1417.66 136.588
1417.90 170.401
1418.15 136.061
1418.39 84.9960
1418.60 56.0175
1418.81 38.3533
1419.02 27.4496
1419.23 20.4678
1419.64 12.4788
1420.06 8.34019
1420.48 5.94733
1420.89 4.44749
1421.73 2.75053
1422.56 1.86527
1423.40 1.34795
1424.23 1.01963
1425.06 0.798439
1426.73 0.528171
1428.40 0.375861
1430.07 0.281585
1431.74 0.219282
1435.08 0.144582
1438.41 0.103220
1441.75 0.0779410
1445.09 0.0613637
1451.76 0.0416474
1458.43 0.0308011
1471.78 0.0198744
1485.13 0.0147558
1498.48 0.0119784
1525.17 0.00934620
1551.87 0.00843259
1578.56 0.00841554
1605.26 0.00919150
1618.61 0.0102933
1625.28 0.0126449
1628.62 0.0205999
1629.45 0.0285507
1630.29 0.0506886
1630.70 0.0807945
1631.12 0.163164
1631.33 0.272671
1631.54 0.558527
1631.64 0.921396
1631.69 1.25012
1631.75 1.79241
1631.80 2.77835
1631.82 3.60195
1631.85 4.84175
1631.88 6.81641
1631.90 10.1861
1631.93 16.3998
1631.95 28.8999
1631.98 45.9328
1632.00 57.7582
1632.02 45.9334
1632.05 28.9007
1632.06 20.5524
1632.08 15.1614
1632.09 11.2896
1632.11 8.79632
1632.14 5.63365
1632.17 3.92882
1632.20 2.85867
1632.23 2.16943
1632.29 1.37840
1632.35 0.947217
1632.41 0.694563
1632.54 0.419073
1632.78 0.203439
1633.03 0.122632
1633.52 0.0619182
1634.01 0.0399676
1634.99 0.0239492
1635.98 0.0182923
1639.91 0.0130141
1647.77 0.0123461
1663.50 0.0139961
1679.23 0.0172482
1687.09 0.0214720
1689.06 0.0245019
1691.02 0.0321925
1692.01 0.0423832
1692.99 0.0705034
1693.48 0.108804
1693.97 0.213948
1694.22 0.354733
1694.34 0.490695
1694.46 0.727135
1694.59 1.20391
1694.65 1.65019
1694.71 2.38719
1694.77 3.78715
1694.80 4.99526
1694.83 6.79846
1694.86 9.87388
1694.89 15.2092
1694.91 19.8579
1694.92 26.1914
1694.94 35.4782
1694.95 49.6149
1694.98 79.0229
1695.00 99.2105
1695.02 79.0237
1695.05 49.6160
1695.07 28.3283
1695.10 17.3188
1695.13 11.4632
1695.15 8.08022
1695.18 5.97801
1695.21 4.59222
1695.26 2.96812
1695.31 2.06056
1695.37 1.51416
1695.48 0.922510
1695.58 0.621170
1695.69 0.450128
1695.90 0.271372
1696.33 0.136275
1696.76 0.0870678
1697.62 0.0511211
1698.48 0.0384816
1700.20 0.0297114
1701.91 0.0270236
1708.78 0.0266293
1722.51 0.0336553
1736.25 0.0462303
1743.11 0.0557565
1749.98 0.0688258
1753.41 0.0772600
1755.13 0.0820962
1756.85 0.0874158
1758.56 0.0932920
1760.28 0.0997974
1762.00 0.107034
1763.71 0.115104
1765.43 0.124153
1767.15 0.134340
1768.86 0.145862
1770.58 0.158955
1774.01 0.191165
1777.44 0.234439
1780.88 0.294490
1784.31 0.381147
1787.74 0.512693
1791.18 0.725968
1792.89 0.885865
1794.61 1.10410
1796.33 1.41196
1798.04 1.86347
1799.76 2.55856
1801.48 3.68768
1803.19 5.63040
1804.91 9.05968
1806.66 14.4769
1808.40 18.1309
1810.15 14.5638
1811.89 9.12781
1812.95 6.78107
1814.00 5.12448
1816.11 3.13576
1818.22 2.09668
1820.32 1.51969
1822.43 1.20757
1824.54 1.13882
1825.59 1.28840
1826.12 1.48491
1826.65 1.87063
1827.18 2.70527
1827.44 3.51791
1827.70 4.92971
1827.97 7.71385
1828.10 10.2305
1828.23 14.2941
1828.36 21.5756
1828.43 27.5227
1828.46 31.4518
1828.49 36.2645
1828.53 42.2297
1828.56 49.7176
1828.58 54.3300
1828.59 59.2414
1828.63 71.5145
1828.66 87.5184
1828.69 108.555
1828.72 136.182
1828.76 170.572
1828.79 217.884
1828.83 267.829
1828.86 303.382
1828.90 305.108
1828.97 222.388
1829.04 135.409
1829.09 100.340
1829.13 75.9830
1829.22 46.8012
1829.31 31.3029
1829.40 22.3879
1829.48 16.7393
1829.57 12.9979
1829.75 8.54491
1829.92 6.07858
1830.10 4.58910
1830.45 2.94265
1830.80 2.10193
1831.15 1.61339
1831.85 1.09243
1832.55 0.829064
1833.26 0.673927
1834.66 0.500627
1837.47 0.342556
1840.27 0.263570
1845.89 0.178521
1851.50 0.131796
1862.73 0.0827329
1868.34 0.0718273
1871.15 0.0802501
1871.85 0.0933747
1872.55 0.132275
1872.90 0.186166
1873.25 0.333737
1873.43 0.528816
1873.52 0.714585
1873.60 1.03102
1873.69 1.65366
1873.74 2.21384
1873.78 3.09788
1873.82 4.69359
1873.85 5.99263
1873.87 7.89834
1873.89 10.8281
1873.91 15.5826
1873.93 23.7348
1873.95 37.8934
1873.98 60.1276
1874.00 75.6477
1874.02 60.1281
1874.05 37.8105
1874.07 24.2271
1874.09 16.4462
1874.11 11.5243
1874.13 8.57151
1874.17 5.16911
1874.21 3.44073
1874.25 2.45381
1874.29 1.84046
1874.37 1.15783
1874.45 0.799058
1874.54 0.590299
1874.70 0.370547
1875.03 0.201301
1875.35 0.138615
1876.01 0.0915092
1876.66 0.0739567
1877.96 0.0600518
1879.27 0.0540341
1884.49 0.0438457
1894.94 0.0341657
1915.84 0.0254510
1926.29 0.0253427
1931.51 0.0272488
1936.74 0.0320453
1941.96 0.0438453
1944.57 0.0561945
1947.18 0.0791620
1948.49 0.0986944
1949.80 0.128663
1951.10 0.177950
1952.41 0.267381
1953.06 0.342257
1953.71 0.455814
1954.37 0.640053
1955.02 0.968418
1955.35 1.23915
1955.67 1.64174
1956.00 2.28243
1956.16 2.75245
1956.33 3.38435
1956.49 4.26788
1956.57 4.84501
1956.65 5.53760
1956.73 6.40076
1956.82 7.46613
1956.90 8.83731
1956.98 10.5936
1957.06 12.9539
1957.14 16.1806
1957.22 20.7399
1957.31 27.3432
1957.39 37.6159
1957.47 54.0593
1957.55 82.5439
1957.59 104.129
1957.63 131.739
1957.72 210.611
1957.80 259.355
1957.89 204.389
1957.97 127.642
1958.05 79.2846
1958.13 52.1922
1958.22 36.3349
1958.30 26.5272
1958.38 20.1267
1958.46 15.7519
1958.63 10.3617
1958.79 7.29800
1958.96 5.41952
1959.28 3.32201
1959.61 2.23958
1959.94 1.61334
1960.27 1.21794
1960.60 0.952544
1961.25 0.629260
1961.91 0.447728
1962.57 0.335749
1963.22 0.261938
1964.54 0.173478
1965.85 0.124602
1967.16 0.0947228
1968.48 0.0751408
1971.10 0.0518097
1973.73 0.0389251
1978.99 0.0258053
1984.24 0.0194857
1989.49 0.0158845
2000.00 0.0120065
2016.76 0.00914618
2033.52 0.00769682
2067.03 0.00630113
2100.55 0.00586033
2134.07 0.00614646
2167.58 0.00753869
2184.34 0.00910937
2201.10 0.0120481
2217.86 0.0183440
2226.24 0.0245808
2234.61 0.0358780
2238.80 0.0453440
2242.99 0.0597274
2247.18 0.0831664
2251.37 0.125241
2253.47 0.160158
2255.56 0.212686
2257.66 0.297014
2258.70 0.359742
2259.23 0.398983
2259.75 0.444992
2260.28 0.499640
2260.80 0.565096
2261.32 0.644400
2261.85 0.741530
2262.37 0.862732
2262.89 1.01631
2263.42 1.21483
2263.94 1.47696
2264.47 1.83427
2264.99 2.33733
2265.51 3.07593
2266.04 4.21629
2266.56 6.10668
2266.82 7.54348
2267.08 9.50951
2267.35 12.2959
2267.61 16.3427
2267.87 22.3486
2268.13 31.2109
2268.52 50.0006
2268.90 62.6916
2269.29 50.2587
2269.67 31.4083
2269.92 22.8780
2270.16 16.9861
2270.66 10.1044
2271.15 6.56703
2271.64 4.57527
2272.14 3.35474
2272.63 2.56091
2273.62 1.62803
2274.60 1.12365
2275.59 0.821912
2277.56 0.494497
2279.54 0.330415
2281.51 0.236862
2283.48 0.178543
2285.46 0.139779
2289.40 0.0931109
2293.35 0.0672268
2297.30 0.0514388
2301.24 0.0411558
2309.14 0.0291548
2317.03 0.0228995
2332.81 0.0178094
2348.60 0.0180463
2356.49 0.0202543
2364.38 0.0250877
2372.28 0.0360095
2376.22 0.0469882
2380.17 0.0669658
2382.14 0.0837496
2384.12 0.109280
2386.09 0.150927
2388.06 0.225810
2389.05 0.288059
2390.04 0.381716
2391.02 0.532452
2391.52 0.644690
2392.01 0.797416
2392.26 0.895541
2392.50 1.01320
2392.75 1.15593
2393.00 1.33057
2393.24 1.54926
2393.49 1.82562
2393.74 2.18493
2393.98 2.65943
2394.23 3.30950
2394.48 4.22848
2394.72 5.58497
2394.97 7.68882
2395.22 11.2179
2395.34 13.9142
2395.46 17.6490
2395.59 23.0301
2395.71 30.8953
2395.83 42.7625
2395.96 60.6955
2396.13 97.3856
2396.30 122.441
2396.47 98.5358
2396.65 61.7682
2396.76 44.3360
2396.88 32.5872
2397.11 19.0888
2397.34 12.2749
2397.57 8.49889
2397.80 6.20081
2398.03 4.71948
2398.49 2.98623
2398.95 2.05611
2399.41 1.50144
2400.33 0.902683
2401.25 0.603353
2402.18 0.433105
2403.10 0.326998
2404.02 0.256609
2405.86 0.171856
2407.71 0.124877
2409.55 0.0962088
2411.39 0.0774970
2415.08 0.0555258
2418.76 0.0438355
2426.14 0.0331393
2433.51 0.0296315
2440.88 0.0295096
2455.63 0.0361581
2463.00 0.0434934
2470.37 0.0552336
2477.75 0.0746654
2485.12 0.109390
2486.96 0.122317
2488.81 0.137847
2489.73 0.146820
2490.65 0.156734
2491.57 0.167751
2492.49 0.180011
2493.41 0.193739
2494.34 0.209161
2495.26 0.226564
2496.18 0.246281
2497.10 0.268787
2498.02 0.294575
2499.87 0.358987
2501.71 0.447570
2503.55 0.573820
2505.40 0.762310
2507.24 1.06082
2508.16 1.27960
2509.08 1.57162
2510.00 1.97307
2510.92 2.54143
2511.85 3.37733
2512.77 4.65242
2513.69 6.67037
2514.61 9.88044
2515.76 15.7820
2516.90 19.7095
2518.05 15.7824
2519.19 9.87760
2520.31 6.15144
2521.43 4.03560
2522.54 2.80113
2523.66 2.04139
2524.78 1.54687
2525.90 1.21016
2528.13 0.796487
2530.37 0.563399
2532.60 0.419940
2537.07 0.260772
2541.54 0.180044
2546.01 0.135645
2550.48 0.120074
2551.60 0.128523
2552.71 0.162768
2553.27 0.214192
2553.83 0.359742
2554.11 0.556860
2554.25 0.747779
2554.39 1.08067
2554.53 1.75211
2554.60 2.37451
2554.67 3.40000
2554.74 5.33187
2554.77 6.98736
2554.81 9.54450
2554.84 13.7656
2554.88 21.3512
2554.91 36.4574
2554.93 49.1814
2554.95 68.7598
2554.97 110.071
2555.00 137.306
2555.03 110.072
2555.05 68.6290
2555.07 46.5682
2555.09 33.0053
2555.11 23.9047
2555.13 18.1926
2555.18 11.3137
2555.22 7.66768
2555.26 5.52862
2555.30 4.17438
2555.38 2.64072
2555.46 1.82139
2555.54 1.34419
2555.71 0.829717
2555.87 0.574980
2556.03 0.430538
2556.36 0.281097
2557.01 0.168626
2557.66 0.126930
2558.97 0.0944243
2560.27 0.0809966
2565.49 0.0613685
2575.93 0.0491516
2586.37 0.0476908
2596.81 0.0554038
2607.25 0.0792551
2612.46 0.104552
2617.68 0.150578
2622.90 0.245296
2624.21 0.284560
2624.86 0.308050
2625.51 0.334671
2626.17 0.365097
2626.82 0.399970
2627.47 0.440252
2628.12 0.487112
2628.78 0.542140
2629.43 0.607117
2630.08 0.684819
2630.73 0.778445
2631.39 0.892974
2632.04 1.03455
2632.69 1.21253
2633.34 1.44024
2633.99 1.73807
2634.65 2.13565
2635.30 2.68271
2635.95 3.45708
2636.60 4.59641
2637.26 6.33199
2637.91 9.06717
2638.56 13.3912
2639.38 21.2740
2640.20 26.0148
2641.02 20.4100
2641.84 12.7108
2642.51 8.54420
2643.18 5.95178
2643.85 4.31718
2644.51 3.24828
2645.85 2.00751
2647.19 1.35466
2648.52 0.972792
2649.86 0.731797
2652.53 0.456962
2655.21 0.312651
2657.88 0.227754
2660.55 0.173657
2663.22 0.137097
2668.57 0.0922293
2673.92 0.0667784
2679.26 0.0509451
2684.61 0.0404198
2695.30 0.0277176
2705.99 0.0206503
2727.37 0.0136529
2748.75 0.0110787
2759.45 0.0110075
