W-186(n,g) ENDF/B-VII.1
286.742 1061.16
286.757 755.416
286.771 551.359
286.786 414.186
286.800 319.919
286.829 204.883
286.858 141.268
286.888 102.781
286.917 78.0375
286.975 49.2326
287.033 33.7892
287.091 24.6118
287.149 18.7077
287.207 14.7020
287.323 9.76116
287.439 6.95002
287.555 5.20047
287.671 4.03850
287.903 2.63988
288.136 1.86242
288.368 1.38620
288.600 1.07356
289.064 0.701599
289.529 0.497175
289.993 0.372898
290.458 0.291729
291.386 0.195599
292.315 0.142935
294.173 0.0899856
296.030 0.0650300
297.888 0.0511727
301.603 0.0368445
309.033 0.0255382
316.463 0.0208386
331.324 0.0167981
346.184 0.0155550
361.045 0.0163608
375.905 0.0213274
383.335 0.0288827
387.050 0.0365330
390.766 0.0505877
392.623 0.0624965
394.481 0.0807762
396.338 0.110949
398.196 0.166133
399.125 0.212776
400.053 0.284231
400.982 0.401842
401.911 0.616000
402.375 0.796190
402.840 1.07094
403.304 1.52018
403.768 2.33030
403.885 2.63546
404.001 3.00507
404.117 3.45865
404.233 4.02369
404.291 4.36008
404.349 4.73990
404.407 5.17252
404.465 5.66639
404.523 6.23568
404.581 6.89416
404.697 8.56931
404.813 10.9382
404.929 14.4430
405.046 19.9414
405.104 23.9482
405.162 29.2775
405.220 36.6049
405.278 47.0163
405.336 62.5507
405.394 87.0258
405.452 128.775
405.481 161.350
405.510 207.287
405.539 274.344
405.568 375.903
405.597 534.803
405.626 785.012
405.663 1257.97
405.700 1576.51
405.737 1263.93
405.774 790.676
405.797 581.064
405.820 435.179
405.866 261.853
405.912 171.539
405.958 120.050
406.004 88.3413
406.050 67.5710
406.142 43.0535
406.234 29.7400
406.326 21.7536
406.510 13.0675
406.694 8.70181
406.878 6.20771
407.062 4.65030
407.246 3.61345
407.615 2.36214
407.983 1.66503
408.351 1.23741
408.719 0.956453
409.455 0.621810
410.191 0.437822
410.927 0.325963
411.663 0.252956
413.136 0.166627
414.608 0.119511
416.080 0.0910369
417.552 0.0725469
420.497 0.0508407
423.442 0.0391356
429.331 0.0277624
435.220 0.0228619
441.109 0.0205986
452.887 0.0196024
464.665 0.0213415
476.444 0.0260578
488.222 0.0376584
494.111 0.0517738
497.056 0.0654228
500.000 0.0911088
502.384 0.135776
503.576 0.178966
504.768 0.256486
505.364 0.321285
505.960 0.419873
506.556 0.581097
507.152 0.872728
507.450 1.11685
507.599 1.28156
507.748 1.48743
507.897 1.74942
508.046 2.08999
508.120 2.29995
508.195 2.54403
508.269 2.83005
508.344 3.16820
508.418 3.57195
508.493 4.05945
508.642 5.39494
508.716 6.32758
508.791 7.52699
508.865 9.10524
508.940 11.2399
509.014 14.2256
509.089 18.5802
509.163 25.2807
509.238 36.3485
509.312 56.5081
509.350 73.4078
509.387 98.8268
509.424 139.528
509.461 209.038
509.498 337.723
509.517 442.505
509.536 588.601
509.568 943.840
509.600 1189.69
509.632 959.534
509.664 600.830
509.695 377.476
509.726 249.310
509.756 173.837
509.787 127.011
509.818 96.3203
509.848 75.4034
509.909 49.6105
509.971 34.9925
510.032 25.9795
510.154 15.9130
510.277 10.7347
510.399 7.72969
510.522 5.83393
510.644 4.56323
510.889 3.01705
511.134 2.14958
511.379 1.61466
511.624 1.26218
512.114 0.841302
512.604 0.609823
513.094 0.469481
513.584 0.378409
514.564 0.272378
515.544 0.216763
517.503 0.167657
519.463 0.153994
521.422 0.157564
525.342 0.202829
527.301 0.249543
529.261 0.324056
531.221 0.448517
531.711 0.492375
532.201 0.543581
532.691 0.603840
533.180 0.675384
533.670 0.761207
533.915 0.810672
534.160 0.865295
534.405 0.925865
534.650 0.993218
535.140 1.15281
535.630 1.35542
536.120 1.61795
536.610 1.96656
537.100 2.44331
537.590 3.11967
538.080 4.12400
538.570 5.70784
539.059 8.41749
539.304 10.5586
539.549 13.6269
539.794 18.2430
540.039 25.6235
540.284 38.4435
540.407 48.6619
540.529 63.3357
540.652 85.3108
540.774 119.709
540.897 175.912
541.019 269.050
541.160 431.103
541.300 542.291
541.441 436.611
541.581 273.301
541.699 180.880
541.818 124.211
541.936 89.0690
542.054 66.4111
542.291 40.5177
542.528 27.0869
542.764 19.3141
543.001 14.4431
543.474 8.93037
543.947 6.05621
544.421 4.37457
544.894 3.30743
545.367 2.58855
546.313 1.71070
547.260 1.21584
548.206 0.909807
549.153 0.707551
551.046 0.465330
552.939 0.331459
554.832 0.249851
556.724 0.196523
560.510 0.133551
564.296 0.0994353
571.868 0.0663310
579.440 0.0523966
587.011 0.0465264
602.155 0.0467871
617.298 0.0602136
624.870 0.0749863
632.441 0.101483
640.013 0.155822
643.799 0.208155
647.585 0.301258
648.531 0.336156
649.478 0.378384
649.951 0.402920
650.424 0.430191
650.897 0.460633
651.371 0.494763
651.844 0.533219
652.317 0.576755
652.790 0.626328
653.264 0.683121
653.737 0.748637
654.210 0.824739
655.156 1.01923
656.103 1.29689
657.049 1.71316
657.996 2.37893
658.469 2.87277
658.942 3.54218
659.416 4.48150
659.889 5.85680
660.362 7.98510
660.835 11.5299
661.308 18.0720
661.545 23.6214
661.782 32.1078
662.018 45.9253
662.255 70.2723
662.373 89.7241
662.491 117.383
662.610 157.419
662.728 215.245
662.914 345.546
663.100 438.269
663.286 355.894
663.472 223.286
663.669 133.423
663.867 84.8125
664.064 57.5865
664.261 41.2956
664.458 30.9185
664.655 23.9607
665.050 15.5515
665.444 10.8841
665.839 8.03985
666.628 4.90553
667.416 3.31230
668.205 2.39551
668.994 1.82105
669.783 1.43813
671.361 0.976680
672.939 0.721605
676.094 0.469335
679.249 0.360590
682.405 0.313025
685.560 0.298937
688.716 0.308480
691.871 0.339872
693.449 0.364760
695.027 0.397060
695.816 0.416462
696.605 0.438365
697.393 0.463080
698.182 0.490979
698.577 0.506267
698.971 0.522525
699.366 0.539829
699.760 0.558258
700.549 0.598857
701.338 0.645133
702.127 0.698109
702.915 0.759042
704.493 0.911540
706.071 1.12144
707.649 1.42118
709.226 1.87169
710.804 2.60662
711.593 3.18476
712.382 4.09246
712.776 4.85898
713.171 6.33262
713.368 7.92983
713.466 9.34699
713.565 11.7176
713.664 16.2718
713.713 20.3737
713.762 27.1110
713.812 39.3558
713.836 49.6391
713.861 65.1277
713.886 90.0989
713.910 133.113
713.935 214.681
713.947 282.412
713.959 379.179
713.980 613.503
713.990 736.905
714.000 804.793
714.010 778.283
714.020 674.363
714.031 543.682
714.041 426.410
714.050 341.426
714.059 275.391
714.068 224.774
714.077 186.304
714.086 156.164
714.095 132.809
714.104 114.078
714.113 99.2036
714.131 77.0573
714.149 61.8246
714.186 42.9619
714.222 32.2617
714.258 25.6591
714.330 18.3406
714.403 14.6478
714.475 12.5768
714.620 10.5738
714.910 9.59071
715.199 9.90019
715.779 11.9713
716.358 15.5921
716.937 21.4232
717.516 31.1483
718.096 48.2982
718.675 79.4585
719.238 126.884
719.800 158.022
720.363 126.035
720.925 78.7238
721.355 54.0959
721.786 38.2884
722.216 28.0910
722.646 21.3093
723.506 13.3104
724.367 9.03330
725.227 6.50886
726.088 4.90425
727.809 3.06408
729.529 2.09257
731.250 1.51928
732.971 1.15328
734.692 0.905606
738.134 0.601649
741.575 0.429338
745.017 0.322307
748.459 0.251288
755.342 0.165827
762.226 0.118300
769.109 0.0891804
775.993 0.0700872
789.760 0.0475943
803.526 0.0360317
817.293 0.0332179
820.735 0.0365432
824.177 0.0486010
825.898 0.0664787
826.758 0.0846403
827.618 0.118091
828.049 0.146459
828.479 0.189964
828.909 0.261610
829.339 0.392042
829.554 0.501679
829.770 0.668652
829.985 0.941163
830.200 1.43115
830.307 1.83825
830.415 2.45033
830.522 3.43412
830.630 5.16003
830.684 6.56068
830.738 8.62030
830.764 10.0338
830.791 11.8247
830.818 14.1391
830.845 17.1877
830.859 19.1081
830.872 21.3480
830.885 24.0232
830.899 27.2018
830.912 31.0774
830.926 35.7895
830.939 41.6851
830.953 49.0648
830.966 58.6067
830.980 71.0036
830.993 87.7230
831.006 110.497
831.020 142.852
831.033 189.366
831.047 258.046
831.060 359.217
831.080 575.021
831.100 717.298
831.110 674.598
831.120 572.874
831.140 358.432
831.156 241.437
831.172 168.503
831.188 122.093
831.204 91.9002
831.236 56.7246
831.268 38.2458
831.300 27.4081
831.332 20.5851
831.396 12.7948
831.461 8.70678
831.525 6.30387
831.589 4.77429
831.653 3.74151
831.781 2.47657
831.909 1.76227
832.038 1.31967
832.166 1.02665
832.422 0.674982
832.679 0.480195
832.935 0.361119
833.191 0.283049
833.704 0.190266
834.217 0.139331
835.243 0.0881394
836.269 0.0641525
837.294 0.0509730
839.346 0.0376356
843.448 0.0276700
847.551 0.0238540
863.963 0.0195992
880.374 0.0197801
896.785 0.0230778
913.196 0.0323525
921.402 0.0422100
929.608 0.0605239
933.710 0.0760541
937.813 0.0998183
941.916 0.138784
946.019 0.209250
948.070 0.268086
950.122 0.357115
950.635 0.386542
951.147 0.419849
951.660 0.457763
952.173 0.501157
952.686 0.551159
953.199 0.609159
953.712 0.676983
954.224 0.756947
954.737 0.852166
955.250 0.966730
955.763 1.10631
956.276 1.27865
956.789 1.49495
957.302 1.77136
957.814 2.13245
958.327 2.61631
958.840 3.28550
959.353 4.24695
959.866 5.69758
960.379 8.02742
960.892 12.0991
961.148 15.3641
961.404 20.0851
961.661 27.2090
961.917 38.4727
962.174 57.1284
962.430 88.5715
962.715 141.776
963.000 177.631
963.285 142.440
963.570 89.0711
963.855 54.8216
964.139 35.6356
964.424 24.5752
964.709 17.8160
964.993 13.4454
965.278 10.4793
965.847 6.85197
966.416 4.81523
966.985 3.56411
968.124 2.17488
969.262 1.46343
970.401 1.05182
971.539 0.792696
972.678 0.619165
974.954 0.408560
977.231 0.290580
979.508 0.217971
981.785 0.170174
986.339 0.113244
990.893 0.0820569
995.446 0.0632867
1000.00 0.0512707
1008.84 0.0381499
1017.68 0.0322829
1026.52 0.0309561
1035.36 0.0342107
1044.19 0.0455781
1048.61 0.0580653
1053.03 0.0814335
1055.24 0.101296
1057.45 0.131714
1059.66 0.181623
1061.87 0.271900
1062.98 0.347371
1064.08 0.461682
1065.19 0.646890
1065.46 0.711182
1065.74 0.785803
1066.01 0.873086
1066.29 0.976067
1066.57 1.09923
1066.84 1.24706
1067.12 1.42727
1067.40 1.65005
1067.67 1.93105
1067.95 2.28954
1068.22 2.75856
1068.50 3.38845
1068.78 4.26541
1069.05 5.52610
1069.33 7.43655
1069.61 10.5250
1069.88 15.9720
1070.02 20.3820
1070.16 26.8174
1070.30 36.6423
1070.43 52.4388
1070.57 79.1900
1070.71 125.528
1070.86 201.041
1071.00 251.441
1071.15 201.530
1071.29 126.331
1071.39 90.9870
1071.49 66.9065
1071.68 39.3150
1071.87 25.3230
1072.07 17.5561
1072.26 12.8168
1072.45 9.76052
1072.84 6.18475
1073.23 4.25724
1073.61 3.10950
1074.38 1.86631
1075.16 1.24511
1075.93 0.891264
1076.70 0.670934
1077.48 0.524602
1079.02 0.348622
1080.57 0.251089
1082.11 0.191685
1083.66 0.153054
1086.75 0.108211
1089.84 0.0852634
1096.03 0.0687142
1102.21 0.0767373
1105.31 0.0929882
1108.40 0.126477
1109.94 0.155835
1111.49 0.201321
1113.04 0.276447
1114.58 0.412793
1115.35 0.526730
1116.13 0.699074
1116.51 0.820603
1116.90 0.977570
1117.29 1.18637
1117.48 1.31702
1117.67 1.47091
1117.87 1.65492
1118.06 1.87501
1118.25 2.14264
1118.45 2.47254
1118.64 2.88795
1118.83 3.41507
1119.03 4.10136
1119.22 5.01753
1119.41 6.28580
1119.61 8.08917
1119.80 10.7871
1119.99 15.0716
1120.19 22.4834
1120.28 28.3438
1120.38 36.5981
1120.48 48.9213
1120.57 67.6794
1120.67 97.9396
1120.77 146.191
1120.88 234.541
1121.00 292.896
1121.12 233.761
1121.24 146.195
1121.36 86.2900
1121.49 54.4379
1121.62 36.7903
1121.75 26.3649
1121.87 19.6924
1122.00 15.2595
1122.26 9.88547
1122.51 6.89833
1122.77 5.08734
1123.28 3.09161
1123.79 2.07516
1124.30 1.49095
1124.81 1.12415
1125.32 0.878972
1126.34 0.581725
1127.36 0.415650
1128.38 0.313420
1129.40 0.246207
1131.44 0.166089
1133.48 0.122142
1137.56 0.0785802
1141.65 0.0593104
1145.73 0.0502662
1153.89 0.0472983
1162.06 0.0611490
1166.14 0.0788916
1170.22 0.113051
1172.26 0.142298
1174.30 0.187109
1176.35 0.260393
1178.39 0.391972
1178.90 0.441380
1179.41 0.500942
1179.92 0.573780
1180.17 0.616442
1180.43 0.664139
1180.68 0.717916
1180.94 0.778354
1181.19 0.846869
1181.45 0.924963
1181.70 1.01450
1181.96 1.11783
1182.21 1.23792
1182.47 1.37860
1182.98 1.74397
1183.49 2.27562
1184.00 3.09289
1184.25 3.67650
1184.51 4.44085
1184.77 5.47252
1185.02 6.89708
1185.28 8.94525
1185.53 12.0268
1185.79 16.9303
1186.04 25.2821
1186.30 40.6225
1186.42 53.0628
1186.55 70.1239
1186.78 111.992
1187.00 139.491
1187.23 111.348
1187.45 69.6100
1187.68 42.7871
1187.90 27.8412
1188.13 19.2175
1188.35 13.9424
1188.58 10.5286
1188.80 8.21017
1189.25 5.37279
1189.70 3.77572
1190.15 2.79647
1191.05 1.70823
1191.95 1.14997
1192.85 0.827161
1193.75 0.623787
1194.65 0.487493
1196.45 0.321842
1198.25 0.228947
1200.06 0.171626
1201.86 0.133812
1205.46 0.0885290
1209.06 0.0634533
1212.66 0.0481035
1216.26 0.0380109
1223.46 0.0259443
1230.66 0.0192473
1245.07 0.0124005
1259.47 0.00912008
1273.88 0.00730154
1302.69 0.00554814
1331.50 0.00501565
1360.30 0.00544388
1374.71 0.00630721
1389.11 0.00852473
1396.32 0.0112933
1399.92 0.0139207
1403.52 0.0185835
1407.12 0.0283452
1408.92 0.0379820
1410.72 0.0554851
1411.62 0.0702451
1412.52 0.0927904
1413.42 0.129832
1414.32 0.197176
1414.77 0.253913
1415.22 0.340182
1415.67 0.481061
1416.12 0.734659
1416.35 0.945512
1416.57 1.26326
1416.80 1.77444
1416.91 2.15758
1417.02 2.67459
1417.14 3.41044
1417.25 4.48566
1417.30 5.23915
1417.36 6.18002
1417.42 7.39779
1417.47 9.01189
1417.53 11.2594
1417.59 14.3871
1417.64 19.0000
1417.70 26.1836
1417.75 38.4663
1417.78 47.7749
1417.81 60.6943
1417.84 79.1737
1417.87 106.440
1417.89 147.718
1417.92 210.323
1417.96 337.267
1418.00 423.786
1418.04 340.291
1418.08 212.676
1418.10 153.011
1418.13 113.704
1418.18 67.0579
1418.23 43.3752
1418.28 30.3014
1418.33 22.1479
1418.38 16.8571
1418.48 10.7126
1418.59 7.36692
1418.69 5.38629
1418.89 3.23516
1419.09 2.15180
1419.30 1.53430
1419.50 1.14952
1419.70 0.894789
1420.11 0.586168
1420.51 0.414855
1420.92 0.309585
1421.32 0.240628
1422.13 0.158474
1422.94 0.113369
1423.76 0.0860054
1424.57 0.0682096
1426.19 0.0472566
1427.81 0.0359639
1431.05 0.0250695
1434.30 0.0204916
1437.54 0.0185079
1444.03 0.0180431
1450.51 0.0202770
1457.00 0.0252246
1463.49 0.0364255
1465.11 0.0429138
1466.73 0.0569408
1467.54 0.0739242
1468.35 0.118894
1468.76 0.179388
1468.96 0.238932
1469.16 0.345717
1469.37 0.570681
1469.47 0.788848
1469.57 1.17593
1469.62 1.49694
1469.67 1.97607
1469.72 2.73677
1469.77 4.01639
1469.82 6.54197
1469.85 8.75130
1469.87 12.2896
1469.90 18.7813
1469.92 31.1523
1469.94 42.7308
1469.95 59.6212
1469.96 90.0179
1469.97 138.766
1469.99 220.837
1470.00 277.067
1470.01 220.840
1470.03 138.769
1470.04 84.1966
1470.06 54.6355
1470.07 36.7384
1470.09 26.7145
1470.10 19.8427
1470.11 15.5340
1470.14 10.2305
1470.17 7.15001
1470.20 5.27521
1470.26 3.23657
1470.32 2.17804
1470.37 1.57815
1470.49 0.946002
1470.60 0.635589
1470.72 0.463313
1470.94 0.286599
1471.17 0.203111
1471.40 0.157381
1471.86 0.112054
1472.78 0.0813213
1473.69 0.0728681
1475.52 0.0726159
1477.36 0.0801102
1481.02 0.108935
1484.68 0.164017
1486.52 0.210226
1488.35 0.279975
1489.26 0.328945
1489.72 0.358463
1489.95 0.374751
1490.18 0.392185
1490.64 0.430947
1491.10 0.475801
1491.55 0.528090
1492.01 0.589547
1492.47 0.662440
1492.93 0.749782
1493.39 0.855645
1493.84 0.985636
1494.30 1.14765
1494.76 1.35306
1495.22 1.61878
1495.68 1.97071
1496.13 2.45017
1496.59 3.12616
1497.05 4.12052
1497.51 5.66336
1497.97 8.22683
1498.42 12.8798
1498.65 16.7073
1498.88 22.2975
1499.11 30.6519
1499.34 43.1327
1499.67 69.0696
1500.00 86.5298
1500.33 69.3379
1500.66 43.3349
1501.02 25.5270
1501.38 16.0766
1501.74 10.8506
1502.10 7.75567
1502.46 5.78913
1502.82 4.47796
1503.55 2.89581
1504.27 2.01948
1504.99 1.48716
1506.43 0.901278
1507.87 0.603536
1509.32 0.432286
1510.76 0.324840
1512.20 0.253057
1515.08 0.166114
1517.97 0.117506
1520.85 0.0876155
1523.74 0.0679414
1529.51 0.0444581
1535.28 0.0315193
1541.05 0.0236403
1546.82 0.0184942
1558.36 0.0124224
1569.89 0.00919917
1581.43 0.00785741
1584.32 0.00818976
1587.20 0.00988045
1590.09 0.0204566
1590.81 0.0315457
1591.53 0.0628948
1591.89 0.106100
1592.25 0.225609
1592.43 0.387715
1592.52 0.544596
1592.61 0.822185
1592.70 1.38493
1592.75 1.91278
1592.79 2.81101
1592.84 4.52333
1592.86 6.06790
1592.88 8.40743
1592.91 12.6036
1592.93 20.2205
1592.94 27.4359
1592.95 37.6342
1592.96 53.6155
1592.97 78.8120
1592.99 126.091
1593.00 157.611
1593.01 126.096
1593.03 78.8159
1593.04 53.6185
1593.05 37.6364
1593.06 27.4376
1593.07 20.7130
1593.09 12.8521
1593.12 8.82740
1593.14 6.32614
1593.16 4.74707
1593.20 2.97732
1593.25 2.02174
1593.29 1.47159
1593.38 0.874983
1593.46 0.580035
1593.55 0.413104
1593.72 0.241658
1594.07 0.113214
1594.42 0.0669457
1595.11 0.0331129
1595.81 0.0210457
1598.59 0.00909889
1604.15 0.00573063
1615.26 0.00435412
1637.50 0.00336971
1659.74 0.00303197
1665.30 0.00313186
1670.85 0.00359796
1676.41 0.00646214
1679.19 0.0180276
1679.89 0.0299060
1680.58 0.0633358
1680.93 0.109317
1681.28 0.236281
1681.45 0.407520
1681.54 0.573813
1681.62 0.863423
1681.71 1.45414
1681.76 2.01488
1681.80 2.94453
1681.84 4.75308
1681.86 6.34515
1681.89 8.72819
1681.91 12.9520
1681.93 20.4449
1681.94 27.0537
1681.95 37.0492
1681.96 52.6459
1681.97 75.9924
1681.99 122.370
1682.00 152.187
1682.01 122.373
1682.03 75.9955
1682.04 47.6676
1682.06 31.0714
1682.07 21.4639
1682.08 15.5774
1682.10 11.7647
1682.11 9.17407
1682.14 6.08569
1682.17 4.26925
1682.19 3.18739
1682.25 1.95185
1682.31 1.30733
1682.36 0.941368
1682.47 0.554743
1682.58 0.364346
1682.69 0.258492
1682.91 0.149885
1683.35 0.0694449
1683.79 0.0405604
1684.68 0.0195688
1685.56 0.0121336
1689.09 0.00486642
1696.15 0.00298869
1710.26 0.00246701
1738.50 0.00239844
1752.61 0.00255630
1766.73 0.00302752
1773.79 0.00364160
1777.32 0.00423130
1780.84 0.00528257
1784.37 0.00748827
1786.14 0.00966771
1787.90 0.0136306
1788.79 0.0169775
1789.67 0.0220991
1790.55 0.0305381
1791.43 0.0459526
1791.87 0.0590047
1792.31 0.0789506
1792.76 0.111755
1793.20 0.171430
1793.42 0.221715
1793.64 0.297948
1793.86 0.422976
1794.08 0.646834
1794.19 0.834632
1794.30 1.11512
1794.41 1.56546
1794.52 2.35615
1794.58 3.01120
1794.63 3.96076
1794.69 5.43952
1794.71 6.53085
1794.74 7.92416
1794.77 9.89339
1794.80 12.5694
1794.82 16.6537
1794.84 19.4698
1794.85 22.7602
1794.86 27.3010
1794.88 33.2941
1794.89 41.3967
1794.91 51.7134
1794.92 67.4011
1794.93 90.4942
1794.95 125.328
1794.96 176.062
1794.98 280.310
1795.00 353.756
1795.01 332.938
1795.02 282.084
1795.04 177.441
1795.06 104.402
1795.08 66.4767
1795.10 44.4593
1795.13 32.0002
1795.15 23.7256
1795.17 18.4510
1795.21 11.9213
1795.25 8.31222
1795.30 6.11784
1795.38 3.72389
1795.47 2.49038
1795.55 1.78146
1795.64 1.33720
1795.73 1.04351
1795.90 0.683395
1796.07 0.483237
1796.24 0.359973
1796.41 0.278734
1796.75 0.181507
1797.10 0.127962
1797.44 0.0953804
1797.78 0.0741501
1798.47 0.0489561
1799.15 0.0352338
1799.84 0.0269569
1800.52 0.0216058
1801.89 0.0154055
1803.26 0.0122025
1806.01 0.00966948
1808.75 0.0100787
1811.49 0.0148956
1812.86 0.0224969
1814.23 0.0445767
1814.92 0.0754169
1815.60 0.162142
1815.94 0.281275
1816.11 0.398487
1816.29 0.609374
1816.46 1.05231
1816.54 1.48216
1816.63 2.23003
1816.67 2.84485
1816.71 3.75335
1816.76 5.17604
1816.80 7.51132
1816.84 11.9920
1816.86 15.9895
1816.89 21.9544
1816.91 32.4722
1816.93 50.9601
1816.94 67.0886
1816.95 88.5420
1816.96 123.975
1816.97 172.153
1816.99 275.328
1817.00 344.064
1817.02 275.331
1817.03 172.156
1817.05 105.973
1817.06 70.7651
1817.07 49.7763
1817.09 36.6139
1817.12 21.9558
1817.14 14.5284
1817.17 10.1762
1817.20 7.58573
1817.26 4.67163
1817.31 3.14050
1817.37 2.26653
1817.43 1.70436
1817.48 1.33364
1817.60 0.877706
1817.71 0.621508
1817.93 0.359816
1818.16 0.234618
