Sr-87(n,tot) ENDF/B-VII.1
966.012 8.46127
966.066 9.98026
966.119 12.4963
966.173 17.0116
966.226 25.9646
966.253 33.9433
966.280 46.4272
966.307 66.6856
966.334 99.7699
966.367 163.619
966.400 212.005
966.433 177.761
966.467 117.691
966.499 77.7176
966.532 54.5115
966.565 40.6550
966.598 31.9751
966.630 26.2020
966.663 22.2046
966.729 17.1554
966.794 14.2045
966.860 12.3221
966.991 10.1262
967.122 8.92519
967.253 8.18660
967.384 7.69427
967.515 7.34630
967.777 6.89246
968.039 6.61311
968.301 6.42564
968.562 6.29192
969.086 6.11475
969.610 6.00325
970.134 5.92676
970.658 5.87105
971.706 5.79514
972.754 5.74553
973.802 5.71026
974.850 5.68364
976.946 5.64547
979.042 5.61867
983.233 5.58154
987.425 5.55507
991.617 5.53378
1000.00 5.49875
1022.99 5.42023
1045.99 5.34674
1091.97 5.18732
1137.95 4.98411
1160.95 4.84790
1166.69 4.80564
1172.44 4.75512
1175.32 4.72316
1176.75 4.70372
1178.19 4.68023
1179.63 4.64990
1180.35 4.63062
1181.06 4.60754
1181.78 4.58095
1182.14 4.56866
1182.50 4.56333
1182.86 4.58606
1183.04 4.63022
1183.22 4.73479
1183.31 4.83592
1183.40 5.00143
1183.49 5.28567
1183.58 5.80133
1183.67 6.86212
1183.71 7.83192
1183.76 9.40455
1183.80 12.1426
1183.85 17.3776
1183.87 21.9885
1183.89 28.6472
1183.92 38.8783
1183.94 54.6432
1183.97 87.9572
1184.00 112.971
1184.03 94.7097
1184.06 63.0856
1184.10 39.0281
1184.14 26.5419
1184.17 19.7270
1184.21 15.7797
1184.25 13.1862
1184.28 11.4805
1184.36 9.35154
1184.43 8.13791
1184.50 7.37593
1184.65 6.49903
1184.79 6.02222
1184.94 5.73296
1185.23 5.40446
1185.53 5.22618
1185.82 5.11623
1186.40 4.98790
1186.99 4.91532
1187.57 4.86810
1188.74 4.80873
1189.91 4.77107
1191.08 4.74350
1193.42 4.70250
1198.10 4.64190
1202.78 4.58999
1221.50 4.38127
1230.86 4.25970
1240.22 4.11552
1244.90 4.02824
1249.58 3.91863
1251.92 3.84521
1253.09 3.79872
1254.26 3.74065
1255.43 3.66276
1256.01 3.61176
1256.60 3.54912
1257.18 3.47441
1257.47 3.43751
1257.77 3.41632
1257.91 3.42431
1258.06 3.46265
1258.21 3.56548
1258.35 3.81641
1258.50 4.45349
1258.57 5.12396
1258.64 6.33486
1258.72 8.72660
1258.75 10.8716
1258.79 14.1283
1258.83 19.6530
1258.84 23.6916
1258.86 29.1254
1258.88 37.0647
1258.90 47.6552
1258.92 62.6048
1258.94 83.5907
1258.95 110.018
1258.97 139.344
1259.00 180.921
1259.02 174.233
1259.03 152.439
1259.07 102.187
1259.10 63.8609
1259.14 43.5105
1259.17 31.8919
1259.21 24.7902
1259.25 20.1663
1259.28 16.9930
1259.35 13.0324
1259.43 10.7338
1259.50 9.27050
1259.64 7.56059
1259.79 6.61459
1259.93 6.03286
1260.08 5.64138
1260.22 5.36200
1260.51 4.99150
1260.80 4.75987
1261.09 4.60081
1261.37 4.48542
1261.95 4.32757
1262.53 4.22359
1263.68 4.09118
1264.83 4.00593
1265.99 3.94302
1268.29 3.84876
1272.91 3.70948
1277.52 3.59320
1286.75 3.39391
1295.98 3.28456
1300.59 3.32543
1305.21 3.52083
1309.82 4.04376
1314.43 5.31747
1316.74 6.54600
1319.05 8.54438
1321.36 11.9331
1323.66 18.0387
1325.97 30.0541
1327.12 40.6163
1328.28 57.0256
1329.43 83.9622
1330.58 131.059
1331.74 219.709
1332.31 292.417
1332.89 394.093
1333.95 664.230
1335.00 874.864
1336.06 738.000
1337.11 486.723
1338.12 321.420
1339.13 223.065
1340.15 163.515
1341.16 125.635
1342.17 100.230
1343.18 82.4513
1345.20 59.8001
1347.23 46.4114
1349.25 37.7917
1353.30 27.6229
1357.34 21.9811
1361.39 18.4647
1365.43 16.0851
1369.48 14.3720
1377.57 12.0434
1385.67 10.4188
1389.71 9.66684
1391.74 9.25623
1393.76 8.78115
1395.78 8.17412
1396.79 7.77976
1397.80 7.28490
1398.31 6.98529
1398.82 6.64394
1399.32 6.26352
1399.83 5.88049
1400.08 5.72926
1400.33 5.67160
1400.59 5.84064
1400.84 6.57033
1401.09 8.81481
1401.22 11.3350
1401.35 15.9176
1401.41 19.6771
1401.47 24.9603
1401.54 32.6833
1401.60 44.3337
1401.66 62.5764
1401.72 92.3668
1401.79 143.035
1401.85 230.664
1401.93 401.208
1402.00 546.445
1402.08 476.519
1402.15 324.734
1402.22 220.106
1402.30 156.996
1402.37 118.372
1402.44 93.8070
1402.51 76.9146
1402.59 64.9735
1402.73 49.6552
1402.88 40.3687
1403.02 34.3321
1403.31 27.0302
1403.61 22.8758
1403.90 20.2324
1404.19 18.4166
1404.48 17.1019
1405.06 15.3197
1405.64 14.1756
1406.22 13.3757
1406.80 12.7850
1407.97 11.9623
1409.13 11.4108
1411.46 10.6989
1413.78 10.2412
1416.11 9.90989
1420.76 9.44014
1425.42 9.10574
1430.07 8.84549
1439.37 8.45216
1457.99 7.92906
1476.60 7.58321
1495.21 7.33284
1513.82 7.14148
1551.05 6.86528
1588.27 6.67225
1625.49 6.52577
1662.72 6.40291
1672.02 6.37218
1681.33 6.33816
1685.98 6.31783
1690.64 6.29153
1692.96 6.27306
1695.29 6.24531
1696.45 6.22335
1697.62 6.18839
1698.20 6.16140
1698.78 6.12574
1699.07 6.11067
1699.36 6.13284
1699.51 6.21366
1699.58 6.31298
1699.65 6.50471
1699.72 6.91727
1699.76 7.29431
1699.80 7.90265
1699.83 8.98153
1699.87 10.9334
1699.91 14.8722
1699.92 18.3111
1699.94 23.3776
1699.97 36.1037
1700.00 46.0260
1700.03 39.9612
1700.06 28.7254
1700.08 23.2210
1700.10 19.4775
1700.13 14.7374
1700.17 12.1663
1700.21 10.6445
1700.24 9.67332
1700.28 9.01500
1700.35 8.20915
1700.43 7.73596
1700.50 7.43495
1700.65 7.08352
1700.94 6.76412
1701.24 6.62003
1701.83 6.48737
1702.42 6.42475
1703.60 6.36229
1704.78 6.32836
1707.14 6.28465
1709.50 6.24759
1711.86 6.20341
1713.04 6.17372
1714.22 6.13384
1715.40 6.07504
1715.99 6.03316
1716.58 5.97766
1717.17 5.90220
1717.46 5.85609
1717.76 5.80901
1718.05 5.78487
1718.20 5.81035
1718.35 5.91444
1718.49 6.24177
1718.57 6.61805
1718.64 7.31825
1718.71 8.77191
1718.75 10.0867
1718.79 12.1029
1718.82 15.5499
1718.86 21.7141
1718.90 33.5894
1718.92 43.1887
1718.93 56.6814
1718.95 73.7289
1718.97 92.8283
1719.00 121.965
1719.03 105.363
1719.07 72.4166
1719.10 48.4917
1719.14 35.1157
1719.17 26.9864
1719.20 22.0484
1719.24 18.6788
1719.27 16.4026
1719.34 13.5017
1719.41 11.7606
1719.48 10.6534
1719.62 9.32892
1719.75 8.58456
1719.89 8.12186
1720.16 7.58243
1720.44 7.28162
1720.71 7.09285
1721.26 6.86984
1721.81 6.74294
1722.36 6.66129
1723.46 6.56224
1724.55 6.50384
1725.65 6.46499
1727.85 6.41554
1730.04 6.38447
1732.24 6.36241
1736.63 6.33167
1741.02 6.30985
1745.40 6.29255
1754.18 6.26489
1771.74 6.22195
1789.30 6.18610
1859.53 6.06576
1929.77 5.94927
1964.88 5.87771
1982.44 5.82949
1991.22 5.79633
1995.61 5.77431
2000.00 5.74447
2003.23 5.71200
2004.85 5.68903
2006.47 5.65760
2008.08 5.61049
2008.89 5.57621
2009.70 5.52944
2010.51 5.46186
2010.91 5.41637
2011.32 5.36125
2011.72 5.30191
2011.92 5.28162
2012.13 5.29276
2012.33 5.41049
2012.43 5.58253
2012.53 5.94944
2012.63 6.78863
2012.68 7.61984
2012.73 9.00121
2012.78 11.5675
2012.83 16.6032
2012.86 21.2763
2012.88 28.2968
2012.91 39.5232
2012.93 57.6070
2012.95 75.1015
2012.97 94.7041
2013.00 124.498
2013.03 107.114
2013.07 73.1576
2013.11 46.6196
2013.14 32.4372
2013.18 24.5248
2013.22 19.8554
2013.26 16.7468
2013.30 14.6724
2013.38 12.0428
2013.45 10.5127
2013.53 9.53456
2013.68 8.38380
2013.84 7.74447
2013.99 7.34465
2014.30 6.87935
2014.61 6.62068
2014.92 6.45746
2015.53 6.26423
2016.15 6.15384
2016.76 6.08254
2018.00 5.99513
2019.23 5.94276
2020.46 5.90719
2022.93 5.86021
2025.39 5.82867
2027.86 5.80446
2032.78 5.76608
2042.64 5.70128
2052.50 5.63317
2062.36 5.54872
2072.22 5.43078
2077.15 5.34868
2082.08 5.23792
2084.54 5.16383
2087.01 5.06563
2088.24 4.99941
2089.47 4.91029
2090.09 4.85181
2090.70 4.78807
2091.01 4.77494
2091.17 4.79369
2091.32 4.86338
2091.47 5.07244
2091.55 5.30812
2091.63 5.75030
2091.70 6.65426
2091.74 7.48427
2091.78 8.77053
2091.82 10.9984
2091.86 14.9324
2091.90 22.9183
2091.92 29.6039
2091.94 39.7589
2091.95 51.0544
2091.97 64.3124
2092.00 83.5569
2092.03 71.5704
2092.06 48.8506
2092.08 38.3766
2092.10 31.0798
2092.14 21.9270
2092.18 16.7434
2092.22 13.7288
2092.26 11.7433
2092.30 10.4293
2092.37 8.79363
2092.45 7.83473
2092.52 7.23222
2092.68 6.51970
2092.83 6.12176
2092.98 5.87366
2093.29 5.58060
2093.90 5.30033
2094.52 5.15559
2095.74 4.98208
2096.97 4.85524
2099.42 4.61876
2101.87 4.34554
2103.10 4.18302
2104.32 4.00030
2105.55 3.80323
2106.78 3.62518
2107.39 3.57808
2108.00 3.61154
2108.61 3.82866
2109.23 4.48590
2109.84 6.31662
2110.15 8.30980
2110.45 11.9293
2110.76 19.0727
2110.91 25.2715
2111.07 34.7695
2111.22 49.9856
2111.37 75.6663
2111.53 121.409
2111.68 205.212
2111.84 351.549
2112.00 471.413
2112.16 405.101
2112.32 272.170
2112.44 200.216
2112.56 151.572
2112.68 118.276
2112.79 95.3548
2113.03 66.7428
2113.26 50.4558
2113.50 40.3126
2113.73 33.5456
2114.20 25.2917
2114.67 20.5752
2115.14 17.5857
2115.61 15.5479
2116.08 14.0822
2117.02 12.1336
2117.96 10.9097
2118.90 10.0761
2119.84 9.47512
2121.72 8.66865
2123.60 8.15526
2125.48 7.80075
2127.36 7.54167
2131.12 7.18822
2134.88 6.95840
2138.64 6.79665
2142.40 6.67639
2149.92 6.50866
2157.44 6.39630
2164.96 6.31491
2172.47 6.25257
2187.51 6.16160
2202.55 6.09631
2232.62 6.00244
2262.70 5.92955
2292.77 5.85982
2307.81 5.82012
2315.33 5.79683
2322.85 5.76907
2330.37 5.73278
2334.13 5.70852
2337.89 5.67648
2341.65 5.62953
2343.53 5.59538
2345.41 5.54776
2347.29 5.47495
2348.23 5.42125
2349.16 5.34709
2350.10 5.23829
2350.57 5.16358
2351.04 5.07075
2351.51 4.96405
2351.75 4.91899
2351.98 4.91322
2352.22 5.05147
2352.34 5.27990
2352.45 5.78240
2352.57 6.97321
2352.63 8.15809
2352.69 10.1453
2352.75 13.8455
2352.81 21.1545
2352.84 27.9106
2352.87 38.1166
2352.89 54.4531
2352.92 80.7992
2352.96 136.219
2353.00 179.881
2353.02 174.860
2353.04 154.303
2353.08 105.244
2353.12 68.4733
2353.16 47.8224
2353.20 35.8676
2353.25 28.4818
2353.29 23.6301
2353.33 20.2746
2353.41 16.0837
2353.50 13.5864
2353.58 11.9819
2353.75 10.0937
2353.92 9.03256
2354.08 8.37093
2354.25 7.92127
2354.42 7.59786
2354.75 7.16571
2355.09 6.89295
2355.42 6.70601
2355.76 6.57057
2356.43 6.38671
2357.09 6.26830
2358.43 6.12410
2359.77 6.03878
2361.11 5.98170
2363.79 5.90835
2366.47 5.86118
2369.14 5.82654
2374.50 5.77467
2379.85 5.73260
2385.21 5.69315
2395.92 5.60756
2401.27 5.55500
2406.63 5.49011
2411.98 5.40518
2417.34 5.28592
2420.02 5.20509
2422.69 5.10197
2425.37 4.96534
2428.05 4.77583
2429.39 4.65096
2430.73 4.49745
2432.06 4.30648
2433.40 4.07020
2434.07 3.93627
2434.74 3.80120
2435.41 3.69073
2436.08 3.68427
2436.41 3.78715
2436.75 4.05081
2437.08 4.63710
2437.42 5.91401
2437.75 8.86674
2437.92 11.7379
2438.09 16.5614
2438.26 25.2607
2438.34 32.2579
2438.42 42.1222
2438.51 56.7712
2438.59 78.6175
2438.67 112.797
2438.76 165.127
2438.88 283.585
2439.00 381.674
2439.12 329.692
2439.24 222.806
2439.32 170.901
2439.40 133.995
2439.55 88.3217
2439.71 63.4997
2439.86 48.8516
2440.02 39.4082
2440.17 33.0282
2440.48 25.0756
2440.79 20.4589
2441.10 17.5051
2441.72 14.0173
2442.34 12.0667
2442.95 10.8387
2443.57 10.0014
2444.19 9.39718
2445.43 8.58721
2446.66 8.07275
2447.90 7.71805
2449.13 7.45917
2451.61 7.10698
2454.08 6.87886
2456.55 6.71888
2459.02 6.60040
2463.97 6.43607
2468.91 6.32689
2473.86 6.24852
2478.80 6.18910
2488.69 6.10385
2498.58 6.04436
2518.36 5.96330
2538.14 5.90681
2557.92 5.86184
2597.48 5.78531
2637.04 5.70735
2656.82 5.66028
2676.60 5.60020
2686.49 5.56150
2696.38 5.51314
2706.27 5.44946
2716.16 5.35949
2721.10 5.29803
2726.05 5.21885
2730.99 5.11235
2735.94 4.96065
2738.41 4.85755
2740.88 4.72652
2743.36 4.55461
2745.83 4.32110
2747.07 4.17128
2748.30 3.99308
2749.54 3.78319
2750.77 3.55082
2751.39 3.44227
2752.01 3.36766
2752.63 3.38905
2753.25 3.67082
2753.86 4.71045
2754.17 5.96423
2754.48 8.38887
2754.64 10.4363
2754.79 13.4375
2754.95 18.0431
2755.10 25.3111
2755.25 37.5524
2755.41 59.2383
2755.56 101.068
2755.64 135.631
2755.72 184.525
2755.86 318.138
2756.00 427.772
2756.14 368.335
2756.28 248.424
2756.39 180.404
2756.50 135.315
2756.61 105.169
2756.72 84.4718
2756.93 58.9604
2757.15 44.6595
2757.37 35.7641
2757.58 29.8774
2758.02 22.6940
2758.45 18.5933
2758.88 15.9930
2759.31 14.2186
2759.75 12.9408
2760.61 11.2388
2761.48 10.1670
2762.35 9.43523
2763.21 8.90671
2764.94 8.19579
2766.67 7.74215
2768.41 7.42837
2770.14 7.19883
2773.60 6.88540
2777.06 6.68157
2780.53 6.53820
2783.99 6.43174
2790.92 6.28363
2797.85 6.18489
2804.77 6.11379
2811.70 6.05973
2825.55 5.98184
2839.41 5.92718
2867.11 5.85211
2894.82 5.79924
2922.53 5.75654
2950.24 5.71737
2964.09 5.69503
2971.02 5.67712
2974.48 5.65612
2976.21 5.62731
2977.08 5.59677
2977.51 5.61418
2977.62 5.66854
2977.73 5.84340
2977.78 6.06959
2977.83 6.57228
2977.89 7.88862
2977.92 9.36321
2977.94 12.1776
2977.97 16.9731
2978.00 21.1137
2978.03 18.9414
2978.06 14.6171
2978.08 12.1488
2978.10 10.4770
2978.14 8.62465
2978.19 7.67218
2978.23 7.14643
2978.32 6.59478
2978.40 6.32807
2978.58 6.07492
2978.75 5.95978
2979.45 5.80582
2980.83 5.73903
2983.61 5.70641
2989.16 5.68554
3000.26 5.66375
3011.36 5.64483
3022.46 5.62414
3033.57 5.59802
3039.12 5.58065
3044.67 5.55756
3050.22 5.52329
3052.99 5.49805
3055.77 5.46250
3058.54 5.40761
3059.93 5.36682
3061.32 5.31018
3062.71 5.22658
3063.40 5.16878
3064.09 5.09643
3064.79 5.01109
3065.13 4.97234
3065.48 4.95903
3065.83 5.04238
3066.00 5.19110
3066.18 5.52369
3066.35 6.30687
3066.44 7.07589
3066.52 8.35249
3066.61 10.6564
3066.70 15.0505
3066.74 18.8968
3066.78 24.5256
3066.83 33.0941
3066.87 46.1525
3066.90 60.1099
3066.93 76.9971
3067.00 102.996
3067.07 90.0035
3067.13 62.4037
3067.21 40.9060
3067.28 29.2299
3067.36 22.5399
3067.43 18.4281
3067.51 15.7326
3067.58 13.8687
3067.73 11.5160
3067.88 10.1217
3068.03 9.22792
3068.33 8.16265
3068.64 7.56049
3068.94 7.18102
3069.54 6.73311
3070.14 6.48083
3070.74 6.32015
3071.94 6.12832
3073.14 6.01793
3074.34 5.94627
3076.75 5.85860
3079.15 5.80657
3081.55 5.77180
3086.36 5.72743
3091.17 5.69946
3095.97 5.67953
3105.59 5.65155
3115.20 5.63134
3124.81 5.61494
3144.04 5.58758
3182.49 5.53983
3201.72 5.51417
3211.33 5.49622
3216.14 5.47810
3218.54 5.45388
3219.74 5.42239
3220.34 5.40489
3220.64 5.49664
3220.72 5.61768
3220.79 5.93087
3220.87 6.94435
3220.91 8.38237
3220.94 11.7001
3220.97 16.2913
3221.00 20.2633
3221.03 18.2044
3221.06 14.0729
3221.10 10.4148
3221.13 8.63397
3221.21 7.12120
3221.29 6.52313
3221.36 6.22393
3221.67 5.80799
3222.27 5.63264
3223.49 5.55727
3225.93 5.52151
3230.79 5.50014
3240.53 5.47998
3260.00 5.44723
3269.73 5.42840
3279.47 5.40360
3284.33 5.38549
3289.20 5.35659
3291.63 5.33190
3294.07 5.28828
3295.28 5.24930
3296.50 5.18142
3297.11 5.12495
3297.72 5.04273
3298.02 4.99731
3298.33 5.00194
3298.48 5.11282
3298.63 5.57085
3298.71 6.23920
3298.78 7.87655
3298.82 9.61095
3298.86 12.7926
3298.90 19.1188
3298.92 24.5563
3298.93 32.9214
3298.95 42.2034
3298.97 53.3317
3299.00 71.0071
3299.03 61.8811
3299.07 43.5240
3299.09 32.9902
3299.12 25.8859
3299.14 21.1346
3299.17 17.8726
3299.22 13.8643
3299.26 11.6377
3299.31 10.2229
3299.36 9.28173
3299.46 8.14373
3299.66 7.07002
3299.86 6.57841
3300.26 6.12919
3300.66 5.92411
3301.45 5.73299
3302.25 5.64292
3303.84 5.55591
3305.43 5.51279
3308.61 5.46806
3311.79 5.44328
3318.15 5.41262
3324.51 5.39057
3337.23 5.35197
3349.95 5.30976
3362.67 5.25336
3369.04 5.21385
3375.40 5.15938
3378.58 5.12271
3381.76 5.07583
3384.94 5.01305
3388.12 4.92363
