Se-74(n,g) ENDF/B-VII.1
2451.97 0.00848529
2488.98 0.00618768
2525.99 0.00486715
2600.00 0.00342878
2600.00 0.702917
3000.00 0.655579
3500.00 0.609003
4000.00 0.576415
5000.00 0.526133
6000.00 0.487016
7000.00 0.454938
8000.00 0.431382
10000.0 0.390035
12500.0 0.348399
15000.0 0.318716
17000.0 0.297423
20000.0 0.271420
25000.0 0.237990
30000.0 0.212758
35000.0 0.193109
40000.0 0.176768
50000.0 0.153200
60000.0 0.136230
70000.0 0.123949
80000.0 0.114442
99999.9 0.101153
100000 0.101229
150000 0.0845210
200000 0.0776791
250000 0.0749166
300000 0.0742427
500000 0.0791900
578319 0.0823522
643462 0.0847517
700000 0.0575348
800000 0.0480900
865450 0.0457963
900000 0.0438925
1.00000E+06 0.0419620
1.01563E+06 0.0420244
1.03125E+06 0.0420860
1.04688E+06 0.0421467
1.06250E+06 0.0422066
1.07813E+06 0.0422658
1.09375E+06 0.0423241
1.10938E+06 0.0423817
1.12500E+06 0.0424386
1.14063E+06 0.0424948
1.15625E+06 0.0425502
1.17188E+06 0.0426050
1.18750E+06 0.0426592
1.20313E+06 0.0427127
1.21875E+06 0.0427656
1.23438E+06 0.0428178
1.25000E+06 0.0428695
1.26811E+06 0.0430827
1.28621E+06 0.0432940
1.28622E+06 0.0432937
1.29816E+06 0.0426243
1.31011E+06 0.0419712
1.32206E+06 0.0413340
1.33401E+06 0.0407120
1.34596E+06 0.0401049
1.35790E+06 0.0395120
1.36985E+06 0.0389329
1.38180E+06 0.0383673
1.38180E+06 0.0383672
1.39658E+06 0.0376080
1.41135E+06 0.0368715
1.42613E+06 0.0361570
1.44090E+06 0.0354634
1.45568E+06 0.0347900
1.47045E+06 0.0341360
1.48523E+06 0.0335007
1.50000E+06 0.0328833
1.51523E+06 0.0326799
1.53046E+06 0.0324798
1.54569E+06 0.0322829
1.56092E+06 0.0320890
1.57614E+06 0.0318983
1.59137E+06 0.0317104
1.60660E+06 0.0315254
1.62183E+06 0.0313433
1.62183E+06 0.0313432
1.63641E+06 0.0308964
1.65098E+06 0.0304598
1.66555E+06 0.0300332
1.68012E+06 0.0296162
1.69759E+06 0.0293238
1.71506E+06 0.0290372
1.73253E+06 0.0287562
1.75000E+06 0.0284808
1.76563E+06 0.0282639
1.78125E+06 0.0280506
1.79688E+06 0.0278408
1.81250E+06 0.0276343
1.82813E+06 0.0274310
1.84375E+06 0.0272310
1.85938E+06 0.0270342
1.87500E+06 0.0268403
1.89063E+06 0.0266495
1.90625E+06 0.0264615
1.92188E+06 0.0262764
1.93750E+06 0.0260941
1.95313E+06 0.0259145
1.96875E+06 0.0257376
1.98438E+06 0.0255632
2.00000E+06 0.0253914
2.05619E+06 0.0247968
2.11237E+06 0.0242317
2.16856E+06 0.0236937
2.22475E+06 0.0231810
2.28093E+06 0.0226918
2.33712E+06 0.0222244
2.39330E+06 0.0217774
2.44949E+06 0.0213495
2.51482E+06 0.0208743
2.58015E+06 0.0204214
2.64548E+06 0.0199893
2.71081E+06 0.0195766
2.78128E+06 0.0191517
2.85174E+06 0.0187462
2.92493E+06 0.0183443
3.00000E+06 0.0179510
3.22371E+06 0.0163662
3.34174E+06 0.0156271
3.46410E+06 0.0149213
3.59094E+06 0.0142474
3.72242E+06 0.0136039
3.85871E+06 0.0129896
4.00000E+06 0.0124029
4.12878E+06 0.0117259
4.33121E+06 0.0107726
4.54356E+06 0.00989688
5.00000E+06 0.00835320
5.05965E+06 0.00810848
5.11931E+06 0.00787368
5.17896E+06 0.00764828
5.23862E+06 0.00743181
5.29827E+06 0.00722381
5.35792E+06 0.00702386
5.41758E+06 0.00683157
5.47723E+06 0.00664657
5.54258E+06 0.00645185
5.60792E+06 0.00626503
5.67327E+06 0.00608568
5.73862E+06 0.00591344
5.80396E+06 0.00574794
5.86931E+06 0.00558884
5.93465E+06 0.00543584
6.00000E+06 0.00528864
6.04156E+06 0.00517177
6.08312E+06 0.00505827
6.12467E+06 0.00494800
6.16623E+06 0.00484085
6.20779E+06 0.00473673
6.24935E+06 0.00463551
6.29090E+06 0.00453711
6.33246E+06 0.00444142
6.39296E+06 0.00430680
6.45345E+06 0.00417747
6.51395E+06 0.00405317
6.57444E+06 0.00393367
6.62764E+06 0.00383238
6.68083E+06 0.00373447
6.73403E+06 0.00363981
6.78722E+06 0.00354826
6.84042E+06 0.00345971
6.89361E+06 0.00337403
6.94681E+06 0.00329110
7.00000E+06 0.00321082
7.01662E+06 0.00318249
7.03324E+06 0.00315448
7.04985E+06 0.00312678
7.06647E+06 0.00309939
7.08309E+06 0.00307230
7.09971E+06 0.00304551
7.11633E+06 0.00301901
7.13294E+06 0.00299281
7.14956E+06 0.00296689
7.16618E+06 0.00294126
7.18280E+06 0.00291591
7.19941E+06 0.00289084
7.21603E+06 0.00286603
7.23265E+06 0.00284150
7.24927E+06 0.00281723
7.26589E+06 0.00279323
7.28250E+06 0.00276948
7.29912E+06 0.00274599
7.31574E+06 0.00272275
7.33236E+06 0.00269976
7.34898E+06 0.00267701
7.36559E+06 0.00265451
7.38221E+06 0.00263224
7.39883E+06 0.00261022
7.41545E+06 0.00258842
7.43206E+06 0.00256686
7.44868E+06 0.00254552
7.46530E+06 0.00252441
7.48192E+06 0.00250352
7.49854E+06 0.00248284
7.51515E+06 0.00246239
7.53177E+06 0.00244214
7.54640E+06 0.00242449
7.56104E+06 0.00240700
7.57567E+06 0.00238968
7.59030E+06 0.00237250
7.60493E+06 0.00235549
7.61956E+06 0.00233863
7.63420E+06 0.00232192
7.64883E+06 0.00230536
7.66346E+06 0.00228895
7.67809E+06 0.00227269
7.69273E+06 0.00225658
7.70736E+06 0.00224061
7.72199E+06 0.00222478
7.73662E+06 0.00220910
7.75125E+06 0.00219355
7.76589E+06 0.00217815
7.78052E+06 0.00216288
7.79515E+06 0.00214774
7.80978E+06 0.00213274
7.82441E+06 0.00211787
7.83905E+06 0.00210314
7.85368E+06 0.00208853
7.86831E+06 0.00207405
7.88294E+06 0.00205970
7.89758E+06 0.00204547
7.91221E+06 0.00203137
7.92684E+06 0.00201739
7.94147E+06 0.00200354
7.95610E+06 0.00198980
7.97074E+06 0.00197618
7.98537E+06 0.00196268
8.00000E+06 0.00194930
8.06066E+06 0.00189557
8.12132E+06 0.00184371
8.18198E+06 0.00179364
8.24264E+06 0.00174528
8.30330E+06 0.00169857
8.36396E+06 0.00165344
8.42462E+06 0.00160981
8.48528E+06 0.00156764
8.53249E+06 0.00153974
8.57969E+06 0.00151249
8.62690E+06 0.00148586
8.67410E+06 0.00145985
8.71484E+06 0.00143787
8.75558E+06 0.00141633
8.79631E+06 0.00139521
8.83705E+06 0.00137450
8.87779E+06 0.00135418
8.91853E+06 0.00133426
8.95926E+06 0.00131473
9.00000E+06 0.00129556
9.06085E+06 0.00127798
9.12171E+06 0.00126075
9.18256E+06 0.00124387
9.24342E+06 0.00122733
9.30427E+06 0.00121111
9.36512E+06 0.00119520
9.42598E+06 0.00117961
9.48683E+06 0.00116432
9.55098E+06 0.00115631
9.61512E+06 0.00114842
9.67927E+06 0.00114062
9.74342E+06 0.00113294
9.80756E+06 0.00112535
9.87171E+06 0.00111786
9.93585E+06 0.00111047
1.00000E+07 0.00110318
1.00305E+07 0.00110415
1.00610E+07 0.00110513
1.00915E+07 0.00110610
1.01220E+07 0.00110706
1.01525E+07 0.00110803
1.01830E+07 0.00110899
1.02136E+07 0.00110995
1.02441E+07 0.00111091
1.02746E+07 0.00111187
1.03051E+07 0.00111282
1.03356E+07 0.00111378
1.03661E+07 0.00111473
1.03966E+07 0.00111568
1.04271E+07 0.00111662
1.04576E+07 0.00111757
1.04881E+07 0.00111851
1.05201E+07 0.00112260
1.05521E+07 0.00112670
1.05841E+07 0.00113080
1.06161E+07 0.00113490
1.06481E+07 0.00113900
1.06801E+07 0.00114311
1.07121E+07 0.00114721
1.07441E+07 0.00115132
1.07761E+07 0.00115544
1.08080E+07 0.00115955
1.08400E+07 0.00116367
1.08720E+07 0.00116779
1.09040E+07 0.00117191
1.09360E+07 0.00117603
1.09680E+07 0.00118016
1.10000E+07 0.00118429
1.10033E+07 0.00118453
1.10033E+07 0.00118453
1.11252E+07 0.00119342
1.12471E+07 0.00120228
1.13689E+07 0.00121111
1.14908E+07 0.00121991
1.16181E+07 0.00122907
1.17454E+07 0.00123820
1.18727E+07 0.00124730
1.20000E+07 0.00125636
1.20153E+07 0.00125469
1.20306E+07 0.00125302
1.20459E+07 0.00125135
1.20612E+07 0.00124969
1.20764E+07 0.00124804
1.20917E+07 0.00124638
1.21070E+07 0.00124474
1.21223E+07 0.00124309
1.21376E+07 0.00124145
1.21529E+07 0.00123982
1.21682E+07 0.00123819
1.21835E+07 0.00123656
1.21987E+07 0.00123494
1.22140E+07 0.00123332
1.22293E+07 0.00123171
1.22446E+07 0.00123010
1.22446E+07 0.00123009
1.22679E+07 0.00122765
1.22911E+07 0.00122522
1.23144E+07 0.00122280
1.23376E+07 0.00122039
1.23609E+07 0.00121799
1.23841E+07 0.00121559
1.24074E+07 0.00121321
1.24306E+07 0.00121083
1.24539E+07 0.00120847
1.24771E+07 0.00120611
1.25004E+07 0.00120376
1.25236E+07 0.00120142
1.25469E+07 0.00119909
1.25701E+07 0.00119677
1.25934E+07 0.00119446
1.26166E+07 0.00119215
1.26406E+07 0.00118979
1.26645E+07 0.00118743
1.26885E+07 0.00118508
1.27125E+07 0.00118274
1.27364E+07 0.00118041
1.27604E+07 0.00117809
1.27843E+07 0.00117578
1.28083E+07 0.00117348
1.28323E+07 0.00117119
1.28562E+07 0.00116890
1.28802E+07 0.00116662
1.29042E+07 0.00116436
1.29281E+07 0.00116210
1.29521E+07 0.00115985
1.29760E+07 0.00115760
1.30000E+07 0.00115537
1.30625E+07 0.00114768
1.31250E+07 0.00114007
1.31875E+07 0.00113255
1.32500E+07 0.00112511
1.33125E+07 0.00111776
1.33750E+07 0.00111049
1.34375E+07 0.00110330
1.35000E+07 0.00109619
1.35625E+07 0.00108916
1.36250E+07 0.00108220
1.36875E+07 0.00107532
1.37500E+07 0.00106852
1.38125E+07 0.00106179
1.38750E+07 0.00105513
1.39375E+07 0.00104855
1.40000E+07 0.00104203
1.41250E+07 0.00103051
1.42500E+07 0.00101922
1.43750E+07 0.00100815
1.45000E+07 0.000997293
1.46250E+07 0.000986646
1.47500E+07 0.000976201
1.48750E+07 0.000965953
1.50000E+07 0.000955898
1.52500E+07 0.000942171
1.55000E+07 0.000928859
1.57500E+07 0.000915944
1.60000E+07 0.000903408
1.62500E+07 0.000896339
1.65000E+07 0.000889432
1.67500E+07 0.000882681
1.70000E+07 0.000876080
1.72728E+07 0.000873292
1.76364E+07 0.000869657
1.80000E+07 0.000866111
1.85000E+07 0.000867918
1.90000E+07 0.000869680
1.95332E+07 0.000877037
2.00000E+07 0.000883363
