Zn-68(n,tot) ENDF/B-VII.1
640.548 25.2492
670.502 20.5870
700.456 17.6931
730.411 15.7313
760.365 14.3165
820.274 12.4126
880.183 11.1871
940.091 10.3278
1000.00 9.68779
1125.00 8.75724
1250.00 8.13133
1375.00 7.67217
1500.00 7.31481
1750.00 6.78135
2000.00 6.38947
2450.22 5.87162
2900.44 5.48407
3350.66 5.16399
3575.76 5.01673
3688.32 4.94431
3744.60 4.90874
3772.74 4.89384
3779.77 4.89279
3786.80 4.89829
3790.32 4.91008
3793.84 4.94767
3795.60 5.00156
3796.48 5.05552
3797.36 5.15363
3798.24 5.36059
3798.68 5.56269
3799.12 5.92092
3799.34 6.21530
3799.56 6.65298
3799.78 7.34405
3799.99 8.52091
3800.21 10.7938
3800.32 12.8093
3800.43 16.0356
3800.54 21.6421
3800.65 32.5421
3800.71 42.1648
3800.76 57.2236
3800.82 81.7969
3800.87 121.482
3800.94 192.085
3801.00 238.205
3801.06 190.969
3801.13 121.560
3801.20 71.4677
3801.27 46.1556
3801.35 32.4535
3801.42 24.4357
3801.49 19.3522
3801.57 16.0322
3801.71 12.0581
3801.86 9.86088
3802.01 8.53996
3802.30 7.09016
3802.59 6.35352
3802.88 5.93058
3803.47 5.48927
3804.06 5.27495
3804.64 5.15521
3805.81 5.03257
3806.98 4.97404
3808.15 4.94141
3810.49 4.90775
3815.18 4.88131
3819.86 4.86992
3829.23 4.85776
3838.59 4.84946
3876.06 4.82264
3950.99 4.77193
4025.92 4.72028
4100.85 4.66673
4250.71 4.55045
4400.56 4.41286
4550.42 4.23219
4625.35 4.11074
4700.28 3.95060
4775.21 3.72050
4812.68 3.55908
4850.14 3.34453
4887.61 3.04237
4906.34 2.83877
4925.07 2.58148
4943.80 2.24645
4962.54 1.79534
4971.90 1.50888
4981.27 1.17114
4990.63 0.779395
5000.00 0.358794
5004.65 0.174452
5006.98 0.105382
5009.30 0.0654968
5010.47 0.0616212
5011.63 0.0722788
5012.79 0.101275
5013.95 0.153389
5015.12 0.234894
5016.28 0.353735
5017.44 0.520296
5018.61 0.747992
5019.77 1.05532
5020.93 1.46646
5023.26 2.74564
5025.58 5.04268
5026.75 6.83695
5027.91 9.30817
5029.07 12.7749
5030.23 17.7363
5031.40 25.0198
5032.56 36.0350
5033.72 53.3437
5034.89 81.6663
5036.05 129.896
5037.21 213.271
5038.61 377.614
5040.00 519.647
5041.40 455.228
5042.79 310.298
5043.98 219.550
5045.17 161.041
5046.36 123.180
5047.55 97.8504
5049.93 67.4283
5052.31 50.5910
5054.70 40.2487
5057.08 33.3906
5061.84 25.0373
5066.60 20.2440
5071.36 17.1833
5076.12 15.0795
5080.89 13.5538
5090.41 11.5015
5099.93 10.1934
5109.46 9.29095
5118.98 8.63250
5138.03 7.73768
5157.08 7.15881
5176.12 6.75361
5195.17 6.45386
5233.27 6.03894
5271.36 5.76389
5309.46 5.56682
5347.55 5.41764
5423.74 5.20413
5499.93 5.05574
5652.31 4.85550
5804.69 4.71932
5957.07 4.61534
6261.83 4.45661
6871.34 4.22548
7176.10 4.13003
7328.48 4.08532
7404.67 4.06432
7442.77 4.05772
7452.29 4.05969
7461.81 4.07074
7466.58 4.08895
7471.34 4.14386
7473.72 4.22173
7474.91 4.29987
7476.10 4.44239
7477.29 4.74504
7477.89 5.04243
7478.48 5.57512
7478.78 6.01631
7479.08 6.67475
7479.37 7.72807
7479.67 9.55120
7479.97 13.1504
7480.12 16.4203
7480.27 21.7447
7480.42 31.3999
7480.49 39.4634
7480.56 51.3367
7480.64 70.2816
7480.71 101.612
7480.79 157.621
7480.86 262.599
7480.93 418.560
7481.00 521.708
7481.07 418.946
7481.14 263.089
7481.19 190.179
7481.23 141.120
7481.28 107.158
7481.32 84.1837
7481.42 55.6114
7481.51 39.8458
7481.60 30.1679
7481.69 23.9606
7481.88 16.6563
7482.07 12.7128
7482.25 10.3730
7482.44 8.86595
7482.62 7.83934
7482.99 6.56839
7483.36 5.84542
7483.73 5.39321
7484.10 5.09308
7484.84 4.73026
7485.58 4.52783
7487.07 4.32137
7488.55 4.22326
7490.03 4.16886
7492.99 4.11343
7498.92 4.07177
7504.85 4.05570
7516.70 4.04177
7528.56 4.03459
7575.98 4.01748
7670.82 3.99041
7765.65 3.96464
7860.49 3.93938
8050.17 3.88991
8145.01 3.86582
8192.43 3.85509
8216.14 3.85508
8222.06 3.86000
8227.99 3.87698
8230.96 3.90210
8233.92 3.97442
8235.40 4.07434
8236.88 4.35040
8237.62 4.71871
8237.99 5.07345
8238.36 5.69188
8238.74 6.92433
8238.92 8.05219
8239.11 9.92332
8239.29 13.3528
8239.38 16.2598
8239.48 20.6228
8239.57 27.7261
8239.66 39.8952
8239.75 63.0746
8239.85 108.727
8239.92 172.176
8240.00 213.818
8240.08 171.454
8240.16 108.910
8240.24 65.7196
8240.33 42.8169
8240.41 30.1554
8240.50 22.6409
8240.58 17.8816
8240.67 14.7001
8240.84 10.8677
8241.01 8.74688
8241.18 7.45603
8241.51 6.03750
8241.85 5.31359
8242.19 4.89752
8242.87 4.46043
8244.23 4.12867
8245.59 4.00656
8248.31 3.91588
8251.02 3.88275
8256.45 3.85761
8261.89 3.84770
8283.62 3.83367
8327.08 3.82039
8414.00 3.79793
8500.92 3.77643
8544.38 3.76775
8566.11 3.77252
8571.54 3.78223
8576.97 3.81301
8579.69 3.85752
8582.41 3.98468
8583.76 4.15967
8584.44 4.33196
8585.12 4.64081
8585.80 5.27854
8586.14 5.88909
8586.48 6.94564
8586.82 9.02764
8586.99 10.9156
8587.16 13.9866
8587.33 19.5336
8587.41 24.1130
8587.50 30.9236
8587.58 41.5886
8587.67 59.3442
8587.75 90.8991
8587.84 148.544
8587.92 235.316
8588.00 293.793
8588.08 235.666
8588.16 148.983
8588.22 103.154
8588.29 74.0597
8588.35 55.3135
8588.41 42.8578
8588.54 28.0961
8588.66 20.2868
8588.78 15.6467
8588.91 12.7236
8589.16 9.35725
8589.41 7.58082
8589.66 6.53242
8590.15 5.40969
8590.65 4.85309
8591.15 4.53722
8592.14 4.21057
8594.14 3.96546
8596.13 3.87583
8600.11 3.80904
8604.09 3.78423
8612.06 3.76465
8620.02 3.75624
8651.88 3.74171
8715.60 3.72401
8843.05 3.69196
9097.93 3.62903
9352.82 3.56611
9480.26 3.53487
9543.98 3.52131
9559.91 3.52000
9575.84 3.52398
9583.81 3.53339
9591.77 3.56425
9595.76 3.60909
9597.75 3.65427
9599.74 3.73672
9601.73 3.91108
9602.73 4.08160
9603.72 4.38448
9604.72 5.00267
9605.22 5.58558
9605.71 6.57979
9606.21 8.49054
9606.46 10.1789
9606.71 12.8706
9606.96 17.5202
9607.21 26.4724
9607.33 34.3332
9607.46 46.4094
9607.58 65.8136
9607.70 97.3257
9607.85 153.952
9608.00 191.464
9608.15 153.772
9608.30 97.6099
9608.39 71.9518
9608.49 54.2695
9608.68 33.7117
9608.87 23.1228
9609.06 17.1835
9609.26 13.5325
9609.45 11.1654
9609.83 8.38049
9610.21 6.87065
9610.59 5.96787
9611.36 4.98562
9612.12 4.49229
9612.89 4.21004
9614.42 3.91586
9615.95 3.77339
9617.48 3.69358
9620.54 3.61165
9626.66 3.55008
9632.78 3.52679
9645.02 3.50766
9657.26 3.49874
9706.22 3.48038
9804.15 3.45376
10000.0 3.40270
10264.0 3.33246
10528.0 3.25926
11056.0 3.09898
11583.9 2.90669
11847.9 2.78901
11979.9 2.72156
12045.9 2.68502
12078.9 2.66601
12095.4 2.65676
12103.7 2.65416
12107.8 2.66134
12109.8 2.69774
12110.9 2.83351
12111.4 3.28278
12111.7 4.49724
12111.8 6.88484
12111.8 9.66146
12111.9 15.8821
12112.0 23.4270
12112.0 29.0328
12112.1 23.4693
12112.1 15.7971
12112.1 11.1690
12112.2 8.07778
12112.3 5.29198
12112.5 3.68096
12112.9 2.97951
12113.6 2.74041
12115.2 2.67027
12118.2 2.64950
12124.4 2.64063
12136.7 2.63164
12161.3 2.61576
12210.5 2.58346
12308.8 2.51349
12505.5 2.34330
12702.2 2.10692
12800.6 1.94566
12849.7 1.84830
12874.3 1.79427
12886.6 1.76580
12892.8 1.75144
12895.8 1.74532
12897.4 1.74653
12898.2 1.76224
12898.5 1.81484
12898.7 1.94387
12898.9 2.95892
12899.0 4.16749
12899.1 2.94431
12899.2 2.11104
12899.3 1.90694
12899.5 1.79618
12900.0 1.75176
12900.9 1.73618
12902.7 1.72801
12906.3 1.71804
12913.5 1.69949
12927.8 1.66148
12956.6 1.57981
13014.0 1.38873
13071.5 1.14909
13129.0 0.843048
13157.7 0.659672
13186.5 0.456867
13215.2 0.246358
13229.6 0.149758
13244.0 0.0742272
13251.1 0.0514703
13258.3 0.0449549
13265.5 0.0618274
13272.7 0.112376
13279.9 0.211950
13287.1 0.383003
13294.3 0.660886
13301.4 1.09956
13308.6 1.78922
13315.8 2.87738
13323.0 4.63024
13330.2 7.52864
13337.4 12.5347
13344.5 21.6213
13348.1 28.8999
13351.7 39.1378
13355.3 53.6625
13358.9 74.1740
13366.0 135.587
13373.0 191.961
13380.1 172.599
13387.1 120.480
13392.2 90.9367
13397.4 70.2928
13402.5 55.9840
13407.6 45.8689
13417.9 33.0279
13428.2 25.5224
13438.4 20.7375
13448.7 17.4848
13469.2 13.4183
13489.7 11.0228
13510.3 9.46621
13530.8 8.38128
13551.3 7.58541
13592.3 6.50038
13633.4 5.79782
13674.4 5.30592
13715.5 4.94199
13797.6 4.43698
13879.7 4.09996
14043.8 3.66776
14208.0 3.39023
14372.2 3.18629
14700.6 2.88089
15028.9 2.63399
15357.3 2.40517
15685.7 2.17488
15849.9 2.05721
15890.9 2.02949
15932.0 2.00775
15952.5 2.00568
15962.7 2.01167
15973.0 2.02939
15983.3 2.07663
15988.4 2.12755
15993.5 2.22298
15996.1 2.30412
15998.7 2.42718
16001.2 2.62745
16003.8 2.98036
16005.1 3.27016
16006.4 3.69429
16007.6 4.35492
16008.9 5.46370
16010.2 7.55262
16010.8 9.33353
16011.5 12.0842
16012.1 16.6230
16012.8 24.7718
16013.4 40.9741
16013.7 55.0897
16014.0 75.8548
16014.5 120.457
16015.0 150.351
16015.5 120.745
16016.0 76.2212
16016.4 49.9451
16016.8 34.3186
16017.3 24.8673
16017.7 18.8835
16018.5 12.1623
16019.4 8.73005
16020.3 6.76259
16021.1 5.53601
16022.8 4.15416
16024.6 3.43586
16026.3 3.01555
16028.0 2.74840
16029.7 2.56879
16033.2 2.34662
16036.6 2.22014
16043.5 2.08664
16050.3 2.01962
16057.2 1.97979
16070.9 1.93364
16084.7 1.90571
16098.4 1.88506
16112.2 1.86772
16119.0 1.86038
16122.5 1.86221
16124.2 1.88932
16125.1 2.00508
16125.5 2.39249
16125.7 3.34637
16125.8 5.12102
16125.9 6.97890
16125.9 10.8803
16126.0 20.1414
16126.1 11.1153
16126.2 7.27843
16126.2 5.11240
16126.3 3.35528
16126.6 2.40673
16127.0 2.03604
16128.0 1.91039
16129.9 1.86946
16133.6 1.85328
16141.2 1.84163
16156.2 1.82567
16186.4 1.79747
16246.6 1.74393
16367.2 1.63706
16608.3 1.41022
17090.5 0.880500
17331.6 0.576709
17572.7 0.268385
17693.2 0.132919
17753.5 0.0780059
17813.8 0.0373932
17843.9 0.0243933
17874.1 0.0176146
17904.2 0.0183187
17934.3 0.0280178
17964.5 0.0485528
17994.6 0.0821635
18024.7 0.131972
18039.8 0.165947
18047.3 0.193652
18051.1 0.242377
18053.0 0.393488
18053.9 0.896137
18054.2 1.35058
18054.4 2.36191
18054.5 3.50105
18054.6 5.78603
18054.8 11.2322
18054.8 16.9382
18054.9 25.1282
18054.9 41.0937
18055.0 50.0986
18055.1 41.1252
18055.1 25.1695
18055.2 13.7348
18055.3 8.35146
18055.5 3.79739
18055.6 2.18750
18055.8 1.45373
18056.5 0.582654
18057.8 0.312411
18060.5 0.242536
18065.9 0.237212
18076.6 0.264665
18098.1 0.339277
18141.2 0.539750
18184.2 0.823467
18227.2 1.21873
18270.2 1.76606
18313.2 2.52410
18356.3 3.59134
18367.0 3.93561
18377.8 4.35357
18383.1 4.63678
18385.8 4.82928
18388.5 5.09971
18391.2 5.55757
18392.6 5.95107
18393.9 6.58907
18395.2 7.79127
18395.9 8.83962
18396.6 10.5137
18397.3 13.4308
18397.9 19.1556
18398.3 24.3662
18398.6 32.3852
18398.9 46.1367
18399.3 68.7204
18399.6 107.208
18400.0 133.074
18400.4 107.714
18400.7 69.3786
18401.0 50.0847
18401.3 37.8027
18401.5 29.6113
18401.8 24.0159
18402.3 17.2305
18402.8 13.5035
18403.4 11.2344
18403.9 9.81161
18404.9 8.17184
18406.0 7.30621
18407.0 6.81335
18409.1 6.31878
18411.2 6.11717
18413.3 6.04229
18417.5 6.05701
18421.6 6.16799
18425.8 6.32250
18434.2 6.69927
18467.6 8.67783
18534.4 14.9372
18601.2 26.3163
18668.0 47.2354
18748.0 91.4726
18828.0 135.720
18868.0 138.411
18908.0 127.162
18988.0 92.2027
19051.3 69.8934
19114.5 54.3718
19177.8 43.7121
19241.0 36.2245
19367.5 26.7527
19494.0 21.2069
19620.5 17.6510
19747.0 15.2086
20000.0 12.1042
20114.9 11.1456
20172.4 10.7341
20201.1 10.5446
20215.4 10.4639
20222.6 10.4716
20224.4 10.5161
20226.2 10.6600
20227.1 10.8635
20228.0 11.4120
20228.5 12.1085
20228.9 13.8015
20229.1 15.7812
20229.4 19.7393
20229.5 23.4665
20229.6 29.7154
20229.7 40.9574
20229.8 64.5222
20229.9 97.2614
20230.0 118.910
20230.1 97.6525
20230.2 64.7434
20230.3 45.9300
20230.4 34.3827
20230.5 27.3875
20230.6 22.9545
20230.7 17.9713
20230.9 15.5299
20231.3 13.1339
20231.6 12.0828
20232.3 11.2060
20233.0 10.8564
20234.4 10.5792
20235.8 10.4693
20241.4 10.3297
20252.6 10.2319
20275.1 10.0898
20297.5 9.95857
20320.0 9.83239
20409.7 9.36335
20589.2 8.53558
20678.9 8.13237
20768.7 7.66531
20813.6 7.34910
20836.0 7.13917
20858.4 6.86084
20880.9 6.44959
20892.1 6.14885
20903.3 5.72953
20908.9 5.44795
20914.5 5.09231
20920.1 4.62802
20925.7 3.99674
20928.6 3.58839
20931.4 3.09715
20934.2 2.49741
20937.0 1.77625
20939.8 0.962843
20941.2 0.598623
20942.6 0.412055
20943.3 0.480561
20944.0 0.763054
20944.7 1.41385
20945.4 2.71022
20945.7 3.74713
20946.1 5.16796
20946.4 7.11291
20946.8 9.77830
20947.1 13.4386
20947.5 18.4731
20947.8 25.3894
20948.2 34.8193
20948.6 52.1192
20949.1 75.3890
20950.0 122.056
20950.5 129.437
20950.9 123.009
20951.8 94.7669
20952.8 70.1564
20953.7 54.2233
20954.6 43.7971
20955.5 36.8557
20956.5 31.9161
20957.4 28.3368
20959.2 23.5003
20961.1 20.4116
20962.9 18.2981
20966.6 15.6209
20970.3 13.9986
20974.0 12.9196
20977.7 12.1493
20981.4 11.5721
20988.8 10.7629
20996.2 10.2228
21003.5 9.83410
21010.9 9.54041
21025.7 9.12164
21040.5 8.83364
21070.0 8.45278
21099.6 8.20184
21129.1 8.01636
21188.2 7.74519
21306.3 7.37779
21424.5 7.10916
21897.2 6.38237
22369.9 5.89760
22606.2 5.70378
22724.4 5.61593
22783.5 5.57641
22813.0 5.56959
22820.4 5.57982
22827.8 5.61942
22831.5 5.67952
22835.2 5.85097
22837.0 6.08296
22837.9 6.30492
22838.9 6.69089
22839.8 7.46111
22840.3 8.15391
22840.7 9.28745
22841.2 11.3201
22841.4 12.9926
22841.6 15.4712
22841.9 19.3336
22842.1 25.7201
22842.3 36.9657
22842.6 58.0532
22842.8 90.0844
22843.0 110.943
22843.2 90.4629
22843.4 58.4130
22843.7 37.4047
22843.9 26.0982
22844.1 19.6580
22844.4 15.7522
22844.6 13.1511
22844.8 11.4778
22845.3 9.43220
22845.8 8.26375
22846.2 7.56325
22847.2 6.78176
22848.1 6.37560
22849.0 6.14015
22850.9 5.89215
22854.6 5.69947
22858.3 5.62609
22865.7 5.56750
22873.1 5.54262
22887.9 5.51758
22902.7 5.50199
22962.0 5.45686
23080.6 5.37985
23317.7 5.23921
23792.0 4.98977
24266.3 4.76562
24503.5 4.65701
24622.0 4.60243
24681.3 4.57725
24711.0 4.57891
24718.4 4.59371
24725.8 4.64508
24729.5 4.72167
24733.2 4.94096
24735.1 5.24156
24736.0 5.53403
24736.9 6.04226
24737.8 7.06785
24738.3 8.00083
24738.8 9.54531
24739.2 12.4477
24739.5 14.8466
24739.7 18.4717
24739.9 24.2710
24740.1 34.2195
24740.4 52.6780
24740.6 88.9144
24740.8 139.822
24741.0 174.338
24741.2 140.659
24741.4 89.9616
24741.5 65.0061
24741.7 48.4878
24741.8 37.4624
24742.0 29.9276
24742.3 20.5507
24742.5 15.6152
24742.8 12.5530
24743.1 10.6557
24743.7 8.40963
24744.2 7.21098
24744.8 6.49763
24746.0 5.72665
24747.1 5.34021
24748.2 5.11880
24750.5 4.88745
24755.1 4.70872
24759.6 4.64070
24768.7 4.58619
24777.8 4.56293
24796.0 4.53956
24814.2 4.52514
24887.1 4.48357
25032.8 4.40879
25178.5 4.33092
25324.1 4.24616
25615.5 4.03841
25761.2 3.89958
25834.0 3.81519
25870.5 3.76836
25888.7 3.74491
25897.8 3.73707
25902.3 3.74671
25904.6 3.79730
25905.8 3.97455
25906.3 4.52280
25906.6 5.86766
25906.7 8.26012
25906.8 11.1070
25906.9 17.3891
25907.0 30.7241
25907.1 17.0499
25907.2 10.2794
25907.3 7.49403
25907.5 5.28894
25907.8 4.22610
25908.5 3.85295
25909.8 3.74253
25912.5 3.71170
25917.9 3.69822
25928.6 3.68116
25950.0 3.64691
25993.0 3.57193
26035.9 3.48762
26078.8 3.39374
26121.8 3.29422
26143.2 3.24827
26164.7 3.21642
26186.2 3.22945
26196.9 3.28114
26207.6 3.40821
26218.4 3.71791
26223.7 4.03285
26229.1 4.58821
26234.5 5.67586
26237.1 6.63935
26239.8 8.17052
26242.5 10.8027
26245.2 15.7602
26246.5 19.9966
26247.9 26.4075
26249.2 36.4178
26250.5 52.1293
26252.3 82.0354
26254.0 102.170
26255.7 82.5300
26257.5 52.7422
26259.3 32.6016
26261.2 21.7633
26263.0 15.6403
26264.8 11.9814
26266.7 9.62716
26268.5 8.04762
26272.2 6.11836
26275.9 5.02636
26279.6 4.34648
26287.0 3.56630
26294.3 3.13414
26301.7 2.85447
26316.5 2.48610
26331.2 2.21556
26345.9 1.97301
26375.4 1.47164
26404.9 0.878996
26419.7 0.548341
26434.4 0.237467
26441.8 0.126766
26449.2 0.0963747
26452.9 0.135224
26456.5 0.231240
26460.2 0.410260
26463.9 0.708638
26467.6 1.18441
26471.3 1.92377
26475.0 3.06294
26478.7 4.81418
26482.4 7.54174
26486.0 11.8119
26489.7 18.5925
26493.4 29.2536
26499.7 60.3400
26506.0 94.5366
26509.2 98.7759
26512.3 92.7532
26518.6 69.8091
26525.0 50.7300
26531.4 38.4695
26537.7 30.6333
26544.1 25.4157
26550.5 21.7651
26556.9 19.1082
26569.6 15.5547
26582.4 13.3169
26595.1 11.7965
26620.6 9.87920
26646.2 8.72986
26671.7 7.96780
26697.2 7.42660
26722.7 7.02280
26773.7 6.45988
26824.7 6.08560
26875.7 5.81786
26926.7 5.61612
27028.8 5.33016
27130.8 5.13486
27232.9 4.99086
27283.9 4.93149
27309.4 4.90410
27322.1 4.89127
27328.5 4.88820
27331.7 4.90283
27333.3 4.97563
27334.1 5.24435
27334.5 6.05242
27334.7 7.87579
27334.8 10.6550
27334.9 17.5232
27335.0 30.4728
27335.1 17.8287
27335.2 11.8766
27335.3 9.17979
27335.4 6.82498
27335.7 5.60004
27336.3 5.10677
27337.5 4.94635
27339.8 4.89627
27344.5 4.87735
27354.0 4.86378
27372.8 4.84473
27410.5 4.81106
27485.9 4.75105
27636.6 4.65077
27938.1 4.49900
28088.9 4.43817
28239.6 4.38411
28315.0 4.35965
28390.4 4.33888
28428.1 4.33319
28465.8 4.34169
28484.6 4.36633
28494.1 4.39486
28503.5 4.45033
28512.9 4.57269
28517.6 4.69455
28522.3 4.91256
28527.0 5.35581
28529.4 5.77050
28531.7 6.46535
28534.1 7.76700
28535.3 8.88147
28536.4 10.5799
28537.6 13.3847
28538.8 18.3681
28540.0 28.0982
28540.6 36.4138
28541.2 48.2010
28542.1 75.0246
28543.0 92.9533
28543.9 75.5425
28544.9 49.2365
28545.7 33.4754
28546.5 24.0622
28547.3 18.3509
28548.2 14.7606
28549.8 10.6736
28551.5 8.57192
28553.1 7.35442
28554.8 6.59694
28558.1 5.73738
28561.4 5.28530
28564.7 5.01941
28568.0 4.84895
28571.3 4.73282
28577.9 4.58835
28584.5 4.50468
28597.7 4.41489
28610.9 4.36865
28624.1 4.34065
28650.6 4.30765
28703.4 4.27305
28756.3 4.25105
28862.0 4.21744
28967.7 4.18873
29179.2 4.13704
29390.6 4.08945
29813.5 4.00134
30236.4 3.91874
31082.1 3.75853
31505.0 3.67570
31716.4 3.63215
31822.1 3.60945
31875.0 3.59762
31901.4 3.59160
31914.6 3.59032
31921.2 3.60019
31924.5 3.65165
31926.2 3.85446
31927.0 4.54020
31927.4 6.34949
31927.6 9.91976
31927.7 14.2072
31927.8 23.0550
31927.9 34.9099
31928.0 42.9581
31928.1 35.2575
31928.2 23.4896
31928.3 14.0099
31928.4 9.94761
31928.6 6.57550
31929.0 4.67806
31929.8 3.93717
31931.4 3.69246
31934.7 3.61844
31941.2 3.59507
31954.2 3.58523
31980.3 3.57698
32032.5 3.56424
32136.8 3.53963
32345.4 3.48810
32449.7 3.46057
32553.9 3.43147
32658.2 3.40033
32710.4 3.38492
32736.5 3.38594
32749.5 3.43132
32752.8 3.48464
32756.0 3.63811
32757.7 3.84574
32759.3 4.39099
32760.1 5.07142
32760.9 6.64368
32761.3 8.36563
32761.7 11.6491
32761.9 14.7220
32762.1 19.3498
32762.3 26.9148
32762.5 40.2105
32762.8 62.7238
32763.0 77.9417
32763.2 63.4320
32763.5 41.0976
32763.7 28.7440
32763.8 21.3268
32764.0 16.5617
32764.2 13.3994
32764.6 9.60001
32764.9 7.63590
32765.7 5.70993
32766.4 4.85843
32767.8 4.12908
32769.3 3.83440
32772.2 3.60011
32775.1 3.50915
32780.9 3.43728
32786.7 3.40848
32809.9 3.37129
32856.3 3.34606
32949.1 3.30992
33042.0 3.27393
33134.8 3.23558
33227.7 3.19400
33320.5 3.14856
33413.3 3.10137
33436.5 3.09299
33459.8 3.09667
33471.4 3.11679
33483.0 3.19168
33488.8 3.30484
33491.7 3.41971
33494.6 3.62874
33497.5 4.06409
33498.9 4.48035
33500.4 5.19944
33501.8 6.59474
33502.5 7.84908
33503.3 9.83585
33504.0 13.3493
33504.7 20.1002
33505.1 26.2487
33505.4 35.6449
33505.8 50.9414
33506.2 76.1724
33506.6 120.621
33507.0 150.726
33507.4 121.749
33507.8 77.5851
33508.3 47.6597
33508.7 31.7716
33509.2 22.6088
33509.6 17.2194
33510.1 13.6893
33510.5 11.3632
33511.4 8.52007
33512.3 6.90761
33513.2 5.91864
33514.9 4.82368
33516.7 4.25609
33518.5 3.92683
33522.0 3.57522
33525.6 3.39930
33529.1 3.29800
33536.2 3.18980
33550.4 3.10036
33564.6 3.06009
33593.0 3.01603
33621.3 2.98569
33734.8 2.88160
33848.3 2.76563
33961.8 2.62253
34075.3 2.43717
34188.8 2.18460
34245.5 2.01986
34302.3 1.81791
34330.6 1.69892
34359.0 1.56511
34387.4 1.41476
34401.6 1.33900
34408.7 1.33319
34412.2 1.46898
34414.0 2.02305
34414.4 2.53474
34414.9 3.70637
34415.1 4.96220
34415.3 7.39893
34415.5 12.8776
34415.6 18.2836
34415.7 27.1503
34415.9 42.9468
34416.0 53.6890
34416.1 43.4523
34416.3 27.7812
34416.4 17.6705
34416.5 12.3155
34416.8 7.06156
34417.0 4.71244
34417.2 3.57166
34417.7 2.48412
34418.2 2.01897
34420.2 1.46138
34424.0 1.26658
34431.8 1.16313
34447.3 1.03650
34478.4 0.786431
34540.6 0.237188
34556.1 0.122483
34571.7 0.0571798
34579.4 0.0595955
34587.2 0.100386
34595.0 0.197479
34602.7 0.377646
34610.5 0.681575
34618.3 1.17233
34626.1 1.94974
34633.8 3.17531
34641.6 5.11537
34649.4 8.21385
34657.1 13.2014
34664.9 21.1919
34671.4 31.1852
34678.0 44.3913
34691.0 70.3761
34697.5 73.8716
34704.1 69.6431
34717.1 52.7708
34725.0 43.5873
34732.9 36.4117
34748.8 26.7688
34764.6 21.0042
34780.4 17.3303
34796.2 14.8374
34812.1 13.0601
34843.7 10.7235
34875.4 9.27496
34907.0 8.29816
34970.3 7.07319
35033.6 6.34026
35096.9 5.85389
35160.2 5.50757
35223.5 5.24829
35350.2 4.88488
35476.8 4.64101
35730.0 4.33028
35983.2 4.13608
36236.4 3.99942
36489.6 3.89514
36616.2 3.85066
36679.5 3.82943
36711.2 3.81875
36727.0 3.81498
36734.9 3.82478
36738.9 3.88524
36740.9 4.13751
36741.9 5.02966
36742.4 7.56238
36742.6 13.0828
36742.7 20.6084
36742.8 39.8889
36742.9 60.9979
36743.0 76.5594
36743.1 61.6703
36743.2 40.4815
