Zr-91(n,tot) ENDF/B-VII.1
892.429 56.9964
892.480 76.8285
892.532 107.326
892.601 167.201
892.670 207.053
892.739 167.131
892.808 107.356
892.861 76.3827
892.913 56.4415
892.965 43.5038
893.018 34.8922
893.122 24.6952
893.227 19.2271
893.332 15.9943
893.437 13.9365
893.646 11.5744
893.855 10.3249
894.065 9.58692
894.274 9.11506
894.483 8.79550
894.902 8.40239
895.321 8.17883
895.739 8.03930
896.158 7.94614
896.996 7.83262
897.833 7.76788
898.670 7.72676
899.508 7.69844
901.183 7.66164
902.858 7.63797
904.533 7.62060
906.207 7.60664
909.557 7.58401
912.907 7.56492
919.606 7.53125
926.306 7.50027
933.005 7.47060
946.404 7.41344
973.202 7.30381
1000.00 7.19732
1065.76 6.93681
1131.53 6.65956
1197.29 6.34156
1263.05 5.94803
1328.81 5.41842
1361.69 5.07123
1394.58 4.64859
1411.02 4.40929
1427.46 4.16332
1443.90 3.94806
1460.34 3.88204
1468.56 4.00698
1476.78 4.37613
1485.00 5.24312
1493.22 7.20303
1497.33 9.01158
1501.44 11.8557
1505.55 16.4954
1509.66 24.4574
1513.77 39.1084
1515.83 51.1696
1517.88 68.7910
1519.94 95.4182
1521.99 137.142
1524.05 204.689
1526.10 314.983
1531.40 720.544
1531.79 726.347
1532.17 728.339
1532.37 730.616
1532.56 739.137
1532.66 749.992
1532.75 771.207
1532.85 814.968
1532.94 907.804
1533.02 1036.65
1533.10 1119.58
1533.18 1025.80
1533.26 889.918
1533.31 823.449
1533.37 777.651
1533.47 722.677
1533.58 691.624
1533.69 671.145
1533.90 642.543
1534.12 620.357
1534.55 581.452
1534.98 545.012
1536.70 414.467
1538.33 319.576
1539.96 250.628
1543.21 164.902
1546.47 117.718
1549.72 89.5242
1552.98 71.4139
1556.23 59.0809
1562.74 43.7605
1569.25 34.8735
1575.76 29.1959
1588.78 22.5075
1601.80 18.7770
1614.82 16.4322
1627.84 14.8344
1640.86 13.6802
1666.90 12.1287
1692.94 11.1339
1718.98 10.4392
1745.02 9.92337
1797.10 9.19853
1823.15 8.92960
1849.19 8.70084
1875.23 8.50312
1888.25 8.41457
1901.27 8.33354
1914.29 8.26344
1920.80 8.23599
1927.31 8.21956
1930.56 8.21931
1933.82 8.22917
1937.07 8.25752
1940.33 8.32411
1941.95 8.38610
1943.58 8.48485
1945.21 8.65107
1946.84 8.95517
1947.65 9.20942
1948.46 9.59246
1949.28 10.2064
1950.09 11.2767
1950.91 13.3980
1951.31 15.3358
1951.72 18.5378
1952.13 24.3717
1952.33 29.2695
1952.53 36.6202
1952.74 48.4169
1952.94 68.5117
1953.14 105.650
1953.35 177.765
1953.52 279.827
1953.70 347.893
1953.88 279.597
1954.05 177.500
1954.22 114.129
1954.39 77.8756
1954.56 56.6218
1954.73 43.5337
1954.90 34.9335
1955.07 29.0875
1955.41 21.8575
1955.75 17.7669
1956.09 15.2402
1956.77 12.4200
1957.45 10.9664
1958.12 10.1232
1958.80 9.59021
1959.48 9.23168
1960.84 8.79319
1962.19 8.54461
1963.55 8.38892
1964.91 8.28430
1967.62 8.15460
1970.33 8.07818
1973.05 8.02782
1975.76 7.99209
1981.18 7.94605
1986.61 7.92565
1989.32 7.92892
1992.04 7.95498
1993.39 7.99290
1994.07 8.02936
1994.75 8.09336
1995.43 8.22342
1995.77 8.34717
1996.10 8.56263
1996.44 8.99041
1996.61 9.38484
1996.78 10.0372
1996.95 11.2456
1997.04 12.2693
1997.12 13.8085
1997.21 16.3260
1997.29 20.7243
1997.38 29.1063
1997.42 36.0117
1997.46 45.7853
1997.53 68.7616
1997.60 84.2871
1997.67 69.1829
1997.74 46.3138
1997.81 31.4778
1997.88 23.2273
1997.95 18.4960
1998.02 15.6459
1998.09 13.7748
1998.16 12.5219
1998.31 10.9749
1998.45 10.1005
1998.59 9.56750
1998.87 8.97612
1999.15 8.67455
1999.44 8.50371
2000.00 8.33279
2000.75 8.25054
2001.49 8.23459
2002.99 8.29810
2004.48 8.46877
2005.97 8.80942
2006.72 9.09958
2007.47 9.53796
2008.21 10.2419
2008.96 11.4661
2009.71 13.8781
2010.08 16.0613
2010.45 19.6345
2010.82 26.0496
2011.01 31.3541
2011.20 39.1884
2011.38 51.4999
2011.57 71.8317
2011.76 108.044
2011.94 174.100
2012.12 274.579
2012.30 341.211
2012.48 274.074
2012.66 174.247
2012.84 109.236
2013.02 73.4103
2013.20 52.8042
2013.38 40.3492
2013.57 32.2798
2013.75 26.8480
2014.11 20.2131
2014.47 16.4829
2014.83 14.1938
2015.56 11.6557
2016.29 10.3527
2017.01 9.59797
2017.74 9.12099
2018.46 8.79997
2019.91 8.40650
2021.36 8.18232
2022.81 8.04092
2024.26 7.94502
2027.16 7.82405
2030.06 7.75039
2032.97 7.69959
2035.87 7.66120
2041.67 7.60369
2047.47 7.55905
2059.08 7.48561
2070.68 7.42084
2082.28 7.35952
2105.49 7.24034
2128.70 7.12118
2151.91 6.99902
2198.33 6.73627
2244.75 6.43035
2291.17 6.04655
2314.37 5.80664
2337.58 5.51767
2349.19 5.34934
2354.99 5.25862
2360.79 5.16433
2366.60 5.06983
2369.50 5.02609
2372.40 4.99089
2375.30 4.98018
2376.75 4.99871
2378.20 5.05717
2378.93 5.11674
2379.65 5.21517
2380.38 5.38483
2381.10 5.69961
2381.46 5.96405
2381.83 6.36217
2382.19 6.99754
2382.55 8.09263
2382.91 10.2263
2383.10 12.1277
2383.28 15.1905
2383.46 20.5985
2383.64 31.2158
2383.73 40.7918
2383.82 55.8369
2383.91 81.1886
2384.00 123.724
2384.10 195.770
2384.20 243.291
2384.30 195.183
2384.40 123.954
2384.49 82.8603
2384.57 57.9783
2384.66 42.7056
2384.74 33.0214
2384.91 21.9209
2385.08 16.1817
2385.26 12.8509
2385.43 10.7777
2385.77 8.42832
2386.11 7.19659
2386.45 6.47436
2386.80 6.01139
2387.14 5.69746
2387.82 5.30633
2388.51 5.07782
2389.19 4.92950
2389.88 4.82518
2391.25 4.68527
2392.62 4.59093
2395.36 4.45703
2398.10 4.35100
2400.84 4.25426
2406.32 4.06603
2417.28 3.66792
2428.24 3.23402
2439.19 2.86047
2444.67 2.83067
2450.15 3.16641
2452.89 3.64719
2455.63 4.55274
2458.37 6.24092
2461.11 9.46641
2462.48 12.1345
2463.85 15.9997
2465.22 21.7461
2466.59 30.5589
2467.96 44.6271
2469.33 68.0928
2470.70 109.010
2472.07 181.741
2473.64 319.972
2475.20 439.579
2476.77 385.951
2478.33 264.361
2479.28 206.849
2480.23 164.445
2482.13 110.876
2484.04 80.8690
2485.94 62.6875
2487.84 50.8566
2489.74 42.7117
2493.54 32.4564
2497.35 26.4030
2501.15 22.4775
2508.76 17.7617
2516.36 15.0626
2523.97 13.3229
2539.18 11.2013
2554.40 9.92641
2569.61 9.03955
2600.04 7.76935
2630.46 6.72391
2645.68 6.20667
2660.89 5.69527
2676.10 5.30968
2683.71 5.32249
2691.31 5.77611
2698.92 7.46706
2702.72 9.47947
2706.53 13.3067
2710.33 21.0877
2712.23 27.9928
2714.13 38.7061
2716.04 56.0972
2717.94 85.8119
2719.84 139.498
2721.74 239.280
2723.72 414.054
2725.70 560.771
2727.68 486.912
2729.66 330.618
2731.33 234.729
2733.00 172.841
2734.67 132.813
2736.34 106.020
2739.67 73.9060
2743.01 56.2011
2746.35 45.3862
2749.69 38.3032
2751.36 35.6728
2753.02 33.5364
2753.86 32.6727
2754.69 32.0474
2755.11 31.9457
2755.32 32.0272
2755.53 32.2964
2755.74 32.9703
2755.84 33.6181
2755.94 34.6806
2756.05 36.5505
2756.15 40.0655
2756.21 43.0505
2756.26 47.5255
2756.31 54.4177
2756.36 65.0497
2756.43 85.9192
2756.50 99.4956
2756.57 85.4510
2756.64 64.7970
2756.69 55.1193
2756.73 48.6181
2756.82 41.0129
2756.91 37.0676
2757.00 34.8565
2757.09 33.4769
2757.18 32.5767
2757.36 31.4878
2757.54 30.8774
2757.73 30.4989
2758.09 30.0854
2758.81 29.9229
2759.53 30.4735
2760.26 32.2572
2760.62 34.1097
2760.98 37.2839
2761.34 43.1350
2761.70 55.1471
2761.89 66.2303
2762.07 84.2893
2762.25 115.335
2762.43 169.617
2762.61 257.063
2762.80 315.131
2762.99 256.707
2763.17 169.654
2763.37 112.250
2763.56 80.8120
2763.75 62.8018
2763.94 51.9187
2764.14 44.8546
2764.33 40.0756
2764.71 34.1626
2765.10 30.7713
2765.48 28.6201
2766.25 26.0757
2767.02 24.6077
2767.79 23.6235
2769.33 22.3090
2770.87 21.3933
2772.41 20.6699
2775.49 19.5240
2778.57 18.6115
2781.65 17.8475
2787.81 16.6192
2800.12 14.8998
2812.44 13.7448
2824.76 12.9130
2837.07 12.2843
2861.71 11.3934
2886.34 10.7886
2910.97 10.3478
2960.24 9.74137
3009.50 9.33721
3034.14 9.18051
3058.77 9.04591
3083.40 8.93110
3095.72 8.88198
3108.03 8.84110
3114.19 8.82571
3120.35 8.81624
3126.51 8.81719
3132.67 8.83939
3135.75 8.86639
3138.82 8.91391
3141.90 8.99933
3144.98 9.16342
3146.52 9.30458
3148.06 9.52138
3149.60 9.87673
3151.14 10.5138
3151.91 11.0399
3152.68 11.8259
3153.45 13.0738
3154.22 15.2232
3154.99 19.4096
3155.37 23.1642
3155.76 29.2467
3156.14 40.0049
3156.34 48.7662
3156.53 61.5181
3156.72 81.1575
3156.91 112.711
3157.11 166.390
3157.30 259.899
3157.50 411.033
3157.70 511.921
3157.90 411.070
3158.10 259.990
3158.32 156.025
3158.55 101.366
3158.77 71.1905
3158.99 53.2968
3159.21 41.9702
3159.43 34.4016
3159.87 25.2882
3160.31 20.2382
3160.76 17.1737
3161.64 13.7992
3162.53 12.0817
3163.41 11.0928
3164.29 10.4709
3165.18 10.0543
3166.95 9.54697
3168.71 9.26069
3170.48 9.08219
3172.25 8.96269
3175.79 8.81540
3179.33 8.72914
3182.86 8.67229
3186.40 8.63136
3193.47 8.57424
3200.55 8.53366
3207.62 8.50119
3214.70 8.47328
3228.85 8.42501
3242.99 8.38243
3271.29 8.30641
3299.59 8.23784
3327.88 8.17436
3384.48 8.05828
3441.07 7.95225
3497.66 7.85238
3525.96 7.80387
3554.26 7.75657
3568.41 7.73432
3582.56 7.71593
3589.63 7.71177
3596.70 7.72108
3600.24 7.74333
3602.01 7.76770
3603.78 7.81338
3605.55 7.91103
3606.43 8.00652
3607.31 8.17599
3607.76 8.31512
3608.20 8.52121
3608.64 8.84598
3609.08 9.40131
3609.53 10.4691
3609.75 11.4159
3609.97 12.9324
3610.19 15.5726
3610.41 20.7253
3610.52 25.3220
3610.63 32.4895
3610.74 44.3901
3610.85 64.0834
3610.98 97.8411
3611.10 119.938
3611.23 97.2302
3611.35 63.4586
3611.47 42.2886
3611.59 30.3024
3611.72 23.3327
3611.84 19.0747
3611.96 16.2817
3612.08 14.3940
3612.32 12.0646
3612.57 10.7520
3612.81 9.94398
3613.30 9.04560
3613.78 8.58471
3614.27 8.31890
3615.24 8.03993
3616.21 7.90447
3617.19 7.82902
3619.13 7.75283
3621.08 7.71821
3623.02 7.70137
3626.91 7.69516
3630.80 7.72299
3632.75 7.76058
3634.69 7.83491
3635.66 7.89950
3636.64 7.99910
3637.61 8.16306
3638.58 8.45810
3639.07 8.70310
3639.55 9.06960
3640.04 9.65388
3640.53 10.6680
3641.01 12.6595
3641.25 14.4631
3641.50 17.4158
3641.74 22.7200
3641.86 27.1169
3641.98 33.5972
3642.11 43.8220
3642.23 60.6833
3642.35 90.8616
3642.47 145.855
3642.59 229.036
3642.70 283.801
3642.82 228.377
3642.93 145.399
3643.04 95.0891
3643.15 66.0206
3643.25 48.6684
3643.36 37.7870
3643.58 25.6778
3643.79 19.5489
3644.00 16.0563
3644.22 13.8882
3644.65 11.4567
3645.07 10.1971
3645.50 9.46536
3645.93 9.00206
3646.36 8.69028
3647.22 8.30915
3648.07 8.09400
3648.93 7.96025
3649.78 7.87115
3651.50 7.76273
3653.21 7.70095
3656.63 7.63452
3660.06 7.59904
3663.49 7.57593
3670.34 7.54455
3684.04 7.49992
3697.74 7.45994
3711.44 7.41867
3725.14 7.37372
3752.55 7.26427
3779.95 7.10548
3793.65 6.98960
3807.36 6.82667
3814.21 6.71601
3821.06 6.57424
3827.91 6.38507
3834.76 6.11879
3838.19 5.94015
3841.61 5.71600
3845.04 5.42750
3848.46 5.04735
3850.17 4.81233
3851.89 4.54399
3853.60 4.25015
3855.31 3.97536
3856.17 3.89077
3857.03 3.90969
3857.88 4.16233
3858.74 4.96227
3859.59 7.16504
3860.02 9.48302
3860.45 13.5421
3860.88 21.0496
3861.09 27.1882
3861.31 36.0469
3861.52 49.1696
3861.73 69.1406
3861.95 100.221
3862.16 148.727
3862.48 262.572
3862.80 362.731
3863.12 320.742
3863.44 221.441
3863.72 157.260
3864.00 116.277
3864.28 89.9229
3864.56 72.3415
3865.11 51.2667
3865.67 39.6438
3866.23 32.4901
3866.79 27.7501
3867.91 21.9623
3869.02 18.6266
3870.14 16.4916
3871.26 15.0182
3872.37 13.9476
3874.61 12.5016
3876.84 11.5769
3879.07 10.9368
3881.30 10.4685
3885.77 9.83017
3890.24 9.41595
3894.70 9.12525
3899.17 8.90985
3908.10 8.61107
3917.04 8.41261
3934.90 8.16245
3952.77 8.00855
3961.70 7.95156
3970.63 7.90432
3979.57 7.86699
3988.50 7.84679
3992.97 7.85499
3995.20 7.87250
3997.43 7.91180
3999.67 8.00509
4000.78 8.10120
4001.90 8.27707
4002.46 8.42457
4003.02 8.64683
4003.58 9.00389
4004.13 9.62932
4004.69 10.8765
4004.97 12.0195
4005.25 13.9166
4005.53 17.3945
4005.67 20.3364
4005.81 24.7681
4005.95 31.9553
4006.09 44.3118
4006.23 67.7504
4006.37 114.068
4006.48 177.991
4006.60 220.699
4006.72 178.187
4006.83 114.317
4006.97 69.6257
4007.10 46.3397
4007.23 33.6330
4007.36 26.2028
4007.49 21.4828
4007.62 18.3625
4007.89 14.5992
4008.15 12.5170
4008.41 11.2577
4008.94 9.87243
4009.47 9.16723
4009.99 8.76138
4010.52 8.50551
4011.05 8.33423
4012.10 8.12501
4013.15 8.00632
4015.26 7.88172
4017.36 7.81900
4019.47 7.78147
4023.68 7.73743
4032.10 7.69040
4040.53 7.65950
4057.37 7.61138
4074.22 7.57024
4107.91 7.49584
4141.60 7.42318
4175.29 7.34204
4192.14 7.29246
4208.99 7.22961
4225.83 7.13902
4242.68 6.97721
4251.10 6.82504
4255.31 6.70718
4259.52 6.53604
4263.74 6.26590
4265.84 6.06410
4267.95 5.78625
4270.05 5.38920
4271.11 5.12988
4272.16 4.83376
4273.21 4.56698
4273.74 4.53678
4274.26 4.75477
4274.79 5.69156
4275.05 6.83495
4275.32 9.01067
4275.58 13.3662
4275.71 17.1622
4275.84 22.8612
4275.98 31.8442
4276.11 46.3126
4276.24 70.8240
4276.37 112.219
4276.54 198.384
4276.70 274.597
4276.87 244.155
4277.03 170.094
4277.21 112.995
4277.39 80.1926
4277.57 60.7570
4277.75 48.5174
4277.93 40.3445
4278.11 34.6103
4278.46 27.2549
4278.82 22.8324
4279.18 19.9464
4279.90 16.4595
4280.61 14.4640
4281.33 13.1924
4282.76 11.6835
4284.20 10.8343
4285.63 10.3001
4288.49 9.68910
4294.23 9.23445
4299.96 9.26281
4305.69 9.76213
4308.55 10.3266
4311.42 11.3234
4314.28 13.2187
4315.72 14.8442
4317.15 17.3363
4318.58 21.3981
4320.02 28.5341
4321.45 42.2343
4322.16 53.7547
4322.88 70.2238
4324.04 107.982
4325.20 133.264
4326.36 108.056
4327.52 70.3481
4328.34 51.9146
4329.16 39.6954
4329.98 31.5770
4330.80 26.0488
4332.44 19.3611
4334.08 15.6953
4335.72 13.4914
4337.36 12.0718
4340.64 10.4175
4343.92 9.52650
4347.21 8.99065
4350.49 8.64182
4353.77 8.40084
4360.33 8.09510
4366.89 7.91249
4373.45 7.79214
4380.01 7.70689
4393.13 7.59317
4406.26 7.51910
4419.38 7.46538
4432.50 7.42339
4458.75 7.35899
4484.99 7.30882
4511.24 7.26624
4537.48 7.22810
4589.97 7.15908
4642.47 7.09480
4668.71 7.06394
4694.96 7.03583
4708.08 7.02585
4721.20 7.02812
4727.76 7.04628
4731.04 7.06863
4734.32 7.11282
4737.61 7.21131
4739.25 7.31023
4740.89 7.48932
4741.71 7.63851
4742.53 7.86261
4743.35 8.22143
4744.17 8.84787
4744.99 10.0892
4745.40 11.2242
4745.81 13.1015
4746.22 16.5264
4746.42 19.3970
4746.63 23.7318
4746.83 30.6643
4747.04 42.5594
4747.24 64.6519
4747.45 107.838
4747.62 168.567
4747.80 209.145
4747.98 168.629
4748.15 107.923
4748.27 80.6248
4748.38 61.8776
4748.60 39.7312
4748.83 28.3190
4749.05 21.8809
4749.28 17.9131
4749.50 15.3231
4749.95 12.2808
4750.40 10.6303
4750.85 9.64244
4751.75 8.56826
4752.65 8.02773
4753.55 7.71859
4754.45 7.52485
4755.34 7.39556
4757.14 7.23832
4758.94 7.14957
4762.53 7.05671
4766.13 7.01004
4769.72 6.98200
4776.91 6.94850
4791.29 6.91032
4805.66 6.88200
4834.42 6.82902
4863.17 6.77068
4891.93 6.69794
4920.68 6.58991
4935.06 6.50216
4942.25 6.43883
4949.44 6.35047
4956.63 6.21423
4960.22 6.11208
4963.82 5.96762
4965.62 5.86992
4967.41 5.74621
4969.21 5.58459
4971.01 5.36581
4971.91 5.22582
4972.80 5.05951
4973.70 4.86310
4974.60 4.64344
4975.50 4.45585
4975.95 4.44713
4976.40 4.63313
4976.85 5.36832
4977.07 6.24318
4977.30 7.86932
4977.52 11.0704
4977.63 13.7851
4977.75 17.8215
4977.86 24.0696
4977.97 33.8755
4978.08 49.8187
4978.19 75.9301
4978.35 133.738
4978.50 185.838
4978.65 166.289
4978.81 116.622
4978.97 78.2962
4979.14 56.0814
4979.30 42.9066
4979.47 34.6426
4979.64 29.0793
4979.80 25.1930
4980.13 20.1789
4980.46 17.1549
4980.79 15.1767
4981.46 12.7778
4982.12 11.3976
4982.78 10.5131
4983.44 9.90093
4984.11 9.45380
4985.43 8.84626
4986.75 8.45461
4988.08 8.18130
4989.40 7.98012
4992.05 7.70324
4994.70 7.52153
4997.35 7.39262
5000.00 7.29604
5004.92 7.16785
5009.84 7.07872
5019.68 6.95986
5029.52 6.88091
5039.36 6.82189
5059.03 6.73318
5078.71 6.66292
5118.07 6.54123
5157.42 6.42228
5236.14 6.14382
5275.49 5.96333
5285.33 5.91167
5295.17 5.85706
5305.01 5.80138
5309.93 5.78405
5311.16 5.79038
5312.39 5.82214
5313.00 5.87131
5313.62 6.00703
5313.93 6.17977
5314.23 6.59264
5314.39 7.05299
5314.54 7.98105
5314.62 8.84300
5314.69 10.2574
5314.77 12.7185
5314.85 17.0487
5314.92 23.8921
5315.00 28.5007
5315.08 24.0019
5315.15 17.1852
5315.20 14.0635
5315.25 11.9486
5315.35 9.44023
5315.45 8.15093
5315.55 7.42175
5315.75 6.68254
5315.95 6.33784
5316.34 6.03709
5316.74 5.91261
5317.53 5.81008
5318.32 5.76752
5321.49 5.70670
5327.82 5.65069
5340.48 5.55101
5365.81 5.32489
5391.13 5.04372
5416.46 4.68836
5429.12 4.47854
5441.78 4.25088
5454.45 4.02366
5467.11 3.86045
5479.77 3.98371
5486.10 4.36733
5492.44 5.29866
5498.77 7.48576
5501.93 9.56424
5505.10 12.9061
5508.26 18.4737
5511.43 28.1492
5514.60 45.7483
5517.76 78.4687
5521.28 141.628
5524.80 200.616
5528.32 182.202
5531.84 129.261
5535.01 93.2611
5538.17 70.0800
5541.34 55.1413
5544.50 45.1485
5550.83 33.1259
5557.16 26.4262
5563.49 22.2747
5569.82 19.4967
5582.48 16.0735
5595.14 14.0905
5601.47 13.3993
5607.80 12.8536
5614.13 12.4513
5617.30 12.3227
5620.46 12.2813
5623.63 12.4268
5625.21 12.6592
5626.79 13.1374
5628.37 14.1862
5629.17 15.1943
5629.96 16.9158
5630.75 20.1724
5631.14 22.9868
5631.54 27.3456
