Sn-112(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 42.7886
1.25000E-05 38.2713
1.50000E-05 34.9368
2.00000E-05 30.2561
2.75000E-05 25.8025
3.50000E-05 22.8715
4.25000E-05 20.7555
5.00000E-05 19.1356
6.25000E-05 17.1154
7.50000E-05 15.6242
0.000100000 13.5309
0.000125000 12.1024
0.000150000 11.0479
0.000200000 9.56778
0.000275000 8.15941
0.000350000 7.23253
0.000425000 6.56340
0.000500000 6.05114
0.000625000 5.41229
0.000750000 4.94070
0.00100000 4.27874
0.00125000 3.82699
0.00150000 3.49353
0.00200000 3.02544
0.00275000 2.58005
0.00350000 2.28692
0.00425000 2.07530
0.00500000 1.91329
0.00625000 1.71123
0.00750000 1.56208
0.0100000 1.35270
0.0125000 1.20980
0.0150000 1.10431
0.0200000 0.956223
0.0253000 0.850054
0.0314750 0.761984
0.0376500 0.696575
0.0500000 0.604239
0.0625000 0.540252
0.0750000 0.493002
0.100000 0.426644
0.125000 0.381328
0.150000 0.347855
0.200000 0.300824
0.275000 0.256005
0.350000 0.226455
0.500000 0.188700
0.750000 0.153079
1.00000 0.131758
1.50000 0.106366
2.00000 0.0911865
2.75000 0.0767526
3.50000 0.0673073
5.00000 0.0554673
7.50000 0.0448718
10.0000 0.0391370
15.0000 0.0337870
17.5000 0.0332765
18.7500 0.0346038
19.3750 0.0371761
20.0000 0.0463072
20.2388 0.0568598
20.3581 0.0668854
20.4775 0.0841494
20.5969 0.117628
20.6566 0.147528
20.7163 0.195732
20.7759 0.280388
20.8356 0.447683
20.8655 0.597992
20.8953 0.837396
20.9252 1.23771
20.9550 1.92004
20.9875 3.05563
21.0200 3.81463
21.0525 3.06030
21.0850 1.92587
21.1096 1.33781
21.1343 0.958531
21.1589 0.712987
21.1836 0.549249
21.2328 0.355597
21.2821 0.251754
21.3314 0.190331
21.3807 0.151222
21.4792 0.106296
21.5778 0.0825269
21.6763 0.0684767
21.8734 0.0534040
22.2677 0.0416649
