Ge-70(n,tot) ENDF/B-VII.1
10339.9 80.9627
10355.0 166.618
10370.0 259.134
10377.5 269.288
10385.1 251.337
10400.1 186.738
10411.2 146.012
10422.4 116.408
10433.5 95.2912
10444.6 80.0277
10466.9 60.0794
10489.1 48.0041
10511.3 40.0617
10533.6 34.4993
10578.1 27.2831
10622.6 22.8262
10667.1 19.8014
10756.1 15.9339
10845.0 13.5281
10934.0 11.8481
11112.0 9.53936
11290.0 7.83064
11379.0 7.02838
11468.0 6.17117
11556.9 5.14531
11601.4 4.50265
11645.9 3.70495
11690.4 2.65751
11712.7 2.00036
11734.9 1.24653
11757.2 0.478601
11762.7 0.324512
11768.3 0.214576
11771.1 0.185116
11773.9 0.179483
11776.6 0.204646
11779.4 0.269633
11782.2 0.386760
11785.0 0.570756
11787.8 0.842568
11790.5 1.22988
11793.3 1.77024
11796.1 2.51525
11798.9 3.53668
11801.7 4.93589
11804.4 6.85809
11807.2 9.51468
11810.0 13.2181
11812.8 18.4365
11815.6 25.8771
11818.3 36.6056
11821.1 52.1811
11823.9 74.6838
11829.5 146.519
11835.0 220.269
11837.8 225.832
11840.6 208.333
11846.1 151.895
11851.2 110.677
11856.3 83.6976
11861.4 66.1236
11866.5 54.2552
11876.8 39.7901
11887.0 31.5927
11897.2 26.4219
11907.4 22.9064
11927.8 18.4773
11948.3 15.8154
11968.7 14.0414
12009.6 11.8074
12050.5 10.4333
12091.3 9.47809
12173.1 8.17649
12254.8 7.26125
12336.5 6.52084
12500.0 5.23117
12684.5 3.73761
12776.8 2.87810
12869.0 1.90059
12961.3 0.836479
13007.4 0.360242
13030.4 0.189123
13042.0 0.135509
13053.5 0.112691
13059.3 0.115832
13065.0 0.130653
13070.8 0.158912
13076.6 0.202551
13082.3 0.264070
13088.1 0.345976
13099.6 0.584640
13111.2 0.950821
13122.7 1.48896
13134.2 2.26101
13145.8 3.35447
13157.3 4.89625
13168.8 7.06604
13180.4 10.1336
13191.9 14.5000
13203.4 20.7684
13214.9 29.8429
13226.5 43.0422
13238.0 62.1356
13262.0 127.096
13286.0 197.268
13298.0 204.591
13310.0 190.485
13334.0 141.112
13354.8 105.974
13375.6 82.1202
13396.4 66.1039
13417.3 55.0335
13458.9 41.2144
13500.5 33.1953
13542.1 28.0620
13583.8 24.5333
13667.0 20.0355
13750.3 17.3063
13833.5 15.4764
14000.0 13.1687
14000.0 12.5582
15000.0 12.2955
17000.0 11.8395
20000.0 11.2844
25000.0 10.5841
30000.0 10.0592
35000.0 9.64487
40000.0 9.30574
50000.0 8.77546
60000.0 8.37197
70000.0 8.05498
72000.0 7.99158
85000.0 7.66280
100000 7.35501
125000 6.95218
150000 6.63792
170000 6.42959
200000 6.16723
250000 5.82142
300000 5.55224
350000 5.33499
400000 5.15535
450000 5.00394
500000 4.87484
550000 4.76362
600000 4.66703
650000 4.58334
700000 4.50986
750000 4.44507
800000 4.38771
850000 4.33652
885593 4.30405
885593 4.30405
900000 4.29091
950000 4.25017
1.00000E+06 4.21369
1.05000E+06 4.17929
1.05400E+06 4.17669
1.05400E+06 4.02884
1.05419E+06 4.02858
1.05419E+06 4.02857
1.20000E+06 3.83046
1.23293E+06 3.79750
1.23293E+06 3.79750
1.40000E+06 3.63028
1.40112E+06 3.62949
1.40113E+06 3.62949
1.54608E+06 3.52664
1.54609E+06 3.52663
1.58646E+06 3.49799
1.60000E+06 3.48838
1.73254E+06 3.42666
1.77737E+06 3.40579
1.77738E+06 3.40579
1.80000E+06 3.39525
1.89545E+06 3.37036
1.89545E+06 3.37036
1.90266E+06 3.36848
1.90935E+06 3.36673
1.90935E+06 3.36673
1.90955E+06 3.36668
1.90956E+06 3.36668
1.91513E+06 3.36523
1.91513E+06 3.36523
1.92426E+06 3.36285
1.92426E+06 3.36285
1.93471E+06 3.36012
1.93471E+06 3.36012
1.98756E+06 3.34634
1.98756E+06 3.34634
2.00000E+06 3.34310
2.00298E+06 3.34283
2.00298E+06 3.34283
2.03737E+06 3.33973
2.03737E+06 3.33973
2.04244E+06 3.33927
2.04245E+06 3.33927
2.08322E+06 3.33558
2.08322E+06 3.33558
2.10676E+06 3.33346
2.13790E+06 3.33064
2.13790E+06 3.33064
2.18456E+06 3.32643
2.18457E+06 3.32642
2.18852E+06 3.32606
2.18852E+06 3.32606
2.20000E+06 3.32503
2.34018E+06 3.33163
2.40000E+06 3.33445
2.48686E+06 3.34773
2.48686E+06 3.34773
2.57228E+06 3.36079
2.59835E+06 3.36478
2.60000E+06 3.36503
2.80000E+06 3.41067
2.84719E+06 3.42423
2.92946E+06 3.44787
2.98769E+06 3.46460
3.00000E+06 3.46814
3.09075E+06 3.49422
3.09075E+06 3.49422
3.10303E+06 3.49775
3.15182E+06 3.51177
3.20000E+06 3.52561
3.22628E+06 3.53333
3.24028E+06 3.53744
3.28877E+06 3.55168
3.34365E+06 3.56780
3.34486E+06 3.56815
3.34487E+06 3.56815
3.36170E+06 3.57310
3.36170E+06 3.57310
3.38270E+06 3.57926
3.38270E+06 3.57926
3.39325E+06 3.58236
3.39325E+06 3.58236
3.39934E+06 3.58414
3.42054E+06 3.59038
3.42054E+06 3.59038
3.46589E+06 3.60370
3.47238E+06 3.60560
3.47745E+06 3.60709
3.48151E+06 3.60828
3.50000E+06 3.61371
3.50585E+06 3.61543
3.50585E+06 3.61543
3.53253E+06 3.62326
3.53253E+06 3.62326
3.53974E+06 3.62538
3.61409E+06 3.64722
3.61409E+06 3.64722
3.61947E+06 3.64879
3.63276E+06 3.65269
3.64209E+06 3.65543
3.64209E+06 3.65543
3.68358E+06 3.66762
3.68358E+06 3.66762
3.68947E+06 3.66935
3.70000E+06 3.67244
3.72000E+06 3.67750
4.00000E+06 3.74844
4.14791E+06 3.77769
4.14791E+06 3.77769
4.50000E+06 3.84733
5.00000E+06 3.91335
6.00000E+06 3.96951
6.03437E+06 3.96903
7.00000E+06 3.95545
8.00000E+06 3.89620
8.65140E+06 3.83971
8.65140E+06 3.83971
9.00000E+06 3.80948
1.00000E+07 3.70780
1.10000E+07 3.59551
1.17044E+07 3.51640
1.17045E+07 3.51639
1.20000E+07 3.48321
1.30000E+07 3.36036
1.32022E+07 3.33298
1.40000E+07 3.22493
1.50000E+07 3.08951
1.53673E+07 3.03936
1.53673E+07 3.03936
1.60000E+07 2.95297
1.70000E+07 2.82741
1.80000E+07 2.71936
1.90000E+07 2.63170
2.00000E+07 2.56376
