Sb-121(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
498.321 0.293695
498.502 0.238580
498.865 0.183172
499.228 0.186803
499.410 0.229991
499.501 0.278149
499.591 0.365882
499.682 0.542525
499.728 0.703491
499.773 0.965978
499.818 1.43542
499.864 2.38531
499.886 3.25960
499.909 4.68804
499.932 7.15989
499.954 11.5311
499.977 18.4183
500.000 22.9803
500.023 18.3855
500.046 11.5290
500.060 8.55501
500.074 6.45810
500.101 3.94158
500.129 2.61611
500.157 1.85691
500.185 1.38474
500.212 1.07418
500.268 0.706292
500.324 0.504998
500.379 0.383530
500.490 0.250041
500.601 0.181750
500.712 0.141890
500.934 0.0989285
501.379 0.0636943
501.823 0.0488075
502.712 0.0355961
503.600 0.0299629
504.489 0.0279082
505.377 0.0301274
505.822 0.0354985
506.266 0.0519110
506.488 0.0743948
506.710 0.134246
506.821 0.210162
506.877 0.279998
506.932 0.395899
506.988 0.609431
507.016 0.789965
507.044 1.06376
507.071 1.50814
507.099 2.28002
507.127 3.75342
507.141 4.98391
507.155 6.71695
507.177 10.7409
507.200 13.4061
507.223 10.7225
507.246 6.71744
507.273 3.79829
507.300 2.33321
507.327 1.55237
507.354 1.10037
507.381 0.818226
507.408 0.632814
507.462 0.412231
507.516 0.291458
507.570 0.218697
507.678 0.139149
507.894 0.0758612
508.110 0.0517415
508.542 0.0334154
508.975 0.0266054
509.839 0.0214414
510.704 0.0195186
514.162 0.0180913
517.620 0.0195222
521.078 0.0230254
524.537 0.0298837
527.995 0.0446455
529.724 0.0600448
530.588 0.0728940
531.453 0.0933521
532.318 0.131477
532.750 0.166199
533.182 0.225955
533.614 0.346873
533.830 0.462760
534.047 0.667545
534.263 1.08648
534.371 1.48528
534.479 2.17616
534.587 3.53649
534.641 4.77149
534.695 6.80152
534.749 10.4822
534.776 13.5369
534.803 18.1110
534.830 25.3427
534.857 37.5501
534.871 46.8992
534.884 59.6888
534.898 77.3582
534.911 101.585
534.923 130.142
534.936 162.513
534.960 203.146
534.972 191.099
534.985 162.506
535.009 101.577
535.024 74.9472
535.039 56.2714
535.069 34.0052
535.100 22.3588
535.130 15.7019
535.160 11.5950
535.190 8.90152
535.251 5.71852
535.311 3.99001
535.371 2.95154
535.492 1.82294
535.613 1.25749
535.734 0.935856
535.975 0.605577
536.217 0.451570
536.459 0.370990
536.942 0.303353
537.425 0.291530
537.908 0.309178
538.875 0.418411
539.358 0.523543
539.841 0.688372
540.324 0.960392
540.807 1.45020
541.049 1.85569
541.291 2.46322
541.532 3.43215
541.774 5.11604
541.895 6.46699
542.015 8.43266
542.136 11.4475
542.257 16.4040
542.378 25.3674
542.438 32.8130
542.499 43.9567
542.559 61.5617
542.619 91.2453
542.680 144.981
542.710 187.791
542.740 246.170
542.795 393.728
542.850 492.018
542.905 393.365
542.960 245.867
543.024 140.334
543.088 86.5398
543.152 57.6067
543.216 40.7558
543.280 30.2107
543.344 23.2424
543.472 14.9292
543.600 10.3695
543.728 7.61473
543.984 4.60002
544.241 3.07631
544.497 2.20224
544.753 1.65522
545.009 1.29059
545.521 0.849876
546.033 0.604270
546.545 0.453806
547.057 0.355386
548.082 0.240209
549.106 0.182525
549.618 0.169242
550.130 0.173714
550.386 0.194439
550.642 0.261316
550.771 0.351737
550.835 0.436833
550.899 0.580941
550.963 0.852154
550.995 1.08648
551.027 1.45116
551.059 2.05930
551.091 3.16850
551.107 4.08510
551.123 5.42933
551.139 7.44802
551.155 10.4789
551.177 16.7089
551.200 20.8370
551.223 16.6798
551.246 10.4784
551.260 7.69874
551.274 5.77897
551.303 3.50404
551.332 2.32674
551.360 1.66022
551.389 1.24911
551.418 0.980338
551.475 0.663918
551.532 0.491941
551.590 0.388704
551.704 0.275933
551.819 0.218861
551.934 0.185914
552.163 0.151114
552.622 0.124486
553.080 0.115780
553.998 0.117464
554.915 0.139656
555.833 0.200162
556.292 0.263966
556.750 0.381977
556.980 0.481632
557.209 0.633325
557.438 0.880383
557.668 1.32193
557.782 1.68637
557.897 2.23126
558.012 3.09823
558.126 4.59852
558.241 7.54134
558.298 10.2057
558.356 14.5544
558.413 22.3689
558.442 28.8085
558.470 38.3289
558.499 53.2448
558.528 77.8887
558.542 96.5795
558.556 121.606
558.571 155.573
558.585 201.285
558.613 322.101
558.640 402.667
558.668 322.081
558.695 201.262
558.713 144.732
558.732 106.317
558.769 62.2459
558.805 40.0897
558.842 27.7484
558.879 20.2666
558.916 15.4201
558.989 9.76633
559.063 6.72510
559.137 4.91084
559.284 2.95108
559.431 1.97147
559.578 1.41395
559.725 1.06679
559.872 0.836247
560.166 0.559151
560.461 0.406163
560.755 0.313987
561.049 0.255702
561.638 0.197197
562.226 0.201762
562.521 0.249798
562.668 0.304212
562.815 0.405614
562.962 0.617145
563.036 0.817653
563.109 1.15953
563.183 1.81265
563.220 2.38558
563.256 3.28851
563.293 4.83240
563.330 7.74875
563.348 10.2469
563.367 14.0404
563.385 19.9934
563.403 29.3293
563.427 46.9270
563.450 58.5935
563.473 46.8437
563.497 29.3246
563.513 20.9453
563.529 15.3050
563.545 11.5133
563.561 8.92117
563.593 5.73519
563.625 3.97810
563.657 2.91407
563.688 2.22901
563.752 1.42959
563.816 1.00106
563.880 0.745442
564.008 0.468686
564.136 0.329693
564.264 0.249834
564.519 0.165586
564.775 0.123680
565.030 0.0993417
565.541 0.0727585
566.564 0.0498064
567.586 0.0392861
569.631 0.0291511
571.675 0.0244572
573.720 0.0224278
575.765 0.0231914
576.787 0.0260418
577.810 0.0351350
578.321 0.0479245
578.832 0.0834063
579.087 0.130960
579.215 0.176904
579.343 0.257704
579.471 0.419930
579.535 0.570505
579.599 0.823779
579.663 1.29804
579.695 1.70733
579.726 2.34097
579.758 3.39853
579.790 5.31524
579.806 6.89912
579.822 9.19936
579.838 12.6613
579.854 17.8026
579.877 28.5084
579.900 35.6081
579.923 28.4576
579.946 17.8012
579.973 10.0330
580.001 6.13338
580.028 4.06247
580.056 2.86669
580.083 2.12376
580.110 1.63403
580.165 1.05308
580.220 0.735231
580.275 0.543856
580.384 0.334689
580.494 0.229243
580.603 0.168838
580.822 0.105920
581.041 0.0755590
581.260 0.0586813
581.698 0.0416405
582.574 0.0296758
583.450 0.0263462
584.326 0.0264971
585.202 0.0309638
585.641 0.0377741
586.079 0.0566316
586.298 0.0816597
586.517 0.147518
586.626 0.230570
586.736 0.432971
586.790 0.664850
586.845 1.15618
586.872 1.63466
586.900 2.46575
586.927 4.03742
586.941 5.34173
586.955 7.16949
586.977 11.4683
587.000 14.3178
587.023 11.4487
587.046 7.17010
587.069 4.37231
587.092 2.82703
587.115 1.94589
587.139 1.41332
587.185 0.837206
587.232 0.553925
587.325 0.298227
587.418 0.190556
587.604 0.103767
587.790 0.0705210
588.162 0.0455667
588.534 0.0367642
589.278 0.0311489
590.022 0.0302523
591.510 0.0328021
592.999 0.0389701
594.487 0.0502931
595.975 0.0744252
596.720 0.101064
597.092 0.124731
597.464 0.164700
597.836 0.244089
598.022 0.319272
598.208 0.450870
598.394 0.717330
598.487 0.968527
598.580 1.40020
598.673 2.23809
598.719 2.98891
598.766 4.20526
598.812 6.35793
598.836 8.11179
598.859 10.6696
598.882 14.6117
598.905 20.9658
598.929 31.8770
598.952 50.9154
598.964 65.2537
598.976 81.5049
599.000 101.797
599.024 81.3673
599.048 50.9137
599.072 31.4517
599.096 20.5527
599.120 14.2420
599.143 10.3725
599.167 7.85553
599.191 6.15261
599.239 4.06588
599.286 2.89031
599.334 2.16927
599.429 1.36808
599.525 0.958992
599.620 0.723658
599.810 0.480024
600.001 0.365949
600.192 0.306654
600.573 0.258814
601.335 0.273147
602.097 0.374493
602.478 0.469994
602.860 0.619212
603.241 0.865620
603.622 1.31052
603.812 1.68035
604.003 2.23676
604.194 3.12939
604.384 4.69308
604.575 7.81681
604.670 10.6990
604.765 15.5085
604.813 19.2273
604.861 24.4297
604.908 32.0419
604.956 43.7088
605.004 62.8573
605.051 96.7966
605.075 124.099
605.099 163.144
605.123 220.001
605.146 302.495
605.183 484.196
605.220 604.857
605.257 483.623
605.294 302.444
605.324 202.745
605.354 140.657
605.384 101.648
605.414 76.3044
605.474 46.9547
605.534 31.5633
605.594 22.5831
605.655 16.9355
605.775 10.5127
605.895 7.14676
606.015 5.17283
606.135 3.91746
606.256 3.07044
606.496 2.03427
606.737 1.44968
606.977 1.08795
607.217 0.849165
607.698 0.564175
608.179 0.408554
608.660 0.316330
609.141 0.259770
610.103 0.210785
610.584 0.213855
611.065 0.244183
611.546 0.332131
611.786 0.426316
612.026 0.600133
612.267 0.965645
612.387 1.31804
612.507 1.93377
612.628 3.15555
612.688 4.27208
612.748 6.11869
612.808 9.48751
612.838 12.3167
612.868 16.5748
612.898 23.4088
612.928 35.0966
612.958 56.8831
612.973 74.6081
612.988 99.3220
613.014 158.890
613.040 198.605
613.066 158.881
613.092 99.3112
613.108 72.4070
613.125 53.8121
613.158 32.0381
613.191 20.8598
613.225 14.5483
613.258 10.6866
613.291 8.16874
613.357 5.21290
613.424 3.61266
613.490 2.65512
613.623 1.61464
613.756 1.09214
613.888 0.793625
614.021 0.606977
614.154 0.482454
614.419 0.331524
614.685 0.246790
615.215 0.159347
615.746 0.116979
616.277 0.0930372
617.339 0.0682476
618.401 0.0567055
619.463 0.0512691
621.586 0.0511113
623.710 0.0659924
624.772 0.0842539
625.833 0.119394
626.364 0.149607
626.895 0.196140
627.426 0.272820
627.957 0.412066
628.223 0.528678
628.488 0.705424
628.753 0.992165
629.019 1.50264
629.152 1.92275
629.284 2.54852
629.417 3.54011
629.550 5.24815
629.683 8.57041
629.749 11.5483
629.815 16.3617
629.882 24.8807
629.915 31.7943
629.948 41.8688
629.981 57.3309
630.014 82.2846
630.048 124.755
630.081 198.464
630.115 317.608
630.150 397.058
630.185 317.580
630.219 198.435
630.246 135.644
630.273 95.6986
630.300 69.9599
630.327 52.9751
630.381 32.9817
630.434 22.3481
630.488 16.0751
630.541 12.1014
630.649 7.54655
630.756 5.14585
630.863 3.73073
630.971 2.82816
631.078 2.21785
631.293 1.46967
631.507 1.04614
631.722 0.783460
631.936 0.609426
632.366 0.400415
632.795 0.284527
633.224 0.213642
633.653 0.167148
634.512 0.111885
635.370 0.0815690
636.229 0.0631953
637.087 0.0512728
638.804 0.0374598
640.521 0.0306286
642.238 0.0293454
643.096 0.0385420
643.311 0.0484627
643.525 0.0750085
643.633 0.108634
643.740 0.190550
643.794 0.284169
643.847 0.481722
643.874 0.673642
643.901 1.00392
643.928 1.62265
643.955 2.84646
643.977 4.54287
644.000 5.67495
644.023 4.54299
644.045 2.84658
644.062 2.00199
644.078 1.44612
644.111 0.832059
644.144 0.534781
644.177 0.373467
644.242 0.214950
644.308 0.143526
644.439 0.0829443
644.570 0.0586909
645.094 0.0325597
646.143 0.0252711
648.240 0.0244853
650.337 0.0274480
652.434 0.0344315
654.531 0.0501135
655.579 0.0656948
656.628 0.0938242
657.152 0.117343
657.676 0.153082
658.201 0.211420
658.725 0.316712
658.987 0.404736
659.249 0.538168
659.511 0.754879
659.773 1.14220
659.904 1.46222
660.036 1.94145
660.167 2.70599
660.298 4.03476
660.429 6.65900
660.494 9.04810
660.560 12.9851
660.625 20.1453
660.658 26.1207
660.691 35.0715
660.724 49.3336
660.756 73.4917
660.773 92.1638
660.789 117.861
660.806 153.605
660.822 202.609
660.851 324.031
660.880 404.921
660.909 324.012
660.938 202.587
660.958 146.134
660.977 107.782
661.015 63.3858
661.054 40.9345
661.092 28.3820
661.131 20.7531
661.169 15.8026
661.246 10.0123
661.323 6.89813
661.400 5.03828
661.554 3.02644
661.708 2.02095
661.862 1.44820
662.016 1.09163
662.170 0.855028
662.478 0.570571
662.786 0.413354
663.094 0.317975
663.402 0.256395
664.018 0.186146
664.634 0.152089
665.866 0.134966
667.098 0.167551
667.713 0.212551
668.329 0.299644
668.637 0.374101
668.945 0.487918
669.253 0.673601
669.561 1.00610
669.715 1.28102
669.869 1.69290
670.023 2.35032
670.177 3.49397
670.331 5.75555
670.408 7.81982
670.485 11.2293
670.562 17.4391
670.601 22.6355
670.639 30.4708
670.678 42.9765
670.716 64.3720
670.735 81.0206
670.755 103.936
670.774 135.984
670.793 180.495
670.827 288.673
670.860 360.750
670.894 288.652
670.927 180.473
670.963 107.799
670.998 68.6628
671.034 46.7103
671.070 33.5498
671.105 25.1365
671.141 19.5025
671.212 12.6811
671.283 8.88437
671.355 6.57085
671.497 4.01679
671.640 2.71798
671.782 1.97096
671.925 1.50369
672.067 1.19333
672.352 0.823393
672.637 0.625780
672.922 0.516266
673.207 0.460493
673.777 0.470525
674.062 0.550432
674.347 0.727664
674.632 1.12871
674.774 1.52614
674.917 2.23084
675.059 3.64962
675.131 4.96647
675.202 7.17267
675.273 11.2900
675.309 14.8126
675.344 20.2500
675.380 29.2164
675.416 45.3063
675.433 58.3891
675.451 77.2866
675.469 105.142
675.487 146.109
675.513 233.986
675.540 292.312
675.553 274.914
675.567 233.622
675.593 146.092
675.614 99.4537
675.635 69.8580
675.656 50.9622
675.677 38.5469
675.719 23.9699
675.760 16.2296
675.802 11.6740
675.844 8.79527
675.927 5.50293
676.011 3.76735
676.094 2.74587
676.178 2.09342
676.261 1.65250
676.428 1.11073
676.595 0.803045
676.762 0.611376
676.928 0.483768
677.262 0.328999
677.596 0.241802
678.264 0.151148
678.931 0.106587
679.599 0.0809803
680.934 0.0535882
682.269 0.0396750
683.604 0.0315302
686.274 0.0228760
688.944 0.0189080
691.614 0.0174746
694.285 0.0194716
695.620 0.0289764
695.953 0.0382590
696.287 0.0631964
696.454 0.0956997
696.621 0.179172
696.704 0.281324
696.788 0.518975
696.830 0.776218
696.871 1.28411
696.892 1.74138
696.913 2.46605
696.934 3.68315
696.955 5.74599
696.977 9.17935
697.000 11.4667
697.023 9.17967
697.045 5.74642
697.071 3.36382
697.096 2.11269
697.121 1.42617
697.147 1.02211
697.197 0.595796
697.248 0.390843
697.349 0.209010
697.450 0.133531
697.652 0.0733074
697.854 0.0504437
698.258 0.0334407
698.662 0.0275539
700.278 0.0239083
701.895 0.0272808
703.511 0.0351046
705.127 0.0518881
705.936 0.0681882
706.744 0.0972387
707.148 0.121335
707.552 0.157759
707.956 0.216902
708.360 0.323083
708.562 0.411451
708.764 0.544893
708.966 0.760757
709.168 1.14404
709.269 1.45906
709.370 1.92768
709.471 2.66939
709.572 3.94530
709.673 6.41982
709.724 8.63264
709.774 12.2075
709.825 18.5059
709.850 23.6121
709.875 31.0261
709.901 42.3754
709.926 60.5147
709.951 91.2742
709.964 114.207
709.976 144.142
710.003 230.793
710.030 288.276
710.044 271.135
710.057 230.439
710.084 144.130
710.102 102.308
710.121 74.4643
710.140 55.7375
710.158 42.9898
710.196 27.4518
710.233 18.9146
710.270 13.7622
710.307 10.4508
710.382 6.59715
710.456 4.53578
710.531 3.31198
710.680 1.99349
710.829 1.33702
710.978 0.964800
711.127 0.733882
711.276 0.581480
711.574 0.400313
711.872 0.302843
712.469 0.214735
713.065 0.195199
713.363 0.205817
713.661 0.237061
713.959 0.311031
714.108 0.384299
714.257 0.513610
714.406 0.774222
714.481 1.01723
714.555 1.42917
714.630 2.21158
714.667 2.89774
714.704 3.97947
714.742 5.83150
714.779 9.32689
714.797 12.3456
714.816 16.9193
714.835 24.1172
714.853 35.5222
714.877 56.7130
714.900 70.8290
714.923 56.7136
714.947 35.5251
714.973 20.6538
715.000 12.9444
715.026 8.72571
715.053 6.25647
715.079 4.69802
715.106 3.66615
715.158 2.43020
715.211 1.75021
715.264 1.34042
715.370 0.895044
715.475 0.675498
715.581 0.555456
715.793 0.447187
716.004 0.419429
716.215 0.433965
716.638 0.564077
716.850 0.695220
717.061 0.902555
717.272 1.24525
717.484 1.85997
717.590 2.36582
717.695 3.11864
717.801 4.30774
717.907 6.34475
718.012 10.2660
718.065 13.7474
718.118 19.3100
718.171 28.9980
718.197 36.7130
718.224 47.8070
718.250 64.4945
718.277 90.5503
718.303 133.132
718.329 203.701
718.360 325.780
718.390 407.109
718.420 325.760
718.451 203.679
718.469 151.414
718.487 114.398
718.523 69.8132
718.560 46.1117
718.596 32.4816
718.632 23.9969
718.669 18.4230
718.741 11.7952
718.814 8.17957
718.887 5.99982
719.032 3.62223
719.178 2.42272
719.323 1.73541
719.468 1.30545
719.614 1.01891
719.904 0.672162
720.195 0.478448
720.486 0.359206
720.777 0.280624
721.358 0.186610
721.940 0.134600
722.521 0.102833
723.103 0.0820606
724.266 0.0577962
725.429 0.0460670
726.592 0.0476666
726.882 0.0557142
727.173 0.0799430
727.319 0.112385
727.464 0.195485
727.537 0.295615
727.609 0.522954
727.646 0.761885
727.682 1.21403
727.700 1.60420
727.718 2.19579
727.737 3.13433
727.755 4.61711
727.777 7.36487
727.800 9.19490
727.823 7.36497
727.845 4.61713
727.860 3.37818
727.874 2.52028
727.903 1.51597
727.932 0.996939
727.961 0.704341
728.019 0.407402
728.077 0.269595
728.193 0.150025
728.308 0.101294
728.540 0.0626330
728.771 0.0478414
729.697 0.0325026
730.623 0.0307833
731.549 0.0338394
732.475 0.0440907
732.938 0.0552946
733.401 0.0762705
733.864 0.121362
734.095 0.165945
734.327 0.246050
734.442 0.312527
734.558 0.412287
734.674 0.571956
734.790 0.850938
734.905 1.40587
734.963 1.91534
735.021 2.76013
735.079 4.31471
735.108 5.62500
735.137 7.61764
735.166 10.8504
735.195 16.4642
735.224 27.1208
735.238 36.0355
735.252 48.5901
735.264 62.2041
735.276 77.7698
735.300 97.2363
735.324 77.7670
735.348 48.5867
735.366 33.0476
735.385 23.1959
735.404 16.9109
735.422 12.7858
735.460 7.94322
735.497 5.37321
735.534 3.86086
735.572 2.90583
735.646 1.81405
735.721 1.23882
735.796 0.900596
735.870 0.684975
735.945 0.539217
736.094 0.360487
736.243 0.259352
736.542 0.155095
736.840 0.105153
737.139 0.0774258
737.736 0.0492544
738.333 0.0359131
738.930 0.0285356
740.124 0.0210579
742.513 0.0156624
744.901 0.0140193
749.678 0.0144259
752.066 0.0167687
753.261 0.0222256
753.858 0.0395331
754.156 0.0960595
754.231 0.144836
754.306 0.255833
754.343 0.372931
754.380 0.596855
754.417 1.09021
754.436 1.56919
754.455 2.33682
754.477 3.73050
754.500 4.65361
754.523 3.72412
754.545 2.33706
754.577 1.21988
754.608 0.712911
754.671 0.323515
754.733 0.186438
754.796 0.124083
754.921 0.0708824
755.046 0.0495925
755.547 0.0271559
756.548 0.0222404
758.550 0.0249059
760.552 0.0337019
761.553 0.0502727
761.804 0.0637018
762.054 0.0975014
762.179 0.139748
762.304 0.243657
762.367 0.365063
762.429 0.630344
762.461 0.898065
762.492 1.38293
762.523 2.36090
762.539 3.22183
762.555 4.50171
762.577 7.19047
762.600 8.97456
762.623 7.17839
762.646 4.50256
762.664 3.06050
762.682 2.15175
762.718 1.19628
762.754 0.755507
762.790 0.523326
762.863 0.301030
762.935 0.203250
763.080 0.122250
763.224 0.0909634
763.514 0.0683225
763.803 0.0616836
764.960 0.0664421
766.118 0.0878074
767.275 0.129123
767.854 0.164131
768.433 0.217563
769.011 0.304960
769.590 0.462671
769.879 0.594192
770.169 0.792915
770.458 1.11412
770.747 1.68323
770.892 2.14926
771.037 2.84091
771.181 3.93071
771.326 5.79104
771.471 9.36168
771.543 12.5200
771.615 17.5516
771.688 26.2659
771.724 33.1853
771.760 43.0608
771.796 57.7966
771.832 80.6169
771.869 117.602
771.905 177.915
771.947 284.839
771.990 355.910
772.033 284.544
772.075 177.886
772.110 119.809
772.144 83.5146
772.178 60.5692
772.213 45.5487
772.281 28.1160
772.350 18.9369
772.419 13.5681
772.487 10.1849
772.624 6.33061
772.762 4.30766
772.899 3.11995
773.036 2.36361
773.173 1.85344
773.448 1.22896
773.722 0.876209
773.997 0.657835
774.271 0.513468
774.820 0.340559
775.369 0.245199
775.918 0.187318
776.467 0.149796
777.565 0.106366
778.663 0.0841350
780.859 0.0672104
783.055 0.0702625
784.152 0.0794007
785.250 0.0974630
786.348 0.134880
786.897 0.170330
787.446 0.232249
787.995 0.358462
788.270 0.479745
788.544 0.694250
788.819 1.13379
788.956 1.55338
789.093 2.28283
789.230 3.72698
789.299 5.04666
789.368 7.23131
789.436 11.2251
789.470 14.5807
789.505 19.6616
789.539 27.8183
789.573 41.8925
789.591 52.9399
789.608 68.2506
789.625 90.0037
789.642 120.358
789.671 192.654
789.700 240.635
789.729 192.381
789.758 120.351
789.778 86.4905
789.797 63.5080
789.817 47.9423
789.836 37.1809
789.875 23.9656
789.914 16.6124
789.953 12.1580
789.992 9.27437
790.070 5.91313
790.148 4.10752
790.226 3.03313
790.382 1.87448
790.538 1.29966
790.694 0.976586
791.006 0.652693
791.317 0.512285
791.629 0.452324
792.253 0.458407
792.877 0.617001
793.189 0.797784
793.500 1.13060
793.812 1.82306
793.968 2.48487
794.124 3.63307
794.280 5.89089
794.358 7.93920
794.436 11.2947
794.514 17.3516
794.553 22.3686
794.592 29.8327
794.631 41.6023
794.670 61.3364
794.709 96.7750
794.728 124.800
794.748 162.720
794.784 260.362
794.820 325.200
794.856 260.059
794.892 162.705
794.930 97.8737
794.968 62.6766
795.006 42.8146
795.044 30.8571
795.082 23.1913
795.120 18.0457
795.196 11.8029
795.272 8.32219
795.347 6.19925
795.499 3.85688
795.651 2.66732
795.802 1.98676
796.106 1.28952
796.409 0.973829
796.712 0.825037
797.319 0.777880
797.926 1.00109
798.229 1.27796
798.532 1.79579
798.836 2.87754
798.988 3.91046
799.139 5.69581
799.215 7.12303
799.291 9.18737
799.367 12.3336
799.442 17.4618
799.480 21.3363
799.518 26.6358
799.556 34.1532
799.594 45.2645
799.632 62.5232
799.670 90.9392
799.708 140.671
799.727 179.207
799.746 230.465
799.783 368.597
799.820 460.282
799.857 368.182
799.894 230.144
799.919 166.409
799.943 122.979
799.992 72.6127
800.041 47.0771
800.090 32.8004
800.139 24.0946
800.188 18.4444
800.285 11.8444
800.383 8.29891
800.481 6.19392
800.676 3.94690
800.872 2.87059
801.067 2.31496
801.458 1.96054
801.849 2.31602
802.045 2.86907
802.240 3.93276
802.436 6.12658
802.534 8.15609
802.631 11.5147
802.729 17.6318
802.778 22.7352
802.827 30.3806
802.876 42.5290
802.925 63.0685
802.974 100.585
802.998 130.602
803.022 171.882
803.066 274.895
803.110 343.323
803.154 274.605
803.198 171.828
803.232 117.296
803.266 82.6639
803.300 60.4685
803.334 45.7841
803.403 28.5385
803.471 19.3786
803.539 13.9821
803.607 10.5632
803.744 6.64421
803.880 4.57568
804.017 3.35341
804.290 2.04067
804.563 1.38519
804.836 1.00996
805.382 0.615913
805.928 0.421657
806.473 0.310522
807.565 0.192923
808.657 0.134121
809.749 0.100041
811.933 0.0635601
814.117 0.0452448
816.300 0.0347692
820.668 0.0243418
825.035 0.0211219
827.219 0.0218536
829.403 0.0251639
831.587 0.0342037
832.678 0.0438680
833.770 0.0619413
834.316 0.0773476
834.862 0.101009
835.408 0.139976
835.954 0.210785
836.227 0.270178
836.500 0.360407
836.773 0.507147
837.046 0.769469
837.182 0.986172
837.319 1.31055
837.455 1.82761
837.592 2.72503
837.728 4.49305
837.797 6.10132
837.865 8.74102
837.933 13.5209
837.967 17.4850
838.001 23.4147
838.035 32.7757
838.070 48.5434
838.087 60.6352
838.104 77.0490
838.121 99.8108
838.138 130.763
838.169 209.366
838.200 261.547
838.231 209.086
838.262 130.751
838.282 95.7008
838.302 71.3522
838.341 42.6622
838.381 27.8383
838.420 19.4496
838.459 14.2864
838.499 10.9137
838.577 6.94682
838.656 4.79651
838.735 3.50846
838.892 2.10904
839.050 1.40630
839.207 1.00509
839.365 0.754511
839.522 0.587849
839.837 0.386738
840.152 0.274706
840.467 0.205984
840.782 0.160822
841.412 0.107042
842.041 0.0774869
842.671 0.0595437
843.301 0.0478642
844.561 0.0341812
845.820 0.0269448
848.340 0.0207612
850.859 0.0206168
852.119 0.0230251
853.378 0.0286646
854.638 0.0419317
855.268 0.0555316
855.897 0.0805481
856.527 0.133959
856.842 0.186761
857.157 0.281959
857.315 0.361225
857.472 0.480697
857.630 0.673219
857.787 1.01246
857.866 1.28905
857.944 1.69684
858.023 2.33451
858.102 3.41218
858.181 5.44845
858.220 7.21740
858.259 9.97996
858.299 14.6418
858.338 23.2461
858.358 30.4807
858.377 41.2499
858.397 57.7260
858.417 82.8283
858.443 132.543
858.470 165.487
858.497 132.339
858.523 82.6673
858.549 51.4769
858.575 33.8071
858.601 23.4862
858.627 17.1174
858.653 12.9696
858.679 10.1394
858.731 6.65906
858.783 4.69418
858.834 3.48234
858.938 2.13183
859.042 1.43781
859.145 1.03529
859.249 0.781444
859.352 0.611211
859.560 0.404211
859.767 0.288092
859.974 0.216498
860.181 0.169281
860.596 0.112872
861.010 0.0818236
861.425 0.0630161
861.839 0.0508868
862.668 0.0373673
863.497 0.0328845
864.326 0.0465246
864.533 0.0636208
864.740 0.110070
864.844 0.169005
864.947 0.311987
864.999 0.474076
865.051 0.813406
865.077 1.13802
865.103 1.69138
865.129 2.70926
865.154 4.67246
865.177 7.46657
865.200 9.32998
865.223 7.46662
865.246 4.67242
865.269 2.85298
865.292 1.85012
865.315 1.27460
865.339 0.926589
865.385 0.549940
865.432 0.364618
865.525 0.197150
865.618 0.126455
865.804 0.0691446
865.990 0.0468472
866.733 0.0227130
868.221 0.0147565
871.197 0.0115272
877.147 0.0118078
880.123 0.0143761
881.610 0.0170467
883.098 0.0218879
884.586 0.0320736
885.330 0.0421048
886.074 0.0602620
886.817 0.0987092
887.189 0.136661
887.561 0.205204
887.747 0.262437
887.933 0.349064
888.119 0.489298
888.305 0.738364
888.398 0.942883
888.491 1.24721
888.584 1.72840
888.677 2.55355
888.770 4.15017
888.817 5.57300
888.863 7.86296
888.910 11.8749
888.956 19.7775
888.979 26.8725
889.003 38.0918
889.026 56.7513
889.037 70.5288
889.049 88.3456
889.062 113.118
889.075 141.419
889.100 176.601
889.113 166.181
889.126 141.193
889.151 88.3400
889.172 58.9767
889.193 40.8508
889.214 29.4454
889.235 22.0701
889.277 13.5498
889.319 9.10365
889.362 6.51061
889.404 4.87921
889.488 3.02841
889.572 2.05910
889.656 1.49124
889.740 1.12986
889.824 0.886420
889.993 0.588589
890.161 0.420475
890.329 0.316434
890.498 0.247636
890.834 0.165235
891.171 0.119710
891.507 0.0919964
891.844 0.0739295
892.517 0.0527151
893.190 0.0413747
894.537 0.0307791
895.883 0.0268820
897.230 0.0259400
899.922 0.0290612
902.615 0.0388103
903.961 0.0478944
905.308 0.0626506
906.654 0.0895792
907.327 0.113133
908.001 0.151996
908.674 0.226892
909.010 0.296401
909.347 0.417020
909.684 0.661161
909.852 0.893699
910.020 1.30015
910.188 2.11436
910.273 2.87174
910.357 4.14866
910.441 6.55909
910.483 8.65254
910.525 11.9227
910.567 17.4422
910.588 21.6987
910.609 27.6387
910.630 36.2429
910.651 49.0005
910.672 68.5210
910.693 98.4590
910.722 157.397
910.750 196.666
910.778 157.393
910.807 98.4576
910.827 68.9828
910.848 49.6043
910.869 36.8473
910.889 28.2626
910.930 17.9327
910.971 12.3159
911.013 8.95906
911.054 6.81598
911.136 4.34233
911.218 3.02886
911.300 2.25399
911.465 1.42726
911.629 1.02427
911.794 0.803107
912.123 0.595300
912.452 0.524868
912.781 0.520867
913.439 0.649732
913.768 0.794156
914.097 1.02673
914.426 1.41371
914.755 2.10858
914.919 2.68001
915.084 3.52908
915.248 4.86691
915.412 7.14822
915.495 8.94712
915.577 11.5150
915.659 15.3648
915.741 21.4775
915.824 32.0078
915.865 40.3129
915.906 52.1400
915.947 69.6233
915.988 96.5399
916.029 139.548
916.070 208.928
916.120 334.433
916.170 417.882
916.220 334.130
916.270 208.891
916.306 145.478
916.343 104.159
