Ti-49(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
86725.9 0.000185869
88819.4 0.000210124
90912.9 0.000293864
91959.7 0.000384698
93006.5 0.000551779
93529.9 0.000689573
94053.2 0.000890805
94576.6 0.00119126
95100.0 0.00163905
95850.0 0.00255442
96600.0 0.00314330
97350.0 0.00252415
98100.0 0.00163064
98575.0 0.00123917
99050.0 0.000973625
100000 0.000681551
101185 0.000556179
102370 0.000589891
102963 0.000668943
103555 0.000807764
104148 0.00103511
104740 0.00139193
105155 0.00173391
105570 0.00212471
106400 0.00259219
106815 0.00242641
107230 0.00206153
108060 0.00130568
108996 0.000782125
109931 0.000508855
110867 0.000358818
111803 0.000269907
113674 0.000175870
115545 0.000130705
117416 0.000106440
119288 9.28818E-05
123030 8.31321E-05
126773 8.98400E-05
130515 0.000120794
132386 0.000159151
133322 0.000192671
134258 0.000246079
135193 0.000339984
136129 0.000531144
136597 0.000711764
137064 0.00101886
137298 0.00125673
137532 0.00158611
137766 0.00204822
138000 0.00269257
138400 0.00422515
138800 0.00523492
139200 0.00421619
139600 0.00270689
139921 0.00189715
140241 0.00139537
140562 0.00108526
140883 0.000890504
141524 0.000691558
142165 0.000633142
142806 0.000669995
143448 0.000815101
143768 0.000949635
144089 0.00115022
144409 0.00144923
144730 0.00188910
145215 0.00283770
145700 0.00347406
145943 0.00330198
146185 0.00288072
146670 0.00200191
147029 0.00158072
147388 0.00133656
147746 0.00121493
148105 0.00118019
148464 0.00121436
148823 0.00131179
149181 0.00147540
149540 0.00171361
149860 0.00199713
150180 0.00235012
150820 0.00320003
151200 0.00368792
151700 0.00413176
152200 0.00409753
152860 0.00316217
153580 0.00200796
154096 0.00145355
154613 0.00108744
155645 0.000676047
156678 0.000472102
157710 0.000360390
159775 0.000257040
161840 0.000227571
163905 0.000245139
165970 0.000329006
167003 0.000426608
168035 0.000626015
168551 0.000820108
169068 0.00118239
169326 0.00150695
169584 0.00204590
169842 0.00304216
170100 0.00505171
170300 0.00762245
170500 0.00936796
170570 0.00915815
170735 0.00738140
170900 0.00548173
171075 0.00417143
171250 0.00343841
171600 0.00283555
172300 0.00257054
172733 0.00236921
173165 0.00209070
174030 0.00169034
174670 0.00177680
174990 0.00202331
175310 0.00247502
175533 0.00293066
175755 0.00346416
176200 0.00410916
176423 0.00386685
176645 0.00333546
177090 0.00222619
177473 0.00159404
177855 0.00121101
178620 0.000834343
179385 0.000692786
180150 0.000662224
180915 0.000710497
181680 0.000845877
182445 0.00111448
182828 0.00132820
183210 0.00161897
183880 0.00235959
184550 0.00328270
184700 0.00347482
185200 0.00400816
185700 0.00423336
185800 0.00420894
186190 0.00387821
187050 0.00284124
187700 0.00232837
188700 0.00162302
189700 0.00106853
190423 0.000820863
191145 0.000668880
192590 0.000549887
193313 0.000565004
194035 0.000640870
194758 0.000810620
195480 0.00113709
195860 0.00139188
196240 0.00168532
197000 0.00204213
197760 0.00164279
198520 0.00106610
199097 0.000768834
199674 0.000577514
200828 0.000372748
201981 0.000281149
203135 0.000243261
204289 0.000243839
205443 0.000298215
206019 0.000368197
206596 0.000506442
207173 0.000807551
207462 0.00109090
207750 0.00153505
207938 0.00193192
208125 0.00238652
208500 0.00295351
208875 0.00238078
209250 0.00153478
209603 0.00102363
209955 0.000732097
210308 0.000564097
210660 0.000464579
211365 0.000371791
212070 0.000355943
212775 0.000396347
213480 0.000508549
214185 0.000754206
214538 0.000969695
214890 0.00128313
215168 0.00161028
215445 0.00198375
216000 0.00244423
216555 0.00196796
217110 0.00126440
217508 0.000918188
217905 0.000691053
218700 0.000445170
219495 0.000337356
220290 0.000297538
221085 0.000306452
221880 0.000375129
222675 0.000561601
223073 0.000746653
223470 0.00104161
223728 0.00130588
223985 0.00160884
224500 0.00198310
225015 0.00159020
225530 0.00101339
225919 0.000717045
226308 0.000525896
226697 0.000401964
227086 0.000319211
227864 0.000221322
228643 0.000169362
230199 0.000122694
231755 0.000110874
233311 0.000123332
234089 0.000141954
234868 0.000175170
235646 0.000235084
236424 0.000350588
236813 0.000449619
237202 0.000599048
237591 0.000831018
237980 0.00119167
238235 0.00151437
238490 0.00188187
239000 0.00233513
239510 0.00186933
240020 0.00117720
240560 0.000714150
241100 0.000462811
241100 0.00637815
250000 0.00625460
300000 0.00567464
350000 0.00524074
400000 0.00490900
450000 0.00465145
500000 0.00444793
550000 0.00428595
600000 0.00415488
650000 0.00405040
700000 0.00396476
750000 0.00389630
800000 0.00383854
850000 0.00379481
900000 0.00375846
950000 0.00373221
1.00000E+06 0.00370814
1.10000E+06 0.00368407
1.20000E+06 0.00367602
1.24803E+06 0.00368114
1.30000E+06 0.00368647
1.40000E+06 0.00370643
1.41027E+06 0.00360140
1.41028E+06 0.00360134
1.41030E+06 0.00360110
1.50000E+06 0.00282561
1.57388E+06 0.00268087
1.60000E+06 0.00263304
1.61868E+06 0.00251001
1.61868E+06 0.00250998
1.61870E+06 0.00250988
1.65634E+06 0.00228294
1.65634E+06 0.00228292
1.70000E+06 0.00205074
1.75000E+06 0.00188668
1.75902E+06 0.00185899
1.79830E+06 0.00174457
1.79831E+06 0.00174454
1.79831E+06 0.00174454
1.80000E+06 0.00173984
1.90000E+06 0.00151550
2.00000E+06 0.00140907
2.25000E+06 0.00126001
2.30790E+06 0.00122998
2.50000E+06 0.00114008
2.52233E+06 0.00112308
2.55600E+06 0.00109819
2.55601E+06 0.00109819
2.55601E+06 0.00109819
2.55744E+06 0.00109715
2.56530E+06 0.00109148
2.56928E+06 0.00108862
2.71920E+06 0.000989147
2.71920E+06 0.000989144
2.75000E+06 0.000970500
2.77615E+06 0.000955104
2.77615E+06 0.000955102
2.77707E+06 0.000954570
2.77707E+06 0.000954569
2.77738E+06 0.000954390
3.00000E+06 0.000837811
3.24040E+06 0.000774868
3.32720E+06 0.000754391
3.50000E+06 0.000716667
3.50070E+06 0.000716451
3.86500E+06 0.000616871
4.00000E+06 0.000585673
4.50000E+06 0.000517552
5.00000E+06 0.000480269
5.50000E+06 0.000463046
6.00000E+06 0.000459878
6.50000E+06 0.000464525
7.00000E+06 0.000471758
7.50000E+06 0.000482486
8.00000E+06 0.000488543
8.31120E+06 0.000490433
8.50000E+06 0.000491548
9.00000E+06 0.000493906
9.31499E+06 0.000493965
9.50000E+06 0.000493998
1.00000E+07 0.000495080
1.03856E+07 0.000494929
1.05000E+07 0.000494885
1.10000E+07 0.000494699
1.10723E+07 0.000494639
1.13360E+07 0.000494422
1.15000E+07 0.000494289
1.15854E+07 0.000494221
1.20000E+07 0.000493897
1.25000E+07 0.000493121
1.30000E+07 0.000492375
1.33437E+07 0.000494466
1.35000E+07 0.000495402
1.40000E+07 0.000498336
1.45000E+07 0.000505041
1.50000E+07 0.000511604
1.55000E+07 0.000515312
1.60000E+07 0.000518927
1.65000E+07 0.000513095
1.70000E+07 0.000507499
1.75000E+07 0.000493239
1.80000E+07 0.000479765
1.85000E+07 0.000446203
1.90000E+07 0.000415793
1.95000E+07 0.000367740
2.00000E+07 0.000326254
