Ge-73(n,g) ENDF/B-VII.1
807.203 33.4232
807.246 24.7159
807.289 18.8620
807.375 11.8810
807.461 8.10721
807.547 5.86438
807.633 4.43162
807.805 2.78162
807.977 1.90615
808.149 1.38814
808.321 1.05689
808.493 0.832570
808.837 0.556868
809.180 0.400556
809.524 0.303471
809.868 0.239132
810.556 0.161860
811.244 0.119055
812.620 0.0759001
813.996 0.0558533
815.371 0.0451290
818.123 0.0351540
823.626 0.0310860
829.129 0.0358521
834.632 0.0510008
837.384 0.0670491
840.135 0.0967751
841.511 0.121976
842.887 0.160576
844.263 0.223997
845.638 0.339059
846.326 0.435468
847.014 0.581841
847.702 0.819740
848.390 1.24487
848.734 1.59589
849.078 2.12094
849.422 2.95761
849.766 4.40961
850.110 7.26650
850.282 9.86019
850.454 14.1157
850.540 17.3449
850.626 21.7997
850.712 28.1696
850.798 37.6703
850.884 52.6513
850.970 77.8096
851.056 123.093
851.099 158.980
851.141 207.778
851.221 332.375
851.300 415.395
851.379 332.324
851.459 207.724
851.526 137.341
851.593 94.2542
851.660 67.5704
851.727 50.3978
851.861 30.7567
851.995 20.5674
852.129 14.6712
852.263 10.9733
852.532 6.78727
852.800 4.60377
853.068 3.32612
853.336 2.51514
853.604 1.96870
854.141 1.30118
854.677 0.924791
855.214 0.691957
855.750 0.538008
856.823 0.353548
857.896 0.251515
858.969 0.189239
860.042 0.148486
862.187 0.100203
864.333 0.0738528
868.624 0.0477686
872.916 0.0360775
877.207 0.0302739
885.790 0.0266927
894.373 0.0303993
898.665 0.0362517
902.956 0.0479565
907.248 0.0739383
909.393 0.100100
911.539 0.147914
912.612 0.188195
913.685 0.249628
914.758 0.350079
915.830 0.531115
916.367 0.681832
916.903 0.909148
917.440 1.27534
917.976 1.92142
918.244 2.44803
918.513 3.22567
918.781 4.44300
919.049 6.50357
919.183 8.11417
919.317 10.3998
919.451 13.7907
919.585 19.1136
919.719 28.1058
919.787 35.0846
919.854 44.8418
919.921 58.9760
919.988 80.0947
920.055 112.674
920.122 162.949
920.211 260.725
920.300 325.778
920.389 260.564
920.478 162.902
920.556 106.428
920.634 72.3653
920.711 51.5288
920.789 38.2412
920.944 23.1845
921.100 15.4412
921.255 10.9829
921.410 8.19957
921.721 5.05985
922.032 3.42759
922.342 2.47445
922.653 1.87033
922.963 1.46372
923.585 0.967554
924.206 0.688043
924.827 0.515270
925.449 0.401109
926.691 0.264372
927.934 0.188758
929.176 0.142610
930.419 0.112398
932.904 0.0765708
935.389 0.0569685
940.359 0.0374174
945.329 0.0284352
950.299 0.0236825
960.239 0.0193945
980.120 0.0184229
990.060 0.0201039
1000.00 0.0238922
1000.00 0.0238928
1000.01 0.0238950
1000.01 0.0238972
1000.02 0.0239016
1000.03 0.0239099
1000.06 0.0239265
1000.12 0.0239599
1000.24 0.0240278
1000.48 0.0241651
1000.97 0.0244484
1001.93 0.0250517
1003.86 0.0264282
1007.72 0.0300981
1011.58 0.0357718
1015.43 0.0454776
1019.29 0.0649874
1021.22 0.0837052
1023.15 0.117072
1025.08 0.186833
1026.04 0.255279
1027.01 0.378286
1027.49 0.480962
1027.97 0.635843
1028.45 0.886153
1028.94 1.33024
1029.18 1.69423
1029.42 2.23518
1029.66 3.08915
1029.90 4.55246
1030.14 7.37283
1030.26 9.89094
1030.38 13.8963
1030.50 20.9400
1030.56 26.5331
1030.62 34.5909
1030.68 46.9352
1030.74 66.0942
1030.80 97.5844
1030.86 150.146
1030.93 240.300
1031.00 300.432
1031.07 240.277
1031.14 150.120
1031.19 100.997
1031.25 70.7132
1031.30 51.4648
1031.35 38.8086
1031.46 24.0510
1031.57 16.2443
1031.68 11.6692
1031.79 8.77484
1032.00 5.47097
1032.22 3.73461
1032.43 2.71306
1032.65 2.06246
1032.87 1.62306
1033.30 1.08432
1033.73 0.780896
1034.16 0.593149
1034.59 0.469142
1035.46 0.321038
1036.32 0.240125
1038.05 0.161042
1039.78 0.127812
1041.51 0.114288
1044.97 0.118409
1048.43 0.162626
1050.16 0.213022
1051.88 0.307350
1052.75 0.387274
1053.61 0.508955
1054.48 0.707421
1055.34 1.06218
1055.78 1.35587
1056.21 1.79446
1056.64 2.49303
1057.07 3.70527
1057.29 4.68190
1057.50 6.09604
1057.72 8.26215
1057.94 11.8171
1058.04 14.5123
1058.15 18.2290
1058.26 23.5411
1058.37 31.4706
1058.48 43.9534
1058.58 64.8972
1058.69 102.552
1058.75 132.369
1058.80 173.013
1058.90 277.164
1059.00 346.734
1059.10 277.116
1059.20 172.963
1059.29 113.526
1059.37 77.8071
1059.46 55.5332
1059.54 41.4033
1059.71 25.2048
1059.88 16.8327
1060.06 11.9993
1060.23 8.97288
1060.57 5.55197
1060.91 3.77055
1061.25 2.72861
1061.59 2.06767
1061.94 1.62255
1062.62 1.07914
1063.30 0.772848
1063.99 0.583472
1064.67 0.458330
1066.04 0.308552
1067.41 0.225880
1070.14 0.142911
1072.88 0.104656
1075.61 0.0844656
1081.09 0.0664316
1086.56 0.0612108
1092.03 0.0622236
1102.97 0.0777818
1113.91 0.119337
1119.38 0.161374
1124.86 0.236806
1127.59 0.299060
1130.33 0.392108
1133.06 0.540150
1135.80 0.796692
1137.17 1.00221
1138.53 1.30085
1139.90 1.75823
1141.27 2.50819
1142.64 3.86206
1143.32 4.98419
1144.01 6.66011
1144.69 9.30030
1145.37 13.7343
1146.06 21.7157
1146.74 36.6329
1147.37 58.5307
1148.00 73.0695
1148.63 58.4516
1149.26 36.5566
1149.81 23.9155
1150.36 16.2908
1150.90 11.6176
1151.45 8.63012
1152.54 5.24194
1153.64 3.50014
1154.73 2.49670
1155.83 1.87048
1158.02 1.16452
1160.20 0.798218
1162.39 0.585092
1166.77 0.361445
1171.15 0.254870
1175.53 0.198687
1184.28 0.155568
1193.04 0.169932
1197.41 0.204591
1201.79 0.276776
1206.17 0.436859
1208.36 0.595084
1210.55 0.876406
1211.64 1.10685
1212.73 1.44791
1213.83 1.98398
1214.92 2.89398
1215.47 3.60914
1216.02 4.62561
1216.57 6.13975
1217.11 8.52985
1217.66 12.6003
1218.21 20.2714
1218.48 26.8438
1218.75 36.7707
1219.03 52.3811
1219.30 76.9123
1219.65 123.449
1220.00 154.614
1220.35 123.366
1220.70 76.8304
1221.07 45.7132
1221.45 29.0485
1221.82 19.7144
1222.19 14.1491
1222.57 10.5962
1222.94 8.21854
1223.69 5.33916
1224.44 3.74021
1225.18 2.76487
1226.68 1.68949
1228.17 1.14159
1229.66 0.825734
1231.16 0.627359
1232.65 0.494806
1235.64 0.334096
1238.63 0.244308
1241.61 0.189230
1244.60 0.153220
1250.58 0.111166
1256.55 0.0896083
1268.50 0.0748293
1280.45 0.0854957
1286.43 0.104300
1292.40 0.142287
1295.39 0.175268
1298.38 0.225980
1301.36 0.309043
1304.35 0.457989
1305.84 0.581097
1307.34 0.765311
1308.83 1.05868
1310.33 1.56713
1311.07 1.97453
1311.82 2.56633
1312.57 3.47204
1313.31 4.95674
1313.69 6.08290
1314.06 7.63022
1314.43 9.84494
1314.81 13.1368
1315.18 18.3220
1315.55 26.9723
1315.93 42.4483
1316.30 71.2365
1316.65 114.346
1317.00 143.219
1317.35 114.275
1317.70 71.1670
1318.02 45.4195
1318.34 30.3490
1318.66 21.3462
1318.98 15.7121
1319.63 9.41737
1320.27 6.23544
1320.91 4.41925
1321.55 3.29388
1322.83 2.03209
1324.11 1.37982
1325.40 1.00084
1326.68 0.761437
1327.96 0.601140
1330.53 0.407027
1333.09 0.299830
1335.66 0.236122
1338.22 0.197439
1343.35 0.167233
1345.92 0.174108
1348.48 0.204467
1351.05 0.286145
1352.33 0.372233
1353.61 0.530445
1354.26 0.663199
1354.90 0.863314
1355.54 1.18488
1356.18 1.74863
1356.82 2.87501
1357.14 3.91273
1357.46 5.63626
1357.78 8.82668
1357.94 11.5245
1358.10 15.6450
1358.26 22.3940
1358.42 34.1948
1358.50 43.5903
1358.58 56.8995
1358.66 76.0583
1358.74 103.507
1358.87 165.527
1359.00 206.841
1359.13 165.496
1359.26 103.474
1359.34 75.1771
1359.42 55.7019
1359.59 33.0161
1359.75 21.4329
1359.92 14.9161
1360.09 10.9386
1360.25 8.34977
1360.58 5.31265
1360.92 3.67434
1361.25 2.69388
1361.91 1.63094
1362.58 1.09824
1363.24 0.793953
1363.90 0.603908
1364.57 0.477250
1365.90 0.323996
1367.22 0.238088
1369.88 0.149657
1372.54 0.106869
1375.19 0.0826083
1380.50 0.0569688
1385.82 0.0439966
1391.13 0.0363269
1401.75 0.0279042
1423.00 0.0214594
1444.25 0.0206433
1465.50 0.0244292
1476.12 0.0293404
1486.74 0.0387726
1497.37 0.0591493
1502.68 0.0793235
1507.99 0.115714
1510.65 0.146037
1513.30 0.191857
1515.96 0.265880
1518.62 0.397120
1519.94 0.504612
1521.27 0.664257
1522.60 0.916063
1523.93 1.34703
1524.59 1.68765
1525.26 2.17620
1525.92 2.91134
1526.58 4.08819
1527.25 6.13384
1527.58 7.76592
1527.91 10.1138
1528.24 13.6310
1528.58 19.1422
1528.91 28.1540
1529.24 43.0951
1529.62 68.8421
1530.00 85.9484
1530.38 68.8011
1530.76 43.0551
1531.00 31.4674
1531.24 23.4308
1531.73 13.9835
1532.21 9.11494
1532.70 6.36389
1533.18 4.67388
1533.66 3.57097
1534.63 2.27482
1535.60 1.57319
1536.57 1.15315
1538.50 0.697125
1540.44 0.468626
1542.37 0.338299
1544.31 0.257122
1546.24 0.203257
1550.11 0.138581
1553.98 0.102960
1561.72 0.0678339
1569.46 0.0527525
1577.20 0.0462709
1592.68 0.0466350
1608.15 0.0632894
1615.89 0.0826719
1623.63 0.118875
1627.50 0.149338
1631.37 0.195418
1635.24 0.269647
1639.11 0.400228
1641.05 0.506255
1642.98 0.662272
1644.92 0.905198
1646.85 1.31294
1647.82 1.62949
1648.79 2.07496
1649.75 2.73017
1650.72 3.74415
1651.69 5.42687
1652.66 8.46714
1653.14 10.9612
1653.62 14.5818
1654.11 19.9759
1654.59 27.9650
1655.30 44.6643
1656.00 55.7480
1656.71 44.6169
1657.41 27.9189
1657.99 18.6276
1658.58 12.8746
1659.16 9.27825
1659.75 6.94469
1660.91 4.26054
1662.08 2.85947
1663.25 2.04559
1664.42 1.53384
1666.75 0.953173
1669.09 0.649755
1671.43 0.471934
1673.76 0.359002
1676.10 0.282901
1680.77 0.189997
1685.44 0.137708
1690.11 0.105495
1694.79 0.0843483
1704.13 0.0594698
1713.47 0.0464252
1732.16 0.0360458
1750.85 0.0379238
1760.19 0.0443436
1769.54 0.0580901
1778.88 0.0890095
1783.55 0.119879
1788.22 0.175379
1790.56 0.221286
1792.90 0.290013
1795.23 0.399505
1797.57 0.589491
1798.74 0.741673
1799.90 0.962766
1801.07 1.30118
1802.24 1.85597
1803.41 2.85500
1803.99 3.68121
1804.58 4.91234
1805.16 6.84554
1805.74 10.0769
1806.33 15.8526
1806.91 26.5377
1807.46 42.3279
1808.00 52.7907
1808.55 42.1422
1809.10 26.2661
1809.65 16.0976
1810.21 10.4371
1810.76 7.18776
1811.31 5.20743
1811.87 3.92923
1812.42 3.06286
1813.52 2.00535
1814.63 1.41162
1815.74 1.04711
1817.95 0.642788
1820.16 0.435762
1822.37 0.316091
1824.58 0.240785
1826.79 0.190383
1831.21 0.129286
1835.64 0.0951753
1844.48 0.0607098
1853.33 0.0449358
1862.17 0.0369508
1879.86 0.0315580
1897.56 0.0349506
1906.40 0.0407292
1915.25 0.0518155
1924.09 0.0748057
1928.52 0.0965772
1932.94 0.134216
1937.36 0.208801
1939.57 0.277860
1941.78 0.395033
1943.99 0.621149
1945.10 0.825283
1946.21 1.16324
1946.76 1.42505
1947.31 1.79663
1947.86 2.35370
1948.42 3.25207
1948.97 4.87309
1949.25 6.23975
1949.52 8.32790
1949.80 11.7904
1950.08 18.0765
1950.21 23.3008
1950.35 31.0357
1950.49 42.8228
1950.63 60.8538
1950.81 96.3969
1951.00 120.063
1951.19 96.8563
1951.37 62.2235
1951.50 45.4726
1951.63 34.5654
1951.77 27.4493
1951.90 22.8745
1952.03 19.9190
1952.16 18.1270
1952.29 17.1780
1952.42 16.9292
1952.55 17.3093
1952.68 18.3168
1952.81 20.0376
1952.94 22.5877
1953.07 26.2377
1953.20 31.2672
1953.33 38.2035
1953.46 47.4266
1953.73 73.8107
1954.00 91.2472
1954.14 85.8211
1954.27 73.0421
1954.54 46.0626
1954.72 33.5183
1954.90 24.9234
1955.25 14.9665
1955.61 9.87295
1955.96 6.98967
1956.32 5.21063
1956.67 4.04490
1957.38 2.65588
1958.09 1.88887
1958.80 1.42083
1960.22 0.899772
1961.64 0.630259
1963.06 0.472863
1965.91 0.306398
1968.75 0.226228
1971.59 0.183534
1977.27 0.148596
1982.95 0.147870
1988.64 0.172554
1994.32 0.231866
2000.00 0.362790
2004.27 0.579947
2006.41 0.779091
2008.55 1.10797
2010.68 1.70566
2011.75 2.20371
2012.82 2.95149
2013.89 4.13777
2014.95 6.14954
2016.02 9.82199
2016.56 12.7705
2017.09 16.8312
2018.05 26.9054
2019.00 33.6027
2019.96 26.8728
2020.91 16.7991
2021.85 10.4079
2022.79 6.80066
2023.74 4.70878
2024.68 3.42474
2025.62 2.59175
2026.56 2.02502
2028.45 1.33015
2030.33 0.938955
2032.21 0.698115
2035.98 0.430141
2039.75 0.292492
2043.52 0.212653
2047.29 0.162271
2051.05 0.128461
2058.59 0.0872931
2066.12 0.0641585
2081.19 0.0405448
2096.26 0.0295611
2111.33 0.0238870
2141.48 0.0198293
2171.62 0.0219063
2186.69 0.0258065
2201.76 0.0333791
2216.83 0.0489974
2224.36 0.0636038
2231.90 0.0885707
2239.44 0.137660
2243.20 0.183256
2246.97 0.261576
2250.74 0.416784
2252.62 0.561094
2254.51 0.806732
2255.45 1.00097
2256.39 1.28040
2257.33 1.70346
2258.27 2.38813
2259.22 3.60041
2259.69 4.58705
2260.16 6.03510
2260.63 8.26382
2261.10 11.8885
2261.57 18.1261
2262.04 29.1213
2262.52 46.5618
2263.00 58.1945
2263.48 46.5455
2263.96 29.1135
2264.35 19.5912
2264.74 13.6526
2265.13 9.91709
2265.52 7.48192
2266.30 4.66974
2267.08 3.20049
2267.86 2.34764
2268.64 1.81515
2270.20 1.22393
2271.76 0.933949
2273.32 0.787369
2276.44 0.717856
2278.00 0.765867
2279.55 0.876415
2280.33 0.963015
2281.11 1.07826
2281.50 1.14949
2281.89 1.23188
2282.28 1.32751
2282.67 1.43867
2283.06 1.56927
2283.45 1.72335
2283.84 1.90653
2284.23 2.12628
2284.62 2.39261
2285.01 2.71927
2285.40 3.12543
2285.79 3.63698
2286.18 4.29638
2286.57 5.16230
2286.96 6.32692
2287.35 7.93147
2287.74 10.2211
2288.13 13.5829
2288.52 18.6440
2288.91 26.2428
2289.46 41.5600
2290.00 51.7599
2290.55 41.6162
2291.10 26.4625
2291.73 15.9070
2292.37 10.7359
2293.00 8.28892
2293.63 7.40302
2294.26 7.76454
2294.90 9.74671
2295.21 11.7636
2295.53 14.9496
2295.84 20.0070
2296.16 27.9357
2296.58 43.3870
2297.00 53.5857
2297.43 42.8799
2297.85 27.0159
