U-235(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
691.044 4.73287
691.059 6.16984
691.083 9.26704
691.107 11.0601
691.131 8.77584
691.155 5.74470
691.172 4.29714
691.188 3.33353
691.222 2.24918
691.256 1.71505
691.289 1.42577
691.356 1.15960
691.423 1.07960
691.558 1.19064
691.625 1.37017
691.692 1.65805
691.888 2.78837
692.083 3.02958
692.126 3.46580
692.168 4.26277
692.211 5.65013
692.253 7.97375
692.304 11.9220
692.354 13.7950
692.404 10.7301
692.454 7.23653
692.503 5.28152
692.551 4.32470
692.599 3.96781
692.647 4.02611
692.696 4.45434
692.744 5.30109
692.792 6.70263
692.840 8.85174
692.914 13.5083
692.987 16.1154
693.061 12.5290
693.134 7.88773
693.213 4.80997
693.293 3.15597
693.372 2.22441
693.451 1.66276
693.530 1.30275
693.609 1.06149
693.768 0.775954
693.926 0.638169
694.085 0.610051
694.164 0.658637
694.243 0.814526
694.283 0.991959
694.322 1.33754
694.342 1.63886
694.362 2.10307
694.382 2.84543
694.402 4.04809
694.449 7.84458
694.473 6.51363
694.497 4.28052
694.521 2.76921
694.546 1.95469
694.571 1.50862
694.596 1.25507
694.646 1.03140
694.696 1.00540
694.746 1.12299
694.795 1.42676
694.820 1.69148
694.845 2.07692
694.870 2.63768
694.895 3.43279
694.936 5.19884
694.977 6.06105
695.018 4.66912
695.058 3.01026
695.099 2.00511
695.139 1.44075
695.179 1.11314
695.219 0.915692
695.299 0.717713
695.380 0.659542
695.460 0.706048
695.540 0.923080
695.580 1.18347
695.621 1.70573
695.641 2.17564
695.661 2.91984
695.681 4.15027
695.701 6.19777
695.723 9.66173
695.746 11.8334
695.769 9.42921
695.791 6.02263
695.818 3.60127
695.844 2.37721
695.871 1.72255
695.897 1.34524
695.950 0.965394
696.003 0.802803
696.108 0.719690
696.214 0.797008
696.319 1.03465
696.425 1.59506
696.478 2.15460
696.531 3.13932
696.583 5.02843
696.636 8.85115
696.679 13.7950
696.722 16.3570
696.766 12.6719
696.809 8.23449
696.836 6.37708
696.864 5.19451
696.924 4.06184
696.984 3.64131
697.104 2.22412
697.177 1.80664
697.249 1.84089
697.285 2.09115
697.322 2.66674
697.358 4.01796
697.376 5.34692
697.394 7.46154
697.416 11.0663
697.438 12.5431
697.460 9.59035
697.482 6.50777
697.503 4.88527
697.523 4.09611
697.564 3.81669
697.615 4.62360
697.640 5.05491
697.665 5.12307
697.716 4.01574
697.741 3.28926
697.767 2.67743
697.803 2.03644
697.839 1.61528
697.876 1.33647
697.912 1.14958
697.984 0.933553
698.057 0.833805
698.202 0.809222
698.347 0.949173
698.492 1.31482
698.564 1.65935
698.637 2.22005
698.709 3.20211
698.782 5.11871
698.818 6.81624
698.854 9.46604
698.890 13.7791
698.927 20.8434
698.969 32.8646
699.011 39.4026
699.054 30.3776
699.096 18.9537
699.136 12.1607
699.176 8.28001
699.217 6.00143
699.257 4.60364
699.337 3.14383
699.417 2.58221
699.497 2.57817
699.578 3.24187
699.618 4.03314
699.658 5.44471
699.698 8.04637
699.738 12.9109
699.776 20.0873
699.814 24.2763
699.852 19.0250
699.890 12.0024
699.930 7.35029
699.971 4.83765
700.012 3.42027
700.052 2.56549
700.133 1.64018
700.214 1.18348
700.296 0.927430
700.377 0.773117
700.539 0.618385
700.701 0.580545
700.864 0.645911
700.945 0.738476
701.026 0.906977
701.107 1.22449
701.188 1.86137
701.209 2.11483
701.267 2.96308
701.324 3.47757
701.410 2.77998
701.439 2.47336
701.535 1.70000
701.631 1.23086
701.723 0.994529
701.815 0.893993
701.999 0.970279
702.091 1.15923
702.183 1.51817
702.275 2.18890
702.367 3.43685
702.455 5.26081
702.543 6.23160
702.719 3.19352
702.818 2.13893
702.917 1.77321
702.967 1.82871
703.016 2.14484
703.066 3.03940
703.091 3.96465
703.115 5.47070
703.145 8.11580
703.176 9.44411
703.206 7.39950
703.236 4.96039
703.274 3.25617
703.311 2.48924
703.348 2.17799
703.386 2.13023
703.423 2.29148
703.461 2.68526
703.498 3.40384
703.535 4.60072
703.583 6.85339
703.631 8.17430
703.726 4.31815
703.769 3.06876
703.812 2.37404
703.855 2.01738
703.898 1.88144
703.984 2.14419
704.027 2.60374
704.070 3.38506
704.128 4.92523
704.186 5.67386
704.302 2.82079
704.350 1.98712
704.399 1.47561
704.447 1.15565
704.496 0.948666
704.593 0.718156
704.690 0.618817
704.787 0.603453
704.884 0.687096
704.933 0.798718
704.981 1.01308
705.030 1.45378
705.054 1.84437
705.078 2.41786
705.114 3.57482
705.131 4.05567
705.149 4.17928
705.184 3.32046
705.202 2.74961
705.220 2.27360
705.248 1.74407
705.277 1.43255
705.305 1.25824
705.333 1.17105
705.390 1.16388
705.447 1.33216
705.504 1.71465
705.532 2.03034
705.560 2.47616
705.589 3.12247
705.617 4.08098
705.646 5.54154
705.674 7.79913
705.697 10.5175
705.720 14.1944
705.762 20.4562
705.770 20.3658
705.795 16.5150
705.820 11.5831
705.850 7.56075
705.876 5.41028
705.902 4.03001
705.954 2.46528
706.006 1.66850
706.058 1.21526
706.110 0.934985
706.163 0.750279
706.267 0.530484
706.371 0.409967
706.475 0.337466
706.683 0.260740
706.892 0.228508
707.100 0.224171
707.308 0.262533
707.413 0.329121
707.517 0.498607
707.581 0.681712
707.646 0.772409
707.775 0.467165
707.870 0.339838
707.964 0.290271
708.153 0.271746
708.341 0.296524
708.530 0.354403
708.718 0.463815
708.907 0.688290
709.001 0.902088
709.095 1.27629
709.190 2.02287
709.237 2.69401
709.284 3.72620
709.342 5.61167
709.371 6.57525
709.401 7.13865
709.459 6.39483
709.488 5.58171
709.517 4.89282
709.549 4.41233
709.565 4.28491
709.580 4.23213
709.596 4.25417
709.612 4.35320
709.628 4.53423
709.644 4.80383
709.659 5.17838
709.675 5.67487
709.691 6.31820
709.707 7.14068
709.738 9.48731
709.770 13.0146
709.793 16.3064
709.816 19.4261
709.840 21.0014
709.863 20.0469
709.909 13.8145
709.956 8.60458
709.997 5.92607
710.038 4.36070
710.079 3.42130
710.120 2.84620
710.201 2.29840
710.283 2.23777
710.365 2.60150
710.447 3.62161
710.488 4.59858
710.529 6.15644
710.570 8.72052
710.611 12.9277
710.659 20.3167
710.708 24.8779
710.756 19.6561
710.804 12.3580
710.853 7.72850
710.901 5.13079
710.949 3.62651
710.998 2.70285
711.094 1.69594
711.191 1.20116
711.287 0.935221
711.384 0.799721
711.481 0.775123
711.529 0.818650
711.577 0.918874
711.700 1.26640
711.762 1.07606
711.823 0.819793
711.875 0.680456
711.927 0.603515
711.979 0.571213
712.031 0.577652
712.084 0.632187
712.136 0.772621
712.162 0.905854
712.188 1.11740
712.214 1.46509
712.240 2.03142
712.271 3.01389
712.302 3.55799
712.333 2.82942
712.364 1.90115
712.387 1.43901
712.411 1.15042
712.458 0.860827
712.505 0.764508
712.552 0.777445
712.599 0.896121
712.646 1.18703
712.670 1.45493
712.693 1.87065
712.717 2.53236
712.740 3.57784
712.770 5.46240
712.800 6.38751
712.860 3.14916
712.891 2.05267
712.922 1.45797
712.953 1.12523
712.984 0.931666
713.045 0.751315
713.107 0.717894
713.169 0.792779
713.231 1.01523
713.261 1.22348
713.292 1.54392
713.323 2.04560
713.354 2.81442
713.396 4.27409
713.438 4.98687
713.522 2.46731
713.572 1.51501
713.622 1.03865
713.672 0.785074
713.722 0.640955
713.821 0.502897
713.921 0.459067
714.021 0.469375
714.121 0.535192
714.221 0.696343
714.321 1.06297
714.393 1.50659
714.466 1.75536
714.611 1.06177
714.672 0.862442
714.734 0.757951
714.857 0.708730
714.981 0.787442
715.104 0.988370
715.227 1.39014
715.289 1.73118
715.351 2.24195
715.412 3.04696
715.474 4.38758
715.536 6.76893
715.597 11.0875
715.657 17.4123
715.717 20.6913
715.776 15.8658
715.836 9.91980
715.907 5.76095
715.978 3.67710
716.049 2.57204
716.120 1.94374
716.263 1.34035
716.405 1.15309
716.547 1.24009
716.618 1.41568
716.689 1.74648
716.760 2.37328
716.831 3.66152
716.867 4.84139
716.902 6.73267
716.938 9.90481
716.973 15.2425
717.013 23.7213
717.033 26.9106
717.053 27.1933
717.092 20.0910
717.132 12.4062
717.155 9.41427
717.178 7.30730
717.224 4.73215
717.270 3.34448
717.316 2.54149
717.362 2.05239
717.408 1.74808
717.500 1.46825
717.592 1.50996
717.638 1.67575
717.684 2.00691
717.730 2.64829
717.753 3.18559
717.776 3.98054
717.799 5.20455
717.822 7.18086
717.845 10.5260
717.868 16.2708
717.893 25.5490
717.918 30.8644
717.943 24.0595
717.967 15.1385
717.993 9.39775
718.019 6.26139
718.044 4.48114
718.070 3.40569
718.122 2.25824
718.173 1.71351
718.276 1.29221
718.378 1.25181
718.481 1.47859
718.584 2.13796
718.635 2.81828
718.687 4.01954
718.738 6.31726
718.790 10.9726
718.831 17.2101
718.872 21.6310
718.913 18.6380
718.955 13.8982
718.994 11.0865
719.075 5.46714
719.125 3.60903
719.174 2.61428
719.224 2.05107
719.273 1.71770
719.373 1.41425
719.472 1.40315
719.571 1.67007
719.621 1.96279
719.670 2.44243
719.720 3.24852
719.769 4.68000
719.819 7.41241
719.868 12.8275
719.911 20.0775
719.932 23.0763
719.953 23.7755
719.995 18.1471
720.037 11.3221
720.076 7.34398
720.115 5.03994
720.154 3.66209
720.194 2.79559
720.272 1.82968
720.350 1.34693
720.428 1.08178
720.507 0.931890
720.663 0.821731
720.819 0.893078
720.898 1.01054
720.976 1.21688
721.054 1.57709
721.093 1.85387
721.132 2.23375
721.172 2.76637
721.211 3.52997
721.250 4.64448
721.289 6.27197
721.350 10.0120
721.411 13.1176
721.441 12.8570
721.471 11.4157
721.532 7.82933
721.595 5.43555
721.658 4.47138
721.690 4.50056
721.721 5.03452
721.753 6.51507
721.784 9.95862
721.807 13.9715
721.831 15.3398
721.842 13.6959
721.854 11.3016
721.866 8.96234
721.877 7.08044
721.890 5.54610
721.903 4.45356
721.928 3.08854
721.953 2.32888
721.978 1.87154
722.029 1.37617
722.079 1.12974
722.180 0.915634
722.281 0.863367
722.382 0.911983
722.482 1.07601
722.583 1.43502
722.684 2.15553
722.772 3.07327
722.815 3.38950
722.859 3.38843
722.947 2.64906
723.034 1.94731
723.113 1.65250
723.191 1.61131
723.270 1.78630
723.348 2.19280
723.564 3.76934
723.673 3.08223
723.781 2.05248
723.867 1.49876
723.954 1.16379
724.041 0.974459
724.128 0.892583
724.214 0.922920
724.301 1.16122
724.345 1.47204
724.388 2.12266
724.410 2.72522
724.431 3.70111
724.453 5.35228
724.475 8.14205
724.499 12.6035
724.511 14.2875
724.523 14.4552
724.571 6.69740
724.595 4.29434
724.619 2.96455
724.643 2.18897
724.667 1.71254
724.714 1.18934
724.762 0.931557
724.858 0.713003
724.954 0.659386
725.049 0.707479
725.145 0.904953
725.193 1.12746
725.241 1.54668
725.289 2.42911
725.313 3.23348
725.336 4.45639
725.369 6.82429
725.402 8.14266
725.468 4.15218
725.494 2.96728
725.521 2.24285
725.575 1.52152
725.628 1.24215
725.682 1.16393
725.736 1.21462
725.789 1.38836
725.843 1.72189
725.896 2.28056
725.965 3.33432
726.034 3.90764
726.172 2.17253
726.237 1.69042
726.302 1.62861
726.335 1.82941
726.368 2.38286
726.384 2.94601
726.400 3.90126
726.416 5.62931
726.433 8.80710
726.448 13.7105
726.464 17.1379
726.479 13.9639
726.495 8.98463
726.512 5.53597
726.529 3.70147
726.546 2.68467
726.563 2.08186
726.597 1.43742
726.630 1.12289
726.698 0.841201
726.766 0.729635
726.902 0.674550
727.038 0.728184
727.173 0.891810
727.241 1.04357
727.309 1.28211
727.377 1.68064
727.445 2.40366
727.479 3.00136
727.513 3.87460
727.546 5.18627
727.580 7.16223
727.628 11.2657
727.676 14.2035
727.725 11.6682
727.773 7.56434
727.809 5.40424
727.846 4.02093
727.919 2.55060
727.992 1.88469
728.065 1.55909
728.211 1.33967
728.357 1.40189
728.503 1.68390
728.649 2.30112
728.722 2.84896
728.795 3.70481
728.868 5.11476
728.941 7.50443
729.015 11.1049
729.089 13.4803
729.237 10.7672
729.272 10.7347
729.381 12.9124
729.491 15.2048
729.600 12.5961
729.710 8.26200
729.801 5.74326
729.893 4.18337
729.984 3.22655
730.076 2.63737
730.167 2.29178
730.258 2.15991
730.350 2.40288
730.396 2.96736
730.419 3.58207
730.441 4.65424
730.465 6.39933
730.477 7.27484
730.489 7.71046
730.512 6.55622
730.524 5.51775
730.536 4.59328
730.550 3.76685
730.563 3.18831
730.591 2.49994
730.646 1.96797
730.755 1.81901
730.865 2.04322
730.975 2.54749
731.101 3.39238
731.227 3.72253
731.478 2.61313
731.638 2.50408
731.798 3.12710
731.878 3.98726
731.958 5.87130
731.998 7.74005
732.038 11.0655
732.078 17.6063
732.098 23.2356
732.118 31.3829
732.133 39.5729
732.149 48.5764
732.180 57.6645
732.210 44.6595
732.241 28.5287
732.273 18.3595
732.305 12.8518
732.337 9.77030
732.369 7.96229
732.432 6.16985
732.496 5.51742
732.624 5.66248
732.751 7.03673
732.878 9.95796
733.006 16.0127
733.069 21.4977
733.133 30.2201
733.197 44.6763
733.261 68.8061
733.333 108.791
733.369 125.434
733.405 129.414
733.478 98.3679
733.550 60.6097
733.601 42.9887
733.652 31.3599
733.703 23.6089
733.753 18.3055
733.855 11.8503
733.957 8.30136
734.058 6.18245
734.160 4.86099
734.262 4.05180
734.363 3.66408
734.445 3.62586
734.527 3.50894
734.691 2.40956
734.761 2.06715
734.830 1.82324
734.969 1.50622
735.108 1.31380
735.246 1.19716
735.385 1.14668
735.524 1.19279
735.593 1.29145
735.662 1.51109
735.697 1.71254
735.732 2.02888
735.767 2.53803
735.801 3.34772
735.845 4.77248
735.888 5.41588
735.931 4.25319
735.975 2.93449
736.009 2.27379
736.043 1.85958
736.111 1.42520
736.179 1.23105
736.246 1.13986
736.382 1.09455
736.518 1.14724
736.790 1.54103
736.926 2.15840
736.993 3.08206
737.027 4.22725
737.044 5.26024
737.061 6.85957
737.073 8.45404
737.085 10.4545
737.097 12.5773
737.109 14.1021
737.132 13.1623
737.156 9.83868
737.178 7.58542
737.201 6.32547
737.246 5.32353
737.336 5.46835
737.427 6.76402
737.517 8.98356
737.649 13.5461
737.714 15.3872
737.780 15.7319
737.911 11.9847
738.042 7.53774
738.145 5.27381
738.248 3.85910
738.351 2.97369
738.453 2.42156
738.556 2.10207
738.659 2.00357
738.711 2.07341
738.762 2.29189
738.813 2.80482
738.839 3.26450
738.865 3.93387
738.906 5.45442
738.948 6.33149
738.990 5.18774
739.031 3.68523
739.078 2.66821
739.125 2.15579
739.172 1.89914
739.219 1.78058
739.312 1.78394
739.406 2.05080
739.499 2.70784
739.546 3.31288
739.593 4.27395
739.640 5.89425
739.687 8.86467
739.710 11.3221
739.733 14.9239
739.757 20.3215
739.780 28.3897
739.797 36.1944
739.814 44.9730
739.848 55.3584
739.881 43.8046
739.915 27.5377
739.936 20.3388
739.958 15.3578
740.001 9.51493
740.043 6.49972
740.086 4.80918
740.172 3.14984
740.257 2.49044
740.343 2.32653
740.428 2.60098
740.514 3.63061
740.556 4.73890
740.599 6.57021
740.650 9.76771
740.701 11.4863
740.804 5.91453
740.856 3.99309
740.907 2.95084
740.959 2.38114
741.011 2.07102
741.115 1.87849
741.218 2.08526
741.322 2.81616
741.374 3.56449
741.425 4.85273
741.477 7.27515
741.503 9.34973
741.529 12.5412
741.555 17.7702
741.581 27.0522
741.607 45.1756
741.620 60.6050
741.632 82.9092
741.643 106.009
741.653 132.337
741.673 164.628
741.693 131.323
741.713 82.3342
741.733 50.9792
741.753 33.4693
741.773 23.3482
741.793 17.1578
741.833 10.4684
741.873 7.25390
741.913 5.64066
741.953 5.11507
741.973 5.35945
741.993 6.26135
742.013 8.63576
742.023 10.9974
742.033 14.7592
742.046 22.0132
742.059 26.5037
742.085 13.9137
742.102 8.34458
742.119 5.63118
742.135 4.18026
742.152 3.33124
742.185 2.40724
742.218 1.92708
742.284 1.43251
742.350 1.17830
742.482 0.924104
742.615 0.819170
742.747 0.807415
742.879 0.921112
742.945 1.08197
743.011 1.42296
743.044 1.74012
743.077 2.25492
743.111 3.13952
743.144 4.68203
743.178 7.13916
743.212 8.71015
743.246 7.02561
743.281 4.59485
743.300 3.61317
743.320 2.90453
743.358 2.02834
743.397 1.55363
743.436 1.27852
743.513 0.999456
743.591 0.880022
743.746 0.816450
743.901 0.855852
744.056 0.964976
744.211 1.16285
744.366 1.56819
744.444 2.06773
744.483 2.62624
744.521 3.84056
744.535 4.57312
744.569 6.08027
744.599 5.37047
744.616 4.64930
744.662 3.44089
744.722 3.08749
744.781 3.25509
744.900 4.26404
745.018 6.16603
745.137 9.44990
745.267 14.7976
745.397 17.8390
745.527 13.9391
745.657 8.82500
745.806 5.32054
745.955 3.56733
746.105 2.69439
746.254 2.30821
746.403 2.28127
746.552 2.67859
746.701 3.87803
746.776 5.08767
746.850 7.00239
746.948 10.6245
747.046 12.6450
747.242 6.44337
747.305 4.97062
747.367 4.04766
747.430 3.62136
747.492 3.86485
747.565 5.04239
747.624 5.39361
747.637 5.65571
747.668 6.46201
747.698 6.57105
747.735 5.09155
747.772 3.54925
747.796 2.85630
747.821 2.37535
747.870 1.78994
747.969 1.25493
748.068 1.01341
748.167 0.879640
748.364 0.754821
748.561 0.742181
748.759 0.847575
748.857 0.976809
748.956 1.20989
749.055 1.66230
749.104 2.06086
749.154 2.69155
749.203 3.77846
749.252 5.86672
749.277 7.70355
749.302 10.5712
749.326 15.2442
749.351 22.9204
749.379 36.1965
749.408 44.6203
749.436 35.5483
749.465 22.6226
749.488 15.6220
749.511 11.3274
749.534 8.66791
749.557 7.00384
749.604 5.28915
749.650 4.77357
749.696 5.08534
749.742 6.36186
749.789 9.35011
749.812 12.0023
749.835 15.8626
749.872 24.5188
749.908 29.8221
749.945 23.5851
749.982 14.9437
750.004 11.2647
750.027 8.67907
750.071 5.55177
750.116 3.89423
750.160 2.94365
750.204 2.36031
750.249 1.98921
750.338 1.60564
750.427 1.52127
750.516 1.72521
750.560 1.99702
750.605 2.47475
750.649 3.31096
750.694 4.74922
750.743 7.08930
750.767 8.06603
750.792 8.30761
750.890 4.32861
750.924 3.32466
750.958 2.67751
750.992 2.27026
751.026 2.02344
751.095 1.84176
751.163 1.98614
751.231 2.54783
751.266 3.10814
751.300 4.02347
751.334 5.61387
751.368 8.61443
751.385 11.1786
751.402 15.0452
751.419 21.0478
751.436 30.3147
751.459 47.9999
751.481 59.0585
751.503 46.7422
751.526 29.3524
751.547 18.8558
751.568 12.8019
751.589 9.21386
751.610 6.98603
751.651 4.57440
751.693 3.47407
751.735 3.04561
751.777 3.15149
751.798 3.45553
751.819 4.01766
751.840 4.97835
751.860 6.55982
751.870 7.50239
751.895 10.7008
751.920 12.3082
751.928 11.8822
751.949 9.47294
751.970 6.91886
751.996 4.67539
752.016 3.55022
752.036 2.79513
752.077 1.89850
752.118 1.41776
752.158 1.13212
752.240 0.820650
752.321 0.662079
752.484 0.515353
752.646 0.464532
752.809 0.468783
752.972 0.540845
753.053 0.630876
753.134 0.818100
753.175 0.997976
753.216 1.31088
753.256 1.92035
753.297 3.21124
753.327 4.85063
753.357 5.98591
753.388 4.95905
753.418 3.36066
753.439 2.61074
753.459 2.11297
753.500 1.57616
753.541 1.34954
753.582 1.27204
753.664 1.35119
753.746 1.66991
753.828 2.31929
753.869 2.85937
753.909 3.64564
753.950 4.83781
753.991 6.71436
754.032 9.79683
754.073 14.9137
754.097 19.0111
754.120 23.6274
754.167 28.9846
754.214 22.8511
754.260 14.3007
754.301 9.39371
754.343 6.44730
754.384 4.64722
754.425 3.50054
754.507 2.20001
754.589 1.53199
754.671 1.14955
754.753 0.913594
754.917 0.659836
755.082 0.555837
755.246 0.559512
755.328 0.622111
755.410 0.777065
755.451 0.926481
755.492 1.17062
755.533 1.58824
755.554 1.90132
755.574 2.31121
755.618 3.51167
755.662 4.36034
755.684 4.15608
755.706 3.60675
755.749 2.40197
755.783 1.76196
755.817 1.35665
755.885 0.936768
755.952 0.766412
756.020 0.717768
756.088 0.762772
756.155 0.940014
756.189 1.12267
756.223 1.42639
756.257 1.94901
756.291 2.85375
756.327 4.29771
756.363 5.10974
756.399 4.04952
756.435 2.67460
756.466 1.90318
756.498 1.44701
756.561 1.01593
756.624 0.873990
756.687 0.881503
756.749 1.03461
756.812 1.45927
756.844 1.90333
756.875 2.69888
756.907 4.26413
756.922 5.59997
756.938 7.53365
756.963 11.8203
756.987 14.6932
757.012 11.8552
757.024 9.56828
757.036 7.56126
757.056 5.14025
757.077 3.65713
757.097 2.73434
757.118 2.13837
757.158 1.45814
757.199 1.10879
757.281 0.793614
757.363 0.680913
757.444 0.660955
757.526 0.725326
757.607 0.982453
757.648 1.34603
757.669 1.68341
757.689 2.20348
757.703 2.66563
757.716 3.17452
757.743 3.69400
757.770 2.97234
757.797 2.07568
757.826 1.50281
757.854 1.20533
757.911 0.963786
758.026 0.915143
758.141 1.05438
758.255 1.33934
758.370 1.86425
758.484 2.91620
758.542 3.87395
758.599 5.42582
758.656 8.09257
758.713 12.8083
758.742 16.2634
758.771 20.2275
758.828 25.4465
758.886 20.8202
758.943 13.4205
758.989 9.41670
759.034 6.92485
759.080 5.38243
759.125 4.42437
759.216 3.48689
759.308 3.31207
759.399 3.72520
759.490 4.91081
759.581 7.57399
759.626 9.96374
759.672 13.4898
759.741 21.1189
759.810 26.1215
759.879 21.0054
759.947 13.4235
759.995 9.78732
760.042 7.36620
760.137 4.74654
760.185 4.14101
760.232 3.96644
760.279 4.53661
760.303 5.45333
760.327 7.24537
760.350 9.88387
760.373 10.8469
760.397 8.25171
760.408 6.74896
760.420 5.52309
760.438 4.15369
760.457 3.29817
760.493 2.36843
760.530 1.90489
760.567 1.63579
760.641 1.34204
760.714 1.19252
760.862 1.08484
761.009 1.15001
761.156 1.43831
761.230 1.73694
761.303 2.24100
761.377 3.15081
761.451 4.98001
761.487 6.64790
761.524 9.35184
761.561 14.0136
761.598 22.4375
761.616 28.8750
761.635 36.7902
761.671 50.6869
761.690 50.5453
761.708 44.7044
761.745 28.5444
761.781 17.6238
761.817 11.4871
761.853 7.98403
761.888 5.87121
761.924 4.52418
761.960 3.62409
761.996 2.99976
762.032 2.55424
762.067 2.22994
762.103 1.99123
762.175 1.68729
762.246 1.53772
762.318 1.49373
762.398 1.53536
762.478 1.63382
762.637 1.72329
762.717 1.59887
762.797 1.39699
762.957 1.00553
763.203 0.669069
763.449 0.531614
763.695 0.485693
763.941 0.497451
764.188 0.570628
764.434 0.755776
764.557 0.942296
764.680 1.28073
764.741 1.56976
764.803 2.03133
764.864 2.88877
764.895 3.67492
764.926 5.02618
764.953 7.15996
764.967 8.61807
764.980 10.0354
765.000 10.6695
765.011 10.0548
765.021 9.11855
765.035 7.82690
765.057 6.49226
765.079 5.88659
765.123 5.61581
765.166 5.54641
765.210 5.22864
765.305 4.01684
765.400 3.31937
765.439 3.38534
765.479 3.83547
765.518 5.08794
765.538 6.34745
765.558 8.38506
765.571 10.3912
765.585 12.9369
765.598 15.6812
765.611 17.6792
765.624 17.8399
765.638 16.1135
765.664 11.0414
765.698 6.82092
765.732 4.82583
765.766 3.84507
765.800 3.33329
765.868 2.93723
765.936 2.93696
766.072 3.58777
766.208 5.08440
766.351 7.68283
766.494 9.74232
766.637 8.25877
766.780 5.38144
766.897 3.70183
766.955 3.11150
767.014 2.64898
767.072 2.28532
767.130 1.99953
767.189 1.77500
767.247 1.59984
767.305 1.46485
767.364 1.36466
767.422 1.29605
767.481 1.25813
767.539 1.25209
767.597 1.28158
767.656 1.35167
767.714 1.46587
767.840 1.80262
767.902 1.90231
767.965 1.87068
768.091 1.63773
768.153 1.68283
768.216 2.16280
768.251 2.96935
768.286 4.78422
768.313 7.04233
768.340 8.03133
768.394 4.02273
768.418 2.84564
768.442 2.14968
768.491 1.46267
768.539 1.18290
768.587 1.08939
768.635 1.13717
768.683 1.38938
768.708 1.66520
768.732 2.14431
768.756 3.01083
768.780 4.60838
768.803 7.10377
768.826 8.94063
768.849 7.39343
768.872 4.80656
768.899 2.91940
768.926 1.95126
768.953 1.42708
768.979 1.11930
769.033 0.794214
769.086 0.635713
769.193 0.490153
769.300 0.427849
769.514 0.385615
769.727 0.395602
769.941 0.452674
770.155 0.590105
770.262 0.718170
770.368 0.922007
770.475 1.25834
770.582 1.81464
770.705 2.74632
770.827 3.26512
770.949 2.60459
771.071 1.77206
771.171 1.36686
771.272 1.21520
771.322 1.25961
771.372 1.46776
771.397 1.69916
771.422 2.10578
771.448 2.84538
771.473 4.19830
771.497 6.19606
771.522 7.11479
771.572 3.62369
771.601 2.36843
771.630 1.73333
771.659 1.39291
771.687 1.19830
771.745 1.01012
771.803 0.946720
771.918 0.989464
772.034 1.20220
772.149 1.66621
772.207 2.07328
772.264 2.69803
772.322 3.70755
772.380 5.45198
772.437 8.70840
772.466 11.3771
772.495 15.0859
772.545 23.9430
772.594 29.5267
772.644 23.3948
772.694 14.6663
772.732 10.1353
772.770 7.23794
772.808 5.36776
772.846 4.12279
772.922 2.65252
772.998 1.86532
773.074 1.40045
773.150 1.10624
773.302 0.773094
773.454 0.606897
773.606 0.531128
773.758 0.569245
773.834 0.770270
773.872 1.10918
773.891 1.46703
773.910 2.08488
773.930 3.07524
773.951 3.64373
773.971 2.91162
773.991 1.94862
774.021 1.16248
774.051 0.824117
774.111 0.572935
774.171 0.488966
774.231 0.455735
774.470 0.480758
774.590 0.571022
774.709 0.792444
774.769 1.03483
774.829 1.52138
774.859 1.97069
774.889 2.71292
774.919 4.02563
774.949 6.44099
774.976 9.99491
775.004 12.4673
775.032 10.2738
775.060 6.76688
775.074 5.49441
775.087 4.55059
775.101 3.85588
775.114 3.35898
775.142 2.76774
775.169 2.55846
775.196 2.66923
775.210 2.86175
775.223 3.17514
775.237 3.65434
775.251 4.35427
775.264 5.36033
775.278 6.75049
775.303 9.95482
775.315 10.9491
775.328 10.7361
775.353 7.73272
775.378 4.92440
775.397 3.55606
775.417 2.70280
775.456 1.78567
775.496 1.35238
775.535 1.12590
775.613 0.939250
775.692 0.933120
775.771 1.08738
775.810 1.26546
775.849 1.58026
775.888 2.18544
775.908 2.71324
775.928 3.53250
775.947 4.90840
775.967 7.40790
775.977 9.47103
775.987 12.4903
775.996 17.0048
776.006 23.7234
776.020 37.4289
776.035 45.3887
776.049 35.3840
776.063 22.1343
776.077 13.8120
776.091 9.20828
776.106 6.54825
776.120 4.91764
776.148 3.14237
776.177 2.26414
776.205 1.77209
776.234 1.47444
776.290 1.15422
776.404 0.932809
776.518 0.902026
776.631 0.954419
776.745 1.07399
776.859 1.28257
776.972 1.64350
777.067 2.11001
777.115 2.35858
777.162 2.53809
777.351 2.51200
777.401 2.56181
777.450 2.67771
777.500 2.85981
777.549 3.10944
777.598 3.43443
777.648 3.84605
777.697 4.36451
777.746 5.01874
777.845 6.92224
777.894 8.31712
777.943 10.1641
777.993 12.6534
778.042 16.0355
778.091 20.6498
778.141 26.8130
778.188 34.0474
778.234 41.5740
778.281 46.8069
778.328 46.9233
778.422 34.4020
778.515 21.2662
778.627 12.3757
778.739 7.99681
778.851 5.75767
778.963 4.64812
779.075 4.33772
779.187 5.03619
779.243 6.13776
779.299 8.40485
779.355 13.3848
779.383 18.0270
779.411 25.1894
779.449 39.1893
779.487 47.9940
779.525 38.1760
779.563 24.2489
779.593 16.7751
779.623 12.0754
779.653 9.09070
779.684 7.13258
779.744 4.83817
779.805 3.62908
779.926 2.51221
780.047 2.14273
780.168 2.23272
780.229 2.49729
780.289 3.02470
780.350 4.06854
780.410 6.31836
780.441 8.47960
780.471 12.1356
780.501 18.7395
780.531 30.9972
780.560 48.7858
780.574 56.4803
780.588 58.8153
780.616 45.6132
