U-235(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1384.95 1.16412
1385.01 1.86013
1385.07 2.84617
1385.13 3.42328
1385.19 2.72815
1385.24 1.81119
1385.29 1.32770
1385.33 1.03748
1385.42 0.754851
1385.51 0.667268
1385.60 0.687453
1385.69 0.809231
1385.78 1.09380
1385.83 1.35255
1385.87 1.76035
1385.92 2.43471
1385.96 3.58519
1386.01 5.41579
1386.06 6.92995
1386.11 6.32105
1386.15 5.67716
1386.24 5.50907
1386.31 4.34001
1386.37 2.86948
1386.42 2.14641
1386.47 1.66708
1386.56 1.14850
1386.66 0.924064
1386.75 0.858736
1386.84 0.918515
1386.94 1.15144
1386.98 1.39344
1387.03 1.79306
1387.08 2.52048
1387.12 3.81917
1387.16 5.59967
1387.21 6.42652
1387.25 5.26379
1387.29 4.07990
1387.33 3.60956
1387.38 3.72308
1387.46 4.76750
1387.53 5.24825
1387.61 3.94881
1387.69 2.52947
1387.75 1.81451
1387.81 1.36656
1387.93 0.883787
1388.04 0.670598
1388.16 0.586799
1388.28 0.592075
1388.40 0.707719
1388.46 0.839558
1388.52 1.06169
1388.58 1.45234
1388.64 2.15320
1388.70 3.23907
1388.75 4.14228
1388.81 4.42298
1388.86 5.50372
1388.87 5.77794
1388.89 6.67319
1388.90 7.60433
1388.94 8.44924
1389.02 4.20006
1389.06 2.67420
1389.10 1.84852
1389.14 1.36723
1389.19 1.06874
1389.27 0.736861
1389.35 0.575860
1389.52 0.448774
1389.68 0.446536
1389.84 0.552030
1389.93 0.670244
1390.01 0.874115
1390.09 1.25371
1390.17 2.02514
1390.21 2.73880
1390.26 3.90729
1390.30 5.93051
1390.34 9.51652
1390.38 15.1376
1390.42 18.4345
1390.46 14.4220
1390.50 9.06272
1390.54 5.78973
1390.58 3.93108
1390.62 2.79152
1390.66 2.09528
1390.70 1.62407
1390.73 1.30831
1390.81 0.915469
1390.89 0.690557
1390.96 0.554587
1391.12 0.416369
1391.27 0.373441
1391.42 0.410691
1391.50 0.477972
1391.58 0.613205
1391.62 0.728859
1391.66 0.893184
1391.69 1.13434
1391.73 1.48428
1391.79 2.23999
1391.85 2.68296
1391.91 2.14400
1391.97 1.42468
1392.02 0.998305
1392.08 0.768915
1392.13 0.650215
1392.19 0.608749
1392.25 0.636796
1392.30 0.765271
1392.36 1.12679
1392.38 1.50908
1392.41 2.12685
1392.44 3.21581
1392.47 3.84612
1392.51 3.06572
1392.54 2.04367
1392.57 1.32880
1392.61 0.968520
1392.68 0.690061
1392.75 0.635436
1392.82 0.697900
1392.89 0.896523
1392.96 1.38743
1393.00 1.90908
1393.04 2.84507
1393.05 3.64649
1393.07 4.83638
1393.09 6.64498
1393.11 9.19667
1393.13 14.4456
1393.16 17.4446
1393.18 13.5941
1393.21 8.54784
1393.23 5.49569
1393.25 3.75614
1393.28 2.73761
1393.30 2.13115
1393.35 1.45268
1393.40 1.13050
1393.49 0.902622
1393.58 0.935592
1393.68 1.17794
1393.77 1.76666
1393.82 2.34354
1393.87 3.27660
1393.92 4.88631
1393.96 7.71563
1394.01 12.2185
1394.06 14.8942
1394.11 11.6933
1394.16 7.37678
1394.21 4.39922
1394.26 2.84052
1394.32 1.98824
1394.37 1.49019
1394.48 0.987598
1394.59 0.787745
1394.70 0.749879
1394.80 0.872521
1394.86 1.03301
1394.91 1.32225
1394.97 1.85700
1395.02 2.84088
1395.07 4.27961
1395.12 5.26594
1395.22 3.20665
1395.25 2.67576
1395.28 2.43821
1395.32 2.42148
1395.35 2.59281
1395.42 3.35946
1395.49 3.84789
1395.56 3.05444
1395.62 2.00013
1395.70 1.25155
1395.78 0.871101
1395.86 0.669922
1395.94 0.571986
1396.02 0.547637
1396.10 0.612859
1396.13 0.702652
1396.17 0.864125
1396.21 1.15262
1396.25 1.65868
1396.29 2.46242
1396.34 2.86193
1396.42 1.44685
1396.46 0.958427
1396.50 0.691859
1396.55 0.536095
1396.59 0.439899
1396.67 0.335575
1396.76 0.291138
1396.84 0.281029
1396.93 0.309150
1396.97 0.350211
1397.01 0.427504
1397.05 0.581946
1397.10 0.900618
1397.13 1.30668
1397.15 1.46717
1397.16 1.49626
1397.20 1.17557
1397.23 0.807559
1397.26 0.599708
1397.29 0.481289
1397.32 0.414953
1397.35 0.380153
1397.38 0.363726
1397.41 0.361863
1397.47 0.394460
1397.53 0.487710
1397.59 0.692479
1397.65 1.19204
1397.68 1.73225
1397.70 2.64355
1397.74 4.11881
1397.77 5.06844
1397.79 4.77987
1397.83 4.43466
1397.84 4.19608
1397.90 2.11323
1397.92 1.44547
1397.95 1.05423
1398.00 0.667261
1398.05 0.491631
1398.10 0.401371
1398.20 0.328637
1398.30 0.326252
1398.41 0.379069
1398.51 0.521872
1398.56 0.663920
1398.61 0.906951
1398.66 1.35309
1398.69 1.72131
1398.71 2.20969
1398.76 3.37709
1398.80 4.11591
1398.89 2.65520
1398.92 2.43933
1398.95 2.58674
1399.00 3.22751
1399.04 3.53882
1399.12 1.80248
1399.15 1.35357
1399.18 1.06027
1399.24 0.714708
1399.30 0.539471
1399.36 0.443370
1399.48 0.360737
1399.59 0.355179
1399.71 0.415498
1399.83 0.592563
1399.89 0.783829
1399.95 1.13774
1399.98 1.43736
1400.01 1.86173
1400.04 2.49139
1400.06 3.41736
1400.11 5.30903
1400.15 6.30008
1400.19 4.86318
1400.24 3.08726
1400.28 1.97733
1400.32 1.37243
1400.37 1.03387
1400.41 0.837061
1400.50 0.656734
1400.59 0.628062
1400.68 0.712515
1400.76 0.955654
1400.81 1.18279
1400.85 1.53512
1400.90 2.08913
1400.94 2.92515
1401.00 4.53589
1401.06 5.48154
1401.11 5.25648
1401.16 5.12287
1401.17 4.52544
1401.21 2.96534
1401.25 1.87970
1401.29 1.33612
1401.33 1.01134
1401.37 0.808337
1401.46 0.567675
1401.54 0.438302
1401.71 0.315445
1401.87 0.269738
1402.04 0.262587
1402.20 0.291606
1402.37 0.413742
1402.45 0.652222
1402.49 1.00382
1402.54 1.91793
1402.56 2.88181
1402.58 3.52674
1402.60 2.90781
1402.63 1.97005
1402.68 1.02339
1402.72 0.746737
1402.82 0.660865
1402.91 0.764741
1403.01 1.00845
1403.10 1.49703
1403.15 1.92063
1403.20 2.55847
1403.25 3.62454
1403.29 5.47051
1403.34 9.13691
1403.37 12.2743
1403.39 16.5867
1403.41 21.2676
1403.43 26.5782
1403.46 32.7257
1403.50 25.7725
1403.54 16.1828
1403.58 9.96271
1403.62 6.51962
1403.65 4.55207
1403.69 3.38458
1403.77 2.10992
1403.84 1.50807
1403.92 1.21330
1403.99 1.11383
1404.07 1.19508
1404.14 1.53480
1404.21 2.06659
1404.24 2.28779
1404.27 2.33325
1404.40 1.27839
1404.45 0.967491
1404.50 0.777996
1404.56 0.657789
1404.61 0.583962
1404.71 0.513269
1404.82 0.511524
1404.92 0.578392
1405.03 0.772068
1405.08 0.980650
1405.13 1.35748
1405.19 2.12472
1405.21 2.80893
1405.24 3.83522
1405.28 5.93182
1405.29 6.92201
1405.31 7.28190
1405.35 5.85814
1405.39 3.81804
1405.41 2.78423
1405.44 2.14831
1405.47 1.73018
1405.50 1.47292
1405.55 1.20377
1405.61 1.13690
1405.66 1.23042
1405.72 1.57592
1405.74 1.97080
1405.77 2.69965
1405.80 4.27208
1405.81 5.83466
1405.83 8.19802
1405.84 12.5250
1405.86 15.3166
1405.88 12.2953
1405.89 8.11787
1405.91 6.03606
1405.92 4.71488
1405.94 3.24656
1405.97 2.60842
1405.99 2.33993
1406.04 2.27021
1406.09 2.56633
1406.14 3.20039
1406.19 4.34824
1406.24 6.55932
1406.26 8.60383
1406.29 11.9124
1406.30 15.6353
1406.32 18.9662
1406.34 19.8000
1406.36 20.9828
1406.40 25.0821
1406.43 26.8687
1406.48 20.5809
1406.53 12.8981
1406.57 8.17276
1406.62 5.48409
1406.66 3.90932
1406.71 2.93809
1406.76 2.31053
1406.80 1.89105
1406.89 1.41456
1406.99 1.23627
1407.03 1.24166
1407.08 1.32629
1407.12 1.52984
1407.17 1.94220
1407.22 2.76598
1407.24 3.45250
1407.26 4.41033
1407.30 6.72974
1407.34 7.93541
1407.38 6.14343
1407.42 3.95380
1407.45 2.85767
1407.48 2.16259
1407.54 1.38163
1407.60 0.993811
1407.66 0.779285
1407.77 0.571873
1407.89 0.501740
1408.01 0.519653
1408.12 0.675411
1408.18 0.887637
1408.24 1.35090
1408.27 1.80812
1408.30 2.60767
1408.33 4.12608
1408.36 7.15840
1408.38 11.1720
1408.40 13.5376
1408.45 6.76731
1408.47 5.05647
1408.48 3.92797
1408.51 2.54182
1408.54 1.79209
1408.57 1.35427
1408.62 0.901826
1408.68 0.693763
1408.79 0.538406
1408.90 0.531329
1409.02 0.631704
1409.07 0.739232
1409.13 0.914733
1409.18 1.21820
1409.24 1.75975
1409.27 2.19917
1409.30 2.82982
1409.32 3.74809
1409.35 5.06944
1409.40 7.88616
1409.42 9.03200
1409.44 9.27242
1409.48 7.05995
1409.53 4.43680
1409.56 3.06372
1409.60 2.23644
1409.63 1.71250
1409.67 1.36970
1409.74 0.977345
1409.81 0.783142
1409.95 0.648332
1410.09 0.691347
1410.23 0.912281
1410.30 1.13949
1410.37 1.52186
1410.44 2.21188
1410.51 3.60821
1410.54 4.88727
1410.58 6.96308
1410.61 10.5175
1410.65 16.7401
1410.69 26.5243
1410.72 32.7565
1410.76 26.0893
1410.79 16.4017
1410.83 10.4589
1410.86 7.09265
1410.89 5.02493
1410.93 3.77192
1410.96 2.92632
1410.99 2.36825
1411.06 1.68921
1411.13 1.35859
1411.20 1.27650
1411.23 1.35669
1411.26 1.58038
1411.30 2.09446
1411.33 3.23179
1411.35 4.74046
1411.38 5.68111
1411.43 3.05719
1411.47 1.84479
1411.50 1.27780
1411.57 0.834363
1411.64 0.696882
1411.71 0.683852
1411.78 0.780093
1411.85 1.06897
1411.89 1.38006
1411.92 1.94203
1411.96 3.03826
1411.97 3.93254
1411.99 5.19086
1412.02 8.11974
1412.05 9.66138
1412.08 7.45201
1412.10 4.74054
1412.14 2.87029
1412.17 1.91614
1412.20 1.36976
1412.23 1.05485
1412.29 0.715048
1412.35 0.554945
1412.48 0.422500
1412.60 0.395158
1412.73 0.436950
1412.85 0.595509
1412.92 0.787012
1412.98 1.17923
1413.01 1.56151
1413.04 2.18266
1413.07 3.28699
1413.10 5.31964
1413.13 8.41466
1413.16 10.2953
1413.19 8.14085
1413.22 5.20618
1413.24 3.92688
1413.26 3.03051
1413.29 1.98424
1413.33 1.43309
1413.36 1.12212
1413.43 0.829385
1413.50 0.744213
1413.57 0.790144
1413.64 1.00914
1413.68 1.24532
1413.71 1.65849
1413.75 2.42154
1413.78 3.87742
1413.82 5.99775
1413.85 7.29433
1413.88 5.83520
1413.91 3.81067
1413.93 2.89289
1413.95 2.25757
1413.99 1.51433
1414.03 1.13785
1414.07 0.936814
1414.15 0.753111
1414.23 0.710586
1414.31 0.748474
1414.39 0.876547
1414.47 1.24087
1414.51 1.74693
1414.55 3.06080
1414.57 4.36765
1414.59 5.17797
1414.63 3.16738
1414.66 2.30095
1414.69 1.98179
1414.75 1.98377
1414.81 2.36805
1414.87 3.10429
1414.93 4.44115
1414.98 6.94113
1415.01 9.10705
1415.04 12.2483
1415.07 17.2664
1415.10 24.7521
1415.12 31.7421
1415.14 39.2230
1415.18 48.3116
1415.22 38.3549
1415.26 24.0970
1415.29 16.8646
1415.32 12.2922
1415.34 9.27058
1415.37 7.22665
1415.43 4.79616
1415.48 3.53620
1415.54 2.89693
1415.60 2.74772
1415.65 3.27025
1415.68 4.04916
1415.71 5.51730
1415.74 8.00906
1415.77 9.51873
1415.83 5.13559
1415.85 3.59770
1415.88 2.71267
1415.91 2.15212
1415.93 1.80978
1415.99 1.42671
1416.04 1.26800
1416.09 1.24321
1416.14 1.35419
1416.20 1.66823
1416.25 2.33979
1416.29 3.29882
1416.33 4.20606
1416.35 4.30328
1416.37 4.13909
1416.39 3.88191
1416.41 3.74371
1416.42 3.74284
1416.43 3.78773
1416.44 3.81383
1416.47 3.38276
1416.48 2.92537
1416.50 2.48306
1416.53 1.82742
1416.56 1.38440
1416.59 1.12733
1416.65 0.846850
1416.71 0.704826
1416.78 0.628560
1416.90 0.566892
1417.03 0.577011
1417.15 0.655808
1417.28 0.864664
1417.34 1.08938
1417.40 1.51272
1417.43 1.88189
1417.46 2.45596
1417.49 3.38819
1417.52 4.91772
1417.56 7.50655
1417.60 8.92529
1417.63 7.01529
1417.67 4.61701
1417.71 2.88896
1417.76 2.10370
1417.81 1.74406
1417.85 1.59359
1417.94 1.60345
1418.03 1.89978
1418.13 2.54234
1418.22 3.79930
1418.26 4.88373
1418.31 6.46735
1418.35 8.94537
1418.40 12.6550
1418.46 20.0741
1418.52 25.0205
1418.59 20.0960
1418.65 12.7095
1418.70 8.45333
1418.76 5.90362
1418.81 4.37249
1418.86 3.45538
1418.92 2.91283
1418.97 2.71323
1419.02 3.02461
1419.05 3.60319
1419.08 4.71657
1419.10 6.45593
1419.13 7.38669
1419.18 4.17855
1419.21 3.01634
1419.23 2.39071
1419.29 1.80919
1419.34 1.60789
1419.39 1.59926
1419.44 1.77109
1419.49 2.23622
1419.55 3.37973
1419.57 4.52144
1419.60 6.37276
1419.63 9.68499
1419.66 11.4640
1419.69 8.96482
1419.72 5.84803
1419.74 4.46440
1419.76 3.50939
1419.80 2.40761
1419.84 1.82296
1419.88 1.50403
1419.96 1.19464
1420.04 1.08518
1420.20 1.11272
1420.35 1.37067
1420.43 1.61208
1420.51 1.97334
1420.59 2.52744
1420.67 3.40449
1420.75 4.93341
1420.79 6.12088
1420.82 7.79820
1420.86 10.3257
1420.90 14.0783
1420.94 19.9399
1420.98 29.0982
1421.01 37.4033
1421.03 46.2769
1421.08 55.8230
1421.13 43.1531
1421.18 26.9534
1421.23 17.5764
1421.27 12.0981
1421.32 8.67874
1421.36 6.54853
1421.45 4.11452
1421.54 2.88766
1421.63 2.22943
1421.72 1.92777
1421.81 2.10373
1421.85 2.79434
1421.87 3.66016
1421.90 5.45910
1421.91 7.86520
1421.93 9.28384
1421.95 7.75751
1421.97 5.67186
1421.98 4.70161
1422.00 4.36757
1422.02 4.55570
1422.03 5.26683
1422.05 7.06074
1422.08 8.16725
1422.10 6.60688
1422.12 4.46439
1422.14 3.02734
1422.17 2.26179
1422.21 1.53798
1422.26 1.22201
1422.31 1.06413
1422.40 0.922540
1422.49 0.887387
1422.68 1.03435
1422.77 1.38544
1422.81 1.91399
1422.84 2.49396
1422.86 3.60660
1422.88 5.14117
1422.90 6.01141
1422.92 5.00839
1422.94 3.61879
1422.98 2.42651
1423.01 2.08525
1423.09 2.14467
1423.16 2.64378
1423.23 3.59438
1423.31 5.43980
1423.34 6.99923
1423.38 9.38259
1423.41 13.3890
1423.45 20.2701
1423.49 33.4553
1423.50 44.5248
1423.52 60.2967
1423.54 77.5790
1423.55 95.8426
1423.58 118.925
1423.61 95.0220
1423.64 59.6493
1423.66 41.2799
1423.68 29.8425
1423.70 22.2863
1423.72 17.1630
1423.77 10.9977
1423.81 7.63621
1423.85 5.62998
1423.89 4.34820
1423.98 2.88675
1424.06 2.15021
1424.14 1.82931
1424.19 1.81995
1424.23 1.98858
1424.27 2.57254
1424.29 3.22887
1424.31 4.36878
1424.34 6.34487
1424.36 7.43230
1424.38 5.91925
1424.41 4.02531
1424.44 2.57958
1424.47 1.87799
1424.53 1.29483
1424.59 1.07401
1424.65 0.976325
1424.77 0.938089
1424.89 1.03895
1425.01 1.32070
1425.07 1.58217
1425.13 1.99190
1425.19 2.66373
1425.25 3.83905
1425.28 4.76529
1425.31 6.06184
1425.34 7.89827
1425.37 10.4758
1425.42 16.5179
1425.47 20.0935
1425.52 15.8192
1425.57 10.0607
1425.61 6.99487
1425.65 5.08051
1425.69 3.89391
1425.73 3.16515
1425.77 2.75890
1425.81 2.64956
1425.85 2.96392
1425.89 4.14799
1425.92 5.65025
1425.94 6.47773
1425.97 5.21632
1426.00 3.58845
1426.02 2.58165
1426.05 2.00811
1426.10 1.42075
1426.15 1.14764
1426.20 1.00188
1426.30 0.879113
1426.40 0.882789
1426.50 1.00706
1426.60 1.34322
1426.65 1.67554
1426.70 2.23226
1426.75 3.21127
1426.80 4.97020
1426.85 7.69055
1426.90 9.37519
1426.95 7.51984
1427.00 4.90369
1427.03 3.70867
1427.06 2.89071
1427.12 1.95887
1427.19 1.52651
1427.25 1.35629
1427.31 1.37464
1427.38 1.63392
1427.44 2.39207
1427.47 3.18617
1427.51 4.45869
1427.54 6.80863
1427.58 8.33877
1427.62 6.75169
1427.66 4.42835
1427.70 2.75320
1427.74 1.90193
1427.78 1.42661
1427.83 1.15486
1427.91 0.870934
1428.00 0.744265
1428.17 0.666417
1428.34 0.695960
1428.51 0.809773
1428.68 1.06555
1428.76 1.31506
1428.85 1.77420
1428.89 2.18385
1428.93 2.83959
1428.97 4.05358
1428.99 5.10603
1429.01 6.75700
1429.06 11.9003
1429.08 13.4492
1429.10 15.5375
1429.15 19.3134
1429.18 15.4717
1429.21 10.2396
1429.24 7.32578
1429.27 5.61798
1429.32 3.91859
1429.37 3.25544
1429.43 3.03918
1429.54 3.26900
1429.65 4.15103
1429.75 5.96974
1429.86 9.73101
1429.92 13.2030
1429.97 18.8726
1430.02 28.6996
1430.05 36.2563
1430.08 46.3838
1430.11 59.5309
1430.13 75.1018
1430.19 97.5634
1430.21 94.0866
1430.24 81.1386
1430.29 51.3242
1430.32 38.1006
1430.36 28.7237
1430.39 22.1515
1430.42 17.6159
1430.48 11.7109
1430.55 8.43171
1430.61 6.43658
1430.67 5.22675
1430.80 4.08286
1430.93 3.95438
1431.06 3.96916
1431.25 3.12393
1431.32 2.95423
1431.47 2.85336
1431.57 2.44978
1431.68 1.92289
1431.84 1.45775
1432.01 1.35642
1432.17 1.63784
1432.25 2.05465
1432.33 2.80985
1432.42 3.82489
1432.50 4.01818
1432.58 3.23693
1432.62 2.93450
1432.66 2.81209
1432.71 2.96885
1432.77 3.58458
1432.82 5.03590
1432.87 8.01787
1432.91 12.1330
1432.96 14.4095
1433.00 11.3021
1433.04 7.28318
1433.08 5.17336
1433.11 3.87933
1433.15 3.05380
1433.18 2.51704
1433.25 1.93542
1433.32 1.73269
1433.39 1.81675
1433.45 2.29508
1433.49 2.81477
1433.52 3.70774
1433.56 5.29027
1433.59 8.08812
1433.63 12.3130
1433.64 13.7522
1433.66 13.6872
1433.70 9.98135
1433.73 6.40424
1433.77 4.10383
1433.81 3.04348
1433.85 2.58417
1433.89 2.50526
1433.93 2.79407
1433.97 3.60367
1433.99 4.34489
1434.01 5.46535
1434.03 7.16771
1434.05 9.71793
1434.08 15.1576
1434.11 18.2792
1434.14 14.4138
1434.17 9.37606
1434.20 6.53746
1434.22 4.88688
1434.25 3.86502
1434.27 3.31443
1434.30 3.07743
1434.32 3.17542
1434.34 3.72409
1434.37 5.04387
1434.39 6.92756
1434.41 7.61478
1434.43 5.67718
1434.45 3.66715
1434.48 2.41588
1434.50 1.74265
1434.55 1.10589
1434.64 0.665541
1434.73 0.503382
1434.83 0.421659
1435.01 0.349537
1435.20 0.340181
1435.38 0.393223
1435.57 0.591875
1435.66 0.859670
1435.71 1.11272
1435.76 1.52851
1435.80 2.32226
1435.83 2.99084
1435.85 4.02299
1435.87 5.72866
1435.90 8.80696
1435.91 11.4610
1435.92 15.0028
1435.93 20.7763
1435.94 29.4566
1435.95 37.4121
1435.96 46.3709
1435.98 58.2990
1435.99 46.1131
1436.01 29.3712
1436.02 22.0554
1436.03 17.2873
1436.05 11.1009
1436.07 7.87380
1436.08 6.16531
1436.10 5.37646
1436.12 5.33593
1436.14 6.20658
1436.16 8.53697
1436.18 12.2048
1436.19 14.4333
1436.21 11.5125
1436.23 7.48487
1436.25 4.51653
1436.27 3.00670
1436.31 1.69085
1436.35 1.15009
1436.40 0.875811
1436.48 0.604084
1436.56 0.493829
1436.65 0.468808
1436.73 0.547524
1436.81 0.933240
1436.85 1.58659
1436.88 2.27399
1436.90 3.38045
1436.92 5.25547
1436.94 6.27855
1436.96 4.91109
1436.99 3.16471
1437.01 2.08757
1437.03 1.48056
1437.07 0.870167
1437.15 0.456065
1437.23 0.321089
1437.31 0.261899
1437.47 0.217717
1437.63 0.215914
1437.79 0.250990
1437.95 0.369286
1438.03 0.522140
1438.11 0.886727
1438.15 1.28941
1438.19 2.10361
1438.21 2.85342
1438.23 4.08015
1438.25 6.20850
1438.27 10.0110
1438.29 15.9555
1438.31 19.9511
1438.33 16.0070
1438.35 10.0529
1438.36 6.99430
1438.38 5.01405
1438.41 2.86873
1438.44 1.85092
1438.47 1.30521
1438.53 0.780036
1438.59 0.550484
1438.71 0.374976
1438.83 0.339354
1438.95 0.387507
1439.07 0.579609
1439.13 0.817753
1439.19 1.33522
1439.22 1.84383
1439.25 2.73306
1439.28 4.42470
1439.30 7.66267
1439.33 12.1615
1439.35 14.9468
1439.38 11.7708
1439.40 7.35946
1439.42 5.10938
1439.44 3.66625
1439.48 2.14071
1439.52 1.39537
1439.55 1.00765
1439.63 0.635448
1439.70 0.491639
1439.78 0.454189
1439.85 0.521685
1439.93 0.833363
1439.97 1.26185
1440.00 2.20822
1440.03 3.44462
1440.06 4.23136
1440.09 3.38497
1440.11 2.18813
1440.14 1.42059
1440.17 0.999421
1440.22 0.595457
1440.27 0.425003
1440.32 0.341468
1440.43 0.274608
1440.53 0.268680
1440.64 0.308917
1440.74 0.428641
1440.79 0.556550
1440.84 0.790815
1440.90 1.26185
1440.92 1.67384
1440.95 2.27905
1440.99 3.55602
1441.03 4.32252
1441.10 2.16293
1441.14 1.41139
1441.18 0.979518
1441.21 0.724948
1441.25 0.567072
1441.33 0.394615
1441.40 0.311906
1441.55 0.246200
1441.69 0.239825
1441.84 0.277657
1441.99 0.400187
1442.06 0.549742
1442.13 0.874654
1442.17 1.20857
1442.21 1.82241
1442.23 2.35139
1442.24 3.09349
1442.26 4.20960
1442.28 5.89087
1442.31 9.42354
1442.33 11.7108
1442.36 9.36904
1442.38 5.98638
1442.41 3.74604
1442.43 2.54992
1442.46 1.84072
1442.48 1.43313
1442.54 1.00773
1442.59 0.845096
1442.64 0.827191
1442.69 0.942442
1442.74 1.26259
1442.79 1.98991
1442.83 2.95974
1442.87 3.60189
1442.91 2.96394
1442.95 2.02230
1442.98 1.53245
1443.01 1.25877
1443.08 1.08662
1443.11 1.15032
1443.14 1.32897
1443.17 1.67691
1443.20 2.28442
1443.24 3.37099
1443.27 3.98820
1443.31 3.15489
1443.35 2.06331
1443.39 1.35029
1443.43 0.961445
1443.47 0.741101
1443.50 0.608500
1443.58 0.469418
1443.66 0.408472
1443.82 0.378063
1443.97 0.412422
1444.13 0.510601
1444.28 0.734909
1444.36 0.967046
1444.44 1.41424
1444.48 1.81581
1444.52 2.46612
1444.55 3.59051
1444.59 5.52901
1444.63 8.47123
1444.67 10.2716
1444.71 8.29111
1444.74 5.53069
1444.77 4.20894
1444.80 3.35658
1444.85 2.48125
1444.91 2.16732
1444.96 2.13461
1445.07 2.59863
1445.18 3.75931
1445.29 5.75482
1445.40 7.19169
1445.48 6.67593
1445.56 6.35195
1445.61 7.04452
1445.62 6.70635
1445.66 4.67965
1445.71 3.23857
1445.76 2.51862
1445.85 1.75734
1445.95 1.35743
1446.04 1.13996
1446.14 1.03989
1446.23 1.05828
1446.33 1.31539
1446.37 1.73418
1446.42 2.89241
1446.45 4.00697
1446.47 4.50284
1446.49 3.66996
1446.52 2.79453
1446.55 2.25513
1446.58 2.10608
1446.64 2.37492
1446.70 3.21854
1446.76 4.84232
1446.82 7.42772
1446.88 8.88222
1446.94 6.97088
1447.00 4.50047
1447.06 3.07846
1447.11 2.27022
1447.17 1.80911
1447.22 1.58436
1447.28 1.54077
1447.33 1.70635
1447.39 2.21036
1447.44 3.35587
1447.49 4.88503
1447.53 5.43350
1447.62 2.62865
1447.66 1.80758
1447.71 1.32417
1447.79 0.842045
1447.87 0.620298
1447.96 0.504871
1448.12 0.399473
1448.29 0.371806
1448.46 0.395581
1448.62 0.492244
1448.71 0.600088
1448.79 0.807548
1448.83 0.999500
1448.87 1.31414
1448.91 1.91834
1448.96 3.12035
1448.99 4.63336
1449.02 5.50248
1449.08 3.33121
1449.11 2.64698
1449.14 2.37682
1449.20 2.54415
1449.27 3.45076
1449.33 5.38140
1449.38 8.36565
1449.44 10.2354
1449.50 8.12959
1449.56 5.18514
1449.60 3.62450
1449.65 2.65669
1449.69 2.02716
1449.73 1.62685
1449.82 1.17690
1449.91 0.987705
1450.00 0.952916
1450.09 1.06407
1450.18 1.39323
1450.27 2.10977
1450.34 3.13543
1450.42 3.71316
1450.50 2.93879
1450.57 1.94399
1450.65 1.29527
1450.73 0.968381
1450.82 0.813535
1450.90 0.768612
1450.98 0.824904
1451.06 1.03111
1451.10 1.23941
1451.14 1.56570
1451.18 2.11069
1451.22 2.96435
1451.27 4.45976
1451.32 5.15126
1451.37 3.95833
1451.42 2.58037
1451.46 1.90519
1451.50 1.48909
1451.57 1.05750
1451.64 0.892701
1451.72 0.872875
1451.79 0.970152
1451.87 1.21392
1451.94 1.70925
1452.02 2.66870
1452.08 4.06248
1452.15 4.82747
1452.22 3.76948
1452.29 2.42030
1452.34 1.78955
1452.39 1.37200
1452.44 1.09619
1452.48 0.914810
1452.58 0.706812
1452.67 0.623890
1452.77 0.630600
1452.86 0.751958
1452.91 0.895843
1452.96 1.15123
1453.01 1.65835
1453.05 2.68663
1453.09 4.04555
1453.13 4.99277
1453.16 4.24072
1453.20 3.08649
1453.22 2.59420
1453.25 2.37063
1453.30 2.58976
1453.32 3.14890
1453.34 4.32726
1453.37 6.92314
1453.38 9.35366
1453.39 13.2451
1453.41 20.4653
1453.42 25.0589
1453.44 19.9105
1453.45 12.9050
1453.47 9.24648
1453.48 6.99028
1453.50 4.57737
1453.53 3.60468
1453.55 3.27741
1453.58 3.30226
1453.60 3.59678
1453.63 4.17627
1453.65 5.00929
1453.70 7.30255
1453.73 8.14652
1453.75 8.13571
1453.80 6.00563
1453.85 3.77453
1453.90 2.35980
1453.95 1.60237
1454.01 1.17505
1454.06 0.918408
1454.17 0.653436
1454.27 0.552641
1454.38 0.555141
1454.48 0.696738
1454.53 0.880841
1454.59 1.24839
1454.61 1.57679
1454.64 2.05973
1454.67 2.81107
1454.69 3.97691
1454.73 6.22262
1454.76 7.43734
1454.80 5.75214
1454.83 3.65758
1454.86 2.46867
1454.89 1.77340
1454.92 1.34126
1454.95 1.06187
1455.01 0.739352
1455.06 0.579349
1455.18 0.445964
1455.30 0.427055
1455.41 0.491036
1455.53 0.694517
1455.59 0.924175
1455.65 1.35778
1455.68 1.73089
1455.71 2.29885
1455.73 3.19129
1455.76 4.59516
1455.80 7.15824
1455.84 8.55792
1455.87 6.64748
1455.91 4.25324
1455.94 3.17594
1455.96 2.46390
1456.01 1.70215
1456.06 1.37928
1456.11 1.30383
1456.16 1.42056
1456.21 1.77001
1456.26 2.51726
1456.28 3.15740
1456.31 4.00747
1456.35 6.13360
1456.40 7.14845
1456.44 5.44276
1456.48 3.45955
1456.52 2.47931
1456.55 1.85918
1456.61 1.16063
1456.68 0.822281
1456.74 0.643184
1456.87 0.481276
1457.00 0.446397
1457.13 0.501410
1457.26 0.702718
1457.33 0.933868
1457.39 1.37507
1457.42 1.77166
1457.46 2.36393
1457.49 3.30092
1457.52 4.78663
1457.56 7.46246
1457.60 8.98544
1457.64 7.03237
1457.68 4.48352
1457.71 3.28510
1457.74 2.49692
1457.76 1.98096
1457.79 1.63996
1457.85 1.26742
1457.90 1.13993
1457.96 1.18716
1458.01 1.45117
1458.07 2.12329
1458.10 2.75847
1458.13 3.68444
