Ba-135(n,g) ENDF/B-VII.1
102.174 14.0004
102.415 18.3490
102.657 25.1785
102.898 36.8041
103.019 45.9555
103.140 59.0255
103.260 78.6383
103.381 109.899
103.502 164.122
103.562 207.334
103.623 269.382
103.683 362.573
103.743 509.039
103.804 749.901
103.864 1151.90
103.932 1839.23
104.000 2302.42
104.068 1860.34
104.136 1205.08
104.186 899.324
104.235 741.037
104.285 730.993
104.334 951.551
104.400 1489.66
104.466 807.258
104.489 606.801
104.513 470.723
104.559 311.034
104.606 225.817
104.653 174.667
104.746 116.997
104.839 85.6692
105.026 52.9212
105.212 36.3894
105.399 26.6955
105.586 20.4746
105.959 13.1945
106.332 9.23909
106.705 6.84695
107.452 4.21653
108.198 2.87474
108.944 2.09736
110.437 1.27481
111.930 0.868764
113.422 0.637246
116.408 0.393950
119.393 0.273319
122.379 0.203729
128.350 0.129289
134.320 0.0916732
140.291 0.0698268
152.233 0.0468286
164.175 0.0361995
176.117 0.0316336
188.058 0.0317953
200.000 0.0403446
204.734 0.0505445
209.468 0.0744299
211.835 0.100931
213.019 0.123263
214.202 0.158059
215.386 0.218802
215.978 0.269784
216.569 0.350625
217.161 0.498835
217.457 0.630915
217.753 0.852941
218.049 1.28780
218.197 1.69208
218.345 2.38418
218.493 3.73700
218.567 4.96511
218.641 6.98563
218.715 10.6666
218.752 13.7485
218.788 18.3854
218.825 25.8163
218.862 38.5694
218.881 48.4948
218.899 62.2683
218.918 81.6167
218.936 108.444
218.952 138.833
218.968 173.334
219.000 216.405
219.016 203.586
219.032 173.105
219.064 108.440
219.094 68.5373
219.124 45.5220
219.154 31.9459
219.184 23.5332
219.245 14.2352
219.305 9.57454
219.365 6.93692
219.426 5.31647
219.546 3.52500
219.667 2.62534
219.788 2.12701
220.029 1.66671
220.270 1.53451
220.511 1.57182
220.994 2.03359
221.235 2.50877
221.477 3.26152
221.718 4.50393
221.959 6.72362
222.080 8.54488
222.200 11.2432
222.321 15.4834
222.442 22.6942
222.502 28.3654
222.562 36.4344
222.623 48.4673
222.683 67.4888
222.743 99.9462
222.773 125.413
222.803 161.281
222.834 213.951
222.864 293.693
222.894 419.288
222.924 616.846
222.962 982.944
223.000 1225.32
223.039 977.592
223.077 608.580
223.116 372.228
223.155 240.982
223.193 165.769
223.232 119.980
223.271 90.4479
223.310 70.4414
223.387 46.0172
223.465 32.3257
223.543 23.9213
223.698 14.6001
223.853 9.82507
224.008 7.06401
224.163 5.32420
224.318 4.15938
224.629 2.74370
224.939 1.94972
225.249 1.46009
225.560 1.13695
226.180 0.750294
226.801 0.536586
227.422 0.406164
228.042 0.320805
229.283 0.219760
230.525 0.164870
233.007 0.111827
235.490 0.0913262
237.972 0.0906433
239.214 0.102992
239.834 0.117483
240.455 0.145161
241.076 0.205177
241.386 0.264665
241.696 0.371709
242.007 0.593938
242.162 0.807722
242.317 1.18138
242.472 1.92538
242.550 2.60935
242.627 3.74585
242.705 5.84155
242.744 7.61611
242.782 10.3241
242.821 14.7185
242.860 22.4199
242.899 37.1808
242.918 49.5890
242.937 67.2006
242.953 86.0500
242.969 107.443
243.000 134.251
243.031 107.428
243.063 67.1827
243.082 49.4195
243.102 37.0592
243.140 22.3537
243.179 14.6783
243.218 10.2972
243.257 7.59679
243.296 5.82678
243.373 3.73604
243.451 2.59981
243.528 1.91810
243.684 1.17634
243.839 0.803368
243.994 0.590264
244.305 0.368526
244.615 0.261632
244.926 0.202123
245.547 0.141791
246.168 0.113536
246.789 0.0982737
248.030 0.0837509
250.514 0.0762975
252.998 0.0782609
257.966 0.0954753
262.934 0.133499
265.418 0.166680
267.902 0.217874
270.386 0.302307
272.869 0.455989
274.111 0.585150
275.353 0.781895
276.595 1.10332
277.837 1.68245
278.458 2.16466
279.079 2.89249
279.700 4.06626
280.321 6.14064
280.632 7.83434
280.942 10.3414
281.253 14.2776
281.563 20.9693
281.718 26.2244
281.874 33.7087
282.029 44.8816
282.184 62.5446
282.339 92.7397
282.495 149.878
282.572 198.951
282.650 273.670
282.727 391.354
282.805 577.999
282.903 924.578
283.000 1155.29
283.098 923.888
283.195 577.311
283.257 421.823
283.319 314.178
283.443 187.495
283.567 122.188
283.691 85.2156
283.815 62.5544
283.938 47.7611
284.186 30.3573
284.434 20.9451
284.682 15.3038
285.177 9.18167
285.673 6.11257
286.169 4.36071
286.664 3.26821
287.160 2.54170
288.151 1.66649
289.142 1.18000
290.133 0.882447
291.125 0.687688
293.107 0.457774
295.089 0.334170
297.072 0.262457
299.054 0.220171
303.019 0.191068
305.001 0.203067
306.983 0.244530
308.966 0.351987
309.957 0.465037
310.948 0.674748
311.444 0.852490
311.939 1.12424
312.435 1.56909
312.931 2.37095
313.178 3.03795
313.426 4.04315
313.674 5.66008
313.798 6.86553
313.922 8.50633
314.046 10.8197
314.170 14.2287
314.293 19.5480
314.417 28.5100
314.479 35.4892
314.541 45.3340
314.603 59.8792
314.665 82.4944
314.727 120.331
314.789 189.427
314.820 246.794
314.851 330.880
314.882 458.010
314.913 649.010
314.956 1038.30
315.000 1297.70
315.044 1038.05
315.087 648.750
315.118 458.788
315.149 332.678
315.179 248.413
315.210 191.134
315.271 121.668
315.332 83.5637
315.394 60.6995
315.455 45.9956
315.578 28.9464
315.700 19.8523
315.823 14.4501
315.945 10.9861
316.068 8.63604
316.313 5.74083
316.558 4.09543
316.804 3.07214
317.049 2.39307
317.539 1.57559
318.029 1.12129
318.520 0.842906
319.010 0.660013
319.991 0.442075
320.971 0.321961
321.952 0.248680
322.933 0.200631
324.894 0.143393
326.855 0.111839
330.778 0.0801958
334.701 0.0660222
338.623 0.0594505
346.469 0.0581389
354.314 0.0699581
358.237 0.0835830
362.159 0.108018
366.082 0.157535
368.043 0.204688
370.005 0.287940
371.966 0.460130
372.947 0.627687
373.927 0.927477
374.418 1.17623
374.908 1.55097
375.398 2.15466
375.889 3.22146
376.134 4.09289
376.379 5.38379
376.624 7.41303
376.869 10.8676
376.992 13.5858
377.115 17.4668
377.237 23.2716
377.360 32.4774
377.482 48.2944
377.544 60.7593
377.605 78.4819
377.666 104.626
377.728 144.767
377.789 208.675
377.850 311.111
377.925 497.655
378.000 621.922
378.075 497.461
378.150 310.913
378.201 222.589
378.252 162.901
378.303 122.634
378.354 94.9300
378.455 60.9719
378.557 42.1330
378.659 30.7343
378.760 23.3737
378.964 14.7951
379.167 10.1957
379.371 7.45703
379.778 4.50173
380.184 3.02856
380.591 2.19175
380.998 1.67241
381.405 1.32901
382.219 0.919399
383.033 0.696622
384.660 0.483887
386.288 0.402320
387.915 0.379976
391.170 0.442771
392.798 0.530225
394.425 0.676605
396.053 0.925746
397.680 1.38208
398.494 1.76329
399.308 2.33796
400.121 3.26129
400.935 4.88138
401.342 6.19363
401.749 8.12045
402.156 11.1121
402.563 16.1151
402.969 25.4064
403.173 33.3417
403.376 45.5481
403.580 65.6054
403.783 101.364
403.885 130.262
403.987 171.764
404.088 232.502
404.190 321.098
404.345 513.111
404.500 640.687
404.656 512.000
404.811 319.621
404.920 226.461
405.028 164.317
405.137 122.867
405.246 94.5849
405.463 60.2665
405.680 41.4227
405.898 30.0988
406.115 22.8147
406.550 14.3610
406.985 9.84913
407.419 7.16806
407.854 5.44850
408.289 4.28125
409.158 2.84407
410.027 2.02731
410.897 1.51945
411.766 1.18247
413.505 0.777368
415.244 0.552886
416.982 0.416233
418.721 0.327681
422.198 0.227881
425.676 0.191701
427.415 0.203528
428.284 0.226791
429.153 0.276857
430.023 0.392320
430.457 0.509837
430.892 0.724323
431.109 0.904088
431.327 1.17610
431.544 1.61591
431.761 2.39393
431.870 3.02964
431.979 3.97072
432.088 5.44799
432.196 7.95493
432.305 12.7248
432.359 16.8953
432.413 23.4783
432.468 34.7156
432.495 43.5066
432.522 55.8635
432.549 73.9789
432.576 101.329
432.604 144.303
432.631 211.716
432.648 271.247
432.665 338.872
432.700 423.302
432.717 398.194
432.735 338.448
432.769 211.678
432.801 135.906
432.832 91.1946
432.864 64.3298
432.895 47.4074
432.958 28.4994
433.021 18.9071
433.084 13.4192
433.147 10.0133
433.273 6.18593
433.399 4.20423
433.525 3.05084
433.651 2.32103
433.777 1.83035
434.029 1.23196
434.280 0.895046
434.532 0.686598
434.784 0.548613
435.288 0.382734
435.791 0.290331
436.799 0.195588
437.806 0.149807
438.813 0.123829
440.828 0.0964465
444.857 0.0761621
448.886 0.0740280
452.916 0.0888871
454.930 0.108691
456.945 0.147828
457.952 0.181907
458.960 0.234754
459.967 0.322387
460.974 0.482559
461.478 0.617409
461.982 0.822825
462.485 1.15814
462.989 1.76061
463.241 2.26073
463.493 3.01253
463.744 4.21834
463.996 6.33216
464.122 8.04484
464.248 10.5571
464.374 14.4563
464.437 17.2686
464.500 20.9759
464.563 26.0149
464.626 33.0729
464.689 43.4037
464.752 59.2650
464.815 85.3292
464.878 131.671
464.909 169.124
464.941 222.859
464.972 301.408
465.004 415.417
465.052 664.890
465.100 830.693
465.148 664.229
465.197 415.299
465.231 293.618
465.265 212.650
465.299 158.775
465.333 122.059
465.401 77.6510
465.469 53.3099
465.537 38.7111
465.605 29.3258
465.740 18.4526
465.876 12.6491
466.012 9.20459
466.148 6.99427
466.284 5.49494
466.556 3.64877
466.828 2.59958
467.100 1.94709
467.372 1.51396
467.916 0.992848
468.459 0.703247
469.003 0.525845
469.547 0.409338
470.635 0.270594
471.722 0.194181
472.810 0.147587
473.897 0.117035
476.073 0.0805891
478.248 0.0603649
482.598 0.0395550
486.949 0.0293463
491.299 0.0234214
500.000 0.0169105
509.406 0.0132192
518.811 0.0110081
537.622 0.00857364
556.433 0.00745651
575.244 0.00717701
594.055 0.00787824
603.461 0.00891023
612.866 0.0109605
622.272 0.0154717
626.974 0.0199835
631.677 0.0282018
634.028 0.0351229
636.380 0.0457009
638.731 0.0630828
641.083 0.0947297
642.258 0.121391
643.434 0.162136
644.610 0.229026
645.785 0.350464
646.373 0.452386
646.961 0.607413
647.549 0.860195
648.137 1.31409
648.431 1.69075
648.725 2.25695
649.018 3.16511
649.312 4.75744
649.459 6.04718
649.606 7.93939
649.753 10.8791
649.900 15.7933
649.974 19.5921
650.047 24.9242
650.121 32.7215
650.194 44.7028
650.268 64.4031
650.341 99.5473
650.378 128.002
650.415 168.765
650.451 228.412
650.488 315.420
650.544 504.820
650.600 630.751
650.656 504.385
650.712 315.340
650.776 182.158
650.840 113.257
650.903 75.7526
650.967 53.7921
651.031 39.9778
651.095 30.8149
651.222 19.8424
651.350 13.8025
651.477 10.1425
651.732 6.13090
651.987 4.09958
652.242 2.93333
652.497 2.20274
652.752 1.71523
653.262 1.12564
653.771 0.796628
654.281 0.594639
654.791 0.461993
655.811 0.304517
656.830 0.218852
657.850 0.168052
658.870 0.136648
660.909 0.107833
661.929 0.107336
662.949 0.119938
663.968 0.159827
664.478 0.203608
664.988 0.285608
665.243 0.355152
665.498 0.461074
665.753 0.633245
666.008 0.939838
666.135 1.19166
666.263 1.56622
666.390 2.15782
666.518 3.17071
666.645 5.12352
666.709 6.85552
666.773 9.63050
666.836 14.4699
666.900 23.8938
666.932 32.2562
666.964 45.3476
666.996 66.8916
667.028 102.645
667.064 164.297
667.100 205.242
667.136 164.104
667.173 102.632
667.199 72.1359
667.224 52.0568
667.250 38.7225
667.276 29.7130
667.328 18.8444
667.380 12.9159
667.432 9.37153
667.484 7.09801
667.588 4.46826
667.692 3.06868
667.795 2.23843
667.899 1.70649
668.003 1.34585
668.210 0.901604
668.418 0.649201
668.626 0.492038
668.833 0.387638
669.248 0.261688
669.663 0.191361
670.493 0.119322
671.324 0.0847014
672.154 0.0652010
673.814 0.0447725
675.475 0.0345520
677.135 0.0285646
680.456 0.0220602
687.097 0.0172253
693.739 0.0169059
700.381 0.0206257
703.702 0.0253308
707.022 0.0344574
708.683 0.0423426
710.343 0.0545389
712.004 0.0747552
713.664 0.111790
714.494 0.143080
715.324 0.190956
716.155 0.269583
716.985 0.412241
717.400 0.531783
717.815 0.713313
718.230 1.00844
718.645 1.53614
718.853 1.97203
719.060 2.62415
719.268 3.66406
719.475 5.46974
719.579 6.91883
719.683 9.02730
719.787 12.2613
719.890 17.5721
719.942 21.6086
719.994 27.1840
720.046 35.1689
720.098 47.1207
720.150 66.0047
720.202 97.8505
720.254 155.517
720.280 201.367
720.306 264.113
720.353 422.739
720.400 528.171
720.447 422.337
720.495 264.065
720.548 153.544
720.601 95.8377
720.654 64.3026
720.707 45.7370
720.760 34.0459
720.813 26.2639
720.919 16.9368
721.025 11.7919
721.132 8.67024
721.344 5.24506
721.556 3.50856
721.769 2.51089
721.981 1.88528
722.193 1.46784
722.618 0.962619
723.043 0.680327
723.467 0.506810
723.892 0.392609
724.742 0.256409
725.591 0.181391
726.440 0.135732
727.290 0.105900
728.988 0.0705818
730.687 0.0512798
732.386 0.0396023
734.085 0.0320137
737.482 0.0231036
740.880 0.0183091
747.675 0.0137088
761.265 0.0111187
774.855 0.0114192
788.445 0.0134605
802.036 0.0182878
808.831 0.0233692
815.626 0.0347017
819.023 0.0482923
820.722 0.0610874
822.421 0.0837160
824.120 0.130906
824.969 0.177258
825.818 0.260974
826.243 0.331034
826.668 0.437443
827.093 0.610660
827.517 0.921273
827.730 1.17871
827.942 1.56521
828.154 2.18463
828.367 3.26818
828.579 5.42833
828.685 7.41738
828.791 10.7298
828.844 13.2823
828.898 16.8535
828.951 22.0539
829.004 29.9946
829.057 42.9523
829.110 65.7959
829.136 84.0860
829.163 109.977
829.189 147.358
829.216 201.093
829.258 321.875
829.300 402.130
829.342 321.545
829.384 201.067
829.431 116.995
829.478 73.1321
829.526 49.1217
829.573 34.9690
829.620 26.0489
829.667 20.1076
829.761 12.9772
829.855 9.04299
829.950 6.65786
830.138 4.03854
830.326 2.71026
830.515 1.94713
830.703 1.46860
830.892 1.14935
831.269 0.763091
831.646 0.547453
832.022 0.415079
832.399 0.328120
833.153 0.224817
833.907 0.168403
835.415 0.112807
836.922 0.0882140
838.430 0.0761625
841.445 0.0678869
847.475 0.0764263
853.506 0.107339
856.521 0.135307
859.536 0.178559
862.551 0.249540
865.566 0.377255
867.074 0.483200
868.582 0.642436
870.089 0.897700
870.843 1.08742
871.597 1.34500
872.351 1.70701
873.104 2.23837
873.858 3.06320
874.612 4.44293
874.989 5.50889
875.366 7.00516
875.743 9.19341
876.120 12.5623
876.496 18.0980
876.873 27.9805
877.062 35.9776
877.250 47.4676
877.439 64.3026
877.627 88.8932
877.914 142.143
878.200 177.567
878.487 142.032
878.773 88.7857
879.112 50.2538
879.451 30.7924
879.791 20.4135
880.130 14.4042
880.469 10.6641
880.808 8.19582
881.487 5.26214
882.165 3.66092
882.843 2.69758
884.200 1.65668
885.557 1.15956
886.913 0.955442
887.592 0.987820
887.931 1.07862
888.270 1.28103
888.609 1.74640
888.779 2.21027
888.948 3.03190
889.118 4.67402
889.203 6.18076
889.288 8.67643
889.372 13.2330
889.415 17.0528
889.457 22.8206
889.500 32.0425
889.521 38.8201
889.542 47.8571
889.563 60.1529
889.584 77.1989
889.606 101.115
889.627 134.258
889.645 171.889
889.663 214.651
889.700 268.046
889.718 252.179
889.737 214.401
889.773 134.234
889.797 97.4448
889.821 72.2713
889.869 42.9691
889.916 28.0155
889.964 19.6040
890.011 14.4699
890.059 11.1277
890.154 7.20473
890.250 5.08452
890.345 3.81519
890.535 2.43432
890.726 1.73711
890.916 1.33519
891.297 0.908780
891.678 0.694547
892.059 0.568535
892.820 0.427597
894.344 0.298442
895.867 0.233428
898.914 0.163193
901.961 0.124938
908.055 0.0865380
914.149 0.0727188
920.243 0.0772630
923.290 0.0900320
926.337 0.117774
929.384 0.181280
930.908 0.245476
932.431 0.362051
933.193 0.459321
933.954 0.606047
934.716 0.842174
935.478 1.25758
936.240 2.09166
936.621 2.86555
937.001 4.16615
937.382 6.59979
937.573 8.69335
937.763 11.9410
937.954 17.3385
938.144 27.1257
938.239 35.1708
938.334 46.9115
938.430 64.4369
938.525 90.5740
938.662 144.903
938.800 181.103
938.938 144.855
939.075 90.5265
939.194 59.3273
939.313 40.4391
939.432 28.8486
939.551 21.4320
939.789 13.0172
940.027 8.68127
940.265 6.18295
940.503 4.62071
940.979 2.85734
941.455 1.93988
941.931 1.40364
942.407 1.06362
942.883 0.834702
943.835 0.555162
944.787 0.397526
945.739 0.299948
946.691 0.235370
948.595 0.157818
950.499 0.114723
952.403 0.0882683
954.306 0.0708321
958.114 0.0499358
961.922 0.0383275
969.538 0.0265967
977.153 0.0213782
984.769 0.0192357
992.384 0.0193453
1000.00 0.0223169
1006.96 0.0303038
1010.44 0.0388312
1013.92 0.0547434
1015.67 0.0682951
1017.41 0.0890972
1019.15 0.123396
1020.89 0.185825
1021.76 0.238383
1022.63 0.318376
1023.50 0.449002
1024.37 0.684096
1024.80 0.880059
1025.24 1.17477
1025.67 1.64883
1026.11 2.48343
1026.33 3.16380
1026.54 4.16205
1026.76 5.72768
1026.98 8.35469
1027.09 10.4087
1027.20 13.3148
1027.31 17.6089
1027.41 24.2346
1027.52 35.4092
1027.63 55.9232
1027.69 73.1760
1027.74 98.1684
1027.79 135.836
1027.85 192.619
1027.92 308.049
1028.00 384.930
1028.08 308.005
1028.15 192.574
1028.22 124.475
1028.29 83.9412
1028.36 59.4148
1028.42 43.8852
1028.56 26.4467
1028.70 17.5965
1028.83 12.4816
1028.97 9.29831
1029.24 5.72995
1029.51 3.87310
1029.78 2.79436
1030.05 2.10889
1030.32 1.64966
1030.87 1.08867
1031.41 0.772939
1031.95 0.577922
1032.50 0.449324
1033.58 0.295138
1034.67 0.210011
1035.75 0.158178
1036.84 0.124386
1039.01 0.0846003
1041.18 0.0633312
1043.35 0.0510925
1045.52 0.0440218
1049.87 0.0399122
1052.04 0.0429369
1054.21 0.0518620
1056.38 0.0742298
1057.47 0.0975518
1058.55 0.140621
1059.10 0.177077
1059.64 0.232749
1060.18 0.323756
1060.73 0.487504
1061.00 0.623776
1061.27 0.828036
1061.54 1.15708
1061.81 1.73214
1062.08 2.88645
1062.22 3.95435
1062.35 5.72663
1062.49 9.04096
1062.56 11.8750
1062.63 16.1624
1062.69 23.2915
1062.76 36.0178
1062.80 46.3094
1062.83 61.0960
1062.86 82.7406
1062.90 113.202
1062.95 181.283
1063.00 226.737
1063.05 181.268
1063.10 113.186
1063.15 71.5012
1063.20 47.3944
1063.25 33.1398
1063.30 24.4101
1063.40 14.5279
1063.49 9.60492
1063.59 6.77914
1063.69 5.04759
1063.88 3.10546
1064.08 2.09744
1064.27 1.51418
1064.47 1.14364
1064.66 0.896064
1065.05 0.593136
1065.44 0.423350
1065.83 0.318494
1066.22 0.249230
1067.00 0.166212
1067.78 0.120345
1068.55 0.0923117
1069.33 0.0739233
1070.89 0.0520326
1072.45 0.0399911
1075.56 0.0278993
1078.67 0.0223312
1081.79 0.0194665
1088.01 0.0174465
1094.24 0.0186168
1097.35 0.0207628
1100.47 0.0250459
1103.58 0.0344122
1105.14 0.0437464
1106.69 0.0607134
1107.47 0.0750096
1108.25 0.0968129
1109.03 0.132567
1109.81 0.197397
1110.20 0.251902
1110.59 0.334560
1110.97 0.469122
1111.36 0.710268
1111.56 0.910492
1111.75 1.20936
1111.95 1.68986
1112.14 2.52432
1112.34 4.18949
1112.43 5.70860
1112.53 8.22568
1112.58 10.1753
1112.63 12.8980
1112.68 16.8523
1112.73 22.7290
1112.77 32.3947
1112.82 48.7909
1112.85 62.2359
1112.87 80.3468
1112.90 105.929
1112.92 141.825
1112.96 227.514
1113.00 282.577
1113.04 225.280
1113.08 141.812
1113.12 90.9647
1113.16 60.9754
1113.19 42.9715
1113.23 31.6395
1113.30 18.9889
1113.38 12.5695
1113.45 8.90637
1113.53 6.63089
1113.67 4.09002
1113.82 2.76472
1113.97 1.99765
1114.12 1.50885
1114.26 1.18249
1114.56 0.782212
1114.85 0.557957
1115.15 0.419440
1115.44 0.327966
1116.03 0.218407
1116.62 0.158065
1117.22 0.121285
1117.81 0.0973437
1118.99 0.0691628
1120.17 0.0540316
1122.53 0.0397023
1124.89 0.0341567
1127.25 0.0324592
1131.98 0.0356000
1136.70 0.0481897
1139.06 0.0615070
1141.42 0.0858570
1142.60 0.106320
1143.78 0.137487
1144.97 0.188456
1146.15 0.280619
1146.74 0.357792
1147.33 0.474694
1147.92 0.665019
1148.51 1.00482
1148.80 1.28660
1149.10 1.70741
1149.39 2.37867
1149.69 3.54633
1149.84 4.48803
1149.98 5.85065
1150.13 7.95897
1150.28 11.4104
1150.35 14.0554
1150.43 17.7219
1150.50 22.9967
1150.57 30.8065
1150.65 43.3708
1150.72 64.7720
1150.80 104.078
1150.83 135.801
1150.87 178.270
1150.94 286.211
1151.00 356.758
1151.07 284.436
1151.13 178.239
1151.17 129.889
1151.21 97.1441
1151.30 58.0404
1151.38 37.8579
1151.46 26.4223
1151.55 19.4090
1151.63 14.8286
1151.79 9.46043
1151.96 6.53342
1152.13 4.77929
1152.46 2.87965
1152.79 1.92361
1153.12 1.37933
1153.45 1.03954
1153.78 0.813421
1154.45 0.540533
1155.11 0.388905
1155.77 0.296232
1156.43 0.235715
1157.76 0.164320
1159.08 0.126075
1161.73 0.0903245
1164.39 0.0774180
1167.04 0.0749533
1172.34 0.0899122
1174.99 0.108375
1177.64 0.138731
1180.29 0.190075
1182.94 0.283927
1184.26 0.362452
1185.59 0.480950
1186.91 0.671810
1187.58 0.814327
1188.24 1.00811
1188.90 1.28188
1189.57 1.68568
1190.23 2.31649
1190.89 3.37891
1191.22 4.20913
1191.55 5.38027
1191.88 7.10990
1192.22 9.80842
1192.55 14.3456
1192.88 22.6642
1193.04 29.6185
1193.21 39.8356
1193.38 55.4317
1193.54 78.9892
1193.77 126.742
1194.00 158.707
1194.23 126.684
1194.46 78.9326
1194.68 49.9726
1194.89 33.2448
1195.10 23.2725
1195.32 17.0773
1195.75 10.1949
1196.18 6.72715
1196.61 4.75693
1197.03 3.53661
1197.89 2.17132
1198.75 1.46721
1199.61 1.05799
1200.47 0.799600
1201.32 0.626392
1203.04 0.415630
1204.76 0.297670
1206.47 0.225488
1208.19 0.178688
1211.62 0.126514
1215.05 0.110476
1216.77 0.121476
1217.62 0.138579
1218.48 0.173796
1219.34 0.253193
1219.77 0.333113
1220.20 0.477870
1220.41 0.598674
1220.63 0.779605
1220.84 1.07109
1221.06 1.57875
1221.27 2.59397
1221.38 3.52276
1221.48 5.06548
1221.59 7.89865
1221.65 10.3169
1221.70 13.9258
1221.75 19.8685
1221.81 30.0144
1221.86 49.6306
1221.89 66.0191
1221.91 88.2614
1221.96 140.707
1222.00 175.470
1222.05 139.429
1222.09 87.2615
1222.14 50.6455
1222.19 31.5929
1222.24 21.1999
1222.29 15.1828
1222.34 11.3023
1222.39 8.76539
1222.49 5.67784
1222.59 3.97242
1222.68 2.93572
1222.88 1.79562
1223.08 1.21460
1223.28 0.882149
1223.48 0.673377
1223.68 0.533737
1224.07 0.363975
1224.47 0.268967
1225.26 0.171272
1226.05 0.124201
1226.85 0.0977429
1228.43 0.0700406
1230.02 0.0561637
1231.60 0.0479963
1234.77 0.0390065
1241.11 0.0323034
1247.45 0.0327814
1253.79 0.0413665
1256.96 0.0518546
1260.13 0.0720978
1261.72 0.0895571
1263.31 0.116478
