Cs-133(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
362.915 1.57304
362.943 1.14852
362.971 0.905666
363.000 0.754652
363.056 0.582492
363.170 0.433480
363.283 0.367518
363.736 0.266986
364.642 0.192709
366.455 0.133469
368.267 0.113634
370.080 0.113538
371.892 0.134738
372.799 0.160372
373.705 0.208940
374.611 0.313387
375.064 0.416688
375.517 0.602936
375.744 0.758082
375.971 0.992328
376.197 1.37027
376.424 2.03843
376.537 2.58447
376.650 3.39330
376.764 4.66437
376.877 6.82548
376.990 10.9499
377.047 14.5765
377.103 20.3142
377.160 30.1616
377.188 37.8911
377.217 48.8529
377.245 64.9699
377.273 89.6078
377.302 128.612
377.330 190.841
377.365 305.211
377.400 381.412
377.435 305.177
377.470 190.801
377.505 118.545
377.539 77.6085
377.573 53.8000
377.608 39.1558
377.642 29.6417
377.677 23.1617
377.745 15.2169
377.814 10.7321
377.883 7.97330
378.020 4.89952
378.158 3.32175
378.295 2.40751
378.433 1.83140
378.570 1.44537
378.845 0.976740
379.120 0.714303
379.395 0.553007
379.670 0.447082
380.220 0.321649
380.770 0.253896
381.870 0.189433
382.971 0.164346
384.071 0.156375
385.171 0.159258
385.721 0.169032
385.996 0.194539
386.064 0.216443
386.133 0.268678
386.167 0.327791
386.202 0.452003
386.236 0.777044
386.253 1.15949
386.271 1.90291
386.285 2.94829
386.300 3.63840
386.315 2.94116
386.330 1.90363
386.344 1.23726
386.359 0.865127
386.388 0.516701
386.417 0.372887
386.447 0.301787
386.505 0.237576
386.564 0.210809
386.798 0.182765
387.267 0.180206
388.204 0.194015
390.078 0.243059
391.952 0.328687
393.826 0.486819
394.763 0.619914
395.701 0.822349
396.638 1.15203
397.575 1.74329
398.043 2.23336
398.512 2.96968
398.980 4.15050
399.215 5.02843
399.449 6.22011
399.683 7.89622
399.918 10.3576
400.152 14.1808
400.386 20.5773
400.503 25.5267
400.620 32.4723
400.737 42.6362
400.855 58.2956
400.972 84.0832
401.089 130.164
401.147 167.536
401.206 221.244
401.265 300.209
401.323 415.559
401.412 664.015
401.500 829.192
401.589 663.715
401.677 415.257
401.770 250.470
401.862 160.509
401.954 109.581
402.047 78.9138
402.139 59.2547
402.232 46.0231
402.417 29.9558
402.601 20.9932
402.786 15.5133
403.156 9.45811
403.526 6.37095
403.896 4.59187
404.265 3.47567
404.635 2.73159
405.375 1.83632
406.114 1.34552
406.854 1.05657
407.593 0.883694
409.072 0.757867
409.812 0.798312
410.551 0.949152
411.291 1.33804
411.660 1.73940
412.030 2.46608
412.400 3.96651
412.585 5.39415
412.770 7.85807
412.954 12.6686
413.047 17.0045
413.139 24.0591
413.232 36.6613
413.278 46.9790
413.324 62.2154
413.370 85.8538
413.417 124.714
413.463 192.583
413.509 314.808
413.555 503.266
413.600 628.832
413.646 503.216
413.691 314.786
413.739 188.588
413.788 120.452
413.836 82.1957
413.884 59.2540
413.932 44.6016
413.980 34.7915
414.077 22.9534
414.173 16.4290
414.270 12.5305
414.463 8.53724
414.655 7.22968
414.752 7.39825
414.848 8.35615
414.945 10.7926
414.993 13.1058
415.041 16.8502
415.089 23.2732
415.138 35.2651
415.162 45.3410
415.186 60.3159
415.210 83.1533
415.234 118.022
415.251 150.623
415.267 187.667
415.300 233.912
415.333 187.285
415.366 117.720
415.397 75.7745
415.427 51.1653
415.457 36.4374
415.488 27.2036
415.548 16.8484
415.609 11.5781
415.670 8.54132
415.731 6.63758
415.852 4.45834
415.974 3.29039
416.095 2.58246
416.338 1.78366
416.581 1.35239
416.824 1.08504
417.309 0.773735
417.795 0.599956
418.281 0.490537
419.253 0.363777
420.224 0.296551
421.196 0.259253
423.139 0.236605
425.082 0.277248
426.054 0.338238
427.025 0.460310
427.511 0.566545
427.997 0.730680
428.483 1.00108
428.969 1.49021
429.212 1.89754
429.454 2.51151
429.697 3.49877
429.940 5.23485
430.062 6.64484
430.183 8.71818
430.305 11.9501
430.426 17.3761
430.487 21.5936
430.548 27.5284
430.608 36.2514
430.669 49.7716
430.730 72.2491
430.760 89.3835
430.790 112.906
430.821 146.337
430.851 194.888
430.882 267.468
430.912 375.123
430.956 600.214
431.000 750.268
431.044 600.120
431.088 375.021
431.126 245.862
431.164 167.633
431.203 119.609
431.241 88.8708
431.317 53.9852
431.393 36.0218
431.469 25.6526
431.545 19.1684
431.698 11.8515
431.850 8.04236
432.002 5.81727
432.155 4.40608
432.307 3.45576
432.612 2.29521
432.916 1.64102
433.221 1.23611
433.526 0.968306
434.135 0.646885
434.744 0.468581
435.354 0.359323
435.963 0.287461
437.182 0.201595
438.400 0.154074
440.837 0.106013
443.275 0.0838918
445.712 0.0728814
450.587 0.0677136
455.461 0.0814040
457.899 0.100206
460.336 0.137100
461.555 0.169028
462.773 0.218351
463.992 0.299892
465.210 0.448564
465.820 0.573588
466.429 0.763937
467.038 1.07448
467.648 1.63249
467.952 2.09565
468.257 2.79204
468.562 3.90981
468.714 4.74094
468.866 5.86990
469.019 7.45872
469.171 9.79097
469.323 13.4138
469.476 19.4786
469.552 24.1711
469.628 30.7631
469.704 40.4137
469.780 55.2659
469.857 79.7376
469.933 123.453
469.971 158.929
470.009 210.034
470.047 285.107
470.085 394.737
470.143 631.701
470.200 789.229
470.258 631.125
470.315 394.594
470.373 241.958
470.431 156.862
470.489 107.987
470.547 78.1928
470.605 58.9613
470.663 45.9259
470.779 30.0145
470.895 21.0818
471.011 15.6015
471.243 9.51621
471.475 6.40016
471.707 4.59846
471.939 3.46420
472.171 2.70455
472.634 1.78228
473.098 1.26549
473.562 0.947187
474.026 0.737412
474.954 0.486953
475.881 0.348991
476.809 0.265115
477.736 0.210469
479.592 0.146287
481.447 0.111966
485.158 0.0801792
488.868 0.0697467
492.579 0.0707266
496.289 0.0826950
500.000 0.113364
502.992 0.171142
504.488 0.227539
505.984 0.327857
506.732 0.410678
507.480 0.535218
508.228 0.736027
508.976 1.09321
509.350 1.38791
509.724 1.82985
510.098 2.53770
510.472 3.77926
510.659 4.78623
510.846 6.26824
511.033 8.57806
511.220 12.4657
511.314 15.4881
511.407 19.7563
511.501 26.0483
511.594 35.8406
511.688 52.1823
511.781 82.0398
511.828 106.795
511.875 143.096
511.921 197.873
511.968 280.188
512.034 448.174
512.100 560.113
512.166 448.071
512.232 280.085
512.293 179.080
512.353 119.795
512.414 84.3266
512.474 62.0560
512.596 37.2506
512.717 24.6907
512.838 17.5348
512.959 13.0956
513.202 8.12651
513.444 5.56501
513.686 4.08178
514.171 2.53518
514.656 1.80754
515.141 1.43380
516.110 1.18558
517.080 1.39146
517.564 1.73485
518.049 2.41627
518.291 2.99971
518.534 3.88539
518.776 5.30935
519.019 7.79370
519.140 9.79050
519.261 12.6967
519.382 17.1526
519.503 24.4629
519.564 30.0109
519.624 37.6632
519.685 48.6020
519.746 64.9331
519.806 90.6445
519.867 133.783
519.927 211.323
519.958 272.694
519.988 355.964
520.044 569.501
520.100 711.426
520.156 568.984
520.212 355.844
520.251 252.498
520.290 183.573
520.329 137.393
520.368 105.893
520.446 67.5954
520.524 46.5478
520.603 33.8735
520.681 25.7117
520.837 16.2391
520.993 11.1747
521.149 8.16419
521.461 4.91708
521.774 3.29616
522.086 2.37228
522.398 1.79580
522.710 1.41177
523.335 0.946717
523.959 0.685760
524.584 0.524163
525.208 0.416822
526.458 0.286897
527.707 0.213783
530.205 0.138287
532.703 0.102310
535.201 0.0831501
540.197 0.0682853
545.194 0.0733576
547.692 0.0853964
550.190 0.110260
552.688 0.165231
553.937 0.219942
555.186 0.318875
555.811 0.401575
556.435 0.526990
557.060 0.730858
557.684 1.09606
557.997 1.39863
558.309 1.85328
558.621 2.58223
558.933 3.85975
559.246 6.41445
559.402 8.77468
559.558 12.7262
559.714 20.0800
559.792 26.3709
559.870 36.0559
559.948 52.0206
560.026 80.5604
560.065 103.773
560.104 137.147
560.143 186.189
560.182 258.063
560.241 412.947
560.300 515.919
560.359 412.590
560.418 257.984
560.482 152.301
560.546 96.1528
560.610 65.0182
560.674 46.5024
560.738 34.7447
560.803 26.8922
560.931 17.4251
561.059 12.1799
561.187 8.98990
561.444 5.47854
561.700 3.69522
561.957 2.67042
562.213 2.02875
562.469 1.60190
562.982 1.08981
563.495 0.810940
564.008 0.648720
564.521 0.554241
565.547 0.498225
566.060 0.537019
566.573 0.651714
567.086 0.934528
567.342 1.22336
567.599 1.74413
567.855 2.81387
567.983 3.82431
568.112 5.55327
568.240 8.87666
568.304 11.8135
568.368 16.4996
568.432 24.6052
568.464 31.0514
568.496 40.2509
568.528 53.9881
568.560 75.2641
568.593 109.779
568.625 166.078
568.662 265.757
568.700 331.964
568.738 265.451
568.776 166.049
568.808 108.801
568.841 74.1673
568.874 52.9278
568.906 39.3432
568.972 23.9371
569.037 16.0018
569.103 11.4304
569.168 8.57212
569.299 5.34526
569.430 3.66646
569.560 2.68485
569.822 1.64255
570.084 1.12987
570.345 0.840423
570.868 0.542582
571.392 0.400759
571.915 0.323191
572.961 0.249067
574.008 0.222191
575.054 0.218534
577.147 0.260741
578.193 0.311436
579.239 0.395128
580.286 0.537276
581.332 0.798172
581.855 1.01670
582.379 1.34701
582.902 1.87943
583.425 2.81806
583.687 3.58165
583.948 4.70761
584.210 6.46576
584.471 9.43062
584.602 11.7393
584.733 15.0037
584.864 19.8236
584.995 27.3402
585.125 39.9194
585.256 62.9981
585.322 82.1878
585.387 110.500
585.452 153.337
585.518 218.082
585.609 348.974
585.700 436.058
585.791 348.708
585.882 217.968
585.954 148.362
586.025 104.185
586.097 75.9779
586.168 57.3926
586.311 35.6318
586.454 24.0861
586.597 17.3038
586.740 13.0114
587.026 8.10591
587.312 5.52419
587.597 4.00468
587.883 3.03596
588.169 2.38150
588.741 1.57942
589.313 1.12552
589.884 0.843991
590.456 0.657450
591.599 0.433245
592.743 0.308707
593.886 0.232361
595.029 0.182159
597.316 0.122230
599.603 0.0891138
601.889 0.0688854
604.176 0.0556458
608.750 0.0401068
613.323 0.0322063
617.896 0.0298063
619.040 0.0311899
620.183 0.0364688
620.755 0.0442691
621.326 0.0664994
621.612 0.0969755
621.755 0.126937
621.898 0.180651
622.041 0.291805
622.113 0.398507
622.184 0.584368
622.255 0.953252
622.291 1.29040
622.327 1.84856
622.363 2.87265
622.381 3.73417
622.398 5.03098
622.416 7.12424
622.434 10.7134
622.452 17.4684
622.470 30.7262
622.485 49.2130
622.500 61.4303
622.515 49.0844
622.530 30.7276
622.542 21.0443
622.554 14.8539
622.565 10.8767
622.577 8.25891
622.600 5.16073
622.624 3.50657
622.647 2.52811
622.670 1.90974
622.717 1.20092
622.764 0.826281
622.810 0.605856
622.904 0.369814
622.997 0.253048
623.090 0.186937
623.277 0.118783
623.650 0.0680572
624.023 0.0497618
624.769 0.0365151
625.516 0.0319601
628.501 0.0291113
631.486 0.0324085
634.471 0.0409160
637.456 0.0609391
638.949 0.0814693
640.441 0.119313
641.188 0.151369
641.934 0.200469
642.680 0.281145
643.427 0.427525
643.800 0.550169
644.173 0.736278
644.546 1.03872
644.919 1.57878
645.106 2.02436
645.292 2.69058
645.479 3.75088
645.665 5.58760
645.852 9.19322
645.945 12.4580
646.039 17.7956
646.085 21.8409
646.132 27.3947
646.179 35.3263
646.225 47.0942
646.272 65.5604
646.318 96.2372
646.365 150.736
646.388 193.413
646.412 251.074
646.456 401.575
646.500 501.839
646.544 401.533
646.588 251.028
646.626 165.812
646.663 113.813
646.701 81.5353
646.738 60.8012
646.813 37.0856
646.888 24.7906
646.963 17.6789
647.038 13.2201
647.188 8.17404
647.337 5.54335
647.487 4.00356
647.637 3.02630
647.787 2.36788
648.086 1.56373
648.386 1.11020
648.686 0.829644
648.985 0.644125
649.584 0.421805
650.184 0.298756
650.783 0.223604
651.382 0.174366
652.580 0.115903
653.779 0.0838340
654.977 0.0643656
656.176 0.0516684
658.572 0.0366783
660.969 0.0285423
665.763 0.0206782
670.556 0.0177180
675.350 0.0180238
677.747 0.0204858
678.945 0.0232782
680.144 0.0285777
681.342 0.0400983
681.941 0.0516087
682.540 0.0725505
683.140 0.116862
683.439 0.160397
683.739 0.238426
683.889 0.303013
684.038 0.399909
684.188 0.554836
684.338 0.825211
684.488 1.36148
684.563 1.85270
684.638 2.66710
684.713 4.15874
684.750 5.41630
684.787 7.31856
684.825 10.3881
684.862 15.6880
684.900 25.6913
684.919 33.9370
684.937 45.5502
684.953 58.3114
684.969 72.9016
685.000 91.1473
685.031 72.8980
685.063 45.5458
685.089 30.2299
685.115 20.8112
685.142 14.9555
685.168 11.1711
685.221 6.83510
685.273 4.58308
685.326 3.27465
685.378 2.45450
685.483 1.52373
685.588 1.03775
685.694 0.753011
685.799 0.572173
685.904 0.450274
686.114 0.301267
686.324 0.217244
686.534 0.165251
686.745 0.130867
687.165 0.0896620
687.586 0.0668786
688.426 0.0438989
689.267 0.0331689
690.108 0.0273568
691.790 0.0217269
695.153 0.0183815
698.517 0.0183207
705.244 0.0228197
708.607 0.0282082
710.289 0.0329630
711.130 0.0385676
711.550 0.0514960
711.760 0.0914001
711.865 0.205559
711.918 0.458764
711.944 0.843055
711.971 1.87528
711.985 2.97962
712.000 3.70821
712.015 2.97184
712.030 1.87558
712.044 1.18538
712.058 0.793803
712.086 0.421972
712.143 0.187590
712.257 0.0862144
712.485 0.0528963
712.940 0.0449278
713.850 0.0468940
715.670 0.0591729
717.491 0.0803756
719.311 0.119154
720.221 0.151822
721.131 0.201700
722.041 0.283468
722.951 0.431547
723.407 0.555489
723.862 0.743525
724.317 1.04889
724.772 1.59399
724.999 2.04371
725.227 2.71570
725.454 3.78544
725.682 5.63850
725.796 7.12198
725.910 9.27546
726.023 12.5682
726.137 17.9521
726.194 22.0264
726.251 27.6315
726.308 35.6177
726.365 47.4646
726.421 66.0335
726.478 96.9342
726.535 151.832
726.592 252.664
726.646 404.238
726.700 505.262
726.754 404.186
726.808 252.610
726.857 161.720
726.907 108.348
726.956 76.2840
727.005 56.1615
727.104 33.6860
727.203 22.2963
727.301 15.7911
727.400 11.7513
727.597 7.22186
727.795 4.87886
727.992 3.51549
728.190 2.65299
728.387 2.07380
728.782 1.36826
729.176 0.971570
729.571 0.726758
729.966 0.565219
730.755 0.372235
731.544 0.266022
732.334 0.201733
733.123 0.160287
734.702 0.113861
736.281 0.0968796
737.070 0.101635
737.465 0.111456
737.860 0.132571
738.254 0.180689
738.452 0.228921
738.649 0.315300
738.846 0.491820
738.945 0.657924
739.044 0.940593
739.142 1.48025
739.192 1.95467
739.241 2.70459
739.291 3.99055
739.340 6.42627
739.365 8.52745
739.389 11.7199
739.414 16.7819
739.438 24.8018
739.469 39.6673
739.500 49.5840
739.531 39.6653
739.562 24.7991
739.584 17.2765
739.607 12.3677
739.630 9.15692
739.652 6.99847
739.698 4.42453
739.743 3.03314
739.789 2.20618
739.834 1.67787
739.925 1.06909
740.016 0.746171
740.106 0.554958
740.288 0.349600
740.470 0.247330
740.651 0.189071
741.014 0.128391
741.377 0.0988114
741.741 0.0820408
742.467 0.0644225
743.919 0.0506356
745.372 0.0456193
748.277 0.0443408
751.182 0.0507571
754.087 0.0692658
755.539 0.0886670
756.992 0.124370
757.718 0.154492
758.444 0.200459
759.171 0.275713
759.897 0.411669
760.260 0.525217
760.623 0.697047
760.986 0.975235
761.349 1.46977
761.531 1.87594
761.712 2.48059
761.894 3.43723
762.076 5.08037
762.257 8.26346
762.348 11.1049
762.439 15.6799
762.529 23.7227
762.575 30.2075
762.620 39.6321
762.666 53.9421
762.711 76.7772
762.756 115.047
762.802 180.269
762.851 288.547
762.900 360.532
762.949 288.282
762.998 180.237
763.030 130.619
763.063 96.5732
763.127 57.0586
763.191 36.9566
763.255 25.6738
763.319 18.7986
763.384 14.3288
763.512 9.09111
763.640 6.26913
763.769 4.58180
764.026 2.75454
764.282 1.84022
764.539 1.31891
764.796 0.994054
765.053 0.778215
765.566 0.518249
766.080 0.373904
766.593 0.285693
767.107 0.228043
768.134 0.160155
769.161 0.123780
771.215 0.0898478
773.270 0.0777303
775.324 0.0756526
779.432 0.0909851
781.486 0.109623
783.541 0.140303
785.595 0.192366
787.649 0.288194
788.676 0.368871
789.703 0.491576
790.730 0.691211
791.757 1.04825
792.271 1.34310
792.785 1.78428
793.298 2.48749
793.555 3.00716
793.812 3.70862
794.068 4.68816
794.325 6.11311
794.582 8.29816
794.839 11.8879
795.096 18.3794
795.224 23.7701
795.352 31.8358
795.481 44.5735
795.609 66.0397
795.738 104.874
795.866 178.034
795.983 284.803
796.100 355.930
796.217 284.712
796.334 177.943
796.423 122.484
796.512 86.7897
796.602 63.7228
796.691 48.3776
796.869 30.2423
797.047 20.5313
797.225 14.7934
797.403 11.1464
797.759 6.96243
798.116 4.75273
798.472 3.44932
798.828 2.61737
799.184 2.05493
799.897 1.36578
800.609 0.976697
801.322 0.736882
802.034 0.580090
803.459 0.401754
804.884 0.335994
805.597 0.356012
805.953 0.396256
806.309 0.482360
806.666 0.677684
806.844 0.872271
807.022 1.21858
807.200 1.91855
807.289 2.56922
807.378 3.66132
807.467 5.70270
807.512 7.45280
807.556 10.1590
807.601 14.6459
807.645 22.7149
807.668 29.3190
807.690 38.8494
807.712 53.0242
807.734 73.8767
807.751 94.5958
807.767 118.132
807.800 147.642
807.817 138.909
807.833 118.125
807.866 73.8670
807.890 51.7230
807.914 37.2283
807.937 27.6456
807.961 21.1979
808.009 13.4488
808.057 9.24474
808.104 6.73099
808.152 5.12132
808.247 3.26352
808.343 2.27440
808.438 1.68815
808.629 1.05636
808.819 0.740815
809.010 0.560306
809.391 0.370872
809.773 0.277180
810.154 0.223020
810.917 0.164020
812.442 0.112894
813.968 0.0892417
815.493 0.0760556
817.019 0.0705760
817.781 0.0730182
818.544 0.0874980
818.925 0.110446
819.307 0.176694
819.497 0.267003
819.593 0.354986
819.688 0.510547
819.783 0.825953
819.831 1.12140
819.879 1.62184
819.926 2.57414
819.950 3.40489
819.974 4.71416
819.998 6.95105
820.022 11.1400
820.034 14.7086
820.046 20.0987
820.057 28.5009
820.069 41.6672
820.085 66.7262
820.100 83.2886
820.115 66.5536
820.131 41.6684
820.143 28.3269
820.155 19.9330
820.167 14.5648
820.179 11.0188
820.203 6.85314
820.227 4.65185
820.251 3.35362
820.275 2.53464
820.323 1.59755
820.371 1.10310
820.419 0.811952
820.515 0.501155
820.612 0.347284
820.708 0.260216
820.900 0.170231
821.284 0.102764
821.669 0.0779364
822.438 0.0590865
823.207 0.0518724
824.745 0.0465896
826.284 0.0464794
827.822 0.0519291
828.591 0.0588900
829.360 0.0724947
830.129 0.102411
830.514 0.132316
830.898 0.186459
831.283 0.299867
831.475 0.409883
831.667 0.604007
831.860 0.996201
831.956 1.36273
832.052 1.98280
832.148 3.15730
832.196 4.18047
832.244 5.78391
832.292 8.50018
832.340 13.5493
832.364 17.8327
832.388 24.2237
832.412 34.0743
832.436 49.3087
832.452 63.1682
832.468 78.8992
832.500 98.5321
832.532 78.7970
832.564 49.3047
832.595 30.8242
832.625 20.3003
832.656 14.1178
832.687 10.3092
832.718 7.81775
832.748 6.12198
832.810 4.03348
832.871 2.85114
832.933 2.12262
833.055 1.30940
833.178 0.891239
833.301 0.648617
833.424 0.495559
833.547 0.392889
833.793 0.268010
834.039 0.197920
834.530 0.126157
835.022 0.0920473
835.514 0.0732390
836.497 0.0543765
838.464 0.0412781
840.430 0.0377301
844.363 0.0395253
848.296 0.0496406
852.229 0.0747029
854.196 0.100317
856.163 0.147096
857.146 0.186383
858.129 0.246127
859.112 0.343469
860.096 0.518225
860.587 0.663292
861.079 0.881595
861.571 1.23248
862.062 1.84965
862.308 2.35141
862.554 3.09061
862.800 4.24433
863.046 6.18922
863.291 9.84409
863.414 13.0045
863.537 17.9327
863.660 26.1793
863.783 41.3074
863.844 53.8974
863.906 72.4407
863.967 100.543
864.029 143.027
864.114 228.877
864.200 286.002
864.286 228.723
864.371 142.981
864.437 97.9145
864.503 69.1317
864.569 50.6233
864.635 38.3469
864.768 23.9006
864.900 16.2036
865.032 11.6668
865.164 8.78923
865.428 5.49403
865.692 3.75710
865.956 2.73421
866.220 2.08285
866.484 1.64365
867.012 1.10832
867.540 0.810334
868.068 0.631848
868.597 0.522203
869.653 0.430752
870.181 0.442428
870.709 0.512824
871.237 0.708079
871.501 0.913738
871.765 1.28859
872.030 2.06309
872.162 2.79617
872.294 4.05122
872.426 6.46309
872.492 8.59299
872.558 11.9885
872.624 17.8529
872.657 22.5011
872.690 29.1454
872.723 39.0159
872.756 54.3110
872.789 78.9580
872.822 119.121
872.861 190.514
872.900 238.103
872.939 190.500
872.978 119.104
873.012 78.8461
873.045 54.2359
873.078 38.9618
873.111 29.1032
873.177 17.8213
873.243 11.9598
873.309 8.56428
873.375 6.43293
873.507 4.01759
873.639 2.75612
873.771 2.01636
874.035 1.22806
874.299 0.838168
874.563 0.616736
875.091 0.386048
875.619 0.273193
876.147 0.208796
877.203 0.140353
878.259 0.105563
879.315 0.0849358
881.427 0.0622010
883.539 0.0506437
885.651 0.0444730
889.876 0.0414416
894.100 0.0500951
896.212 0.0621274
898.324 0.0858512
899.381 0.106410
900.437 0.138163
901.493 0.190582
902.549 0.285882
903.077 0.365770
903.605 0.487000
904.133 0.683930
904.661 1.03541
904.925 1.32528
905.189 1.75828
905.453 2.44686
905.717 3.63915
905.981 5.97494
906.113 8.08624
906.245 11.5365
906.377 17.7201
906.443 22.8093
906.509 30.3565
906.575 42.1313
906.641 61.6378
906.707 96.0742
906.773 158.960
906.837 254.316
906.900 317.872
906.964 254.285
907.027 158.928
907.098 92.5225
907.169 57.8360
907.241 38.8264
907.312 27.6403
907.383 20.5812
907.454 15.8868
907.596 10.2492
907.739 7.14171
907.881 5.25566
908.165 3.18498
908.450 2.13574
908.735 1.53279
909.019 1.15512
909.304 0.903263
909.873 0.599354
910.442 0.430837
911.011 0.328934
911.581 0.264167
912.719 0.197772
913.288 0.188050
913.857 0.197479
914.427 0.243592
914.711 0.297429
914.996 0.399440
915.280 0.616367
915.423 0.826046
915.565 1.19186
915.707 1.91345
915.778 2.56970
915.850 3.64575
915.921 5.58988
915.956 7.20105
915.992 9.59818
916.027 13.3800
916.063 19.6996
916.099 31.0737
916.116 40.0690
916.134 52.2340
916.151 66.8395
916.167 83.5313
916.200 104.395
916.233 83.5270
916.266 52.2282
916.293 35.2598
916.319 24.6383
916.345 17.8879
916.372 13.4812
916.425 8.34981
916.478 5.64517
916.531 4.06391
916.583 3.06509
916.689 1.92643
916.795 1.32844
916.901 0.976521
917.112 0.600345
917.324 0.413814
917.536 0.307637
917.959 0.196803
918.382 0.142417
918.805 0.111235
919.652 0.0777604
920.498 0.0603679
921.344 0.0497345
923.037 0.0373030
926.423 0.0255470
929.808 0.0198975
936.580 0.0146888
943.351 0.0127514
950.122 0.0125553
956.893 0.0143159
960.279 0.0167925
963.664 0.0228439
965.357 0.0303365
966.204 0.0374369
967.050 0.0500011
967.896 0.0761119
968.320 0.101622
968.743 0.147400
969.166 0.242846
969.378 0.335417
969.589 0.499177
969.695 0.633015
969.801 0.831363
969.907 1.14330
970.012 1.67490
970.118 2.69081
970.171 3.58503
970.224 5.00556
970.277 7.44716
970.330 12.1143
970.356 16.1724
970.383 22.3896
970.409 32.3489
970.436 48.3287
970.452 61.8667
970.468 77.3449
970.500 96.7011
970.532 77.3421
970.564 48.3254
970.597 29.6529
970.629 19.2617
970.661 13.2814
970.694 9.63032
970.726 7.26491
970.758 5.66602
970.823 3.71105
970.888 2.61224
970.952 1.93838
971.082 1.18963
971.211 0.806299
971.340 0.584566
971.470 0.445022
971.599 0.351618
971.857 0.238378
972.116 0.175085
972.633 0.110853
973.150 0.0809285
973.668 0.0649680
974.702 0.0503447
976.771 0.0451481
978.839 0.0531291
980.908 0.0755420
981.943 0.0978650
982.977 0.137444
984.011 0.218815
984.529 0.297389
985.046 0.437012
985.304 0.552268
985.563 0.725266
985.821 1.00281
986.080 1.49091
986.209 1.88789
986.339 2.47377
986.468 3.39035
986.597 4.94132
986.727 7.87403
986.791 10.4295
986.856 14.4364
986.921 21.2210
986.953 26.4778
986.985 33.8415
987.017 44.4977
987.050 60.4546
987.082 85.0552
987.114 123.114
987.157 197.007
987.200 246.102
987.243 196.812
987.286 123.103
987.313 90.2294
987.340 67.3582
987.394 40.3598
987.448 26.3844
987.502 18.4511
987.556 13.5799
987.610 10.3960
987.718 6.64851
987.826 4.61781
987.934 3.40069
988.150 2.08175
988.366 1.42283
988.581 1.04988
989.013 0.671288
989.445 0.501692
989.877 0.422798
990.741 0.401734
991.173 0.444697
991.604 0.533364
992.036 0.696035
992.468 1.00238
992.684 1.25994
992.900 1.64758
993.116 2.26691
993.332 3.34213
993.548 5.45223
993.656 7.36009
993.764 10.4736
993.872 16.0540
993.926 20.6431
993.980 27.4272
994.034 38.0131
994.088 55.5165
994.142 86.3309
994.195 142.257
994.248 227.611
994.300 284.519
994.352 227.589
994.405 142.234
994.448 94.4242
994.492 65.0668
994.536 46.7928
994.580 34.9716
994.667 21.4032
994.754 14.3498
994.842 10.2547
994.929 7.68553
995.104 4.77197
995.279 3.24913
995.454 2.35697
995.629 1.78968
995.804 1.40724
996.153 0.939200
996.503 0.674603
996.853 0.510508
997.202 0.401722
997.902 0.270883
998.601 0.198171
999.301 0.153654
1000.00 0.124511
1001.37 0.0908278
1002.73 0.0729159
1005.47 0.0580144
1008.20 0.0576114
1010.94 0.0695743
1013.67 0.103592
1015.04 0.139512
1016.40 0.205927
1017.09 0.262101
1017.77 0.347681
1018.45 0.487681
1019.14 0.739054
1019.48 0.948014
1019.82 1.26246
1020.16 1.76728
1020.50 2.64999
1020.68 3.36682
1020.85 4.42005
1021.02 6.05690
1021.19 8.77789
1021.27 10.9056
1021.36 13.8594
1021.44 18.2350
1021.53 24.8992
1021.62 35.9992
1021.70 55.6176
1021.74 71.6934
1021.79 94.2430
1021.83 128.058
1021.87 176.269
1021.94 282.590
1022.00 353.697
1022.07 282.555
1022.13 176.233
1022.20 107.544
1022.26 69.4945
1022.33 47.7392
1022.39 34.6768
1022.46 26.1074
1022.52 20.3849
1022.66 13.3273
1022.79 9.34381
1022.92 6.91941
1023.18 4.22614
1023.44 2.84222
1023.71 2.04488
1023.97 1.54258
1024.23 1.20603
1024.75 0.796837
1025.28 0.568090
1025.80 0.427124
1026.33 0.334634
1027.38 0.224760
1028.43 0.165486
1029.48 0.131026
1030.52 0.110758
1032.62 0.0974921
1033.67 0.104290
1034.72 0.126271
1035.77 0.182359
1036.30 0.240879
1036.82 0.348311
1037.08 0.438965
1037.35 0.575948
1037.61 0.797516
1037.87 1.18994
1038.00 1.51354
1038.13 1.98988
1038.26 2.73825
1038.39 4.01127
1038.53 6.43631
1038.59 8.58332
1038.66 11.9291
1038.72 17.7400
1038.76 22.3157
1038.79 28.5797
1038.82 38.0317
1038.85 52.4806
1038.89 75.3339
1038.92 110.331
1038.96 176.141
1039.00 219.858
1039.04 176.131
1039.08 110.320
1039.11 76.1983
1039.14 54.7065
1039.17 40.5820
1039.20 31.0474
1039.26 19.6260
1039.32 13.4234
1039.38 9.67719
1039.44 7.32592
1039.56 4.60807
1039.69 3.15334
1039.81 2.29938
1039.93 1.74835
1040.05 1.37800
1040.29 0.920597
1040.53 0.660954
1040.77 0.499550
1041.01 0.392758
1041.49 0.263531
1041.97 0.191555
1042.46 0.147316
1042.94 0.118188
1043.90 0.0831707
1044.86 0.0636924
1046.79 0.0437700
1048.72 0.0343540
1050.64 0.0294040
1054.50 0.0259909
1058.35 0.0290065
1060.28 0.0341912
1062.20 0.0447582
1064.13 0.0684372
1065.09 0.0923612
1066.06 0.136057
1066.54 0.172887
1067.02 0.229034
1067.50 0.320744
1067.98 0.485308
1068.23 0.622215
1068.47 0.828320
