Cs-133(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1068.71 1.15940
1068.95 1.73785
1069.07 2.21068
1069.19 2.90012
1069.31 3.98186
1069.43 5.78126
1069.55 9.16620
1069.61 12.0469
1069.67 16.4923
1069.73 23.8211
1069.79 36.9694
1069.82 47.6591
1069.85 63.0996
1069.88 85.8621
1069.91 119.353
1069.96 191.319
1070.00 239.443
1070.05 191.306
1070.09 119.340
1070.14 71.1359
1070.19 45.1967
1070.23 30.6918
1070.28 22.1564
1070.33 16.5803
1070.38 12.9059
1070.47 8.39223
1070.57 5.85772
1070.66 4.32806
1070.85 2.63598
1071.04 1.76899
1071.23 1.27155
1071.42 0.957326
1071.61 0.748292
1072.00 0.494112
1072.38 0.351835
1072.76 0.264274
1073.14 0.206595
1073.90 0.137751
1074.66 0.0998144
1075.42 0.0767318
1076.19 0.0616680
1077.71 0.0439080
1079.23 0.0343158
1082.28 0.0251140
1085.33 0.0214491
1088.38 0.0202412
1094.47 0.0221214
1100.57 0.0303965
1103.62 0.0393033
1106.67 0.0556620
1108.19 0.0694027
1109.71 0.0903030
1111.24 0.124420
1112.76 0.186009
1113.52 0.237497
1114.29 0.315647
1115.05 0.442813
1115.81 0.670888
1116.19 0.859988
1116.57 1.14431
1116.95 1.60047
1117.33 2.40085
1117.53 3.05149
1117.72 4.00261
1117.91 5.48932
1118.10 7.96807
1118.19 9.90836
1118.29 12.6108
1118.38 16.5688
1118.48 22.6740
1118.57 32.8721
1118.67 51.0280
1118.72 65.9764
1118.76 87.1150
1118.81 118.944
1118.86 164.744
1118.93 263.321
1119.00 328.920
1119.07 263.289
1119.14 164.713
1119.20 107.583
1119.27 73.5611
1119.33 52.3330
1119.39 38.9722
1119.51 23.6634
1119.63 15.7769
1119.76 11.2336
1119.88 8.39308
1120.13 5.18707
1120.37 3.52009
1120.62 2.54621
1120.86 1.92907
1121.11 1.51529
1121.60 1.00869
1122.09 0.724615
1122.58 0.549486
1123.08 0.434891
1124.06 0.300114
1125.04 0.229787
1126.03 0.192105
1127.01 0.174493
1128.98 0.186608
1129.96 0.223525
1130.94 0.302230
1131.43 0.371772
1131.92 0.479173
1132.42 0.655966
1132.91 0.972660
1133.15 1.23455
1133.40 1.62583
1133.65 2.24725
1133.89 3.31444
1134.14 5.39938
1134.26 7.27162
1134.38 10.3092
1134.51 15.6939
1134.57 20.1184
1134.63 26.5015
1134.69 36.4752
1134.75 52.3850
1134.81 79.5132
1134.87 126.906
1134.94 203.799
1135.00 254.041
1135.06 202.496
1135.13 126.883
1135.17 90.8759
1135.21 66.5330
1135.30 38.9959
1135.38 25.1398
1135.47 17.4148
1135.55 12.6844
1135.64 9.66098
1135.81 6.12560
1135.98 4.21587
1136.15 3.08339
1136.49 1.85725
1136.83 1.24226
1137.17 0.892650
1137.51 0.673988
1137.85 0.528932
1138.53 0.353398
1139.22 0.255658
1139.90 0.195586
1140.58 0.156040
1141.94 0.108917
1143.30 0.0832730
1146.03 0.0593002
1148.75 0.0534554
1150.12 0.0565439
1151.48 0.0664644
1152.84 0.0917509
1153.52 0.118150
1154.20 0.166897
1154.54 0.208130
1154.88 0.270792
1155.22 0.373275
1155.56 0.556454
1155.74 0.708972
1155.91 0.936431
1156.08 1.29951
1156.25 1.93155
1156.42 3.19064
1156.50 4.33536
1156.59 6.22588
1156.67 9.66817
1156.71 12.5888
1156.76 16.8881
1156.80 23.9161
1156.84 35.6476
1156.86 45.2021
1156.88 57.8578
1156.91 75.4888
1156.93 99.8686
1156.96 159.485
1157.00 199.108
1157.04 159.478
1157.07 99.8610
1157.12 58.5644
1157.16 36.7701
1157.20 24.7697
1157.24 17.8047
1157.28 13.2701
1157.32 10.2476
1157.40 6.65023
1157.48 4.63534
1157.56 3.42506
1157.73 2.08915
1157.89 1.40555
1158.05 1.01238
1158.21 0.765874
1158.38 0.602104
1158.70 0.402505
1159.03 0.291282
1159.35 0.222704
1159.68 0.177741
1160.33 0.124150
1160.98 0.0948517
1162.28 0.0661240
1163.58 0.0538775
1164.89 0.0487757
1167.49 0.0501180
1170.09 0.0667636
1171.39 0.0860061
1172.70 0.122236
1173.35 0.153083
1174.00 0.200316
1174.65 0.277749
1175.30 0.417654
1175.63 0.534563
1175.95 0.710728
1176.28 0.996230
1176.60 1.50049
1176.76 1.91430
1176.93 2.52854
1177.09 3.49646
1177.25 5.13694
1177.33 6.44586
1177.42 8.29598
1177.50 11.0640
1177.58 15.4601
1177.66 23.1379
1177.70 29.2319
1177.74 37.6973
1177.78 50.5311
1177.82 69.7988
1177.86 101.358
1177.90 150.934
1177.95 240.823
1178.00 300.471
1178.05 240.807
1178.10 150.917
1178.14 98.4756
1178.18 67.4471
1178.23 47.9321
1178.27 35.7368
1178.35 21.6985
1178.44 14.5292
1178.52 10.3378
1178.61 7.74427
1178.78 4.79089
1178.95 3.24610
1179.11 2.34917
1179.28 1.78005
1179.45 1.39673
1179.79 0.927871
1180.13 0.664836
1180.47 0.502128
1180.81 0.395353
1181.48 0.268592
1182.16 0.200551
1182.84 0.161694
1183.51 0.139905
1184.87 0.131123
1185.54 0.145699
1186.22 0.183270
1186.90 0.273571
1187.24 0.365976
1187.57 0.533404
1187.74 0.673689
1187.91 0.883562
1188.08 1.21943
1188.25 1.80539
1188.42 2.96553
1188.51 4.03346
1188.59 5.77781
1188.67 8.99829
1188.72 11.6667
1188.76 15.6847
1188.80 22.2817
1188.84 33.3585
1188.86 41.9464
1188.89 53.8212
1188.91 70.4288
1188.93 93.4853
1188.96 149.955
1189.00 186.081
1189.02 174.376
1189.04 148.327
1189.07 93.4779
1189.10 65.9466
1189.13 47.6687
1189.15 35.5376
1189.18 27.2888
1189.23 17.3363
1189.28 11.9746
1189.33 8.68691
1189.38 6.61146
1189.49 4.17349
1189.59 2.87155
1189.69 2.09746
1189.90 1.26322
1190.11 0.845931
1190.31 0.609835
1190.52 0.462695
1190.72 0.364797
1191.14 0.246370
1191.55 0.180357
1192.37 0.112646
1193.20 0.0800688
1194.02 0.0617850
1195.67 0.0427655
1197.32 0.0334378
1198.97 0.0281516
1202.27 0.0228123
1208.86 0.0201035
1215.46 0.0223440
1222.06 0.0301552
1225.36 0.0382773
1228.66 0.0529061
1231.95 0.0833395
1233.60 0.112955
1235.25 0.166004
1236.08 0.210165
1236.90 0.276900
1237.73 0.385324
1238.55 0.579094
1238.96 0.739962
1239.38 0.981151
1239.79 1.36786
1240.20 2.04612
1240.41 2.59889
1240.61 3.40818
1240.82 4.66699
1241.02 6.77874
1241.13 8.41490
1241.23 10.7177
1241.33 14.0971
1241.44 19.3243
1241.54 27.9712
1241.64 43.5623
1241.69 56.4499
1241.75 74.7913
1241.80 102.530
1241.85 142.804
1241.92 228.857
1242.00 286.381
1242.08 228.831
1242.15 142.777
1242.22 91.6175
1242.29 61.7928
1242.36 43.5511
1242.43 32.2046
1242.56 19.3845
1242.70 12.8600
1242.84 9.13014
1242.97 6.81037
1243.25 4.20539
1243.52 2.85785
1243.80 2.07371
1244.07 1.57869
1244.34 1.24708
1244.89 0.846393
1245.44 0.625934
1245.99 0.496027
1246.54 0.418527
1247.63 0.363978
1248.18 0.384847
1248.73 0.458204
1249.28 0.646014
1249.55 0.839815
1249.82 1.19075
1250.10 1.91313
1250.24 2.59660
1250.37 3.76722
1250.51 6.01748
1250.58 8.02696
1250.65 11.1894
1250.68 13.5969
1250.72 16.7512
1250.75 21.1124
1250.78 27.3474
1250.82 36.9488
1250.85 51.5098
1250.89 75.0234
1250.92 113.406
1250.96 180.774
1251.00 225.435
1251.04 180.765
1251.08 113.395
1251.12 72.4375
1251.15 48.4142
1251.19 34.0595
1251.23 25.2520
1251.30 15.2265
1251.37 10.1260
1251.45 7.21019
1251.52 5.39642
1251.67 3.35848
1251.81 2.29740
1251.96 1.68376
1252.25 1.03304
1252.54 0.712337
1252.84 0.531942
1253.42 0.345656
1254.01 0.256582
1254.59 0.207547
1255.76 0.160058
1256.93 0.142055
1258.10 0.138516
1260.44 0.161578
1261.61 0.190616
1262.78 0.238808
1263.95 0.320662
1265.12 0.470399
1265.70 0.595642
1266.29 0.784675
1266.87 1.08896
1267.46 1.62348
1267.75 2.05933
1268.04 2.69938
1268.33 3.70160
1268.48 4.42517
1268.63 5.38439
1268.77 6.70329
1268.92 8.55538
1269.06 11.2861
1269.21 15.5365
1269.36 22.6301
1269.43 28.0652
1269.50 35.5912
1269.58 46.3230
1269.65 62.0925
1269.72 85.8318
1269.79 121.568
1269.90 194.317
1270.00 242.734
1270.10 194.284
1270.21 121.536
1270.30 78.6472
1270.39 53.2991
1270.48 37.8695
1270.57 28.0543
1270.75 16.9816
1270.94 11.3064
1271.12 8.03374
1271.30 6.00573
1271.66 3.72113
1272.03 2.53351
1272.39 1.84369
1272.76 1.40688
1273.12 1.11523
1273.85 0.763141
1274.58 0.571191
1275.31 0.460675
1276.04 0.398679
1277.50 0.375764
1278.22 0.420166
1278.95 0.532094
1279.68 0.796392
1280.05 1.06228
1280.41 1.53513
1280.78 2.49437
1280.96 3.38468
1281.14 4.88188
1281.32 7.68081
1281.41 10.0863
1281.50 13.8124
1281.59 19.9876
1281.69 31.1505
1281.73 40.4140
1281.78 53.5917
1281.82 73.6219
1281.87 102.694
1281.93 164.692
1282.00 205.172
1282.07 163.687
1282.13 102.673
1282.17 75.7601
1282.22 56.8799
1282.30 34.5570
1282.38 22.6903
1282.46 15.9770
1282.54 11.7757
1282.62 9.05096
1282.79 5.80242
1282.95 4.03526
1283.11 2.97165
1283.44 1.81216
1283.76 1.22772
1284.09 0.892374
1284.42 0.682104
1284.74 0.541799
1285.39 0.370539
1286.04 0.273841
1287.35 0.173359
1288.65 0.124076
1289.95 0.0959251
1292.56 0.0661943
1295.17 0.0516736
1297.78 0.0439275
1302.99 0.0388448
1308.20 0.0445931
1310.81 0.0536401
1313.42 0.0714581
1316.02 0.109924
1317.33 0.147689
1318.63 0.215159
1319.28 0.271073
1319.93 0.355265
1320.59 0.490994
1321.24 0.731221
1321.56 0.928683
1321.89 1.22306
1322.22 1.69032
1322.54 2.49502
1322.87 4.07331
1323.03 5.49925
1323.19 7.82917
1323.36 12.0049
1323.44 15.4671
1323.52 20.5389
1323.60 28.5524
1323.68 41.6612
1323.76 64.7017
1323.84 106.516
1323.92 170.486
1324.00 212.272
1324.08 169.607
1324.16 105.827
1324.22 72.4039
1324.28 51.3487
1324.34 37.7418
1324.40 28.6779
1324.52 17.9053
1324.64 12.1944
1324.76 8.79588
1324.88 6.65448
1325.12 4.18894
1325.36 2.89068
1325.60 2.12782
1326.09 1.32138
1326.57 0.933537
1327.05 0.729185
1328.01 0.575008
1328.98 0.637765
1329.46 0.774482
1329.94 1.05286
1330.42 1.65631
1330.66 2.23769
1330.90 3.23676
1331.02 4.03670
1331.14 5.17809
1331.26 6.91572
1331.38 9.68366
1331.50 14.5583
1331.56 18.4332
1331.62 24.0204
1331.68 32.4148
1331.74 45.6209
1331.80 67.3345
1331.86 103.597
1331.93 165.849
1332.00 207.408
1332.07 165.830
1332.14 103.574
1332.20 67.7782
1332.25 46.4423
1332.31 33.0937
1332.37 24.6863
1332.49 15.0322
1332.60 10.0500
1332.72 7.17602
1332.84 5.37715
1333.07 3.34986
1333.31 2.28763
1333.54 1.66783
1333.77 1.27197
1334.01 1.00578
1334.47 0.678411
1334.94 0.492390
1335.41 0.376271
1335.87 0.298699
1336.81 0.204215
1337.74 0.150591
1339.61 0.0943270
1341.48 0.0664101
1343.35 0.0503132
1347.08 0.0331318
1350.82 0.0245188
1354.56 0.0196014
1362.03 0.0147409
1369.50 0.0132915
1376.97 0.0151032
1380.71 0.0189420
1382.58 0.0229473
1384.45 0.0303311
1386.31 0.0461228
1387.25 0.0618060
1388.18 0.0902935
1389.12 0.150621
1389.58 0.210038
1390.05 0.316911
1390.28 0.405942
1390.52 0.539456
1390.75 0.755055
1390.98 1.13269
1391.10 1.44072
1391.22 1.89482
1391.33 2.60378
1391.45 3.78562
1391.57 6.01817
1391.63 7.96599
1391.68 10.9463
1391.74 16.0097
1391.80 25.0971
1391.83 32.5827
1391.86 43.5269
1391.89 59.8959
1391.92 84.3476
1391.96 135.174
1392.00 167.814
1392.04 133.882
1392.08 84.3411
1392.12 57.2153
1392.15 40.4723
1392.18 29.6823
1392.21 22.5112
1392.28 14.0582
1392.34 9.53937
1392.40 6.87312
1392.47 5.17835
1392.60 3.23508
1392.72 2.20938
1392.85 1.60420
1392.98 1.21797
1393.11 0.956689
1393.36 0.636250
1393.62 0.454800
1393.88 0.342256
1394.13 0.267706
1394.65 0.178119
1395.16 0.128635
1395.67 0.0984421
1396.18 0.0787134
1397.21 0.0554423
1398.23 0.0429280
1400.28 0.0310366
1402.33 0.0264438
1404.38 0.0250929
1408.47 0.0281392
1412.57 0.0400977
1414.62 0.0529314
1416.67 0.0766062
1417.69 0.0965958
1418.72 0.127049
1419.74 0.176881
1420.77 0.266690
1421.28 0.341746
1421.79 0.455077
1422.30 0.638429
1422.82 0.964241
1423.07 1.23175
1423.33 1.63003
1423.58 2.26041
1423.84 3.34481
1423.97 4.20628
1424.10 5.44808
1424.22 7.32917
1424.35 10.3687
1424.48 15.7256
1424.54 20.0599
1424.61 26.3809
1424.67 36.0232
1424.74 51.5098
1424.80 77.7004
1424.86 123.001
1424.93 197.169
1425.00 246.768
1425.07 197.151
1425.14 122.984
1425.21 72.1052
1425.29 45.2831
1425.36 30.5141
1425.44 21.7726
1425.51 16.2470
1425.59 12.5588
1425.74 8.12336
1425.89 5.67358
1426.04 4.18509
1426.34 2.55051
1426.64 1.72397
1426.94 1.25210
1427.24 0.960856
1427.54 0.773187
1428.14 0.574723
1428.73 0.560176
1429.03 0.674082
1429.18 0.807899
1429.33 1.05720
1429.48 1.56820
1429.56 2.04100
1429.63 2.82562
1429.71 4.25643
1429.75 5.47149
1429.78 7.25058
1429.82 10.1570
1429.86 14.9618
1429.90 23.6670
1429.93 40.0954
1429.97 64.1625
1430.00 79.4803
1430.03 63.4044
1430.07 40.0837
1430.09 27.8929
1430.12 20.2084
1430.14 15.1118
1430.16 11.6461
1430.21 7.40006
1430.26 5.13598
1430.31 3.75401
1430.36 2.88586
1430.45 1.87534
1430.55 1.32882
1430.65 1.00336
1430.84 0.651429
1431.04 0.471860
1431.23 0.367661
1431.62 0.254334
1432.00 0.195378
1432.39 0.159537
1433.16 0.118116
1434.71 0.0799363
1436.26 0.0625410
1439.35 0.0494472
1442.45 0.0510488
1445.55 0.0684548
1447.09 0.0889225
1448.64 0.127685
1449.41 0.160710
1450.19 0.211196
1450.96 0.293645
1451.74 0.441556
1452.12 0.563949
1452.51 0.747434
1452.90 1.04045
1453.28 1.55084
1453.67 2.55997
1453.87 3.48416
1454.06 5.00269
1454.25 7.78336
1454.35 10.1134
1454.45 13.5861
1454.54 19.1791
1454.64 28.6253
1454.74 46.2220
1454.78 60.3349
1454.83 79.8663
1454.92 127.945
1455.00 159.434
1455.09 127.326
1455.17 79.8505
1455.23 56.0242
1455.29 40.3179
1455.35 29.9556
1455.41 23.0374
1455.53 14.5698
1455.66 9.99416
1455.78 7.23704
1455.90 5.48406
1456.14 3.45333
1456.38 2.36770
1456.63 1.72442
1456.87 1.31277
1457.11 1.03481
1457.60 0.692137
1458.08 0.498985
1458.57 0.380199
1459.05 0.303156
1460.02 0.218955
1460.99 0.200660
1461.48 0.230527
1461.72 0.269918
1461.96 0.346452
1462.21 0.511490
1462.33 0.670091
1462.45 0.944557
1462.57 1.48404
1462.63 1.96854
1462.69 2.73705
1462.75 4.11043
1462.81 6.77930
1462.84 9.26542
1462.87 13.1161
1462.90 19.5399
1462.93 30.4695
1462.95 39.3402
1462.97 48.9051
1463.00 61.2809
1463.03 48.9027
1463.07 30.4656
1463.11 17.2375
1463.14 10.5796
1463.18 7.03407
1463.22 4.98227
1463.26 3.70530
1463.30 2.86233
1463.38 1.86855
1463.46 1.31598
1463.53 0.985772
1463.69 0.620564
1463.84 0.434176
1464.00 0.327290
1464.31 0.214065
1464.62 0.157575
1464.93 0.124984
1465.55 0.0895429
1466.17 0.0708657
1466.79 0.0592952
1468.03 0.0455601
1470.52 0.0324168
1473.00 0.0266229
1475.48 0.0250030
1477.97 0.0295556
1479.21 0.0386054
1480.45 0.0658950
1481.07 0.103892
1481.38 0.141470
1481.69 0.208718
1482.00 0.348474
1482.16 0.482151
1482.31 0.715116
1482.47 1.17605
1482.55 1.60050
1482.62 2.29297
1482.70 3.57281
1482.74 4.64890
1482.78 6.22721
1482.82 8.81015
1482.86 13.2540
1482.90 21.5316
1482.91 28.0913
1482.93 37.1632
1482.95 47.7065
1482.97 59.7292
1483.00 74.1533
1483.03 59.0213
1483.07 37.1613
1483.09 26.9035
1483.11 20.1371
1483.15 11.9849
1483.20 7.79923
1483.24 5.43597
1483.28 3.99015
1483.33 3.04754
1483.41 1.94912
1483.50 1.34690
1483.58 0.989849
1483.75 0.599092
1483.92 0.402113
1484.10 0.290359
1484.44 0.174060
1484.78 0.117796
1485.12 0.0865123
1485.81 0.0546038
1486.49 0.0394290
1487.18 0.0310383
1488.54 0.0225043
1491.28 0.0162385
1494.02 0.0141190
1499.50 0.0134409
1504.97 0.0153530
1510.45 0.0209714
1513.19 0.0268355
1515.93 0.0375688
1517.30 0.0465936
1518.67 0.0603227
1520.04 0.0827545
1521.40 0.123289
1522.09 0.157233
1522.77 0.208712
1523.46 0.292680
1524.14 0.443242
1524.49 0.568632
1524.83 0.756920
1525.17 1.05949
1525.51 1.59164
1525.68 2.02695
1525.85 2.66528
1526.03 3.66127
1526.20 5.33942
1526.28 6.65414
1526.37 8.49017
1526.45 11.2314
1526.54 15.4513
1526.62 22.5880
1526.67 28.0766
1526.71 35.4924
1526.75 46.3128
1526.80 62.2718
1526.84 86.3952
1526.88 121.818
1526.94 194.570
1527.00 242.931
1527.06 194.557
1527.12 121.805
1527.19 70.0789
1527.26 43.4150
1527.33 28.9864
1527.40 20.5496
1527.47 15.2625
1527.53 11.7555
1527.67 7.58625
1527.81 5.27608
1527.95 3.88653
1528.22 2.35648
1528.50 1.58254
1528.77 1.13849
1529.05 0.860829
1529.32 0.676073
1529.87 0.453906
1530.42 0.332467
1530.97 0.260814
1531.52 0.217644
1532.62 0.184593
1533.17 0.192684
1533.72 0.226741
1534.27 0.317070
1534.55 0.411079
1534.82 0.582117
1535.10 0.935855
1535.24 1.27349
1535.37 1.85001
1535.51 2.97423
1535.58 3.97854
1535.65 5.56828
1535.72 8.38866
1535.79 13.9539
1535.82 19.0350
1535.86 26.8830
1535.89 39.8724
1535.92 61.7488
1535.96 98.9847
1536.00 123.901
1536.04 98.9809
1536.08 61.7439
1536.10 45.1815
1536.12 34.0870
1536.17 20.7577
1536.22 13.6072
1536.26 9.60073
1536.31 7.06956
1536.36 5.44327
1536.45 3.50853
1536.54 2.44170
1536.63 1.80575
1536.82 1.10704
1537.00 0.754664
1537.19 0.552551
1537.56 0.341412
1537.93 0.238984
1538.30 0.181637
1539.04 0.123301
1539.78 0.0964790
1540.52 0.0832435
1542.00 0.0774305
1543.48 0.0949837
1544.22 0.118711
1544.96 0.165020
1545.33 0.204883
1545.70 0.266104
1546.07 0.366388
1546.44 0.546627
1546.62 0.695872
1546.81 0.919637
1546.99 1.27690
1547.18 1.89876
1547.36 3.12656
1547.46 4.25308
1547.55 6.09008
1547.64 9.46443
1547.69 12.2516
1547.73 16.4322
1547.78 23.2419
1547.80 28.1291
1547.83 34.6049
1547.85 43.3496
1547.87 55.3626
1547.90 72.0374
1547.92 95.0072
1547.96 151.751
1548.00 189.475
1548.04 151.745
1548.08 95.0005
1548.13 56.5988
1548.17 35.9345
1548.21 24.3882
1548.26 17.4860
1548.30 13.0926
1548.35 10.1454
1548.43 6.61228
1548.52 4.62258
1548.61 3.42126
1548.78 2.08496
1548.96 1.40104
1549.13 1.00919
1549.31 0.762814
1549.48 0.597928
1549.84 0.397442
1550.19 0.285444
1550.54 0.216381
1550.89 0.170787
1551.59 0.116120
1552.29 0.0858751
1553.69 0.0551489
1555.09 0.0406091
1556.49 0.0326287
1559.29 0.0247957
1564.90 0.0205197
1570.50 0.0222280
1576.11 0.0293874
1578.91 0.0365913
1581.71 0.0487583
1584.52 0.0713796
1585.92 0.0908817
1587.32 0.121762
1588.72 0.176456
1589.42 0.222725
1590.12 0.296069
1590.82 0.430064
1591.17 0.548382
1591.52 0.745626
1591.87 1.12921
1592.05 1.48204
1592.22 2.08253
1592.40 3.24658
1592.48 4.30372
1592.53 5.05648
1592.57 6.01523
1592.62 7.32700
1592.66 9.14119
1592.70 11.7451
1592.73 13.4907
1592.75 15.5466
1592.77 18.2423
1592.79 21.6868
1592.81 26.1649
1592.83 32.0952
1592.86 40.0972
1592.88 51.0771
1592.90 66.2901
1592.92 86.0933
1592.96 138.057
1593.00 171.501
1593.02 161.231
1593.04 136.688
1593.08 86.1247
1593.11 60.2214
1593.14 43.2747
1593.17 32.1688
1593.19 24.9074
1593.25 15.8816
1593.31 11.0758
1593.37 8.16686
1593.42 6.34449
1593.54 4.24949
1593.65 3.14683
1593.77 2.52062
1594.00 1.90426
1594.23 1.68202
1594.46 1.65621
1594.91 1.99191
1595.37 2.95056
1595.60 3.86101
1595.83 5.35110
1596.06 7.97995
1596.17 10.1080
1596.29 13.1641
1596.40 17.8225
1596.52 25.1349
1596.63 37.3676
1596.75 57.8045
1596.87 92.3157
1597.00 115.268
1597.13 92.0008
1597.26 57.5449
1597.34 41.4264
1597.42 30.5704
1597.59 17.9759
1597.76 11.6166
1597.93 8.06356
1598.10 5.90471
1598.27 4.50374
1598.61 2.86784
1598.94 1.98379
1599.28 1.45650
1599.96 0.883626
1600.63 0.596344
1601.31 0.432265
1601.98 0.329976
1602.66 0.262110
1604.01 0.181135
1605.36 0.137642
1606.71 0.113227
1608.06 0.100357
1610.76 0.100240
1612.11 0.115629
1613.46 0.151047
1614.81 0.233147
1615.48 0.316148
1616.16 0.466448
1616.50 0.591620
1616.83 0.779196
1617.17 1.08037
1617.51 1.60464
1617.85 2.64756
1618.01 3.60326
1618.18 5.17582
1618.27 6.39338
1618.35 8.06745
1618.44 10.5171
1618.52 14.1858
1618.61 20.1552
1618.69 30.3475
1618.73 38.3098
1618.77 49.3964
1618.82 65.0337
1618.86 86.9525
1618.93 139.579
1619.00 174.044
1619.07 138.788
1619.14 86.9400
1619.19 62.4448
1619.24 45.8259
1619.33 26.9312
1619.43 17.3904
1619.52 12.0594
1619.62 8.79327
1619.72 6.70048
1619.91 4.25107
1620.10 2.92743
1620.29 2.14148
1620.67 1.28865
1621.05 0.862303
1621.43 0.619226
1621.81 0.467669
1622.19 0.367054
1622.95 0.245267
1623.71 0.177311
1624.48 0.135507
1625.24 0.107963
1626.76 0.0749086
1628.28 0.0565723
1631.33 0.0379624
1634.38 0.0293251
1637.43 0.0248982
1643.52 0.0220044
1649.61 0.0244252
1652.66 0.0282038
1655.71 0.0353166
1658.75 0.0499270
1660.28 0.0638290
1661.80 0.0882595
1663.33 0.138586
1664.09 0.187445
1664.85 0.274684
1665.23 0.347166
1665.61 0.456512
1665.99 0.633049
1666.37 0.946167
1666.56 1.20371
1666.75 1.58471
1666.94 2.19016
1667.13 3.22406
1667.33 5.23429
1667.42 7.01739
1667.52 9.88421
1667.61 14.8992
1667.66 18.9765
1667.71 24.7547
1667.75 33.6722
1667.80 47.5007
1667.85 70.9482
1667.90 109.668
1667.95 175.771
1668.00 218.593
1668.05 174.435
1668.11 109.659
1668.14 80.4922
1668.17 60.1536
1668.24 36.3434
1668.30 23.8833
1668.37 16.7570
1668.43 12.3582
1668.50 9.47193
1668.63 6.05905
1668.76 4.20428
1668.89 3.08905
1669.15 1.87539
1669.41 1.26397
1669.67 0.916460
1669.93 0.699881
1670.19 0.556161
1670.71 0.383845
1671.23 0.289817
1672.27 0.199036
1673.31 0.163131
1674.35 0.151758
1676.43 0.172067
1677.47 0.203740
1678.52 0.257442
1679.56 0.349141
1680.60 0.516806
1681.12 0.656509
1681.64 0.865825
1682.16 1.20066
1682.68 1.78162
1682.94 2.24954
1683.20 2.92778
1683.46 3.96704
1683.72 5.67324
1683.85 6.96719
1683.98 8.75201
1684.11 11.3036
1684.24 15.1138
1684.37 21.1143
1684.50 31.1873
1684.63 49.3079
1684.70 63.6618
1684.76 83.2269
1684.88 133.128
1685.00 166.377
1685.12 133.107
1685.24 83.2059
1685.33 56.8981
1685.43 40.2482
1685.52 29.4232
1685.61 22.3213
1685.80 13.9143
1685.98 9.44926
1686.16 6.80152
1686.35 5.12851
1686.72 3.20473
1687.09 2.18775
1687.46 1.58992
1687.83 1.20841
1688.19 0.950341
1688.93 0.633617
1689.67 0.454706
1690.41 0.343888
1691.15 0.270674
1692.62 0.183439
1694.10 0.136270
1695.58 0.109042
1697.05 0.0934365
1700.01 0.0855923
1701.49 0.0940471
1702.96 0.117247
1704.44 0.174075
1705.18 0.232544
1705.91 0.339379
1706.28 0.429031
1706.65 0.564155
1707.02 0.781783
1707.39 1.16497
1707.76 1.93466
1707.95 2.65149
1708.13 3.85031
1708.31 6.10681
1708.41 8.03964
1708.50 11.0359
1708.59 16.0785
1708.68 25.1490
1708.73 32.6030
1708.78 43.4777
1708.82 59.7035
1708.87 83.8874
1708.93 134.519
1709.00 167.562
1709.07 133.704
1709.13 83.8769
1709.19 55.1944
1709.25 37.9771
1709.30 27.2841
1709.36 20.3772
1709.47 12.4173
1709.58 8.32526
1709.70 5.93504
1709.81 4.44937
1710.03 2.75822
1710.26 1.87624
1710.48 1.35983
1710.71 1.03195
1710.93 0.810963
1711.38 0.540874
1711.83 0.388371
1712.28 0.293892
1712.73 0.231424
1713.63 0.156150
1714.53 0.114326
1716.33 0.0717045
1718.13 0.0515216
1719.93 0.0405139
1723.53 0.0303758
1727.12 0.0286422
1728.92 0.0309373
1730.72 0.0371146
1732.52 0.0522445
1733.42 0.0679282
1734.32 0.0968233
1735.22 0.158601
1735.67 0.219653
1736.12 0.329290
1736.34 0.420569
1736.57 0.558050
1736.79 0.779029
1737.02 1.16759
1737.13 1.48474
1737.24 1.94744
1737.36 2.67501
1737.47 3.88725
1737.58 6.17689
1737.64 8.13140
1737.69 11.1582
1737.75 16.1733
1737.78 19.9888
1737.81 25.2380
1737.83 32.6628
1737.86 43.4629
1737.89 59.5215
1737.92 83.3745
1737.96 133.607
1738.00 167.184
1738.02 156.841
1738.04 133.602
1738.08 83.3695
1738.11 60.9308
1738.13 45.8739
1738.18 27.8383
1738.23 18.2073
1738.28 12.8121
1738.34 9.41415
1738.39 7.22942
1738.49 4.63418
1738.59 3.20634
1738.69 2.34862
1738.89 1.41892
1739.09 0.948851
1739.29 0.681288
1739.49 0.513276
1739.69 0.401944
1740.10 0.267173
1740.50 0.192071
1740.90 0.146009
1741.31 0.115758
1742.11 0.0798138
1742.92 0.0601740
1744.53 0.0408718
1746.14 0.0325406
1747.75 0.0289116
1750.98 0.0290581
1754.20 0.0386512
1755.81 0.0500914
1757.42 0.0718674
1758.23 0.0905047
1759.04 0.119120
1759.84 0.166118
1760.65 0.251111
1761.05 0.321993
1761.45 0.429062
1761.86 0.601804
1762.26 0.907148
1762.46 1.15709
1762.66 1.52504
1762.86 2.10525
1763.07 3.08538
1763.27 4.95708
1763.37 6.59648
1763.47 9.15434
1763.57 13.5458
1763.62 16.9390
1763.67 21.7082
1763.72 28.8092
1763.77 39.3424
1763.82 55.7230
1763.87 81.3286
1763.94 130.291
1764.00 163.000
1764.07 130.282
1764.13 81.3193
1764.18 56.9542
1764.22 40.9349
1764.27 30.3858
1764.32 23.3813
1764.41 14.7693
1764.50 10.1307
1764.60 7.32959
1764.69 5.55346
1764.88 3.49488
1765.06 2.39264
1765.25 1.73945
