La-139(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
2946.18 2.26714
2953.62 3.22702
2961.07 5.07329
2964.79 6.62667
2968.52 8.92645
2972.24 12.4611
2974.10 14.9727
2974.57 15.7250
2975.04 16.5745
2975.27 17.0879
2975.50 17.7966
2975.62 18.3963
2975.73 19.5864
2975.79 20.8711
2975.85 23.6669
2975.88 26.5653
2975.91 32.0809
2975.92 37.0739
2975.94 44.2634
2975.95 56.6653
2975.97 76.3274
2975.98 111.867
2976.00 134.691
2976.02 111.947
2976.03 76.4800
2976.05 55.8404
2976.07 43.3039
2976.08 35.8600
2976.10 31.2205
2976.13 26.1074
2976.16 23.6208
2976.22 21.3342
2976.29 20.4226
2976.41 19.8299
2976.54 19.7618
2976.79 20.0516
2977.04 20.5209
2977.55 21.6452
2978.05 22.9084
2980.07 29.1872
2982.09 38.0158
2984.11 50.7484
2986.13 69.7447
2988.15 99.0779
2990.17 145.868
2992.19 220.999
2994.85 373.586
2997.50 492.975
3000.16 416.219
3002.81 274.550
3004.70 200.838
3006.60 150.578
3008.49 116.417
3010.38 92.7010
3014.17 63.2641
3017.96 46.5635
3021.74 36.2048
3025.53 29.3291
3033.10 20.9996
3040.68 16.2840
3048.25 13.3191
3055.82 11.3112
3063.40 9.87432
3078.54 7.97187
3093.69 6.77681
3108.83 5.95608
3116.41 5.63374
3120.19 5.48926
3122.09 5.42228
3123.03 5.39628
3123.51 5.40882
3123.74 5.50632
3123.86 5.84616
3123.92 6.76983
3123.95 8.65127
3123.97 11.1878
3123.98 16.5314
3123.99 23.5140
3124.00 27.7136
3124.01 23.5167
3124.02 16.5344
3124.04 10.1121
3124.06 7.75051
3124.10 6.27694
3124.18 5.64444
3124.34 5.42516
3124.66 5.35218
3125.29 5.31374
3126.56 5.26665
3129.11 5.18260
3134.19 5.02584
3144.36 4.74440
3164.70 4.27201
3185.04 3.86977
3205.38 3.48915
3225.72 3.07493
3235.89 2.82730
3246.06 2.52418
3251.15 2.33978
3256.23 2.12385
3261.32 1.86685
3266.40 1.56171
3271.49 1.23079
3274.03 1.10471
3276.57 1.11883
3277.85 1.26341
3279.12 1.61188
3280.39 2.36426
3281.02 3.01676
3281.66 3.97780
3282.30 5.42218
3282.93 7.64515
3283.57 11.1862
3284.20 17.0822
3284.84 27.5573
3285.47 47.6811
3285.79 64.8807
3286.11 90.6062
3286.43 129.932
3286.74 189.915
3287.22 328.607
3287.70 443.395
3288.18 382.088
3288.66 256.778
3289.19 162.358
3289.72 109.806
3290.25 79.5709
3290.78 60.9835
3291.32 48.7665
3291.85 40.3228
3292.91 29.6871
3293.97 23.4249
3295.04 19.3919
3297.16 14.5994
3299.29 11.9075
3301.42 10.2082
3303.55 9.04713
3305.67 8.20732
3309.93 7.07633
3314.18 6.35096
3318.43 5.84474
3322.69 5.46984
3331.19 4.94613
3339.70 4.59083
3356.71 4.11887
3373.73 3.79413
3390.74 3.53041
3407.76 3.28418
3416.26 3.15746
3420.52 3.09539
3422.64 3.08173
3423.71 3.14591
3423.97 3.22354
3424.24 3.44356
3424.37 3.73858
3424.51 4.51580
3424.57 5.50282
3424.64 7.85183
3424.67 10.4937
3424.70 15.9732
3424.72 21.3644
3424.74 29.9154
3424.75 46.4178
3424.77 75.6806
3424.79 119.157
3424.80 148.080
3424.82 119.113
3424.83 75.6262
3424.85 46.3676
3424.86 30.5797
3424.88 21.7383
3424.89 16.7075
3424.93 10.9244
3424.96 8.19174
3425.02 5.68503
3425.08 4.63388
3425.21 3.78771
3425.33 3.46355
3425.58 3.21340
3425.84 3.11892
3426.84 3.01134
3428.85 2.95195
3432.87 2.86950
3436.88 2.78508
3440.90 2.69281
3444.92 2.58978
3448.94 2.47275
3452.96 2.33918
3454.97 2.27407
3455.97 2.28097
3456.47 2.44220
3456.60 2.61584
3456.72 3.07817
3456.79 3.66935
3456.85 5.11666
3456.88 6.81346
3456.91 10.3070
3456.93 13.8133
3456.94 19.4628
3456.96 30.7553
3456.97 40.1877
3456.97 53.1872
3456.99 84.0269
3457.00 104.174
3457.01 84.0724
3457.03 53.2436
3457.04 32.8561
3457.05 22.2511
3457.07 16.0950
3457.08 12.3086
3457.11 8.06303
3457.13 6.04975
3457.19 4.18081
3457.24 3.40140
3457.34 2.75732
3457.45 2.50521
3457.66 2.30643
3457.87 2.22748
3458.71 2.11791
3460.39 2.01482
3463.76 1.81567
3467.12 1.57979
3470.48 1.29844
3473.85 0.997917
3475.53 0.893134
3477.21 0.937677
3478.05 1.10345
3478.89 1.47979
3479.73 2.26970
3480.16 2.94603
3480.58 3.93370
3481.00 5.40873
3481.42 7.65652
3481.84 11.2171
3482.26 17.0881
3482.68 27.4109
3483.10 46.9228
3483.31 63.4166
3483.52 87.6458
3483.73 124.063
3483.94 178.795
3484.27 310.220
3484.60 419.023
3484.93 361.471
3485.26 243.365
3485.51 177.521
3485.76 133.072
3486.01 103.183
3486.26 82.5739
3486.76 57.1453
3487.25 42.7694
3487.75 33.8165
3488.25 27.8491
3489.24 20.5741
3490.24 16.4042
3491.23 13.7567
3492.23 11.9445
3493.23 10.6383
3495.22 8.89264
3497.21 7.78889
3499.20 7.03198
3501.19 6.48218
3505.17 5.73697
3509.15 5.25492
3517.11 4.66316
3525.08 4.30716
3533.04 4.06369
3537.02 3.96735
3541.00 3.88363
3544.99 3.81527
3546.98 3.81034
3547.97 3.91065
3548.22 4.02392
3548.47 4.33962
3548.60 4.76047
3548.72 5.84422
3548.78 7.17686
3548.84 10.2997
3548.87 13.7042
3548.91 20.4870
3548.92 26.8860
3548.94 36.5377
3548.95 54.0619
3548.97 84.1055
3548.98 132.890
3549.00 164.343
3549.02 132.955
3549.03 84.1878
3549.04 62.0371
3549.05 46.3694
3549.07 35.8004
3549.08 28.5216
3549.10 19.6232
3549.12 14.6955
3549.16 9.79835
3549.21 7.56044
3549.30 5.64726
3549.38 4.87557
3549.56 4.26946
3549.74 4.04054
3550.09 3.86432
3550.44 3.79689
3551.84 3.71318
3554.66 3.65507
3560.28 3.57330
3565.90 3.50188
3571.52 3.43641
3594.02 3.20964
3616.51 3.00871
3639.00 2.80978
3661.49 2.59850
3672.74 2.48761
3683.98 2.37963
3695.23 2.29631
3706.47 2.31554
3712.09 2.44278
3717.72 2.79044
3720.53 3.15387
3723.34 3.83303
3724.75 4.45501
3725.45 4.92862
3726.15 5.61925
3726.85 6.76200
3727.21 7.69013
3727.56 9.11537
3727.91 11.6054
3728.09 13.6848
3728.26 16.8883
3728.44 22.4024
3728.52 26.8347
3728.61 33.2615
3728.70 43.3954
3728.79 60.4874
3728.88 91.9884
3728.92 117.681
3728.96 152.436
3729.03 225.607
3729.10 260.975
3729.17 193.285
3729.24 112.110
3729.31 65.3025
3729.37 40.2544
3729.44 26.4293
3729.51 18.3586
3729.57 13.3906
3729.64 10.1936
3729.77 6.59730
3729.91 4.83709
3730.04 3.92259
3730.31 3.18790
3730.58 3.04076
3730.85 3.10943
3731.38 3.46432
3732.45 4.38349
3733.52 5.40553
3735.67 7.99264
3737.81 12.0228
3739.95 19.0527
3742.10 32.6628
3743.17 44.4515
3744.24 62.3464
3745.31 90.2666
3746.38 134.034
3747.89 229.206
3749.40 306.347
3750.91 261.983
3752.42 175.079
3753.42 132.001
3754.42 101.612
3756.43 65.2225
3758.43 45.9367
3760.43 34.7001
3762.44 27.5967
3764.44 22.8172
3768.45 16.9431
3772.46 13.5697
3776.46 11.4277
3784.48 8.91689
3792.49 7.52122
3800.50 6.64452
3808.52 6.04646
3816.53 5.61351
3832.56 5.02873
3848.59 4.65042
3864.62 4.38337
3880.64 4.18271
3912.70 3.89544
3944.76 3.69249
3976.81 3.53465
3992.84 3.46650
4000.85 3.43557
4004.86 3.42546
4006.86 3.43986
4007.87 3.52123
4008.12 3.60548
4008.37 3.83509
4008.49 4.13665
4008.62 4.91512
4008.68 5.88229
4008.74 8.11130
4008.77 10.6332
4008.81 15.5317
4008.82 20.1406
4008.84 27.0708
4008.85 39.5892
4008.87 59.9964
4008.88 94.9098
4008.90 116.525
4008.92 94.8935
4008.93 59.9760
4008.94 45.1835
4008.95 34.0345
4008.98 21.2600
4009.00 14.8621
4009.02 11.3112
4009.06 7.77749
4009.11 6.16155
4009.20 4.78038
4009.28 4.22395
4009.46 3.78823
4009.64 3.62417
4010.34 3.45519
4011.75 3.40607
4014.56 3.38421
4020.19 3.36031
4031.45 3.31847
4042.72 3.27840
4048.35 3.25929
4051.16 3.25213
4052.57 3.25780
4053.27 3.29637
4053.62 3.44739
4053.80 3.96731
4053.84 4.42569
4053.89 5.49289
4053.91 6.64704
4053.93 8.92179
4053.95 14.1945
4053.97 19.5772
4053.98 28.3666
4053.99 43.6672
4054.00 53.5515
4054.01 43.6888
4054.02 28.3937
4054.04 17.8414
4054.05 12.5490
4054.08 7.69261
4054.11 5.79928
4054.13 4.89051
4054.19 4.08504
4054.24 3.75068
4054.46 3.38101
4054.89 3.27411
4055.75 3.24282
4057.48 3.22945
4060.94 3.21563
4067.85 3.19145
4081.67 3.14418
4109.31 3.04913
4164.59 2.84167
4192.23 2.71814
4219.87 2.56933
4233.69 2.48059
4247.51 2.37842
4254.42 2.32116
4261.33 2.25949
4268.24 2.19752
4271.69 2.18872
4272.56 2.20816
4273.42 2.27973
4273.85 2.38542
4274.28 2.68230
4274.50 3.07764
4274.72 4.10958
4274.82 5.39078
4274.88 6.54733
4274.93 8.43387
4274.99 11.8046
4275.01 14.5696
4275.04 18.6560
4275.07 25.0014
4275.09 35.4430
4275.12 53.6983
4275.15 86.4439
4275.17 136.096
4275.20 170.719
4275.23 136.148
4275.25 86.5099
4275.27 59.5064
4275.29 42.9727
4275.32 31.8023
4275.34 24.7524
4275.38 16.2145
4275.42 11.7471
4275.46 9.03493
4275.50 7.34997
4275.58 5.38408
4275.66 4.33434
4275.74 3.72300
4275.90 3.06631
4276.23 2.55229
4276.55 2.35835
4277.20 2.20837
4277.85 2.14913
4280.45 2.06600
4285.64 1.98463
4290.84 1.90807
4296.03 1.82659
4306.42 1.64334
4316.81 1.43508
4322.01 1.33050
4327.20 1.24376
4332.40 1.21585
4337.59 1.35854
4340.19 1.58193
4342.79 2.01877
4345.38 2.86299
4347.98 4.54290
4349.28 5.98241
4350.58 8.13397
4351.88 11.4592
4353.18 16.8189
4354.48 25.9615
4355.77 42.6502
4356.42 56.2521
4357.07 75.7188
4357.72 104.009
4358.37 144.997
4359.49 250.248
4360.60 337.156
4361.72 290.653
4362.83 195.584
4363.81 135.702
4364.79 97.9785
4365.77 74.0204
4366.75 58.2340
4368.71 39.5783
4370.67 29.4363
4372.62 23.2841
4374.58 19.2487
4378.50 14.3888
4382.42 11.6353
4386.33 9.89380
4390.25 8.70525
4394.17 7.84775
4402.00 6.70024
4409.84 5.97101
4417.67 5.46727
4425.50 5.09777
4441.17 4.58837
4456.84 4.24774
4488.18 3.79802
4519.51 3.47785
4550.85 3.18692
4566.52 3.02965
4582.18 2.85038
4590.02 2.74866
4597.85 2.63799
4605.69 2.52613
4607.65 2.50511
4609.60 2.50273
4610.58 2.52679
4611.56 2.62080
4612.05 2.76038
4612.54 3.14681
4612.79 3.65261
4612.91 4.13004
4613.03 4.93499
4613.15 6.47826
4613.22 7.81771
4613.28 9.92630
4613.34 13.5026
4613.40 20.1990
4613.43 25.9989
4613.46 34.4508
4613.49 48.0337
4613.52 69.2442
4613.56 108.945
4613.60 136.148
4613.64 108.971
4613.68 69.2778
4613.71 46.4608
4613.75 32.4901
4613.78 23.8918
4613.81 18.5098
4613.88 12.1731
4613.95 8.94311
4614.02 7.04732
4614.08 5.87693
4614.22 4.54030
4614.35 3.84298
4614.49 3.43417
4614.76 2.99822
4615.30 2.65854
4615.84 2.52840
4616.92 2.42363
4618.00 2.37880
4620.16 2.33670
4622.32 2.32114
4626.63 2.36251
4630.95 2.59076
4635.27 3.32785
4637.43 4.17435
4639.59 5.76572
4641.74 8.99602
4642.82 11.8781
4643.90 16.3837
4644.98 23.7967
4646.06 36.7153
4647.14 60.7474
4648.22 107.235
4649.26 183.456
4650.30 245.911
4651.34 211.496
4652.38 142.326
4653.58 88.8723
4654.79 59.8597
4655.99 43.4631
4657.19 33.4912
4658.39 27.0034
4659.59 22.5514
4662.00 16.9740
4664.40 13.7116
4666.81 11.6175
4671.62 9.13776
4676.42 7.74676
4681.23 6.86784
4686.04 6.26509
4690.85 5.82600
4700.47 5.22250
4710.09 4.80576
4714.89 4.62242
4717.30 4.52694
4719.70 4.42048
4722.11 4.28803
4723.31 4.20170
4724.51 4.08919
4725.71 3.92769
4726.31 3.81363
4726.92 3.66100
4727.52 3.44631
4728.12 3.13967
4728.42 2.97236
4728.72 2.98359
4728.87 3.36447
4729.02 4.88084
4729.09 7.00088
4729.13 8.94366
4729.17 11.9021
4729.21 16.8602
4729.24 25.1215
4729.28 40.4259
4729.32 68.5931
4729.36 120.039
4729.40 164.425
4729.44 145.395
4729.48 100.393
4729.52 66.9606
4729.57 47.3723
4729.61 35.7722
4729.65 28.4769
4729.70 23.6138
4729.74 20.2081
4729.82 15.8506
4729.91 13.2449
4730.00 11.5434
4730.17 9.50250
4730.34 8.33004
4730.51 7.58194
4730.85 6.69338
4731.20 6.18483
4731.54 5.85819
4732.23 5.46122
4732.92 5.22790
4733.60 5.07283
4734.98 4.87595
4736.35 4.75245
4737.72 4.66486
4740.47 4.54317
4743.22 4.45742
4745.97 4.39022
4751.46 4.28543
4762.46 4.13182
4773.45 4.01150
4784.44 3.90306
4795.43 3.78574
4800.93 3.70865
4803.68 3.65786
4806.42 3.59065
4809.17 3.49142
4810.55 3.41882
4811.92 3.31743
4813.29 3.16354
4813.98 3.05172
4814.67 2.90068
4815.35 2.68980
4816.04 2.40679
4816.39 2.28941
4816.73 2.47658
4816.90 3.12138
4816.99 3.89499
4817.07 5.35692
4817.16 8.38917
4817.20 11.1093
4817.24 15.3740
4817.29 22.3811
4817.33 34.5584
4817.37 57.0296
4817.41 98.8548
4817.46 170.665
4817.50 231.342
4817.54 200.706
4817.59 136.360
4817.63 90.1216
4817.68 62.7534
4817.72 46.5640
4817.76 36.5875
4817.81 29.7788
4817.85 25.1209
4817.94 19.0969
4818.03 15.5119
4818.12 13.1835
4818.30 10.3999
4818.48 8.82166
4818.66 7.83013
4818.83 7.15242
4819.01 6.66269
4819.37 6.00478
4819.72 5.58791
4820.08 5.30058
4820.44 5.09093
4821.15 4.80559
4821.86 4.62098
4823.29 4.39522
4824.71 4.26151
4826.14 4.17221
4828.99 4.05839
4831.84 3.98684
4834.69 3.93617
4840.39 3.86597
4846.09 3.81672
4851.79 3.77826
4863.19 3.71847
4885.99 3.63123
4908.79 3.56426
4954.40 3.45893
5000.00 3.37327
5041.49 3.30335
5082.99 3.23491
5103.73 3.19871
5124.48 3.15832
5134.85 3.13489
5145.23 3.10722
5155.60 3.07132
5160.79 3.04817
5163.38 3.03842
5164.68 3.05086
5165.32 3.12659
5165.65 3.41555
5165.81 4.36922
5165.85 5.18943
5165.89 6.96401
5165.93 12.2703
5165.95 19.2300
5165.97 34.9605
5165.99 54.1409
5166.00 66.9377
5166.01 54.1642
5166.03 34.9896
5166.05 19.7703
5166.07 12.7736
5166.10 7.41884
5166.14 5.47653
5166.18 4.57715
5166.33 3.48145
5166.62 3.13824
5167.22 3.03790
5168.41 3.00195
5170.80 2.97012
5173.18 2.93572
5175.56 2.88887
5177.94 2.81756
5179.14 2.76496
5180.33 2.69237
5181.52 2.58611
5182.71 2.42378
5183.31 2.32204
5183.90 2.27954
5184.20 2.42201
5184.50 3.14209
5184.65 4.28221
5184.72 5.40602
5184.80 7.27517
5184.87 10.6846
5184.95 17.2794
5184.98 22.9890
5185.02 31.6416
5185.06 45.0850
5185.09 66.4075
5185.15 113.595
5185.20 152.092
5185.25 131.402
5185.31 88.7248
5185.36 59.9622
5185.41 42.5615
5185.46 31.9959
5185.51 25.3517
5185.57 20.7793
5185.62 17.6172
5185.72 13.5078
5185.82 11.0315
5185.93 9.43867
5186.13 7.53370
5186.34 6.45618
5186.55 5.78068
5186.96 4.98776
5187.37 4.54526
5187.78 4.26572
5188.61 3.93527
5189.44 3.74709
5190.26 3.62608
5191.91 3.47921
5193.56 3.39296
5195.21 3.33574
5198.52 3.26334
5201.82 3.21810
5205.12 3.18603
5211.72 3.14103
5218.33 3.10820
5224.93 3.08093
5238.14 3.03293
5251.35 2.98609
5264.56 2.93511
5277.77 2.87520
5284.37 2.84047
5287.67 2.82389
5289.32 2.82552
5290.15 2.86667
5290.56 3.03721
5290.77 3.63134
5290.82 4.16681
5290.87 5.40086
5290.90 6.77776
5290.92 9.55989
5290.95 16.3017
5290.96 23.5374
5290.97 36.1388
5290.99 56.2870
5291.00 69.4442
5291.01 56.3039
5291.03 36.1599
5291.04 22.1551
5291.06 14.7914
5291.09 8.47300
5291.12 6.04252
5291.15 4.88407
5291.21 3.86265
5291.27 3.44524
5291.50 2.97706
5291.98 2.84045
5292.93 2.79811
5294.84 2.77522
5298.65 2.74355
5306.27 2.67374
5313.90 2.58449
5321.52 2.46424
5325.33 2.38682
5329.14 2.29350
5332.95 2.18037
5336.76 2.04627
5340.58 1.90930
5342.48 1.87077
5344.39 1.91919
5346.29 2.24579
5347.25 2.69297
5348.20 3.60936
5349.15 5.61703
5349.63 7.50773
5350.10 10.5872
5350.58 15.9172
5351.06 25.7904
5351.29 33.9331
5351.53 45.7383
5351.77 63.1270
5352.01 88.6922
5352.40 152.892
5352.80 206.381
5353.20 178.486
5353.59 120.681
5353.93 84.7182
5354.28 61.8912
5354.62 47.2488
5354.96 37.5599
5355.64 26.0253
5356.32 19.7213
5357.01 15.8775
5357.69 13.3514
5359.05 10.2989
5360.42 8.56431
5361.78 7.46679
5363.15 6.71743
5364.51 6.17693
5367.25 5.45449
5369.98 4.99737
5372.71 4.68349
5375.44 4.45517
5380.90 4.14555
5386.36 3.94520
5391.82 3.80445
5397.28 3.69965
5408.20 3.55236
5419.12 3.45171
5430.04 3.37640
5440.96 3.31589
5462.81 3.21710
5484.65 3.12214
5495.57 3.06234
5501.03 3.02332
5506.49 2.97187
5511.95 2.89598
5514.69 2.84040
5517.42 2.76270
5520.15 2.64432
5521.51 2.55795
5522.88 2.44060
5524.24 2.27487
5525.61 2.04482
5526.29 1.93613
5526.97 2.02947
5527.31 2.46294
5527.48 3.00355
5527.65 4.05388
5527.83 6.26317
5527.91 8.25698
5528.00 11.4074
5528.08 16.7111
5528.17 25.9608
5528.25 43.3173
5528.29 57.6618
5528.34 77.1980
5528.42 133.458
5528.50 180.818
5528.58 157.107
5528.66 106.760
5528.74 73.8114
5528.81 53.5657
5528.89 40.8114
5528.96 32.4362
5529.11 22.5296
5529.26 17.1955
5529.41 13.9410
5529.56 11.8187
5529.85 9.24930
5530.15 7.78983
5530.45 6.86459
5530.74 6.23202
5531.04 5.77646
5531.63 5.16437
5532.23 4.77624
5532.82 4.50948
5533.41 4.31566
5534.60 4.05261
5535.79 3.88306
5536.98 3.76451
5538.16 3.67698
5540.54 3.55588
5542.91 3.47561
5545.29 3.41805
5547.66 3.37444
5552.41 3.31180
5557.16 3.26805
5566.66 3.20840
5576.16 3.16715
5585.66 3.13501
5604.66 3.08415
5642.65 3.00243
5680.65 2.92340
5718.65 2.82908
5737.64 2.76788
5756.64 2.68787
5775.64 2.57193
5785.14 2.48876
5794.64 2.37474
5799.39 2.29945
5804.14 2.20570
5808.89 2.08540
5813.64 1.92578
5816.01 1.82538
5818.39 1.70757
5820.76 1.57112
5823.14 1.42330
5825.51 1.31175
5826.70 1.33016
5827.89 1.51397
5828.48 1.74653
5829.07 2.17055
5829.67 2.95061
5830.26 4.43971
5830.56 5.68355
5830.85 7.50695
5831.15 10.2659
5831.45 14.5913
5831.74 21.7649
5832.04 34.3669
5832.34 58.0177
5832.63 104.040
5832.92 179.377
5833.20 241.608
5833.48 208.135
5833.77 139.973
5833.95 106.799
5834.13 83.0338
5834.49 54.0378
5834.86 38.3797
5835.22 29.1471
5835.59 23.2332
5835.95 19.2180
5836.68 14.2365
5837.40 11.3268
5838.13 9.44817
5839.59 7.15947
5841.04 5.74789
5842.50 4.62098
5843.22 4.02124
5843.59 3.67612
5843.95 3.28145
5844.31 2.82920
5844.68 2.43534
5844.86 2.52122
5845.04 3.65596
5845.13 5.58171
5845.18 7.45622
5845.22 10.4331
5845.27 15.5697
5845.31 24.4538
5845.34 31.5526
5845.36 40.8821
5845.38 54.3763
5845.40 72.5926
5845.45 130.481
5845.50 184.375
5845.52 184.141
5845.55 165.878
5845.60 116.685
5845.63 92.3139
5845.66 73.9625
5845.71 51.0861
5845.77 38.1661
5845.83 30.2701
5845.89 25.0218
5845.95 21.4507
5846.07 16.9012
5846.19 14.1582
5846.31 12.3731
5846.54 10.1916
5846.78 8.91298
5847.02 8.07932
5847.49 7.04483
5847.96 6.41876
5848.44 5.99212
5849.38 5.42895
5850.33 5.05665
5851.27 4.77991
5853.17 4.36510
5855.06 4.02307
5856.95 3.65193
5857.90 3.39880
5858.85 3.01243
5859.32 2.70926
5859.79 2.26707
5860.03 1.99901
5860.27 1.88630
5860.38 2.22465
5860.50 3.83506
5860.56 6.21045
5860.62 11.8673
5860.65 17.7304
5860.68 27.5755
5860.71 46.2662
5860.74 80.3069
5860.77 142.599
5860.80 197.890
5860.83 175.628
5860.86 121.592
5860.88 95.5609
5860.90 76.3299
5860.94 52.4697
5860.97 38.8981
5861.01 30.5760
5861.05 24.9956
5861.09 21.2458
5861.16 16.4813
5861.24 13.6142
5861.31 11.7728
5861.46 9.53709
5861.61 8.25828
5861.76 7.43817
5862.05 6.45418
5862.35 5.88646
5862.65 5.51659
5863.25 5.06065
5863.84 4.78663
5864.44 4.60061
5865.63 4.35801
5866.82 4.20075
5868.01 4.08678
5870.40 3.92652
5872.78 3.81579
5875.16 3.73850
5877.55 3.72569
5878.14 3.76912
5878.74 3.91651
5879.04 4.12439
5879.34 4.67997
5879.48 5.37887
5879.63 7.05894
5879.71 8.96065
5879.78 12.8325
5879.82 16.4631
5879.86 22.5186
5879.89 33.3151
5879.93 53.5929
5879.97 83.4309
5880.00 103.643
5880.04 83.4587
5880.07 53.6271
5880.09 39.0278
5880.12 29.4210
5880.14 22.9754
5880.17 18.5519
5880.22 13.0802
5880.26 10.1355
5880.36 7.18765
5880.46 5.85692
5880.65 4.70728
5880.84 4.24532
5881.23 3.87777
5881.62 3.73487
5882.39 3.61781
5883.16 3.56568
5886.25 3.47298
5892.44 3.37115
5898.62 3.29461
5904.81 3.23030
5917.18 3.12051
5929.55 3.01784
5941.92 2.90124
5948.10 2.82693
5954.29 2.72961
5957.38 2.66620
5960.47 2.58694
5963.57 2.48338
5966.66 2.34047
5968.20 2.24588
5969.75 2.12850
5971.30 1.97941
5972.84 1.78664
5974.39 1.54092
5975.93 1.30154
5976.71 1.35175
5977.09 1.56873
5977.48 2.13777
5977.67 2.69719
5977.87 3.59680
5978.06 5.09022
5978.25 7.67706
5978.45 12.4722
5978.54 16.4055
5978.64 22.0411
5978.74 30.5277
5978.83 43.4243
5978.93 63.9620
5979.03 96.1358
5979.16 168.195
5979.30 229.755
5979.44 200.646
5979.57 136.701
5979.73 86.6913
5979.89 59.0525
5980.05 43.2318
5980.20 33.5621
5980.36 27.1741
5980.51 22.7799
5980.83 17.2026
5981.14 13.8980
5981.45 11.7658
5982.08 9.21738
5982.71 7.77347
5983.33 6.85876
5983.96 6.23046
5984.59 5.77563
5985.84 5.16249
5987.09 4.77030
5988.35 4.49853
5989.60 4.29927
5992.10 4.02658
5994.61 3.84837
5997.12 3.72234
5999.62 3.62812
6004.63 3.49565
6009.65 3.40582
6019.67 3.28889
6029.69 3.21321
6039.72 3.15803
6059.76 3.07845
6079.81 3.01938
6099.86 2.97041
6119.91 2.92699
6129.93 2.90742
6134.94 2.90196
6137.45 2.91595
6138.70 2.98761
6139.33 3.25991
6139.48 3.52034
6139.64 4.17892
6139.72 4.98531
6139.80 6.80639
6139.84 8.72656
6139.87 12.3956
6139.91 20.4735
6139.93 28.5491
6139.95 41.5891
6139.98 64.4216
6140.00 80.3711
6140.02 64.4827
6140.05 41.6650
6140.07 26.6682
6140.10 18.2557
6140.14 10.5201
6140.19 7.36248
6140.24 5.80829
6140.34 4.40384
6140.43 3.81141
6140.62 3.33249
6140.81 3.14821
6141.58 2.95390
6143.11 2.89852
6146.18 2.87857
6152.31 2.86275
6164.58 2.83749
6189.11 2.78795
6238.17 2.67857
6262.71 2.61194
6287.24 2.52715
6299.50 2.47032
6311.77 2.38936
6317.90 2.32704
6320.97 2.28357
6324.03 2.22441
6327.10 2.13532
6328.63 2.06955
6330.17 1.97734
6331.70 1.83696
6332.47 1.73465
6333.23 1.59632
6334.00 1.40202
6334.77 1.13743
6335.15 1.01922
6335.53 1.15368
6335.73 1.68616
6335.82 2.33359
6335.92 3.56231
6336.01 6.10292
6336.06 8.37072
6336.11 11.9043
6336.16 17.6564
6336.20 27.5187
6336.25 45.3702
6336.30 78.2623
6336.35 137.034
6336.40 186.609
6336.45 162.981
6336.50 110.774
6336.53 86.2785
6336.56 68.5956
6336.62 46.1806
6336.68 33.4204
6336.74 25.8281
6336.80 20.8169
6336.86 17.4320
6336.98 13.1425
6337.11 10.6249
6337.23 9.00097
6337.47 7.07291
6337.71 5.97932
6337.95 5.28872
6338.43 4.46980
6338.92 4.00533
6339.40 3.70879
6340.37 3.35224
6341.33 3.14530
6342.30 3.00993
6344.23 2.84192
6346.16 2.73995
6348.10 2.66994
6351.96 2.57644
6355.83 2.51284
6359.69 2.46348
6367.42 2.38420
6382.88 2.24852
6398.35 2.10757
6406.08 2.02996
6413.81 1.94794
6421.54 1.86721
6429.27 1.80924
6433.13 1.80849
6437.00 1.85439
6440.86 1.99897
6444.73 2.36690
6448.60 3.30119
6450.53 4.26638
6452.46 5.96164
6454.39 9.16457
6455.36 11.8570
6456.33 15.8630
6457.29 22.0601
6458.26 32.0376
6459.22 48.7735
6460.19 77.2800
6461.35 131.935
6462.50 176.555
6463.66 151.623
6464.81 101.908
6465.54 78.0665
6466.28 60.9368
6467.74 39.9561
6469.21 28.5878
6470.67 21.8607
6472.14 17.5653
6473.61 14.6507
6476.54 11.0388
6479.47 8.94369
6482.40 7.60134
6488.27 6.00578
6494.13 5.09619
6499.99 4.50346
6505.86 4.07664
6511.72 3.74242
6523.45 3.20004
6529.31 2.94221
6535.18 2.66285
6541.04 2.33531
6543.97 2.14726
6546.91 1.95260
6549.84 1.81072
6551.30 1.83155
6552.77 2.04580
6554.24 2.78533
6554.97 3.63262
6555.70 5.19094
6556.43 8.21657
6556.80 10.7896
6557.17 14.6082
6557.53 20.4881
6557.90 29.8051
6558.27 45.0661
6558.63 70.2916
6559.12 124.205
6559.60 171.654
6560.08 151.785
6560.57 104.760
6560.86 82.3089
6561.16 65.7235
6561.75 44.7582
6562.34 32.9777
6562.93 25.8174
6563.52 21.1431
6564.10 17.9243
6565.28 13.8590
6566.46 11.4501
6567.64 9.88492
6570.00 7.99908
6572.35 6.91840
6574.71 6.22296
6577.07 5.73900
6579.42 5.38270
6584.14 4.89185
6588.85 4.56742
6598.28 4.15843
6607.71 3.90446
6617.14 3.72629
6635.99 3.48236
6654.85 3.31246
6673.70 3.17812
6711.41 2.95279
6749.13 2.72768
6767.98 2.59507
6786.84 2.43264
6796.27 2.33368
6805.69 2.21769
6815.12 2.07969
6824.55 1.91597
6833.98 1.73817
6838.69 1.66910
6843.41 1.67061
6848.12 1.90950
6850.48 2.27504
6852.83 3.04944
6855.19 4.76624
6856.37 6.38100
6857.55 8.99774
6858.73 13.4639
6859.90 21.5679
6861.08 37.3769
6861.67 50.6953
6862.26 69.7480
6863.33 121.756
6864.40 166.352
