La-139(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
6865.47 145.566
6866.54 99.5184
6867.51 69.3677
6868.48 50.4805
6869.45 38.5534
6870.41 30.7058
6872.35 21.4395
6874.29 16.3918
6876.22 13.3175
6878.16 11.2911
6882.03 8.83244
6885.90 7.42324
6889.78 6.52190
6893.65 5.89931
6897.52 5.44467
6905.27 4.82414
6913.01 4.41698
6920.76 4.12394
6928.50 3.89697
6943.99 3.54375
6951.74 3.38663
6959.48 3.22331
6967.23 3.03099
6971.10 2.91017
6974.97 2.75723
6978.85 2.54542
6980.78 2.40064
6982.72 2.21202
6984.66 1.95444
6985.62 1.78917
6986.59 1.59738
6987.56 1.40404
6988.04 1.34658
6988.53 1.39830
6989.01 1.78873
6989.25 2.32042
6989.50 3.39407
6989.62 4.31420
6989.74 5.68255
6989.86 7.77651
6989.98 11.1010
6990.10 16.6303
6990.22 26.3630
6990.34 44.5881
6990.40 59.5458
6990.46 80.0150
6990.58 140.142
6990.70 190.948
6990.82 166.517
6990.94 113.608
6991.05 78.7021
6991.15 57.0621
6991.26 43.3909
6991.37 34.3913
6991.58 23.7254
6991.80 17.9382
6992.01 14.3940
6992.22 12.0626
6992.65 9.21091
6993.08 7.55614
6993.51 6.47562
6994.37 5.12235
6995.23 4.26739
6996.09 3.72695
6996.51 3.72618
6996.73 3.93986
6996.94 4.50144
6997.16 5.87371
6997.27 7.20225
6997.37 9.38544
6997.48 13.1819
6997.59 20.0476
6997.69 33.4121
6997.75 44.7477
6997.80 60.6354
6997.90 105.714
6998.00 144.742
6998.10 128.114
6998.20 88.6838
6998.26 69.8417
6998.32 55.7938
6998.45 38.2971
6998.57 28.5373
6998.69 22.6311
6998.81 18.7901
6998.94 16.1427
6999.18 12.7982
6999.43 10.8067
6999.68 9.51197
7000.17 7.93888
7000.66 7.02247
7001.15 6.42457
7002.14 5.68450
7003.12 5.23890
7004.11 4.93678
7006.08 4.54565
7008.05 4.29699
7010.02 4.12109
7013.96 3.88197
7017.90 3.72085
7021.84 3.60046
7029.71 3.42265
7037.59 3.28698
7045.47 3.17112
7053.35 3.06938
7057.29 3.04907
7058.27 3.07075
7059.26 3.15600
7059.75 3.28348
7060.24 3.63958
7060.49 4.10904
7060.74 5.31357
7060.86 6.77635
7060.98 10.1418
7061.04 13.7700
7061.11 20.6845
7061.14 26.8653
7061.17 36.5514
7061.20 52.3929
7061.23 78.5598
7061.26 123.327
7061.30 154.206
7061.34 123.364
7061.37 78.6060
7061.41 48.1211
7061.45 31.6439
7061.49 22.4288
7061.52 17.0304
7061.60 11.1521
7061.67 8.28044
7061.82 5.69949
7061.97 4.61502
7062.27 3.73768
7062.57 3.39933
7063.17 3.13648
7063.77 3.03442
7064.98 2.94745
7066.18 2.90425
7070.98 2.80174
7075.79 2.70992
7080.59 2.60694
7085.40 2.48080
7087.80 2.40274
7090.20 2.30792
7092.61 2.18588
7095.01 2.01858
7096.21 1.91579
7097.41 1.84662
7098.01 1.92101
7098.31 2.06536
7098.61 2.39960
7098.91 3.20843
7099.06 4.02039
7099.21 5.42358
7099.36 8.02921
7099.44 10.1928
7099.51 13.3794
7099.59 18.2452
7099.66 25.9765
7099.74 38.7263
7099.81 60.2824
7099.91 102.047
7100.00 136.194
7100.09 116.500
7100.19 78.3071
7100.26 57.2003
7100.32 43.1333
7100.39 33.6730
7100.46 27.1505
7100.60 19.0661
7100.74 14.5384
7100.88 11.7143
7101.02 9.85166
7101.29 7.58453
7101.57 6.28694
7101.85 5.46760
7102.40 4.50257
7102.95 3.96039
7103.51 3.61571
7104.61 3.19915
7105.72 2.95061
7106.82 2.77967
7109.04 2.54404
7111.25 2.37205
7113.46 2.22711
7117.89 1.97170
7120.10 1.85911
7122.32 1.77036
7124.53 1.74102
7126.74 1.86614
7128.95 2.42510
7130.06 3.10897
7131.17 4.40521
7132.27 6.99127
7132.83 9.22446
7133.38 12.5916
7133.93 17.8491
7134.49 26.3312
7135.04 40.5102
7135.59 64.4915
7136.30 114.493
7137.00 158.846
7137.70 141.012
7138.41 97.7273
7139.01 70.0485
7139.62 52.1083
7140.22 40.4740
7140.83 32.6730
7142.04 23.2540
7143.25 18.0166
7144.46 14.7797
7145.66 12.6243
7148.08 9.98051
7150.50 8.44898
7152.92 7.46313
7155.34 6.77965
7157.76 6.28016
7162.59 5.60065
7167.43 5.16071
7172.27 4.85231
7177.10 4.62354
7186.78 4.30484
7196.45 4.09095
7215.80 3.81487
7235.15 3.63655
7254.50 3.50492
7293.20 3.30426
7331.89 3.12760
7351.24 3.03205
7370.59 2.92042
7389.94 2.77674
7399.61 2.68356
7409.29 2.56661
7418.96 2.41203
7423.80 2.31313
7428.64 2.19292
7433.47 2.04277
7438.31 1.84971
7443.15 1.62431
7444.36 1.61072
7444.96 1.64830
7445.57 1.76807
7446.17 2.10411
7446.47 2.47101
7446.77 3.14974
7447.08 4.53737
7447.23 5.79520
7447.38 7.81946
7447.53 11.3053
7447.68 17.8640
7447.76 23.4465
7447.83 31.6507
7447.91 44.3450
7447.98 63.7911
7448.09 105.219
7448.20 136.197
7448.31 113.348
7448.42 73.9469
7448.54 44.2161
7448.67 28.7127
7448.80 20.2277
7448.93 15.2271
7449.06 12.0128
7449.18 9.84483
7449.44 7.19499
7449.69 5.67695
7449.95 4.72472
7450.46 3.61894
7450.97 3.00865
7451.48 2.62618
7452.50 2.17350
7453.52 1.91342
7454.55 1.75070
7456.59 1.63152
7458.63 1.91951
7459.65 2.41026
7460.67 3.43060
7461.70 5.59091
7462.21 7.52222
7462.72 10.4939
7463.23 15.2396
7463.74 23.0826
7464.25 36.5913
7464.76 60.1118
7465.38 107.948
7466.00 151.329
7466.62 135.545
7467.24 94.6114
7467.89 63.7940
7468.54 45.5254
7469.19 34.5035
7469.84 27.4809
7470.49 22.7379
7471.14 19.3859
7472.43 15.0540
7473.73 12.4301
7475.03 10.7012
7477.62 8.59479
7480.22 7.37702
7482.81 6.59125
7485.41 6.04467
7488.00 5.64339
7493.19 5.09335
7498.38 4.73303
7503.57 4.47655
7508.76 4.28219
7519.14 3.99616
7529.52 3.76717
7534.71 3.64470
7537.30 3.57131
7539.89 3.47999
7542.49 3.35295
7543.79 3.26414
7545.08 3.14468
7546.38 2.97241
7547.68 2.70647
7548.98 2.39664
7549.30 2.51692
7549.46 2.76284
7549.62 3.33418
7549.79 4.69093
7549.87 6.02552
7549.95 8.26897
7550.03 12.2607
7550.11 19.9185
7550.15 26.5061
7550.19 36.0354
7550.23 50.8065
7550.27 72.8565
7550.34 126.242
7550.40 172.229
7550.46 150.439
7550.53 103.040
7550.58 75.1877
7550.63 56.7537
7550.68 44.4704
7550.73 36.0562
7550.83 25.7307
7550.93 19.9042
7551.03 16.2857
7551.13 13.8709
7551.33 10.9156
7551.53 9.21518
7551.73 8.12899
7551.93 7.38276
7552.13 6.84198
7552.53 6.11432
7552.93 5.65269
7553.73 5.10241
7554.53 4.78651
7555.33 4.58190
7556.93 4.33099
7558.53 4.18115
7560.13 4.08008
7563.33 3.94920
7566.54 3.86497
7569.74 3.80401
7576.14 3.71752
7588.95 3.60693
7601.75 3.53163
7627.36 3.42511
7640.17 3.38378
7646.57 3.36561
7649.77 3.35944
7651.37 3.36643
7652.17 3.40854
7652.57 3.57182
7652.77 4.13422
7652.87 5.79217
7652.92 9.55614
7652.95 15.4351
7652.96 21.8639
7652.97 32.6452
7652.99 50.5374
7653.00 61.8664
7653.01 50.5552
7653.03 32.6679
7653.04 20.0608
7653.06 13.7852
7653.09 8.23363
7653.15 5.15058
7653.27 3.90441
7653.52 3.50102
7654.01 3.38547
7654.98 3.35223
7656.94 3.33905
7660.85 3.32682
7668.68 3.30674
7684.34 3.27015
7715.65 3.20450
7778.27 3.08419
7809.59 3.02000
7840.90 2.94159
7856.55 2.88878
7872.21 2.81125
7880.04 2.74963
7883.95 2.70595
7887.86 2.64604
7891.78 2.55580
7893.73 2.48975
7895.69 2.39862
7897.65 2.26459
7899.61 2.05385
7900.58 1.91080
7901.56 1.80215
7902.05 1.89542
7902.30 2.09232
7902.54 2.55296
7902.79 3.66461
7902.91 4.76522
7903.03 6.63174
7903.15 10.0306
7903.27 16.6332
7903.34 22.3321
7903.40 30.9279
7903.46 44.1924
7903.52 65.0516
7903.61 112.365
7903.70 152.842
7903.79 132.887
7903.88 90.6331
7903.94 69.6100
7904.00 54.6992
7904.11 36.3734
7904.23 26.3954
7904.35 20.4625
7904.46 16.6569
7904.58 14.0640
7904.81 10.8346
7905.04 8.94539
7905.28 7.73791
7905.74 6.30409
7906.20 5.49526
7906.67 4.98427
7907.13 4.63336
7907.60 4.37947
7908.53 4.03683
7909.46 3.81721
7911.31 3.55240
7913.17 3.39773
7915.03 3.29561
7918.74 3.16677
7922.46 3.08624
7926.17 3.02888
7933.60 2.94694
7948.46 2.82973
7963.32 2.72037
7978.19 2.58671
7985.62 2.49899
7993.05 2.38574
8000.48 2.22854
8007.91 1.98460
8011.62 1.79558
8015.34 1.50696
8017.19 1.28874
8019.05 0.980481
8019.98 0.793596
8020.91 0.690810
8021.37 0.867952
8021.61 1.16434
8021.84 1.80427
8022.07 3.22564
8022.19 4.55195
8022.30 6.67857
8022.42 10.2394
8022.53 16.5279
8022.65 28.2965
8022.71 37.8392
8022.77 51.3100
8022.88 91.1941
8023.00 126.766
8023.12 112.164
8023.23 77.4694
8023.32 57.9244
8023.40 44.5149
8023.49 35.2880
8023.57 28.8046
8023.75 20.5977
8023.92 15.8768
8024.26 10.8619
8024.60 8.35938
8025.28 5.97701
8025.96 4.89029
8027.33 4.00673
8028.69 3.91586
8030.05 4.59990
8030.74 5.45945
8031.42 7.00153
8032.10 9.84498
8032.78 15.4240
8033.12 20.2132
8033.46 27.3765
8033.80 38.2984
8034.14 54.8956
8034.67 94.7228
8035.20 128.845
8035.73 112.889
8036.26 77.5725
8036.82 51.3679
8037.38 36.2596
8037.94 27.3021
8038.50 21.6810
8039.06 17.9283
8039.63 15.3054
8040.75 11.9460
8041.87 9.93620
8042.99 8.62235
8045.24 7.03623
8047.49 6.12685
8049.73 5.54340
8051.98 5.13884
8054.22 4.84267
8058.71 4.43825
8063.20 4.17491
8067.69 3.98932
8072.19 3.85103
8081.17 3.65740
8090.15 3.52678
8099.13 3.43135
8108.11 3.35754
8126.08 3.24818
8144.04 3.16834
8153.02 3.13576
8162.01 3.10886
8166.50 3.10011
8170.99 3.10285
8173.23 3.11944
8175.48 3.17859
8176.60 3.26524
8177.72 3.50837
8178.29 3.83325
8178.57 4.14465
8178.85 4.68386
8179.13 5.74889
8179.27 6.71232
8179.41 8.29170
8179.55 11.1631
8179.62 13.5268
8179.69 17.0509
8179.76 22.5889
8179.83 31.8578
8179.90 48.4668
8179.97 79.8988
8180.04 126.109
8180.10 156.810
8180.17 126.164
8180.23 79.9682
8180.28 57.8716
8180.32 42.9663
8180.37 32.9769
8180.41 26.2568
8180.50 17.9321
8180.59 13.3206
8180.68 10.5347
8180.77 8.73431
8180.94 6.63650
8181.12 5.51195
8181.30 4.84155
8181.66 4.11707
8182.01 3.75409
8182.37 3.54759
8183.08 3.33237
8184.51 3.16843
8185.93 3.10623
8188.78 3.05549
8191.63 3.03220
8203.03 2.98573
8225.83 2.92083
8248.63 2.85830
8271.43 2.79121
8294.23 2.71250
8317.03 2.60607
8328.43 2.52767
8334.13 2.47447
8339.82 2.40373
8345.52 2.30013
8348.37 2.22546
8351.22 2.12299
8354.07 1.97162
8355.50 1.86498
8356.92 1.72603
8358.35 1.54466
8359.77 1.34553
8360.49 1.33103
8360.84 1.43008
8361.20 1.72964
8361.56 2.53518
8361.73 3.37293
8361.91 4.82580
8362.09 7.48201
8362.18 9.63189
8362.27 12.7070
8362.36 17.2138
8362.45 23.9835
8362.53 34.3555
8362.62 50.2660
8362.76 89.1964
8362.90 123.347
8363.04 109.128
8363.18 75.5070
8363.33 49.6828
8363.48 34.9328
8363.63 26.1736
8363.78 20.7132
8363.93 17.0515
8364.08 14.5046
8364.38 11.2316
8364.68 9.27217
8364.98 7.99077
8365.58 6.44568
8366.19 5.56004
8366.79 4.99410
8367.39 4.60254
8367.99 4.31734
8369.19 3.92959
8370.40 3.67930
8371.60 3.50416
8372.80 3.37448
8375.21 3.19421
8377.62 3.07362
8382.43 2.91834
8387.24 2.81802
8392.05 2.74388
8401.68 2.63190
8420.93 2.45443
8440.18 2.27246
8449.80 2.16645
8459.43 2.04378
8469.05 1.89909
8478.68 1.72949
8488.30 1.55167
8493.12 1.49071
8497.93 1.51633
8502.74 1.82127
8505.15 2.25683
8507.55 3.15463
8509.96 5.10104
8511.16 6.90033
8512.37 9.77866
8513.57 14.6047
8514.77 23.1779
8515.98 39.4100
8516.58 52.7380
8517.18 71.3833
8518.34 125.067
8519.50 171.272
8520.66 150.144
8521.82 102.801
8522.99 68.9360
8524.17 48.8276
8525.34 36.6643
8526.51 28.9029
8527.68 23.6784
8528.85 19.9952
8531.20 15.2548
8533.54 12.4060
8535.89 10.5424
8540.58 8.29427
8545.26 7.01056
8549.95 6.19035
8554.64 5.62398
8559.33 5.21020
8568.71 4.64539
8578.08 4.27501
8587.46 4.00910
8596.84 3.80418
8615.59 3.48926
8634.34 3.21130
8643.72 3.04807
8648.41 2.94623
8653.10 2.81750
8657.78 2.63956
8660.13 2.51879
8662.47 2.36423
8664.82 2.16407
8667.16 1.93871
8668.33 1.90475
8668.92 1.99112
8669.50 2.27542
8670.09 3.06365
8670.38 3.89355
8670.68 5.34266
8670.97 8.00824
8671.26 13.2839
8671.41 17.8745
8671.56 24.7484
8671.70 35.3974
8671.85 51.6905
8672.07 91.2502
8672.30 126.365
8672.53 112.194
8672.75 77.8629
8673.00 51.1366
8673.25 35.9241
8673.51 27.0229
8673.76 21.4834
8674.01 17.7891
8674.26 15.2172
8674.76 11.9221
8675.26 9.94798
8675.76 8.66022
8676.76 7.10486
8677.77 6.21380
8678.77 5.64425
8679.77 5.25140
8680.77 4.96698
8682.78 4.59264
8684.78 4.39715
8685.79 4.38507
8686.79 4.53842
8687.29 4.81719
8687.54 5.10327
8687.79 5.61403
8688.04 6.64746
8688.17 7.59594
8688.29 9.16874
8688.42 12.0733
8688.48 14.5195
8688.54 18.1557
8688.61 24.0691
8688.67 34.0503
8688.73 52.8916
8688.79 89.0687
8688.85 140.176
8688.90 174.281
8688.95 140.250
8689.01 89.1577
8689.04 65.3090
8689.08 49.0730
8689.15 30.5843
8689.22 21.1905
8689.29 15.9188
8689.37 12.6695
8689.44 10.5906
8689.58 8.14871
8689.72 6.82085
8689.86 6.02986
8690.15 5.16507
8690.72 4.46567
8691.29 4.18631
8692.43 3.94752
8693.56 3.83451
8695.84 3.70796
8698.12 3.62615
8702.68 3.51067
8707.23 3.42567
8711.79 3.35719
8716.34 3.29920
8725.46 3.20261
8743.68 3.04861
8761.90 2.91453
8780.13 2.78204
8798.35 2.63934
8807.46 2.56084
8816.58 2.47633
8825.69 2.39158
8830.24 2.38422
8831.38 2.41647
8832.52 2.52989
8833.09 2.69417
8833.66 3.14460
8833.95 3.72976
8834.23 5.19939
8834.37 6.94599
8834.45 8.44826
8834.52 10.7888
8834.59 14.6991
8834.66 21.8528
8834.69 27.8836
8834.73 36.5066
8834.77 49.8842
8834.80 69.4873
8834.85 109.869
8834.90 136.830
8834.95 109.960
8835.00 69.6020
8835.04 48.6487
8835.08 35.4364
8835.11 26.6110
8835.15 20.8639
8835.23 13.9336
8835.30 10.2052
8835.38 7.99598
8835.45 6.58729
8835.60 4.96655
8835.90 3.59907
8836.20 3.05185
8836.80 2.62149
8837.40 2.45562
8838.60 2.32149
8839.80 2.26237
8844.59 2.15210
8854.19 1.99077
8863.78 1.81702
8873.37 1.63200
8882.96 1.49149
8887.76 1.50800
8892.56 1.71206
8894.95 1.96902
8897.35 2.42997
8899.75 3.25672
8902.15 4.77891
8904.55 7.73035
8905.75 10.2291
8906.94 13.9348
8908.14 19.5968
8909.34 28.5310
8910.54 43.0405
8911.74 66.7852
8913.37 118.918
8915.00 165.358
8916.63 146.886
8918.26 101.742
8919.44 76.7533
8920.61 59.3249
8921.79 47.2794
8922.96 38.7920
8925.31 28.0480
8927.67 21.7971
8930.02 17.8326
8932.37 15.1457
8937.07 11.8046
8941.77 9.85043
8946.47 8.58723
8951.18 7.71127
8955.88 7.07161
8965.28 6.20474
8974.69 5.64732
8984.09 5.25973
8993.49 4.97477
9012.30 4.58332
9031.11 4.32601
9049.92 4.14283
9068.73 4.00485
9106.34 3.80841
9143.96 3.67263
9162.77 3.61856
9181.57 3.57122
9200.38 3.53092
9209.79 3.52083
9214.49 3.54963
9215.66 3.58625
9216.84 3.69163
9217.43 3.83490
9218.02 4.21857
9218.31 4.70976
9218.60 5.92921
9218.75 7.35462
9218.90 10.4670
9218.97 13.6175
9219.04 19.2097
9219.12 30.3197
9219.15 40.1586
9219.19 54.6664
9219.25 85.1163
9219.30 105.885
9219.36 85.1761
9219.41 54.7415
9219.45 37.7576
9219.50 27.1972
9219.54 20.5874
9219.59 16.3716
9219.68 11.3878
9219.77 8.80797
9219.95 6.34200
9220.12 5.26291
9220.48 4.36100
9220.84 4.00468
9221.55 3.72850
9222.27 3.62476
9223.69 3.54579
9225.12 3.51544
9230.83 3.47722
9242.26 3.44941
9265.11 3.40921
9287.96 3.37456
9299.38 3.36278
9305.10 3.37569
9307.95 3.45543
9308.67 3.53893
9309.38 3.76900
9309.74 4.07316
9310.10 4.86365
9310.27 5.84503
9310.45 8.14980
9310.54 10.7190
9310.63 15.8503
9310.68 20.6210
9310.72 28.2146
9310.77 41.6142
9310.81 65.3813
9310.86 102.749
9310.90 127.563
9310.95 102.880
9310.99 65.5465
9311.03 45.0811
9311.06 32.2691
9311.10 24.2318
9311.14 19.1176
9311.21 13.0840
9311.28 9.90710
9311.43 6.87792
9311.58 5.54121
9311.87 4.42610
9312.16 3.98483
9312.74 3.64261
9313.33 3.51430
9314.50 3.41739
9315.66 3.38115
9320.34 3.33998
9329.68 3.31808
9348.38 3.29107
9385.76 3.24381
9460.53 3.15532
9535.30 3.06407
9572.68 3.01194
9591.38 2.98213
9600.72 2.96607
9605.40 2.95937
9607.73 2.96345
9608.90 2.99507
9609.48 3.12202
9609.78 3.57372
9609.92 4.98214
9610.00 8.48972
9610.03 14.8289
9610.05 22.0900
9610.07 36.9653
9610.08 56.9280
9610.10 71.0741
9610.12 56.9530
9610.13 36.9961
9610.15 22.6790
9610.17 15.4500
9610.20 8.91572
9610.27 5.18233
9610.41 3.64041
9610.69 3.14047
9611.24 2.99666
9612.35 2.95608
9614.58 2.94134
9619.02 2.92881
9627.91 2.90600
9636.80 2.87935
9645.69 2.84539
9654.58 2.79718
9659.03 2.76271
9663.47 2.71486
9667.92 2.64125
9670.14 2.58593
9672.36 2.50731
9674.58 2.38538
9676.81 2.17006
9677.92 1.98824
9679.03 1.71435
9679.58 1.54729
9680.14 1.48409
9680.42 1.71116
9680.70 2.77148
9680.83 4.32320
9680.97 7.99202
9681.04 11.7211
9681.11 18.0614
9681.18 29.5119
9681.25 50.8526
9681.33 90.1918
9681.40 125.454
9681.48 111.550
9681.55 77.5205
9681.64 50.1343
9681.72 34.8824
9681.81 25.9914
9681.90 20.5628
9681.98 16.9419
9682.07 14.4535
9682.24 11.2802
9682.41 9.37660
9682.59 8.13533
9682.93 6.64267
9683.28 5.78649
9683.62 5.24002
9684.31 4.58679
9685.00 4.21251
9685.69 3.97165
9687.07 3.67999
9688.46 3.51004
9689.84 3.39858
9692.60 3.26051
9695.36 3.17739
9698.12 3.12104
9703.65 3.04755
9709.17 2.99963
9714.70 2.96414
9725.74 2.91100
9747.84 2.83101
9758.89 2.79664
9764.41 2.78943
9767.17 2.82640
9768.56 3.00066
9768.90 3.17670
9769.25 3.64735
9769.42 4.25276
9769.59 5.74770
9769.68 7.52048
9769.76 11.3600
9769.81 15.2125
9769.85 22.1472
9769.89 35.9994
9769.92 48.4722
9769.94 66.4572
9769.97 104.445
9770.00 130.232
9770.03 104.559
9770.06 66.5995
9770.09 45.3101
9770.12 31.9157
9770.14 23.6345
9770.17 18.4681
9770.22 12.3116
9770.28 9.17584
9770.38 6.18412
9770.49 4.88607
9770.70 3.79866
9770.92 3.37280
9771.34 3.04236
9771.77 2.91864
9773.48 2.78819
9776.89 2.74270
9783.71 2.70824
9797.36 2.64929
9811.01 2.58184
9824.66 2.49766
9838.31 2.38327
9845.13 2.30617
9851.96 2.20633
9858.78 2.06941
9862.19 1.97991
9865.61 1.87251
9869.02 1.75358
9870.72 1.70504
9872.43 1.69952
9874.14 1.84233
9874.99 2.06950
9875.84 2.55798
9876.69 3.65451
9877.12 4.69626
9877.55 6.39487
9877.97 9.32638
9878.40 14.7053
9878.61 19.1160
9878.83 25.4145
9879.04 34.5638
9879.25 47.8128
9879.63 82.9188
9880.00 112.812
9880.37 98.6539
9880.75 67.5335
9881.17 43.3113
9881.60 29.9020
9882.02 22.1970
9882.45 17.4505
9882.87 14.3323
9883.30 12.1716
9884.15 9.43652
9885.00 7.81749
9885.85 6.76700
9887.55 5.50781
9889.25 4.79092
9890.95 4.33272
9892.65 4.01531
9894.35 3.78227
9897.75 3.46113
9901.15 3.24727
9907.95 2.96916
9914.75 2.78204
9921.55 2.63354
9935.16 2.37251
9941.96 2.23934
9948.76 2.09514
9955.56 1.93515
9962.36 1.76106
9969.16 1.60474
9972.56 1.57741
9975.96 1.66909
9979.36 2.09839
9981.06 2.62575
9982.76 3.62259
9984.46 5.58966
9985.31 7.26965
9986.16 9.77221
9987.01 13.6079
9987.86 19.6715
9988.71 29.5243
9989.56 45.6437
9990.73 81.6687
9991.90 114.352
9993.07 102.522
9994.24 71.7541
9995.11 54.0714
9995.98 41.8358
9996.85 33.4342
9997.72 27.5395
9999.46 20.1155
10001.2 15.8099
10003.0 13.0685
10004.7 11.2218
10008.2 8.91947
10011.7 7.56335
10015.1 6.68477
10022.1 5.62089
10029.1 5.00270
10036.0 4.59907
10043.0 4.31294
10046.5 4.20117
10048.2 4.16080
10049.1 4.17965
10049.5 4.32821
10049.8 4.86859
10049.9 6.46117
10049.9 9.45877
10049.9 14.7642
10050.0 29.8019
10050.0 55.5267
10050.0 29.7634
10050.1 14.7311
10050.1 10.6697
10050.1 7.23577
10050.2 5.26536
10050.4 4.45254
10050.7 4.17605
10051.3 4.08525
10052.7 4.03220
10055.3 3.96440
10060.5 3.85139
10065.7 3.75563
10068.4 3.72114
10069.7 3.74172
10070.3 3.89111
10070.6 4.46799
10070.8 6.20807
10070.9 10.3252
10070.9 17.0995
10070.9 24.5032
10071.0 38.9049
10071.0 59.8057
10071.0 74.9000
10071.0 59.9229
10071.0 39.0481
10071.1 20.3790
10071.1 11.5426
10071.2 6.83424
10071.3 4.70257
10071.6 3.94994
10072.2 3.72660
10073.3 3.65114
10075.7 3.60142
10080.3 3.53298
10089.5 3.41551
10108.0 3.21112
10126.5 3.01760
10144.9 2.80690
10163.4 2.54317
10172.7 2.37413
10181.9 2.16734
10191.1 1.91780
10195.7 1.78943
10200.4 1.69811
10205.0 1.77159
10207.3 1.99699
10209.6 2.55119
10211.9 3.88362
10213.1 5.18962
10214.2 7.32760
10215.4 11.0530
10216.5 17.8054
10217.7 30.9465
10218.3 42.0687
10218.8 57.6285
10219.9 102.839
10221.0 143.509
10222.1 127.949
10223.2 88.9837
10224.4 57.7685
10225.7 40.2689
10226.9 30.1413
10228.2 23.9013
10229.4 19.7366
10230.7 16.8544
10233.2 13.1564
10235.7 10.9369
10238.1 9.49045
10243.1 7.73798
10248.1 6.72749
10253.1 6.07759
10258.1 5.62511
10263.1 5.29211
10273.0 4.83331
10283.0 4.53024
10288.0 4.41358
10293.0 4.31479
10297.9 4.24113
10300.4 4.26289
10301.7 4.48270
10302.0 4.70879
10302.3 5.30394
10302.5 6.07847
10302.6 7.79684
10302.7 9.81788
10302.8 14.0303
10302.8 18.0339
10302.9 24.7968
10302.9 37.0244
10302.9 56.8954
10303.0 85.7211
10303.0 109.509
10303.0 85.8641
10303.1 57.0663
10303.1 37.1819
10303.2 24.9303
10303.2 18.1460
10303.2 14.9564
10303.3 10.2534
10303.4 8.24387
10303.5 6.26030
10303.7 5.42638
10304.0 4.75206
10304.3 4.49578
10304.9 4.28883
10305.4 4.20665
10307.8 4.09839
10312.5 4.01519
10322.0 3.89456
10340.9 3.67638
10350.3 3.54974
10355.0 3.47053
10359.8 3.36931
10364.5 3.22562
10366.8 3.12488
10369.2 2.99021
10371.6 2.80021
10373.9 2.52433
10375.1 2.36473
10376.3 2.32691
10376.9 2.57995
10377.2 2.94628
10377.5 3.65964
10377.8 5.20428
10377.9 6.59276
10378.1 8.57107
10378.2 11.9213
10378.4 17.5042
10378.5 27.1590
10378.6 42.6134
10378.8 75.1313
10379.0 104.515
10379.2 94.2203
10379.4 66.6193
10379.6 43.7486
10379.8 31.3538
10380.0 23.7288
10380.2 19.1970
10380.4 16.0314
10380.6 13.9230
10381.0 11.1951
10381.4 9.50877
10381.8 8.40471
10382.6 7.07984
10383.4 6.30668
10384.3 5.81486
10385.1 5.47252
10385.9 5.22108
10387.5 4.87532
10389.1 4.65025
10390.8 4.49171
10392.4 4.37425
10395.6 4.20873
10398.9 4.09739
10405.4 3.95295
10411.9 3.86005
10418.4 3.79273
10431.4 3.69673
10444.5 3.62681
10457.5 3.57022
10483.5 3.47625
10509.5 3.38946
10522.6 3.34250
10535.6 3.28762
10548.6 3.21502
10555.1 3.16526
10561.6 3.09795
10568.1 2.99714
10571.4 2.92303
10574.6 2.82039
10577.9 2.66650
10579.5 2.55718
10581.1 2.41497
10582.8 2.22712
10584.4 2.01828
10585.2 1.99336
10585.6 2.08466
10586.0 2.36118
10586.4 3.12272
10586.6 3.88748
10586.8 5.18424
10587.0 7.63616
10587.2 12.0953
10587.3 15.7844
10587.4 21.1190
10587.5 28.9320
10587.6 40.3513
10587.8 72.3018
10588.0 101.680
10588.2 91.1339
10588.4 63.7596
10588.5 46.6386
10588.7 35.3654
10588.8 27.9521
10589.0 23.2003
10589.3 16.9291
10589.5 13.5009
10589.8 11.2834
10590.1 9.84365
10590.7 8.05067
10591.3 6.98332
10591.9 6.29433
10592.5 5.81645
10593.1 5.47229
10594.2 4.99620
10595.4 4.69185
10596.6 4.47801
10597.8 4.32201
10600.1 4.10676
10602.5 3.96564
10604.8 3.86561
10607.2 3.79095
10611.9 3.68511
10616.5 3.61303
10625.9 3.51764
10635.3 3.45377
10644.7 3.40467
10663.5 3.32453
10682.3 3.24586
10691.7 3.19900
10701.1 3.13951
10710.4 3.05392
10715.1 2.99188
10719.8 2.90568
10724.5 2.77435
10726.9 2.67832
10729.2 2.54794
10731.6 2.36105
10733.9 2.09076
10735.1 1.94020
10736.3 1.93436
10736.9 2.23117
10737.2 2.61999
10737.4 3.37784
10737.7 4.98471
10737.9 6.40587
10738.0 8.40444
10738.2 11.7356
10738.3 16.7190
10738.5 25.5643
10738.6 39.3271
10738.8 71.7565
10739.0 99.9790
10739.1 99.6493
10739.2 89.2002
10739.4 63.0025
10739.6 46.3639
10739.7 35.3175
10739.9 28.0031
10740.0 23.2724
10740.3 17.0272
10740.7 13.5885
10741.0 11.3615
10741.3 9.90904
10741.9 8.09671
10742.5 7.01673
10743.2 6.32753
10743.8 5.83999
10744.4 5.48850
10745.7 5.00284
10746.9 4.69226
10748.2 4.47573
10749.4 4.31635
10751.9 4.09688
10754.4 3.95389
10756.9 3.85244
10759.4 3.77705
10764.4 3.67125
10769.5 3.60003
10774.5 3.54823
10779.5 3.50850
10789.5 3.45026
10799.5 3.40854
10819.5 3.34978
10839.6 3.30739
10859.6 3.27314
10899.7 3.21612
10979.8 3.11238
10999.9 3.08375
11019.9 3.05208
