Ba-136(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 37.1803
1.25000E-05 33.5711
1.50000E-05 30.9069
2.00000E-05 27.1673
2.75000E-05 23.6090
3.50000E-05 21.2672
4.25000E-05 19.5766
5.00000E-05 18.2823
6.25000E-05 16.6683
7.50000E-05 15.4768
0.000100000 13.8044
0.000125000 12.6630
0.000150000 11.8205
0.000200000 10.6379
0.000275000 9.51269
0.000350000 8.77214
0.000425000 8.23753
0.000500000 7.82825
0.000625000 7.31783
0.000750000 6.94105
0.00100000 6.41217
0.00125000 6.05124
0.00150000 5.78481
0.00200000 5.41083
0.00275000 5.05498
0.00350000 4.82078
0.00425000 4.65170
0.00500000 4.52226
0.00625000 4.36083
0.00750000 4.24166
0.0100000 4.07437
0.0125000 3.96020
0.0150000 3.87592
0.0200000 3.75759
0.0253000 3.67275
0.0314750 3.60237
0.0376500 3.55009
0.0500000 3.47628
0.0625000 3.42511
0.0750000 3.38731
0.100000 3.33420
0.125000 3.29789
0.150000 3.27104
0.200000 3.23323
0.275000 3.19708
0.350000 3.17310
0.500000 3.14219
0.750000 3.11244
1.00000 3.09409
1.50000 3.07111
2.00000 3.05625
2.75000 3.04059
3.50000 3.02892
5.00000 3.01127
7.50000 2.98946
10.0000 2.97202
15.0000 2.94336
20.0000 2.91937
27.5000 2.88869
35.0000 2.86241
50.0000 2.81887
75.0000 2.76357
100.000 2.72149
125.000 2.68757
150.000 2.65896
200.000 2.61119
261.914 2.55959
323.828 2.50556
354.785 2.47273
385.741 2.43044
401.220 2.40269
416.698 2.36685
424.438 2.34382
432.177 2.31454
436.046 2.29559
437.981 2.28414
439.916 2.27055
441.851 2.25355
442.818 2.24311
443.786 2.23103
444.753 2.21792
445.237 2.21255
445.720 2.21189
445.962 2.21644
446.204 2.22863
446.446 2.25693
446.688 2.32253
446.809 2.38557
446.930 2.48929
447.051 2.67006
447.171 3.01239
447.232 3.30447
447.292 3.74875
447.353 4.46298
447.413 5.69734
447.474 8.07477
447.504 10.1537
447.534 13.4137
447.565 18.9015
447.595 28.8974
447.610 37.1337
447.625 49.1525
447.633 57.2647
447.640 67.0677
447.648 79.2148
447.655 93.7473
447.666 120.713
447.678 151.653
447.700 192.464
447.711 182.922
447.723 157.342
447.745 100.991
447.771 60.5103
447.796 39.2757
447.822 27.5623
447.847 20.5995
447.873 16.1575
447.898 13.1850
447.949 9.56827
448.000 7.53194
448.051 6.27455
448.153 4.85585
448.255 4.10844
448.357 3.66326
448.460 3.37388
448.562 3.17413
448.766 2.92049
448.970 2.76944
449.174 2.67070
449.378 2.60175
449.786 2.51254
450.195 2.45771
451.011 2.39369
451.828 2.35686
452.644 2.33218
454.277 2.29930
455.910 2.27627
457.543 2.25751
460.809 2.22497
467.341 2.16147
473.873 2.08585
480.404 1.98482
486.936 1.83738
490.202 1.73403
493.468 1.59871
496.734 1.41515
498.367 1.29784
500.000 1.15891
501.224 1.03975
502.447 0.910952
503.671 0.787342
504.894 0.723204
505.506 0.764388
505.812 0.825025
506.118 0.929217
506.271 1.00388
506.424 1.09812
506.730 1.36510
506.883 1.55128
507.036 1.78471
507.188 2.07840
507.341 2.44957
507.494 2.92188
507.647 3.52681
507.800 4.31025
507.953 5.33573
508.106 6.69953
508.259 8.54318
508.412 11.0914
508.565 14.7083
508.718 20.0197
508.871 28.1458
509.024 41.3016
509.177 64.2195
509.253 82.4703
509.330 108.645
509.406 147.792
509.483 209.418
509.559 313.504
509.635 504.830
509.674 664.078
509.712 897.432
509.750 1247.93
509.788 1774.41
509.844 2903.20
509.900 3707.80
509.956 3031.41
510.012 1935.89
510.066 1230.74
510.121 823.882
510.175 583.596
510.230 433.990
510.284 335.349
510.339 267.373
510.448 182.664
510.557 133.847
510.666 103.185
510.883 68.0929
511.101 49.3770
511.319 38.1385
511.537 30.8029
511.755 25.7218
512.191 19.2595
512.626 15.4079
513.062 12.8942
513.498 11.1443
514.369 8.89617
515.241 7.53202
516.112 6.62426
516.983 5.97935
518.726 5.12364
520.469 4.57182
521.341 4.35635
521.776 4.25920
522.212 4.17100
522.648 4.10384
522.866 4.09276
523.083 4.12459
523.301 4.27587
523.410 4.46878
523.519 4.85849
523.628 5.73065
523.683 6.59000
523.737 8.08118
523.791 10.9445
523.819 13.4264
523.846 17.2725
523.873 23.6278
523.900 34.8532
523.914 43.8154
523.928 56.5092
523.941 74.7551
523.955 100.869
523.966 129.997
523.977 163.623
524.000 209.017
524.011 199.566
524.023 172.575
524.045 112.423
524.060 84.2906
524.074 64.7110
524.103 41.3691
524.133 29.0842
524.162 22.0372
524.191 17.6302
524.220 14.7156
524.278 11.1991
524.336 9.23416
524.394 8.01776
524.510 6.63665
524.626 5.89818
524.743 5.44862
524.859 5.14950
524.975 4.93713
525.207 4.65581
525.440 4.47655
525.905 4.25561
526.369 4.11818
526.834 4.01949
527.764 3.87831
529.623 3.69277
531.482 3.56378
535.201 3.38367
538.919 3.25945
546.356 3.09574
553.793 2.99144
561.229 2.91866
568.666 2.86471
583.540 2.78951
598.413 2.73897
613.287 2.70216
643.034 2.65096
672.781 2.61582
702.528 2.58921
762.023 2.54941
881.011 2.49300
1000.00 2.44789
1159.41 2.39211
1318.81 2.33508
1398.51 2.30454
1438.36 2.28851
1478.21 2.27187
1518.07 2.25465
1557.92 2.23720
1577.84 2.22910
