Cd-114(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 15.3578
1.25000E-05 13.7364
1.50000E-05 12.5396
2.00000E-05 10.8596
2.75000E-05 9.26108
3.50000E-05 8.20907
4.25000E-05 7.44961
5.00000E-05 6.86820
6.25000E-05 6.14311
7.50000E-05 5.60786
0.000100000 4.85655
0.000125000 4.34383
0.000150000 3.96536
0.000200000 3.43410
0.000275000 2.92861
0.000350000 2.59594
0.000425000 2.35578
0.000500000 2.17192
0.000625000 1.94263
0.000750000 1.77337
0.00100000 1.53578
0.00125000 1.37365
0.00150000 1.25396
0.00200000 1.08597
0.00275000 0.926117
0.00350000 0.820917
0.00425000 0.744973
0.00500000 0.686833
0.00625000 0.614325
0.00750000 0.560802
0.0100000 0.485673
0.0125000 0.434403
0.0150000 0.396558
0.0200000 0.343435
0.0253000 0.305357
0.0314750 0.273776
0.0376500 0.250326
0.0500000 0.217231
0.0625000 0.194307
0.0750000 0.177385
0.100000 0.153634
0.125000 0.137427
0.150000 0.125465
0.200000 0.108676
0.275000 0.0927046
0.350000 0.0821967
0.500000 0.0688090
0.750000 0.0562349
1.00000 0.0487468
1.50000 0.0398778
2.00000 0.0346023
2.75000 0.0295969
3.50000 0.0263150
5.00000 0.0221565
7.50000 0.0182954
10.0000 0.0160382
15.0000 0.0134576
20.0000 0.0120302
27.5000 0.0108662
35.0000 0.0103618
42.5000 0.0103880
50.0000 0.0117489
51.5972 0.0129885
53.1944 0.0163760
53.9930 0.0209998
54.3923 0.0255866
54.7916 0.0339249
55.1909 0.0516085
55.3906 0.0690453
55.5902 0.100435
55.6900 0.126533
55.7899 0.165848
55.8897 0.229075
55.9895 0.340306
56.0893 0.563758
56.1392 0.771214
56.1892 1.12025
56.2391 1.77418
56.2640 2.33764
56.2890 3.21252
56.3139 4.66887
56.3389 7.31658
56.3514 9.49964
56.3639 12.6937
56.3763 17.4769
56.3888 24.6297
56.4067 39.4257
56.4246 49.2934
56.4425 39.4205
56.4604 24.6315
56.4817 13.9171
56.5029 8.52005
56.5242 5.64666
56.5454 3.98457
56.5667 2.95062
56.5880 2.26842
56.6305 1.45727
56.6730 1.01405
56.7155 0.746556
56.8006 0.454354
56.8856 0.306933
56.9706 0.222417
57.0557 0.169536
57.1407 0.134278
57.3108 0.0916579
57.4809 0.0678674
57.8210 0.0436413
58.1612 0.0321869
58.5013 0.0258896
59.1816 0.0195827
60.5422 0.0151158
61.9029 0.0136581
67.3453 0.0130249
78.2302 0.0161532
89.1151 0.0242961
94.5576 0.0328708
100.000 0.0492526
102.509 0.0623319
105.019 0.0823765
107.528 0.115412
110.038 0.175773
111.292 0.226783
112.547 0.304965
113.802 0.433811
115.056 0.669090
115.684 0.867702
116.311 1.17158
116.938 1.67119
117.566 2.57941
117.879 3.34254
117.958 3.58687
118.036 3.85876
118.115 4.16291
118.193 4.50465
118.272 4.89094
118.350 5.32874
118.389 5.57009
118.428 5.82826
118.507 6.40169
118.585 7.06437
118.664 7.83583
118.742 8.74124
118.820 9.81353
118.899 11.0981
118.977 12.6508
119.056 14.5542
119.134 16.9223
119.213 19.9196
119.291 23.7903
119.369 28.9091
119.448 35.8755
119.526 45.7110
119.605 60.1881
119.683 82.7756
119.761 120.829
119.801 150.433
119.840 192.258
119.879 253.945
119.918 350.002
119.957 510.403
119.997 803.676
120.016 1046.64
120.036 1403.78
120.055 1941.50
120.075 2750.56
120.103 4381.88
120.130 5462.64
120.158 4383.25
120.185 2751.17
120.205 1944.92
120.224 1407.96
120.244 1050.69
120.263 807.296
120.302 513.103
120.341 352.300
120.380 255.621
120.419 193.513
120.497 121.643
120.575 83.2881
120.653 60.5485
120.731 45.9547
120.809 36.0643
120.965 23.8873
121.120 16.9706
121.276 12.6711
121.432 9.81842
121.744 6.38843
122.056 4.48418
122.368 3.31900
122.679 2.55497
123.303 1.64680
123.926 1.14865
124.550 0.846312
125.174 0.649281
126.421 0.416675
127.668 0.289949
128.915 0.213446
130.162 0.163787
