Br-79(n,g) ENDF/B-VII.1
1192.28 5.35748
1192.40 4.51175
1192.63 4.00830
1193.11 4.06837
1194.07 4.99009
1195.02 6.54285
1195.98 9.04648
1196.93 13.3533
1197.41 16.7361
1197.89 21.5129
1198.37 28.5281
1198.85 39.2067
1199.32 56.0117
1199.80 82.5486
1200.40 131.672
1201.00 164.206
1201.61 131.075
1202.21 81.7048
1202.61 58.8700
1203.01 43.3554
1203.81 25.4674
1204.61 16.4392
1205.41 11.4019
1206.21 8.33791
1207.01 6.35282
1208.62 4.03026
1210.22 2.78228
1211.82 2.03833
1215.02 1.23905
1218.22 0.853343
1221.42 0.673940
1223.02 0.663513
1224.63 0.788459
1225.43 1.01156
1225.83 1.23849
1226.23 1.64368
1226.63 2.46010
1226.83 3.20943
1227.03 4.45156
1227.23 6.72027
1227.33 8.62218
1227.43 11.4937
1227.53 16.0837
1227.63 23.9519
1227.73 38.5417
1227.78 50.4277
1227.83 66.9857
1227.87 85.9896
1227.91 107.188
1228.00 133.566
1228.09 106.683
1228.17 66.9671
1228.26 41.8936
1228.34 27.7423
1228.42 19.3524
1228.51 14.2285
1228.67 8.56280
1228.84 5.74414
1229.01 4.13820
1229.17 3.14645
1229.51 2.04071
1229.84 1.46735
1230.17 1.13328
1230.84 0.775491
1231.51 0.595949
1232.18 0.491540
1233.51 0.378786
1234.84 0.323610
1236.18 0.305344
1236.84 0.319468
1237.51 0.383739
1237.85 0.474834
1238.01 0.560188
1238.18 0.701191
1238.35 0.959023
1238.51 1.48957
1238.60 1.99593
1238.68 2.83451
1238.76 4.33313
1238.84 7.11380
1238.92 11.2699
1239.00 14.0469
1239.08 11.2670
1239.16 7.10838
1239.21 5.05109
1239.27 3.71383
1239.32 2.81127
1239.38 2.20909
1239.49 1.47478
1239.60 1.07574
1239.71 0.833699
1239.82 0.677916
1240.04 0.497141
1240.49 0.340229
1240.93 0.274456
1241.81 0.217805
1242.70 0.191711
1246.24 0.146917
1253.33 0.107800
1267.50 0.0722238
1281.67 0.0601283
1288.76 0.0687947
1290.53 0.0796411
1292.30 0.109172
1293.19 0.148027
1293.63 0.185238
1294.07 0.250152
1294.51 0.380187
1294.74 0.501016
1294.96 0.703234
1295.18 1.08385
1295.29 1.41248
1295.40 1.91837
1295.51 2.76852
1295.62 4.30213
1295.68 5.59236
1295.73 7.45171
1295.79 10.2357
1295.84 14.4034
1295.92 23.0417
1296.00 28.8147
1296.08 23.0408
1296.16 14.4027
1296.23 9.14241
1296.31 6.12348
1296.38 4.32281
1296.45 3.19431
1296.60 1.93360
1296.74 1.30188
1296.89 0.940292
1297.04 0.718046
1297.33 0.469139
1297.62 0.342032
1297.92 0.269670
1298.50 0.198762
1299.09 0.176084
1299.67 0.193357
1299.97 0.232445
1300.26 0.334016
1300.41 0.448541
1300.55 0.677325
1300.63 0.885105
1300.70 1.21931
1300.77 1.78502
1300.85 2.76384
1300.92 4.37531
1301.00 5.43349
1301.08 4.35216
1301.16 2.76185
1301.24 1.67577
1301.32 1.10160
1301.41 0.777805
1301.49 0.586963
1301.66 0.382834
1301.82 0.284016
1302.16 0.196307
1302.49 0.160691
1303.16 0.135235
1303.82 0.130581
1305.16 0.145344
1306.49 0.188251
1307.83 0.286605
1308.50 0.384336
1309.16 0.559196
1309.50 0.703507
1309.83 0.918160
1310.16 1.25972
1310.50 1.84712
1310.83 2.99479
1311.00 4.02673
1311.16 5.69063
1311.33 8.65924
1311.41 11.0970
1311.50 14.6356
1311.58 20.1545
1311.66 29.0271
1311.71 35.6644
1311.75 44.2449
1311.79 55.9483
1311.83 71.0118
1311.87 91.0645
1311.92 113.397
1312.00 141.572
1312.04 133.104
1312.09 113.389
1312.17 71.0033
1312.24 46.4692
1312.32 31.7970
1312.39 22.7546
1312.46 16.9490
1312.61 10.3399
1312.76 6.92369
1312.90 4.95174
1313.05 3.71751
1313.34 2.32424
1313.63 1.60153
1313.92 1.18235
1314.51 0.751021
1315.09 0.571184
1315.68 0.555910
1315.97 0.647791
1316.11 0.750217
1316.26 0.928611
1316.41 1.25669
1316.55 1.92394
1316.63 2.53230
1316.70 3.51111
1316.77 5.16512
1316.84 8.01677
1316.92 12.6957
1317.00 15.8141
1317.08 12.6846
1317.16 7.99523
1317.22 5.47308
1317.28 3.88112
1317.34 2.86888
1317.40 2.20287
1317.53 1.42477
1317.65 1.01115
1317.78 0.766928
1317.90 0.610851
1318.15 0.429826
1318.40 0.330868
1318.64 0.270366
1319.14 0.200951
1320.13 0.138319
1321.12 0.109038
1323.10 0.0805567
1325.08 0.0666692
1329.04 0.0535351
1333.00 0.0478690
1340.92 0.0450288
1344.89 0.0486061
1346.87 0.0613567
1347.36 0.0730371
1347.86 0.102346
1348.10 0.137484
1348.35 0.216692
1348.48 0.300030
1348.60 0.458406
1348.72 0.803613
1348.79 1.13365
1348.85 1.64864
1348.92 2.60642
1349.00 3.24325
1349.08 2.60637
1349.15 1.64865
1349.20 1.21034
1349.25 0.908547
1349.35 0.559387
1349.45 0.380093
1349.55 0.278846
1349.75 0.176205
1349.95 0.128979
1350.35 0.0882547
1350.74 0.0719528
1352.33 0.0555087
1355.50 0.0563462
1357.09 0.0620445
1358.67 0.0764788
1359.47 0.0944574
1360.26 0.140332
1360.66 0.197721
1360.85 0.250198
1361.05 0.337482
1361.25 0.499640
1361.35 0.636908
1361.45 0.847183
1361.55 1.19038
1361.65 1.79710
1361.75 2.97570
1361.80 3.99161
1361.85 5.42798
1361.92 8.65911
1362.00 10.7712
1362.08 8.61489
1362.16 5.42812
1362.22 3.53912
1362.29 2.41080
1362.36 1.72632
1362.43 1.29215
1362.57 0.803895
1362.71 0.555853
1362.84 0.412543
1362.98 0.323445
1363.26 0.223875
1363.81 0.142997
1364.36 0.112742
1365.46 0.0926032
1366.56 0.0891946
1368.76 0.0992144
1370.97 0.126895
1373.17 0.188794
1374.27 0.249999
1375.37 0.359757
1375.92 0.450699
1376.47 0.586885
1377.02 0.805098
1377.57 1.18547
1378.12 1.94243
1378.40 2.63585
1378.67 3.78728
1378.95 5.91207
1379.09 7.70926
1379.22 10.4237
1379.36 14.8442
1379.50 22.4895
1379.57 28.5693
1379.64 37.1293
1379.71 49.3600
1379.77 66.4414
1379.89 106.322
1380.00 132.923
1380.11 106.310
1380.23 66.4282
1380.31 46.3036
1380.39 33.1525
1380.48 24.5398
1380.56 18.7440
1380.72 11.8257
1380.89 8.08231
1381.06 5.85631
1381.22 4.43380
1381.55 2.79450
1381.89 1.92527
1382.22 1.41103
1382.88 0.860338
1383.55 0.587249
1384.21 0.433314
1385.54 0.276807
1386.86 0.207698
1388.19 0.185180
1388.85 0.196594
1389.52 0.251835
1389.85 0.329877
1390.02 0.402716
1390.18 0.523620
1390.35 0.743071
1390.51 1.19712
1390.60 1.62459
1390.68 2.33969
1390.76 3.61867
1390.84 5.95438
1390.92 9.47791
1391.00 11.8335
1391.08 9.47592
1391.16 5.95081
1391.25 3.39542
1391.34 2.11309
1391.44 1.43188
1391.53 1.04151
1391.62 0.795495
1391.71 0.634619
1391.90 0.441460
1392.08 0.335318
1392.27 0.270796
1392.64 0.199379
1393.38 0.140625
1394.12 0.116641
1395.60 0.0963580
1397.08 0.0877439
1403.00 0.0807608
1408.92 0.0947602
1410.40 0.106802
1411.88 0.136437
1412.62 0.173793
1412.99 0.208983
1413.36 0.269812
1413.73 0.389586
1413.92 0.498847
1414.10 0.679511
1414.29 1.00948
1414.38 1.28838
1414.47 1.70596
1414.57 2.38365
1414.66 3.53981
1414.75 5.72911
1414.84 10.0083
1414.92 16.0170
1415.00 19.9629
1415.08 15.9353
1415.16 10.0080
1415.22 6.73990
1415.29 4.70519
1415.35 3.42682
1415.41 2.59396
1415.54 1.63203
1415.67 1.13091
1415.80 0.836272
1415.92 0.650875
1416.18 0.441087
1416.44 0.331106
1416.69 0.267114
1417.20 0.199624
1418.22 0.149564
1419.24 0.133376
1423.33 0.131566
1427.42 0.154280
1431.50 0.193560
1435.59 0.259879
1439.67 0.383262
1441.72 0.490436
1443.76 0.662545
1445.80 0.990111
1446.82 1.38219
1447.08 1.60094
1447.33 2.01764
1447.46 2.42031
1447.59 3.14860
1447.72 4.71337
1447.78 6.20653
1447.84 8.54955
1447.92 12.8398
1448.00 15.7116
1448.08 12.9014
1448.16 8.67338
1448.26 5.48435
1448.35 3.98263
1448.45 3.22691
1448.55 2.81929
1448.75 2.45915
1448.94 2.35661
1449.73 2.67814
1450.51 3.52616
1451.29 5.02368
1451.69 6.19746
1452.08 7.84975
1452.47 10.2782
1452.86 14.0395
1453.25 20.2717
1453.65 31.5350
1453.84 40.7579
1454.04 54.1657
1454.23 74.0767
1454.43 103.570
1454.72 164.690
1455.00 205.051
1455.29 163.494
1455.58 101.749
1455.84 65.7029
1456.10 44.4073
1456.36 31.5334
1456.61 23.3858
1457.13 14.2443
1457.65 9.59133
1458.16 6.94076
1458.68 5.30626
1459.71 3.52129
1460.74 2.69313
1461.77 2.40234
1462.29 2.48201
1462.81 2.91797
1463.06 3.50288
1463.32 4.85363
1463.45 6.27121
1463.58 8.95332
1463.65 11.2767
1463.71 14.7574
1463.77 20.3249
1463.84 29.0129
1463.88 36.6860
1463.92 45.2319
1464.00 56.0435
1464.08 45.2590
1464.16 29.0693
1464.25 18.5064
1464.33 12.6827
1464.41 9.37324
1464.49 7.37745
1464.66 5.25612
1464.83 4.25638
1465.16 3.45294
1465.49 3.25895
1466.15 3.57201
1466.81 4.56944
1467.47 6.63620
1467.81 8.43334
1468.14 11.1982
1468.47 15.6997
1468.80 23.5860
1468.96 29.8585
1469.13 38.6472
1469.30 51.2992
1469.46 69.1936
1469.73 110.412
1470.00 137.866
1470.27 110.342
1470.54 69.0960
1470.73 48.7215
1470.93 35.2999
1471.12 26.3968
1471.31 20.3432
1471.69 13.0226
1472.08 9.02901
1472.46 6.62903
1472.85 5.08985
1473.62 3.30219
1474.38 2.34478
1475.15 1.77560
1476.69 1.16513
1478.23 0.878961
1479.76 0.778327
1480.53 0.823311
1481.30 1.05706
1481.69 1.39493
1481.88 1.71339
1482.07 2.24782
1482.26 3.23323
1482.36 4.06424
1482.45 5.32441
1482.55 7.34904
1482.65 10.8424
1482.74 17.3788
1482.84 30.2753
1482.92 48.2636
1483.00 60.0475
1483.08 48.0206
1483.16 30.2591
1483.25 17.8323
1483.35 11.3120
1483.44 7.73556
1483.53 5.62400
1483.62 4.29112
1483.71 3.40193
1483.89 2.33204
1484.07 1.73953
1484.26 1.37775
1484.62 0.976878
1484.98 0.768662
1485.35 0.645691
1486.07 0.510950
1487.53 0.396467
1488.98 0.346187
1491.89 0.302652
1494.80 0.290023
1500.62 0.313994
1506.44 0.404079
1512.26 0.619654
1515.17 0.833060
1518.08 1.20788
1519.54 1.51023
1520.99 1.95148
1522.45 2.63034
1523.90 3.75061
1524.63 4.60502
1525.36 5.78721
1526.08 7.48938
1526.81 10.0470
1527.54 14.1228
1528.27 21.0562
1528.99 33.7892
1529.36 44.0835
1529.72 58.2749
1530.36 92.9567
1531.00 115.941
1531.65 92.5752
1532.29 57.7340
1532.91 36.2166
1533.52 23.8934
1534.14 16.6606
1534.76 12.1816
1535.99 7.25836
1537.23 4.79600
1538.46 3.40406
1539.69 2.54538
1542.16 1.58983
1544.63 1.10173
1547.10 0.822440
1552.03 0.541863
1556.97 0.432977
1561.91 0.435601
1564.37 0.504721
1565.61 0.580516
1566.84 0.718733
1568.08 1.00428
1568.69 1.27720
1569.31 1.75330
1569.93 2.70215
1570.24 3.58068
1570.54 5.04933
1570.85 7.80099
1571.01 10.1590
1571.16 13.8115
1571.31 19.8673
1571.39 24.4777
1571.47 30.8247
1571.55 39.8097
1571.62 52.8913
1571.70 72.3609
1571.78 101.296
1571.89 161.658
1572.00 201.823
1572.06 190.011
1572.11 161.648
1572.22 101.289
1572.36 57.2227
1572.49 35.2169
1572.63 23.4211
1572.76 16.6567
1572.89 12.4201
1573.03 9.64873
1573.29 6.34423
1573.56 4.54423
1573.83 3.46264
1574.36 2.29390
1574.89 1.71636
1575.43 1.39916
1576.49 1.10465
1577.56 1.01435
1578.63 1.02672
1580.76 1.27488
1581.83 1.53317
1582.90 1.93676
1583.96 2.58677
1584.50 3.06510
1585.03 3.70348
1585.57 4.58286
1586.10 5.83520
1586.63 7.69884
1587.17 10.6261
1587.70 15.5945
1587.97 19.4574
1588.23 24.8546
1588.50 32.7056
1588.77 44.4894
1589.03 62.7010
1589.30 90.7938
1589.65 144.564
1590.00 180.120
1590.36 143.671
1590.71 89.4386
1591.05 56.2312
1591.38 37.1656
1591.72 25.9487
1592.06 19.0056
1592.73 11.3306
1593.40 7.48759
1594.08 5.30669
1594.75 3.95999
1596.10 2.45408
1597.44 1.67660
1598.79 1.22414
1601.48 0.745162
1604.18 0.509478
1606.87 0.376106
1612.26 0.238083
1617.65 0.172292
1623.03 0.138766
1628.42 0.137694
1629.77 0.155281
1631.11 0.210544
1631.79 0.285898
1632.12 0.357799
1632.46 0.481049
1632.80 0.719466
1632.96 0.930329
1633.13 1.26743
1633.30 1.85656
1633.47 2.99361
1633.55 3.99435
1633.64 5.55578
1633.72 8.09458
1633.81 12.2752
1633.90 19.6014
1634.00 24.4093
1634.10 19.5201
1634.20 12.2729
1634.26 8.82364
1634.33 6.51697
1634.46 3.86255
1634.59 2.52351
1634.72 1.77585
1634.85 1.32178
1634.98 1.02723
1635.24 0.682698
1635.50 0.496734
1635.76 0.386041
1636.28 0.265879
1636.80 0.205304
1637.32 0.170536
1638.36 0.133823
1640.44 0.105120
1642.52 0.0943933
1646.68 0.0956875
1647.72 0.106429
1648.76 0.138436
1649.28 0.181317
1649.80 0.291304
1650.06 0.424481
1650.19 0.542023
1650.32 0.729174
1650.45 1.05181
1650.58 1.67121
1650.65 2.21090
1650.71 3.04453
1650.78 4.38220
1650.84 6.55096
1650.92 10.4362
1651.00 13.0256
1651.08 10.4355
1651.16 6.55006
1651.25 3.81009
1651.33 2.39295
1651.42 1.62391
1651.51 1.17725
1651.60 0.893038
1651.69 0.706150
1651.87 0.480620
1652.04 0.355873
1652.22 0.280688
1652.57 0.198052
1653.28 0.131799
1653.99 0.106325
1655.41 0.0867776
1656.83 0.0794640
1662.50 0.0735358
1668.17 0.0841399
1669.59 0.0954198
1671.01 0.125569
1671.72 0.164967
1672.07 0.202551
1672.43 0.267604
1672.78 0.396222
1672.96 0.513077
1673.14 0.705608
1673.31 1.05506
1673.40 1.34849
1673.49 1.78445
1673.58 2.48528
1673.67 3.66299
1673.76 5.84615
1673.84 9.98372
1673.92 15.9587
1674.00 19.8700
1674.08 15.8776
1674.16 9.98310
1674.25 5.71426
1674.34 3.55952
1674.43 2.38809
1674.52 1.71381
1674.62 1.28781
1674.71 1.00901
1674.89 0.675736
1675.07 0.491976
1675.25 0.381509
1675.62 0.260389
1675.98 0.199314
1676.35 0.164633
1677.08 0.129063
1678.54 0.104347
1680.00 0.0986151
1681.46 0.101222
1682.92 0.115282
1683.65 0.134568
1684.38 0.184621
1684.75 0.247039
1685.11 0.397752
1685.30 0.569428
1685.48 0.928456
1685.57 1.27829
1685.66 1.87342
1685.75 2.97889
1685.84 5.14060
1685.92 8.19869
1686.00 10.2066
1686.08 8.15730
1686.16 5.14074
1686.22 3.43682
1686.29 2.40396
1686.35 1.75877
1686.42 1.34019
1686.55 0.858697
1686.68 0.607357
1686.94 0.369681
1687.20 0.265826
1687.72 0.180360
1688.24 0.147715
1689.28 0.124575
1690.32 0.118387
1694.49 0.128099
1698.65 0.158635
1702.81 0.215807
1706.98 0.333501
1709.06 0.445317
1711.14 0.639223
1713.22 1.02337
1714.26 1.37774
1715.31 1.97448
1716.35 3.10545
1716.87 4.10174
1717.39 5.69142
1717.91 8.47510
1718.17 10.7153
1718.43 13.9806
1718.69 18.9962
1718.95 27.0772
1719.21 40.9013
1719.47 65.2079
1719.74 103.724
1720.00 129.399
1720.27 104.250
1720.53 66.6653
1720.80 43.0107
1721.06 30.3432
1721.32 23.9551
1721.59 21.5037
1721.85 22.3773
1721.98 24.3147
1722.11 27.6707
1722.25 33.0813
1722.38 41.6479
1722.51 55.2032
1722.64 76.1569
1722.73 95.8561
1722.82 118.451
1723.00 146.360
1723.09 137.697
1723.18 117.272
1723.36 74.2920
1723.52 48.4297
1723.69 33.1404
1723.85 23.9097
1724.02 18.0521
1724.34 11.4137
1724.67 7.96368
1725.00 5.92782
1725.33 4.62271
1725.98 3.09221
1726.64 2.24789
1727.29 1.72788
1728.60 1.13871
1729.91 0.828712
1731.22 0.653919
1732.53 0.596465
1732.86 0.630417
1733.19 0.745614
1733.35 0.888126
1733.52 1.19137
1733.60 1.47937
1733.68 1.96165
1733.76 2.82135
1733.84 4.37908
1733.92 6.74263
1734.00 8.31531
1734.08 6.73470
1734.16 4.36344
1734.23 2.86970
1734.31 2.01887
1734.38 1.52128
1734.46 1.21661
1734.61 0.875215
1734.76 0.703228
1735.07 0.539755
1735.37 0.464885
1736.58 0.359255
1739.00 0.313748
1740.21 0.331645
1741.42 0.420295
1742.02 0.549963
1742.33 0.675973
1742.63 0.894001
1742.93 1.32037
1743.08 1.70097
1743.23 2.31518
1743.38 3.40433
1743.54 5.55115
1743.61 7.50025
1743.69 10.5727
1743.76 15.8013
1743.84 24.6369
1743.92 39.4187
1744.00 49.1244
1744.08 39.2235
1744.16 24.6328
1744.22 17.8211
1744.27 13.2466
1744.38 7.92654
1744.48 5.19406
1744.59 3.67520
1744.70 2.74056
1744.80 2.13859
1745.01 1.43129
1745.23 1.04768
1745.44 0.819051
1745.86 0.570209
1746.29 0.445364
1746.71 0.374075
1747.56 0.300361
1749.27 0.247945
1750.97 0.235003
1754.37 0.250828
1757.77 0.311229
1761.17 0.453681
1762.87 0.594765
1764.57 0.843916
1765.42 1.04657
1766.27 1.34433
1767.12 1.80749
1767.97 2.58418
1768.40 3.18564
1768.82 4.03171
1769.25 5.27254
1769.67 7.19007
1770.10 10.3579
1770.31 12.7677
1770.52 16.0587
1770.73 20.7206
1770.95 27.4409
1771.16 37.4277
1771.37 52.0979
1771.69 83.2846
1772.00 104.059
1772.32 83.2529
1772.63 52.0674
1772.82 38.6193
1773.01 29.1301
1773.39 17.7306
1773.78 11.7209
1774.16 8.27505
1774.54 6.13496
1774.92 4.73127
1775.68 3.06571
1776.45 2.15879
1777.21 1.61488
1778.74 1.02657
1780.26 0.739690
1781.79 0.598710
1782.55 0.576823
1783.32 0.624398
1783.70 0.722731
1784.08 0.991486
1784.27 1.31187
1784.46 2.00304
1784.56 2.68501
1784.65 3.86253
1784.75 6.09241
1784.84 10.5661
1784.92 16.7038
1785.00 20.8069
1785.08 16.6977
1785.16 10.5546
1785.23 6.96916
1785.30 4.85130
1785.37 3.55683
1785.44 2.73030
1785.57 1.79338
1785.71 1.30990
1785.85 1.03020
1785.99 0.854168
1786.26 0.652839
1786.82 0.480246
1787.37 0.407144
1788.47 0.342254
1789.58 0.312403
1794.00 0.281310
1798.42 0.331605
1799.52 0.379079
1800.62 0.495928
1801.18 0.640942
1801.45 0.774752
1801.73 1.00090
1802.01 1.43061
1802.14 1.80788
1802.28 2.40663
1802.42 3.43547
1802.56 5.40323
1802.63 7.11191
1802.70 9.74264
1802.76 13.9463
1802.80 16.9936
1802.83 20.7265
1802.88 26.4633
1802.92 33.0093
1803.00 41.0518
1803.08 32.8544
1803.17 20.7293
1803.26 11.9993
1803.36 7.56405
1803.46 5.14458
1803.55 3.74766
1803.65 2.86439
1803.75 2.28563
1803.94 1.59148
1804.13 1.21218
1804.33 0.984069
1804.71 0.738113
1805.48 0.551571
1806.25 0.492049
1807.80 0.475149
1809.34 0.505823
1812.42 0.642425
1815.51 0.905263
1817.05 1.12127
1818.60 1.43944
1820.14 1.93419
1821.68 2.76219
1823.22 4.30365
1823.99 5.62223
1824.77 7.65711
1825.54 11.0187
1826.31 17.0490
1826.69 21.9639
1827.08 29.0505
1827.47 39.5348
1827.85 54.9294
1828.43 87.7889
1829.00 109.663
1829.58 87.7284
1830.15 54.8751
1830.81 31.6232
1831.47 19.6472
1832.13 13.1690
1832.79 9.38710
1833.45 7.01416
1834.11 5.44180
1835.43 3.56786
1836.75 2.54325
1838.07 1.92871
1840.71 1.27037
1843.34 0.958695
1845.98 0.805581
1851.26 0.743209
1853.90 0.804334
1856.54 0.939084
1859.18 1.18592
1860.50 1.37610
1861.82 1.63575
1863.14 1.99872
1864.45 2.52167
1865.77 3.30910
1867.09 4.56197
1867.75 5.48311
1868.41 6.71633
1869.07 8.41295
1869.73 10.8177
1870.39 14.3619
1871.05 19.7760
1871.71 28.3664
1872.37 42.0551
1873.19 67.0858
1874.00 83.6851
1874.82 66.8460
1875.64 41.7198
1876.21 29.7105
1876.77 21.6684
1877.33 16.2744
1877.90 12.5738
1879.03 8.06536
1880.15 5.57577
1881.28 4.07369
1882.41 3.10519
1884.67 1.97753
1886.92 1.37284
1889.18 1.01224
1893.69 0.621687
1898.20 0.425669
1902.72 0.313501
1911.74 0.196933
1920.77 0.142212
1929.79 0.115776
1938.82 0.111272
1943.33 0.131603
1944.46 0.150452
1945.59 0.198572
1946.15 0.259493
1946.43 0.316389
1946.71 0.413377
1947.00 0.599677
1947.14 0.764952
1947.28 1.03000
1947.42 1.49231
1947.56 2.39734
1947.63 3.20977
1947.70 4.47397
1947.77 6.59303
1947.84 10.1009
1947.92 16.1026
1948.00 20.1095
1948.08 16.1026
1948.16 10.1014
1948.24 6.18893
1948.32 4.05119
1948.40 2.82593
1948.48 2.07997
1948.64 1.27306
1948.80 0.875527
1948.96 0.653014
1949.12 0.516752
1949.44 0.366382
1949.76 0.290221
1950.08 0.247250
1950.72 0.204367
1952.00 0.179083
1953.28 0.179688
1955.84 0.212046
1958.40 0.286799
1960.97 0.452109
1962.25 0.615407
1963.53 0.906682
1964.17 1.14662
1964.81 1.50346
1965.45 2.06906
1966.09 3.03950
1966.73 4.92061
1967.05 6.59598
1967.21 7.77330
1967.37 9.29365
1967.53 11.3013
1967.69 14.0230
1967.85 17.8288
1968.01 23.3494
1968.17 31.7107
1968.33 45.0080
1968.49 67.1918
1968.65 104.898
1968.83 167.799
1969.00 209.719
1969.18 167.771
1969.35 104.869
1969.48 73.4139
1969.60 52.7434
1969.73 39.1406
1969.86 29.9519
1970.11 18.9401
1970.37 12.9588
1970.62 9.39296
1970.87 7.11009
1971.38 4.47817
1971.89 3.07647
1972.40 2.24610
1973.41 1.35489
1974.43 0.911624
1975.44 0.660149
1976.46 0.503745
1977.47 0.399881
1979.50 0.274752
1981.54 0.205118
1985.60 0.134419
1989.66 0.101486
1993.72 0.0852260
1997.78 0.0862198
1998.80 0.0962542
1999.81 0.126975
2000.32 0.168383
2000.83 0.274457
2001.08 0.402647
2001.34 0.694216
2001.46 1.00066
2001.59 1.58343
2001.65 2.09091
2001.72 2.85452
2001.78 4.05874
2001.84 5.97174
2001.92 9.52327
2002.00 11.8934
2002.08 9.52266
2002.16 5.97083
2002.24 3.73932
2002.31 2.48459
2002.39 1.74870
2002.46 1.29314
2002.62 0.790149
2002.77 0.540575
2003.07 0.311369
2003.38 0.213657
2003.99 0.133882
2004.60 0.102632
2005.82 0.0781285
2007.04 0.0685155
2011.92 0.0570343
2021.67 0.0537519
2031.43 0.0578794
2041.18 0.0699913
2050.94 0.0980527
2055.82 0.125467
2060.70 0.173407
2065.58 0.269324
2068.02 0.359051
2070.45 0.513275
2072.89 0.816750
2074.11 1.09575
2075.33 1.56331
2076.55 2.44243
2077.16 3.20597
2077.77 4.40269
2078.38 6.43236
2078.69 8.01210
2078.99 10.2332
2079.30 13.4638
2079.60 18.3351
2079.91 25.9136
2080.21 37.7146
2080.61 60.2182
2081.00 75.2116
2081.40 60.2146
2081.79 37.7341
2082.22 22.4911
2082.64 14.3477
2083.07 9.82593
2083.50 7.14479
2083.92 5.44624
2084.35 4.32049
2085.20 2.98784
2086.06 2.29024
2086.91 1.91545
2088.62 1.69542
2090.32 2.03396
2091.18 2.51091
2092.03 3.39713
2092.88 5.14844
2093.31 6.70095
2093.73 9.15147
2094.16 13.3278
2094.37 16.5729
2094.59 21.1295
2094.80 27.7786
2095.01 37.7292
2095.23 53.1296
2095.44 77.0582
2095.72 123.129
2096.00 153.823
2096.28 123.078
2096.56 76.9917
2096.87 45.4061
2097.17 28.6567
2097.48 19.3958
2097.79 13.8983
2098.10 10.4153
2098.40 8.08586
2099.02 5.27731
2099.63 3.72033
2100.24 2.77042
2101.47 1.72054
2102.70 1.18212
2103.93 0.869209
2106.38 0.536187
2108.84 0.370580
2111.29 0.275632
2116.20 0.175740
2121.11 0.127127
2126.02 0.101631
2130.93 0.0975627
2132.16 0.107430
2133.39 0.140063
2134.00 0.185383
2134.62 0.304816
2134.92 0.452986
2135.08 0.586833
2135.23 0.802792
2135.38 1.18864
2135.54 1.95875
2135.61 2.66736
2135.69 3.80043
2135.77 5.76612
2135.84 9.17021
2135.92 14.6433
2136.00 18.2971
2136.08 14.6425
2136.16 9.16896
2136.22 6.25872
2136.28 4.43687
2136.34 3.26634
2136.40 2.49020
2136.53 1.57213
2136.65 1.08748
2136.77 0.799820
2136.89 0.618782
2137.14 0.411005
2137.38 0.300801
2137.63 0.235945
2138.12 0.166093
2139.09 0.111192
2140.07 0.0900010
2142.03 0.0730221
2143.98 0.0659402
2151.81 0.0572161
2159.64 0.0579613
2167.46 0.0659028
2175.29 0.0861471
2179.20 0.105722
2183.11 0.138734
2187.03 0.200860
2188.98 0.255657
2190.94 0.345135
2192.90 0.512533
2193.87 0.662288
2194.85 0.912971
2195.83 1.39803
2196.32 1.84301
2196.81 2.59595
2197.30 4.04295
2197.54 5.33984
2197.79 7.43685
2197.91 9.02737
2198.03 11.1903
2198.15 14.2567
2198.27 18.7892
2198.40 25.9075
2198.52 37.5792
2198.58 46.3301
2198.64 58.0825
2198.70 73.9789
2198.76 95.2958
2198.88 152.343
2199.00 189.933
2199.12 151.853
2199.24 95.3514
2199.34 62.1306
2199.45 42.4127
2199.55 30.2981
2199.66 22.6742
2199.86 14.0438
2200.07 9.66082
2200.28 7.15252
2200.49 5.61733
2200.91 3.94487
2201.32 3.16224
2201.74 2.80244
2202.57 2.74984
2203.41 3.35226
2204.24 4.84331
2204.66 6.18564
2205.08 8.24099
2205.49 11.4590
2205.91 16.4997
2206.46 26.2085
2207.00 32.7249
2207.55 26.3074
2208.09 16.7503
2208.43 12.6523
2208.76 9.90582
2209.10 8.17534
2209.44 7.29036
2209.77 7.32842
2210.11 9.01172
2210.28 11.2552
2210.45 15.7727
2210.53 19.7183
2210.61 25.7297
2210.70 35.1333
2210.78 49.8648
2210.84 63.1057
2210.89 78.2434
2211.00 96.8931
2211.11 77.7336
2211.22 49.4010
2211.31 33.9315
2211.40 24.1978
2211.48 18.0189
2211.57 13.9531
2211.75 9.18880
2211.92 6.64582
2212.10 5.11500
2212.27 4.12205
2212.63 2.94098
2212.98 2.27231
2213.33 1.84892
2214.03 1.34756
2214.73 1.07542
2215.44 0.949541
2215.79 0.962594
2216.14 1.10999
2216.32 1.32023
2216.49 1.79189
2216.58 2.25438
2216.67 3.04928
2216.76 4.51425
2216.84 7.28531
2216.92 11.3350
2217.00 13.9886
2217.08 11.2610
2217.16 7.24727
2217.21 5.43115
2217.26 4.17176
2217.36 2.69930
2217.46 1.93214
2217.55 1.49235
2217.75 1.03668
2217.95 0.815439
2218.35 0.606396
2218.74 0.506039
2219.54 0.401000
2220.33 0.340501
2221.92 0.265886
2223.50 0.219557
2226.67 0.174755
2227.47 0.178552
2228.26 0.206727
2228.66 0.249906
2229.05 0.361956
2229.25 0.493896
2229.45 0.779413
2229.55 1.06149
2229.65 1.55910
2229.74 2.52129
2229.79 3.34661
2229.84 4.50891
