Zn-68(n,g) ENDF/B-VII.1
18053.0 0.141441
18053.9 0.475109
18054.2 0.777363
18054.4 1.44999
18054.5 2.20746
18054.6 3.72643
18054.8 7.34553
18054.8 11.1361
18054.9 16.5754
18054.9 27.1743
18055.0 33.1436
18055.1 27.1742
18055.1 16.5754
18055.2 8.98342
18055.3 5.41041
18055.5 2.38893
18055.6 1.32128
18055.8 0.834771
18056.5 0.257033
18057.8 0.0763245
18060.5 0.0256995
18065.9 0.0124518
18076.6 0.00924227
18098.1 0.00883447
18141.2 0.00966847
18184.2 0.0108973
18227.2 0.0124450
18270.2 0.0144342
18313.2 0.0172415
18356.3 0.0232835
18367.0 0.0274439
18377.8 0.0376601
18383.1 0.0508070
18385.8 0.0634348
18388.5 0.0856172
18391.2 0.130838
18392.6 0.173725
18393.9 0.246779
18395.2 0.389181
18395.9 0.515303
18396.6 0.718110
18397.3 1.07300
18397.9 1.77088
18398.3 2.40625
18398.6 3.38375
18398.9 5.05877
18399.3 7.80626
18399.6 12.4782
18400.0 15.5929
18400.4 12.4774
18400.7 7.80588
18401.0 5.45971
18401.3 3.96775
18401.5 2.97338
18401.8 2.29445
18402.3 1.47124
18402.8 1.01877
18403.4 0.742741
18403.9 0.569039
18404.9 0.367157
18406.0 0.258458
18407.0 0.194566
18409.1 0.125473
18411.2 0.0911946
18413.3 0.0718040
18417.5 0.0519770
18421.6 0.0426575
18425.8 0.0376904
18434.2 0.0331078
18467.6 0.0318155
18534.4 0.0420374
18601.2 0.0604168
18668.0 0.0905108
18748.0 0.144128
18828.0 0.179024
18868.0 0.168002
18908.0 0.142509
18988.0 0.0888937
19051.3 0.0602864
19114.5 0.0422104
19177.8 0.0307088
19241.0 0.0231427
19367.5 0.0143207
19494.0 0.00965811
19620.5 0.00693065
19747.0 0.00521106
20000.0 0.00328986
20114.9 0.00290035
20172.4 0.00326910
20201.1 0.00549645
20215.4 0.0145966
20222.6 0.0499360
20224.4 0.0854903
20226.2 0.182038
20227.1 0.310290
20228.0 0.646442
20228.5 1.06764
20228.9 2.08351
20229.1 3.26597
20229.4 5.62267
20229.5 7.83734
20229.6 11.5447
20229.7 18.2038
20229.8 32.1354
20229.9 51.4412
20230.0 64.1106
20230.1 51.4410
20230.2 31.9763
20230.3 20.8750
20230.4 14.0717
20230.5 9.95579
20230.6 7.35082
20230.7 4.42743
20230.9 2.99858
20231.3 1.60093
20231.6 0.990980
20232.3 0.486408
20233.0 0.288310
20234.4 0.135852
20235.8 0.0793029
20241.4 0.0222182
20252.6 0.00730822
20275.1 0.00344583
20297.5 0.00267456
20320.0 0.00236726
20409.7 0.00192336
20589.2 0.00159482
20678.9 0.00155429
20768.7 0.00172085
20813.6 0.00206452
20836.0 0.00243500
20858.4 0.00313128
20880.9 0.00463948
20892.1 0.00614074
20903.3 0.00885404
20908.9 0.0111189
20914.5 0.0145400
20920.1 0.0200587
20925.7 0.0298102
20928.6 0.0377821
20931.4 0.0495288
20934.2 0.0680122
20937.0 0.0992487
20939.8 0.158717
20941.2 0.210468
20942.6 0.291907
20943.3 0.351196
20944.0 0.429986
20944.7 0.537440
20945.4 0.688412
20945.7 0.787408
20946.1 0.907733
20946.4 1.05529
20946.8 1.23781
20947.1 1.46525
20947.5 1.75004
20947.8 2.10657
20948.2 2.54873
20948.6 3.26834
20949.1 4.09154
20950.0 5.10718
20950.5 4.80232
20950.9 4.07318
20951.8 2.54829
20952.8 1.55540
20953.7 1.00969
20954.6 0.693378
20955.5 0.502921
20956.5 0.378722
20957.4 0.295505
20959.2 0.193671
20961.1 0.136209
20962.9 0.100957
20966.6 0.0619387
20970.3 0.0419096
20974.0 0.0303541
20977.7 0.0230741
20981.4 0.0181952
20988.8 0.0122612
20996.2 0.00893606
21003.5 0.00688200
21010.9 0.00552748
21025.7 0.00390293
21040.5 0.00300118
21070.0 0.00208079
21099.6 0.00163768
21129.1 0.00138580
21188.2 0.00111430
21306.3 0.000874891
21424.5 0.000752896
21897.2 0.000513160
22369.9 0.000396043
22606.2 0.000381654
22724.4 0.000477090
22783.5 0.000919362
22813.0 0.00268661
22820.4 0.00449143
22827.8 0.00952294
22831.5 0.0163808
22835.2 0.0350380
22837.0 0.0597139
22837.9 0.0830992
22838.9 0.123517
22839.8 0.203710
22840.3 0.275565
22840.7 0.392822
22841.2 0.602533
22841.4 0.774770
22841.6 1.02969
22841.9 1.42640
22842.1 2.08143
22842.3 3.23313
22842.6 5.38894
22842.8 8.65538
22843.0 10.7663
22843.2 8.65511
22843.4 5.37668
22843.7 3.23307
22843.9 2.08142
22844.1 1.42641
22844.4 1.02972
22844.6 0.765891
22844.8 0.596396
22845.3 0.389568
22845.8 0.271730
22846.2 0.201268
22847.2 0.122949
22848.1 0.0824685
22849.0 0.0591379
22850.9 0.0347831
22854.6 0.0162469
22858.3 0.00946445
22865.7 0.00445994
22873.1 0.00266594
22887.9 0.00136369
22902.7 0.000901277
22962.0 0.000445851
23080.6 0.000319630
23317.7 0.000269123
23792.0 0.000232977
24266.3 0.000233948
24503.5 0.000309171
24622.0 0.000619747
24681.3 0.00185098
24711.0 0.00669685
24718.4 0.0116419
24725.8 0.0254788
24729.5 0.0443752
24733.2 0.0960076
24735.1 0.164959
24736.0 0.231242
24736.9 0.345482
24737.8 0.574177
24738.3 0.781089
24738.8 1.12230
24739.2 1.76103
24739.5 2.28750
24739.7 3.08151
24739.9 4.34925
24740.1 6.51950
24740.4 10.5373
24740.6 18.4042
24740.8 29.4181
24741.0 36.8099
24741.2 29.4174
24741.4 18.4037
24741.5 12.9985
24741.7 9.42682
24741.8 7.04634
24742.0 5.42171
24742.3 3.40357
24742.5 2.34395
24742.8 1.68808
24743.1 1.28263
24743.7 0.804219
24744.2 0.550071
24744.8 0.399508
24746.0 0.237823
24747.1 0.157539
24748.2 0.111977
24750.5 0.0650311
24755.1 0.0298341
24759.6 0.0171266
24768.7 0.00783812
24777.8 0.00453506
24796.0 0.00214804
24814.2 0.00130581
24887.1 0.000490914
25032.8 0.000295412
25178.5 0.000274011
25324.1 0.000287153
25615.5 0.000391706
25761.2 0.000525888
25834.0 0.000668573
25870.5 0.000888299
25888.7 0.00151852
25897.8 0.00386056
25902.3 0.0128638
25904.6 0.0468778
25905.8 0.168295
25906.3 0.555761
25906.6 1.52460
25906.7 3.26667
25906.8 5.35235
25906.9 9.98064
25907.0 19.9606
25907.1 9.98065
25907.2 4.96024
25907.3 2.88174
25907.5 1.22441
25907.8 0.414967
25908.5 0.123860
25909.8 0.0344034
25912.5 0.00958397
25917.9 0.00305540
25928.6 0.00141371
25950.0 0.00106550
25993.0 0.00115800
26035.9 0.00143742
26078.8 0.00192297
26121.8 0.00285990
26143.2 0.00372232
26164.7 0.00520521
26186.2 0.00818159
26196.9 0.0110007
26207.6 0.0159161
26218.4 0.0257575
26223.7 0.0349281
26229.1 0.0504184
26234.5 0.0798213
26237.1 0.105445
26239.8 0.145803
26242.5 0.214672
26245.2 0.343610
26246.5 0.453397
26247.9 0.619153
26249.2 0.877392
26250.5 1.28176
26252.3 2.04873
26254.0 2.55948
26255.7 2.04831
26257.5 1.28156
26259.3 0.765155
26261.2 0.488158
26263.0 0.332180
26264.8 0.239312
26266.7 0.179811
26268.5 0.140089
26272.2 0.0920028
26275.9 0.0652330
26279.6 0.0489388
26287.0 0.0310739
26294.3 0.0220789
26301.7 0.0170135
26316.5 0.0120136
26331.2 0.0100190
26345.9 0.00941829
26375.4 0.0106989
26404.9 0.0155633
26419.7 0.0204528
26434.4 0.0287409
26441.8 0.0351455
26449.2 0.0440690
26452.9 0.0499068
26456.5 0.0569795
26460.2 0.0656985
26463.9 0.0765321
26467.6 0.0902703
26471.3 0.107942
26475.0 0.131096
26478.7 0.161947
26482.4 0.204140
26486.0 0.262638
26489.7 0.345207
26493.4 0.460345
26499.7 0.735476
26506.0 0.918432
26509.2 0.864408
26512.3 0.734976
26518.6 0.459813
26525.0 0.281606
26531.4 0.182459
26537.7 0.125609
26544.1 0.0910367
26550.5 0.0686960
26556.9 0.0535613
26569.6 0.0350933
26582.4 0.0247267
26595.1 0.0183637
26620.6 0.0112902
26646.2 0.00766083
26671.7 0.00555494
26697.2 0.00422475
26722.7 0.00333096
26773.7 0.00223968
26824.7 0.00162332
26875.7 0.00124086
26926.7 0.000987108
27028.8 0.000681843
27130.8 0.000514222
27232.9 0.000427203
27283.9 0.000461093
27309.4 0.000730207
27322.1 0.00185163
27328.5 0.00627513
27331.7 0.0232802
27333.3 0.0855044
27334.1 0.297691
27334.5 0.915635
27334.7 2.28870
27334.8 4.36451
27334.9 9.45884
27335.0 18.9175
27335.1 9.45885
27335.2 5.07236
27335.3 3.09563
27335.4 1.38006
27335.7 0.497486
27336.3 0.149489
27337.5 0.0412525
27339.8 0.0110505
27344.5 0.00307814
27354.0 0.00102047
27372.8 0.000490171
27410.5 0.000341990
27485.9 0.000281189
27636.6 0.000235029
27938.1 0.000207982
28088.9 0.000228114
28239.6 0.000318872
28315.0 0.000457269
28390.4 0.000859098
28428.1 0.00141930
28465.8 0.00299424
28484.6 0.00514919
28494.1 0.00726928
28503.5 0.0110765
28512.9 0.0189786
28517.6 0.0265836
28522.3 0.0399012
28527.0 0.0664575
28529.4 0.0909889
28531.7 0.131740
28534.1 0.207433
28535.3 0.271860
28536.4 0.369637
28537.6 0.530429
28538.8 0.814876
28540.0 1.36769
28540.6 1.83842
28541.2 2.50369
28542.1 4.00927
28543.0 4.99621
28543.9 3.99158
28544.9 2.50339
28545.7 1.61714
28546.5 1.08993
28547.3 0.771145
28548.2 0.571365
28549.8 0.344883
28551.5 0.229083
28553.1 0.162372
28554.8 0.121096
28558.1 0.0746208
28561.4 0.0504508
28564.7 0.0363980
28568.0 0.0274952
28571.3 0.0215047
28577.9 0.0141895
28584.5 0.0100718
28597.7 0.00584908
28610.9 0.00383555
28624.1 0.00272264
28650.6 0.00159736
28703.4 0.000777962
28756.3 0.000485955
28862.0 0.000273350
28967.7 0.000196537
29179.2 0.000138460
29390.6 0.000115790
29813.5 9.67194E-05
30236.4 8.87110E-05
31082.1 8.50158E-05
31505.0 8.95575E-05
31716.4 0.000101101
31822.1 0.000138673
31875.0 0.000282433
31901.4 0.000850197
31914.6 0.00308738
31921.2 0.0118029
31924.5 0.0447233
31926.2 0.162267
31927.0 0.543152
31927.4 1.52780
31927.6 3.45024
31927.7 5.74543
31927.8 10.4585
31927.9 16.7336
31928.0 20.9170
31928.1 16.7336
31928.2 10.4584
31928.3 5.43630
31928.4 3.29527
31928.6 1.52782
31929.0 0.543166
31929.8 0.165891
31931.4 0.0457756
31934.7 0.0120875
31941.2 0.00316678
31954.2 0.000871779
31980.3 0.000290333
32032.5 0.000145101
32136.8 0.000111778
32345.4 0.000113729
32449.7 0.000123307
32553.9 0.000145986
32658.2 0.000248448
32710.4 0.000632909
32736.5 0.00212586
32749.5 0.00785027
32752.8 0.0135397
32756.0 0.0289279
32757.7 0.0490026
32759.3 0.100430
32760.1 0.163578
32760.9 0.307810
32761.3 0.464518
32761.7 0.761589
32761.9 1.03843
32762.1 1.45402
32762.3 2.13108
32762.5 3.31624
32762.8 5.31068
32763.0 6.63263
32763.2 5.31055
32763.5 3.31616
32763.7 2.21963
32763.8 1.56369
32764.0 1.14356
32764.2 0.865535
32764.6 0.532766
32764.9 0.361621
32765.7 0.194937
32766.4 0.121955
32767.8 0.0602480
32769.3 0.0357901
32772.2 0.0168501
32775.1 0.00979152
32780.9 0.00454196
32786.7 0.00264631
32809.9 0.000774886
32856.3 0.000300603
32949.1 0.000192507
33042.0 0.000188855
33134.8 0.000210891
33227.7 0.000263210
33320.5 0.000402833
33413.3 0.00110455
33436.5 0.00181356
33459.8 0.00380394
33471.4 0.00653930
33483.0 0.0141302
33488.8 0.0243784
33491.7 0.0343554
33494.6 0.0520564
33497.5 0.0880974
33498.9 0.122064
33500.4 0.180172
33501.8 0.291860
33502.5 0.391614
33503.3 0.548898
33504.0 0.825767
33504.7 1.35529
33505.1 1.83593
33505.4 2.56858
33505.8 3.75807
33506.2 5.71392
33506.6 9.14267
33507.0 11.4285
33507.4 9.14228
33507.8 5.71367
33508.3 3.40258
33508.7 2.18015
33509.2 1.47740
33509.6 1.06527
33510.1 0.796077
33510.5 0.619183
33511.4 0.403792
33512.3 0.282281
33513.2 0.208151
33514.9 0.126690
33516.7 0.0849217
33518.5 0.0609625
33522.0 0.0357958
33525.6 0.0235238
33529.1 0.0166560
33536.2 0.00965281
33550.4 0.00449726
33564.6 0.00265420
33593.0 0.00132260
33621.3 0.000857138
33734.8 0.000440385
33848.3 0.000419177
33961.8 0.000487218
34075.3 0.000631959
34188.8 0.000907075
34245.5 0.00114042
34302.3 0.00150839
34330.6 0.00179627
34359.0 0.00227055
34387.4 0.00368476
34401.6 0.00804624
34408.7 0.0240387
34412.2 0.0825666
34414.0 0.279429
34414.4 0.454764
34414.9 0.850485
34415.1 1.27085
34415.3 2.08141
34415.5 3.89226
34415.6 5.67064
34415.7 8.57593
34415.9 13.7200
34416.0 17.1494
34416.1 13.7199
34416.3 8.57587
34416.4 5.27849
34416.5 3.53976
34416.8 1.84228
