U-238(n,g) ENDF/B-VII.1
1230.14 1.95058
1230.15 2.90739
1230.16 4.75261
1230.17 8.88422
1230.17 12.9635
1230.18 20.3852
1230.18 32.1359
1230.19 40.7114
1230.20 32.1361
1230.20 20.3854
1230.21 11.9763
1230.21 7.73694
1230.23 3.85279
1230.24 2.18182
1230.25 1.44112
1230.28 0.746757
1230.30 0.458729
1230.35 0.228914
1230.40 0.142483
1230.60 0.0518517
1231.00 0.0284734
1231.79 0.0253617
1232.58 0.0337188
1232.98 0.0631795
1233.18 0.169683
1233.23 0.273501
1233.28 0.537896
1233.30 0.872865
1233.33 1.68013
1233.34 2.64112
1233.35 4.48293
1233.36 6.18778
1233.36 8.99465
1233.37 13.9158
1233.38 23.6677
1233.38 37.2732
1233.39 47.1866
1233.39 37.2734
1233.40 23.6680
1233.40 16.3301
1233.41 11.0960
1233.42 6.18812
1233.43 3.70250
1233.44 2.54153
1233.46 1.36679
1233.47 0.873507
1233.51 0.444526
1233.55 0.274617
1233.70 0.0944312
1233.99 0.0458805
1234.59 0.0356202
1235.77 0.0395043
1236.96 0.0495188
1238.14 0.0657566
1239.33 0.0929782
1240.52 0.143208
1241.11 0.185934
1241.70 0.251839
1242.30 0.362312
1242.59 0.453538
1242.74 0.535695
1242.81 0.663297
1242.85 0.951353
1242.87 1.55579
1242.88 2.36465
1242.89 4.47872
1242.90 8.38995
1242.91 4.48959
1242.92 2.52334
1242.93 1.64455
1242.95 1.04804
1242.98 0.759148
1243.05 0.687602
1243.19 0.741824
1243.33 0.842141
1243.47 0.971222
1243.54 1.04947
1243.61 1.13663
1243.74 1.34784
1243.81 1.47853
1243.88 1.62698
1243.95 1.79904
1244.02 1.99994
1244.09 2.24018
1244.16 2.52188
1244.30 3.27074
1244.44 4.41730
1244.51 5.22181
1244.57 6.26459
1244.64 7.67123
1244.71 9.56635
1244.78 12.2373
1244.85 16.1521
1244.92 22.2737
1244.99 32.0939
1245.06 48.9343
1245.13 78.5681
1245.20 125.864
1245.24 148.359
1245.24 152.265
1245.25 155.136
1245.26 156.235
1245.26 156.844
1245.27 157.207
1245.27 157.321
1245.28 157.110
1245.28 156.662
1245.28 155.758
1245.29 154.769
1245.30 151.730
1245.31 147.680
1245.34 125.594
1245.41 78.3545
1245.46 55.7460
1245.51 40.8428
1245.56 30.6074
1245.61 23.7150
1245.70 15.1951
1245.80 10.5179
1245.90 7.65870
1245.99 5.82895
1246.19 3.68221
1246.38 2.53111
1246.57 1.84497
1246.76 1.40392
1246.96 1.10398
1247.34 0.734152
1247.73 0.523649
1248.12 0.392659
1248.50 0.305745
1249.27 0.201608
1250.05 0.145339
1250.82 0.119864
1251.20 0.145027
1251.40 0.278569
1251.45 0.413592
1251.49 0.760785
1251.52 1.19102
1251.54 2.21068
1251.55 3.33793
1251.57 5.62541
1251.57 7.74193
1251.58 11.2247
1251.58 17.3251
1251.59 29.1416
1251.60 46.1782
1251.60 58.3737
1251.61 46.1784
1251.61 29.1417
1251.62 20.3148
1251.62 14.8812
1251.63 8.70678
1251.64 5.35652
1251.65 3.75705
1251.66 2.07993
1251.68 1.36242
1251.71 0.713162
1251.75 0.463056
1251.81 0.266617
1251.88 0.198005
1252.01 0.194317
1252.08 0.360227
1252.11 0.832899
1252.13 1.82065
1252.14 3.05992
1252.15 6.04856
1252.15 9.43735
1252.16 11.9650
1252.17 9.43607
1252.17 6.04607
1252.18 3.05555
1252.19 1.71366
1252.21 0.793211
1252.24 0.330036
1252.31 0.155227
1252.44 0.0958731
1252.72 0.0724161
1253.26 0.0577998
1254.36 0.0442653
1256.54 0.0311454
1258.73 0.0258565
1259.82 0.0258678
1260.37 0.0290938
1260.64 0.0410809
1260.78 0.0841237
1260.85 0.223821
1260.88 0.601886
1260.90 1.35662
1260.91 2.45830
1260.91 4.91526
1260.93 9.78216
1260.94 4.91534
1260.95 1.85437
1260.96 0.932850
1260.99 0.361984
1261.04 0.131647
1261.13 0.0557117
1261.33 0.0341336
1261.72 0.0293209
1262.51 0.0312582
1263.30 0.0373689
1264.08 0.0495998
1264.87 0.0765761
1265.26 0.103604
1265.66 0.152919
1265.85 0.194580
1266.05 0.257838
1266.25 0.361978
1266.44 0.549275
1266.54 0.707439
1266.64 0.944735
1266.74 1.32861
1266.84 2.01013
1266.89 2.58269
1266.94 3.42059
1266.98 4.74554
1267.03 7.02115
1267.06 8.86965
1267.08 11.4229
1267.11 15.4480
1267.12 18.1706
1267.13 21.6703
1267.14 26.7134
1267.16 33.0693
1267.17 41.9143
1267.18 54.6718
1267.19 75.8781
1267.21 107.420
1267.22 159.877
1267.22 198.672
1267.23 255.720
1267.24 410.679
1267.25 485.209
1267.26 509.849
1267.26 497.935
1267.26 475.514
1267.27 408.936
1267.28 254.352
1267.29 164.812
1267.31 110.330
1267.32 77.6677
1267.33 58.5294
1267.35 35.5870
1267.38 23.7505
1267.40 16.9222
1267.42 12.6481
1267.47 7.81770
1267.51 5.30236
1267.56 3.83107
1267.61 2.89769
1267.65 2.26904
1267.74 1.50153
1267.84 1.06889
1267.93 0.801425
1268.02 0.624708
1268.20 0.413304
1268.39 0.296762
1268.57 0.226059
1268.76 0.180233
1269.12 0.127201
1269.49 0.100452
1270.23 0.0822523
1270.97 0.0949721
1271.33 0.117604
1271.70 0.163673
1271.89 0.204240
1272.07 0.266845
1272.25 0.370396
1272.44 0.558789
1272.53 0.716606
1272.62 0.955885
1272.71 1.34377
1272.81 2.03397
1272.85 2.60098
1272.90 3.44526
1272.94 4.78125
1272.99 7.07793
1273.01 8.90089
1273.04 11.5262
1273.06 15.4979
1273.07 18.4300
1273.08 21.9035
1273.09 26.9198
1273.11 33.1613
1273.12 42.7184
1273.13 55.4546
1273.14 76.6305
1273.15 107.635
1273.16 132.162
1273.16 164.672
1273.17 257.413
1273.19 416.437
1273.19 485.534
1273.20 513.263
1273.21 483.671
1273.21 413.704
1273.22 255.266
1273.24 157.365
1273.25 100.171
1273.26 68.0627
1273.28 48.8224
1273.29 36.5597
1273.30 28.3270
1273.33 18.3703
1273.35 12.8409
1273.38 9.46849
1273.43 5.74931
1273.48 3.85667
1273.54 2.76584
1273.59 2.08087
1273.64 1.63027
1273.74 1.07195
1273.85 0.762146
1273.95 0.569388
1274.05 0.443552
1274.26 0.292364
1274.47 0.209031
1274.67 0.158426
1274.88 0.125637
1275.29 0.0884979
1275.71 0.0744214
1276.12 0.102514
1276.23 0.141814
1276.33 0.252660
1276.38 0.402492
1276.43 0.798154
1276.46 1.29644
1276.49 2.50427
1276.50 3.87464
1276.51 6.74509
1276.52 9.76274
1276.52 14.1490
1276.53 21.7749
1276.54 35.7397
1276.54 56.8878
1276.55 71.2714
1276.55 56.8880
1276.56 35.7397
1276.57 20.1767
1276.58 11.6706
1276.58 7.45045
1276.59 5.35432
1276.61 2.92780
1276.62 1.88936
1276.65 0.961298
1276.68 0.595961
1276.74 0.300640
1276.80 0.188619
1276.93 0.103760
1277.05 0.0722329
1277.54 0.0400286
1278.02 0.0456543
1278.27 0.0995392
1278.39 0.301770
1278.42 0.494975
1278.45 0.959279
1278.47 1.49549
1278.48 2.64838
1278.49 3.88591
1278.50 5.79659
1278.50 10.0843
1278.51 18.5475
1278.52 29.2452
1278.52 37.0564
1278.53 29.2453
1278.53 18.5475
1278.54 12.7888
1278.54 9.35014
1278.55 5.13331
1278.56 3.18042
1278.57 2.14898
1278.59 1.16463
1278.61 0.730527
1278.64 0.369005
1278.68 0.226302
1278.82 0.0750468
1279.11 0.0320577
1279.68 0.0190937
1280.26 0.0164940
1280.54 0.0198002
1280.69 0.0354266
1280.76 0.0891520
1280.79 0.241049
1280.81 0.561464
1280.83 2.02978
1280.84 4.04269
1280.85 2.02974
1280.86 0.878965
1280.87 0.474509
1280.89 0.200980
1280.93 0.0734198
1281.02 0.0297593
1281.18 0.0166449
1281.51 0.0125219
1282.16 0.0105519
1283.47 0.00900962
1284.78 0.00929924
1285.43 0.0142725
1285.76 0.0346811
1285.92 0.110741
1286.00 0.370689
1286.04 1.13261
1286.06 2.76400
1286.07 5.16781
1286.08 7.53919
1286.08 11.8484
1286.09 18.6578
1286.10 23.6167
1286.10 18.6578
1286.11 11.8485
1286.12 6.44673
1286.12 3.94661
1286.14 1.76671
1286.17 0.641594
1286.23 0.197253
1286.34 0.0593566
1286.58 0.0204282
1287.04 0.00998055
1287.98 0.00727066
1288.92 0.00796584
1289.38 0.0133591
1289.62 0.0343633
1289.74 0.109165
1289.79 0.350472
1289.82 0.962246
1289.84 2.15040
1289.85 3.51770
1289.85 6.54528
1289.86 10.2675
1289.86 13.0430
1289.87 10.2675
1289.88 6.54533
1289.88 3.51774
1289.89 2.15043
1289.91 0.962254
1289.93 0.350454
1289.99 0.109107
1290.11 0.0342376
1290.34 0.0131036
1290.81 0.00743124
1291.75 0.00594735
1293.62 0.00601202
1294.56 0.00670283
1295.50 0.00834751
1296.44 0.0130820
1296.91 0.0212214
1297.14 0.0391230
1297.26 0.0920847
1297.32 0.256293
1297.34 0.669544
1297.36 1.47076
1297.37 2.39208
1297.37 4.39233
1297.39 8.79727
1297.40 4.39309
1297.41 1.79313
1297.42 0.934461
1297.44 0.385585
1297.49 0.144746
1297.57 0.0659872
1297.75 0.0522599
1297.93 0.0647519
1298.10 0.0944736
1298.28 0.160523
1298.37 0.226337
1298.45 0.345341
1298.54 0.594500
1298.59 0.836417
1298.63 1.26422
1298.67 2.13067
1298.70 2.94258
1298.72 4.32279
1298.74 6.95032
1298.75 9.25398
1298.76 12.8991
1298.77 19.1305
1298.78 30.9521
1298.79 42.2873
1298.80 56.7099
1298.80 68.7288
1298.80 84.3172
1298.80 104.562
1298.81 125.772
1298.81 162.538
1298.81 198.516
1298.82 252.076
1298.82 231.586
1298.83 198.385
1298.83 125.670
1298.84 90.4205
1298.84 68.6787
1298.85 50.1977
1298.85 40.0047
1298.86 25.6568
1298.87 17.7003
1298.88 12.8939
1298.89 9.78908
1298.91 6.17446
1298.92 4.23936
1298.94 3.08725
1298.98 1.84449
1299.01 1.22488
1299.05 0.872358
1299.12 0.507245
1299.19 0.331841
1299.27 0.234326
1299.41 0.135806
1299.55 0.0889079
1299.70 0.0632821
1299.98 0.0373810
1300.27 0.0252214
1300.56 0.0185902
1301.13 0.0119340
1301.71 0.00881316
1302.28 0.00710398
1303.43 0.00538298
1305.73 0.00416409
1308.02 0.00386412
1310.32 0.00408932
1312.62 0.00537154
1314.92 0.0130813
1315.49 0.0211285
1316.07 0.0439208
1316.35 0.0754640
1316.64 0.163920
1316.79 0.285431
1316.86 0.405357
1316.93 0.617342
1317.00 1.06306
1317.04 1.49336
1317.07 2.24949
1317.11 3.76533
1317.13 5.16971
1317.14 7.52657
1317.16 11.9223
1317.17 15.6911
1317.18 21.5127
1317.19 31.1159
1317.20 48.3267
1317.21 82.3158
1317.22 144.104
1317.22 229.558
1317.23 287.484
1317.24 229.558
1317.24 144.104
1317.25 87.8890
1317.26 57.0717
1317.27 37.4639
1317.27 27.3248
1317.28 19.9743
1317.29 15.6917
1317.30 10.3825
1317.32 7.19361
1317.33 5.37291
1317.36 3.26838
1317.39 2.19400
1317.42 1.57349
1317.48 0.922166
1317.53 0.605420
1317.59 0.427989
1317.71 0.246727
1317.94 0.112981
1318.17 0.0653489
1318.64 0.0307328
1319.10 0.0184854
1320.96 0.00661685
1322.82 0.00462696
1323.75 0.00487702
1324.22 0.00722825
1324.45 0.0163607
1324.56 0.0487672
1324.62 0.150999
1324.65 0.411951
1324.67 0.918999
1324.68 2.79741
1324.69 5.58299
1324.70 2.79744
1324.71 1.12233
1324.73 0.578194
1324.75 0.222817
1324.79 0.0729097
1324.89 0.0234553
1325.07 0.00935805
1325.44 0.00615855
1325.80 0.00893540
1325.99 0.0218224
1326.08 0.0671680
1326.12 0.204657
1326.15 0.530541
1326.16 1.02933
1326.17 2.56342
1326.18 5.10966
1326.19 2.56339
1326.20 1.10409
1326.21 0.559375
1326.24 0.226524
1326.28 0.0764986
1326.36 0.0245112
1326.53 0.00938410
1326.87 0.00527491
1327.55 0.00434293
1328.90 0.00522299
1330.25 0.0121136
1330.93 0.0396809
1331.10 0.0676886
1331.27 0.145556
1331.35 0.251720
1331.44 0.535332
1331.48 0.916198
1331.52 1.87573
1331.54 3.04223
1331.56 5.73559
1331.57 8.80908
1331.58 14.2492
1331.59 20.1425
1331.60 28.0337
1331.60 40.7371
1331.61 61.9599
1331.61 98.8680
1331.62 124.059
1331.62 98.8684
1331.63 61.9604
1331.63 40.7375
1331.64 28.0342
1331.65 18.9457
1331.65 14.2496
1331.66 8.44052
1331.67 5.73582
1331.69 3.04240
1331.71 1.87586
1331.76 0.903280
1331.80 0.535392
1331.88 0.249887
1331.97 0.145571
1332.14 0.0674311
1332.31 0.0395489
1332.98 0.0120222
1334.34 0.00504649
1335.69 0.00414690
1336.37 0.00553820
1336.71 0.0118834
1336.88 0.0355457
1336.96 0.117104
1337.01 0.352561
1337.03 0.874848
1337.04 1.72915
1337.05 4.01512
1337.06 7.99442
1337.07 4.01512
1337.08 1.61185
1337.09 0.787538
1337.12 0.297900
1337.17 0.0968041
1337.26 0.0296167
1337.45 0.0101050
1337.82 0.00479995
1338.58 0.00335029
1340.08 0.00290508
1343.09 0.00277110
1349.11 0.00292311
1355.13 0.00341125
1358.15 0.00413819
1359.65 0.00603844
1360.40 0.0129037
1360.78 0.0390125
1360.97 0.135760
1361.01 0.228658
1361.06 0.469180
1361.09 0.775098
1361.11 1.46616
1361.12 2.25868
1361.13 3.88665
1361.14 7.93925
1361.15 12.4014
1361.16 19.2665
1361.16 30.4493
1361.17 38.4061
1361.17 30.4535
1361.18 19.2697
1361.19 11.4635
1361.19 7.41767
1361.20 3.69468
1361.22 2.17107
1361.23 1.41966
1361.25 0.722640
1361.28 0.444225
1361.37 0.128260
1361.57 0.0368814
1361.96 0.0125208
1362.74 0.00633958
1364.30 0.00502596
1367.42 0.00536102
1373.65 0.00785545
1376.77 0.0102740
1379.89 0.0144259
1383.01 0.0226110
1384.56 0.0307333
1385.34 0.0395250
1385.73 0.0564577
1385.93 0.109185
1386.03 0.285749
1386.08 0.828544
1386.10 2.09652
1386.11 4.18056
1386.12 6.45857
1386.12 10.9879
1386.13 17.3410
1386.14 21.9953
1386.14 17.3413
1386.15 10.9883
1386.16 5.54563
1386.16 3.24345
1386.18 1.46237
1386.21 0.540679
1386.28 0.193417
1386.40 0.0872295
1386.66 0.0639138
1386.92 0.0805829
1387.05 0.150748
1387.11 0.375162
1387.15 0.968706
1387.16 2.11548
1387.17 3.59871
1387.18 7.17159
1387.18 11.2182
1387.19 14.2339
1387.20 11.2184
1387.20 7.17187
1387.21 4.18798
1387.21 2.54793
1387.23 1.25432
1387.25 0.503512
1387.31 0.194093
1387.41 0.0969691
1387.62 0.0719552
1388.04 0.0722130
1388.88 0.0928421
1389.72 0.129880
1390.56 0.197282
1390.98 0.253711
1391.40 0.338868
1391.82 0.476518
1392.24 0.720672
1392.45 0.921850
1392.56 1.05509
1392.66 1.21959
1392.77 1.42590
1392.87 1.68946
1392.98 2.03347
1393.08 2.49418
1393.19 3.13059
1393.29 4.04395
1393.40 5.41938
1393.50 7.62360
1393.56 9.27455
1393.61 11.4613
1393.66 14.5631
1393.71 18.9482
1393.77 25.6630
1393.82 36.0196
1393.87 53.3784
1393.92 81.8142
1393.98 131.594
1394.01 155.076
1394.02 159.430
1394.03 162.247
1394.04 164.024
1394.04 164.543
1394.04 164.688
1394.05 164.557
1394.05 164.054
1394.06 162.304
1394.07 159.033
1394.07 155.182
1394.09 144.500
1394.10 131.747
1394.16 82.6226
1394.21 55.6062
1394.26 38.9693
1394.31 28.1990
1394.35 21.2869
1394.45 13.1503
1394.54 8.86139
1394.64 6.35410
1394.73 4.77068
1394.92 2.96646
1395.11 2.01989
1395.30 1.46367
1395.49 1.10975
1395.68 0.871951
1396.06 0.579417
1396.44 0.414505
1396.82 0.312745
1397.20 0.245947
1397.96 0.166818
1398.72 0.124991
1399.48 0.102434
1399.86 0.0979413
1400.05 0.104958
1400.14 0.137508
1400.19 0.237380
1400.22 0.481651
1400.23 0.893585
1400.24 2.09773
1400.25 4.10129
1400.26 2.09753
1400.27 0.951842
1400.28 0.549106
1400.30 0.269958
1400.35 0.146925
1400.43 0.104785
1400.60 0.0917994
1400.93 0.0879692
1401.60 0.0916177
1402.27 0.106155
1402.94 0.139466
1403.28 0.169633
1403.61 0.216992
1403.95 0.295909
1404.28 0.440013
1404.45 0.561270
1404.62 0.743959
1404.78 1.04163
1404.95 1.56697
1405.04 1.99996
1405.12 2.64390
1405.20 3.66110
1405.25 4.40640
1405.29 5.37749
1405.33 6.74667
1405.37 8.71091
1405.39 10.0289
1405.41 11.6670
1405.43 13.7363
1405.45 16.3994
1405.48 19.9014
1405.50 24.6237
1405.52 31.1823
1405.54 40.6112
1405.56 54.7192
1405.58 76.7788
1405.60 112.708
1405.62 168.344
1405.65 271.912
1405.66 317.927
1405.66 331.791
1405.67 335.356
1405.67 336.437
1405.67 333.948
1405.68 329.242
1405.68 313.455
1405.70 265.560
1405.72 166.834
1405.74 116.171
1405.76 83.1266
1405.77 61.5037
1405.79 46.9579
1405.83 29.5962
1405.86 20.2009
1405.90 14.6126
1405.94 11.0406
1406.01 6.92259
1406.08 4.73781
1406.15 3.44441
1406.22 2.61695
1406.30 2.05615
1406.44 1.36700
1406.58 0.975891
1406.73 0.732845
1406.87 0.571563
1407.16 0.377515
1407.45 0.269607
1407.74 0.203432
1408.02 0.160038
1408.60 0.108087
1409.17 0.0796255
1409.75 0.0637131
1410.04 0.0637863
1410.18 0.0844501
1410.25 0.161336
1410.29 0.380918
1410.31 0.844784
1410.32 1.50244
1410.33 2.97018
1410.34 5.88108
1410.35 2.96983
1410.36 1.00602
1410.38 0.475676
1410.41 0.198185
1410.47 0.0931758
1410.59 0.0586077
1410.82 0.0462843
1411.30 0.0388858
1412.24 0.0316978
1413.19 0.0284100
1413.67 0.0292774
1413.90 0.0357701
1414.02 0.0594703
1414.08 0.134629
1414.11 0.334590
1414.12 0.717156
1414.14 2.13336
1414.15 4.23048
1414.16 2.13339
1414.17 0.870547
1414.19 0.438035
1414.21 0.186462
1414.25 0.0777971
1414.35 0.0412354
1414.53 0.0310554
1414.90 0.0295506
1415.64 0.0368133
1416.02 0.0483100
1416.39 0.0804133
1416.57 0.124364
1416.76 0.245207
1416.85 0.409296
1416.94 0.847729
1416.99 1.43532
1417.01 1.98234
1417.03 2.92044
1417.06 4.73121
1417.07 6.43041
1417.08 8.93285
1417.09 13.7346
1417.10 22.3880
1417.11 30.8192
1417.12 44.5559
1417.12 68.2157
1417.13 107.268
1417.13 173.641
1417.14 215.231
1417.15 173.642
1417.15 107.269
1417.16 68.2168
1417.16 44.5570
1417.17 30.8203
1417.17 23.5436
1417.19 14.2983
1417.20 9.54197
1417.21 6.80201
1417.22 5.08828
1417.24 3.15264
1417.26 2.11148
1417.29 1.53529
1417.33 0.921271
1417.42 0.444713
1417.51 0.270919
1417.68 0.142404
1417.86 0.0987883
1418.22 0.0742933
1418.57 0.0800359
1418.93 0.112850
1419.10 0.149604
1419.28 0.217994
1419.46 0.365781
1419.55 0.512384
1419.64 0.773168
1419.72 1.32220
1419.77 1.84614
1419.81 2.76255
1419.84 3.54319
1419.86 4.64758
1419.88 6.36185
1419.90 9.22892
1419.92 14.5517
1419.93 19.0967
1419.95 26.0935
1419.95 31.6043
1419.96 37.5945
1419.96 47.2087
1419.97 58.1533
1419.97 76.6544
1419.98 98.8627
1419.98 138.266
1419.99 193.568
1419.99 252.173
1420.00 312.789
1420.01 387.158
1420.01 365.319
1420.01 312.561
1420.02 193.388
1420.03 123.099
1420.04 84.5667
1420.05 58.1133
1420.05 43.6193
1420.07 26.0801
1420.08 17.6609
1420.10 12.4432
1420.11 9.39876
1420.14 5.80828
1420.17 3.93969
1420.20 2.84704
1420.23 2.15399
1420.26 1.68723
1420.31 1.11735
1420.37 0.796023
1420.43 0.597263
1420.49 0.465833
1420.60 0.308321
1420.72 0.221134
1420.84 0.167884
1420.95 0.133008
1421.18 0.0916500
1421.42 0.0690627
1421.88 0.0467618
1422.34 0.0369333
1422.81 0.0323574
1423.74 0.0307705
1424.67 0.0366628
1425.13 0.0434839
1425.59 0.0550067
1426.06 0.0754308
1426.52 0.115301
1426.75 0.151051
1426.99 0.209428
1427.22 0.319625
1427.33 0.441852
1427.39 0.629527
1427.42 1.00544
1427.44 1.69341
1427.45 4.19096
1427.46 7.86739
1427.47 4.22050
1427.49 2.02489
1427.50 1.28367
1427.52 0.877658
1427.57 0.769027
1427.66 0.937660
1427.76 1.30036
1427.85 1.95563
1427.90 2.50086
1427.94 3.31387
1427.99 4.60151
1428.04 6.75383
1428.06 8.53065
1428.08 10.9783
1428.11 14.8381
1428.12 17.5690
1428.13 20.7814
1428.14 25.3811
1428.15 31.6499
1428.17 40.4710
1428.18 52.0769
1428.19 71.0493
1428.20 98.2219
1428.21 146.767
1428.22 226.518
1428.24 363.837
1428.24 430.122
1428.25 452.338
1428.25 442.039
1428.26 422.319
1428.26 363.446
1428.28 226.210
1428.29 127.491
1428.31 77.2201
1428.32 50.7896
1428.34 36.3777
1428.35 26.7449
1428.37 20.4407
1428.40 13.1749
1428.43 9.07758
1428.46 6.68677
1428.53 4.05551
1428.59 2.70266
1428.65 1.92929
1428.72 1.44640
1428.78 1.12915
1428.90 0.739238
1429.03 0.523468
1429.15 0.390705
1429.28 0.303249
1429.53 0.198529
1429.78 0.141054
1430.03 0.105898
1430.28 0.0829962
1430.78 0.0557765
1431.28 0.0408637
1432.28 0.0259371
1433.29 0.0190395
1434.29 0.0154062
1436.29 0.0123973
1438.30 0.0126765
1439.30 0.0142814
1440.30 0.0178633
1441.30 0.0261670
1441.80 0.0346618
1442.31 0.0503232
1442.56 0.0636343
1442.81 0.0839705
1443.06 0.117607
1443.31 0.178631
1443.43 0.230415
1443.56 0.308803
1443.68 0.436832
1443.81 0.667317
1443.87 0.860812
1443.93 1.15351
1444.00 1.62683
1444.06 2.44847
1444.09 3.14120
1444.12 4.13582
1444.15 5.68869
1444.18 8.30782
1444.20 10.4260
1444.22 13.4611
1444.23 18.0203
1444.25 24.7246
1444.26 29.9053
1444.26 36.8445
1444.27 46.3987
1444.28 57.9913
1444.29 77.0110
1444.29 105.979
1444.30 151.606
1444.31 222.807
1444.32 356.965
1444.33 419.287
1444.33 445.261
1444.34 419.459
1444.34 357.215
1444.35 223.001
1444.36 159.090
1444.36 115.569
1444.38 69.0119
1444.39 43.7217
1444.40 30.6750
1444.42 22.1387
1444.43 17.0111
1444.46 10.9140
1444.48 7.48298
1444.51 5.50377
1444.56 3.30370
1444.62 2.20040
1444.67 1.57033
1444.72 1.17717
1444.78 0.915557
1444.88 0.597923
1444.99 0.423123
1445.09 0.315877
1445.20 0.245415
1445.41 0.161348
1445.63 0.115623
1445.84 0.0880360
1446.05 0.0705797
1446.48 0.0520925
1446.90 0.0494573
1447.32 0.0907190
1447.43 0.137785
1447.54 0.268514
1447.59 0.441781
1447.64 0.893406
1447.67 1.46985
1447.70 2.79108
1447.71 4.39627
1447.72 7.50035
1447.73 10.6764
1447.74 15.1855
1447.74 24.6007
1447.75 42.6169
1447.76 68.4072
1447.76 85.2285
1447.77 68.4075
1447.77 42.6172
1447.78 28.6658
1447.78 21.2528
1447.79 12.6511
1447.80 7.86200
1447.81 5.53270
1447.82 3.05053
1447.84 1.92506
1447.88 0.968659
1447.91 0.585037
1447.98 0.285405
1448.04 0.173888
1448.18 0.0888729
1448.31 0.0575098
1448.85 0.0246586
1449.94 0.0138707
1451.02 0.0108357
1452.10 0.00947238
1454.26 0.00874242
1455.34 0.00996343
1455.88 0.0151071
1456.15 0.0345612
1456.29 0.104616
1456.35 0.336826
1456.39 0.978199
1456.40 2.28854
1456.41 3.92647
1456.42 7.79074
1456.43 12.2873
1456.43 15.5719
1456.44 12.2873
1456.44 7.79080
1456.45 3.39446
1456.46 1.81623
1456.49 0.719917
1456.53 0.237017
1456.61 0.0734516
1456.78 0.0258641
1457.11 0.0129875
1457.78 0.00984277
1459.12 0.00964101
1461.80 0.0118645
1464.48 0.0170687
1465.81 0.0221357
1466.48 0.0267365
1466.82 0.0334436
1466.99 0.0516312
1467.07 0.110797
1467.11 0.284084
1467.13 0.677512
1467.14 1.24512
1467.15 2.85928
1467.16 5.68017
1467.18 2.85948
1467.19 1.01927
1467.20 0.505415
1467.23 0.202190
1467.28 0.0839120
1467.39 0.0462338
1467.60 0.0372534
1468.03 0.0387844
1468.88 0.0503762
1469.74 0.0705579
1470.59 0.107516
1471.02 0.138710
1471.45 0.186165
1471.87 0.263695
1472.30 0.403301
1472.52 0.519725
1472.73 0.694371
1472.94 0.976755
1473.05 1.18757
1473.16 1.47176
1473.26 1.87615
1473.37 2.47306
1473.42 2.88846
1473.48 3.40651
1473.53 4.07676
1473.58 4.96468
1473.64 6.20173
1473.69 7.92063
1473.74 10.5123
1473.80 14.4878
1473.85 21.2944
1473.88 26.5638
1473.90 33.6061
1473.93 44.0766
1473.96 58.9525
1473.98 82.3626
1474.01 116.538
1474.05 187.098
1474.07 221.297
1474.07 227.495
1474.07 231.187
1474.08 234.021
1474.08 234.771
1474.09 233.766
1474.09 230.662
1474.10 220.362
1474.12 187.792
1474.16 117.075
1474.18 86.0214
1474.20 64.3516
1474.25 38.6668
1474.30 25.3113
1474.34 17.7062
1474.39 13.0261
1474.43 9.96197
1474.53 6.34655
1474.62 4.38563
1474.71 3.20800
1474.89 1.93223
1475.08 1.28687
1475.26 0.918168
1475.44 0.688047
1475.63 0.535581
1476.00 0.350522
1476.36 0.247687
1476.73 0.184554
1477.10 0.143042
1477.83 0.0935360
1478.57 0.0663529
1479.30 0.0498145
1480.03 0.0390482
1481.50 0.0263602
1482.97 0.0195783
1484.44 0.0159538
1485.18 0.0158576
1485.54 0.0190818
1485.73 0.0311287
1485.82 0.0719469
1485.87 0.194709
1485.89 0.485269
1485.90 0.930024
1485.91 2.29918
1485.92 4.57635
1485.93 2.29937
1485.95 0.869788
1485.96 0.439848
1485.98 0.173755
1486.03 0.0668463
1486.13 0.0329776
1486.33 0.0306011
1486.52 0.0696883
1486.62 0.212341
1486.67 0.645481
1486.70 1.71769
1486.71 3.44427
1486.71 5.32822
1486.72 9.06356
1486.73 14.2795
1486.73 18.0833
1486.74 14.2795
1486.74 9.06356
1486.75 4.57306
1486.76 2.66745
1486.78 1.14199
1486.81 0.404599
1486.88 0.128977
1487.01 0.0437469
1487.27 0.0196899
1487.80 0.0128349
1488.86 0.0104744
1489.92 0.0103026
1490.45 0.0129965
1490.71 0.0242791
1490.84 0.0652928
1490.91 0.198498
1490.94 0.555329
1490.96 1.29459
1490.97 2.21997
1490.97 4.40885
1490.99 8.84089
1491.00 4.40888
1491.01 2.21996
1491.02 1.21935
1491.03 0.533166
1491.07 0.184897
1491.14 0.0607511
1491.28 0.0226687
1491.55 0.0121279
1492.11 0.00921399
1493.22 0.00825339
1495.44 0.00788293
1497.67 0.00810808
1498.78 0.00874703
1499.33 0.0105773
1499.61 0.0170908
1499.75 0.0405597
1499.82 0.117045
1499.86 0.331678
1499.87 0.754902
1499.89 2.75185
1499.90 5.48664
1499.91 2.75188
1499.92 1.27539
1499.93 0.712292
1499.95 0.306785
1499.99 0.109635
1500.06 0.0382640
1500.20 0.0166284
1500.49 0.0108285
1501.07 0.00956781
1502.23 0.0100952
1503.38 0.0129252
1503.96 0.0220529
1504.25 0.0555571
1504.39 0.177560
1504.47 0.578693
1504.48 0.920204
1504.50 1.68551
1504.52 3.95825
1504.53 7.10610
1504.53 10.4667
1504.54 15.1842
1504.54 23.9503
1504.55 30.3532
1504.56 23.9504
