Au-197(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1113.43 11.4689
1115.16 11.0090
1116.88 10.5105
1117.74 10.2278
1118.18 10.0726
1118.61 9.90705
1119.04 9.73969
1119.25 9.66957
1119.47 9.64016
1119.68 9.74250
1119.79 9.93134
1119.90 10.3492
1120.01 11.3307
1120.06 12.2965
1120.11 13.8978
1120.17 16.8513
1120.22 22.7605
1120.25 28.0106
1120.28 36.1745
1120.30 49.2777
1120.33 69.4921
1120.35 89.2803
1120.37 112.942
1120.40 146.540
1120.44 125.129
1120.47 86.2099
1120.50 64.5131
1120.52 50.5184
1120.55 40.7872
1120.58 34.3539
1120.63 26.2744
1120.68 21.7938
1120.74 18.9596
1120.79 17.0797
1120.89 14.8119
1121.00 13.5005
1121.10 12.6710
1121.32 11.6730
1121.53 11.0920
1121.74 10.7028
1122.16 10.1883
1123.00 9.54011
1123.85 9.03673
1124.69 8.55135
1125.11 8.30538
1125.53 8.07004
1125.95 7.90434
1126.17 7.91642
1126.38 8.11539
1126.59 8.82675
1126.69 9.67039
1126.80 11.2679
1126.90 14.6220
1126.96 17.7028
1127.01 22.5603
1127.06 31.0331
1127.11 46.4200
1127.14 59.6969
1127.17 78.4400
1127.19 106.258
1127.22 147.518
1127.26 244.555
1127.30 320.188
1127.34 269.976
1127.38 179.171
1127.41 135.311
1127.44 105.539
1127.49 69.0075
1127.54 49.6487
1127.59 38.3794
1127.65 31.2750
1127.70 26.5040
1127.81 20.6595
1127.91 17.3106
1128.02 15.1826
1128.23 12.6693
1128.44 11.2399
1128.65 10.3076
1129.08 9.12259
1129.50 8.34857
1129.93 7.76387
1130.77 6.91896
1131.20 6.67424
1131.62 6.65997
1132.05 7.12350
1132.47 8.68249
1132.68 10.3327
1132.89 13.1124
1133.10 17.9159
1133.32 26.6109
1133.42 33.5887
1133.53 43.5233
1133.63 58.0762
1133.74 80.1411
1133.85 114.999
1133.95 172.720
1134.06 272.895
1134.16 448.293
1134.28 773.232
1134.40 1038.55
1134.52 893.733
1134.64 602.443
1134.72 447.872
1134.81 341.045
1134.89 267.698
1134.97 216.807
1135.14 152.371
1135.31 115.242
1135.47 91.8127
1135.64 76.1969
1135.98 57.0219
1136.31 45.9612
1136.64 38.9363
1137.31 30.6450
1137.98 25.9840
1138.65 23.0291
1139.32 20.9954
1139.99 19.5128
1141.33 17.4842
1142.66 16.1534
1145.34 14.4755
1148.01 13.4167
1150.69 12.6483
1156.04 11.5045
1161.39 10.5514
1166.73 9.56332
1169.41 8.98094
1172.08 8.26938
1173.42 7.83339
1174.76 7.31708
1175.43 7.02184
1176.10 6.71402
1176.43 6.58493
1176.60 6.55283
1176.76 6.58198
1176.93 6.77158
1177.02 7.01495
1177.10 7.48072
1177.18 8.45631
1177.22 9.34267
1177.27 10.7144
1177.31 13.0761
1177.35 17.3770
1177.39 25.9371
1177.43 43.4956
1177.45 55.0446
1177.47 68.6400
1177.50 87.7013
1177.53 74.1334
1177.57 50.3341
1177.61 33.3280
1177.64 24.1476
1177.68 18.8356
1177.71 15.5576
1177.79 11.9235
1177.86 10.0553
1177.93 8.94433
1178.00 8.23645
1178.15 7.38024
1178.44 6.53837
1178.72 6.09826
1179.30 5.63863
1179.88 5.65316
1180.45 6.78548
1180.74 8.46752
1181.03 11.9984
1181.18 15.1478
1181.32 19.9342
1181.46 27.5114
1181.61 40.0836
1181.75 62.4957
1181.83 80.2086
1181.90 105.291
1181.97 141.777
1182.04 196.324
1182.11 279.710
1182.19 407.418
1182.29 700.636
1182.40 937.647
1182.51 803.193
1182.62 539.008
1182.71 376.441
1182.80 273.068
1182.89 207.006
1182.98 163.201
1183.17 111.225
1183.35 82.8569
1183.54 65.6327
1183.72 54.3234
1184.09 40.7067
1184.46 32.9924
1184.82 28.1111
1185.19 24.7755
1185.56 22.3637
1186.30 19.1193
1187.03 17.0347
1187.77 15.5717
1188.50 14.4775
1189.97 12.9058
1191.45 11.7766
1194.39 10.0599
1197.33 8.49338
1198.81 7.62562
1200.28 6.62775
1201.75 5.45963
1202.48 4.84831
1203.22 4.36272
1203.96 4.50863
1204.32 5.35024
1204.51 6.21926
1204.69 7.61175
1204.88 9.84295
1205.06 13.4720
1205.24 19.5503
1205.43 30.2066
1205.52 38.5435
1205.61 50.1684
1205.70 66.7852
1205.80 91.2392
1205.89 128.451
1205.98 187.167
1206.07 282.919
1206.16 438.403
1206.28 760.821
1206.40 1030.38
1206.52 891.883
1206.64 602.241
1206.72 447.466
1206.81 341.585
1206.89 268.622
1206.98 217.317
1207.14 152.419
1207.31 115.209
1207.48 91.6640
1207.65 75.9285
1207.99 56.4951
1208.32 45.2711
1208.66 38.0875
1209.33 29.5516
1210.01 24.6993
1210.68 21.5696
1212.03 17.7065
1213.38 15.2855
1214.73 13.4281
1215.40 12.5479
1215.74 12.0902
1216.07 11.6106
1216.41 11.1258
1216.58 10.9192
1216.75 10.8261
1216.92 11.1043
1217.00 11.6237
1217.09 12.7719
1217.17 15.4079
1217.21 17.8790
1217.25 21.8872
1217.30 28.7049
1217.32 33.9111
1217.34 41.0155
1217.36 50.8796
1217.38 64.7961
1217.40 84.6326
1217.42 112.774
1217.44 149.090
1217.46 190.943
1217.50 258.267
1217.52 254.434
1217.54 228.147
1217.58 159.402
1217.61 113.276
1217.65 84.4691
1217.69 66.3572
1217.72 54.4787
1217.79 40.4966
1217.87 32.9706
1217.94 28.3145
1218.01 25.2836
1218.15 21.5768
1218.30 19.4540
1218.44 18.1292
1218.72 16.6347
1219.30 15.7228
1219.87 16.5392
1220.44 19.9327
1220.73 23.6623
1221.02 30.2519
1221.30 42.7315
1221.59 68.6267
1221.73 92.4380
1221.87 130.674
1222.02 194.598
1222.16 303.104
1222.33 508.290
1222.50 671.637
1222.67 571.966
1222.84 382.635
1223.00 258.336
1223.16 183.891
1223.32 138.047
1223.48 108.800
1223.80 75.0409
1224.12 57.1372
1224.45 46.4515
1224.77 39.5076
1225.41 31.2168
1226.05 26.5197
1226.69 23.5372
1227.97 19.9691
1229.26 17.8915
1230.54 16.5025
1233.11 14.6716
1235.67 13.3836
1236.95 12.8096
1238.24 12.2297
1239.52 11.5972
1240.16 11.2440
1240.80 10.8647
1241.45 10.4996
1241.77 10.3872
1242.09 10.4561
1242.41 11.0850
1242.57 11.9666
1242.73 13.7678
1242.89 17.7361
1242.97 21.4465
1243.05 27.4979
1243.13 37.9496
1243.21 57.3813
1243.25 73.4543
1243.29 96.8304
1243.33 131.405
1243.37 182.473
1243.44 309.779
1243.50 412.749
1243.57 355.032
1243.63 241.387
1243.70 160.741
1243.77 113.817
1243.83 85.8873
1243.90 68.2867
1243.97 56.5577
1244.03 48.3582
1244.17 37.9078
1244.30 31.6978
1244.44 27.6671
1244.70 22.8446
1244.97 20.1089
1245.24 18.3620
1245.78 16.2587
1246.31 15.0163
1246.85 14.1678
1247.92 12.9932
1248.99 12.0765
1249.53 11.6276
1250.06 11.1517
1250.60 10.6427
1250.87 10.4019
1251.14 10.2473
1251.40 10.4289
1251.54 10.8973
1251.67 12.0347
1251.81 14.8161
1251.87 17.6106
1251.94 22.4001
1252.01 31.1497
1252.04 38.4097
1252.07 48.5958
1252.11 64.2414
1252.14 87.5813
1252.17 125.598
1252.21 184.159
1252.23 244.492
1252.25 314.065
1252.30 419.278
1252.32 409.511
1252.35 362.652
1252.39 248.455
1252.45 156.957
1252.50 108.292
1252.56 80.3049
1252.61 63.6048
1252.67 52.5342
1252.72 45.0614
1252.83 35.6426
1252.94 30.0535
1253.05 26.4527
1253.26 22.1812
1253.48 19.7528
1253.70 18.2125
1253.92 17.1472
1254.13 16.3660
1254.57 15.2902
1255.00 14.5794
1255.87 13.6706
1256.74 13.0882
1257.61 12.6633
1259.35 12.0415
1262.82 11.1571
1266.30 10.4089
1269.78 9.63075
1271.52 9.19262
1273.25 8.70624
1274.99 8.19436
1275.86 7.98463
1276.73 7.93602
1277.60 8.43986
1278.04 9.28146
1278.47 11.1327
1278.90 15.4395
1279.12 19.6580
1279.34 26.8017
1279.56 39.8246
1279.77 65.6144
1279.88 88.4732
1279.99 123.397
1280.10 179.383
1280.21 268.029
1280.35 455.414
1280.50 605.806
1280.65 518.462
1280.79 348.514
1280.91 251.886
1281.02 187.826
1281.14 145.413
1281.25 116.740
1281.48 81.5778
1281.70 61.8949
1281.93 49.7150
1282.16 41.6756
1282.61 31.8869
1283.07 26.2526
1283.52 22.6775
1283.75 21.4401
1283.86 21.0045
1283.97 20.8042
1284.09 21.1134
1284.15 21.6934
1284.20 22.8521
1284.26 25.2401
1284.32 30.3917
1284.34 35.2723
1284.37 42.8100
1284.40 55.1655
1284.43 75.6084
1284.46 117.488
1284.50 152.094
1284.54 132.902
1284.57 94.6274
1284.60 74.8920
1284.62 61.1829
1284.67 45.2544
1284.72 36.6895
1284.77 31.7808
1284.82 28.5793
1284.87 26.4321
1284.97 23.6964
1285.07 22.0127
1285.16 20.8791
1285.36 19.3872
1285.56 18.4063
1285.76 17.6863
1286.15 16.6391
1286.94 15.2643
1287.73 14.3312
1289.30 13.0576
1290.88 12.1752
1294.04 10.9052
1297.19 9.87326
1300.35 8.82119
1301.92 8.21559
1303.50 7.50200
1305.08 6.62086
1305.87 6.10576
1306.65 5.57452
1307.05 5.34466
1307.44 5.20987
1307.84 5.31396
1308.23 6.02840
1308.43 6.90109
1308.63 8.45893
1308.82 11.2872
1309.02 16.6385
1309.12 21.0972
1309.22 27.5325
1309.32 37.3161
1309.41 52.4658
1309.51 77.6047
1309.61 120.912
1309.71 202.070
1309.76 266.986
1309.81 356.728
1309.90 614.135
1310.00 826.483
1310.10 711.679
1310.19 478.618
1310.26 355.703
1310.33 271.819
1310.39 213.930
1310.46 173.180
1310.60 121.537
1310.73 91.9798
1310.87 73.2660
1311.00 60.7945
1311.27 45.4530
1311.54 36.5799
1311.81 30.9210
1312.34 24.2382
1312.88 20.4575
1313.42 18.0428
1314.49 15.1082
1315.57 13.3484
1316.64 12.1287
1318.79 10.4318
1320.94 9.23336
1322.02 8.82522
1323.09 8.71697
1324.17 9.44809
1324.71 10.6424
1325.24 13.1933
1325.78 18.9185
1326.05 24.3784
1326.32 33.3532
1326.59 49.1475
1326.85 79.0214
1326.99 104.445
1327.12 141.873
1327.26 198.455
1327.39 284.023
1327.60 482.343
1327.80 641.449
1328.01 548.435
1328.21 367.099
1328.42 240.507
1328.63 167.248
1328.84 123.600
1329.04 96.0762
1329.25 77.6517
1329.46 64.8338
1329.88 48.4632
1330.29 38.6655
1330.71 32.2644
1331.54 24.4126
1332.37 19.6678
1332.79 17.8935
1333.21 16.4413
1333.62 15.4955
1333.83 15.4760
1334.04 16.2312
1334.25 18.9264
1334.35 21.9783
1334.46 27.5325
1334.56 38.2387
1334.61 47.3167
1334.66 60.8591
1334.72 81.7835
1334.77 115.406
1334.82 171.473
1334.87 266.220
1334.94 453.825
1335.00 610.555
1335.06 529.444
1335.13 360.572
1335.20 235.779
1335.27 165.614
1335.33 123.827
1335.40 98.1153
1335.47 80.8136
1335.54 68.9262
1335.68 53.6538
1335.81 44.5539
1335.95 38.6148
1336.22 31.4498
1336.50 27.2900
1336.77 24.5883
1337.32 21.2348
1337.87 19.1858
1338.41 17.7661
1339.51 15.8370
1340.60 14.5029
1341.70 13.4626
1343.88 11.7920
1346.07 10.3394
1347.17 9.65696
1348.26 9.06928
1349.36 8.86175
1349.90 9.20967
1350.45 10.3899
1351.00 13.6890
1351.27 17.1925
1351.55 23.3609
1351.82 35.0006
1351.96 44.7004
1352.09 58.8412
1352.23 80.4477
1352.37 114.432
1352.50 169.594
1352.64 259.076
1352.82 446.930
1353.00 605.085
1353.18 525.895
1353.36 357.740
1353.55 234.853
1353.74 164.259
1353.93 122.251
1354.12 95.9981
1354.31 78.4243
1354.50 66.1970
1354.88 50.5225
1355.26 41.1494
1355.63 35.0104
1356.39 27.5277
1357.15 23.1037
1357.91 20.0749
1358.29 18.8683
1358.48 18.3496
1358.67 17.9495
1358.86 17.8483
1358.95 18.0882
1359.05 18.7917
1359.14 20.5936
1359.19 22.3624
1359.23 25.3103
1359.28 30.6209
1359.33 40.4403
1359.38 60.4936
1359.40 78.5612
1359.42 104.128
1359.44 134.604
1359.46 169.400
1359.50 221.767
1359.54 192.941
1359.58 135.620
1359.61 104.118
1359.63 82.4985
1359.66 67.7471
1359.69 57.4542
1359.75 44.5838
1359.80 37.2883
1359.86 32.5949
1359.91 29.4283
1360.02 25.5149
1360.14 23.1747
1360.25 21.6397
1360.47 19.6994
1360.69 18.4743
1360.91 17.5935
1361.36 16.3253
1362.25 14.5532
1363.14 13.1055
1364.03 11.7174
1364.48 11.0497
1364.92 10.5095
1365.37 10.4846
1365.59 11.0631
1365.81 12.6733
1366.04 16.7871
1366.15 20.8867
1366.26 27.7662
1366.37 39.9984
1366.48 62.7064
1366.54 81.5969
1366.59 108.330
1366.65 148.057
1366.70 204.795
1366.80 360.835
1366.90 497.917
1367.00 442.678
1367.10 309.120
1367.21 205.167
1367.31 145.399
1367.42 110.168
1367.53 88.2189
1367.64 73.4294
1367.74 63.1481
1367.96 49.8721
1368.17 41.8841
1368.39 36.6312
1368.82 30.2325
1369.25 26.5182
1369.68 24.1008
1370.54 21.1339
1371.40 19.3609
1372.26 18.1614
1373.98 16.5973
1375.70 15.5799
1377.42 14.8338
1380.86 13.7482
1384.30 12.9230
1387.74 12.1862
1389.46 11.7999
1390.32 11.5858
1391.18 11.3441
1392.04 11.0558
1392.47 10.8861
1392.90 10.6984
1393.11 10.6024
1393.33 10.5151
1393.54 10.4603
1393.76 10.5042
1393.97 10.8580
1394.08 11.3529
1394.19 12.3650
1394.30 14.6218
1394.35 16.7714
1394.40 20.2435
1394.46 26.4400
1394.51 38.2701
1394.54 48.3093
1394.57 63.2549
1394.59 85.9798
1394.62 119.006
1394.64 155.875
1394.66 198.028
1394.70 262.679
1394.74 226.072
1394.78 153.950
1394.81 114.173
1394.84 88.2346
1394.87 70.2048
1394.90 58.1791
1394.97 43.0558
1395.03 34.5048
1395.09 29.2011
1395.15 25.6716
1395.27 21.3996
1395.39 18.9340
1395.51 17.3798
1395.76 15.5374
1396.00 14.4957
1396.24 13.8327
1396.49 13.3706
1396.73 13.0278
1397.22 12.5456
1397.70 12.2148
1398.67 11.7646
1399.65 11.4463
1400.62 11.1901
1402.56 10.7612
1406.45 10.0023
1410.34 9.20431
1414.24 8.22740
1416.18 7.61032
1418.13 6.84837
1420.07 5.86170
1421.04 5.24676
1422.02 4.53191
1422.99 3.73781
1423.47 3.36896
1423.96 3.15091
1424.45 3.47174
1424.57 3.75976
1424.69 4.20234
1424.81 4.88022
1424.93 5.89700
1425.06 7.45953
1425.18 9.86375
1425.30 13.7356
1425.42 20.1244
1425.48 24.9526
1425.54 31.4658
1425.60 40.4263
1425.66 52.7835
1425.72 70.8224
1425.78 97.4146
1425.85 137.337
1425.91 196.060
1426.00 342.711
1426.10 465.891
1426.20 405.391
1426.30 276.566
1426.37 206.825
1426.44 158.735
1426.51 125.853
1426.57 103.216
1426.71 74.7403
1426.85 59.0614
1427.13 44.7614
1427.41 42.3163
1427.69 49.8370
1427.83 59.0923
1427.97 74.7026
1428.11 101.418
1428.25 148.106
1428.39 234.292
1428.52 397.996
1428.66 670.962
1428.80 891.538
1428.94 763.555
1429.08 513.031
1429.23 324.392
1429.39 220.350
1429.54 160.855
1429.70 124.360
1429.85 100.472
1430.01 83.9699
1430.32 63.1448
1430.63 50.8481
1430.94 42.8739
1431.56 33.2990
1432.18 27.8207
1432.80 24.2902
1434.04 19.9939
1435.28 17.4342
1436.52 15.6845
1439.00 13.2849
1441.48 11.4453
1442.72 10.5494
1443.95 9.58966
1445.19 8.51422
1445.81 7.94785
1446.43 7.45284
1447.05 7.37481
1447.36 7.86540
1447.67 9.36016
1447.98 13.4546
1448.14 17.8178
1448.29 25.6100
1448.45 40.5124
1448.53 53.2362
1448.60 72.0056
1448.68 101.502
1448.76 148.551
1448.84 227.367
1448.91 361.340
1449.01 625.136
1449.10 842.086
1449.19 726.998
1449.29 492.172
1449.36 355.206
1449.43 265.569
1449.51 206.024
1449.58 165.340
1449.73 115.331
1449.87 87.4676
1450.02 70.1223
1450.17 58.6703
1450.46 44.6926
1450.75 36.6489
1451.04 31.5220
1451.63 25.4525
1452.22 21.9997
1452.80 19.7797
1453.97 17.0613
1455.14 15.4157
1456.31 14.2712
1458.65 12.6731
1461.00 11.4627
1463.34 10.3352
1464.51 9.72175
1465.09 9.38194
1465.68 9.00719
1466.26 8.58887
1466.56 8.36967
1466.85 8.17024
1467.14 8.08259
1467.29 8.17990
1467.43 8.54227
1467.58 9.60101
1467.65 10.7446
1467.73 12.8071
1467.80 16.7972
1467.87 25.3777
1467.91 33.6425
1467.95 46.8987
1467.96 57.3197
1467.98 70.4699
1468.00 87.9302
1468.02 110.954
1468.04 146.003
1468.06 186.074
1468.10 247.506
1468.12 240.666
1468.14 212.649
1468.18 144.040
1468.22 103.271
1468.25 77.6576
1468.28 60.5060
1468.32 49.3312
1468.38 35.6581
1468.45 28.1018
1468.52 23.4727
1468.58 20.4103
1468.72 16.7049
1468.85 14.5506
1468.98 13.1682
1469.25 11.4671
1469.52 10.4337
1469.79 9.70636
1470.32 8.67834
1470.85 7.99160
1471.12 7.84037
1471.39 8.01777
1471.66 9.07401
1471.79 10.4250
1471.92 13.0197
1472.06 18.3644
1472.12 23.1111
1472.19 30.3291
1472.26 42.1238
1472.32 62.1296
1472.39 97.8284
1472.46 161.869
1472.53 278.337
1472.60 376.957
1472.67 328.638
1472.74 224.698
1472.81 159.661
1472.87 118.566
1472.93 91.9940
1472.99 74.1986
1473.11 52.7080
1473.23 40.9335
1473.36 33.6442
1473.48 28.8479
1473.72 22.9602
1473.97 19.5545
1474.21 17.3518
1474.70 14.6688
1475.19 13.0713
1475.68 11.9826
1476.66 10.5213
1478.62 8.69110
1480.58 7.39708
1482.54 6.62362
1483.52 6.77003
1484.50 7.94261
1484.99 9.35762
1485.48 11.8599
1485.97 16.3204
1486.46 24.5512
1486.71 31.2098
1486.95 40.7143
1487.20 54.6364
1487.44 75.6777
1487.69 108.681
1487.93 162.658
1488.18 254.573
1488.42 412.727
1488.71 718.550
1489.00 977.956
1489.29 854.624
1489.58 583.398
1489.91 371.464
1490.24 253.798
1490.57 185.889
1490.90 144.164
1491.23 116.662
1491.56 97.6638
1492.22 73.5701
1492.88 59.3049
1493.53 50.0432
1494.85 38.9239
1496.17 32.5431
1497.49 28.3777
1498.15 26.7503
1498.80 25.3064
1499.13 24.6550
1499.30 24.3746
1499.46 24.1806
1499.63 24.2223
1499.71 24.4691
1499.79 25.0737
1499.88 26.5009
1499.92 27.8378
1499.96 29.9903
1500.00 33.6070
1500.04 40.0261
1500.08 52.1396
1500.12 75.8663
1500.16 115.825
1500.20 148.506
1500.24 131.701
1500.28 96.9256
1500.31 78.0803
1500.34 64.9640
1500.36 55.9043
1500.39 49.5191
1500.45 41.4461
1500.50 36.7502
1500.56 33.7670
1500.62 31.7371
1500.73 29.1862
1500.84 27.6586
1500.95 26.6373
1501.17 25.3363
1501.40 24.5020
1501.62 23.8955
1502.07 23.0178
1502.96 21.8264
1503.86 20.9547
1505.65 19.6425
1507.44 18.6496
1511.02 17.1835
1514.60 16.1099
1518.18 15.2468
1521.75 14.4782
1523.54 14.0860
1524.44 13.8731
1525.33 13.6364
1526.23 13.3563
1526.68 13.1903
1527.12 13.0022
1527.57 12.7989
1527.80 12.7114
1528.02 12.6806
1528.24 12.8474
1528.35 13.1418
1528.47 13.7883
1528.58 15.2891
1528.63 16.7438
1528.69 19.1683
1528.75 23.4519
1528.80 31.6227
1528.86 48.7382
1528.89 64.1346
1528.91 86.3264
1528.96 141.230
1529.00 187.268
1529.04 163.867
1529.09 114.614
1529.13 80.7371
1529.17 60.7732
1529.22 48.2463
1529.26 40.3776
1529.30 34.9247
1529.34 31.1597
1529.43 26.2813
1529.51 23.3069
1529.60 21.3633
1529.77 19.0344
1529.94 17.6981
1530.11 16.8489
1530.44 15.8295
1530.78 15.2348
1531.12 14.8413
1531.80 14.3345
1532.48 14.0037
1533.15 13.7561
1534.51 13.3772
1537.22 12.7854
1539.92 12.2246
1542.63 11.5739
1543.99 11.1663
1545.34 10.6543
1546.02 10.3372
1546.70 9.96191
1547.37 9.50891
1548.05 8.95844
1548.39 8.64623
1548.73 8.32490
1549.07 8.03717
1549.40 7.92402
1549.74 8.45889
1549.91 9.42663
1550.08 11.5920
1550.25 16.6311
1550.34 21.5096
1550.42 29.4834
1550.50 43.5695
1550.55 54.4572
1550.59 69.5865
1550.63 91.6691
1550.67 123.048
1550.72 169.198
1550.76 236.937
1550.83 413.906
1550.90 563.446
1550.94 554.365
1550.97 492.134
1551.04 337.686
1551.12 226.116
1551.19 161.033
1551.26 121.661
1551.33 96.5290
1551.41 79.4123
1551.48 67.5348
1551.62 52.2364
1551.77 42.9892
1551.91 36.9849
1552.20 29.7202
1552.49 25.5791
1552.78 22.9366
1553.07 21.1151
1553.36 19.7871
1553.93 17.9823
1554.51 16.8097
1555.09 15.9810
1555.67 15.3597
1556.82 14.4709
1557.98 13.8466
1560.29 12.9617
1562.60 12.2814
1564.91 11.6482
1566.07 11.3127
1567.22 10.9356
1567.80 10.7162
1568.38 10.4622
1568.67 10.3252
1568.81 10.2638
1568.96 10.2281
1569.10 10.2767
1569.17 10.3871
1569.24 10.6389
1569.32 11.2134
1569.35 11.7566
1569.39 12.6363
1569.42 14.1279
1569.46 16.8091
1569.50 21.9585
1569.53 32.2888
1569.57 49.4740
1569.60 64.3211
1569.63 57.3785
1569.67 42.1108
1569.70 32.8973
1569.72 26.8808
1569.75 22.9472
1569.78 20.2892
1569.84 17.0667
1569.89 15.2877
1569.95 14.1597
1570.00 13.4047
1570.11 12.4761
1570.23 11.9213
1570.34 11.5563
1570.56 11.0908
1571.01 10.5714
1571.45 10.2428
1572.34 9.76500
1573.23 9.44071
1574.12 9.48663
1574.57 9.92122
1575.01 11.0953
1575.46 14.1273
1575.68 17.2494
1575.91 22.6480
1576.13 32.6804
1576.35 52.9764
1576.46 71.1571
1576.57 99.1246
1576.69 143.707
1576.80 215.237
1576.95 369.437
1577.10 499.285
1577.25 434.346
1577.40 296.371
1577.51 222.741
1577.62 171.695
1577.73 136.560
1577.84 111.879
1578.05 80.8259
1578.27 62.9649
1578.48 51.6589
1578.70 44.0516
1579.13 34.6928
1579.56 29.2600
1579.99 25.7816
1580.86 21.6291
1581.72 19.2497
1582.58 17.7029
1583.44 16.6022
1584.31 15.7624
1586.03 14.4915
1586.90 13.9514
1587.76 13.4170
1588.62 12.8352
1589.05 12.5048
1589.48 12.1384
1589.92 11.7528
1590.13 11.5956
1590.35 11.5607
1590.56 11.9374
1590.67 12.5568
1590.78 13.8825
1590.89 16.8957
1590.94 19.7683
1590.99 24.4857
1591.05 32.6604
1591.10 47.8374
1591.13 60.3318
1591.16 78.3920
1591.18 104.871
1591.21 141.867
1591.23 186.344
1591.25 240.235
1591.30 323.664
1591.32 318.023
1591.35 283.065
1591.39 195.390
1591.44 135.768
1591.48 100.124
1591.52 77.5271
1591.57 63.2096
1591.65 46.3091
1591.74 37.2941
1591.83 31.7717
1591.91 28.1848
1592.09 23.8150
1592.26 21.3039
1592.43 19.7079
1592.61 18.6040
1592.78 17.7961
1593.13 16.6885
1593.47 15.9638
1594.16 15.0516
1594.86 14.4794
1595.55 14.0704
1596.93 13.4888
1598.32 13.0582
1599.71 12.6977
1602.48 12.0508
1605.25 11.3669
1606.63 10.9558
1608.02 10.4476
1608.71 10.1355
1609.40 9.76722
1610.10 9.32437
1610.79 8.79029
1611.13 8.48965
1611.48 8.18441
1611.83 7.92187
1612.17 7.84989
1612.52 8.46851
1612.69 9.51724
1612.87 11.8273
1613.04 17.1186
1613.13 22.2500
1613.21 30.6432
1613.30 45.4979
1613.34 57.0146
1613.38 73.0647
1613.43 96.5658
1613.47 130.137
1613.51 179.792
1613.56 253.103
1613.63 439.789
1613.70 595.740
1613.77 519.127
1613.84 355.623
1613.90 265.530
1613.95 204.436
1614.00 162.342
1614.05 132.738
1614.15 95.4316
1614.25 73.8525
1614.35 60.2467
1614.46 51.0778
1614.66 39.7629
1614.87 33.1838
1615.07 28.9909
1615.27 26.1034
1615.48 24.0075
1615.89 21.1819
1616.29 19.3840
1616.70 18.1403
1617.11 17.2289
1617.93 15.9774
1618.74 15.1526
1619.56 14.5607
1620.38 14.1095
1622.01 13.4480
1623.64 12.9658
1626.91 12.2394
1630.18 11.6137
1631.81 11.2852
1633.44 10.9124
1635.08 10.4499
1635.89 10.1600
1636.71 9.80868
1637.53 9.37295
1637.94 9.12419
1638.34 8.88007
1638.75 8.75005
1638.96 8.85123
1639.16 9.28149
1639.36 10.5818
1639.47 12.0152
1639.57 14.6149
1639.67 19.6402
1639.77 30.3327
1639.82 40.2933
1639.87 56.4016
1639.93 83.4724
1639.98 129.631
1640.04 220.500
1640.10 297.196
1640.16 259.154
1640.22 177.919
1640.29 116.096
1640.36 81.8347
1640.43 61.8799
1640.50 49.4731
1640.57 41.1713
1640.63 35.4894
1640.77 28.2546
1640.91 23.9163
1641.04 21.1047
1641.32 17.6858
1641.59 15.6770
1641.86 14.3372
1642.41 12.5765
1642.95 11.3658
1643.23 10.9048
1643.50 10.6297
1643.77 10.8807
1643.91 11.5492
1644.04 13.1203
1644.18 16.8641
1644.25 20.4891
1644.32 26.5159
1644.38 37.0903
1644.42 45.3946
1644.45 57.0055
1644.49 73.6042
1644.52 97.8563
1644.55 133.874
1644.59 187.288
1644.64 321.333
1644.70 435.351
1644.73 427.911
1644.76 380.478
1644.81 261.187
1644.87 170.418
1644.94 119.919
1645.00 90.3743
1645.06 71.9471
1645.12 59.7377
1645.18 51.2264
1645.30 40.3889
1645.42 33.9384
1645.55 29.7378
1645.79 24.6849
1646.03 21.7992
1646.28 19.9490
1646.52 18.6659
1646.77 17.7239
1647.25 16.4287
1647.74 15.5781
1648.72 14.5106
1649.70 13.8509
1650.67 13.3911
1652.62 12.7657
1654.58 12.3330
1656.53 11.9894
1657.51 11.8314
1658.48 11.6705
1658.97 11.5836
1659.46 11.4913
1659.70 11.4517
1659.95 11.4586
1660.07 11.5400
1660.19 11.8391
1660.25 12.2386
1660.31 13.1329
1660.34 14.0199
1660.37 15.4617
1660.40 18.0922
1660.43 22.6821
1660.47 31.3044
1660.50 38.3213
1660.53 34.6797
1660.57 27.2179
1660.60 22.2004
1660.63 19.0961
1660.66 17.1572
1660.69 15.9251
1660.75 14.4429
1660.81 13.6346
1660.93 12.8150
1661.06 12.4154
1661.30 12.0285
1661.55 11.8381
1662.03 11.6351
1662.52 11.5145
1663.50 11.3495
1664.48 11.2214
1668.39 10.8005
1672.30 10.4054
1676.21 9.98174
1680.13 9.47827
1682.08 9.16921
1684.04 8.79289
1685.99 8.30283
1686.97 7.98878
1687.95 7.60550
1688.44 7.38173
1688.93 7.13634
1689.42 6.87968
1689.90 6.65664
1690.15 6.60138
1690.39 6.64757
1690.64 6.91838
1690.88 7.70950
1691.13 9.86620
1691.25 12.1560
1691.37 16.2532
1691.49 24.1270
1691.55 30.8363
1691.62 40.9237
1691.68 56.6972
1691.74 82.4820
1691.80 126.502
1691.86 203.039
1691.93 347.647
1692.00 464.676
1692.07 400.015
1692.14 271.127
1692.19 202.468
1692.24 155.794
1692.29 122.969
1692.34 100.363
1692.44 71.5821
1692.54 54.9892
1692.64 44.5654
1692.74 37.5664
1692.93 29.0016
1693.13 24.0365
1693.33 20.8669
1693.72 17.1174
1694.12 14.9839
1694.51 13.6119
1695.31 11.9166
1696.10 10.8639
1696.89 10.0956
1698.47 8.89579
1700.05 7.78077
1700.84 7.18256
