Au-197(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
2404.65 24.4747
2404.83 18.5481
2405.01 15.1091
2405.18 12.9141
2405.53 10.2722
2405.89 8.72215
2406.24 7.68390
2406.94 6.30383
2407.65 5.34684
2408.35 4.57893
2409.76 3.32381
2411.17 2.46735
2411.88 2.41646
2412.23 2.60700
2412.58 3.04605
2412.94 3.88139
2413.29 5.35768
2413.64 7.93612
2413.99 12.4675
2414.35 20.7668
2414.52 27.4007
2414.70 36.7702
2414.88 50.2653
2415.05 70.0839
2415.23 99.6131
2415.40 143.532
2415.70 259.495
2416.00 364.409
2416.30 327.042
2416.60 229.727
2416.95 151.178
2417.29 109.573
2417.64 88.9126
2417.99 81.6987
2418.34 86.4912
2418.68 107.585
2419.03 158.836
2419.20 205.222
2419.38 273.130
2419.69 461.933
2420.00 629.163
2420.31 557.961
2420.62 389.771
2420.93 272.083
2421.23 199.789
2421.53 154.523
2421.83 124.980
2422.43 89.9514
2423.03 70.6023
2423.63 58.5922
2424.23 50.4956
2425.43 40.3488
2426.63 34.2669
2427.84 30.2044
2430.24 25.0445
2432.64 21.7561
2435.05 19.2028
2436.25 17.9450
2436.85 17.2556
2437.45 16.4806
2438.05 15.5717
2438.35 15.0581
2438.65 14.5371
2438.96 14.1531
2439.11 14.1790
2439.26 14.6319
2439.41 16.1785
2439.48 17.8629
2439.56 20.7976
2439.63 26.0702
2439.71 35.9991
2439.78 55.8003
2439.82 72.8930
2439.86 96.8071
2439.93 169.056
2440.00 238.089
2440.07 219.098
2440.14 159.313
2440.23 108.512
2440.31 80.1153
2440.40 63.5184
2440.48 53.1277
2440.57 46.1936
2440.65 41.3152
2440.82 35.0093
2440.99 31.1517
2441.15 28.5985
2441.49 25.4220
2441.83 23.5153
2442.16 22.2377
2442.84 20.5907
2443.51 19.5308
2444.18 18.7577
2445.53 17.6317
2448.22 16.0435
2450.91 14.7015
2453.60 13.2697
2454.95 12.4251
2456.29 11.4311
2456.96 10.8636
2457.64 10.2535
2458.31 9.63623
2458.98 9.14572
2459.65 9.26796
2459.99 10.0470
2460.33 12.0792
2460.66 17.1021
2460.83 22.0203
2461.00 30.1448
2461.17 44.1315
2461.34 69.5235
2461.42 89.8601
2461.50 118.470
2461.59 159.073
2461.67 216.433
2461.84 386.818
2462.00 542.246
2462.16 487.216
2462.33 341.919
2462.47 248.920
2462.61 187.818
2462.75 147.761
2462.88 120.634
2463.16 87.6375
2463.44 69.0919
2463.72 57.5528
2464.00 49.8145
2464.55 40.2550
2465.11 34.6706
2465.66 31.0464
2466.22 28.5164
2466.78 26.6537
2467.89 24.0943
2469.00 22.4132
2470.11 21.2169
2471.22 20.3154
2473.45 19.0294
2475.67 18.1351
2480.12 16.9134
2484.57 16.0402
2489.01 15.2762
2491.24 14.8637
2492.35 14.6252
2493.46 14.3425
2494.57 13.9767
2495.13 13.7380
2495.69 13.4359
2495.96 13.2506
2496.24 13.0349
2496.52 12.7833
2496.80 12.4985
2497.08 12.2293
2497.22 12.1693
2497.35 12.2948
2497.49 12.9595
2497.56 13.8085
2497.63 15.4163
2497.70 18.6934
2497.77 25.7039
2497.81 32.3454
2497.84 42.6788
2497.88 60.2664
2497.91 88.7266
2497.93 116.836
2497.96 151.490
2498.00 206.615
2498.02 205.602
2498.05 185.421
2498.09 132.876
2498.13 101.554
2498.16 80.6433
2498.20 65.9586
2498.23 56.0076
2498.30 43.3312
2498.37 36.0213
2498.44 31.4057
2498.51 28.2833
2498.64 24.4212
2498.78 22.1355
2498.92 20.6601
2499.19 18.8629
2499.47 17.8122
2499.74 17.1229
2500.29 16.2528
2500.84 15.7006
2501.39 15.2949
2502.50 14.6602
2503.60 14.0614
2504.15 13.7178
2504.70 13.3063
2504.97 13.0604
2505.25 12.7808
2505.52 12.4628
2505.80 12.1184
2506.07 11.8342
2506.21 11.8261
2506.35 12.1099
2506.49 13.2014
2506.56 14.4793
2506.62 16.7911
2506.69 21.2954
2506.76 30.6260
2506.80 39.1422
2506.83 51.9542
2506.87 72.1320
2506.90 104.017
2506.93 139.065
2506.95 180.767
2507.00 249.153
2507.03 247.995
2507.05 223.825
2507.10 159.627
2507.16 109.277
2507.21 80.4885
2507.26 63.2609
2507.32 52.3244
2507.37 44.8608
2507.43 39.7057
2507.54 33.0419
2507.64 28.9777
2507.75 26.3243
2507.97 23.0724
2508.19 21.1894
2508.40 19.9703
2508.62 19.1188
2508.84 18.4929
2509.27 17.6244
2509.70 17.0492
2510.14 16.6360
2510.57 16.3220
2511.44 15.8661
2512.31 15.5422
2514.04 15.0866
2515.78 14.7547
2517.51 14.4802
2520.98 13.9932
2524.45 13.4823
2526.18 13.1740
2527.92 12.7879
2528.78 12.5456
2529.65 12.2522
2530.52 11.8834
2531.39 11.3996
2531.82 11.0954
2532.25 10.7368
2532.69 10.3155
2533.12 9.84272
2533.34 9.60908
2533.55 9.42051
2533.77 9.36912
2533.99 9.69096
2534.20 11.0787
2534.31 12.7737
2534.42 15.9415
2534.53 22.2637
2534.58 27.6342
2534.64 35.6479
2534.69 47.9635
2534.75 67.5060
2534.80 99.4193
2534.85 151.924
2534.93 267.061
2535.00 370.833
2535.04 368.860
2535.07 332.468
2535.15 233.815
2535.20 181.901
2535.24 145.170
2535.34 99.4881
2535.44 74.5940
2535.53 59.7396
2535.63 50.1620
2535.73 43.5969
2535.92 35.3777
2536.12 30.4935
2536.31 27.3324
2536.70 23.5068
2537.08 21.3042
2537.47 19.8883
2537.86 18.9017
2538.24 18.1748
2539.02 17.1725
2539.79 16.5114
2540.57 16.0377
2541.34 15.6778
2542.89 15.1569
2544.44 14.7864
2547.54 14.2575
2550.63 13.8506
2553.73 13.4658
2555.28 13.2473
2556.05 13.1189
2556.83 12.9655
2557.60 12.7669
2557.99 12.6386
2558.38 12.4791
2558.76 12.2763
2558.96 12.1576
2559.15 12.0403
2559.34 11.9767
2559.44 12.0256
2559.54 12.2295
2559.63 12.8404
2559.68 13.5083
2559.73 14.6626
2559.78 16.8486
2559.83 21.1028
2559.88 30.2787
2559.90 38.6910
2559.92 51.5507
2559.94 65.8733
2559.96 83.5198
2560.00 112.283
2560.04 101.397
2560.08 73.8922
2560.11 56.0636
2560.14 44.5191
2560.18 37.0405
2560.21 32.1482
2560.27 26.0402
2560.34 22.6839
2560.40 20.5724
2560.47 19.1829
2560.60 17.4568
2560.73 16.4516
2560.86 15.8004
2561.12 15.0111
2561.39 14.5497
2561.65 14.2444
2562.17 13.8567
2562.70 13.6104
2563.22 13.4309
2564.27 13.1657
2566.36 12.7667
2568.46 12.3871
2570.56 11.9318
2571.60 11.6390
2572.65 11.2663
2573.70 10.7599
2574.22 10.4298
2574.75 10.0330
2575.01 9.81185
2575.27 9.58810
2575.53 9.39643
2575.80 9.33867
2576.06 9.73854
2576.19 10.4052
2576.32 11.8224
2576.45 14.8871
2576.58 22.0000
2576.65 29.0487
2576.71 40.6736
2576.78 60.8165
2576.84 96.2516
2576.92 168.795
2577.00 234.461
2577.08 211.835
2577.16 151.241
2577.23 108.000
2577.31 81.0198
2577.38 64.0795
2577.46 53.0843
2577.61 39.9556
2577.75 32.7408
2577.90 28.2811
2578.05 25.3323
2578.35 21.6999
2578.65 19.5692
2578.95 18.1837
2579.55 16.4749
2580.14 15.4390
2580.74 14.7046
2581.04 14.3975
2581.34 14.1386
2581.49 14.0708
2581.63 14.1951
2581.71 14.5077
2581.78 15.3626
2581.82 16.3338
2581.86 18.0926
2581.90 21.5593
2581.93 28.6984
2581.97 40.4151
2582.00 50.7233
2582.03 46.3855
2582.07 36.1335
2582.10 29.6503
2582.13 25.4377
2582.16 22.6974
2582.18 20.8514
2582.24 18.6151
2582.30 17.3757
2582.41 16.0575
2582.53 15.3846
2582.76 14.6922
2582.99 14.3214
2583.45 13.8841
2583.91 13.5981
2584.83 13.1819
2585.75 12.8494
2587.60 12.2600
2589.44 11.6517
2591.28 10.9104
2592.20 10.4418
2593.12 9.87113
2593.58 9.53894
2594.04 9.17907
2594.50 8.81177
2594.96 8.52130
2595.42 8.61474
2595.65 9.11748
2595.88 10.4355
2596.12 13.7542
2596.23 17.0650
2596.35 22.6501
2596.46 32.5525
2596.58 51.3093
2596.63 67.1179
2596.69 89.7772
2596.75 123.916
2596.81 173.461
2596.90 304.105
2597.00 417.814
2597.10 370.304
2597.20 256.947
2597.30 170.192
2597.41 120.812
2597.52 91.4109
2597.62 73.1328
2597.73 60.8382
2597.84 52.3069
2598.05 41.3555
2598.26 34.7499
2598.47 30.4380
2598.90 25.1902
2599.32 22.1581
2599.75 20.1908
2600.60 17.7747
2601.45 16.3100
2602.30 15.2812
2604.00 13.7778
2605.70 12.4671
2606.55 11.7533
2607.40 10.9315
2607.82 10.4643
2608.25 9.95840
2608.67 9.43533
2609.10 8.98656
2609.52 8.96373
2609.74 9.47242
2609.95 10.9062
2610.16 14.5890
2610.27 18.2532
2610.37 24.3710
2610.48 35.1484
2610.59 54.8165
2610.64 70.7249
2610.69 93.2821
2610.75 125.572
2610.80 171.589
2610.90 305.524
2611.00 428.034
2611.05 427.192
2611.10 384.777
2611.20 271.107
2611.27 209.475
2611.34 166.023
2611.41 135.238
2611.48 113.084
2611.62 84.2743
2611.76 67.2846
2611.90 56.2687
2612.03 48.7755
2612.31 39.3096
2612.59 33.7056
2612.87 30.0494
2613.42 25.6220
2613.97 23.0518
2614.53 21.3828
2615.08 20.2070
2615.63 19.3343
2616.74 18.1137
2617.85 17.2899
2620.06 16.2109
2622.28 15.4767
2624.49 14.8440
2625.60 14.4911
2626.15 14.2794
2626.70 14.0222
2627.26 13.6849
2627.53 13.4697
2627.81 13.2149
2628.09 12.9311
2628.23 12.8097
2628.36 12.7758
2628.50 13.0374
2628.57 13.4666
2628.64 14.3739
2628.71 16.3282
2628.78 20.8461
2628.81 25.3485
2628.85 32.6532
2628.88 45.7160
2628.92 68.0615
2628.94 88.7747
2628.96 114.446
2629.00 155.817
2629.04 141.203
2629.08 102.908
2629.12 76.3428
2629.16 59.4279
2629.20 48.6313
2629.24 41.4622
2629.31 32.9011
2629.39 28.1644
2629.46 25.2423
2629.54 23.2920
2629.69 20.9019
2629.84 19.4961
2629.99 18.5884
2630.15 17.9490
2630.30 17.4799
2630.60 16.8282
2630.90 16.3983
2631.51 15.8533
2632.12 15.5075
2632.72 15.2522
2633.33 15.0372
2633.63 14.9830
2633.78 15.1793
2633.86 15.7431
2633.90 16.5301
2633.93 18.2370
2633.97 20.9853
2634.00 23.5650
2634.03 22.6825
2634.07 20.3394
2634.10 18.3784
2634.14 17.2696
2634.22 16.2344
2634.38 15.5451
2634.69 15.1555
2635.31 14.9037
2635.93 14.7690
2636.55 14.6673
2637.79 14.5068
2639.03 14.3763
2641.52 14.1629
2644.00 13.9859
2648.97 13.6859
2651.45 13.5416
2652.70 13.4544
2653.32 13.3952
2653.63 13.3885
2653.78 13.5313
2653.86 13.9312
2653.90 14.5082
2653.94 15.8364
2653.97 17.8553
2654.00 19.7792
2654.03 19.1144
2654.06 17.3948
2654.09 16.1690
2654.12 15.4200
2654.18 14.6243
2654.30 14.0292
2654.53 13.6989
2655.00 13.5287
2655.93 13.4188
2657.79 13.3019
2661.52 13.1147
2665.25 12.9305
2668.98 12.7302
2672.71 12.4888
2674.58 12.3369
2676.44 12.1448
2678.31 11.8769
2679.24 11.6905
2680.17 11.4407
2680.64 11.2786
2681.10 11.0804
2681.57 10.8320
2682.03 10.5145
2682.27 10.3240
2682.50 10.1129
2682.73 9.89325
2682.97 9.71314
2683.20 9.75558
2683.32 10.0493
2683.43 10.8270
2683.55 12.8060
2683.61 14.7735
2683.67 18.0818
2683.72 24.0467
2683.78 35.1050
2683.81 44.2419
2683.84 57.4503
2683.87 76.7892
2683.90 105.014
2683.92 139.891
2683.95 181.002
2684.00 248.821
2684.03 247.043
2684.05 221.626
2684.10 156.333
2684.15 112.181
2684.20 84.8132
2684.24 66.9998
2684.29 55.4488
2684.38 41.5147
2684.48 33.8389
2684.57 29.1246
2684.66 25.9921
2684.85 22.1736
2685.03 19.9505
2685.22 18.5199
2685.40 17.5286
2685.59 16.8073
2685.96 15.8201
2686.33 15.1823
2686.70 14.7334
2687.08 14.4008
2687.82 13.9351
2688.56 13.6200
2690.05 13.2055
2691.53 12.9270
2693.02 12.7104
2695.99 12.3490
2698.96 11.9897
2700.45 11.7805
2701.94 11.5261
2703.42 11.1858
2704.16 10.9576
2704.91 10.6630
2705.28 10.4789
2705.65 10.2621
2706.02 10.0037
2706.39 9.70229
2706.77 9.38998
2706.95 9.28611
2707.14 9.33265
2707.32 9.84106
2707.42 10.5422
2707.51 11.9143
2707.60 14.7515
2707.69 21.0096
2707.74 26.9866
2707.79 36.4376
2707.83 52.0947
2707.88 78.2514
2707.94 135.185
2708.00 187.426
2708.03 187.201
2708.06 169.140
2708.12 121.013
2708.18 89.0440
2708.23 68.3621
2708.29 54.9740
2708.34 46.1271
2708.45 35.2948
2708.55 29.2260
2708.66 25.4536
2708.77 22.9236
2708.98 19.7945
2709.20 17.9550
2709.41 16.7636
2709.84 15.3098
2710.27 14.4503
2710.69 13.8772
2711.55 13.1346
2712.41 12.6420
2713.26 12.2592
2714.98 11.6043
2715.83 11.2722
2716.69 10.9053
2717.55 10.4755
2718.40 9.94675
2718.83 9.63074
2719.26 9.27663
2719.69 8.89077
2720.12 8.52431
2720.55 8.39126
2720.76 8.64690
2720.98 9.51898
2721.19 11.9573
2721.30 14.5265
2721.40 19.0056
2721.51 27.2163
2721.56 33.9381
2721.62 43.3670
2721.67 57.4293
2721.72 78.1040
2721.78 110.271
2721.83 158.475
2721.92 279.434
2722.00 385.925
2722.04 382.745
2722.09 343.348
2722.17 240.131
2722.27 156.971
2722.36 110.402
2722.46 83.4809
2722.56 66.9420
2722.65 55.8837
2722.75 48.2532
2722.94 38.4578
2723.14 32.6036
2723.33 28.7746
2723.71 24.1429
2724.10 21.4817
2724.49 19.7693
2724.87 18.5793
2725.26 17.7053
2726.03 16.5048
2726.80 15.7169
2727.58 15.1548
2728.35 14.7291
2729.89 14.1143
2731.44 13.6758
2734.53 13.0339
2737.61 12.4929
2739.16 12.2060
2740.70 11.8716
2742.25 11.4353
2743.02 11.1457
2743.79 10.7729
2744.18 10.5404
2744.57 10.2674
2744.95 9.94527
2745.34 9.57553
2745.53 9.38529
2745.72 9.21745
2745.92 9.13052
2746.11 9.28096
2746.30 10.1359
2746.40 11.2450
2746.50 13.3799
2746.59 17.7751
2746.64 21.5929
2746.69 27.4014
2746.74 36.7801
2746.79 51.8707
2746.83 77.4568
2746.88 121.432
2746.94 212.416
2747.00 292.190
2747.03 290.105
2747.06 260.297
2747.12 183.160
2747.17 131.083
2747.23 98.0900
2747.28 77.0986
2747.33 63.4114
2747.44 46.7745
2747.55 37.6933
2747.66 32.0603
2747.76 28.3512
2747.98 23.7841
2748.19 21.1392
2748.41 19.4330
2748.62 18.2473
2748.84 17.3772
2749.27 16.1856
2749.70 15.4042
2750.13 14.8471
2750.56 14.4258
2751.42 13.8124
2752.28 13.3672
2754.00 12.6859
2755.72 12.0540
2756.58 11.6908
2757.44 11.2485
2757.87 10.9788
2758.30 10.6625
2758.73 10.2859
2759.16 9.84129
2759.37 9.59845
2759.59 9.36138
2759.80 9.17879
2760.02 9.18922
2760.23 9.82539
2760.34 10.7758
2760.45 12.7125
2760.55 16.8699
2760.61 20.6279
2760.66 26.3521
2760.71 35.7352
2760.77 51.1568
2760.82 78.5853
2760.87 126.361
2760.94 221.733
2761.00 308.096
2761.03 306.518
2761.06 276.404
2761.13 194.694
2761.18 144.500
2761.23 111.460
2761.28 89.2976
2761.33 74.0221
2761.43 55.1210
2761.53 44.3365
2761.63 37.5700
2761.73 33.0114
2761.93 27.3641
2762.13 24.0643
2762.33 21.9277
2762.53 20.4416
2762.73 19.3524
2763.13 17.8647
2763.53 16.9021
2763.93 16.2261
2764.33 15.7238
2765.13 15.0216
2765.93 14.5486
2767.53 13.9308
2769.13 13.5179
2770.73 13.1862
2771.53 13.0220
2772.33 12.8331
2772.73 12.7148
2773.13 12.5689
2773.33 12.4939
2773.53 12.4805
2773.63 12.5928
2773.73 13.0418
2773.78 13.6408
2773.83 14.9328
2773.86 16.1264
2773.88 18.0208
2773.91 21.1098
2773.93 26.1797
2773.97 37.7987
2774.00 48.1292
2774.04 44.4441
2774.07 34.8895
2774.10 28.3575
2774.13 24.1658
2774.16 21.4717
2774.19 19.6731
2774.26 17.5133
2774.32 16.3113
2774.44 15.0667
2774.57 14.4475
2774.81 13.8420
2775.06 13.5435
2775.56 13.2363
2776.05 13.0669
2777.04 12.8583
2778.03 12.7136
2780.02 12.4868
2782.00 12.2869
2783.98 12.0850
2785.96 11.8517
2786.95 11.7029
2787.45 11.6111
2787.94 11.4994
2788.44 11.3542
2788.94 11.1541
2789.18 11.0319
2789.43 10.9518
2789.56 11.0330
2789.62 11.1832
2789.68 11.5111
2789.74 12.2312
2789.80 13.9224
2789.83 15.5950
2789.87 18.4139
2789.90 23.3541
2789.93 31.9694
2789.96 49.3599
2790.00 65.6772
2790.04 60.1788
2790.07 45.4331
2790.10 36.5478
2790.13 30.3818
2790.16 26.2238
2790.19 23.3476
2790.25 19.7747
2790.30 17.7544
2790.36 16.4548
2790.42 15.5765
2790.54 14.4903
2790.77 13.4243
2791.00 12.9090
2791.23 12.6013
2791.46 12.3944
2791.92 12.1253
2792.38 11.9468
2792.84 11.8112
2793.77 11.5972
2795.61 11.2350
2797.46 10.8442
2798.38 10.6099
2799.30 10.3308
2800.23 9.98507
2801.15 9.53886
2801.61 9.26285
2802.07 8.94361
2802.53 8.57814
2803.00 8.19105
2803.23 8.01980
2803.46 7.91509
2803.69 7.98128
2803.92 8.47644
2804.15 10.1403
2804.26 12.0177
2804.38 15.4379
2804.50 22.0795
2804.55 27.6841
2804.61 35.8009
2804.67 48.3349
2804.73 67.5998
2804.78 99.1177
2804.84 149.188
2804.92 261.786
2805.00 362.017
2805.08 322.180
2805.16 224.677
2805.21 174.409
2805.27 138.793
2805.37 94.8043
2805.47 70.6953
2805.58 56.2622
2805.68 46.9408
2805.79 40.5470
2805.99 32.5111
2806.20 27.7694
2806.41 24.6896
2806.83 20.9818
2807.24 18.8557
2807.66 17.4862
2808.07 16.5320
2808.49 15.8284
2809.32 14.8558
2810.15 14.2080
2811.82 13.3744
2813.48 12.8293
2815.15 12.4145
2818.47 11.7310
2821.80 11.0370
2823.47 10.6173
2825.13 10.0922
2825.96 9.76664
2826.80 9.37982
2827.63 8.91142
2828.46 8.34055
2828.88 8.01651
2829.29 7.68100
2829.71 7.37839
2830.12 7.24611
2830.54 7.74034
2830.75 8.65378
2830.96 10.6786
2831.16 15.2411
2831.27 19.5231
2831.37 26.4032
2831.48 37.9268
2831.58 58.2390
2831.68 96.0705
2831.74 126.582
2831.79 168.775
2831.89 298.799
2832.00 413.759
2832.11 368.816
2832.21 256.981
2832.28 202.685
2832.35 163.134
2832.48 112.838
2832.61 84.2681
2832.74 66.9923
2832.87 55.6130
2833.00 47.8041
2833.26 37.8968
2833.52 31.9822
2833.78 28.1370
2834.30 23.4762
2834.82 20.7881
2835.34 19.0541
2835.86 17.8411
2836.38 16.9426
2837.43 15.6887
2838.47 14.8394
2840.55 13.6947
2842.64 12.8439
2843.68 12.4354
2844.72 11.9909
2845.77 11.4504
2846.29 11.1120
2846.81 10.6983
2847.07 10.4535
2847.33 10.1814
2847.59 9.88579
2847.85 9.60381
2848.11 9.48508
2848.24 9.65077
2848.37 10.2436
2848.50 11.9318
2848.57 13.6964
2848.63 16.7535
2848.70 22.3012
2848.76 33.0432
2848.80 42.3153
2848.83 55.5835
2848.86 76.1061
2848.89 105.876
2848.92 140.749
2848.95 183.664
2849.00 253.734
2849.03 252.122
2849.06 226.836
2849.11 160.346
2849.17 109.475
2849.23 79.7246
2849.28 61.9470
2849.34 50.8357
2849.40 43.2229
2849.46 37.9408
2849.57 31.0449
2849.69 26.8720
2849.80 24.1190
2850.03 20.7590
2850.26 18.8087
2850.49 17.5420
2850.72 16.6533
2850.95 15.9937
2851.41 15.0732
2851.87 14.4511
2852.79 13.6317
2853.71 13.0767
2854.63 12.6401
2856.47 11.8909
2858.31 11.1061
2859.23 10.6319
2860.15 10.0500
2860.61 9.69912
2861.07 9.29810
2861.53 8.84200
2861.99 8.35139
2862.45 7.96173
2862.68 7.97179
2862.91 8.42555
2863.14 10.0867
2863.26 12.0066
2863.37 15.5263
2863.49 22.2838
2863.55 28.0010
2863.60 36.2408
2863.66 48.8731
2863.72 68.0947
2863.78 99.1256
2863.83 147.670
2863.92 262.202
2864.00 364.395
2864.04 362.722
2864.08 326.017
2864.17 229.112
2864.26 152.836
2864.35 109.290
2864.44 83.2426
2864.53 67.0307
2864.63 56.0801
2864.72 48.4740
2864.90 38.6742
2865.08 32.7324
2865.26 28.8420
2865.63 24.0841
2865.99 21.3165
2866.36 19.5216
2866.72 18.2578
2867.09 17.3146
2867.82 15.9798
2868.55 15.0527
2870.01 13.7293
2871.47 12.6200
2872.20 12.0260
2872.93 11.3374
2873.30 10.9343
2873.66 10.4804
2874.03 9.97001
2874.39 9.42487
2874.76 8.98989
2874.94 8.99112
2875.12 9.45787
2875.31 11.1817
2875.40 13.1453
2875.49 16.6932
2875.58 23.4615
2875.63 29.0433
2875.67 36.9006
2875.72 48.7172
2875.76 66.0883
2875.81 93.2497
2875.85 133.858
2875.93 239.645
2876.00 336.311
2876.04 336.658
2876.07 304.316
2876.15 216.440
2876.23 148.213
2876.30 108.201
2876.38 83.6942
2876.46 68.2338
2876.54 57.6503
2876.61 50.2507
2876.77 40.6271
2876.92 34.7328
2877.08 30.8539
2877.38 26.0825
2877.69 23.2979
2878.00 21.4958
2878.31 20.2340
2878.62 19.3016
2879.24 18.0123
2879.86 17.1616
2880.48 16.5524
2881.10 16.0929
2882.33 15.4363
2883.57 14.9820
2886.04 14.3756
2888.52 13.9706
2890.99 13.6656
2893.46 13.4068
2894.70 13.2685
2895.32 13.1812
2895.63 13.1718
2895.78 13.3744
2895.86 13.9253
2895.90 14.7206
2895.94 16.5041
2895.97 19.2727
2896.00 21.8540
2896.03 20.9637
2896.06 18.6006
2896.09 16.9728
2896.12 15.9487
2896.18 14.8575
2896.30 14.0431
2896.53 13.5860
2896.99 13.3486
2897.92 13.1929
2899.78 13.0279
2903.50 12.7706
2905.35 12.6388
2907.21 12.4785
2908.14 12.3687
2909.07 12.2069
2909.53 12.0850
2910.00 11.9145
2910.23 11.8166
2910.46 11.7858
2910.58 11.9200
2910.64 12.1137
2910.69 12.5053
2910.75 13.3206
2910.81 15.1448
2910.84 16.8842
2910.87 19.7256
2910.90 24.5234
2910.93 32.7187
2910.96 50.0981
2911.00 66.0862
2911.04 60.6607
2911.07 45.9198
2911.10 36.7804
2911.13 30.8130
2911.16 26.7789
2911.19 23.9804
2911.25 20.4930
2911.31 18.4879
2911.37 17.2227
2911.42 16.3664
2911.54 15.3001
2911.77 14.2653
2912.00 13.7701
2912.24 13.4807
2912.47 13.2920
2912.93 13.0571
2913.40 12.9132
2913.86 12.8136
2914.79 12.6779
2915.72 12.5834
2916.65 12.5089
2918.51 12.3888
2922.22 12.1826
2923.15 12.1254
2924.08 12.0550
2924.54 12.0087
2925.01 11.9480
2925.24 11.9121
2925.47 11.8893
2925.59 11.9134
2925.70 12.0539
2925.76 12.2673
2925.82 12.7761
2925.88 14.1691
2925.91 15.7551
2925.94 18.6795
2925.97 24.2032
2926.00 29.1962
2926.03 27.3470
2926.06 22.6074
2926.10 19.2493
2926.13 17.2341
2926.19 15.1270
2926.25 14.1356
2926.31 13.5908
2926.43 13.0296
2926.55 12.7562
2926.79 12.4904
2927.03 12.3609
2927.51 12.2296
2927.99 12.1580
2928.96 12.0707
2929.92 12.0100
2931.85 11.9137
2933.78 11.8293
2941.49 11.5011
2945.34 11.3124
2947.27 11.2014
2949.20 11.0694
2951.12 10.8980
2952.09 10.7851
2953.05 10.6390
2954.01 10.4334
2954.50 10.2919
2954.98 10.1079
2955.46 9.86125
2955.70 9.70937
2955.94 9.54683
2956.18 9.42536
2956.30 9.44235
2956.42 9.62221
2956.55 10.2429
2956.61 10.9375
2956.67 12.1864
2956.73 14.5310
2956.79 19.2311
2956.85 29.4990
2956.88 38.9908
2956.91 53.5886
2956.93 70.1384
2956.95 90.6739
2957.00 123.923
2957.05 112.173
2957.10 81.4114
2957.15 55.9567
2957.20 41.8302
2957.26 33.5638
2957.31 28.3936
2957.37 24.8997
2957.42 22.5025
2957.53 19.4217
2957.64 17.5513
2957.75 16.3329
2957.96 14.8464
2958.18 13.9808
2958.40 13.4203
2958.61 13.0285
2958.83 12.7402
2959.26 12.3394
2959.70 12.0735
2960.56 11.7340
2961.43 11.5172
2962.30 11.3590
2964.03 11.1254
2967.50 10.7734
2970.96 10.4364
2974.43 10.0282
2976.16 9.76253
2977.90 9.41924
2978.76 9.20153
2979.63 8.93792
2980.50 8.61000
2981.36 8.19187
2981.80 7.93871
2982.23 7.65498
2982.67 7.34946
2983.10 7.07303
2983.53 7.02854
2983.75 7.31176
2983.97 8.16431
2984.18 10.4651
2984.29 12.8446
2984.40 16.9612
2984.51 24.5601
2984.56 30.6579
2984.62 39.3658
2984.67 52.1029
2984.72 71.1910
2984.78 100.354
2984.83 144.944
2984.92 254.657
2985.00 350.178
2985.09 310.053
2985.17 215.796
2985.25 153.170
2985.32 113.878
2985.40 88.4527
2985.47 71.8045
2985.62 51.8110
2985.77 40.8589
2985.92 34.0867
2986.07 29.6199
2986.37 24.1390
2986.68 20.9750
2986.98 18.9410
2987.28 17.5327
2987.58 16.5033
2988.18 15.1024
2988.78 14.1929
2989.38 13.5522
2989.99 13.0736
2991.19 12.3967
2992.40 11.9300
2994.80 11.2922
2997.21 10.8347
2999.62 10.4522
3004.44 9.74168
3009.25 8.94384
3011.66 8.45303
3014.07 7.85351
3016.48 7.08518
3017.68 6.61433
3018.89 6.08336
3020.09 5.55548
3020.69 5.38789
3021.30 5.47879
3021.90 6.35802
3022.20 7.57303
3022.50 10.0282
3022.80 15.2473
3022.95 20.0273
3023.10 27.5435
3023.25 40.0864
3023.40 61.9210
3023.55 102.871
3023.63 135.798
3023.70 181.403
3023.85 315.254
3024.00 427.936
3024.15 372.622
3024.30 254.185
3024.47 158.823
3024.65 107.620
3024.83 78.7361
3025.00 61.1491
3025.18 49.6240
3025.36 41.7223
3025.71 31.7321
3026.06 25.7824
3026.41 21.8972
3027.12 17.1244
3027.82 14.2528
3028.53 12.2630
3029.94 9.44738
3031.35 7.26338
3032.05 6.33422
3032.75 5.67831
3033.46 5.88727
3033.81 6.88595
3034.16 9.33600
3034.34 11.5990
3034.52 15.0330
3034.69 20.3398
3034.87 28.7231
3035.05 42.3667
3035.22 65.3835
3035.40 105.636
3035.57 177.067
3035.79 325.228
3036.00 464.385
3036.11 466.732
3036.21 423.035
3036.43 300.096
3036.61 220.847
3036.78 168.141
3036.96 132.883
3037.14 108.865
3037.49 79.1753
3037.85 62.2490
3038.20 51.5952
3038.56 44.3776
3039.27 35.3392
3039.98 29.9549
3040.69 26.3819
3042.11 21.8629
3043.53 18.9644
3044.24 17.7926
3044.95 16.7151
3045.66 15.7227
3046.01 15.3050
3046.37 15.0571
3046.72 15.3136
3046.90 15.9364
3047.08 17.3295
3047.26 20.4216
3047.43 27.5882
3047.52 34.6494
3047.61 46.4647
3047.70 66.9914
3047.79 102.653
3047.89 175.299
3048.00 240.634
3048.11 217.018
3048.21 155.106
3048.32 109.713
3048.43 82.4907
3048.54 65.7426
3048.64 54.8994
3048.75 47.4479
3048.86 42.1885
3049.07 35.3078
3049.29 31.0666
3049.50 28.2463
3049.93 24.7377
3050.36 22.6396
