Gd-152(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 37269.4
1.25893E-05 33216.3
1.58489E-05 29604.1
1.99526E-05 26384.7
2.00000E-05 26353.4
2.01600E-05 26248.6
2.03199E-05 26145.1
2.06399E-05 25941.7
2.12797E-05 25548.7
2.25595E-05 24813.4
2.51189E-05 23515.3
3.16228E-05 20958.0
3.98107E-05 18678.8
5.00000E-05 16667.2
5.01187E-05 16647.4
5.05242E-05 16580.5
5.09298E-05 16514.3
5.17408E-05 16384.4
5.33630E-05 16133.4
5.66072E-05 15664.3
6.30957E-05 14837.0
7.94328E-05 13223.4
0.000100000 11785.3
0.000125893 10503.5
0.000158489 9361.22
0.000199526 8343.08
0.000200000 8333.18
0.000201600 8300.05
0.000203199 8267.31
0.000206399 8202.98
0.000212797 8078.69
0.000225595 7846.18
0.000251189 7435.64
0.000316228 6626.89
0.000398107 5906.07
0.000500000 5269.86
0.000501187 5263.61
0.000505242 5242.44
0.000509298 5221.52
0.000517408 5180.42
0.000533630 5101.05
0.000566072 4952.67
0.000630957 4691.01
0.000794328 4180.64
0.00100000 3725.76
0.00126000 3318.89
0.00158000 2963.50
0.00200000 2633.67
0.00251000 2350.54
0.00316000 2094.45
0.00398000 1865.77
0.00500000 1664.08
0.00501000 1662.41
0.00505063 1655.69
0.00509125 1649.05
0.00517250 1636.01
0.00533500 1610.81
0.00566000 1563.72
0.00631000 1480.69
0.00794000 1319.29
0.0100000 1174.81
0.0125900 1046.15
0.0158500 931.412
0.0199500 829.122
0.0200000 828.071
0.0201600 824.737
0.0203200 821.442
0.0206400 814.966
0.0212800 802.454
0.0225600 779.040
0.0251200 737.676
0.0253000 735.005
0.0256950 729.242
0.0260900 723.610
0.0268800 712.718
0.0284600 692.304
0.0316200 656.142
0.0398100 583.249
0.0500000 518.756
0.0501200 518.115
0.0505256 515.964
0.0509313 513.840
0.0517425 509.665
0.0533650 501.600
0.0566100 486.512
0.0631000 459.869
0.0794300 407.775
0.100000 361.080
0.125890 319.217
0.158490 281.623
0.199530 247.824
0.200000 247.497
0.201600 246.391
0.203199 245.298
0.206399 243.149
0.212798 238.994
0.225595 231.204
0.251190 217.394
0.316230 189.952
0.398110 165.172
0.500000 142.996
0.501190 142.776
0.505245 142.032
0.509301 141.297
0.517411 139.852
0.533633 137.056
0.566075 131.816
0.630960 122.528
0.794330 104.237
1.00000 87.7538
1.25893 72.9693
1.58489 59.8082
1.99526 48.2191
2.00000 48.1077
2.01600 47.7350
2.03199 47.3670
2.06399 46.6450
2.12797 45.2543
2.25595 42.6688
2.51189 38.1656
3.16228 29.6110
3.98107 22.5052
5.00000 16.8306
5.01187 16.7784
5.05242 16.6019
5.09298 16.4285
5.17408 16.0902
5.33630 15.4467
5.66072 14.2804
6.30957 12.3531
7.94328 9.23876
8.97164 8.31367
10.0000 8.55885
10.5801 10.0155
10.8701 11.7242
11.1601 15.0097
11.4501 22.1689
11.5951 29.2766
11.7402 42.0637
11.8127 52.6641
11.8852 68.5766
11.9577 94.0294
12.0302 138.459
12.1027 226.659
12.1389 307.520
12.1571 365.530
12.1661 400.927
12.1752 441.756
12.1843 489.230
12.1933 544.725
12.2024 610.283
12.2115 688.265
12.2205 782.179
12.2296 896.310
12.2386 1036.90
12.2477 1212.54
12.2568 1435.70
12.2658 1723.66
12.2749 2102.89
12.2840 2613.08
12.2930 3315.86
12.3021 4302.43
12.3111 5708.91
12.3202 7702.64
12.3351 12306.4
12.3500 15359.0
12.3575 14448.1
12.3649 12277.9
12.3798 7673.35
12.3929 4995.41
12.4060 3388.39
12.4191 2408.65
12.4322 1784.80
12.4584 1080.47
12.4845 719.292
12.5107 511.850
12.5369 382.435
12.5893 236.688
12.6402 162.605
12.6911 118.853
12.7930 71.9785
12.8949 48.7450
12.9967 35.5726
13.0986 27.3888
13.2004 21.9573
13.4042 15.4125
13.6079 11.7575
13.8116 9.49987
14.2191 6.94551
15.0340 4.74899
15.8489 3.78522
17.9008 2.73449
19.9526 2.27868
