Cu-65(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
16829.9 0.00276836
16844.1 0.00243768
16900.9 0.00216960
17014.5 0.00232054
17241.6 0.00336263
17355.2 0.00442306
17468.8 0.00621574
17582.4 0.00942014
17639.2 0.0119398
17696.0 0.0153714
17741.3 0.0189636
17764.0 0.0214408
17775.3 0.0244283
17778.2 0.0266354
17781.0 0.0321379
17782.4 0.0391518
17783.8 0.0569075
17785.3 0.131021
17786.0 0.310205
17786.3 0.617949
17786.7 1.79638
17786.8 3.58393
17787.0 6.35937
17787.1 6.65416
17787.2 5.57331
17787.3 2.80910
17787.6 1.16663
17787.8 0.600813
17788.3 0.248286
17788.8 0.140892
17789.2 0.0951107
17790.2 0.0578954
17791.2 0.0435339
17793.1 0.0327039
17795.0 0.0288520
17802.7 0.0255187
17818.0 0.0258644
17848.7 0.0280992
17910.0 0.0307012
17968.8 0.0294207
17998.3 0.0293557
18005.6 0.0308885
18013.0 0.0362817
18016.6 0.0442233
18020.3 0.0666174
18022.2 0.0969097
18024.0 0.177899
18024.9 0.281670
18025.8 0.540032
18026.3 0.843332
18026.8 1.50979
18027.0 2.18347
18027.2 3.40649
18027.4 5.88081
18027.6 7.95765
18027.7 11.2367
18027.8 17.8228
18028.0 22.4809
18028.2 17.8434
18028.3 11.2526
18028.5 6.55275
18028.7 4.07068
18028.9 2.72593
18029.1 1.97174
18029.5 1.13313
18029.8 0.742726
18030.6 0.391233
18031.3 0.247024
18032.8 0.130037
18034.3 0.0856507
18037.3 0.0518110
18040.3 0.0392764
18046.3 0.0297303
18052.3 0.0259707
18076.2 0.0207054
18124.0 0.0161266
18247.9 0.00937592
18309.8 0.00749602
18340.8 0.00706099
18356.3 0.00799324
18364.0 0.0127271
18367.9 0.0309003
18369.8 0.0948332
18370.8 0.291777
18371.3 0.763059
18371.5 1.55794
18371.7 2.44947
18371.8 4.29361
18371.9 6.88400
18372.0 8.59690
18372.1 6.89259
18372.2 4.30029
18372.4 2.45288
18372.5 1.50686
18372.7 0.726152
18373.2 0.269972
18374.3 0.0878687
18376.3 0.0286993
18380.3 0.0118429
18388.5 0.00722759
18404.7 0.00580110
18437.2 0.00502453
18502.1 0.00418551
18632.0 0.00318672
18761.9 0.00266336
18826.8 0.00258373
18859.3 0.00285578
18867.4 0.00318446
18875.5 0.00413775
18879.6 0.00546455
18883.6 0.00918294
18885.7 0.0142470
18887.7 0.0280907
18888.7 0.0465259
18889.7 0.0942208
18890.7 0.294725
18891.3 0.782770
18891.5 1.58312
18891.6 2.50747
18891.8 4.15493
18891.9 6.66081
18892.0 8.06126
18892.1 6.30812
18892.2 3.87991
18892.5 1.50026
18892.8 0.752058
18893.3 0.287377
18894.3 0.0928961
18895.3 0.0458129
18896.3 0.0278835
18898.3 0.0141699
18900.4 0.00913562
18904.4 0.00542560
18908.5 0.00409535
18916.6 0.00312252
18924.7 0.00277385
18957.2 0.00241906
19022.1 0.00232611
19151.9 0.00244454
19281.8 0.00294016
19314.2 0.00323675
19346.7 0.00385744
19362.9 0.00458850
19379.1 0.00649721
19387.3 0.00905310
19395.4 0.0161102
19399.4 0.0257078
19403.5 0.0519306
19405.5 0.0868517
19407.5 0.179064
19408.6 0.296590
19409.6 0.581422
19410.1 0.912327
19410.6 1.60268
19410.8 2.30694
19411.1 3.49624
19411.3 5.75772
19411.5 7.74198
19411.6 10.4622
19411.8 16.9595
19412.0 21.5850
19412.2 17.7693
19412.4 11.0951
19412.6 7.81187
19412.7 5.68037
19413.0 3.27642
19413.3 2.06014
19413.5 1.42039
19414.1 0.778965
19414.7 0.493254
19415.8 0.246172
19416.9 0.148301
19419.2 0.0716235
19421.5 0.0429451
19426.0 0.0215867
19430.6 0.0138834
19439.6 0.00831409
19448.7 0.00638885
19466.9 0.00511679
19485.0 0.00480391
19557.6 0.00535686
19630.2 0.00694267
19702.9 0.00979189
19775.5 0.0152875
19811.8 0.0201163
19848.1 0.0277479
19884.4 0.0407583
19902.5 0.0509269
19920.7 0.0652701
19938.9 0.0862204
19957.0 0.117918
19975.2 0.167424
19993.3 0.245023
20016.7 0.390491
20040.0 0.482139
20063.4 0.381060
20086.7 0.237440
20100.8 0.176184
20115.0 0.133037
20143.2 0.0811568
20171.5 0.0539150
20185.7 0.0457722
20192.7 0.0450470
20196.3 0.0542968
20198.0 0.0915259
20198.9 0.205235
20199.3 0.472919
20199.6 0.909360
20199.8 2.23512
20200.0 4.41556
20200.2 2.21555
20200.5 0.815056
20200.7 0.406840
20201.2 0.173528
20202.2 0.0785512
20204.3 0.0475730
20208.3 0.0374827
20216.4 0.0323774
20232.5 0.0270643
20264.8 0.0201526
20329.4 0.0124943
20393.9 0.00853824
20458.5 0.00623664
20523.1 0.00478437
20587.6 0.00381582
20652.2 0.00317034
20684.5 0.00305689
20700.6 0.00354181
20708.7 0.00582381
20712.8 0.0146009
20714.8 0.0457814
20715.8 0.143949
20716.3 0.387844
20716.5 0.820433
20716.8 2.44292
20717.0 4.85600
20717.2 2.41778
20717.5 0.734054
20717.8 0.325188
20718.4 0.116597
20719.5 0.0369289
20721.8 0.0120320
20726.4 0.00503373
20735.5 0.00313879
20753.8 0.00256199
20790.3 0.00225927
20863.4 0.00196606
20936.5 0.00198550
20954.8 0.00220520
20973.1 0.00292420
20982.2 0.00396419
20991.3 0.00692427
20995.9 0.0110032
21000.5 0.0222977
21002.8 0.0375096
21005.0 0.0780159
21006.2 0.129991
21007.3 0.259849
21007.9 0.413032
21008.5 0.751995
21009.0 1.73106
21009.3 3.06767
21009.6 6.01721
21009.8 9.60372
21010.0 11.9833
21010.2 9.52330
21010.4 5.95449
21010.6 3.32192
21010.9 1.98676
21011.4 0.904945
21011.9 0.508037
21012.4 0.326119
21013.4 0.165686
21014.4 0.100133
21016.4 0.0481770
21018.3 0.0286395
21022.3 0.0139165
21026.3 0.00856559
21034.2 0.00462814
21042.1 0.00321263
21058.0 0.00216949
21073.8 0.00178238
21105.6 0.00147087
21137.3 0.00133143
21264.2 0.00109325
21517.9 0.000953951
21644.8 0.00102013
21708.3 0.00112920
21771.7 0.00135625
21835.2 0.00187383
21866.9 0.00240105
21898.6 0.00337000
21930.3 0.00543975
21946.2 0.00748863
21962.0 0.0111880
21970.0 0.0142714
21977.9 0.0189282
21985.8 0.0264411
21993.8 0.0397229
21997.7 0.0505810
22001.7 0.0666083
22005.7 0.0918243
22009.6 0.134544
22013.6 0.215964
22015.6 0.287053
22017.5 0.399229
22019.5 0.591453
22021.5 0.952278
22022.5 1.26062
22023.5 1.72781
22024.5 2.45903
22025.5 3.61040
22026.7 5.78891
22028.0 7.22765
22029.3 5.77118
22030.5 3.61099
22031.4 2.55388
22032.3 1.85669
22033.2 1.38629
22034.1 1.06872
22035.8 0.681177
22037.6 0.468305
22039.4 0.340449
22041.2 0.258167
22044.7 0.162884
22048.2 0.111839
22051.8 0.0815773
22055.3 0.0621023
22058.8 0.0489121
22065.9 0.0326407
22073.0 0.0233876
22080.0 0.0176306
22087.1 0.0138078
22101.2 0.00920752
22115.4 0.00665141
22143.7 0.00406248
22171.9 0.00285495
22200.2 0.00223234
22228.5 0.00209706
22242.6 0.00302758
22249.7 0.00711966
22253.3 0.0226006
22255.0 0.0765622
22255.9 0.238510
22256.3 0.618944
22256.6 1.23979
22256.8 3.14847
22257.0 6.29213
22257.2 3.13232
22257.4 1.55092
22257.6 0.851049
22257.9 0.363346
22258.5 0.124445
22259.9 0.0373639
22262.5 0.0111734
22267.8 0.00392014
22278.5 0.00196357
22299.7 0.00136981
22342.2 0.00109126
22427.1 0.000889934
22597.0 0.000771799
22766.8 0.000817671
22809.3 0.000878950
22851.7 0.00103672
22873.0 0.00124401
22894.2 0.00181502
22904.8 0.00259893
22915.4 0.00479837
22920.8 0.00782751
22926.1 0.0162769
22928.7 0.0277868
22931.4 0.0590516
22932.7 0.100429
22934.0 0.207042
22934.7 0.341509
22935.4 0.656859
22935.7 1.00542
22936.0 1.71234
22936.3 3.43878
22936.5 5.38666
22936.7 8.78823
22936.8 14.1521
22937.0 17.4561
22937.2 13.9685
22937.3 8.64447
22937.5 4.87918
22937.7 2.94506
22938.1 1.37703
22938.5 0.783239
22938.9 0.502325
22939.7 0.254105
22940.5 0.153739
22942.0 0.0735537
22943.6 0.0432854
22946.7 0.0203814
22949.9 0.0120299
22956.1 0.00590313
22962.4 0.00372296
22974.9 0.00215189
22987.4 0.00160596
23012.5 0.00123565
23037.5 0.00113773
23087.6 0.00125882
23112.7 0.00193133
23125.2 0.00452400
23131.5 0.0143391
23134.6 0.0497421
23136.2 0.166164
23137.0 0.480448
23137.3 1.10771
23137.5 1.98137
23137.7 3.98682
23138.0 8.16998
23138.1 6.69879
23138.3 4.18012
23138.5 1.65341
23138.8 0.831919
23139.3 0.322166
23140.4 0.103196
23142.4 0.0299973
23146.6 0.00876046
23154.9 0.00306658
23171.6 0.00161192
23205.0 0.00129056
23271.6 0.00134536
23405.0 0.00186775
23471.7 0.00238668
23538.4 0.00330692
23571.7 0.00407479
23605.1 0.00526803
23638.4 0.00751043
23655.1 0.0106182
23663.4 0.0182535
23667.6 0.0440850
23669.7 0.132417
23670.7 0.400280
23671.2 1.04102
23671.5 2.11318
23671.6 3.30318
23671.8 5.59108
23671.9 9.03073
23672.0 11.1583
23672.1 8.98791
23672.2 5.55755
23672.5 2.39489
23672.7 1.26109
23673.1 0.512400
23674.0 0.172672
23675.8 0.0572837
23679.3 0.0236979
23682.9 0.0174850
23686.4 0.0156769
23700.6 0.0164575
23714.8 0.0207308
23729.0 0.0280151
23743.2 0.0406517
23757.4 0.0647668
23764.5 0.0857239
23771.6 0.118155
23778.7 0.170792
23785.8 0.259064
23802.0 0.603728
23806.1 0.615144
23810.1 0.554305
23818.2 0.358910
23824.1 0.248376
23830.0 0.175576
23835.9 0.128449
23841.9 0.0972678
23853.7 0.0609183
23865.5 0.0418187
23877.3 0.0307346
23889.1 0.0238237
23912.8 0.0161483
23936.4 0.0123717
23960.1 0.0104275
24007.4 0.00927526
24054.6 0.0104943
24101.9 0.0145905
24125.6 0.0185765
24149.2 0.0249863
24172.9 0.0356129
24196.5 0.0534392
24250.0 0.108555
24276.8 0.0904231
24303.5 0.0578290
24328.8 0.0370527
24354.0 0.0249649
24379.3 0.0178388
24404.5 0.0134310
24455.0 0.00863050
24505.5 0.00630545
24556.0 0.00508614
24606.5 0.00445238
24707.5 0.00419912
24808.5 0.00506612
24859.0 0.00609016
24909.5 0.00781336
24960.0 0.0107986
25010.5 0.0163355
25035.8 0.0209260
25061.0 0.0276403
25086.3 0.0376401
25111.5 0.0523885
25148.3 0.0819071
25185.0 0.0977646
25221.8 0.0761127
25258.5 0.0494328
25272.2 0.0434340
25285.8 0.0419962
25292.7 0.0458320
25299.5 0.0608187
25302.9 0.0821115
25304.6 0.102477
25306.3 0.137021
25308.0 0.202845
25308.9 0.260412
25309.8 0.349180
25310.6 0.499038
25311.5 0.767251
25312.3 1.29624
25312.7 1.74891
25313.2 2.35943
25313.4 2.75526
25313.6 3.15968
25313.9 3.51399
25314.1 3.74130
25314.5 3.61363
25315.0 2.90001
25315.9 1.52755
25316.4 1.11847
25316.8 0.841990
25317.8 0.504116
25318.8 0.335590
25319.8 0.240646
25320.7 0.182445
25322.7 0.118131
25324.6 0.0853487
25326.6 0.0663817
25328.5 0.0543828
25332.4 0.0404922
25340.1 0.0281843
25347.9 0.0226192
25363.4 0.0171053
25379.0 0.0140745
25410.0 0.0104452
25441.1 0.00821515
25503.2 0.00558752
25565.3 0.00415123
25627.4 0.00332805
25689.5 0.00292849
25751.6 0.00311885
25767.1 0.00343151
25782.7 0.00419744
25790.4 0.00513599
25798.2 0.00757061
25802.1 0.0107860
25806.0 0.0195519
25807.9 0.0312981
25809.8 0.0629285
25811.8 0.209218
25812.8 0.630879
25813.2 1.57436
25813.5 2.96323
25813.7 6.66694
25813.9 10.6426
25814.0 13.3423
25814.1 10.6320
25814.3 6.65870
25814.5 3.45123
25814.7 1.95703
25815.1 0.859645
25815.8 0.300753
25816.6 0.150977
25817.4 0.0918836
25819.0 0.0454779
25820.5 0.0282315
25823.7 0.0153970
25826.8 0.0108714
25833.1 0.00786966
25839.3 0.00719954
25851.9 0.00796232
25864.4 0.0106257
25876.9 0.0166407
25883.2 0.0224655
25889.4 0.0325765
25895.7 0.0523751
25898.8 0.0701558
25902.0 0.0990046
25905.1 0.150079
25908.2 0.252109
25909.8 0.344938
25911.3 0.492695
25912.9 0.741485
25913.7 0.923327
25914.5 1.15491
25915.4 1.47633
25916.2 1.80773
25917.1 2.03691
25918.0 2.03802
25919.8 1.47538
25921.5 0.899221
25922.6 0.666323
25923.7 0.504516
25925.8 0.311082
25928.0 0.207574
25930.2 0.147672
25932.3 0.110010
25934.5 0.0851425
25938.8 0.0553013
25943.1 0.0388767
25947.4 0.0289082
25956.0 0.0179520
25964.6 0.0123850
25973.3 0.00917340
25990.5 0.00579450
26007.7 0.00413713
26025.0 0.00319566
26059.4 0.00220661
26093.9 0.00171094
26128.4 0.00141828
26197.3 0.00108800
26335.2 0.000782331
26473.1 0.000630112
26749.0 0.000477827
26886.9 0.000455557
26955.8 0.000527571
26990.3 0.000873614
27007.5 0.00226101
27016.1 0.00764358
27020.5 0.0278149
27022.6 0.0982044
27023.7 0.316220
27024.2 0.852214
27024.5 1.78003
27024.8 4.77679
27024.9 7.69508
27025.0 9.56535
27025.1 7.70906
27025.2 4.78773
27025.5 2.17525
27025.7 1.18237
27026.1 0.481822
27026.9 0.160516
27028.5 0.0469119
27031.7 0.0129456
27038.2 0.00364757
27051.2 0.00121844
27077.2 0.000594340
27129.1 0.000430083
27232.9 0.000379545
27440.5 0.000364453
27648.1 0.000394145
27752.0 0.000454454
27803.9 0.000576357
27829.8 0.000951682
27842.8 0.00234981
27849.3 0.00768062
27852.5 0.0272685
27854.2 0.0936662
27855.0 0.286194
27855.4 0.723068
27855.6 1.37323
27855.8 3.19445
27856.0 6.40800
27856.2 3.20733
27856.5 1.28190
27856.7 0.649435
27857.1 0.248755
27858.0 0.0789009
27859.8 0.0226216
27863.4 0.00639036
27870.6 0.00203985
27885.0 0.000932085
27913.8 0.000699603
27971.4 0.000835191
28000.2 0.00106417
28029.0 0.00164775
28043.4 0.00240535
28057.8 0.00446528
28065.0 0.00725991
28072.1 0.0149771
28075.7 0.0254164
28079.3 0.0537488
28081.1 0.0909123
28082.9 0.186965
28083.8 0.305230
28084.7 0.583356
28085.6 1.49891
28086.1 2.96082
28086.3 4.46580
28086.5 7.20875
28086.8 11.5926
28087.0 14.6285
28087.2 11.8460
28087.5 7.40659
28087.7 4.76771
28087.9 3.24917
28088.3 1.72195
28088.7 1.04591
28089.1 0.697521
28089.9 0.368684
28090.7 0.228202
28092.3 0.111733
28093.9 0.0662681
28097.1 0.0314302
28100.3 0.0185656
28106.8 0.00908176
28113.2 0.00571292
28126.1 0.00335395
28139.0 0.00263868
28164.7 0.00250146
28190.4 0.00318380
28203.3 0.00388354
28216.2 0.00499482
28229.1 0.00684232
28241.9 0.0101869
28248.4 0.0129689
28254.8 0.0171445
28261.2 0.0238433
28267.7 0.0355373
28274.1 0.0588289
28280.5 0.115688
28283.8 0.181094
28285.4 0.236420
28287.0 0.320765
28288.6 0.457471
28290.2 0.696685
28291.0 0.887831
28291.8 1.15441
28292.6 1.53606
28293.4 2.08035
28294.1 2.66404
28294.7 3.33651
28296.0 4.21195
28296.7 3.98746
28297.3 3.40332
28298.6 2.13248
28299.6 1.47193
28300.6 1.04817
28301.5 0.772386
28302.5 0.587799
28304.4 0.368743
28306.4 0.250919
28308.3 0.180855
28310.3 0.136483
28314.1 0.0854699
28318.0 0.0584263
28321.9 0.0424962
28325.8 0.0322955
28329.7 0.0254094
28337.5 0.0169470
28345.2 0.0121529
28353.0 0.00917829
28360.8 0.00720961
28376.3 0.00484349
28391.8 0.00353395
28407.4 0.00273617
28422.9 0.00221667
28454.0 0.00160900
28485.1 0.00129051
28547.2 0.00102392
28609.3 0.00101448
28671.5 0.00130622
28702.6 0.00176678
28733.6 0.00307164
28749.2 0.00485637
28764.7 0.00978172
28772.5 0.0164037
28780.2 0.0341908
28784.1 0.0572467
28786.1 0.0788052
28788.0 0.115436
28790.0 0.185107
28790.9 0.246119
28791.9 0.342519
28792.9 0.506907
28793.8 0.817300
28794.3 1.08647
28794.8 1.48676
28795.3 2.12838
28795.8 3.12066
28796.4 5.00904
28797.0 6.24178
28797.6 4.97810
28798.2 3.12191
28798.7 2.16235
28799.2 1.54002
28799.6 1.13517
28800.1 0.864187
28801.0 0.542500
28801.9 0.370798
28802.8 0.267675
28803.7 0.202560
28805.6 0.127078
28807.4 0.0870788
28809.2 0.0634181
28812.9 0.0380439
28816.6 0.0254359
28820.2 0.0183126
28827.5 0.0109603
28842.2 0.00549828
28856.8 0.00354805
28915.4 0.00178013
28974.0 0.00174672
29032.6 0.00224251
29061.9 0.00273602
29091.2 0.00351523
29120.5 0.00480551
29149.8 0.00712877
29164.4 0.00905063
29179.1 0.0119258
29193.7 0.0165005
29208.4 0.0244149
29223.0 0.0399185
29237.6 0.0767410
29245.0 0.117659
29248.6 0.151243
29252.3 0.200965
29256.0 0.278379
29259.6 0.406294
29261.4 0.502316
29263.3 0.631435
29265.1 0.806411
29266.9 1.04174
29268.7 1.33435
29270.5 1.67115
29274.0 2.10612
29275.8 1.99230
29277.5 1.69903
29281.1 1.06492
29283.9 0.716082
29286.8 0.497724
29289.7 0.360117
29292.5 0.270563
29298.2 0.166557
29303.9 0.112073
29309.7 0.0802585
29315.4 0.0602436
29326.8 0.0374725
29338.2 0.0255345
29349.6 0.0185276
29361.1 0.0140721
29372.5 0.0110682
29395.4 0.00739087
29418.2 0.00531546
29441.1 0.00403073
29463.9 0.00318258
29509.6 0.00217346
29555.3 0.00164332
29601.0 0.00148857
29623.9 0.00211669
29635.3 0.00499814
29641.0 0.0161222
29643.9 0.0565435
29645.3 0.189473
29646.0 0.547925
29646.4 1.27887
29646.6 2.27028
29646.8 4.44718
29646.9 7.19088
29647.0 8.90323
29647.1 7.18361
29647.2 4.44147
29647.5 1.57360
29647.8 0.733425
29648.4 0.266662
29649.6 0.0827851
29651.9 0.0237495
29656.5 0.00697747
29665.7 0.00248072
29684.1 0.00126937
29720.9 0.000879618
29794.5 0.000671941
29941.7 0.000515873
30089.0 0.000460404
30236.2 0.000458478
30383.4 0.000512318
30530.7 0.000678430
30604.3 0.000872698
30677.9 0.00130200
30714.7 0.00177484
30751.5 0.00286292
30769.9 0.00416705
30788.3 0.00746955
30797.5 0.0116873
30806.7 0.0225985
30811.3 0.0362718
30813.6 0.0487879
30815.9 0.0695579
30818.2 0.107699
30819.4 0.139906
30820.5 0.188930
30821.7 0.268219
30822.8 0.406519
30824.0 0.669742
30824.6 0.891827
30825.1 1.20179
30826.1 1.91938
30827.0 2.39721
30827.9 1.91992
30828.9 1.20230
30829.5 0.874236
30830.1 0.648374
30831.3 0.386732
30832.5 0.252506
30833.7 0.176756
30834.9 0.130431
30836.2 0.100243
30838.6 0.0648067
30841.0 0.0457044
30843.4 0.0343013
30848.3 0.0220292
30857.9 0.0126729
30867.6 0.00954101
30887.0 0.00842640
30906.3 0.0103380
30925.7 0.0157064
30935.4 0.0209571
30945.1 0.0298817
30954.8 0.0465943
30959.6 0.0609217
30964.4 0.0830300
30969.3 0.119454
30974.1 0.184724
30976.5 0.237744
30979.0 0.314305
30981.4 0.427235
30983.8 0.593843
30987.4 0.954208
30991.0 1.21285
30994.6 0.987452
30998.2 0.620582
31000.7 0.439692
31003.3 0.318711
31005.8 0.238047
31008.3 0.183037
31013.3 0.116503
31018.4 0.0800558
31023.4 0.0582105
31028.5 0.0441741
31038.5 0.0279236
31048.6 0.0192497
31058.7 0.0140979
31078.8 0.00855113
31099.0 0.00578507
31119.1 0.00421089
31139.3 0.00322980
31159.4 0.00257720
31199.8 0.00178996
31240.1 0.00135160
31320.7 0.000907497
31401.3 0.000700871
31481.9 0.000591291
31643.1 0.000494067
31965.6 0.000486317
32126.8 0.000570497
32207.4 0.000775397
32247.8 0.00144313
32267.9 0.00387611
32278.0 0.0125458
32283.0 0.0404412
32285.5 0.114080
32286.8 0.255221
32287.4 0.435317
32288.1 0.817972
32288.5 1.31141
32289.0 1.63607
32289.5 1.31181
32289.9 0.818296
32290.4 0.502527
32290.9 0.324885
32291.9 0.162576
32293.8 0.0626260
32297.6 0.0202787
32305.2 0.00620109
32320.4 0.00214942
32350.9 0.00111647
32411.9 0.00109490
32442.4 0.00140136
32472.9 0.00231596
32488.2 0.00357858
32503.4 0.00708307
32511.1 0.0118172
32518.7 0.0245862
32522.5 0.0412752
32526.3 0.0838791
32530.1 0.255113
32532.0 0.634845
32533.0 1.20631
32533.5 1.79059
32533.9 2.75473
32534.2 3.54855
32534.5 4.44343
32535.0 5.72939
32535.5 4.72825
32536.1 2.97700
32536.5 2.01374
32536.9 1.40424
32537.3 1.01782
32537.7 0.769689
32538.6 0.473748
32539.4 0.319803
32541.1 0.172038
32542.7 0.107256
32544.4 0.0730490
32546.1 0.0529749
32549.4 0.0316462
32552.7 0.0210994
32556.1 0.0151606
32562.7 0.00903909
32569.4 0.00611780
32576.1 0.00450182
32589.4 0.00287217
32602.8 0.00211156
32616.1 0.00169945
32642.8 0.00129850
32696.1 0.00104644
32749.5 0.00100436
32856.2 0.00110925
32962.9 0.00138088
33069.7 0.00192846
33123.0 0.00242550
33176.4 0.00325428
33229.7 0.00482152
33283.1 0.00844621
33309.8 0.0124237
33323.1 0.0156885
33336.5 0.0205354
33349.8 0.0281326
33363.1 0.0408488
33369.8 0.0505337
33376.5 0.0637423
33383.1 0.0819646
33389.8 0.106958
33395.9 0.136575
33401.9 0.171181
33414.0 0.219525
33420.1 0.210315
33426.1 0.181497
33438.2 0.116190
33447.7 0.0810803
33457.2 0.0595309
33466.7 0.0470763
33476.2 0.0412267
33485.8 0.0423516
33490.5 0.0472138
33495.3 0.0579807
33500.0 0.0820328
33502.4 0.105215
33504.8 0.144583
33507.2 0.219184
33508.3 0.283669
33509.5 0.383940
33510.7 0.550800
33511.9 0.853953
33512.5 1.10589
33513.1 1.46754
33513.7 2.00564
33514.3 2.80511
33515.1 4.47719
33516.0 5.59045
33516.9 4.47605
33517.7 2.80383
33518.6 1.73102
33519.4 1.12987
33520.3 0.783227
33521.2 0.571289
33522.0 0.434169
33522.9 0.341048
33524.6 0.227039
33526.3 0.162899
33528.0 0.123387
33531.5 0.0793029
33534.9 0.0565245
33538.4 0.0431927
33545.2 0.0289073
33552.1 0.0216946
33559.0 0.0174963
33572.7 0.0129875
33600.3 0.00956258
33627.8 0.00892133
33655.3 0.0103232
33682.8 0.0160506
33696.5 0.0239417
33710.3 0.0440432
33717.2 0.0680347
33720.6 0.0889435
33724.1 0.121822
33727.5 0.177564
33730.9 0.282194
33732.7 0.371581
33734.4 0.507583
33736.1 0.723238
33737.8 1.07190
33739.9 1.76741
33742.0 2.47273
33743.1 2.49286
33744.1 2.22454
33746.2 1.42656
33748.0 0.925985
33749.8 0.623020
33751.6 0.439281
33753.4 0.323429
33757.0 0.194397
33760.5 0.129264
33764.1 0.0922822
33767.7 0.0694064
33774.9 0.0438637
33782.0 0.0307131
33789.2 0.0231046
33803.5 0.0151153
33817.8 0.0112585
33832.2 0.00914580
33860.8 0.00713640
33918.1 0.00629084
33975.4 0.00718706
34032.7 0.00976646
34061.4 0.0121510
34090.0 0.0159297
34118.7 0.0223092
34147.3 0.0341391
34161.6 0.0441231
34176.0 0.0591288
34190.3 0.0826103
34204.6 0.120224
34222.3 0.194942
34240.0 0.272405
34248.9 0.277646
34257.7 0.252300
34275.4 0.171634
34288.2 0.130618
34301.1 0.117710
34307.5 0.130522
34310.7 0.147970
34313.9 0.180643
34317.1 0.244508
34320.3 0.383641
34322.0 0.519088
34323.6 0.748208
34324.4 0.923207
34325.2 1.16006
34326.0 1.47954
34326.4 1.67584
34326.8 1.89698
34327.6 2.40686
34328.4 2.88081
34329.2 3.11192
34330.0 2.95434
34331.6 1.99208
34333.3 1.20601
34334.3 0.892581
34335.3 0.680166
34337.4 0.429573
34339.5 0.297257
34341.6 0.220206
34345.7 0.139160
34349.9 0.0995857
34354.0 0.0770098
34358.2 0.0627976
34366.5 0.0461783
34374.8 0.0370368
34383.1 0.0318653
34391.4 0.0322763
34395.6 0.0479699
34397.7 0.108016
34398.7 0.294543
34399.2 0.748605
34399.5 1.52085
34399.8 3.88914
34399.9 6.25692
34400.0 7.63554
34400.1 6.07433
34400.2 3.74622
34400.5 1.57417
34400.7 0.824329
34401.2 0.340273
34402.1 0.124095
34404.0 0.0506218
34407.7 0.0283720
34415.1 0.0208886
34429.9 0.0167766
34459.6 0.0131901
34519.0 0.0105019
34578.4 0.0104034
34608.1 0.0113474
34622.9 0.0133432
34630.3 0.0195959
34634.0 0.0418192
34635.9 0.117463
34636.8 0.340000
34637.3 0.834764
34637.5 1.59453
34637.8 3.71285
34638.0 7.79198
34638.3 4.03179
34638.5 1.82297
34638.7 0.999129
34639.1 0.414857
34639.9 0.144665
34641.5 0.0502990
34644.8 0.0224493
34651.4 0.0151057
34664.5 0.0138225
34690.6 0.0151462
34716.8 0.0175716
34743.0 0.0210011
34769.2 0.0257831
34795.4 0.0324789
34821.6 0.0418803
34847.8 0.0548582
34870.9 0.0694370
34893.9 0.0854250
34940.0 0.101592
34963.1 0.0934150
34986.1 0.0783547
35032.2 0.0489838
35087.3 0.0281451
35142.4 0.0176550
35197.6 0.0120698
35252.7 0.00890545
35307.8 0.00713484
35362.9 0.00661239
35390.5 0.00726651
35404.2 0.00819726
35418.0 0.0100749
35431.8 0.0142343
35438.7 0.0183530
35445.6 0.0256769
35452.5 0.0404919
35455.9 0.0543177
35459.4 0.0775429
35462.8 0.121181
35464.5 0.158620
35466.2 0.216557
35468.0 0.312242
35469.7 0.483564
35470.5 0.621853
35471.4 0.819103
35472.3 1.10273
35472.7 1.28624
35473.1 1.50024
35473.8 1.91430
35474.6 2.32388
35475.3 2.56110
35476.0 2.48225
35477.4 1.71126
35478.9 1.02657
35480.3 0.638683
35481.7 0.425060
35483.2 0.299148
35484.6 0.221297
35487.4 0.134399
35490.3 0.0903975
35493.1 0.0651022
35496.0 0.0493364
35501.7 0.0315857
35507.4 0.0223241
35513.1 0.0169026
35524.4 0.0111045
35535.8 0.00820888
35547.2 0.00654131
35570.0 0.00475710
35615.5 0.00327732
35661.1 0.00261640
35752.2 0.00195288
35843.3 0.00159323
36025.5 0.00121544
36116.6 0.00118453
36162.1 0.00146241
36184.9 0.00267286
36196.3 0.00736599
36202.0 0.0247544
36204.8 0.0847663
36206.2 0.262980
36206.9 0.674834
36207.3 1.34970
36207.6 3.31269
36207.8 5.33120
36208.0 6.86557
36208.2 5.62355
36208.4 3.54006
36208.6 1.89559
36208.8 1.09859
36209.3 0.490419
36210.3 0.171255
36212.2 0.0517241
36215.9 0.0149295
36223.5 0.00468945
36238.7 0.00201277
36269.0 0.00147961
36284.2 0.00164090
36299.3 0.00230998
36306.9 0.00329360
36314.5 0.00609684
36318.3 0.00995300
36322.1 0.0206192
36324.0 0.0349800
36325.9 0.0731326
36326.8 0.122366
36327.8 0.245839
36328.7 0.717528
36329.2 1.64780
36329.4 2.91693
36329.7 5.74137
36329.8 9.07774
36330.0 11.1289
36330.2 8.58811
36330.3 5.36156
36330.6 2.89564
36330.8 1.70993
36331.2 0.781947
36332.1 0.280961
36332.9 0.141584
36333.8 0.0855679
36335.5 0.0410604
36337.2 0.0243109
36340.7 0.0116485
36344.2 0.00705492
36351.1 0.00367994
36358.0 0.00247259
36371.8 0.00159023
36385.6 0.00127202
36413.2 0.00103264
36440.9 0.000940140
