Co-59(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
63184.1 14.8102
63195.7 12.7767
63207.2 11.3414
63230.2 9.50757
63253.3 8.41260
63276.3 7.69317
63299.3 7.18665
63345.4 6.51954
63391.5 6.09648
63437.5 5.80019
63529.7 5.40169
63621.8 5.13285
63714.0 4.92468
63806.1 4.73025
63829.1 4.67061
63852.2 4.58874
63863.7 4.52537
63875.2 4.41879
63881.0 4.32481
63886.7 4.15743
63889.6 4.00967
63892.5 3.76008
63895.4 3.27969
63896.8 2.98652
63897.5 3.20716
63898.2 5.51962
63898.6 9.70028
63899.0 15.7121
63899.4 17.3590
63899.8 14.9861
63900.3 11.4555
63900.9 9.43012
63902.0 7.51581
63903.2 6.65531
63904.3 6.18627
63906.6 5.68901
63908.9 5.43269
63913.5 5.16895
63918.1 5.03372
63927.2 4.89223
63936.3 4.81574
63954.6 4.72777
63972.9 4.67268
64009.5 4.59604
64046.1 4.53699
64192.4 4.34980
64338.8 4.17064
64375.4 4.11406
64412.0 4.03599
64430.3 3.97552
64448.5 3.87369
64457.7 3.78335
64466.8 3.62076
64471.4 3.47428
64476.0 3.22006
64480.6 2.68920
64482.8 2.27172
64484.0 2.42632
64484.6 3.25947
64485.1 6.27783
64485.6 12.1221
64486.0 20.6936
64486.2 23.0521
64486.4 22.9941
64486.9 19.2214
64487.4 14.3422
64488.0 11.4178
64488.6 9.62952
64489.1 8.50631
64490.3 7.17960
64491.4 6.45157
64493.6 5.68022
64495.9 5.28380
64500.4 4.88268
64504.9 4.68032
64513.9 4.47479
64522.9 4.36885
64540.9 4.25566
64558.9 4.19169
64594.9 4.11283
64631.0 4.05857
64775.0 3.90374
65063.2 3.64671
65351.4 3.37162
65423.4 3.28876
65495.4 3.18839
65531.5 3.12288
65567.5 3.02961
65585.5 2.95708
65603.5 2.83692
65612.5 2.73347
65621.5 2.55583
65626.0 2.40621
65630.5 2.17090
65635.0 1.80634
65637.3 1.77484
65638.4 2.25754
65638.9 2.97500
65639.5 4.47324
65640.3 8.59321
65641.0 14.5514
65641.4 16.1913
65641.8 16.1593
65642.5 13.5874
65643.2 10.9930
65643.9 9.14782
65645.4 7.03916
65646.8 5.95044
65648.2 5.31050
65651.1 4.60751
65653.9 4.23503
65659.7 3.84995
65665.4 3.65257
65676.8 3.44777
65688.3 3.33834
65711.2 3.21419
65734.1 3.13658
65779.9 3.02524
65825.7 2.93225
65917.3 2.74939
66008.9 2.53976
66100.4 2.27559
66146.2 2.11371
66192.0 1.92963
66237.8 1.73602
66260.7 1.65378
66283.6 1.61219
66306.5 1.67552
66329.4 2.00571
66340.9 2.38703
66352.3 3.04196
66363.8 4.15299
66375.2 6.01380
66385.2 8.56215
66395.1 12.2259
66415.0 21.3280
66425.0 23.9827
66434.9 24.0262
66454.8 19.7857
66469.0 16.4792
66483.3 13.8907
66497.5 11.9697
66511.8 10.5435
66540.2 8.63436
66568.7 7.45047
66597.2 6.65853
66625.7 6.09591
66682.6 5.35274
66739.6 4.88303
66796.6 4.55664
66910.5 4.12405
67024.4 3.83956
67138.3 3.62878
67195.3 3.54006
67252.2 3.45896
67309.2 3.38370
67337.7 3.35054
67351.9 3.35233
67359.0 3.42962
67362.6 3.71575
67364.4 4.44051
67365.3 5.67379
67365.7 7.02300
67366.1 9.48829
67366.6 13.4019
67367.0 16.0757
67367.4 13.7347
67367.9 9.91103
67368.5 6.67746
67369.2 5.24263
67370.5 4.17286
67373.1 3.62904
67378.2 3.41310
67388.6 3.32990
67409.4 3.28253
67450.9 3.22814
67533.9 3.13730
67699.9 2.97306
67865.9 2.81866
67948.9 2.74242
67990.4 2.70674
68011.1 2.70757
68021.5 2.79095
68026.7 3.11364
68029.3 3.97565
68030.6 5.55947
68031.2 7.45531
68031.9 11.1749
68032.4 16.4819
68033.0 20.2444
68033.6 16.9407
68034.1 11.7462
68034.8 7.92933
68035.4 5.94900
68036.7 4.26265
68038.1 3.60305
68039.4 3.28674
68042.0 2.99960
68044.6 2.87591
68055.2 2.72486
68076.2 2.65915
68118.3 2.60512
68202.4 2.52233
68370.7 2.36023
68539.0 2.18346
68623.1 2.08213
68665.2 2.02542
68686.2 1.99984
68696.7 2.01584
68702.0 2.14092
68704.6 2.55666
68705.9 3.50201
68706.6 4.93945
68707.2 8.65282
68707.6 12.8576
68708.0 15.8139
68708.4 13.2345
68708.8 9.13282
68709.2 6.25465
68709.6 4.73761
68710.5 3.35210
68712.2 2.51863
68715.6 2.15214
68722.3 2.01186
68735.9 1.94557
68762.9 1.87990
68790.0 1.81645
68817.0 1.74071
68844.1 1.63949
68871.2 1.48320
68884.7 1.36191
68898.2 1.18610
68911.7 0.980801
68915.1 0.998052
68918.5 1.19562
68920.2 1.47310
68921.9 2.02812
68923.6 3.15513
68925.3 5.49462
68926.2 7.73819
68927.1 10.8864
68929.0 18.8227
68929.9 21.2176
68930.9 21.1091
68932.7 16.6807
68934.5 12.3930
68936.3 9.55885
68938.2 7.73446
68940.0 6.53230
68941.8 5.69398
68943.6 5.09115
68947.2 4.28941
68950.8 3.78690
68954.4 3.44662
68961.6 3.01878
68968.8 2.76093
68976.0 2.58862
68990.4 2.37027
69004.9 2.23468
69019.3 2.13974
69048.1 2.00930
69077.0 1.91746
69105.8 1.84421
69163.5 1.72394
69278.9 1.51965
69394.3 1.32143
69509.8 1.11146
69625.2 0.882367
69682.9 0.762128
69740.6 0.650412
69769.4 0.615751
69783.8 0.616579
69798.3 0.646699
69812.7 0.743588
69819.9 0.845600
69827.1 1.01990
69834.3 1.33170
69841.5 1.92968
69845.1 2.44061
69848.7 3.20757
69852.4 4.40914
69856.0 6.34807
69861.0 11.2632
69866.0 18.8914
69868.5 21.4603
69871.0 21.0927
69876.1 14.6991
69881.4 8.81050
69886.8 5.64022
69892.2 3.93467
69897.6 2.94462
69902.9 2.32195
69908.3 1.90561
69919.1 1.39782
69929.8 1.10696
69940.6 0.922296
69962.1 0.706045
69983.6 0.590990
70005.1 0.531565
70048.1 0.534658
70091.2 0.720209
70112.7 0.911810
70134.2 1.19927
70155.7 1.61724
70177.2 2.21399
70198.7 3.05511
70220.2 4.22499
70250.7 6.64024
70281.1 10.1461
70342.0 18.8905
70372.5 21.4806
70402.9 21.6339
70463.8 17.8423
70511.8 14.5084
70559.7 11.9317
70607.6 10.0477
70655.6 8.66361
70751.5 6.82145
70847.4 5.67608
71039.1 4.34725
71230.9 3.62003
71422.7 3.23145
71614.5 3.19700
71710.3 3.39664
71806.2 3.85850
71902.1 4.77230
71998.0 6.48870
72112.5 10.3699
72227.0 16.2526
72284.3 18.2951
72341.5 17.8949
72398.8 14.6799
72456.0 9.77073
72516.5 4.55598
72546.8 2.71837
72561.9 2.22872
72577.0 2.15620
72592.3 2.60714
72607.5 3.65558
72638.0 7.42201
72699.0 15.8991
72760.0 18.1769
72821.0 16.8985
72947.9 13.1656
73074.8 10.5656
73201.7 8.84480
73328.6 7.64458
73582.4 6.08145
73836.2 5.08724
74090.0 4.36772
74343.8 3.78346
74597.6 3.23457
74724.5 2.92560
74788.0 2.74338
74819.7 2.65119
74835.6 2.65843
74839.5 2.70947
74843.5 2.86422
74845.5 3.06030
74847.5 3.49837
74849.4 4.72759
74850.4 6.26609
74851.4 9.48884
74852.2 13.8879
74853.0 16.9641
74853.8 14.3055
74854.6 9.99787
74855.4 7.11665
74856.2 5.50408
74857.9 4.02523
74859.6 3.40933
74861.2 3.10129
74864.5 2.80915
74867.8 2.67430
74881.1 2.47257
74907.5 2.29292
74934.0 2.12489
74960.4 1.92972
74986.9 1.69285
75013.4 1.42092
75026.6 1.30803
75039.8 1.31054
75046.4 1.43526
75053.0 1.74904
75059.7 2.43277
75066.3 3.82619
75071.0 5.53997
75075.6 8.06038
75085.0 14.4507
75089.7 16.4037
75094.4 16.6207
75103.7 14.1227
75111.2 11.8296
75118.6 10.0441
75126.1 8.73265
75133.5 7.76629
75148.4 6.47794
75163.3 5.67878
75178.2 5.14037
75193.0 4.75453
75222.8 4.23616
75252.6 3.89981
75282.4 3.65933
75341.9 3.32670
75401.4 3.09444
75461.0 2.91247
75580.0 2.62110
75818.2 2.11872
75877.7 1.97565
75937.2 1.79428
75967.0 1.66839
75996.8 1.48426
76011.7 1.34765
76026.6 1.15803
76041.4 0.957673
76045.2 0.986018
76048.9 1.19551
76050.7 1.46804
76052.6 1.98429
76054.5 2.96914
76056.3 4.86988
76057.5 6.89076
76058.7 9.76684
76061.0 17.2408
76062.2 19.6616
76063.4 19.7644
76065.7 15.8288
76067.6 12.3840
76069.5 9.89993
76071.4 8.18248
76073.4 6.99071
76077.2 5.49279
76081.0 4.62430
76084.8 4.06677
76088.7 3.68418
76096.3 3.19481
76104.0 2.89604
76111.6 2.69453
76126.9 2.43657
76142.2 2.27438
76157.5 2.15964
76188.1 2.00062
76218.7 1.89028
76249.3 1.81460
76264.7 1.79962
76280.0 1.83698
76287.6 1.91987
76295.3 2.15724
76299.1 2.44535
76302.9 3.06572
76304.8 3.67136
76306.7 4.70543
76308.6 6.61043
76310.6 10.2794
76312.3 15.7207
76314.0 19.5470
76315.7 16.2118
76317.5 10.9066
76318.6 8.37830
76319.8 6.64089
76322.1 4.62094
76324.4 3.58777
76326.6 3.00446
76331.2 2.40478
76335.8 2.11767
76345.0 1.85312
76354.2 1.73060
76372.5 1.60731
76390.9 1.53562
76427.6 1.43512
76464.3 1.35363
76537.8 1.21008
76611.2 1.08156
76684.7 0.971594
76758.1 0.901286
76794.8 0.902250
76831.6 0.971150
76849.9 1.07174
76868.3 1.29920
76877.5 1.52927
76886.6 1.95143
76891.2 2.30841
76895.8 2.85353
76900.4 3.73879
76905.0 5.28022
76910.0 8.46072
76915.0 13.7255
76917.5 15.7495
76920.0 15.4425
76925.0 9.81357
76929.2 5.96230
76933.3 3.83441
76937.5 2.67965
76941.6 2.02026
76949.9 1.36372
76958.2 1.07754
76974.8 0.867970
76991.3 0.822003
77024.5 0.882844
77057.7 1.04749
77124.0 1.68561
77190.3 2.95462
77242.7 4.66799
77295.2 7.20102
77400.0 13.5636
77452.4 15.4959
77504.9 15.7553
77557.3 14.8433
77583.5 14.2146
77596.6 13.9192
77609.7 13.6974
77618.7 13.6598
77627.6 13.8797
77632.1 14.2218
77636.5 14.9181
77641.0 16.3615
77645.5 19.4067
77649.2 23.7835
77653.0 26.8513
77656.8 24.0338
77660.5 19.5895
77664.2 16.7167
77667.8 15.0169
77671.4 13.9704
77675.1 13.2811
77682.3 12.4320
77689.6 11.9113
77704.1 11.2395
77718.6 10.7600
77747.7 10.0073
77776.7 9.38309
77834.8 8.35017
77892.9 7.51613
77950.9 6.82378
78009.0 6.22894
78067.1 5.67030
78096.1 5.34613
78110.7 5.17384
78117.9 5.29362
78121.6 5.89624
78123.4 6.86484
78124.3 7.80396
78125.2 9.30908
78126.6 13.6722
78128.0 20.4473
78128.7 22.6907
78129.4 22.6118
78130.8 18.1619
78131.9 14.8224
78132.9 12.4657
78134.0 10.8477
78135.0 9.74228
78137.1 8.37131
78139.2 7.59375
78143.4 6.76688
78147.5 6.34479
78155.9 5.91233
78164.2 5.68172
78180.9 5.41347
78197.6 5.23872
78231.0 4.98336
78264.4 4.78008
78331.2 4.44226
78398.0 4.15655
78665.1 3.27908
78932.2 2.61510
79065.8 2.32558
79132.6 2.19142
79166.0 2.13476
79182.7 2.14842
79191.0 2.31260
79195.2 2.82321
79197.3 3.84764
79198.3 5.15837
79199.4 7.97829
79200.2 11.7822
79201.0 14.4644
79201.8 12.2190
79202.6 8.56008
79203.4 6.36705
79204.1 5.04169
79205.5 3.69051
79208.4 2.76851
79211.3 2.46101
79214.2 2.31979
79225.8 2.13340
79248.9 2.04020
79295.2 1.96304
79341.5 1.92501
79364.6 1.92020
79376.2 1.92288
79381.9 1.93101
79384.8 1.96115
79386.3 2.06775
79387.0 2.36113
79387.4 2.93152
79387.7 5.29269
79388.0 8.89900
79388.3 5.52710
79388.8 2.80787
79389.2 2.30445
79390.2 2.06643
79392.1 1.97903
79396.0 1.95286
79403.7 1.95130
79419.1 1.97094
79450.0 2.04866
79480.9 2.18718
79496.3 2.28680
79504.0 2.34664
79507.9 2.38783
79509.8 2.45133
79510.8 2.62000
79511.2 3.00479
79511.7 5.24936
79512.0 8.41221
79512.3 5.59197
79512.7 3.32222
79513.2 2.83856
79514.0 2.59894
79515.8 2.51729
79519.4 2.51794
79526.4 2.58341
79540.6 2.76211
79568.9 3.26527
79625.5 5.18539
79653.9 6.92047
79682.3 9.42920
79739.0 16.2777
79788.2 18.9449
79837.4 17.7072
79852.5 19.3624
79874.0 24.5870
79892.3 25.3605
79910.6 21.9858
79939.5 16.7349
79968.3 13.3708
79997.1 11.1743
80026.0 9.63867
80083.7 7.63374
80141.3 6.38157
80256.7 4.89635
80372.1 4.03139
80487.4 3.44934
80602.8 3.01747
80833.5 2.38524
81064.2 1.91281
81295.0 1.56189
81410.3 1.47913
81525.7 1.58212
81583.4 1.79858
81641.0 2.25394
81698.7 3.17589
81756.4 5.04042
81789.8 6.88133
81823.2 9.52883
81890.0 16.6774
81923.4 19.1830
81956.8 19.3921
82023.6 15.2071
82104.8 10.0817
82186.0 7.08652
82267.2 5.34834
82348.4 4.25228
82429.6 3.50149
82510.8 2.95171
82592.0 2.53073
82632.6 2.35832
82652.9 2.28417
82663.1 2.26828
82668.2 2.34082
82670.7 2.62487
82672.0 3.29449
82672.6 4.30149
82673.2 6.94865
82674.0 12.1397
82674.8 7.40853
82675.5 4.45048
82676.2 3.39728
82677.7 2.70575
82680.6 2.38221
82686.5 2.24819
82698.3 2.17694
82721.8 2.11644
82745.3 2.09668
82768.8 2.13365
82792.3 2.28626
82804.1 2.45092
82815.8 2.73071
82827.6 3.22347
82839.4 4.14419
82851.1 6.01745
82857.0 7.66060
82862.9 10.0778
82871.9 15.5050
82881.0 19.3715
82890.1 16.0591
82899.1 10.7160
82907.8 7.32302
82916.5 5.33538
82925.1 4.13975
82933.8 3.38122
82951.1 2.51097
82968.4 2.04190
82985.7 1.75056
83003.0 1.54940
83037.6 1.27930
83072.2 1.09381
83106.8 0.949874
83176.1 0.733618
83245.3 0.606254
83279.9 0.594142
83314.5 0.641557
83349.2 0.785936
83383.8 1.09307
83418.4 1.67919
83453.0 2.74192
83481.5 4.18294
83510.0 6.31581
83567.0 11.9869
83595.5 13.8845
83624.0 14.1523
83681.0 11.6497
83721.7 9.54702
83762.3 7.87530
83843.6 5.70613
83924.9 4.49658
84006.3 3.82010
84087.6 3.51709
84168.9 3.59395
84250.2 4.23302
84331.5 5.92373
84375.6 7.61380
84419.8 10.0923
84508.0 16.9086
84552.1 19.3376
84596.3 19.5440
84684.5 15.4016
84722.0 13.3635
84740.7 12.4375
84750.1 12.0115
84754.8 11.8520
84757.1 11.9329
84758.3 12.3602
84758.9 13.1798
84759.4 15.8898
84760.0 20.5889
84760.6 16.2721
84761.3 13.1070
84762.0 12.2442
84763.5 11.7187
84766.4 11.4054
84772.2 11.0978
84783.7 10.6166
84806.9 9.77305
84853.3 8.38227
84946.0 6.43770
85038.7 5.18339
85131.5 4.32072
85316.9 3.21151
85409.6 2.82828
85456.0 2.66189
85479.2 2.58380
85490.7 2.55692
85496.5 2.60330
85499.4 2.83876
85500.9 3.48848
85501.6 4.64806
85502.3 8.64323
85503.0 15.4048
85503.7 9.27854
85504.2 5.64509
85504.8 4.23103
85506.0 3.25599
85508.3 2.78266
85512.9 2.58899
85522.2 2.49798
85540.7 2.42114
85577.7 2.30912
85651.8 2.11669
85799.9 1.79307
86096.1 1.29329
86392.4 0.902464
86466.4 0.810351
86540.5 0.712246
86614.5 0.591633
86651.6 0.519633
86670.1 0.552927
86674.7 0.629883
86679.3 0.836405
86681.7 1.06533
86684.0 1.49785
86686.3 2.40642
86687.4 3.24978
86688.6 4.58358
86689.4 6.09907
86690.3 8.21866
86692.0 14.1690
86692.9 16.3530
86693.7 16.2518
86695.4 11.4206
86696.5 8.57147
86697.5 6.50849
86699.5 4.08594
86701.6 2.85809
86703.7 2.16999
86707.8 1.45980
86711.9 1.11103
86720.1 0.765507
86728.3 0.575032
86744.8 0.306405
86753.0 0.314587
86757.1 0.691220
86759.1 1.31340
86761.2 2.79937
86762.2 4.09050
86763.1 5.93985
86765.0 10.9323
86766.0 12.6826
86766.9 12.8439
86768.8 10.1436
86770.1 8.05377
86771.5 6.46185
86774.1 4.49104
86776.8 3.42437
86779.4 2.79094
86784.8 2.09333
86790.1 1.72876
86800.7 1.35781
86811.3 1.17032
86832.6 0.977871
86853.8 0.876315
86896.3 0.764430
86938.8 0.699841
87023.9 0.624102
87108.9 0.583809
87278.9 0.573757
87448.9 0.661698
87618.9 0.883704
87789.0 1.30824
87959.0 2.05065
88129.0 3.29622
88278.3 5.01350
88427.5 7.50902
88726.0 14.2461
88824.5 16.0350
88873.8 16.6325
88898.4 16.8463
88910.7 16.9542
88916.8 17.1007
88919.9 17.4637
88921.5 18.2290
88922.2 19.3146
88923.0 21.9142
88924.0 27.3281
88924.5 25.4932
88925.0 22.4213
88925.7 19.8750
88926.4 18.7012
88927.9 17.7992
88930.8 17.3336
88936.5 17.1641
88948.0 17.1305
88971.1 17.1356
89017.1 17.0355
89109.3 16.3494
89201.4 15.2475
89224.4 14.9621
89247.5 14.7270
89259.0 14.6737
89270.5 14.7664
89276.3 14.9657
89282.0 15.4598
89284.9 15.9651
89287.8 16.8582
89290.7 18.5681
89292.1 20.0028
89293.5 22.0390
89298.0 29.8431
89299.1 29.0022
89300.2 26.6662
89302.5 21.4851
89305.0 17.8192
89307.6 15.9900
89310.2 15.0266
89312.7 14.4726
89317.9 13.8870
89323.0 13.5870
89333.8 13.2475
89344.5 13.0316
89366.0 12.6957
89387.5 12.4108
89409.0 12.1759
89430.5 12.0369
89452.1 12.1465
89462.8 12.4397
89473.6 13.1258
89484.3 14.7243
89489.7 16.2322
89495.1 18.5457
89503.0 23.6621
89511.0 27.2816
89519.0 24.2213
89526.9 19.3168
89532.4 16.8902
89537.8 15.1938
89548.7 13.1492
89559.6 12.0248
89570.5 11.3232
89581.3 10.8365
89592.2 10.4697
89614.0 9.92699
89657.5 9.17257
89701.0 8.59388
89788.1 7.65174
89875.1 6.87195
90049.2 5.63700
90092.7 5.38871
90136.2 5.17443
90157.9 5.09132
90179.7 5.05064
90190.6 5.07192
90201.5 5.17515
90206.9 5.30445
90212.3 5.56874
90217.8 6.20130
90220.5 6.89259
90223.2 8.24085
90224.4 9.25127
90225.6 10.6804
90228.0 14.9202
90229.2 16.6568
90230.4 16.3674
90232.8 11.4084
90235.0 8.06867
90237.1 6.43858
90239.3 5.63012
90241.4 5.19586
90245.7 4.78084
90250.1 4.60145
90258.7 4.44967
90267.3 4.37959
90301.8 4.22300
90370.8 3.96148
90439.9 3.71721
90508.9 3.49290
90785.0 2.78868
91061.1 2.35241
91199.1 2.22212
91268.2 2.17591
91302.7 2.15559
91319.9 2.14951
91328.6 2.17806
91332.9 2.32582
91335.0 2.78545
91336.1 3.73766
91336.7 5.00586
91337.2 7.78667
91338.0 14.1458
91338.8 8.50250
91339.6 4.98532
91340.3 3.69288
91341.8 2.82138
91344.8 2.40871
91350.9 2.24772
91362.9 2.18809
91387.0 2.17042
91411.2 2.22213
91417.2 2.28377
91423.2 2.44447
91426.2 2.63461
91429.3 3.04130
91432.3 4.11182
91433.8 5.36562
91435.3 7.77951
91436.6 11.3889
91438.0 13.9767
91439.4 11.8508
91440.7 8.34875
91442.2 5.87821
91443.7 4.54517
91446.8 3.35406
91449.8 2.87507
91452.8 2.63933
91458.8 2.42215
91464.9 2.32786
91476.9 2.24812
91489.0 2.21565
91537.3 2.18249
91585.6 2.18536
91609.7 2.22089
91621.8 2.38531
91624.8 2.54280
91627.8 2.91212
91629.3 3.30472
91630.8 4.04362
91632.3 5.59682
91633.1 7.00150
91633.8 9.13669
91634.9 13.7306
91636.0 17.0433
91637.1 14.4217
91638.2 10.1201
91639.6 6.74097
91640.9 5.06119
91642.3 4.15857
91643.7 3.63610
91646.4 3.08465
91649.2 2.81691
91654.7 2.57121
91660.2 2.46460
91671.2 2.37513
91682.1 2.34015
91726.1 2.31345
91814.0 2.33465
91843.8 2.34244
91873.5 2.36989
91888.4 2.42457
91903.2 2.59139
91910.7 2.79078
91918.1 3.18282
91925.5 4.01547
91933.0 5.93543
91939.5 9.70731
91946.0 15.9598
91949.3 18.3505
91952.5 18.6720
91959.0 14.8926
91964.4 11.5424
91969.8 9.24371
91975.1 7.75046
91980.5 6.75985
91991.3 5.59144
92002.0 4.96216
92012.7 4.58693
92023.5 4.34803
92044.9 4.08027
92066.4 3.95475
92087.9 3.90441
92109.3 3.93210
92120.1 4.10915
92125.4 4.61305
92128.1 5.58215
92129.5 6.79109
92130.8 9.32000
92131.9 12.8227
92133.0 15.3718
92134.1 13.3109
92135.2 9.96013
92136.8 7.04108
92138.5 5.74762
92141.7 4.76927
92145.0 4.42341
92148.2 4.26472
92154.7 4.13059
92161.2 4.08101
92187.2 4.06755
92213.2 4.12434
92239.2 4.20355
92343.2 4.63532
92551.2 5.91372
92759.2 7.95131
92863.2 9.58967
92967.2 12.2428
93049.1 15.7595
93131.0 21.0780
93172.0 24.0255
93223.2 26.7952
93274.4 27.4904
93376.8 24.1792
93464.7 20.8054
93552.5 18.4419
93728.2 15.6900
93903.9 13.9601
93991.7 13.2149
94035.6 12.8547
94057.6 12.6760
94068.6 12.5888
94074.0 12.5608
94076.8 12.6123
94078.2 12.8313
94078.9 13.3261
94079.5 15.6615
94080.0 19.1865
94080.5 16.0204
94081.2 13.5232
94081.9 12.9531
94083.3 12.6542
94086.2 12.5177
94092.0 12.4314
94103.4 12.3259
94126.4 12.1395
94172.4 11.7800
94264.2 11.0832
94448.0 9.79781
94718.4 8.47833
94853.6 8.45246
94988.8 9.51588
95117.9 12.6473
95247.0 18.1401
95311.6 20.0868
95376.1 19.9565
95440.7 17.7604
95472.9 16.1179
95505.2 14.1702
95522.3 12.9928
95539.3 11.7053
95556.4 10.4533
95565.0 10.0872
95573.5 10.3424
95586.2 13.3887
95592.6 16.2110
95599.0 18.8551
95611.8 20.7521
95624.5 19.6713
95633.8 18.5215
95643.2 17.4512
95661.8 15.7109
95680.4 14.3964
95699.0 13.3585
95736.3 11.7743
95773.6 10.5736
95848.1 8.78508
95922.6 7.46499
96071.6 5.57374
96220.6 4.23798
96518.7 2.40362
96593.2 2.05562
96667.7 1.74177
96742.2 1.46361
96779.5 1.36776
96788.8 1.37721
96798.1 1.46169
96802.8 1.59405
96807.4 1.92399
96809.8 2.28270
96812.1 2.96606
96814.4 4.42083
96815.6 5.75511
96816.7 7.80485
96818.4 12.1139
96820.0 15.2109
96821.6 12.7194
96823.3 8.63782
96824.5 6.50817
96825.7 5.09747
96828.0 3.50558
96830.4 2.70905
96832.8 2.26459
96837.6 1.80790
96842.3 1.58604
96851.9 1.37231
96861.4 1.26543
96880.5 1.14551
96899.5 1.06783
96937.7 0.953663
96975.8 0.865360
97052.1 0.741402
97128.3 0.692262
97204.6 0.749172
97280.9 0.994419
97319.0 1.25518
97357.1 1.71049
97376.2 2.07455
97395.3 2.60653
97414.3 3.43953
97433.4 4.86953
97442.8 5.98534
97452.2 7.55731
97461.6 9.76840
97471.0 12.6232
97480.4 15.1383
97489.8 14.6949
97499.2 10.6777
97508.6 6.37897
97514.7 4.37565
97520.9 2.98806
97527.0 2.05531
97533.2 1.43512
97539.3 1.02279
97545.4 0.750742
97557.7 0.462777
97570.0 0.365114
97582.3 0.365881
97606.8 0.509584
97655.9 1.02784
97705.0 1.70629
97799.0 3.44591
97954.0 7.85051
98109.0 13.3055
98311.0 17.6893
98513.0 18.8723
98557.2 19.0387
98601.4 19.2599
98623.5 19.4397
98645.6 19.7726
98656.6 20.0916
98667.7 20.6748
98673.2 21.1693
98678.7 21.9171
98684.2 23.0914
98689.8 24.9554
98696.9 28.5800
98704.0 31.2186
98711.1 29.1630
98718.2 25.7474
98725.7 23.4258
98733.1 22.1409
98740.5 21.4106
98747.9 20.9726
98762.8 20.5160
98777.6 20.3126
98807.3 20.1788
98837.0 20.1764
98905.9 20.2975
98974.9 20.4330
99112.7 20.5328
99250.6 20.2890
99319.6 20.0274
99354.0 19.8618
99371.3 19.7697
99379.9 19.7273
99384.2 19.7456
99386.3 19.9026
99387.4 20.3548
99388.0 21.1649
99388.5 23.7551
99389.0 28.3860
99389.5 24.3179
99390.3 21.0437
99391.1 20.3017
99392.7 19.9105
99395.9 19.7371
99402.3 19.6433
99415.2 19.5461
99440.8 19.3783
99492.1 19.0282
99594.8 18.2395
99800.0 16.4246
99875.0 15.8054
99999.9 14.7705
100000 16.9050
100170 15.2999
100210 13.0279
100260 12.3659
100300 13.7889
100340 14.0639
100390 15.8509
100430 12.5169
100470 12.6979
100520 9.77028
100560 13.0539
100610 9.73467
100650 10.5769
100690 11.1789
100740 13.1419
100780 17.2249
100820 20.0019
100870 21.1438
100910 18.9448
100960 15.5638
101000 16.8198
101040 15.8508
101090 15.7248
101130 12.1268
101180 12.2748
101220 12.4108
101270 11.2188
101310 12.5058
101350 11.8778
101400 10.6948
101440 12.2358
101490 10.7398
101530 12.5188
101580 10.3248
101620 8.08987
101660 9.38606
101710 6.44426
101750 8.01815
101800 5.79975
101840 7.03554
101890 8.56774
101930 7.01113
101980 7.60083
102020 8.86853
102070 10.9097
102110 14.6537
102160 17.0037
102200 19.5127
102250 17.7347
102290 17.6407
102340 19.5057
102380 18.6507
102430 15.4227
102470 16.2597
102520 14.3467
102560 14.2277
102610 13.1537
102650 12.9427
102700 13.4407
102740 12.7647
102790 10.8077
102830 10.3166
102880 11.7366
102920 10.8366
102970 11.3166
103010 12.2686
103060 10.4596
103100 12.7356
103150 12.9256
103190 10.8946
103240 9.02920
103290 10.4166
103330 9.90259
103380 8.75579
103420 9.52648
103470 10.0626
103510 8.23567
103560 8.57997
103610 8.53486
103650 8.19906
103700 7.18085
103740 7.82705
103790 8.65005
103830 6.79494
103880 6.53204
103930 8.35793
103970 7.77493
104020 7.93032
104060 8.02062
104110 7.74941
104160 8.03701
104200 6.49630
104250 9.84890
104300 8.14209
104340 7.93009
104390 6.60818
104430 5.86198
104480 7.30368
104530 6.09857
104570 8.04227
104620 8.83486
104670 7.05586
104710 6.19655
104760 5.87685
104810 7.14404
104850 4.68294
104900 5.36643
104950 5.57293
104990 6.58272
105040 5.37582
105090 4.99031
105130 4.69011
105180 4.23510
105230 5.39180
105270 4.57870
105320 1.72289
105370 3.71518
105410 4.21158
105460 2.92938
105510 4.11347
105550 2.78667
105600 1.90936
105650 1.94406
105700 4.26855
105740 2.90895
105790 2.98744
105840 5.74994
105880 10.6663
105930 14.0553
105980 13.3433
106030 13.4063
106070 13.0403
106120 10.8773
106170 10.7093
106220 7.44280
106260 8.20819
106310 4.98809
106360 4.50438
106410 5.82458
106450 5.29118
106500 5.06377
106550 4.35847
106600 4.63486
106650 3.04055
106690 3.13235
106740 2.38885
106790 3.64184
106840 2.56664
106880 2.08353
106930 2.31263
106980 6.91692
107030 10.0422
107080 14.7802
107130 14.4972
107170 15.1712
107220 13.6512
107270 12.8582
107320 12.1502
107370 10.1402
107410 9.60258
107460 8.03267
107510 9.00117
107560 9.02716
107610 7.89426
107660 7.98295
107700 8.48115
107750 6.61844
107800 6.33224
107850 5.31903
107900 6.45443
107950 6.51452
108000 6.92062
108050 5.74031
108090 6.35731
108140 6.02190
108190 5.86780
108240 5.02319
108290 5.44319
108340 5.51028
108390 5.31698
108440 4.82357
108490 5.06327
108530 3.20446
108580 5.03466
108630 3.48605
108680 2.52565
108730 1.89224
108780 3.19964
108830 2.50843
108880 3.63323
108930 5.82252
108980 2.42042
109030 3.72151
109080 3.24521
