Co-59(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
678460 5.30961
678840 5.04721
679230 4.82980
679610 4.79050
680000 4.56820
680380 4.45010
680770 4.31710
681150 3.86640
681540 4.03190
681920 3.94710
682310 4.02510
682700 4.21520
683090 5.14849
683470 4.98269
683860 4.61719
684250 4.33549
684640 4.02189
685030 3.70039
685420 3.83789
685810 4.07319
686200 4.17359
686590 4.26179
686980 4.24358
687370 4.98938
687760 5.08038
688150 5.33678
688540 4.80798
688940 4.64418
689330 4.68978
689720 4.10728
690120 3.46308
690510 3.53748
690900 3.69497
691300 3.39987
691690 3.03287
692090 2.94317
692480 3.11827
692880 3.71307
693280 3.68717
693670 3.80377
694070 4.22197
694470 4.51676
694860 4.75156
695260 4.65746
695660 4.22946
696060 3.88466
696460 3.93296
696860 3.65476
697260 3.53346
697660 2.99176
698060 3.45846
698460 3.88315
698860 4.45425
699260 4.58675
699660 4.60535
700000 4.31545
700060 4.26425
700470 3.68825
700870 2.99415
701270 2.96685
701670 3.19875
702080 2.99175
702480 2.68975
702890 2.75845
703290 2.83775
703700 2.78825
704100 3.57744
704510 5.27314
704910 6.04684
705320 5.76664
705730 4.65304
706130 4.56034
706540 4.20004
706950 4.06654
707360 4.59644
707770 5.33144
708180 5.23404
708590 4.64514
709000 4.60594
709410 4.14714
709820 4.11164
710230 3.55344
710640 3.48974
711050 3.75734
711460 3.91893
711870 3.96773
712290 4.34983
712700 4.51173
713110 4.38073
713530 4.08933
713940 3.79303
714350 3.53943
714770 3.47003
715180 3.95023
715600 4.49373
716010 4.35713
716430 3.86913
716850 3.71873
717260 3.86173
717680 3.31933
718100 2.94843
718520 3.26572
718940 3.40662
719350 3.62612
719770 3.65252
720190 4.06862
720610 3.52162
721030 2.90122
721450 2.71032
721870 2.73822
722300 3.16452
722720 3.46012
723140 3.51712
723560 2.98662
723980 2.62842
724410 3.11282
724830 3.25632
725250 3.00272
725680 2.46041
726100 2.36101
726530 2.36331
726950 3.19311
727380 3.64511
727810 4.36231
728230 4.32191
728660 4.34811
729090 4.52201
729510 4.37091
729940 4.51731
730370 4.25801
730800 4.07791
731230 4.05951
731660 3.92391
732090 3.96641
732520 4.17930
732950 4.37860
733380 4.87980
733810 5.22060
734240 5.02050
734670 4.15700
735110 3.37670
735540 2.85990
735970 3.13260
736410 3.02950
736840 2.96530
737280 3.17310
737710 3.45040
738150 3.45140
738580 3.89190
739020 4.53450
739450 4.56960
739890 4.22359
740330 3.68409
740770 3.87459
741200 3.71119
741640 3.71039
742080 3.54569
742520 3.80479
742960 4.15229
743400 4.15209
743840 4.38579
744280 4.48739
744720 4.24299
745160 3.55509
745600 3.31639
746050 3.10239
746490 3.09139
746930 3.13138
747380 3.11598
747820 3.54708
748260 4.01668
748710 4.04418
749150 4.26598
749600 4.01838
750040 3.73418
750490 3.14718
750940 2.46958
751380 2.81338
751830 2.98438
752280 3.49618
752730 3.26178
753180 2.89228
753620 2.43608
754070 2.69747
754520 3.11747
754970 4.10097
755420 4.47877
755880 3.78067
756330 3.18097
756780 2.78687
757230 2.62207
757680 2.31417
758140 1.91417
758590 2.22477
759040 3.01447
759500 3.41007
759950 3.22387
760410 2.46117
760860 2.57137
761320 2.84566
761780 3.18606
762230 3.28666
762690 3.67636
763150 3.43426
763610 3.47136
764060 3.71776
764520 3.83836
764980 3.69876
765440 3.56126
765900 3.43396
766360 3.82526
766820 3.95646
767280 3.78296
767750 3.63926
768210 3.88426
768670 3.67015
769130 3.15775
769600 2.84735
770060 2.40345
770520 2.56055
770990 3.14275
771450 4.00015
771920 4.77385
772390 5.15395
772850 4.56705
773320 3.82345
773790 3.52885
774250 3.51865
774720 4.45085
775190 4.95975
775660 4.83534
776130 4.72404
776600 4.55074
777070 4.42144
777540 4.54814
778010 4.23634
778480 4.10494
778950 3.46544
779420 2.91154
779900 2.95584
780370 3.13394
780840 3.43574
781320 3.70514
781790 3.59404
782270 2.89564
782740 2.70113
783220 2.47633
783690 2.34513
784170 2.47273
784650 3.48483
785120 4.07123
785600 4.25453
786080 3.66873
786560 3.55303
787040 3.29743
787520 3.67983
788000 3.69613
788480 3.55993
788960 2.85763
789440 2.62723
789920 3.35412
790410 4.50952
790890 4.77712
791370 4.78482
791850 4.06942
792340 3.57032
792820 2.94612
793310 3.29362
793790 4.05352
794280 4.31822
794770 3.88652
795250 2.90412
795300 2.82632
795740 2.14182
796230 2.25542
796720 2.88782
797200 3.22401
797690 3.11321
798180 2.68791
798670 2.53331
799160 2.92071
799650 3.52821
800000 3.76161
800140 3.85501
800640 3.85041
801130 3.59701
801620 3.33771
802110 3.62721
802610 3.76941
803100 3.79991
803600 3.12141
804090 3.20621
804590 3.07661
805080 2.81511
805580 2.94181
806070 3.29901
806570 3.82401
807070 3.75151
807570 3.54141
808070 3.63550
808560 3.80450
809060 3.90220
809560 3.74020
810060 3.18530
810570 3.25400
811070 3.65290
811570 3.84990
812070 3.64610
812570 3.11490
813080 2.75000
813580 2.31140
814080 2.34030
814590 2.18680
815090 2.10900
815600 1.94130
816110 2.00980
816610 2.79060
817120 3.00260
817630 3.48700
818130 4.31890
818640 4.37940
819150 4.28530
819660 4.22760
820170 4.30510
820680 4.32000
821190 3.25750
821700 2.80570
822210 2.43639
822730 2.19119
823240 1.87499
823750 1.80939
824270 2.90599
824780 4.25529
825290 4.16489
825810 3.91019
826320 3.76379
826840 3.74179
827360 3.96519
827870 4.37739
828390 3.34509
828910 2.79589
829430 2.54009
829950 2.74999
830470 3.68979
830990 4.22399
831510 3.83639
832030 3.33419
832550 3.37859
833070 3.70609
833590 3.93839
834120 4.38239
834640 4.98579
835160 4.88919
835690 4.15049
836210 4.00589
836740 3.95578
837260 3.61348
837790 3.14078
838320 3.39038
838840 3.79308
839370 3.94638
839900 4.19458
840430 4.34968
840960 3.87798
841490 4.04008
842020 4.44188
842550 4.34458
843080 3.65768
843610 3.41918
844140 3.31828
844680 3.08498
845210 3.01938
845740 3.14698
846280 3.47088
846810 4.06258
847350 4.08138
847880 3.56778
848420 3.32048
848960 3.63718
849490 3.81278
850030 3.87768
850570 3.39468
851110 3.39227
851650 3.35547
852190 3.04217
852730 3.18097
853270 2.71377
853810 2.70027
854350 3.21467
854900 3.08447
855440 2.93287
855980 2.62147
856530 2.62167
857070 2.94147
857620 3.46457
858160 3.77757
858710 3.71977
859260 4.21307
859800 4.30237
860350 4.29897
860900 3.83207
861450 3.83867
862000 3.70567
862550 3.60817
863100 3.60637
863650 3.28797
864200 3.45957
864750 3.57367
865300 3.18716
865860 3.08296
866410 2.82486
866960 2.20366
867520 2.09256
868070 2.44936
868630 2.88386
869190 3.14796
869740 3.16646
870300 3.94136
870860 4.09116
871410 3.90986
871970 4.01786
872530 3.77696
873090 3.42646
873650 3.28746
874210 3.46456
874780 3.95636
875340 3.82896
875900 3.92186
876460 4.12576
877030 4.20046
877590 4.24296
878160 4.70996
878720 4.71406
879290 4.65375
879850 4.70815
880420 4.67455
880990 4.00675
881560 3.35425
882130 3.63475
882690 3.81315
883260 3.84545
883830 3.69555
884410 4.12265
884980 4.54595
885550 4.44955
886120 3.88075
886690 3.14355
887270 3.06495
887840 2.95185
888420 3.30415
888990 3.66125
889570 3.27355
890140 3.65855
890720 3.78495
891300 3.77545
891880 3.67235
892460 3.87485
893040 4.79245
893610 4.36204
894200 3.58124
894780 3.23114
895360 3.47234
895940 3.62734
896520 3.92754
897110 4.17004
897690 3.90624
898270 3.51054
898860 3.15764
899440 3.29274
900000 3.35044
900030 3.35354
900620 3.49744
901200 3.86894
901790 3.86924
902380 3.25804
902970 2.67134
903560 2.53014
904150 2.72674
904740 3.23084
905330 3.00344
905920 3.06584
906510 3.04984
907110 3.11894
907700 3.88514
908290 4.14034
908890 3.60184
909480 3.20694
910080 2.94344
910680 3.61594
911270 4.22634
911870 4.35944
912470 3.80064
913070 2.92414
913670 2.24794
914270 2.20064
914870 2.52094
915470 2.89644
916070 3.68584
916670 3.88054
917280 3.78684
917880 3.78614
918490 3.85984
919090 4.31494
919700 4.32164
920300 4.12504
920910 3.68474
921510 3.29624
922120 3.33794
922730 3.98204
923340 4.71284
923950 4.49294
924560 4.16264
925170 3.54714
925780 3.00514
926390 2.87984
927010 3.50764
927620 3.35434
928230 3.42364
928850 3.19274
929460 2.70964
930080 3.02324
930690 3.46164
931310 3.38034
931930 3.40364
932550 3.61774
933170 3.50134
933790 3.09724
934400 2.90724
935030 2.82914
935650 2.81364
936270 2.73694
936890 2.77624
937510 2.81114
938140 3.19064
938760 3.87504
939390 3.56924
940010 3.79884
940640 3.63074
941270 3.35734
941890 3.17204
942520 2.85334
943150 2.99264
943780 3.23734
944410 3.00054
945040 2.61044
945670 3.17594
946300 3.05164
946930 2.47284
947570 2.52284
948200 2.96824
948840 3.80224
949470 4.06134
950110 3.46554
950740 2.94374
951380 3.00444
952020 2.95844
952660 3.16594
953290 3.16304
953930 3.33394
954570 3.46424
955210 3.61664
955860 4.00014
956500 4.19504
957140 4.52904
957780 4.87404
958430 4.07174
959070 3.86834
959720 3.80284
960360 4.40454
961010 4.38644
961660 4.14054
962310 4.14164
962950 4.05144
963600 3.75754
964250 3.13284
964900 3.05904
965560 2.96574
966210 3.18814
966860 3.15834
967510 3.33684
968170 3.61264
968820 3.90584
969480 3.29634
970130 2.68794
970790 2.92894
971450 3.14624
972100 3.59474
972760 3.43864
973420 3.67764
974080 3.44544
974740 4.11024
975400 4.81304
976070 4.75754
976730 3.98304
977390 3.51594
978050 3.32124
978720 3.08994
979380 3.35494
980050 3.40584
980720 2.83314
981380 3.28334
982050 3.63324
982720 3.42654
983390 3.16644
984060 3.37774
984730 3.56834
985400 3.61894
986070 3.90654
986750 3.80604
987420 3.67754
988090 3.70734
988770 4.17044
989450 4.50694
990120 4.11784
990800 3.41574
991480 3.01734
992150 3.03764
992830 2.81244
993510 2.45924
994190 3.16684
994870 4.15184
995560 4.26774
996240 3.43694
996920 3.46264
997610 3.89184
998290 4.27124
998980 4.56834
999660 4.54474
1.00000E+06 4.41254
1.00030E+06 4.29594
1.00100E+06 3.72794
1.00170E+06 3.15434
1.00240E+06 3.28384
1.00310E+06 3.37964
1.00380E+06 3.62304
1.00450E+06 3.95854
1.00520E+06 4.21144
1.00590E+06 3.81184
1.00660E+06 3.65674
1.00730E+06 3.64604
1.00800E+06 3.11774
1.00860E+06 2.99534
1.00930E+06 3.27185
1.01000E+06 3.76235
1.01070E+06 3.78755
1.01140E+06 3.98065
1.01210E+06 3.65425
1.01280E+06 3.26175
1.01350E+06 2.94455
1.01420E+06 2.64185
1.01490E+06 2.36565
1.01560E+06 2.52285
1.01630E+06 2.43805
1.01700E+06 2.82455
1.01780E+06 3.59235
1.01850E+06 3.77845
1.01920E+06 3.71395
1.01990E+06 3.67645
1.02060E+06 3.54815
1.02130E+06 3.31305
1.02200E+06 3.19615
1.02270E+06 3.44795
1.02340E+06 3.76155
1.02410E+06 3.31075
1.02480E+06 3.09455
1.02560E+06 3.11775
1.02630E+06 4.06375
1.02700E+06 4.17965
1.02770E+06 3.74105
1.02840E+06 3.66665
1.02910E+06 3.36216
1.02980E+06 2.95746
1.03060E+06 3.18066
1.03130E+06 3.31436
1.03200E+06 3.45096
1.03270E+06 3.49376
1.03340E+06 3.67746
1.03420E+06 3.83756
1.03490E+06 3.00196
1.03560E+06 2.94636
1.03630E+06 2.35396
1.03710E+06 2.49406
1.03780E+06 2.78106
1.03850E+06 3.36786
1.03920E+06 3.68526
1.04000E+06 3.95716
1.04070E+06 3.57236
1.04140E+06 3.57746
1.04220E+06 3.20566
1.04290E+06 2.84476
1.04360E+06 2.76436
1.04430E+06 3.06156
1.04510E+06 3.93676
1.04580E+06 4.19196
1.04660E+06 3.89906
1.04730E+06 3.48436
1.04800E+06 2.65686
1.04880E+06 2.31706
1.04950E+06 2.59367
1.05020E+06 3.06577
1.05100E+06 3.08807
1.05170E+06 3.66887
1.05250E+06 3.64287
1.05320E+06 3.71187
1.05390E+06 3.34657
1.05470E+06 3.05487
1.05540E+06 3.22007
1.05620E+06 3.00307
1.05690E+06 2.76017
1.05770E+06 2.83877
1.05840E+06 2.55667
1.05920E+06 2.61397
1.05990E+06 2.38197
1.06070E+06 2.80237
1.06140E+06 3.28317
1.06220E+06 3.56347
1.06290E+06 3.68857
1.06370E+06 3.25527
1.06440E+06 3.22917
1.06520E+06 3.20567
1.06590E+06 3.40397
1.06670E+06 3.58007
1.06740E+06 3.56757
1.06820E+06 3.37547
1.06900E+06 3.16878
1.06970E+06 2.83908
1.07050E+06 2.85918
1.07120E+06 3.22248
1.07200E+06 3.31178
1.07280E+06 3.62158
1.07350E+06 3.27628
1.07430E+06 3.31378
1.07510E+06 3.28968
1.07580E+06 3.35928
1.07660E+06 3.56138
1.07740E+06 3.16698
1.07810E+06 3.07818
1.07890E+06 3.20038
1.07970E+06 3.75768
1.08040E+06 3.66308
1.08120E+06 3.09348
1.08200E+06 2.94088
1.08280E+06 3.66358
1.08350E+06 3.71128
1.08430E+06 3.66258
1.08510E+06 3.38418
1.08590E+06 3.17688
1.08660E+06 2.65998
1.08740E+06 2.72778
1.08820E+06 3.32418
1.08900E+06 3.63279
1.08980E+06 3.05269
1.09050E+06 2.45319
1.09130E+06 2.96389
1.09210E+06 3.89429
1.09290E+06 4.30769
1.09370E+06 3.81239
1.09450E+06 3.33679
1.09520E+06 2.82739
1.09600E+06 2.33389
1.09680E+06 2.62269
1.09760E+06 2.87569
1.09840E+06 3.09579
1.09920E+06 3.49659
1.10000E+06 3.60899
1.10080E+06 3.39489
1.10160E+06 3.20618
1.10240E+06 3.19338
1.10320E+06 2.91698
1.10400E+06 2.49157
1.10480E+06 2.78397
1.10560E+06 3.03127
1.10630E+06 3.07776
1.10710E+06 2.98846
1.10790E+06 2.98836
1.10880E+06 3.14785
1.10960E+06 2.91365
1.11040E+06 3.27104
1.11120E+06 3.47174
1.11200E+06 3.28924
1.11280E+06 2.99723
1.11360E+06 2.82923
1.11440E+06 3.08193
1.11520E+06 3.09622
1.11600E+06 3.63552
1.11680E+06 3.74142
1.11760E+06 3.71581
1.11800E+06 3.78181
1.11840E+06 3.84761
1.11850E+06 3.81701
1.11873E+06 3.74785
1.11920E+06 3.60306
1.12010E+06 3.58114
1.12090E+06 4.03817
1.12170E+06 4.42530
1.12250E+06 4.11463
1.12330E+06 3.48945
1.12410E+06 3.71768
1.12500E+06 4.14466
1.12580E+06 3.77179
1.12660E+06 3.56422
1.12740E+06 3.39814
1.12820E+06 3.71607
1.12910E+06 3.77535
1.12990E+06 3.75268
1.13070E+06 3.48761
1.13150E+06 4.09864
1.13240E+06 4.25422
1.13320E+06 3.97024
1.13400E+06 3.51557
1.13490E+06 3.35215
1.13570E+06 3.29428
1.13650E+06 3.10061
1.13740E+06 3.31699
1.13820E+06 3.26772
1.13900E+06 3.12604
1.13990E+06 3.26823
1.14070E+06 3.24395
1.14150E+06 3.44468
1.14240E+06 3.43656
1.14320E+06 3.44999
1.14410E+06 3.17797
1.14490E+06 3.36910
1.14570E+06 3.65893
1.14660E+06 3.47601
1.14740E+06 3.39953
1.14830E+06 3.25962
1.14910E+06 3.13284
1.15000E+06 3.26062
1.15080E+06 3.55655
1.15170E+06 3.50503
1.15250E+06 3.03906
1.15340E+06 3.34394
1.15420E+06 3.02047
1.15510E+06 2.82075
1.15590E+06 2.69488
1.15680E+06 2.83326
1.15760E+06 3.60509
1.15850E+06 4.20637
1.15930E+06 4.28800
1.16020E+06 3.51138
1.16100E+06 3.12700
1.16190E+06 3.06979
1.16280E+06 3.40457
1.16360E+06 3.12319
1.16450E+06 3.29288
1.16540E+06 3.42246
1.16620E+06 3.79348
1.16710E+06 3.55186
1.16800E+06 3.76335
1.16880E+06 3.69627
1.16970E+06 3.76535
1.17060E+06 3.57994
1.17140E+06 3.19526
1.17230E+06 3.24514
1.17320E+06 2.95533
1.17400E+06 3.23145
1.17490E+06 3.13943
1.17580E+06 3.14012
1.17670E+06 2.89610
1.17750E+06 2.78242
1.17840E+06 3.05690
1.17930E+06 3.56429
1.18020E+06 3.44697
1.18110E+06 3.08055
1.18190E+06 3.20208
1.18280E+06 3.14256
1.18370E+06 3.09174
1.18460E+06 3.01492
1.18550E+06 3.11620
1.18640E+06 3.18028
1.18730E+06 3.74196
1.18810E+06 3.89659
1.18900E+06 4.07447
1.18990E+06 3.97935
1.19080E+06 4.18543
1.19170E+06 3.93311
1.19260E+06 3.44190
1.19350E+06 3.52358
1.19440E+06 3.22566
1.19530E+06 3.23644
1.19620E+06 3.30932
1.19710E+06 3.26230
1.19800E+06 3.59508
1.19890E+06 3.71056
1.19980E+06 4.09734
1.20000E+06 4.06405
1.20070E+06 3.94805
1.20160E+06 3.52324
1.20250E+06 3.44722
1.20340E+06 3.34811
1.20430E+06 3.14939
1.20520E+06 3.08228
1.20610E+06 3.16456
1.20710E+06 3.41919
1.20800E+06 3.43988
1.20890E+06 3.72436
1.20980E+06 3.59865
1.21050E+06 3.50845
1.21067E+06 3.48612
1.21070E+06 3.48270
1.21100E+06 3.47745
1.21160E+06 3.46526
1.21250E+06 3.73912
1.21350E+06 3.30777
1.21440E+06 3.09653
1.21530E+06 2.75939
1.21620E+06 2.63635
1.21710E+06 2.97521
1.21810E+06 2.52726
1.21900E+06 2.45382
1.21990E+06 2.78258
1.22080E+06 2.98674
1.22180E+06 3.14629
1.22270E+06 3.63825
1.22360E+06 3.72701
1.22450E+06 3.53297
1.22550E+06 2.93392
1.22640E+06 2.91178
1.22730E+06 2.91544
1.22830E+06 2.99939
1.22920E+06 3.23155
1.23010E+06 3.44091
1.23110E+06 3.64536
1.23200E+06 4.40612
1.23300E+06 4.07527
1.23390E+06 3.64603
1.23480E+06 3.66629
1.23580E+06 3.28494
1.23670E+06 3.21300
1.23770E+06 3.23165
1.23860E+06 3.41541
1.23960E+06 3.27475
1.24050E+06 3.63221
1.24150E+06 4.20196
1.24240E+06 4.34362
1.24340E+06 4.22717
1.24430E+06 4.07573
1.24530E+06 3.79838
1.24620E+06 3.71074
1.24720E+06 3.73138
1.24820E+06 4.22343
1.24910E+06 4.11539
1.25010E+06 3.57634
1.25100E+06 3.27390
1.25200E+06 3.26355
1.25300E+06 2.98579
1.25390E+06 3.14935
1.25490E+06 3.12700
1.25580E+06 3.16476
1.25680E+06 3.09751
1.25780E+06 3.10165
1.25880E+06 2.96420
1.25970E+06 3.36226
1.26070E+06 3.90471
1.26170E+06 3.96265
1.26260E+06 3.44752
1.26360E+06 2.74086
1.26460E+06 2.94421
1.26560E+06 3.33166
1.26650E+06 3.36162
1.26750E+06 3.57346
1.26850E+06 3.22041
1.26950E+06 3.19596
1.27050E+06 3.47800
1.27150E+06 3.47875
1.27240E+06 3.16211
1.27340E+06 3.85066
1.27440E+06 3.88490
1.27540E+06 3.67965
1.27640E+06 3.82749
1.27740E+06 4.27524
1.27840E+06 4.10459
1.27940E+06 4.09573
1.28040E+06 4.22948
1.28140E+06 3.94323
1.28240E+06 3.86377
1.28340E+06 3.19392
1.28440E+06 3.25476
1.28540E+06 3.18621
1.28640E+06 3.35536
1.28740E+06 3.70140
1.28840E+06 3.40895
1.28940E+06 3.40650
1.29040E+06 3.51434
1.29140E+06 3.27309
1.29240E+06 3.41203
1.29340E+06 3.78968
1.29440E+06 3.64193
1.29540E+06 3.49327
1.29640E+06 3.70102
1.29750E+06 3.71095
1.29850E+06 3.59570
1.29950E+06 3.65104
1.30000E+06 3.69157
1.30050E+06 3.73231
1.30150E+06 3.92598
1.30250E+06 3.08456
1.30360E+06 2.71031
1.30460E+06 2.53679
1.30560E+06 2.88907
1.30660E+06 3.11145
1.30770E+06 3.61759
1.30870E+06 3.40167
1.30970E+06 3.07895
1.31080E+06 2.85850
1.31180E+06 3.09558
1.31280E+06 3.19236
1.31380E+06 3.31334
1.31390E+06 3.32541
1.31400E+06 3.27957
1.31401E+06 3.27407
1.31490E+06 2.86744
1.31590E+06 3.04543
1.31700E+06 3.00945
1.31800E+06 3.01964
1.31900E+06 3.50083
1.32010E+06 3.69915
1.32110E+06 3.24534
1.32220E+06 2.84985
1.32320E+06 2.40424
1.32430E+06 2.60626
1.32530E+06 3.03005
1.32640E+06 2.89726
1.32740E+06 3.15586
1.32850E+06 3.37917
1.32950E+06 3.19906
1.33060E+06 3.10737
1.33160E+06 3.64787
1.33270E+06 3.96798
1.33370E+06 3.63847
1.33480E+06 3.42179
1.33580E+06 3.29188
1.33690E+06 3.04129
1.33800E+06 2.88580
1.33900E+06 3.53260
1.34010E+06 3.44981
1.34120E+06 3.51372
1.34220E+06 3.55241
1.34330E+06 3.43023
1.34440E+06 3.20304
1.34540E+06 2.78523
1.34650E+06 3.00525
1.34760E+06 3.30856
1.34870E+06 3.29847
1.34970E+06 3.30706
1.35080E+06 2.85578
1.35190E+06 2.58969
1.35300E+06 2.49590
1.35410E+06 2.65191
1.35510E+06 3.01031
1.35620E+06 2.97902
1.35730E+06 3.63873
1.35840E+06 3.62364
1.35950E+06 3.51926
1.36060E+06 3.69437
1.36170E+06 4.03868
1.36280E+06 3.84769
1.36390E+06 3.71211
1.36490E+06 3.43280
1.36600E+06 3.33361
1.36710E+06 3.16493
1.36820E+06 2.70834
1.36930E+06 3.05935
1.37040E+06 3.32566
1.37150E+06 3.56868
1.37270E+06 3.29431
1.37380E+06 3.00652
1.37490E+06 3.17753
1.37600E+06 3.57404
1.37710E+06 3.64626
1.37820E+06 3.63097
1.37930E+06 3.36498
1.38040E+06 3.16969
1.38150E+06 3.13391
1.38260E+06 2.54652
1.38380E+06 2.48065
1.38490E+06 2.94706
1.38600E+06 3.28308
1.38710E+06 3.44049
1.38820E+06 3.62610
1.38940E+06 3.43883
1.39050E+06 3.37795
1.39160E+06 3.66906
1.39280E+06 3.37819
1.39390E+06 3.21020
1.39500E+06 3.61031
1.39610E+06 3.49253
1.39730E+06 3.19426
1.39840E+06 2.87857
1.39960E+06 2.72020
1.40000E+06 2.73128
1.40070E+06 2.75071
1.40180E+06 3.21518
1.40300E+06 3.26471
1.40410E+06 3.36478
1.40530E+06 3.14511
1.40640E+06 3.33928
1.40750E+06 3.23175
1.40870E+06 3.38398
1.40980E+06 3.04595
1.41100E+06 2.69858
1.41210E+06 2.81795
1.41330E+06 3.10388
1.41450E+06 3.34651
1.41560E+06 3.47798
1.41680E+06 3.42681
1.41790E+06 3.66858
1.41910E+06 3.28901
1.42030E+06 2.74345
1.42140E+06 2.97172
1.42260E+06 3.24975
1.42370E+06 3.25072
1.42490E+06 3.14015
1.42610E+06 3.43858
1.42730E+06 3.58361
1.42840E+06 3.28608
1.42960E+06 3.37101
1.43080E+06 3.08624
1.43200E+06 2.74297
1.43310E+06 3.02044
1.43430E+06 3.21517
1.43550E+06 3.15130
1.43670E+06 3.09093
1.43790E+06 3.08037
1.43900E+06 2.88524
1.44020E+06 3.33787
1.44140E+06 3.21090
1.44260E+06 3.21343
1.44380E+06 3.27826
1.44500E+06 3.06909
1.44620E+06 2.79372
1.44740E+06 2.60555
1.44860E+06 2.67458
1.44980E+06 3.15141
1.45100E+06 3.06954
1.45220E+06 3.42838
1.45340E+06 3.47131
1.45460E+06 3.08724
1.45580E+06 3.01507
1.45700E+06 2.87880
1.45800E+06 3.03911
1.45820E+06 3.07123
1.45830E+06 3.06939
1.45854E+06 3.06501
1.45940E+06 3.04978
1.46060E+06 3.01949
1.46180E+06 2.89549
1.46310E+06 2.91507
1.46430E+06 3.06398
1.46550E+06 2.96798
1.46670E+06 3.13128
1.46790E+06 3.34679
1.46920E+06 3.68467
1.47040E+06 3.31227
1.47160E+06 2.60188
1.47280E+06 2.54708
1.47410E+06 3.04306
1.47530E+06 3.12236
1.47650E+06 3.40567
1.47780E+06 3.36815
1.47900E+06 3.14325
1.48020E+06 3.60595
1.48150E+06 3.38983
1.48270E+06 3.21274
1.48360E+06 3.12392
1.48387E+06 3.09711
1.48390E+06 3.09437
1.48400E+06 3.10190
1.48520E+06 3.18681
1.48640E+06 3.42182
1.48770E+06 3.67446
1.48890E+06 3.70538
1.49020E+06 3.70042
1.49140E+06 3.29023
1.49270E+06 3.03517
1.49390E+06 2.97788
1.49520E+06 2.69572
1.49640E+06 2.88933
1.49770E+06 3.14977
1.49900E+06 3.38891
1.50000E+06 3.57707
1.50020E+06 3.61465
1.50150E+06 3.67895
1.50280E+06 3.61085
1.50400E+06 3.41566
1.50530E+06 3.28445
1.50660E+06 2.88245
1.50686E+06 2.90473
1.50700E+06 2.91726
1.50780E+06 2.98656
1.50910E+06 3.02810
1.51040E+06 3.29363
1.51160E+06 3.30298
1.51290E+06 3.06572
1.51420E+06 2.96726
1.51550E+06 2.89050
1.51680E+06 2.97624
1.51810E+06 3.31268
1.51930E+06 3.31573
1.52060E+06 3.04797
1.52190E+06 3.22620
1.52320E+06 3.27814
1.52450E+06 3.14018
1.52580E+06 3.14942
1.52710E+06 3.32476
1.52840E+06 3.31580
1.52970E+06 3.10974
1.53100E+06 3.10377
1.53230E+06 2.96781
1.53360E+06 3.06575
1.53490E+06 3.16359
1.53620E+06 3.12733
1.53750E+06 3.05077
1.53880E+06 3.12090
1.54010E+06 3.20354
1.54150E+06 2.96907
1.54280E+06 3.31551
1.54410E+06 3.38025
1.54540E+06 3.46758
1.54670E+06 3.20152
1.54800E+06 3.15276
1.54940E+06 3.22389
1.55070E+06 2.90323
1.55200E+06 2.59786
1.55340E+06 2.96169
1.55470E+06 3.22443
1.55600E+06 3.34027
1.55730E+06 3.15681
1.55870E+06 3.90983
1.56000E+06 4.08077
1.56140E+06 3.95440
1.56270E+06 3.54104
1.56400E+06 3.67007
1.56540E+06 3.73030
1.56670E+06 3.25324
1.56810E+06 3.33186
1.56940E+06 3.51400
1.57080E+06 3.25543
1.57210E+06 3.16987
1.57350E+06 3.40459
1.57490E+06 3.60842
1.57620E+06 3.67806
1.57760E+06 4.10098
1.57890E+06 3.95992
1.58030E+06 3.76815
1.58170E+06 3.60957
1.58300E+06 3.59341
1.58440E+06 3.18684
1.58580E+06 3.00076
1.58710E+06 2.76360
1.58850E+06 3.09643
1.58990E+06 3.03706
1.59130E+06 3.16568
1.59270E+06 3.69551
1.59400E+06 3.99545
1.59540E+06 3.95937
1.59680E+06 3.76660
1.59820E+06 3.39522
1.59960E+06 3.13535
1.60000E+06 3.11320
1.60100E+06 3.05792
1.60240E+06 2.92261
1.60380E+06 2.83220
1.60520E+06 2.95609
1.60660E+06 3.27628
1.60800E+06 3.51477
1.60940E+06 3.71186
1.61080E+06 3.95365
1.61220E+06 3.58244
1.61360E+06 3.25843
1.61500E+06 3.24442
1.61640E+06 3.76761
1.61780E+06 3.79300
1.61920E+06 3.34049
1.62060E+06 3.40308
1.62210E+06 3.39276
1.62350E+06 3.23535
1.62490E+06 3.40054
1.62630E+06 3.48483
1.62770E+06 3.49622
1.62920E+06 3.42600
1.63060E+06 3.28319
1.63200E+06 3.11248
1.63350E+06 3.14066
1.63490E+06 3.03515
1.63630E+06 3.70064
1.63780E+06 3.37652
1.63920E+06 3.37441
1.64070E+06 3.09319
1.64210E+06 3.18578
1.64360E+06 3.34586
1.64500E+06 3.65505
1.64650E+06 3.48893
1.64790E+06 3.38382
1.64940E+06 3.38270
1.65080E+06 3.31309
1.65230E+06 3.26808
1.65370E+06 3.82797
1.65520E+06 3.52445
1.65670E+06 3.26233
1.65810E+06 3.41652
1.65960E+06 3.44070
1.66110E+06 2.89558
1.66250E+06 3.07377
1.66400E+06 3.10745
1.66550E+06 3.32643
1.66700E+06 3.41102
1.66840E+06 3.18921
1.66990E+06 3.03989
1.67140E+06 3.05577
1.67290E+06 3.30145
1.67440E+06 3.50823
1.67590E+06 3.12671
1.67740E+06 3.43060
