Pd-105(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 1051.93
1.25000E-05 940.875
1.50000E-05 858.898
2.00000E-05 743.827
2.75000E-05 634.337
3.50000E-05 562.280
4.25000E-05 510.260
5.00000E-05 470.436
6.25000E-05 420.771
7.50000E-05 384.109
0.000100000 332.648
0.000125000 297.528
0.000150000 271.605
0.000200000 235.216
0.000275000 200.591
0.000350000 177.804
0.000425000 161.354
0.000500000 148.760
0.000625000 133.054
0.000750000 121.460
0.00100000 105.185
0.00125000 94.0790
0.00150000 85.8804
0.00200000 74.3719
0.00275000 63.4210
0.00350000 56.2137
0.00425000 51.0102
0.00500000 47.0265
0.00625000 42.0580
0.00750000 38.3900
0.0100000 33.2406
0.0125000 29.7258
0.0150000 27.1309
0.0200000 23.4874
0.0253000 20.8748
0.0314750 18.7069
0.0376500 17.0965
0.0500000 14.8222
0.0625000 13.2453
0.0750000 12.0803
0.100000 10.4429
0.125000 9.32354
0.150000 8.49588
0.200000 7.33137
0.275000 6.21906
0.350000 5.48372
0.500000 4.54090
0.750000 3.64644
1.00000 3.10800
1.50000 2.46352
2.00000 2.07754
2.75000 1.71331
3.50000 1.48126
5.00000 1.21810
7.50000 1.13743
8.75000 1.31158
9.37500 1.52334
10.0000 1.92717
10.4285 2.45030
10.8570 3.51085
11.0713 4.59150
11.2855 6.84701
11.3926 9.21930
11.4998 14.1105
11.5533 18.8988
11.6069 27.4664
11.6604 44.7085
11.6872 60.0257
11.7140 82.9901
11.7520 129.976
11.7900 161.313
11.8280 130.092
11.8660 83.5296
11.9059 52.9035
11.9457 36.4569
11.9855 27.3885
12.0254 22.1389
12.1051 17.0802
12.1848 15.3785
12.3441 16.3220
12.5035 21.3654
12.6629 32.6435
12.7426 42.9735
12.8223 59.6910
12.9019 88.9914
12.9816 146.500
13.0215 197.757
13.0613 278.744
13.1012 412.739
13.1410 638.311
13.1633 817.051
13.1855 1021.60
13.2300 1276.72
13.2745 1018.03
13.3190 633.864
13.3712 359.406
13.4234 220.542
13.4756 146.351
13.5278 103.346
13.5800 76.5514
13.6322 58.8606
13.7366 37.8118
13.8410 26.3080
13.9454 19.3664
14.1541 11.7878
14.3629 7.96813
14.5717 5.78063
14.7805 4.41345
14.9893 3.50289
15.4068 2.40457
15.8244 1.79397
16.6595 1.17903
17.4946 0.899539
18.3298 0.762228
20.0000 0.704104
21.2702 0.842026
21.9053 1.02311
22.5404 1.37501
23.1755 2.14026
23.4931 2.89719
23.8106 4.25450
23.9694 5.37667
24.1282 7.05732
24.2869 9.73843
24.4457 14.4021
24.6045 23.6102
24.6839 32.0063
24.7633 45.8596
24.8426 71.0659
24.8823 92.1429
24.9220 123.891
24.9617 174.529
25.0014 261.043
25.0213 328.109
25.0411 420.777
25.0610 550.442
25.0808 730.432
25.0981 934.447
25.1154 1167.43
25.1500 1457.93
25.1846 1165.76
25.2192 728.376
25.2569 430.034
25.2946 271.313
25.3323 183.322
25.3700 131.034
25.4077 97.8783
25.4454 75.7102
25.5208 48.9993
25.5961 34.2183
25.6715 25.2278
25.8223 15.3385
25.9731 10.3208
26.1238 7.43639
26.2746 5.62964
26.4254 4.42496
26.7269 2.97177
27.0285 2.16627
27.3300 1.67903
27.6316 1.36880
28.2346 1.04719
28.8377 1.02704
29.1393 1.21231
29.2901 1.42723
29.4408 1.82367
29.5916 2.62518
29.6670 3.35650
29.7424 4.55222
29.8178 6.68622
29.8931 10.9985
29.9308 14.9636
29.9685 21.4322
30.0062 32.6091
30.0439 52.4600
30.0820 83.6411
30.1200 104.392
30.1581 83.5269
30.1961 52.3110
30.2280 34.8199
30.2599 24.0742
30.2918 17.3965
30.3237 13.0821
30.3875 8.13923
30.4513 5.56762
30.5151 4.07552
30.5789 3.13747
30.7065 2.07093
30.8341 1.51034
30.9617 1.17882
31.2169 0.819834
31.4722 0.636993
31.7274 0.529288
32.2378 0.410498
33.2586 0.309185
34.2795 0.268924
35.3003 0.260173
36.3211 0.298204
36.8316 0.367962
37.0868 0.439467
37.3420 0.568567
37.5972 0.833418
37.7248 1.08322
37.8524 1.50968
37.9800 2.32575
38.0438 3.04457
38.1076 4.18717
38.1714 6.15277
38.2352 9.91526
38.2671 13.1840
38.2990 18.2189
38.3309 26.2687
38.3628 39.2643
38.4014 62.6889
38.4400 78.2790
38.4786 62.6256
38.5172 39.1849
38.5484 26.4303
38.5795 18.4472
38.6107 13.4069
38.6418 10.1131
38.7041 6.29530
38.7664 4.28818
38.8288 3.11689
38.8911 2.37811
39.0157 1.53735
39.1403 1.09682
39.2649 0.838203
39.5142 0.563012
39.7634 0.427954
40.0126 0.352551
40.5111 0.278952
41.0096 0.254245
41.5081 0.270392
41.7573 0.311999
42.0065 0.430612
42.1312 0.578293
42.1935 0.709532
42.2558 0.919096
42.3181 1.28098
42.3804 1.97620
42.4116 2.58197
42.4427 3.51687
42.4739 5.01561
42.5050 7.44243
42.5425 11.8024
42.5800 14.7122
42.6175 11.8118
42.6550 7.45352
42.6837 5.17727
42.7124 3.71577
42.7411 2.77290
42.7698 2.14587
42.8272 1.40620
42.8845 1.01057
42.9419 0.776885
42.9993 0.628217
43.1141 0.457422
43.2288 0.366973
43.3436 0.313420
43.5731 0.255847
44.0322 0.211183
44.4913 0.195351
46.3275 0.193009
48.1638 0.230041
50.0000 0.328550
51.2830 0.499034
51.9245 0.668855
52.5661 0.976535
52.8868 1.23382
53.2076 1.62373
53.5283 2.25602
53.8491 3.38292
54.0095 4.31081
54.1698 5.69607
54.3302 7.89670
54.4906 11.7023
54.6510 19.1467
54.7312 25.8660
54.8114 36.8315
54.8915 56.4469
54.9316 72.5633
54.9717 96.4156
55.0118 133.552
55.0519 194.862
55.0720 240.859
55.0920 302.613
55.1121 386.198
55.1321 498.252
55.1516 637.728
55.1711 797.038
55.2100 996.048
55.2295 937.217
55.2490 796.443
55.2879 497.524
55.3132 360.993
55.3385 267.168
55.3892 158.061
