Zr-96(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 6.85423
1.25000E-05 6.73297
1.50000E-05 6.64347
2.00000E-05 6.51783
2.75000E-05 6.39829
3.50000E-05 6.31962
4.25000E-05 6.26282
5.00000E-05 6.21934
6.25000E-05 6.16512
7.50000E-05 6.12509
0.000100000 6.06890
0.000125000 6.03056
0.000150000 6.00226
0.000200000 5.96253
0.000275000 5.92473
0.000350000 5.89985
0.000425000 5.88189
0.000500000 5.86814
0.000625000 5.85099
0.000750000 5.83833
0.00100000 5.82057
0.00125000 5.80844
0.00150000 5.79949
0.00200000 5.78693
0.00275000 5.77497
0.00350000 5.76711
0.00425000 5.76143
0.00500000 5.75708
0.00625000 5.75166
0.00750000 5.74765
0.0100000 5.74204
0.0125000 5.73820
0.0150000 5.73537
0.0200000 5.73140
0.0253000 5.72855
0.0314750 5.72619
0.0376500 5.72443
0.0500000 5.72195
0.0625000 5.72024
0.0750000 5.71897
0.100000 5.71719
0.125000 5.71597
0.150000 5.71507
0.200000 5.71380
0.275000 5.71258
0.350000 5.71178
0.500000 5.71073
0.750000 5.70972
1.00000 5.70909
1.50000 5.70827
2.00000 5.70772
2.75000 5.70712
3.50000 5.70664
5.00000 5.70587
7.50000 5.70480
10.0000 5.70385
15.0000 5.70210
20.0000 5.70043
27.5000 5.69802
35.0000 5.69566
50.0000 5.69106
75.0000 5.68368
100.000 5.67669
125.000 5.67021
150.000 5.66450
175.000 5.66016
200.000 5.65866
212.598 5.66010
225.195 5.66446
237.793 5.67439
250.390 5.69624
256.689 5.71641
262.988 5.74880
269.286 5.80424
275.585 5.90866
278.734 5.99849
281.884 6.13765
285.033 6.36911
288.183 6.79488
289.757 7.15566
291.332 7.70864
292.907 8.61787
294.481 10.2679
295.269 11.6495
296.056 13.7440
296.843 17.1405
297.631 23.1838
298.024 28.1484
298.418 35.5382
298.812 47.2242
299.205 67.2819
299.599 106.046
299.796 140.550
299.993 196.017
300.190 293.085
300.386 483.710
300.485 653.958
300.583 923.740
300.682 1371.98
300.780 2131.61
300.890 3438.43
301.000 4322.13
301.110 3438.50
301.220 2133.07
301.317 1381.73
301.414 935.066
301.511 664.549
301.608 493.164
301.802 300.173
301.997 201.441
302.191 144.768
302.385 109.444
302.773 69.6524
303.161 48.9863
303.550 36.9207
303.938 29.2709
304.326 24.1221
305.103 17.8350
305.879 14.2890
306.656 12.0940
307.432 10.6415
308.985 8.89783
310.538 7.93035
312.091 7.33782
313.644 6.94850
316.750 6.48417
319.856 6.22778
322.962 6.07098
326.068 5.96788
332.279 5.84443
338.491 5.77556
344.703 5.73281
350.915 5.70416
363.339 5.66859
375.763 5.64743
388.186 5.63320
400.610 5.62274
425.458 5.60770
450.305 5.59664
475.153 5.58755
500.000 5.57957
546.180 5.56640
592.360 5.55448
684.720 5.53259
777.080 5.51226
823.260 5.50255
846.350 5.49804
857.895 5.49682
860.781 5.49742
863.667 5.50019
865.110 5.50453
866.553 5.51721
867.275 5.53483
867.636 5.55227
867.996 5.58372
868.357 5.64941
868.538 5.71305
868.718 5.82527
868.898 6.05163
868.989 6.26278
869.079 6.61992
869.169 7.29448
869.214 7.88087
869.259 8.80025
869.304 10.3508
869.349 13.2289
869.372 15.6571
869.395 19.2647
869.417 24.7965
869.440 33.3006
869.470 49.9868
869.500 61.0477
869.530 49.9155
869.561 33.2391
869.593 22.1497
869.624 16.1410
869.656 12.7449
869.688 10.7093
869.720 9.40396
869.752 8.52830
869.815 7.46457
869.879 6.87228
869.943 6.51037
870.070 6.11055
870.198 5.90675
870.325 5.78918
870.580 5.66592
870.835 5.60599
871.089 5.57244
871.599 5.53816
872.618 5.51284
873.637 5.50366
875.675 5.49676
877.713 5.49406
885.866 5.49019
902.171 5.48633
934.780 5.47963
1000.00 5.46666
1125.00 5.44254
1250.00 5.41909
1500.00 5.37346
1750.00 5.32845
2000.00 5.28294
2454.00 5.19561
2681.00 5.14805
2908.01 5.09696
3135.01 5.04229
3248.51 5.01431
3362.01 4.98741
3475.51 4.96543
3532.26 4.95966
3589.01 4.96264
3645.76 4.98699
3674.14 5.01858
3702.51 5.08171
3730.89 5.22306
3745.07 5.36596
3759.26 5.62710
3766.35 5.84664
3773.45 6.18042
3780.54 6.72308
3787.64 7.69136
3791.18 8.48848
3794.73 9.67679
3798.28 11.5588
3801.82 14.7950
3805.37 21.0567
3807.14 26.6378
3808.92 35.6081
3810.69 51.3046
3812.46 82.0967
3813.35 109.570
3814.24 152.958
3815.12 224.867
3816.01 345.894
3817.01 553.471
3818.00 693.149
3819.00 554.605
3819.99 347.624
3820.59 258.685
3821.20 196.087
3822.41 121.045
3823.61 81.5366
3824.82 58.8416
3826.03 44.7858
3827.24 35.5383
3829.65 24.5698
3832.07 18.5872
3834.49 14.9790
3839.32 11.0375
3844.15 9.04794
3848.98 7.90678
3858.65 6.71774
3868.31 6.14639
3877.97 5.83283
3897.30 5.53194
3916.63 5.41947
3935.96 5.39680
3974.61 5.53364
3993.94 5.70775
4013.27 5.99876
4032.59 6.49660
4051.92 7.41352
4061.58 8.18192
4071.25 9.34222
4080.91 11.2080
4090.58 14.4823
4100.24 21.0229
4105.07 27.0554
4109.90 37.1297
4114.74 55.7853
4117.15 71.6689
4119.57 96.0446
4121.98 135.922
4124.40 206.663
4126.82 344.865
4128.02 463.303
4129.23 635.150
4131.12 1018.50
4133.00 1274.95
4134.89 1015.83
4136.77 632.850
4138.46 409.297
4140.14 276.961
4141.83 197.138
4143.51 146.690
4146.89 90.1263
4150.26 61.2970
