Gd-156(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 95.0654
1.25000E-05 85.5447
1.50000E-05 78.5168
2.00000E-05 68.6518
2.75000E-05 59.2654
3.50000E-05 53.0879
4.25000E-05 48.6283
5.00000E-05 45.2143
6.25000E-05 40.9565
7.50000E-05 37.8135
0.000100000 33.4018
0.000125000 30.3911
0.000150000 28.1687
0.000200000 25.0491
0.000275000 22.0809
0.000350000 20.1274
0.000425000 18.7172
0.000500000 17.6376
0.000625000 16.2912
0.000750000 15.2973
0.00100000 13.9023
0.00125000 12.9502
0.00150000 12.2475
0.00200000 11.2610
0.00275000 10.3224
0.00350000 9.70475
0.00425000 9.25884
0.00500000 8.91748
0.00625000 8.49176
0.00750000 8.17753
0.0100000 7.73645
0.0125000 7.43546
0.0150000 7.21329
0.0200000 6.90144
0.0253000 6.67792
0.0314750 6.49254
0.0376500 6.35489
0.0500000 6.16062
0.0625000 6.02603
0.0750000 5.92667
0.100000 5.78716
0.125000 5.69191
0.150000 5.62154
0.200000 5.52263
0.275000 5.42825
0.350000 5.36585
0.500000 5.28566
0.750000 5.20886
1.00000 5.16167
1.50000 5.10267
2.00000 5.06434
2.75000 5.02333
3.50000 4.99188
5.00000 4.94163
7.50000 4.87179
10.0000 4.80596
15.0000 4.66568
20.0000 4.49614
23.2944 4.36475
24.9416 4.30157
26.5889 4.26485
27.4125 4.27734
28.2361 4.34106
29.0597 4.51675
29.8833 4.96204
30.2951 5.40960
30.7069 6.16982
31.1187 7.54031
31.5305 10.2447
31.7364 12.6373
31.9423 16.4028
32.0453 19.1310
32.1482 22.7351
32.1997 24.9826
32.2254 26.2456
32.2512 27.6144
32.2640 28.3426
32.2769 29.1020
32.2898 29.8943
32.3026 30.7215
32.3155 31.5855
32.3284 32.4884
32.3541 34.4199
32.3798 36.5382
32.4056 38.8666
32.4313 41.4330
32.4571 44.2689
32.5085 50.9157
32.5600 59.2058
32.6115 69.7176
32.6630 83.2934
32.7144 101.226
32.7659 125.537
32.8174 159.584
32.8689 209.181
32.9203 285.203
32.9718 409.627
32.9975 503.554
33.0233 632.385
33.0490 815.043
33.0748 1084.39
33.1005 1501.26
33.1262 2182.90
33.1520 3362.79
33.1777 5461.21
33.2039 8800.59
33.2300 11082.8
33.2562 8933.79
33.2823 5626.34
33.2986 4153.93
33.3150 3122.33
33.3476 1894.48
33.3803 1252.51
33.4129 885.138
33.4456 657.926
33.4782 508.530
33.5435 331.112
33.6088 234.001
33.6741 175.171
33.8047 110.411
33.9353 77.3100
34.0660 58.0644
34.1966 45.8457
34.3272 37.5774
34.5884 27.3693
34.8496 21.4985
35.1108 17.7839
35.3720 15.2681
35.8945 12.1447
36.4169 10.3259
36.9393 9.15732
37.4617 8.35226
38.5066 7.32622
39.5514 6.70473
40.5963 6.28820
41.6412 5.98796
43.7309 5.57692
45.8206 5.29811
50.0000 4.90848
53.3788 4.65870
55.0681 4.54287
55.9128 4.49537
56.3352 4.50802
56.4408 4.53961
56.5463 4.62789
56.5991 4.73444
56.6519 4.96673
56.6783 5.19646
56.7047 5.60060
56.7311 6.37806
56.7443 7.03308
56.7575 7.96920
56.7788 10.0984
56.8000 11.5182
56.8213 10.0975
56.8425 7.96580
56.8575 6.92508
56.8724 6.23182
56.9023 5.45490
56.9322 5.07262
56.9622 4.86199
57.0220 4.65212
57.0818 4.55455
57.2015 4.46661
57.3211 4.42615
57.7997 4.35731
58.7569 4.27735
60.6713 4.12747
64.5000 3.79232
66.4144 3.59693
68.3288 3.37898
70.2431 3.14456
71.2003 3.03962
71.6789 3.03636
71.9182 3.18399
71.9780 3.32406
72.0379 3.64069
72.0678 3.96531
72.0977 4.55996
72.1276 5.77562
72.1426 6.86315
72.1575 8.49627
72.1788 11.8461
72.2000 14.0794
72.2213 11.8444
72.2425 8.49097
72.2577 6.83338
72.2729 5.73632
72.3033 4.51628
72.3336 3.92052
72.3640 3.59415
72.4248 3.27075
72.4855 3.12153
72.7285 2.93029
73.2145 2.84761
74.1864 2.84655
75.1584 3.07099
76.1303 3.85229
76.3733 4.22782
76.6163 4.72613
76.7378 5.03454
76.7985 5.20651
76.8593 5.39166
76.9200 5.59117
76.9808 5.80627
77.0415 6.03842
77.1023 6.28910
77.1630 6.56013
77.2238 6.85339
77.2845 7.17102
77.3452 7.51536
77.4667 8.29557
77.5882 9.21966
77.7097 10.3206
77.8312 11.6406
77.9527 13.2350
78.0742 15.1767
78.3172 20.5304
78.5602 29.0255
78.6817 35.2064
78.8032 43.3851
78.9247 54.4648
79.0462 69.9065
79.1677 92.1966
79.2891 125.821
79.4106 179.552
79.5321 272.314
79.5929 345.814
79.6536 451.081
79.7144 608.629
79.7751 857.947
79.8359 1282.36
79.8966 2077.06
79.9270 2750.06
79.9574 3758.35
79.9877 5312.82
80.0181 7718.17
80.0591 12505.7
80.1000 15841.4
80.1410 12843.0
80.1819 8128.84
80.2206 5190.78
80.2593 3478.06
80.2980 2458.76
80.3367 1820.50
80.4142 1109.37
80.4916 747.888
80.5690 540.500
80.6464 410.775
80.8012 263.527
80.9561 185.998
81.1109 140.000
81.2657 110.353
81.4205 90.0506
81.7302 64.6508
82.0399 49.8246
82.3495 40.3342
82.6592 33.8447
83.2785 25.6980
83.8978 20.8955
84.5171 17.7812
85.1364 15.6211
86.3751 12.8522
87.6137 11.1716
88.8523 10.0507
90.0910 9.25180
92.5682 8.18859
95.0455 7.50883
97.5227 7.03072
100.000 6.67003
102.614 6.36768
105.229 6.11535
106.536 6.00171
107.843 5.89844
108.496 5.86039
108.823 5.85401
109.150 5.87146
109.477 5.95477
109.640 6.06134
109.804 6.27826
109.885 6.47093
109.967 6.77209
110.049 7.27043
110.130 8.16379
110.212 9.96521
110.253 11.6217
110.294 14.3417
110.335 19.2392
110.375 29.1511
110.396 38.2497
110.416 53.0271
110.437 78.3339
110.457 122.745
110.468 156.921
110.479 196.067
110.500 247.504
110.522 202.014
110.543 130.167
110.563 86.7365
110.582 60.9327
110.601 45.1822
110.621 35.2195
110.660 23.9183
110.699 18.0979
110.737 14.7140
110.776 12.5810
110.854 10.1420
110.932 8.84285
111.010 8.06612
111.087 7.56097
111.165 7.21183
111.320 6.76864
111.476 6.50432
111.787 6.20827
112.098 6.04675
112.409 5.94326
113.030 5.81238
114.274 5.66020
115.518 5.55552
120.492 5.24429
125.467 4.97079
130.441 4.68739
135.416 4.35750
137.903 4.15693
140.390 3.91503
142.877 3.61021
144.121 3.42850
145.365 3.23695
145.986 3.15233
146.608 3.10147
147.230 3.14221
147.852 3.43473
148.163 3.80632
148.474 4.50457
148.785 5.85722
148.940 6.99379
148.979 7.35230
149.018 7.74687
149.057 8.18423
149.095 8.66759
149.134 9.20575
149.173 9.80497
149.212 10.4739
149.251 11.2209
149.290 12.0617
149.329 13.0064
149.406 15.2895
149.484 18.2601
149.562 22.1894
149.640 27.5115
149.717 34.9207
149.795 45.6058
149.873 61.6424
149.950 87.0948
150.028 130.567
150.067 164.670
150.106 212.986
150.145 284.252
150.184 394.430
150.223 576.873
150.261 902.440
150.281 1167.06
150.300 1544.85
150.320 2096.39
150.339 2899.52
150.370 4721.41
150.400 6010.29
150.431 4887.56
150.461 3100.74
150.484 2152.63
150.508 1539.67
150.531 1142.02
150.555 876.159
150.601 560.237
150.648 389.717
150.695 287.706
150.742 222.148
150.835 145.866
150.929 104.658
151.022 79.8423
151.116 63.6621
151.209 52.4847
151.396 38.3664
151.584 30.0486
151.771 24.6877
151.958 21.0037
152.332 16.3477
152.706 13.5837
153.080 11.7796
153.454 10.5211
154.203 8.89374
154.951 7.89316
155.699 7.21599
156.447 6.72535
157.944 6.05354
159.440 5.60345
162.434 5.00136
165.427 4.57259
168.420 4.21113
174.406 3.52608
177.399 3.15740
180.392 2.74911
183.385 2.28998
186.379 1.78987
187.875 1.55004
189.372 1.36630
190.868 1.34923
191.243 1.39868
191.617 1.48325
191.804 1.54198
191.991 1.61381
192.178 1.70077
192.365 1.80509
192.552 1.92958
192.739 2.07738
192.926 2.25229
193.113 2.45870
193.300 2.70223
193.487 2.98929
193.861 3.72699
194.236 4.75872
194.610 6.21658
194.984 8.31145
195.358 11.3924
195.732 16.0704
196.106 23.4792
196.480 35.9293
196.855 58.6573
197.042 77.5351
197.229 105.692
197.416 150.022
197.603 225.004
197.790 365.484
197.883 485.749
197.977 670.780
198.071 974.086
198.164 1510.45
198.258 2551.05
198.304 3436.81
198.351 4712.48
198.426 7633.70
198.500 9716.79
198.575 7913.94
198.649 5002.44
198.734 2920.86
198.818 1832.15
198.902 1235.43
198.987 883.661
199.071 661.118
199.156 512.546
199.325 333.056
199.493 232.939
199.662 171.374
200.000 102.365
200.216 77.1295
200.431 59.8021
200.647 48.2461
200.862 42.5637
200.970 42.9234
201.078 46.9685
201.131 51.1618
201.158 54.0358
201.185 57.5417
201.199 59.5815
201.212 61.8331
201.226 64.3175
201.239 67.0372
201.253 70.0597
201.266 73.3698
201.293 81.0881
201.320 90.5633
201.347 102.162
201.374 116.551
201.401 134.403
201.428 156.918
201.455 185.405
201.482 222.027
201.509 269.802
201.536 333.479
201.562 419.424
201.589 539.041
201.616 708.724
201.643 958.514
201.670 1334.81
201.697 1917.93
201.724 2823.32
201.762 4753.42
201.800 6200.27
201.838 5175.22
201.876 3401.81
201.918 2116.91
201.960 1410.18
202.002 1006.50
202.044 759.496
202.086 598.435
202.128 487.705
202.212 349.206
202.296 268.308
202.380 216.563
202.548 155.465
202.716 121.319
202.884 99.7868
203.219 74.3476
203.555 59.8529
203.891 50.4719
204.563 38.9878
205.234 32.1744
205.906 27.6403
207.249 21.9597
208.592 18.5369
209.935 16.2478
212.622 13.3776
215.308 11.6480
217.995 10.4871
223.367 9.01128
228.740 8.08898
234.113 7.42931
236.799 7.15135
239.486 6.88534
240.829 6.74773
241.501 6.67502
242.172 6.59883
242.844 6.52243
243.180 6.49063
243.515 6.47831
243.683 6.49119
243.851 6.53304
244.019 6.63465
244.187 6.87218
244.271 7.09924
244.355 7.46961
244.439 8.10820
244.523 9.29500
244.607 11.7803
244.649 14.1239
244.691 18.0503
244.733 25.2842
244.754 31.3374
244.775 40.4082
244.796 54.6877
244.817 78.5094
244.827 96.4918
244.838 120.745
244.848 153.687
244.859 197.591
244.869 254.300
244.879 320.197
244.900 407.920
244.910 388.938
244.921 335.449
244.942 217.421
244.955 163.334
244.968 125.488
244.994 80.0166
245.020 55.9654
245.046 42.0516
245.072 33.3583
245.098 27.5823
245.150 20.6271
245.202 16.7415
245.254 14.3490
245.358 11.6481
245.462 10.2179
245.566 9.35908
245.670 8.79586
245.774 8.40240
245.982 7.89433
246.190 7.58355
246.398 7.37423
246.606 7.22339
247.022 7.01819
247.438 6.88210
248.271 6.70372
