Sr-86(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 53.3398
1.25000E-05 48.0025
1.50000E-05 44.0627
2.00000E-05 38.5324
2.75000E-05 33.2704
3.50000E-05 29.8074
4.25000E-05 27.3074
5.00000E-05 25.3934
6.25000E-05 23.0065
7.50000E-05 21.2446
0.000100000 18.7714
0.000125000 17.0836
0.000150000 15.8377
0.000200000 14.0889
0.000275000 12.4249
0.000350000 11.3298
0.000425000 10.5392
0.000500000 9.93401
0.000625000 9.17921
0.000750000 8.62204
0.00100000 7.83994
0.00125000 7.30622
0.00150000 6.91224
0.00200000 6.35922
0.00275000 5.83302
0.00350000 5.48672
0.00425000 5.23671
0.00500000 5.04533
0.00625000 4.80664
0.00750000 4.63044
0.0100000 4.38313
0.0125000 4.21435
0.0150000 4.08976
0.0200000 3.91488
0.0253000 3.78952
0.0314750 3.68555
0.0376500 3.60834
0.0500000 3.49937
0.0625000 3.42388
0.0750000 3.36815
0.100000 3.28991
0.125000 3.23651
0.150000 3.19708
0.200000 3.14171
0.275000 3.08898
0.350000 3.05423
0.500000 3.00986
0.750000 2.96795
1.00000 2.94279
1.50000 2.91257
2.00000 2.89417
2.75000 2.87615
3.50000 2.86380
5.00000 2.84701
7.50000 2.82907
10.0000 2.81635
15.0000 2.79710
20.0000 2.78139
27.5000 2.76050
35.0000 2.74099
50.0000 2.70324
75.0000 2.63968
100.000 2.57255
150.000 2.42182
200.000 2.24146
275.000 1.89081
350.000 1.39393
387.500 1.06827
425.000 0.689030
462.500 0.317803
471.875 0.255505
476.563 0.235903
478.906 0.230010
481.250 0.227220
483.594 0.227971
485.938 0.232762
488.281 0.242163
490.625 0.256827
492.969 0.277504
495.313 0.305057
497.656 0.340480
500.000 0.384922
502.664 0.448088
505.328 0.526937
510.655 0.743228
515.983 1.06311
521.310 1.52961
526.638 2.20740
531.965 3.19657
537.293 4.65718
542.620 6.85593
547.948 10.2596
553.275 15.7376
558.603 25.0416
563.930 42.0909
566.594 56.1884
569.258 77.0213
571.921 109.272
574.585 162.283
577.249 256.683
578.581 333.146
579.913 444.140
581.244 611.664
582.576 875.558
583.908 1308.33
585.240 2027.47
586.820 3340.41
588.400 4291.95
589.980 3530.10
591.560 2271.25
593.156 1432.94
594.751 955.673
596.347 676.612
597.942 503.705
599.537 390.349
601.133 312.367
604.324 215.170
607.515 159.135
610.706 123.809
617.088 83.1793
623.469 61.3425
629.851 48.1135
636.233 39.4115
642.615 33.3337
655.379 25.5255
668.143 20.8074
680.906 17.6912
693.670 15.4990
719.198 12.6461
744.725 10.8889
770.253 9.70649
795.780 8.86006
846.835 7.73370
897.890 7.02074
948.945 6.52972
1000.00 6.17102
1092.47 5.71863
1184.94 5.41323
1277.40 5.19228
1300.52 5.14640
1323.64 5.10419
1335.20 5.08515
1340.98 5.07670
1346.76 5.06981
1352.53 5.06663
1355.42 5.06843
1358.31 5.07581
1359.76 5.08374
1361.20 5.09718
1362.65 5.12088
1364.09 5.16598
1364.82 5.20478
1365.54 5.26445
1366.26 5.36283
1366.98 5.54065
1367.34 5.68934
1367.71 5.91312
1368.07 6.27329
1368.43 6.90737
1368.61 7.42434
1368.79 8.18160
1368.97 9.36916
1369.15 11.3565
1369.33 15.1021
1369.42 18.3139
1369.51 23.2988
1369.60 31.7050
1369.69 46.8610
1369.74 59.3467
1369.78 77.6036
1369.83 104.919
1369.87 145.751
1369.94 230.566
1370.00 285.825
1370.07 229.201
1370.13 145.783
1370.21 84.4130
1370.28 53.5391
1370.36 37.1248
1370.44 27.6407
1370.51 21.7458
1370.59 17.8588
1370.75 13.2404
1370.90 10.7185
1371.05 9.19728
1371.36 7.53986
1371.67 6.70040
1371.98 6.22051
1372.28 5.91906
1372.59 5.71855
1373.21 5.47535
1373.82 5.33917
1374.44 5.25513
1375.05 5.19949
1376.28 5.13233
1377.51 5.09449
1378.74 5.07069
1379.97 5.05446
1382.43 5.03366
1384.89 5.02056
1389.81 5.00366
1394.73 4.99180
1399.66 4.98200
1409.50 4.96501
1429.18 4.93504
1448.86 4.90740
1488.23 4.85620
1527.60 4.80921
1685.07 4.65168
1842.53 4.52700
2000.00 4.42186
2295.93 4.24807
2443.90 4.16097
2480.89 4.13807
2517.89 4.11460
2536.38 4.10281
2554.88 4.09161
2564.13 4.08709
2573.37 4.08595
2578.00 4.09013
2580.31 4.09594
2582.62 4.10795
2584.93 4.13553
2586.09 4.16377
2587.25 4.21575
2588.40 4.32653
2588.98 4.43563
2589.56 4.63120
2589.85 4.79293
2590.14 5.03521
2590.42 5.42168
2590.71 6.09355
2591.00 7.41750
2591.15 8.62661
2591.29 10.6012
2591.44 14.1992
2591.51 17.1693
2591.58 21.6088
2591.65 28.6093
2591.72 40.3803
2591.80 61.6006
2591.87 101.410
2591.93 159.492
2592.00 198.087
2592.07 158.594
2592.13 100.728
2592.17 75.2953
2592.22 57.4869
2592.30 36.4665
2592.38 25.4080
2592.46 19.0595
2592.54 15.1301
2592.62 12.5466
2592.78 9.48527
2592.94 7.81781
2593.11 6.81350
2593.43 5.71836
2593.75 5.16666
2594.08 4.85061
2594.40 4.65290
2594.73 4.52106
2595.38 4.36141
2596.02 4.27227
2597.32 4.18102
2598.62 4.13729
2599.91 4.11279
2602.51 4.08714
2607.69 4.06609
2612.88 4.05612
2623.25 4.04389
2633.62 4.03439
2654.36 4.01694
2675.11 3.99957
2758.08 3.92291
2841.05 3.82670
2924.03 3.69565
2965.51 3.60800
3007.00 3.49634
3048.49 3.34746
3089.97 3.13652
3110.72 2.99339
3131.46 2.81119
3152.20 2.57143
3172.95 2.24301
3183.32 2.03021
3193.69 1.77359
3204.06 1.46448
3214.43 1.10554
3219.62 0.922365
3224.81 0.768144
3229.99 0.715080
3231.29 0.735726
3232.59 0.778767
3233.88 0.851216
3235.18 0.962459
3236.47 1.12538
3237.77 1.35726
3239.07 1.68293
3240.36 2.13667
3241.66 2.76959
3242.96 3.65545
3244.25 4.90949
3245.55 6.70848
3246.85 9.34655
3248.14 13.3146
3249.44 19.5064
3250.74 29.6025
3252.03 47.0948
3253.33 79.7380
3253.98 106.863
3254.62 146.483
3255.27 205.376
3255.92 292.799
3256.96 504.140
3258.00 676.926
3259.05 580.720
3260.09 388.309
3261.31 238.953
3262.53 158.585
3263.75 113.430
3264.98 86.0738
3266.20 68.3220
3267.42 56.1634
3269.86 40.9611
3272.30 32.0877
3274.75 26.4023
3279.63 19.6870
3284.52 15.9386
3289.40 13.5850
3294.29 11.9851
3299.17 10.8339
3308.94 9.29692
3318.71 8.32421
3328.48 7.65619
3338.25 7.17030
3357.79 6.51209
3377.33 6.08760
3396.87 5.79117
3416.41 5.57231
3455.48 5.27015
3494.56 5.07059
3533.64 4.92815
3572.72 4.82078
3650.88 4.66813
3729.03 4.56310
3807.19 4.48497
3885.35 4.42353
4041.66 4.33060
4197.98 4.26104
4276.13 4.23185
4315.21 4.21843
4354.29 4.20592
4393.37 4.19478
4432.45 4.18708
4451.99 4.18753
4461.76 4.19104
4471.53 4.19999
4481.30 4.22263
4486.18 4.24669
4491.07 4.29178
4493.51 4.33028
4495.95 4.38938
4498.39 4.48661
4500.84 4.66259
4502.06 4.80961
4503.28 5.03163
4504.50 5.38996
4505.72 6.02346
4506.33 6.54098
4506.94 7.30529
4507.55 8.50601
4508.16 10.5402
4508.77 14.4075
4509.08 17.7810
4509.38 23.0956
4509.69 32.1592
4510.00 49.1264
4510.15 63.6221
4510.30 85.3499
4510.45 119.402
4510.61 172.326
4510.80 273.614
4511.00 340.727
4511.20 273.094
4511.40 172.373
4511.52 128.757
4511.63 98.2211
4511.87 61.3222
4512.11 41.8495
4512.35 30.6886
4512.59 23.7388
4512.83 19.1836
4513.30 13.7664
4513.78 10.8085
4514.26 9.03049
4515.21 7.09055
4516.17 6.11205
4517.12 5.55211
4518.08 5.20180
4519.03 4.96819
4520.94 4.68560
4522.85 4.52774
4524.76 4.43051
4526.66 4.36638
4530.48 4.28942
4534.30 4.24654
4541.93 4.20228
4549.57 4.18038
4557.20 4.16742
4572.47 4.15231
4603.01 4.13606
4633.55 4.12504
4694.62 4.10697
4755.70 4.09071
4816.77 4.07527
4877.85 4.06037
5000.00 4.03186
5073.90 4.01637
5092.38 4.01385
5110.85 4.01478
5120.09 4.02014
5129.33 4.03996
5133.94 4.07000
5136.25 4.10082
5138.56 4.15786
5140.87 4.28067
5142.03 4.40283
5143.18 4.62380
5143.76 4.80856
5144.34 5.08729
5144.91 5.53679
5145.49 6.33018
5145.78 6.97771
5146.07 7.93418
5146.36 9.43074
5146.65 11.9493
5146.94 16.7090
5147.08 20.8183
5147.22 27.2298
5147.37 38.0629
5147.51 57.8594
5147.58 74.3374
5147.66 98.6692
5147.73 135.519
5147.80 191.365
5147.90 303.604
5148.00 378.437
5148.10 302.828
5148.20 190.964
5148.27 136.663
5148.34 100.388
5148.41 76.1589
5148.48 59.7912
5148.62 39.6948
5148.76 28.6055
5148.90 21.9228
5149.04 17.6113
5149.31 12.5949
5149.59 9.90932
5149.87 8.30952
5150.15 7.28129
5150.43 6.58186
5150.98 5.71883
5151.54 5.22679
5152.09 4.91991
