Nd-142(n,g) ENDF/B-VII.1
218.558 54.2650
218.567 76.1425
218.576 109.344
218.588 174.748
218.600 218.270
218.612 174.186
218.625 108.909
218.633 78.8843
218.641 58.3008
218.657 34.4284
218.673 22.2910
218.688 15.5131
218.704 11.3517
218.720 8.64738
218.752 5.48684
218.784 3.77785
218.816 2.75901
218.880 1.65437
218.944 1.10029
219.008 0.784288
219.072 0.587287
219.136 0.456451
219.263 0.298473
219.391 0.210598
219.519 0.156670
219.647 0.121267
219.902 0.0790960
220.158 0.0559071
220.413 0.0418099
220.669 0.0326076
221.180 0.0217298
221.691 0.0158005
222.712 0.00992247
223.734 0.00726304
224.756 0.00590947
226.800 0.00493982
228.844 0.00544306
230.888 0.00854895
231.910 0.0133069
232.421 0.0181521
232.932 0.0270773
233.443 0.0462558
233.698 0.0653756
233.954 0.100184
234.082 0.129456
234.209 0.173998
234.337 0.246743
234.465 0.377406
234.529 0.485951
234.593 0.649280
234.657 0.911474
234.720 1.37072
234.752 1.74397
234.784 2.29065
234.816 3.13959
234.848 4.56014
234.880 7.21052
234.896 9.47895
234.912 12.9510
234.928 18.6972
234.944 28.8993
234.960 49.1776
234.968 66.7553
234.976 92.1060
234.988 147.375
235.000 184.226
235.012 147.383
235.024 92.1153
235.032 66.2364
235.040 48.6503
235.049 36.7268
235.057 28.4763
235.073 18.3348
235.089 12.7129
235.105 9.27870
235.121 7.05500
235.154 4.46510
235.186 3.06941
235.218 2.23914
235.251 1.70331
235.283 1.33982
235.348 0.890476
235.412 0.634462
235.477 0.474967
235.542 0.368955
235.671 0.241242
235.801 0.170182
235.930 0.126624
236.059 0.0980288
236.318 0.0639531
236.577 0.0452111
237.094 0.0263627
237.612 0.0175349
238.130 0.0126990
239.165 0.00784087
241.235 0.00430074
243.305 0.00301718
247.445 0.00204090
251.585 0.00165518
259.866 0.00131651
268.146 0.00114906
301.268 0.000833576
367.512 0.000557332
433.756 0.000418718
500.000 0.000339506
568.188 0.000299073
602.282 0.000327795
619.329 0.000510343
627.852 0.00126931
632.114 0.00430440
633.179 0.00743468
634.245 0.0163036
634.778 0.0285834
635.310 0.0630598
635.577 0.110258
635.710 0.156773
635.843 0.240364
635.976 0.414440
636.043 0.582487
636.109 0.877801
636.143 1.11743
636.176 1.46998
636.209 2.01886
636.243 2.94067
636.276 4.66261
636.293 6.14745
636.309 8.43339
636.326 12.2454
636.342 19.0943
636.351 24.6957
636.359 32.8313
636.367 44.9050
636.376 62.7970
636.388 100.539
636.400 125.727
636.412 100.541
636.424 62.7993
636.434 42.3523
636.444 29.5243
636.454 21.4131
636.464 16.1027
636.483 9.93882
636.503 6.70524
636.522 4.80394
636.542 3.60897
636.581 2.24245
636.620 1.52513
636.659 1.10339
636.698 0.834887
636.737 0.653566
636.816 0.431581
636.894 0.306086
637.050 0.176835
637.207 0.115030
637.363 0.0808064
637.676 0.0461711
638.302 0.0209361
638.927 0.0119671
640.179 0.00549584
641.430 0.00321243
646.435 0.000994057
656.446 0.000431723
676.468 0.000284361
716.512 0.000237910
796.600 0.000214746
876.688 0.000211312
916.731 0.000236225
936.753 0.000345943
946.764 0.000787766
951.770 0.00254876
954.272 0.00951760
954.898 0.0166618
955.524 0.0367666
955.837 0.0643728
956.150 0.140840
956.306 0.243726
956.384 0.343570
956.462 0.520071
956.541 0.877354
956.580 1.21194
956.619 1.78027
956.658 2.86071
956.677 3.80934
956.697 5.29964
956.717 7.85259
956.736 12.6418
956.746 16.7580
956.756 23.0069
956.765 32.8092
956.775 48.0802
956.788 77.0531
956.800 96.1632
956.813 76.8068
956.825 48.0813
956.836 31.7094
956.846 21.7916
956.857 15.5934
956.867 11.6396
956.888 7.09876
956.909 4.74481
956.930 3.38327
956.952 2.52963
956.994 1.56514
957.036 1.06077
957.078 0.765607
957.162 0.452355
957.247 0.298127
957.331 0.211240
957.500 0.121901
957.837 0.0556486
958.174 0.0317821
958.849 0.0144152
959.523 0.00824782
962.222 0.00223259
967.619 0.000710992
978.413 0.000327925
1000.00 0.000232185
1059.49 0.000215087
1089.23 0.000248496
1104.10 0.000386770
1111.54 0.000938582
1115.26 0.00313102
1117.12 0.0117738
1117.58 0.0206082
1118.05 0.0452771
1118.28 0.0790862
1118.51 0.171480
1118.63 0.294069
1118.74 0.616354
1118.80 1.02181
1118.83 1.39249
1118.86 2.00582
1118.89 3.12594
1118.90 4.10564
1118.92 5.48833
1118.93 7.87085
1118.95 11.7014
1118.96 19.4210
1118.97 25.3884
1118.98 34.5419
1118.99 55.6815
1119.00 69.1912
1119.01 55.6821
1119.02 34.5426
1119.04 21.7343
1119.05 14.6539
1119.06 10.3773
1119.07 7.66994
1119.08 5.74035
1119.09 4.53436
1119.11 3.02228
1119.14 2.12126
1119.16 1.58746
1119.20 0.982685
1119.25 0.661599
1119.29 0.475338
1119.38 0.280535
1119.56 0.130476
1119.74 0.0753432
1120.10 0.0343284
1120.45 0.0196354
1121.88 0.00515029
1124.74 0.00145233
1130.46 0.000518180
1141.90 0.000283676
1164.77 0.000226181
1210.51 0.000215783
1302.00 0.000225885
1393.49 0.000248264
1439.23 0.000270683
1462.10 0.000310226
1473.54 0.000436883
1479.26 0.000923807
1482.12 0.00284420
1483.55 0.0103670
1484.26 0.0393071
1484.44 0.0681938
1484.62 0.145926
1484.71 0.248842
1484.80 0.510846
1484.84 0.835456
1484.89 1.57130
1484.91 2.40650
1484.93 3.98997
1484.94 5.40029
1484.95 7.63017
1484.96 11.3276
1484.98 18.1833
1484.99 29.1530
1485.00 36.2918
1485.01 29.1532
1485.02 18.1088
1485.04 10.9053
1485.05 7.14029
1485.06 4.81565
1485.07 3.51972
1485.10 2.05458
1485.12 1.35820
1485.17 0.699654
1485.22 0.428239
1485.32 0.206245
1485.42 0.121454
1485.62 0.0564481
1485.81 0.0325495
1486.60 0.00859981
1488.18 0.00239491
1491.34 0.000816953
1497.65 0.000421647
1510.27 0.000329120
1535.51 0.000323136
1585.99 0.000387171
1611.23 0.000469331
1636.47 0.000687227
1661.71 0.00181669
1668.02 0.00297744
1674.33 0.00628071
1677.49 0.0108870
1680.64 0.0239705
1682.22 0.0421569
1683.01 0.0603260
1683.80 0.0934621
1684.58 0.164223
1684.98 0.234528
1685.37 0.361607
1685.57 0.468555
1685.77 0.630039
1685.97 0.892015
1686.16 1.35898
1686.26 1.74570
1686.36 2.31684
1686.46 3.23283
1686.56 4.79796
1686.66 7.88319
1686.70 10.6324
1686.75 15.0905
1686.80 23.2105
1686.83 29.8949
1686.85 39.3228
1686.88 54.4791
1686.90 78.1745
1686.93 120.838
1686.95 195.467
1686.98 311.526
1687.00 391.021
1687.03 311.519
1687.05 195.464
1687.07 132.821
1687.09 93.9520
1687.11 68.9066
1687.13 52.2605
1687.16 32.6357
1687.20 22.1421
1687.24 15.8224
1687.28 11.9286
1687.36 7.45513
1687.43 5.06595
1687.51 3.67690
1687.59 2.77924
1687.66 2.18037
1687.81 1.44067
1687.97 1.02209
1688.12 0.762542
1688.27 0.591551
1688.58 0.384732
1688.88 0.270398
1689.49 0.154361
1690.11 0.0996789
1690.72 0.0697246
1691.94 0.0396588
1694.38 0.0179504
1696.83 0.0102916
1701.72 0.00479290
1706.61 0.00286150
1716.39 0.00148124
1726.17 0.00100086
1745.73 0.000665762
1765.29 0.000558126
1804.41 0.000503881
1843.53 0.000512617
1921.76 0.000593982
2000.00 0.000738666
2107.74 0.00109715
2161.61 0.00140667
2215.48 0.00188845
2269.35 0.00269892
2323.22 0.00422681
2350.16 0.00556342
2377.09 0.00770110
2404.03 0.0116252
2417.49 0.0159750
2420.86 0.0184459
2424.23 0.0239603
2425.91 0.0308271
2427.60 0.0493555
2428.44 0.0745591
2429.28 0.144713
2429.70 0.240565
2429.91 0.335259
2430.12 0.504749
2430.33 0.859407
2430.44 1.20045
2430.54 1.79931
2430.65 2.99880
2430.70 4.12269
2430.75 5.97206
2430.80 9.49191
2430.83 12.4594
2430.86 17.0311
2430.88 24.9340
2430.91 38.7359
2430.92 49.9789
2430.94 66.2533
2430.95 90.3204
2430.96 127.540
2430.98 205.121
2431.00 255.081
2431.02 205.120
2431.04 127.539
2431.06 72.6701
2431.08 44.2920
2431.11 29.2512
2431.13 20.8764
2431.15 15.3934
2431.17 11.9212
2431.22 7.66369
2431.27 5.28989
2431.31 3.89205
2431.40 2.35916
2431.49 1.57668
2431.58 1.13322
2431.76 0.667690
2431.94 0.442759
2432.12 0.317289
2432.49 0.189854
2433.21 0.0962568
2433.93 0.0630538
2435.38 0.0393802
2436.83 0.0314198
2439.72 0.0265704
2442.61 0.0258551
2445.51 0.0264573
2448.40 0.0276952
2451.29 0.0293533
2454.18 0.0313624
2457.08 0.0337133
2459.97 0.0364254
2465.76 0.0431250
2471.54 0.0520421
2477.33 0.0641675
2483.12 0.0811822
2488.90 0.106050
2494.69 0.144409
2500.48 0.207941
2503.37 0.256570
2506.26 0.324183
2509.16 0.421888
2512.05 0.569901
2514.94 0.807693
2517.83 1.21843
2519.28 1.54018
2520.73 1.98882
2522.17 2.62355
2523.62 3.51463
2526.06 5.61747
2528.50 7.01132
2530.94 5.60345
2533.38 3.50112
2536.26 1.98331
2539.14 1.21585
2542.02 0.806052
2544.91 0.568571
2547.79 0.420630
2550.67 0.322988
2556.43 0.206826
2562.19 0.143326
2567.96 0.105012
2579.48 0.0631741
2591.01 0.0420857
2602.53 0.0300091
2614.06 0.0224620
2625.58 0.0174362
2648.63 0.0113720
2671.68 0.00799580
2694.73 0.00592714
2717.78 0.00456982
2763.88 0.00295791
2809.98 0.00207584
2856.08 0.00154304
2902.18 0.00119826
2994.37 0.000799180
3086.57 0.000597664
3178.77 0.000522261
3224.87 0.000595937
3247.92 0.000916677
3259.45 0.00213224
3265.21 0.00690005
3268.09 0.0256999
3268.81 0.0449814
3269.53 0.0991414
3269.89 0.173410
3270.25 0.378868
3270.43 0.654801
3270.52 0.922142
3270.61 1.39388
3270.70 2.34609
3270.75 3.23510
3270.79 4.74018
3270.84 7.58702
3270.86 10.1338
3270.88 13.9588
3270.90 20.7361
3270.93 32.8164
3270.94 44.0462
3270.95 59.6351
3270.96 83.5478
3270.97 122.466
3270.99 194.618
3271.00 244.937
3271.02 194.618
3271.03 122.467
3271.04 78.3867
3271.06 53.2052
3271.07 36.9402
3271.08 27.4712
3271.11 16.4345
3271.14 10.8540
3271.16 7.67728
3271.19 5.70732
3271.24 3.52928
3271.30 2.37759
3271.35 1.71861
3271.46 1.01257
3271.67 0.470315
3271.89 0.271224
3272.32 0.123611
3272.75 0.0705718
3273.60 0.0320440
3274.46 0.0183828
3277.89 0.00508563
3284.75 0.00175409
3298.48 0.00100003
3312.20 0.00100039
3325.93 0.00124139
3339.65 0.00186199
3346.52 0.00250523
3353.38 0.00369606
3356.81 0.00470911
3360.24 0.00626669
3363.67 0.00884067
3367.10 0.0135510
3368.82 0.0175326
3370.54 0.0236252
3372.25 0.0336478
3373.97 0.0518534
3374.82 0.0671448
3375.68 0.0904102
3376.54 0.128333
3377.40 0.196293
3378.26 0.337355
3378.68 0.473003
3378.79 0.520081
3378.90 0.574001
3379.11 0.710347
3379.33 0.902632
3379.54 1.18302
3379.65 1.37667
3379.76 1.61917
3379.86 1.93132
3379.97 2.34230
3380.08 2.90418
3380.19 3.68305
3380.29 4.81523
3380.40 6.54393
3380.51 9.35169
3380.61 14.2790
3380.67 18.2411
3380.72 23.7440
3380.78 31.8090
3380.83 43.1368
3380.91 69.0777
3381.00 86.3948
3381.09 69.0735
3381.17 43.1327
3381.25 28.1564
3381.32 19.1343
3381.40 13.6197
3381.47 10.1390
3381.62 6.15692
3381.77 4.10456
3381.92 2.92171
3382.07 2.18189
3382.37 1.34649
3382.66 0.911862
3382.96 0.657789
3383.26 0.496676
3383.56 0.388196
3384.15 0.255786
3384.75 0.181156
3385.35 0.135007
3385.94 0.104500
3387.13 0.0679305
3388.33 0.0477189
3389.52 0.0353774
3390.71 0.0272936
3393.10 0.0176959
3395.48 0.0124370
3397.86 0.00924489
3400.25 0.00716447
3405.02 0.00470572
3409.79 0.00336352
3414.56 0.00255121
3419.32 0.00202244
3428.86 0.00139800
3438.40 0.00105695
3457.47 0.000715130
3476.55 0.000554902
3495.63 0.000466791
3533.78 0.000378363
3610.08 0.000320457
3686.38 0.000320062
3762.68 0.000366222
3800.83 0.000420431
3838.98 0.000521422
3877.13 0.000736247
3896.21 0.000948674
3915.29 0.00133461
3924.82 0.00165977
3934.36 0.00215742
3943.90 0.00297688
3953.44 0.00447283
3958.21 0.00573596
3962.97 0.00766973
3967.74 0.0108503
3972.51 0.0166361
3974.90 0.0215019
3977.28 0.0289121
3979.67 0.0410206
3982.05 0.0628117
3984.43 0.108263
3985.63 0.152208
3986.22 0.184980
3986.82 0.229600
3987.41 0.292536
3987.71 0.334165
3988.01 0.385331
3988.31 0.449175
3988.61 0.530232
3988.90 0.635253
3989.20 0.774625
3989.50 0.964968
3989.80 1.23417
3990.10 1.63177
3990.39 2.25208
3990.69 3.29082
3990.84 4.08930
3990.99 5.19832
3991.14 6.78589
3991.29 9.13028
3991.44 12.6817
3991.59 18.0667
3991.79 28.9056
3992.00 36.1295
3992.21 28.9018
3992.41 18.0631
3992.56 12.6495
3992.71 9.08966
3992.86 6.74566
3993.01 5.16157
3993.31 3.26229
3993.61 2.23019
3993.91 1.61469
3994.21 1.22057
3994.81 0.765475
3995.41 0.523677
3996.01 0.380406
3996.61 0.288698
3997.21 0.226608
3998.41 0.150141
3999.61 0.106773
4000.81 0.0798026
4002.01 0.0619261
4004.41 0.0404241
4006.81 0.0284870
4009.21 0.0211822
4011.61 0.0163904
4016.41 0.0106950
4021.20 0.00757108
4026.00 0.00567594
4030.80 0.00444159
4040.40 0.00298784
4049.99 0.00220144
4069.19 0.00143796
4088.38 0.00112433
4107.57 0.00105003
4117.17 0.00114010
4126.77 0.00151292
4136.36 0.00370194
4141.16 0.0124715
4143.56 0.0468817
4144.16 0.0818541
4144.76 0.179165
4145.06 0.310825
4145.36 0.667506
4145.51 1.13375
4145.58 1.57464
4145.66 2.33165
4145.73 3.79494
4145.77 5.12013
4145.81 7.19538
4145.85 10.9316
4145.88 18.0798
4145.90 24.6285
4145.92 34.3753
4145.94 51.3004
4145.96 77.9985
4145.98 124.801
4146.00 156.003
4146.02 124.800
4146.04 77.9983
4146.07 45.9469
4146.09 29.4843
4146.11 20.1670
4146.13 14.5407
4146.15 10.9319
4146.18 8.49652
4146.22 5.53459
4146.26 3.88006
4146.31 2.86673
4146.40 1.74468
4146.48 1.17144
4146.57 0.840194
4146.75 0.492330
4147.10 0.227830
4147.45 0.131150
4148.16 0.0598554
4148.86 0.0343179
4151.68 0.00924529
4157.32 0.00286151
4168.60 0.00124839
4191.16 0.000857412
4236.28 0.000857322
4281.39 0.00105540
4326.51 0.00146266
4371.63 0.00231103
4394.18 0.00310400
4416.74 0.00444000
4439.30 0.00694955
4461.86 0.0125403
4467.50 0.0150299
4470.32 0.0165658
4473.14 0.0183516
4475.96 0.0204458
4478.78 0.0229230
4481.60 0.0258823
4484.42 0.0294558
4487.24 0.0338290
4490.06 0.0392572
4492.88 0.0461088
4495.70 0.0549259
4498.52 0.0665553
4501.34 0.0823822
4504.16 0.105338
4505.57 0.124195
4506.27 0.150080
4506.62 0.219401
4506.80 0.441594
4506.89 1.07956
4506.93 2.48700
4506.95 4.60918
4506.98 10.3427
4506.99 16.7025
4507.00 20.5504
4507.01 16.7028
4507.02 10.3434
4507.04 6.04813
4507.05 3.71605
4507.08 1.78586
4507.14 0.738497
4507.26 0.323537
4507.50 0.193941
4507.97 0.163526
4508.91 0.169689
4510.80 0.208227
4512.69 0.265735
4514.58 0.350636
4516.47 0.481431
4518.35 0.693738
4520.24 1.05803
4522.13 1.69924
4524.07 2.71673
4526.00 3.39306
4527.94 2.71371
4529.87 1.69631
4531.71 1.06879
4533.54 0.707073
4535.38 0.493586
4537.22 0.360995
4540.89 0.214723
4544.56 0.141336
4548.24 0.0997561
4551.91 0.0740521
4559.25 0.0453476
4566.60 0.0305700
4573.95 0.0219908
4581.29 0.0165771
4588.64 0.0129458
4603.33 0.00853021
4618.02 0.00605191
4632.71 0.00452409
4647.40 0.00351682
4676.79 0.00231401
4706.17 0.00165163
4735.55 0.00124949
4764.94 0.000988219
4823.70 0.000684477
4882.47 0.000529540
4941.23 0.000459657
4970.62 0.000459807
5000.00 0.000521064
5027.98 0.000915115
5041.97 0.00249501
5048.97 0.00875480
5052.46 0.0334386
5053.34 0.0587127
5054.21 0.129574
5054.65 0.226491
5055.09 0.493511
5055.30 0.851453
5055.41 1.19523
5055.52 1.79798
5055.63 3.01847
5055.69 4.15335
5055.74 6.01999
5055.80 9.56379
5055.82 12.5478
5055.85 17.1369
5055.88 25.0352
5055.91 38.7884
5055.93 66.0399
5055.95 90.7968
5055.96 126.108
5055.98 202.771
5056.00 252.222
5056.02 202.770
5056.04 126.107
5056.06 73.7518
5056.09 46.6645
5056.11 31.0949
5056.13 22.3134
5056.15 16.5154
5056.18 12.8219
5056.22 8.26758
5056.27 5.75692
5056.31 4.23300
5056.40 2.57250
5056.49 1.71872
5056.58 1.22846
5056.76 0.718408
5057.12 0.331571
5057.48 0.190183
5058.19 0.0863417
5058.91 0.0492032
5061.78 0.0127948
5067.53 0.00354711
5079.01 0.00124492
5101.98 0.000815790
5124.96 0.00155347
5136.44 0.00487729
5139.31 0.00831652
5142.19 0.0180520
5143.62 0.0315212
5145.06 0.0692321
5145.77 0.120746
5146.13 0.171405
5146.49 0.262313
5146.85 0.450811
5147.03 0.632680
5147.21 0.949018
5147.39 1.58254
5147.48 2.16627
5147.57 3.12598
5147.66 4.91286
5147.70 6.42914
5147.75 8.68356
5147.79 12.4120
5147.84 18.9549
5147.88 31.5168
5147.91 41.8103
5147.93 56.8006
5147.96 91.1358
5148.00 113.609
5148.04 91.1344
5148.07 56.7998
5148.11 36.6738
5148.14 24.5714
5148.17 17.3084
5148.20 12.7388
5148.27 7.63992
5148.34 5.08273
5148.40 3.59604
5148.47 2.67378
5148.60 1.64592
5148.73 1.10993
5148.86 0.800195
5149.12 0.471920
5149.39 0.310402
5149.65 0.219850
5150.17 0.126732
5151.22 0.0578324
5152.27 0.0330907
5154.38 0.0150995
5156.48 0.00871965
5160.68 0.00412078
5164.88 0.00250036
5181.68 0.000934939
5198.49 0.000655718
5215.29 0.000573571
5248.90 0.000566373
5282.51 0.000656673
5316.12 0.000854981
5349.73 0.00127995
5366.53 0.00170072
5383.34 0.00252536
5391.74 0.00336945
5400.14 0.00526733
5408.54 0.0136731
5410.64 0.0218872
5412.74 0.0447822
5413.79 0.0762804
5414.84 0.164194
5415.37 0.283952
5415.63 0.401817
5415.89 0.612155
5416.16 1.04898
5416.29 1.46638
5416.42 2.19356
5416.55 3.64801
5416.62 4.98408
5416.68 7.16173
5416.75 11.2059
5416.78 14.6171
5416.81 19.6069
5416.85 27.8392
5416.88 42.0939
5416.91 68.9136
5416.94 121.084
5416.97 193.039
5417.00 242.174
5417.03 193.037
5417.06 121.083
5417.09 71.2028
5417.12 45.1105
5417.15 30.2152
5417.18 21.6811
5417.21 16.0987
5417.24 12.4931
5417.30 8.12192
5417.36 5.65657
5417.42 4.16008
5417.54 2.52619
5417.66 1.68933
5417.78 1.21174
5418.03 0.709431
5418.27 0.465900
5418.51 0.329752
5419.00 0.191115
5419.97 0.0890692
5420.94 0.0526911
5422.88 0.0265186
5424.83 0.0174859
5428.71 0.0115359
5432.60 0.0101517
5440.37 0.0113432
5448.14 0.0159179
5452.03 0.0200270
5455.92 0.0263029
5457.86 0.0307155
5459.80 0.0364036
5461.74 0.0438970
5462.72 0.0485675
5463.69 0.0540331
5464.66 0.0604970
5465.63 0.0681989
5466.60 0.0774935
5467.57 0.0888231
5468.55 0.102853
5469.52 0.120467
5470.49 0.143032
5471.46 0.172502
5472.43 0.212047
5473.40 0.266611
5474.37 0.344835
5475.35 0.461788
5476.32 0.646749
5477.29 0.958288
5477.77 1.19685
5478.26 1.52214
5478.75 1.97185
5479.23 2.58625
5480.12 4.13844
5481.00 5.17282
5481.89 4.13671
5482.77 2.58457
5483.69 1.56073
5484.61 1.00114
5485.53 0.683974
5486.45 0.492799
5487.37 0.370156
5488.29 0.287561
5490.13 0.187200
5491.97 0.131175
5493.82 0.0968985
5497.50 0.0589921
5501.18 0.0396397
5504.86 0.0284670
5508.54 0.0214408
5512.22 0.0167382
5519.58 0.0110320
5526.95 0.00783475
5534.31 0.00586485
5541.67 0.00456624
5556.40 0.00301445
5571.12 0.00215836
5585.85 0.00163721
5600.57 0.00129724
5630.02 0.000897759
5659.47 0.000685049
5718.37 0.000496807
5777.27 0.000468888
5806.72 0.000510113
5836.17 0.000612648
5865.62 0.000841045
5880.35 0.00105553
5895.07 0.00141082
5909.80 0.00205476
5917.16 0.00259121
5924.52 0.00339997
5931.89 0.00470329
5939.25 0.00701615
5942.93 0.00893678
5946.61 0.0119213
5950.29 0.0178842
5952.13 0.0282232
5953.05 0.0585757
5953.51 0.165941
5953.74 0.535676
5953.86 1.65455
5953.92 4.36444
5953.94 8.94252
5953.96 13.8253
5953.97 23.3617
5953.99 36.8857
5954.00 46.6159
5954.01 36.8858
5954.03 23.2764
5954.04 12.9392
5954.06 7.77376
5954.10 3.56470
5954.16 1.30474
5954.30 0.411977
5954.57 0.131097
5955.11 0.0535139
5956.18 0.0360234
5958.34 0.0403206
5962.65 0.0821911
5963.73 0.104596
5964.81 0.137733
5965.35 0.160585
5965.89 0.189647
5966.43 0.227369
5966.97 0.277533
5967.51 0.346362
5968.05 0.443862
5968.59 0.588455
5969.12 0.815305
5969.39 0.980318
5969.66 1.19821
5969.93 1.49552
5970.20 1.90993
5970.47 2.51101
5970.74 3.40595
5971.01 4.78746
5971.28 6.91071
5971.64 11.0588
5972.00 13.8243
5972.36 11.0571
5972.72 6.90906
5972.97 4.92129
5973.22 3.59070
5973.46 2.69366
5973.71 2.08037
5974.21 1.33105
5974.70 0.917823
5975.19 0.668101
5975.69 0.507267
5976.68 0.319909
5977.67 0.219565
5978.66 0.159903
5979.65 0.121584
5980.63 0.0955396
5982.61 0.0634310
5984.59 0.0451710
5986.57 0.0338044
5988.55 0.0262540
5992.50 0.0171621
5996.46 0.0121083
6000.42 0.00901132
6004.37 0.00697834
6012.29 0.00455898
6020.20 0.00322942
6028.11 0.00242148
6036.03 0.00189431
6051.85 0.00127178
6067.68 0.000933718
6083.50 0.000732204
6099.33 0.000605724
6130.98 0.000480417
6162.63 0.000496248
6178.46 0.000613175
6194.29 0.00100950
6210.11 0.00325327
6218.03 0.0122201
6220.00 0.0214459
6221.98 0.0474849
6222.97 0.0833794
6223.96 0.183480
6224.46 0.319518
6224.70 0.452312
6224.95 0.688982
6225.20 1.17728
6225.32 1.64264
6225.44 2.43998
6225.57 4.00983
6225.63 5.42705
6225.69 7.69152
6225.75 11.7838
6225.78 15.1370
6225.82 20.0879
6225.85 27.7650
6225.88 40.3725
6225.91 62.3459
6225.94 100.934
6225.97 160.974
6226.00 201.877
6226.03 160.972
6226.06 100.934
6226.08 71.5477
6226.10 52.3007
6226.13 39.3408
6226.15 30.4203
6226.19 19.5137
6226.23 13.4699
6226.27 9.74969
6226.32 7.41228
6226.40 4.68475
6226.48 3.20771
6226.57 2.33936
6226.74 1.39617
6226.91 0.926135
6227.08 0.658776
6227.41 0.382468
6227.75 0.249240
6228.09 0.175211
6228.76 0.100194
6230.11 0.0453262
6231.47 0.0257821
6234.17 0.0116620
6236.87 0.00667585
6247.68 0.00182605
6269.29 0.000592810
6290.90 0.000354758
6312.52 0.000266008
6355.75 0.000195350
6398.97 0.000166212
6485.43 0.000143086
6571.88 0.000140132
6658.34 0.000155661
6701.57 0.000176147
6744.79 0.000216000
6788.02 0.000303323
6809.64 0.000390913
6831.25 0.000551175
6842.06 0.000686673
6852.86 0.000894422
6863.67 0.00123700
6874.48 0.00186327
6879.88 0.00239266
6885.29 0.00320388
6890.69 0.00454070
6896.09 0.00697980
6898.79 0.00903730
6901.50 0.0121832
6904.20 0.0173476
6906.90 0.0267137
6908.25 0.0345667
6909.60 0.0464978
6910.95 0.0659101
6912.30 0.100630
6913.65 0.172394
6914.33 0.241182
6915.00 0.360804
6915.17 0.404718
6915.34 0.457135
6915.68 0.597671
6916.02 0.813990
6916.19 0.968657
6916.36 1.17006
6916.52 1.44238
6916.69 1.82015
6916.86 2.36420
6917.03 3.17854
6917.20 4.48393
6917.37 6.71576
6917.45 8.45790
6917.54 10.8381
6917.62 14.1604
6917.71 18.7648
6917.85 30.0576
6918.00 37.5150
6918.15 29.9747
6918.30 18.7633
6918.40 13.3942
6918.50 9.80745
6918.60 7.36625
6918.70 5.70246
6918.90 3.65641
6919.10 2.52733
6919.30 1.84119
6919.50 1.39982
6919.90 0.883850
6920.30 0.607275
6920.70 0.442453
6921.10 0.336525
6921.50 0.264495
6922.31 0.175691
6923.11 0.125143
6923.91 0.0936793
6924.71 0.0727861
6926.32 0.0476489
6927.92 0.0337292
6929.53 0.0252614
6931.13 0.0197837
6934.34 0.0136552
6937.55 0.0116103
6940.75 0.0181062
6942.36 0.0512875
6943.16 0.179548
6943.36 0.305921
6943.56 0.639850
6943.66 1.07054
6943.76 2.12772
6943.81 3.35800
6943.86 6.03052
6943.89 8.69788
6943.91 13.4718
6943.94 22.9295
6943.95 31.5507
6943.96 43.8187
6943.98 69.7333
6944.00 87.6337
6944.02 69.7331
6944.04 43.8187
6944.06 27.8133
6944.07 18.3005
6944.09 12.7253
6944.11 9.43284
6944.14 5.57007
6944.18 3.68906
