Pd-108(n,g) ENDF/B-VII.1
91.5170 270.650
91.6584 191.178
91.7998 141.966
92.0826 86.9212
92.3653 58.5439
92.6481 42.0579
92.9309 31.6505
93.2136 24.6679
93.7792 16.1777
94.3447 11.4128
94.9102 8.47636
95.4758 6.54072
96.6068 4.22980
97.7379 2.95666
98.8689 2.18228
100.000 1.67696
101.580 1.22108
103.161 0.930495
106.322 0.600512
109.482 0.466191
110.273 0.481877
111.063 0.586361
111.458 0.753001
111.655 0.921841
111.853 1.22642
112.051 1.85377
112.149 2.44816
112.248 3.46643
112.347 5.42941
112.396 7.17023
112.446 9.94898
112.495 14.7819
112.544 24.1658
112.569 32.4388
112.594 45.3679
112.618 66.4302
112.643 100.998
112.672 161.039
112.700 200.917
112.729 161.077
112.757 101.045
112.775 73.9077
112.793 55.0868
112.830 33.0115
112.866 21.6225
112.902 15.1715
112.939 11.2074
112.975 8.62707
113.048 5.58921
113.120 3.94280
113.193 2.95645
113.338 1.88306
113.484 1.34288
113.629 1.03286
113.919 0.707524
114.210 0.547358
114.500 0.455497
115.082 0.356565
116.244 0.271463
117.406 0.230130
122.055 0.153245
126.704 0.114327
131.353 0.0893859
140.650 0.0597073
145.299 0.0511699
147.624 0.0509106
148.205 0.0536725
148.786 0.0629064
149.076 0.0760190
149.222 0.0888936
149.367 0.111687
149.512 0.157709
149.585 0.200572
149.658 0.272672
149.730 0.408047
149.767 0.524612
149.803 0.705712
149.839 1.00712
149.875 1.55544
149.894 2.00894
149.912 2.66884
149.930 3.66265
149.948 5.14184
149.974 8.20064
150.000 10.2398
150.026 8.20198
150.052 5.14346
150.076 3.27291
150.101 2.18746
150.125 1.54401
150.150 1.14270
150.198 0.698550
150.247 0.474927
150.296 0.347919
150.345 0.269256
150.442 0.181275
150.540 0.135781
150.637 0.109305
150.833 0.0812073
151.223 0.0594283
151.613 0.0510814
153.174 0.0412828
156.296 0.0358023
162.539 0.0297264
175.026 0.0219936
200.000 0.0139504
225.787 0.0101246
251.574 0.00840976
277.361 0.00860674
283.808 0.00954807
290.255 0.0123808
293.478 0.0163549
295.090 0.0203361
296.701 0.0276323
298.313 0.0432900
299.119 0.0589280
299.925 0.0874860
300.328 0.111584
300.731 0.148412
301.134 0.208823
301.536 0.318257
301.738 0.409834
301.939 0.548593
302.141 0.773759
302.342 1.17472
302.443 1.50496
302.544 1.99698
302.644 2.77713
302.745 4.12219
302.846 6.74293
302.896 9.09585
302.947 12.9031
302.997 19.6603
303.022 25.1575
303.047 33.1780
303.073 45.5356
303.098 65.5647
303.123 99.8544
303.148 159.733
303.174 255.694
303.200 319.725
303.226 255.714
303.252 159.759
303.279 97.4242
303.305 62.9122
303.332 43.1945
303.358 31.2193
303.385 23.5098
303.411 18.2943
303.464 11.9363
303.517 8.37732
303.570 6.19483
303.676 3.77705
303.782 2.53914
303.888 1.82399
303.994 1.37344
304.100 1.07202
304.312 0.705926
304.524 0.500704
304.735 0.374266
304.947 0.290903
305.371 0.191294
305.795 0.136320
306.219 0.102811
306.643 0.0808906
307.490 0.0549060
308.338 0.0406869
310.033 0.0264712
311.728 0.0198801
313.424 0.0163184
316.814 0.0128520
323.595 0.0106581
330.376 0.0102906
343.938 0.0112931
357.500 0.0139367
371.062 0.0191456
384.624 0.0303004
391.405 0.0411922
398.186 0.0605659
401.576 0.0765748
404.967 0.100940
408.357 0.144482
410.052 0.199642
410.476 0.236293
410.900 0.323233
411.112 0.431034
411.218 0.531716
411.324 0.703999
411.430 1.03884
411.483 1.33984
411.536 1.82849
411.589 2.70090
411.642 4.47012
411.668 6.10565
411.695 8.79244
411.721 13.4800
411.748 21.8677
411.774 34.8910
411.800 43.5820
411.826 34.8944
411.852 21.8730
411.883 12.6129
411.913 7.86799
411.943 5.31056
411.974 3.81914
412.004 2.88629
412.034 2.26849
412.095 1.53158
412.155 1.12808
412.216 0.884591
412.337 0.619659
412.458 0.487269
412.580 0.412781
412.822 0.338547
413.307 0.292405
413.791 0.286805
415.730 0.353369
417.669 0.494779
419.607 0.756984
420.092 0.856419
420.334 0.913783
420.577 0.977161
420.819 1.04748
421.061 1.12572
421.304 1.21315
421.546 1.31127
421.788 1.42193
422.031 1.54725
422.273 1.69008
422.515 1.85366
423.000 2.26155
423.485 2.82100
423.969 3.61787
424.454 4.80773
424.939 6.69807
425.181 8.09058
425.423 9.96598
425.666 12.5763
425.908 16.3559
426.150 22.1206
426.393 31.5159
426.635 48.3048
426.756 62.0766
426.877 82.4126
426.999 114.020
427.120 166.002
427.241 257.024
427.362 421.193
427.481 674.207
427.600 842.839
427.719 673.769
427.838 420.763
427.942 274.008
428.047 185.921
428.151 132.186
428.255 97.9525
428.464 59.2640
428.673 39.4210
428.881 28.0121
429.090 20.8945
429.507 12.8724
429.924 8.70578
430.342 6.27351
430.759 4.73277
431.176 3.69643
432.011 2.43234
432.845 1.72069
433.680 1.28099
434.514 0.990544
436.183 0.642896
437.852 0.450795
439.522 0.333629
441.191 0.256978
444.529 0.166145
447.867 0.116472
451.205 0.0864155
454.543 0.0668850
461.219 0.0439791
467.895 0.0318030
474.572 0.0258242
476.241 0.0259441
477.910 0.0289503
478.744 0.0342369
479.579 0.0500408
479.996 0.0719739
480.205 0.0935489
480.413 0.132125
480.622 0.211497
480.726 0.287001
480.831 0.417492
480.935 0.672264
480.987 0.901936
481.039 1.27494
481.091 1.94050
481.118 2.48493
481.144 3.28365
481.170 4.52307
481.196 6.55208
481.222 10.0743
481.248 16.3358
481.274 26.1402
481.300 32.6828
481.326 26.1416
481.352 16.3375
481.371 11.5731
481.389 8.41138
481.407 6.29976
481.425 4.85621
481.462 3.10427
481.498 2.14068
481.534 1.56014
481.571 1.18751
481.644 0.754772
481.717 0.523342
481.789 0.385939
481.935 0.237746
482.081 0.163899
482.226 0.121874
482.518 0.0783043
482.809 0.0572929
483.101 0.0455491
483.683 0.0334935
484.849 0.0243381
486.014 0.0207513
490.676 0.0159733
500.000 0.0127871
511.237 0.0110978
522.473 0.0108790
528.092 0.0117119
533.710 0.0146771
536.519 0.0189543
537.924 0.0232529
539.328 0.0311290
540.733 0.0480081
541.435 0.0648357
542.138 0.0955134
542.489 0.121352
542.840 0.160772
543.191 0.225316
543.542 0.341838
543.718 0.439047
543.893 0.585984
544.069 0.823349
544.244 1.24349
544.332 1.58728
544.420 2.09701
544.508 2.89904
544.596 4.26445
544.683 6.87710
544.727 9.17756
544.771 12.8331
544.815 19.1185
544.859 31.1390
544.881 41.5999
544.903 57.6198
544.925 83.1622
544.947 124.263
544.973 198.828
545.000 248.546
545.027 198.837
545.053 124.274
545.076 82.7336
545.098 57.0867
545.120 41.0899
545.142 30.7263
545.187 18.8232
545.231 12.6284
545.275 9.02233
545.320 6.75624
545.408 4.18807
545.497 2.84448
545.586 2.05776
545.675 1.55733
545.763 1.22028
545.941 0.807987
546.118 0.575262
546.296 0.431202
546.473 0.335897
546.828 0.221632
547.183 0.158363
547.538 0.119713
547.893 0.0943923
548.603 0.0643397
549.313 0.0478754
550.733 0.0314145
552.153 0.0237961
553.573 0.0196979
556.413 0.0157628
562.093 0.0134650
567.773 0.0134046
579.133 0.0158679
590.492 0.0218219
596.172 0.0271082
601.852 0.0353295
607.532 0.0489841
613.212 0.0740118
616.052 0.0951621
618.892 0.127532
621.731 0.180727
624.571 0.277366
625.991 0.358479
627.411 0.481877
628.121 0.569271
628.831 0.683039
629.186 0.753261
629.541 0.834972
629.896 0.930821
630.251 1.04423
630.606 1.17986
630.784 1.25785
630.961 1.34386
631.316 1.54471
631.671 1.79437
632.026 2.10998
632.381 2.51700
632.736 3.05437
633.091 3.78396
633.446 4.81004
633.801 6.31680
634.156 8.65685
634.511 12.5733
634.689 15.6005
634.866 19.8512
635.044 26.0706
635.221 35.6509
635.399 51.4053
635.576 79.5608
635.665 102.376
635.754 135.169
635.842 183.266
635.931 253.601
636.066 405.564
636.200 506.714
636.335 405.361
636.469 253.403
636.573 173.179
636.678 122.000
636.782 89.1793
636.887 67.4736
637.095 41.9821
637.304 28.4143
637.513 20.4326
637.721 15.3701
638.139 9.57814
638.556 6.52824
638.974 4.73247
639.391 3.58909
639.808 2.81830
640.643 1.88378
641.478 1.38850
641.895 1.26071
642.313 1.26748
642.521 1.40795
642.730 1.87900
642.835 2.50566
642.887 3.08085
642.939 4.02250
642.991 5.71058
643.043 9.13250
643.069 12.2851
643.095 17.4388
643.122 26.3624
643.148 42.1647
643.174 67.0310
643.200 83.5140
643.226 66.9216
643.253 42.1456
643.272 29.6956
643.291 21.5192
643.310 16.1414
643.329 12.5254
643.367 8.17373
643.405 5.80570
643.443 4.39062
643.481 3.48194
643.557 2.42685
643.634 1.85945
643.710 1.51858
643.862 1.14121
644.167 0.820435
644.472 0.676274
645.082 0.529000
645.692 0.443754
646.911 0.336506
648.131 0.267585
650.570 0.182746
653.008 0.133381
657.886 0.0805925
662.764 0.0543527
667.642 0.0394318
672.520 0.0301529
682.276 0.0197215
692.032 0.0143387
701.788 0.0112459
721.299 0.00815100
740.811 0.00695814
760.323 0.00682558
770.079 0.00720575
779.835 0.00831841
784.713 0.00973556
789.590 0.0134994
792.029 0.0185702
793.249 0.0235894
794.468 0.0327273
795.688 0.0522244
796.298 0.0716129
796.907 0.106879
797.212 0.136527
797.517 0.181697
797.822 0.255470
798.127 0.388216
798.279 0.498649
798.432 0.664938
798.584 0.932362
798.737 1.40300
798.813 1.78605
798.889 2.34986
798.965 3.22945
799.041 4.71103
799.118 7.49120
799.156 9.89131
799.194 13.6273
799.232 19.8628
799.270 31.2567
799.289 40.7214
799.308 54.5575
799.327 75.5028
799.346 106.880
799.373 171.026
799.400 213.800
799.427 171.031
799.454 106.887
799.476 71.2375
799.498 49.2746
799.521 35.5326
799.543 26.6076
799.587 16.3147
799.632 10.9512
799.676 7.82673
799.721 5.86580
799.809 3.63833
799.898 2.47197
799.987 1.78864
800.076 1.35381
800.165 1.06086
800.342 0.702409
800.520 0.500022
800.698 0.374720
800.876 0.291817
801.231 0.192392
801.586 0.137359
801.942 0.103741
802.297 0.0817194
803.008 0.0555866
803.719 0.0412802
805.141 0.0269922
806.562 0.0203963
807.984 0.0168596
810.827 0.0134835
816.514 0.0115342
822.201 0.0114685
833.574 0.0136049
839.261 0.0175924
840.683 0.0207216
842.104 0.0288474
842.815 0.0396605
843.526 0.0692977
843.881 0.109102
844.059 0.147778
844.237 0.216310
844.415 0.355645
844.503 0.486881
844.592 0.710828
844.681 1.14092
844.726 1.52061
844.770 2.12612
844.814 3.17598
844.859 5.19803
844.881 6.96917
844.903 9.71969
844.925 14.1650
844.948 21.4353
844.974 34.3034
845.000 42.8892
845.026 34.3044
845.052 21.4366
845.082 12.4124
845.112 7.72845
845.142 5.17968
845.171 3.68347
845.201 2.74317
845.231 2.11817
845.290 1.36963
845.349 0.957788
845.409 0.708110
845.528 0.434274
845.646 0.295634
845.765 0.215993
846.003 0.132846
846.478 0.0701625
846.953 0.0473838
847.903 0.0309011
848.854 0.0252705
850.754 0.0217642
852.655 0.0211704
860.257 0.0246474
867.859 0.0323294
875.462 0.0462617
879.263 0.0577760
883.064 0.0751111
886.865 0.103163
890.666 0.153457
892.567 0.195354
894.468 0.258837
896.368 0.362038
896.843 0.398033
897.319 0.439898
897.794 0.489002
898.269 0.547122
898.744 0.616635
899.219 0.700698
899.694 0.803734
900.169 0.931870
900.645 1.09406
901.120 1.30345
901.595 1.58043
902.070 1.95737
902.545 2.48904
903.020 3.27266
903.495 4.49650
903.971 6.56034
904.208 8.16827
904.446 10.4428
904.683 13.8031
904.921 19.0451
905.158 27.8307
905.396 43.9679
905.515 57.4127
905.634 77.2801
905.752 107.398
905.871 153.048
906.036 244.610
906.200 305.505
906.365 244.207
906.530 152.481
906.725 86.3841
906.919 52.9814
907.114 35.1453
907.309 24.8078
907.503 18.3660
907.698 14.1143
908.087 9.05467
908.476 6.28755
908.866 4.61752
909.644 2.79312
910.422 1.87300
911.201 1.34602
911.979 1.01678
912.758 0.797707
914.315 0.533989
915.872 0.388110
917.429 0.299787
918.986 0.242990
922.099 0.179091
925.213 0.149566
931.441 0.141235
934.555 0.156579
937.669 0.188498
940.783 0.247292
943.897 0.358634
945.454 0.452748
945.843 0.482797
946.232 0.516213
946.621 0.553519
947.010 0.595330
947.400 0.642404
947.789 0.695623
948.178 0.756123
948.567 0.825248
948.957 0.904745
949.346 0.996737
949.735 1.10400
950.124 1.23008
950.903 1.55895
951.681 2.04321
952.460 2.79812
952.849 3.34439
953.238 4.06846
953.628 5.05626
954.017 6.45076
954.406 8.50639
954.795 11.7058
955.184 17.0480
955.574 26.8122
955.768 34.9029
955.963 46.8009
956.157 64.7319
956.352 91.7630
956.626 146.748
956.900 183.355
957.174 146.661
957.448 91.6953
957.754 53.5794
958.059 33.5948
958.365 22.6474
958.670 16.2010
958.976 12.1521
959.282 9.47544
959.893 6.35046
960.504 4.84939
961.115 4.58189
961.421 5.29004
961.574 6.17835
961.726 7.87193
961.879 11.4027
961.956 14.7071
962.032 20.2449
962.108 30.4808
962.147 39.1514
962.185 52.3695
962.223 73.7729
962.242 89.6907
962.261 111.138
962.280 140.691
962.299 182.296
962.319 241.735
962.338 325.658
962.353 416.695
962.369 519.996
962.400 648.880
962.416 610.512
962.431 519.266
962.463 325.031
962.499 185.548
962.536 114.692
962.573 76.7330
962.609 54.7268
962.646 40.9471
962.683 31.8527
962.756 20.9819
962.829 15.0067
962.903 11.3879
963.049 7.40003
963.196 5.35486
963.343 4.15906
963.636 2.86436
963.929 2.19413
964.222 1.78838
964.809 1.31808
965.982 0.868740
967.155 0.640552
969.501 0.402885
971.847 0.280944
974.193 0.208404
976.539 0.161358
981.231 0.105695
985.924 0.0750876
990.616 0.0563972
1000.00 0.0356082
1010.61 0.0238692
1021.21 0.0174188
1031.82 0.0135498
1042.42 0.0111596
1053.03 0.00984172
1063.63 0.00991013
1068.93 0.0112717
1074.24 0.0161138
1076.89 0.0232497
1078.21 0.0304894
1079.54 0.0438069
1080.86 0.0724408
1081.53 0.101003
1082.19 0.152931
1082.52 0.196733
1082.85 0.263275
1083.18 0.372299
1083.52 0.567930
1083.68 0.731008
1083.85 0.976832
1084.01 1.37243
1084.18 2.06359
1084.26 2.62785
1084.34 3.45933
1084.43 4.75655
1084.51 6.90681
1084.59 10.9709
1084.63 14.5234
1084.68 19.9075
1084.72 29.0883
1084.76 45.3559
1084.78 59.0432
1084.80 77.9563
1084.82 107.412
1084.84 148.843
1084.87 236.991
1084.90 295.283
1084.93 233.865
1084.96 146.408
1085.00 82.6863
1085.03 51.2552
1085.07 34.2556
1085.10 24.3077
1085.14 17.9246
1085.17 13.8261
1085.24 8.91392
1085.31 6.17914
1085.38 4.54828
1085.52 2.75575
1085.67 1.84136
1085.81 1.31985
1085.95 0.990672
1086.09 0.772534
1086.37 0.506822
1086.65 0.359026
1086.93 0.268150
1087.21 0.208320
1087.77 0.136839
1088.34 0.0975277
1089.46 0.0579127
1090.59 0.0393253
1091.71 0.0291479
1093.96 0.0189250
1098.46 0.0115074
1102.96 0.00887225
1111.95 0.00721604
1116.45 0.00795686
1118.70 0.0122371
1119.82 0.0289042
1120.11 0.0452860
1120.39 0.0888666
1120.53 0.144788
1120.67 0.282410
1120.74 0.445911
1120.81 0.798950
1120.84 1.15280
1120.88 1.78892
1120.91 3.05672
1120.93 4.20217
1120.95 5.79429
1120.97 9.25366
1121.00 11.5544
1121.03 9.25387
1121.05 5.79455
1121.07 4.05099
1121.09 2.95601
1121.13 1.69399
1121.16 1.07777
1121.20 0.740869
1121.27 0.409637
1121.35 0.259681
1121.50 0.132398
1121.64 0.0816316
1121.94 0.0417706
1122.23 0.0268081
1123.41 0.0115557
1125.78 0.00751710
1130.50 0.00652178
1135.22 0.00658350
1137.59 0.00724243
1138.77 0.00962484
1139.36 0.0181331
1139.65 0.0457895
1139.80 0.120884
1139.88 0.270520
1139.91 0.469650
1139.95 0.901141
1140.00 1.79515
1140.05 0.901186
1140.09 0.461978
1140.13 0.270559
1140.20 0.122004
1140.34 0.0465032
1140.64 0.0184120
1141.22 0.00979717
1142.39 0.00745973
1144.72 0.00697163
1149.39 0.00719610
1158.73 0.00841606
1168.07 0.0107021
1177.40 0.0150937
1182.07 0.0188766
1186.74 0.0247225
1191.41 0.0344098
1196.08 0.0521534
1198.41 0.0671552
1200.75 0.0901082
1203.08 0.127841
1205.42 0.196334
1206.58 0.253833
1207.75 0.341166
1208.92 0.483322
1210.08 0.737979
1210.38 0.833497
1210.67 0.948883
1210.96 1.09005
1211.25 1.26461
1211.54 1.48561
1211.69 1.61849
1211.84 1.77004
1211.98 1.94390
1212.13 2.14466
1212.27 2.37816
1212.42 2.64988
1212.71 3.35949
1213.00 4.39610
1213.29 5.99456
1213.44 7.13939
1213.59 8.63082
1213.73 10.6527
1213.88 13.4642
1214.02 17.5257
1214.17 23.6751
1214.32 33.5460
1214.46 50.5720
1214.53 63.8844
1214.61 82.4322
1214.68 108.606
1214.75 144.709
1214.88 231.518
1215.00 289.362
1215.12 231.462
1215.25 144.655
1215.39 82.3928
1215.54 50.6981
1215.68 33.6971
1215.83 23.8671
1215.97 17.6797
1216.12 13.6121
1216.41 8.73968
1216.69 6.06915
1216.98 4.45429
1217.56 2.68727
1218.14 1.79452
1218.72 1.28233
1219.30 0.961721
1219.87 0.747900
1221.03 0.489280
1222.19 0.345078
1223.34 0.256498
1224.50 0.198225
1226.81 0.128741
1229.12 0.0905092
1231.44 0.0672383
1233.75 0.0520430
1238.37 0.0340527
1243.00 0.0242185
1247.62 0.0182646
1252.25 0.0143912
1261.50 0.00982988
1270.75 0.00736232
1289.25 0.00498118
1307.74 0.00407171
1326.24 0.00409839
1335.49 0.00473762
1344.74 0.00687245
1349.37 0.00993235
1353.99 0.0186608
1356.31 0.0308073
1357.46 0.0429478
1358.62 0.0651508
1359.77 0.112622
1360.35 0.159825
1360.93 0.245606
1361.22 0.317606
1361.51 0.427121
1361.80 0.605559
1362.09 0.925637
1362.23 1.19189
1362.37 1.58888
1362.52 2.22890
1362.66 3.33974
1362.81 5.56488
1362.88 7.59572
1362.95 10.9668
1363.03 17.2728
1363.06 22.5488
1363.10 30.5822
1363.13 43.5794
1363.17 66.2607
1363.21 109.471
1363.22 145.604
1363.24 197.024
1363.27 318.217
1363.30 395.768
1363.33 313.905
1363.36 197.030
1363.38 143.243
1363.40 107.827
1363.43 65.4315
1363.47 43.1234
1363.50 30.3103
1363.54 22.2008
1363.58 17.0384
1363.65 10.9085
1363.72 7.52758
1363.79 5.52255
1363.94 3.33093
1364.08 2.21889
1364.23 1.58658
1364.37 1.18843
1364.52 0.924980
1364.81 0.604671
1365.10 0.426791
1365.38 0.317549
1365.67 0.245695
1366.25 0.159941
1366.83 0.112835
1367.99 0.0654132
1369.14 0.0432455
1370.30 0.0311380
1372.61 0.0190678
1377.24 0.0105018
1381.87 0.00764931
1386.50 0.00651689
1391.12 0.00613685
1400.38 0.00667361
1409.63 0.00916246
1414.26 0.0119054
1418.88 0.0170464
1421.20 0.0214339
1423.51 0.0281837
1425.83 0.0393454
1428.14 0.0597620
1429.30 0.0770221
1430.45 0.103455
1431.61 0.146932
1432.77 0.225923
1433.34 0.292400
1433.92 0.393440
1434.50 0.558612
1435.08 0.855039
1435.37 1.10209
1435.66 1.47273
1435.95 2.06768
1436.09 2.51214
1436.24 3.11193
1436.38 3.96175
1436.45 4.51890
1436.53 5.20195
1436.60 6.06494
1436.67 7.14372
1436.74 8.53602
1436.81 10.3750
1436.89 12.9127
1436.96 16.4356
1437.03 21.5919
1437.10 29.5385
1437.18 42.8530
1437.21 52.8199
1437.25 66.4591
1437.28 85.6211
1437.32 113.252
1437.36 153.885
1437.39 213.449
1437.45 340.564
1437.50 424.906
1437.56 338.030
1437.61 211.464
1437.65 142.172
1437.70 98.8856
1437.74 71.6036
1437.78 54.1148
1437.87 33.3104
1437.96 22.4848
1438.05 16.0843
1438.13 12.0902
1438.31 7.52658
1438.48 5.11522
1438.66 3.70531
1438.83 2.80215
1439.01 2.19567
1439.36 1.45053
1439.70 1.02924
1440.05 0.768183
1440.40 0.595349
1441.10 0.387992
1441.80 0.273113
1442.50 0.202924
1443.19 0.156943
1444.59 0.102407
1445.99 0.0726025
1447.38 0.0546538
1448.78 0.0431392
1451.57 0.0304229
1454.36 0.0264789
1455.76 0.0290323
1457.16 0.0414221
1457.85 0.0603831
1458.55 0.114612
1458.90 0.188401
1459.08 0.260571
1459.25 0.387790
1459.42 0.647891
1459.51 0.891099
1459.60 1.30522
1459.69 2.10832
1459.73 2.81955
1459.77 3.92334
1459.82 5.86644
1459.86 9.49276
1459.88 12.7062
1459.90 17.6707
1459.93 25.6296
1459.95 37.7626
1459.97 60.7812
1460.00 75.3378
1460.03 59.8752
1460.05 37.7638
1460.08 25.1788
1460.10 17.3930
1460.12 12.5298
1460.14 9.37606
1460.19 5.75053
1460.23 3.85900
1460.27 2.76046
1460.32 2.06981
1460.40 1.29232
1460.49 0.879979
1460.58 0.638475
1460.76 0.382730
1460.93 0.255942
1461.11 0.184719
1461.46 0.111204
1462.16 0.0561831
1462.86 0.0361125
1464.26 0.0210295
1465.67 0.0152863
1468.47 0.0105663
1471.28 0.00848172
1476.89 0.00648063
1482.50 0.00550618
1493.73 0.00472129
1499.34 0.00491889
1502.14 0.00627372
1503.55 0.0115651
1504.25 0.0309668
1504.60 0.0964537
1504.77 0.283188
1504.86 0.690526
1504.91 1.29193
1504.93 1.88306
1504.95 2.79207
1504.97 4.45623
1505.00 5.56220
1505.03 4.45630
1505.05 2.79216
1505.07 1.84946
1505.10 1.27141
1505.14 0.690592
1505.23 0.285582
1505.40 0.0978532
1505.75 0.0314952
1506.44 0.0117448
1507.83 0.00638457
1510.60 0.00508745
1516.15 0.00532000
1521.70 0.00834544
1523.09 0.0114528
1524.47 0.0201701
1525.17 0.0321388
1525.86 0.0652671
1526.21 0.109967
1526.55 0.230442
1526.73 0.387564
1526.82 0.535621
1526.90 0.784962
1526.99 1.26723
1527.03 1.68713
1527.07 2.35224
1527.12 3.52629
1527.16 5.72620
1527.18 7.68329
1527.20 10.5473
1527.23 15.3249
1527.25 22.6394
1527.27 36.6209
1527.30 45.5340
1527.33 36.0680
1527.35 22.6402
1527.37 16.7788
1527.39 12.6466
1527.42 7.68387
1527.45 5.06696
1527.48 3.59921
1527.51 2.65432
1527.54 2.04980
1527.61 1.31608
1527.67 0.909829
1527.73 0.669116
1527.86 0.405610
1528.11 0.195477
1528.36 0.115919
1528.87 0.0558080
1529.37 0.0338870
1530.39 0.0178165
1531.40 0.0121030
1535.44 0.00661842
1539.48 0.00573894
1543.52 0.00557752
1559.69 0.00644564
1575.85 0.00854241
1592.02 0.0125701
1600.10 0.0160068
1608.18 0.0212794
1616.27 0.0299489
1624.35 0.0456903
1628.39 0.0588919
1632.43 0.0789514
1636.47 0.111618
1640.52 0.170157
1642.54 0.218640
1643.55 0.251122
1644.56 0.291417
1645.06 0.315370
1645.57 0.342355
1646.07 0.372969
1646.58 0.407893
1647.08 0.447972
1647.59 0.494273
1648.09 0.548149
1648.60 0.611344
1649.10 0.686292
1649.61 0.775711
1650.62 1.01606
1651.12 1.18031
1651.63 1.38764
1652.13 1.65443
1652.64 2.00552
1653.15 2.48117
1653.65 3.14402
