Pd-110(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1838.38 0.00182280
1846.58 0.00466873
1848.62 0.00766424
1850.67 0.0162016
1851.70 0.0280744
1852.72 0.0615947
1853.23 0.107787
1853.49 0.153583
1853.74 0.236524
1854.00 0.411061
1854.13 0.581598
1854.26 0.885400
1854.38 1.50800
1854.45 2.09894
1854.51 3.11787
1854.58 5.10063
1854.61 6.87981
1854.64 9.76446
1854.67 14.8736
1854.69 19.0278
1854.70 25.1148
1854.72 34.4587
1854.74 49.5925
1854.75 75.4749
1854.77 120.473
1854.78 190.743
1854.80 241.136
1854.82 190.744
1854.83 120.475
1854.85 71.3912
1854.87 45.0539
1854.89 30.4505
1854.90 22.1491
1854.92 16.5101
1854.94 12.7478
1854.98 8.31720
1855.01 5.78374
1855.05 4.28241
1855.12 2.59761
1855.19 1.74042
1855.26 1.24642
1855.40 0.728906
1855.54 0.477679
1855.69 0.337107
1855.97 0.193971
1856.54 0.0883440
1857.10 0.0505016
1858.24 0.0230584
1859.37 0.0133354
1861.64 0.00632870
1863.91 0.00385332
1872.98 0.00142089
1882.05 0.000938480
1891.13 0.000751029
1909.27 0.000594041
1927.42 0.000533399
1945.56 0.000526148
1963.71 0.000596147
1981.86 0.000952439
1990.93 0.00175762
1995.46 0.00308015
2000.00 0.00812110
2001.59 0.0140208
2003.18 0.0307015
2003.98 0.0538118
2004.77 0.118577
2005.17 0.207283
2005.37 0.294704
2005.57 0.450879
2005.77 0.776844
2005.87 1.09326
2005.97 1.64312
2006.02 2.09314
2006.07 2.75597
2006.12 3.78938
2006.16 5.48246
2006.21 8.69272
2006.24 11.4491
2006.26 15.5016
2006.29 22.4040
2006.31 34.7811
2006.34 59.3179
2006.35 79.5717
2006.36 109.033
2006.38 174.275
2006.40 218.079
2006.42 174.275
2006.44 109.034
2006.45 71.9671
2006.47 49.4332
2006.49 34.7823
2006.50 26.0042
2006.54 15.7149
2006.57 10.4423
2006.60 7.41592
2006.64 5.52865
2006.70 3.42625
2006.77 2.31411
2006.83 1.66619
2006.96 0.984355
2007.10 0.647155
2007.23 0.458727
2007.49 0.264390
2007.75 0.171804
2008.02 0.120601
2008.54 0.0688804
2009.59 0.0312857
2010.65 0.0179509
2012.75 0.00835304
2014.85 0.00498514
2023.27 0.00181029
2040.10 0.00154139
2048.51 0.00223746
2056.93 0.00446599
2061.13 0.00764322
2065.34 0.0167283
2067.44 0.0294038
2068.50 0.0420987
2069.55 0.0653205
2070.60 0.115100
2071.13 0.164694
2071.65 0.255013
2071.91 0.330984
2072.18 0.446780
2072.44 0.635994
2072.70 0.976826
2072.84 1.26167
2072.97 1.68784
2073.10 2.37933
2073.23 3.58865
2073.30 4.57997
2073.36 6.04499
2073.43 8.33961
2073.49 12.1485
2073.56 19.4233
2073.59 25.7438
2073.62 35.2689
2073.66 51.6609
2073.69 81.8988
2073.71 108.103
2073.72 144.651
2073.74 199.569
2073.75 286.616
2073.78 455.482
2073.80 572.664
2073.82 455.479
2073.85 285.985
2073.87 183.635
2073.89 124.575
2073.91 88.5871
2073.93 65.6654
2073.97 39.3232
2074.01 26.2232
2074.05 18.5269
2074.09 13.8540
2074.17 8.56582
2074.25 5.78262
2074.33 4.17783
2074.41 3.14779
2074.49 2.46325
2074.65 1.61813
2074.81 1.14573
2074.97 0.853569
2075.14 0.660416
2075.46 0.428469
2075.78 0.300614
2076.42 0.171347
2077.07 0.110528
2077.71 0.0772388
2079.00 0.0438360
2081.58 0.0197513
2084.16 0.0112624
2089.32 0.00516331
2094.47 0.00301595
2115.10 0.000924826
2135.73 0.000529109
2156.36 0.000390414
2197.61 0.000317679
2218.24 0.000394635
2228.56 0.000744160
2233.71 0.00212936
2236.29 0.00758845
2237.58 0.0288138
2237.90 0.0502757
2238.23 0.109231
2238.39 0.187895
2238.55 0.396489
2238.63 0.664199
2238.71 1.31608
2238.75 2.09543
2238.79 3.75091
2238.81 5.39376
2238.83 8.31431
2238.85 14.0393
2238.86 18.9626
2238.87 26.3918
2238.89 42.6112
2238.90 52.7839
2238.92 42.6114
2238.93 26.3921
2238.95 15.3240
2238.97 9.38945
2238.98 6.22003
2239.00 4.38479
2239.04 2.48942
2239.07 1.59388
2239.15 0.809782
2239.22 0.487726
2239.36 0.232358
2239.51 0.135425
2239.79 0.0624716
2240.08 0.0359417
2241.23 0.00944122
2243.53 0.00261324
2248.14 0.000885231
2257.34 0.000470089
2275.75 0.000471786
2294.16 0.00105121
2303.36 0.00341907
2307.96 0.0128138
2309.12 0.0224787
2310.27 0.0497570
2310.84 0.0874753
2311.42 0.192689
2311.70 0.336086
2311.85 0.476742
2311.99 0.726026
2312.14 1.24242
2312.21 1.73561
2312.28 2.59186
2312.35 4.27611
2312.39 5.80487
2312.42 8.31408
2312.46 12.8395
2312.48 16.5873
2312.50 22.1783
2312.51 30.9683
2312.53 45.6777
2312.55 71.9752
2312.57 117.406
2312.58 187.548
2312.60 234.646
2312.62 187.549
2312.63 117.407
2312.65 82.6620
2312.66 58.3019
2312.67 42.6288
2312.68 32.9052
2312.71 20.7224
2312.73 14.1339
2312.76 10.2171
2312.78 7.71453
2312.83 4.83071
2312.88 3.30143
2312.93 2.39640
2313.03 1.42537
2313.14 0.940053
2313.24 0.668154
2313.44 0.387005
2313.64 0.251652
2313.84 0.176943
2314.24 0.101151
2315.04 0.0457503
2315.84 0.0260374
2317.44 0.0118016
2319.04 0.00678236
2325.45 0.00191275
2338.27 0.000698444
2363.91 0.000430928
2389.54 0.000443525
2415.18 0.000549023
2440.82 0.000797699
2466.45 0.00148701
2479.27 0.00242220
2492.09 0.00503899
2498.50 0.00865999
2504.91 0.0189182
2508.11 0.0331773
2509.71 0.0474323
2511.31 0.0735098
2512.92 0.129345
2513.72 0.184879
2514.52 0.285877
2514.92 0.370843
2515.32 0.499852
2515.72 0.710820
2516.12 1.08887
2516.32 1.40423
2516.52 1.87633
2516.72 2.63322
2516.92 3.95933
2517.02 5.04501
2517.12 6.62530
2517.22 9.07771
2517.32 13.1776
2517.42 20.7831
2517.47 27.2704
2517.52 37.2446
2517.57 53.6045
2517.62 82.7356
2517.67 139.975
2517.70 189.302
2517.72 263.329
2517.76 422.096
2517.80 526.419
2517.84 422.087
2517.88 262.980
2517.90 194.129
2517.92 146.651
2517.97 89.3953
2518.02 58.5835
2518.06 41.2906
2518.11 30.3546
2518.16 23.3240
2518.25 14.8915
2518.34 10.3037
2518.43 7.54296
2518.62 4.54664
2518.81 3.02852
2518.99 2.16389
2519.18 1.62030
2519.36 1.26004
2519.73 0.822668
2520.10 0.579541
2520.48 0.430237
2520.85 0.332035
2521.59 0.214871
2522.33 0.150480
2523.82 0.0856905
2525.30 0.0553635
2526.79 0.0387881
2529.75 0.0222302
2535.69 0.0103676
2541.63 0.00625283
2553.51 0.00348047
2565.39 0.00283295
2577.27 0.00316773
2589.14 0.00510822
2595.08 0.00799521
2598.05 0.0109036
2601.02 0.0162318
2603.99 0.0276546
2605.48 0.0390476
2606.96 0.0598156
2607.70 0.0773433
2608.45 0.104082
2609.19 0.147974
2609.93 0.227303
2610.30 0.293811
2610.67 0.394324
2611.05 0.557155
2611.42 0.846799
2611.60 1.08549
2611.79 1.43898
2611.97 2.00152
2612.16 2.96345
2612.34 4.83781
2612.44 6.51479
2612.53 9.18752
2612.62 13.9321
2612.72 23.3490
2612.76 31.9618
2612.81 45.4539
2612.85 68.0265
2612.90 106.530
2612.95 170.484
2613.00 213.130
2613.05 170.476
2613.10 106.525
2613.14 74.7583
2613.17 53.8148
2613.21 39.9923
2613.24 30.6335
2613.32 19.3904
2613.39 13.3332
2613.46 9.65347
2613.53 7.29711
2613.67 4.58951
2613.82 3.13817
2613.96 2.28349
2614.11 1.73208
2614.25 1.36067
2614.54 0.901990
2614.82 0.641519
2615.11 0.479622
2615.40 0.372505
2615.97 0.243174
2616.54 0.171365
2617.12 0.127416
2617.69 0.0986254
2618.84 0.0643377
2619.99 0.0455399
2622.28 0.0267079
2624.57 0.0179681
2626.87 0.0132551
2631.46 0.00871620
2636.05 0.00684919
2640.64 0.00613052
2649.82 0.00656557
2654.41 0.00764872
2659.00 0.00958773
2663.59 0.0130091
2668.17 0.0194521
2670.47 0.0249502
2672.76 0.0333952
2675.06 0.0472968
2677.35 0.0725365
2678.50 0.0937120
2679.65 0.125840
2680.80 0.178050
2681.94 0.271331
2682.52 0.348372
2683.09 0.463627
2683.38 0.543989
2683.66 0.647194
2683.95 0.782766
2684.24 0.964997
2684.38 1.08176
2684.52 1.21992
2684.67 1.38748
2684.81 1.59032
2684.96 1.84274
2685.10 2.15738
2685.24 2.55917
2685.38 3.08308
2685.53 3.78887
2685.67 4.75444
2685.82 6.14246
2685.96 8.19627
2686.10 11.4446
2686.25 16.8364
2686.39 26.4561
2686.46 34.0809
2686.53 44.2702
2686.67 70.9666
2686.80 88.5973
2686.94 70.7470
2687.07 44.2618
2687.18 29.3377
2687.30 20.1740
2687.41 14.4840
2687.52 10.8103
2687.75 6.60506
2687.97 4.41985
2688.20 3.15397
2688.43 2.35948
2688.88 1.46084
2689.33 0.990568
2689.78 0.715677
2690.23 0.540696
2690.68 0.423010
2691.59 0.279010
2692.49 0.197755
2693.39 0.147470
2694.29 0.114210
2696.10 0.0743222
2697.91 0.0522526
2699.71 0.0387684
2701.52 0.0299311
2705.13 0.0194309
2708.74 0.0136689
2712.36 0.0101668
2715.97 0.00788060
2723.19 0.00517310
2730.42 0.00369189
2737.64 0.00279590
2744.87 0.00221661
2759.32 0.00156175
2773.77 0.00131839
2780.99 0.00139077
2788.22 0.00186973
2795.44 0.00492852
2799.05 0.0173372
2799.96 0.0300928
2800.86 0.0660292
2801.31 0.115499
2801.76 0.252475
2801.99 0.437590
2802.10 0.617748
2802.22 0.937251
2802.33 1.58731
2802.39 2.20633
2802.44 3.24547
2802.50 5.27788
2802.53 7.04588
2802.55 9.85584
2802.58 14.6890
2802.61 23.9380
2802.62 31.9712
2802.64 44.3416
2802.65 64.1163
2802.67 96.3307
2802.68 153.949
2802.70 192.665
2802.72 153.949
2802.73 96.3314
2802.75 54.4647
2802.78 32.6846
2802.80 21.3614
2802.82 15.1602
2802.84 11.1166
2802.86 8.47951
2802.90 5.43404
2802.94 3.73884
2802.98 2.74525
2803.07 1.64843
2803.15 1.09760
2803.23 0.782769
2803.40 0.456681
2803.73 0.209969
2804.06 0.120482
2804.72 0.0547998
2805.38 0.0313809
2806.71 0.0144039
2808.04 0.00840179
2813.34 0.00253813
2823.94 0.00100577
2834.54 0.000681981
2845.14 0.000545758
2866.35 0.000418919
2887.55 0.000359036
2908.75 0.000332034
2929.96 0.000341912
2951.16 0.000505607
2961.76 0.00119654
2967.07 0.00394128
2969.72 0.0147597
2971.04 0.0567496
2971.37 0.0991209
2971.70 0.215225
2971.87 0.370332
2972.04 0.777034
2972.12 1.29411
2972.20 2.56171
2972.24 4.04628
2972.28 7.14707
2972.31 10.2596
2972.33 15.4089
2972.35 25.6772
2972.37 45.4155
2972.38 72.5798
2972.40 90.8326
2972.42 72.5800
2972.43 45.4159
2972.45 29.4024
2972.47 19.4234
2972.48 13.5387
2972.50 9.88680
2972.53 5.86780
2972.56 3.85636
2972.63 2.01646
2972.69 1.23315
2972.82 0.596660
2972.95 0.350383
2973.20 0.162702
2973.46 0.0938060
2973.97 0.0427825
2974.48 0.0244573
2976.52 0.00642827
2980.61 0.00183833
2988.79 0.000692557
3005.15 0.000469943
3021.51 0.000767234
3029.69 0.00210637
3033.78 0.00741260
3035.82 0.0282401
3036.33 0.0494214
3036.85 0.108446
3037.10 0.188699
3037.36 0.405932
3037.48 0.692218
3037.61 1.43459
3037.68 2.35219
3037.71 3.17811
3037.74 4.52160
3037.77 6.91260
3037.80 11.7422
3037.82 16.1845
3037.84 23.4401
3037.85 35.9889
3037.87 57.7336
3037.88 92.7171
3037.90 115.468
3037.92 92.7174
3037.93 57.7341
3037.95 35.9894
3037.96 24.0345
3037.98 16.5381
3037.99 12.1942
3038.03 7.22765
3038.06 4.80591
3038.09 3.38054
3038.12 2.52592
3038.18 1.54934
3038.30 0.748411
3038.42 0.440786
3038.67 0.204773
3038.91 0.117864
3039.40 0.0537265
3039.89 0.0307333
3041.85 0.00807464
3045.77 0.00231702
3053.60 0.000937009
3061.44 0.00103314
3065.35 0.00235867
3067.31 0.00772246
3068.29 0.0284360
3068.78 0.105588
3069.03 0.372924
3069.09 0.610654
3069.15 1.17180
3069.18 1.80309
3069.21 3.03458
3069.24 6.12649
3069.25 9.35093
3069.27 15.3005
3069.29 24.6162
3069.30 30.5507
3069.32 24.6163
3069.33 15.2507
3069.35 9.07432
3069.36 5.66983
3069.40 2.75743
3069.43 1.57631
3069.46 1.02509
3069.53 0.525677
3069.60 0.320380
3069.86 0.0898923
3070.40 0.0241900
3071.46 0.00660038
3073.60 0.00205819
3077.87 0.000923503
3086.40 0.000768234
3094.93 0.00144426
3099.20 0.00425182
3101.34 0.0152748
3102.40 0.0578737
3102.67 0.100594
3102.94 0.216655
3103.07 0.371131
3103.20 0.771351
3103.27 1.27410
3103.34 2.45416
3103.37 3.81516
3103.40 6.53812
3103.42 9.17526
3103.44 13.2907
3103.45 21.0583
3103.47 35.2683
3103.48 55.8712
3103.50 70.4243
3103.52 55.8714
3103.53 35.1563
3103.54 25.1984
3103.55 18.2540
3103.57 10.7168
3103.60 6.91656
3103.62 4.79418
3103.66 2.63591
3103.70 1.67305
3103.79 0.836689
3103.87 0.502529
3104.04 0.237984
3104.21 0.138352
3104.55 0.0636236
3104.89 0.0366040
3106.24 0.00977540
3108.95 0.00289361
3114.36 0.00118888
3125.19 0.000881704
3146.84 0.00142508
3157.67 0.00231408
3168.49 0.00478774
3173.91 0.00809572
3179.32 0.0169352
3182.03 0.0284154
3184.73 0.0582720
3186.09 0.0963479
3186.77 0.132265
3187.44 0.194672
3188.12 0.320968
3188.46 0.441138
3188.79 0.652433
3189.13 1.08580
3189.30 1.49972
3189.47 2.22557
3189.64 3.68604
3189.73 5.06031
3189.81 7.36524
3189.89 11.8058
3189.94 15.6570
3189.98 21.7367
3190.02 32.4265
3190.06 52.3144
3190.08 69.4008
3190.11 95.4356
3190.13 136.501
3190.15 203.761
3190.17 327.158
3190.20 407.363
3190.23 327.164
3190.25 203.777
3190.27 144.131
3190.29 103.583
3190.31 76.8872
3190.33 59.6471
3190.37 37.6652
3190.40 26.0064
3190.44 18.8466
3190.48 14.3811
3190.55 9.19131
3190.63 6.39430
3190.70 4.74880
3190.85 3.02023
3191.00 2.19754
3191.15 1.78473
3191.45 1.55116
3191.75 1.90202
3191.90 2.40569
3192.05 3.36130
3192.20 5.36165
3192.27 7.24050
3192.35 10.3568
3192.42 16.2453
3192.46 21.2198
3192.49 28.8626
3192.53 41.8258
3192.57 64.4678
3192.61 109.030
3192.63 148.766
3192.64 206.315
3192.67 330.709
3192.70 412.472
3192.73 330.697
3192.76 206.297
3192.79 119.894
3192.82 75.5584
3192.85 51.0618
3192.88 36.5217
3192.91 27.0721
3192.94 20.9869
3193.01 13.6403
3193.07 9.51463
3193.13 7.04695
3193.26 4.31939
3193.38 2.91788
3193.50 2.11466
3193.63 1.60425
3193.75 1.26430
3194.00 0.847309
3194.25 0.611149
3194.75 0.365515
3195.25 0.245658
3195.75 0.177644
3196.74 0.106486
3197.74 0.0714693
3198.73 0.0515318
3200.73 0.0306403
3204.71 0.0146044
3208.70 0.00860057
3216.67 0.00408612
3224.63 0.00243667
3240.57 0.00122825
3256.51 0.000806902
3288.39 0.000581439
3304.33 0.000792307
3312.30 0.00180482
3316.28 0.00585706
3318.28 0.0217746
3319.27 0.0831030
3319.52 0.144299
3319.77 0.310639
3319.90 0.530324
3320.02 1.09396
3320.08 1.80224
3320.14 3.45048
3320.18 5.25683
3320.21 8.88022
3320.22 12.3237
3320.24 17.5554
3320.25 27.1454
3320.27 43.2088
3320.28 68.9279
3320.30 86.3502
3320.32 68.9282
3320.33 43.2091
3320.35 28.7899
3320.36 19.4621
3320.37 13.7910
3320.39 10.1915
3320.42 6.14309
3320.44 4.13035
3320.50 2.17513
3320.55 1.34552
3320.66 0.655535
3320.77 0.387974
3321.00 0.180620
3321.22 0.104332
3322.10 0.0273398
3323.88 0.00728471
3327.42 0.00216916
3334.50 0.000885088
3348.68 0.000599618
3377.02 0.000755951
3405.37 0.00205353
3412.45 0.00339283
3419.54 0.00718551
3423.08 0.0124520
3426.62 0.0273403
3428.40 0.0479263
3429.28 0.0684006
3430.17 0.105562
3431.05 0.184280
3431.50 0.261688
3431.94 0.400591
3432.16 0.516011
3432.38 0.688580
3432.60 0.966227
3432.83 1.44962
3433.05 2.41637
3433.16 3.30659
3433.27 4.77328
3433.38 7.49757
3433.43 9.78213
3433.49 13.2571
3433.55 19.0036
3433.60 28.8914
3433.66 47.7167
3433.68 63.7848
3433.71 85.7953
3433.76 137.289
3433.80 171.623
3433.85 137.285
3433.89 85.7930
3433.93 53.3372
3433.98 34.9315
3434.02 24.2175
3434.07 17.7427
3434.11 13.4166
3434.15 10.5279
3434.24 6.92037
3434.33 4.86236
3434.41 3.60913
3434.59 2.20969
3434.76 1.48605
3434.94 1.06878
3435.11 0.804050
3435.29 0.627533
3435.64 0.412215
3435.98 0.291344
3436.33 0.216806
3436.68 0.167631
3437.38 0.108837
3438.08 0.0763723
3439.47 0.0436400
3440.87 0.0282768
3442.26 0.0198710
3445.06 0.0114556
3450.64 0.00541989
3456.22 0.00332823
3478.55 0.00165334
3500.88 0.00337997
3506.46 0.00550513
3512.05 0.0116256
3514.84 0.0201578
3517.63 0.0442595
3519.02 0.0774914
3519.72 0.110445
3520.42 0.170020
3521.12 0.295516
3521.47 0.418135
3521.81 0.636565
3521.99 0.816869
3522.16 1.08418
3522.34 1.51054
3522.51 2.24137
3522.69 3.67205
3522.77 4.94891
3522.86 7.01591
3522.95 10.6685
3522.99 13.6722
3523.04 17.9634
3523.08 24.6885
3523.12 35.2882
3523.17 53.7546
3523.21 85.1628
3523.26 136.875
3523.30 170.356
3523.35 135.673
3523.39 85.1607
3523.42 60.2461
3523.45 44.0767
3523.49 33.1789
3523.52 25.6711
3523.58 16.3755
3523.64 11.3222
3523.70 8.22369
3523.77 6.25617
3523.89 3.94464
3524.02 2.70772
3524.14 1.97141
3524.27 1.49856
3524.39 1.17720
3524.64 0.781193
3524.89 0.555869
3525.14 0.415625
3525.39 0.322473
3525.89 0.210337
3526.39 0.147994
3527.39 0.0847661
3528.39 0.0549092
3529.39 0.0385147
3531.39 0.0220313
3535.39 0.0101166
3539.38 0.00590567
3547.38 0.00287806
3555.38 0.00181478
3571.37 0.00106458
3587.36 0.000823594
3603.35 0.000741395
3619.35 0.000734172
3651.33 0.000871556
3683.32 0.00127938
3699.31 0.00169971
3715.30 0.00246271
3723.30 0.00310036
3731.29 0.00406742
3739.29 0.00564237
3747.29 0.00848153
3751.28 0.0108555
3755.28 0.0144640
3759.28 0.0203551
3763.28 0.0309913
3765.28 0.0398799
3767.28 0.0533599
3769.28 0.0752591
3771.27 0.114422
3773.27 0.195282
3774.27 0.272767
3774.77 0.330153
3775.27 0.407626
3775.77 0.516232
3776.02 0.587569
3776.27 0.674749
3776.52 0.782802
3776.77 0.918912
3777.02 1.09361
3777.27 1.32174
3777.52 1.62993
3777.77 2.05795
3778.02 2.67526
3778.27 3.60792
3778.52 5.10060
3778.77 7.66447
3778.90 9.66105
3779.02 12.4329
3779.15 16.3283
3779.27 21.7148
3779.49 34.7411
3779.70 43.4228
3779.92 34.7363
3780.13 21.7101
3780.28 15.2648
3780.44 11.0054
3780.59 8.18850
3780.75 6.27817
3781.05 3.97940
3781.36 2.72882
3781.67 1.97828
3781.98 1.49827
3782.59 0.941805
3783.21 0.645251
3783.82 0.469698
3784.44 0.357246
3785.05 0.280979
3786.28 0.187183
3787.51 0.134060
3788.74 0.101134
3789.97 0.0793885
3792.43 0.0535361
3794.90 0.0396439
3797.36 0.0317323
3799.82 0.0273417
3804.74 0.0258869
3807.20 0.0292634
3809.66 0.0377678
3810.89 0.0456867
3812.12 0.0582592
3813.35 0.0794451
3814.58 0.118529
3815.20 0.151675
3815.81 0.202295
3816.43 0.285239
3817.04 0.435045
3817.35 0.560173
3817.66 0.748545
3817.97 1.05350
3818.27 1.59089
3818.43 2.03095
3818.58 2.68267
3818.73 3.70643
3818.89 5.43287
3819.04 8.73477
3819.12 11.6283
3819.20 16.2030
3819.27 24.0111
3819.35 38.7728
3819.39 51.6301
3819.43 70.6667
3819.46 100.397
3819.50 147.876
3819.55 236.140
3819.60 295.799
3819.65 236.133
3819.70 147.872
3819.73 109.666
3819.76 82.3088
3819.82 49.6740
3819.88 32.6020
3819.94 22.8449
3820.00 16.8260
3820.06 12.8789
3820.18 8.24204
3820.30 5.69667
3820.42 4.17779
3820.65 2.51434
3820.89 1.67471
3821.13 1.19666
3821.37 0.897821
3821.61 0.698690
3822.09 0.457809
3822.57 0.323778
3823.05 0.241307
3823.53 0.187175
3824.48 0.122538
3825.44 0.0869084
3827.35 0.0509550
3829.27 0.0340309
3831.18 0.0247033
3835.01 0.0152573
3838.84 0.0107893
3842.67 0.00834398
3850.32 0.00606944
3857.98 0.00565893
3865.63 0.00757615
3869.46 0.0110819
3873.29 0.0216103
3875.20 0.0364649
3877.11 0.0786086
3878.07 0.136815
3878.55 0.194670
3879.03 0.299347
3879.51 0.520503
3879.75 0.736579
3879.99 1.12207
3880.22 1.91396
3880.34 2.67156
3880.46 3.97066
3880.58 6.53363
3880.64 8.85206
3880.70 12.5618
3880.76 19.2900
3880.79 24.8215
3880.82 33.0156
3880.85 45.7794
3880.88 66.8754
3880.91 103.986
3880.94 170.809
3880.97 273.540
3881.00 341.348
3881.03 273.538
3881.06 170.514
3881.09 97.6719
3881.13 60.8948
3881.16 40.8404
3881.19 29.0448
3881.23 21.4403
3881.26 16.5558
3881.32 10.6882
3881.39 7.41239
3881.46 5.45827
3881.59 3.30772
3881.72 2.20911
3881.85 1.58242
3882.12 0.924226
3882.39 0.604500
3882.65 0.426667
3883.18 0.245300
3883.71 0.159263
3884.24 0.111954
3885.30 0.0642585
3887.42 0.0296809
3889.55 0.0174116
3893.79 0.00852371
3898.03 0.00534310
3906.52 0.00298298
3915.01 0.00209858
3931.98 0.00140777
3948.96 0.00115863
3965.93 0.00109887
3982.91 0.00125993
3999.88 0.00246858
4008.37 0.00736255
4012.62 0.0267120
4013.68 0.0465460
4014.74 0.102373
4015.27 0.179150
4015.80 0.391619
4016.06 0.677535
4016.20 0.956390
4016.33 1.44568
4016.46 2.44465
4016.53 3.37424
4016.59 4.95113
4016.66 8.00731
4016.69 10.6546
4016.73 14.8354
4016.76 21.9599
4016.79 35.3975
4016.81 47.3189
4016.83 64.3279
4016.84 92.6913
4016.86 134.730
4016.88 215.571
4016.90 269.467
4016.92 215.571
4016.94 134.730
4016.97 76.0153
4016.99 46.4730
4017.02 30.7597
4017.04 21.9605
4017.07 16.2123
4017.09 12.4291
4017.14 8.00775
4017.19 5.53664
4017.24 4.07445
4017.34 2.46713
4017.44 1.64528
4017.54 1.17457
4017.73 0.685815
4017.93 0.448188
4018.13 0.316239
4018.52 0.181656
4019.31 0.0826908
4020.10 0.0473143
4021.68 0.0216936
4023.26 0.0126419
4029.57 0.00385760
4042.20 0.00170687
4054.82 0.00140472
4067.45 0.00143908
4080.08 0.00169121
4092.70 0.00237629
4099.02 0.00322768
4105.33 0.00545865
4111.64 0.0167494
4113.22 0.0282089
4114.80 0.0604605
4115.59 0.104907
4116.38 0.229004
4116.77 0.398058
4116.97 0.563325
4117.17 0.858487
4117.36 1.47047
4117.46 2.05638
4117.56 3.06261
4117.66 5.06203
4117.71 6.85908
4117.76 9.80017
4117.81 15.2326
4117.83 19.7700
4117.86 26.2605
4117.88 36.8975
4117.91 53.9769
4117.93 85.9201
4117.95 144.642
4117.98 230.413
4118.00 289.293
4118.02 230.413
4118.05 144.642
4118.06 105.619
4118.07 79.3625
4118.10 47.2345
4118.13 30.7226
4118.16 21.3972
4118.19 15.6917
4118.22 11.9722
4118.28 7.60229
4118.34 5.24203
4118.39 3.82854
4118.51 2.29555
4118.63 1.52738
4118.74 1.08894
4118.97 0.633543
4119.21 0.414210
4119.44 0.292090
4119.90 0.168180
4120.83 0.0773436
4121.75 0.0449708
4123.61 0.0216355
4125.46 0.0134893
4132.88 0.00617128
4136.59 0.00571979
4140.30 0.00587052
4147.72 0.00752045
4151.43 0.00920792
4155.14 0.0119001
4158.84 0.0164108
4162.55 0.0246861
4164.41 0.0316652
4166.26 0.0423058
4168.12 0.0597120
4169.97 0.0910632
4170.90 0.117185
4171.83 0.156544
4172.75 0.219931
4173.68 0.331715
4174.14 0.422863
4174.61 0.557144
4174.84 0.649837
4175.07 0.767681
4175.30 0.920610
4175.53 1.12294
4175.77 1.40092
4176.00 1.79521
4176.23 2.37976
4176.46 3.29144
4176.58 3.95500
4176.69 4.83392
4176.81 6.02771
4176.93 7.69625
4177.04 10.1039
4177.16 13.6954
4177.27 19.2047
4177.39 27.5871
4177.54 44.1375
4177.70 55.1690
4177.86 44.1334
4178.01 27.5832
4178.18 16.1948
4178.36 10.1773
4178.53 6.85961
4178.70 4.90337
4178.87 3.65743
4179.04 2.82573
4179.39 1.82752
4179.73 1.27404
4180.07 0.938456
4180.76 0.568680
4181.45 0.380964
4182.13 0.272938
4182.82 0.205179
4183.51 0.159919
4184.88 0.105128
4186.26 0.0744992
4187.63 0.0556701
4189.00 0.0432862
4191.75 0.0285132
4194.50 0.0203937
4197.25 0.0154659
4199.99 0.0122641
4205.49 0.00852116
4210.98 0.00654261
4221.97 0.00478619
4232.96 0.00439793
4243.95 0.00514500
4254.94 0.0100224
4257.69 0.0147374
4260.44 0.0274692
4261.81 0.0445470
4263.19 0.0914679
4263.87 0.154897
4264.56 0.328503
4264.91 0.560140
4265.08 0.783437
4265.25 1.17237
4265.42 1.95392
4265.51 2.67676
4265.59 3.86942
4265.68 6.10563
4265.72 8.01665
4265.76 10.9603
4265.81 15.8001
4265.85 24.4461
4265.89 41.5036
4265.91 55.8318
4265.93 77.1634
4265.97 123.083
4266.00 154.327
4266.03 123.082
4266.07 77.1630
4266.09 53.4397
4266.11 38.3071
4266.14 28.3815
4266.16 21.6922
4266.21 13.5747
4266.26 9.28816
4266.31 6.68953
4266.36 5.06577
4266.45 3.17373
4266.55 2.17206
4266.65 1.58003
4266.84 0.948002
4267.03 0.633061
4267.23 0.455799
4267.61 0.273371
4268.39 0.142439
4269.16 0.105198
4269.94 0.108502
4270.71 0.170469
4271.10 0.268183
4271.49 0.544853
4271.68 0.917267
4271.78 1.27635
4271.87 1.89688
4271.97 3.14191
4272.02 4.30164
4272.07 6.19241
4272.12 9.75399
4272.14 12.7143
4272.16 17.2144
4272.19 24.4799
4272.21 37.1246
4272.24 61.1383
4272.25 81.1819
4272.26 111.972
4272.28 177.547
4272.30 223.642
4272.32 177.546
4272.34 111.687
4272.36 67.0353
4272.38 43.4044
4272.40 29.8710
4272.42 21.6314
4272.44 16.3156
4272.46 12.7131
4272.50 8.31293
4272.54 5.84480
4272.58 4.32900
4272.66 2.64617
4272.74 1.78428
4272.82 1.28538
4272.98 0.760480
4273.30 0.360063
4273.62 0.213020
4274.26 0.103577
4274.90 0.0636519
4276.19 0.0337714
4277.47 0.0226185
4282.59 0.0108432
4287.72 0.00869311
4292.85 0.00841495
4303.10 0.0100510
4313.35 0.0143466
4318.48 0.0181493
4323.60 0.0239988
4328.73 0.0335569
4333.86 0.0506379
4336.42 0.0647093
4338.98 0.0856879
4340.27 0.100276
4341.55 0.118945
4342.19 0.130316
4342.83 0.143404
4343.47 0.158572
4344.11 0.176251
4344.75 0.197095
4345.39 0.221861
