Nb-93(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
2154.68 96.1025
2154.74 130.994
2154.80 180.508
2154.90 308.957
2155.00 412.364
2155.10 353.265
2155.21 237.502
2155.33 147.070
2155.45 98.4073
2155.57 71.1026
2155.69 54.5813
2155.81 43.8799
2155.93 36.5507
2156.16 27.4268
2156.40 22.0838
2156.64 18.6755
2157.12 14.6436
2157.60 12.3909
2158.08 10.9804
2158.56 10.0212
2159.04 9.33037
2160.00 8.40614
2160.96 7.82004
2161.92 7.41540
2162.87 7.11981
2164.79 6.71540
2166.71 6.45035
2168.62 6.26164
2170.54 6.11921
2174.38 5.91577
2178.21 5.77722
2180.13 5.72775
2182.04 5.70264
2183.00 5.71634
2183.48 5.74204
2183.96 5.79754
2184.44 5.92436
2184.68 6.05030
2184.92 6.27085
2185.16 6.70775
2185.28 7.10294
2185.40 7.74000
2185.52 8.88046
2185.58 9.81083
2185.64 11.1778
2185.70 13.2833
2185.76 16.7078
2185.82 22.5968
2185.88 32.7611
2185.94 49.3048
2186.00 60.1318
2186.06 49.0280
2186.12 32.7696
2186.17 24.8303
2186.21 19.5365
2186.25 16.0065
2186.29 13.6430
2186.38 10.6989
2186.47 9.09705
2186.55 8.12114
2186.64 7.49921
2186.81 6.77012
2186.98 6.37884
2187.15 6.14462
2187.49 5.88876
2187.83 5.75758
2188.18 5.67985
2188.86 5.59246
2190.23 5.50968
2191.59 5.46241
2194.33 5.39446
2197.06 5.33682
2202.53 5.22612
2208.00 5.10507
2213.48 4.95116
2216.21 4.84801
2218.95 4.71052
2221.68 4.50815
2223.05 4.36207
2224.42 4.16283
2225.10 4.03279
2225.78 3.87382
2226.47 3.67689
2227.15 3.43405
2227.49 3.29641
2227.83 3.15710
2228.18 3.04236
2228.52 3.03317
2228.69 3.13690
2228.86 3.40558
2229.03 4.00727
2229.20 5.33341
2229.29 6.55013
2229.37 8.42670
2229.46 11.5014
2229.54 16.6725
2229.63 26.2110
2229.67 34.0196
2229.72 45.0523
2229.76 61.9261
2229.80 87.3620
2229.84 128.777
2229.89 193.459
2229.94 332.400
2230.00 443.405
2230.06 379.879
2230.12 255.921
2230.15 192.399
2230.19 147.813
2230.23 116.768
2230.27 94.7676
2230.35 66.8596
2230.43 50.6522
2230.51 40.4315
2230.58 33.5569
2230.74 25.1119
2230.90 20.2590
2231.05 17.1745
2231.36 13.5625
2231.67 11.5450
2231.99 10.2791
2232.30 9.41767
2232.61 8.79834
2233.23 7.96605
2233.86 7.43724
2234.48 7.07124
2235.10 6.80369
2236.35 6.43720
2237.60 6.19701
2240.09 5.89757
2242.59 5.71395
2245.08 5.58614
2250.07 5.41143
2260.04 5.18985
2270.02 5.02342
2289.97 4.70051
2299.94 4.49992
2304.93 4.37197
2307.42 4.28981
2308.67 4.23879
2308.98 4.22937
2309.29 4.23925
2309.45 4.27459
2309.61 4.39238
2309.68 4.54534
2309.76 4.88476
2309.84 5.77101
2309.88 6.76061
2309.92 8.50564
2309.96 11.6911
2310.00 14.2332
2310.04 12.7723
2310.08 9.94935
2310.13 7.71516
2310.18 6.53649
2310.23 5.85920
2310.28 5.45676
2310.37 5.00975
2310.47 4.78090
2310.67 4.55852
2310.86 4.45253
2311.63 4.29551
2313.19 4.18691
2316.29 4.04077
2319.39 3.88570
2322.49 3.69726
2325.59 3.45175
2327.14 3.29513
2328.69 3.10410
2330.24 2.86166
2331.02 2.71254
2331.79 2.53756
2332.57 2.33109
2332.96 2.21841
2333.34 2.11206
2333.73 2.05828
2333.92 2.10197
2334.12 2.28042
2334.31 2.81522
2334.41 3.40364
2334.41 3.43782
2334.42 3.46922
2334.42 3.53341
2334.43 3.66764
2334.46 3.96178
2334.51 4.67498
2334.60 6.90545
2334.70 11.2790
2334.72 13.0786
2334.75 15.4597
2334.77 18.5441
2334.80 22.5498
2334.82 27.8119
2334.84 34.7893
2334.87 44.0777
2334.89 56.3525
2334.92 74.3120
2334.95 95.8523
2335.00 128.213
2335.03 125.154
2335.05 110.487
2335.11 74.6597
2335.15 52.6740
2335.20 38.8604
2335.24 29.9156
2335.29 23.9224
2335.38 16.6763
2335.47 12.7322
2335.56 10.2940
2335.65 8.70173
2335.83 6.76497
2336.01 5.64830
2336.19 4.93467
2336.55 4.08813
2336.92 3.61570
2337.28 3.34530
2338.00 3.26376
2338.68 4.05787
2339.02 5.19506
2339.35 7.48845
2339.52 9.46998
2339.69 12.4131
2339.86 16.9494
2340.03 24.2418
2340.20 36.6181
2340.37 59.1087
2340.45 77.4560
2340.54 103.345
2340.62 141.276
2340.71 195.358
2340.85 336.403
2341.00 451.338
2341.15 387.587
2341.29 260.524
2341.44 172.389
2341.58 120.625
2341.73 89.2043
2341.88 69.3723
2342.02 55.9855
2342.17 46.6549
2342.46 34.7049
2342.75 27.5579
2343.04 22.9192
2343.62 17.3898
2344.20 14.2678
2344.78 12.2982
2345.36 10.9514
2345.94 9.97648
2347.11 8.66216
2348.27 7.81693
2349.43 7.22383
2350.60 6.78007
2352.92 6.13914
2355.25 5.65551
2356.41 5.42671
2356.99 5.30670
2357.57 5.17985
2358.15 5.04935
2358.45 4.99285
2358.74 4.96640
2359.03 5.04300
2359.17 5.19089
2359.32 5.52702
2359.46 6.32411
2359.54 7.11097
2359.61 8.42192
2359.68 10.8171
2359.75 15.4529
2359.79 19.6059
2359.83 25.7704
2359.86 35.3640
2359.90 50.3492
2359.92 65.5541
2359.95 83.8193
2360.00 110.658
2360.05 95.5051
2360.10 65.7727
2360.14 51.5941
2360.17 41.5909
2360.23 29.0354
2360.29 22.0519
2360.35 17.8461
2360.42 15.0922
2360.48 13.2425
2360.60 10.9290
2360.73 9.56716
2360.85 8.69882
2361.10 7.66397
2361.35 7.07476
2361.60 6.69883
2362.09 6.24218
2362.59 5.97079
2363.09 5.78612
2364.08 5.53998
2365.08 5.37257
2366.07 5.24383
2368.06 5.04414
2372.03 4.74361
2376.01 4.49271
2383.96 4.01492
2387.94 3.74965
2388.93 3.67383
2389.93 3.58963
2390.43 3.54404
2390.92 3.50387
2391.17 3.50189
2391.42 3.56648
2391.54 3.69195
2391.67 4.04060
2391.73 4.44668
2391.79 5.26206
2391.82 5.98475
2391.85 7.10271
2391.89 8.88272
2391.92 11.7348
2391.96 17.7705
2392.00 22.7316
2392.04 20.0314
2392.08 14.5591
2392.11 11.8955
2392.14 10.0460
2392.19 7.74974
2392.24 6.46764
2392.29 5.71785
2392.40 4.89749
2392.50 4.48174
2392.71 4.07897
2392.92 3.88673
2393.34 3.69552
2393.76 3.59303
2394.60 3.46691
2395.44 3.37640
2398.79 3.09197
2402.14 2.85470
2405.50 2.72812
2407.17 2.78119
2408.85 3.01704
2410.53 3.62985
2412.20 5.07672
2413.04 6.43775
2413.88 8.59581
2414.72 12.1405
2415.56 18.2549
2416.40 29.5656
2416.82 38.8853
2417.23 52.5105
2417.65 73.1029
2418.07 105.358
2418.49 157.528
2418.91 242.635
2419.46 416.608
2420.00 559.282
2420.55 480.647
2421.10 322.239
2421.63 215.959
2422.16 152.227
2422.69 113.300
2423.21 88.3176
2423.74 71.4286
2424.27 59.5404
2425.33 44.2587
2426.38 35.1076
2427.44 29.1570
2429.55 22.0384
2431.66 18.0215
2433.78 15.4843
2435.89 13.7518
2438.00 12.4998
2442.23 10.8128
2446.45 9.71761
2448.57 9.28860
2450.68 8.89550
2451.74 8.69680
2452.26 8.59234
2452.79 8.48247
2453.32 8.37025
2453.58 8.32074
2453.85 8.29338
2454.11 8.34152
2454.24 8.44571
2454.38 8.68709
2454.51 9.25725
2454.57 9.81756
2454.64 10.7622
2454.71 12.4563
2454.77 15.7588
2454.81 18.6099
2454.84 22.9169
2454.87 29.5799
2454.90 39.9166
2454.95 63.0788
2455.00 82.1676
2455.05 71.8750
2455.10 50.9124
2455.14 38.5198
2455.17 30.5904
2455.21 25.3540
2455.25 21.7922
2455.33 17.4551
2455.40 15.0280
2455.48 13.5141
2455.55 12.5236
2455.71 11.3147
2455.86 10.6159
2456.01 10.1714
2456.32 9.63716
2456.62 9.32814
2456.93 9.12465
2457.54 8.86718
2458.15 8.70569
2458.76 8.59270
2459.98 8.45277
2461.20 8.41794
2461.81 8.46540
2462.42 8.60615
2462.72 8.74346
2463.03 8.96397
2463.33 9.33236
2463.64 9.99182
2463.94 11.3125
2464.09 12.5242
2464.25 14.5033
2464.40 18.0950
2464.48 21.0453
2464.55 25.4294
2464.63 32.2847
2464.70 43.6720
2464.78 63.8424
2464.86 100.815
2464.93 156.809
2465.00 193.378
2465.07 156.024
2465.15 100.849
2465.23 60.4598
2465.32 40.2179
2465.40 29.3495
2465.49 23.0245
2465.57 19.0719
2465.66 16.4542
2465.83 13.3279
2466.00 11.6017
2466.17 10.5607
2466.51 9.41039
2466.85 8.81622
2467.19 8.46687
2467.53 8.23991
2467.87 8.08140
2468.55 7.87320
2469.23 7.73968
2470.59 7.56706
2471.95 7.44884
2473.31 7.35510
2476.04 7.20346
2478.76 7.07813
2481.48 6.96955
2486.93 6.78984
2492.37 6.65961
2495.09 6.62233
2497.82 6.62247
2499.18 6.64910
2500.54 6.70901
2501.90 6.82937
2503.26 7.07298
2503.94 7.28604
2504.62 7.61354
2505.30 8.14760
2505.98 9.08925
2506.66 10.9713
2507.00 12.6946
2507.34 15.5466
2507.68 20.7681
2507.85 25.1319
2508.02 31.7145
2508.19 42.2246
2508.36 60.2126
2508.53 93.4933
2508.70 158.203
2508.85 249.716
2509.00 310.841
2509.15 249.776
2509.30 158.293
2509.43 103.320
2509.57 71.2691
2509.70 52.0389
2509.84 39.9350
2510.11 26.3825
2510.38 19.5317
2510.65 15.6052
2510.92 13.1728
2511.46 10.4355
2512.00 9.01029
2512.54 8.17639
2513.08 7.64322
2513.62 7.28143
2514.70 6.83007
2515.78 6.56555
2516.87 6.39267
2517.95 6.27005
2520.11 6.10304
2522.27 5.98777
2526.60 5.81679
2530.92 5.66739
2535.24 5.49865
2537.41 5.38617
2538.49 5.31390
2539.57 5.22264
2540.65 5.10020
2541.19 5.02154
2541.73 4.92941
2542.27 4.83342
2542.54 4.80211
2542.81 4.82145
2543.08 5.00709
2543.22 5.27082
2543.35 5.82086
2543.49 7.04204
2543.56 8.21360
2543.62 10.1149
2543.69 13.4900
2543.76 19.7647
2543.79 25.1002
2543.83 32.9759
2543.86 44.8250
2543.89 62.0137
2543.92 81.3824
2543.95 104.761
2544.00 139.466
2544.03 136.244
2544.05 120.323
2544.11 82.4200
2544.14 64.4919
2544.17 51.8132
2544.24 35.8666
2544.30 26.9738
2544.36 21.6074
2544.43 18.1342
2544.49 15.7549
2544.62 12.7797
2544.75 11.0414
2544.88 9.92478
2545.13 8.60123
2545.39 7.85564
2545.65 7.38647
2545.90 7.06502
2546.16 6.83170
2546.67 6.51552
2547.18 6.31146
2548.21 6.06012
2549.23 5.90718
2550.26 5.80083
2552.31 5.65454
2556.40 5.46483
2560.50 5.31872
2564.60 5.17927
2568.70 5.02185
2570.75 4.92179
2571.78 4.85997
2572.80 4.78446
2573.83 4.68645
2574.34 4.62511
2574.85 4.55422
2575.36 4.48112
2575.62 4.45710
2575.87 4.47032
2576.13 4.60406
2576.26 4.79486
2576.39 5.19259
2576.51 6.07416
2576.58 6.91061
2576.64 8.28613
2576.71 10.6844
2576.77 15.1947
2576.80 18.9622
2576.83 24.4868
2576.87 32.7335
2576.90 45.0284
2576.92 58.7840
2576.95 74.6526
2577.00 99.1075
2577.05 86.1723
2577.10 59.4644
2577.16 38.1306
2577.22 26.7127
2577.29 20.3332
2577.35 16.5314
2577.41 14.0216
2577.47 12.3038
2577.59 10.1710
2577.71 8.91353
2577.83 8.11204
2578.07 7.15926
2578.32 6.62047
2578.56 6.27909
2579.04 5.87422
2579.53 5.64107
2580.02 5.48864
2580.99 5.29650
2581.96 5.17495
2582.93 5.08672
2584.87 4.95744
2588.75 4.77065
2592.63 4.61328
2600.40 4.30973
2608.17 3.99737
2612.05 3.84851
2615.93 3.73103
2619.82 3.70470
2623.70 3.93038
2627.58 4.89972
2629.52 6.11070
2631.46 8.48480
2633.41 13.4798
2634.38 18.0432
2635.35 25.3074
2636.32 37.5079
2637.29 59.3305
2638.26 101.262
2638.75 136.144
2639.23 185.579
2640.12 319.106
2641.00 429.679
2641.89 371.473
2642.77 251.201
2643.65 167.244
2644.54 117.530
2645.42 87.5179
2646.30 68.4132
2647.19 55.5873
2648.07 46.5688
2649.84 34.9949
2651.60 28.0411
2653.37 23.4422
2654.25 21.6576
2655.13 20.0945
2655.58 19.3981
2655.80 19.0980
2656.02 18.8834
2656.24 18.8976
2656.35 19.1256
2656.46 19.7001
2656.57 21.0729
2656.63 22.3753
2656.68 24.4917
2656.74 28.0926
2656.79 34.5985
2656.85 47.2031
2656.90 72.8005
2656.95 113.553
2657.00 147.533
2657.05 129.572
2657.10 92.6988
2657.13 74.8235
2657.16 62.3287
2657.23 46.8096
2657.29 38.2510
2657.35 33.1085
2657.41 29.7342
2657.47 27.4551
2657.60 24.5676
2657.72 22.8240
2657.85 21.6746
2658.10 20.2228
2658.34 19.3121
2658.59 18.6637
2659.09 17.7477
2660.09 16.5413
2661.08 15.6758
2663.07 14.3834
2665.06 13.4129
2669.04 12.0028
2673.02 11.0061
2676.99 10.2408
2680.97 9.58783
2682.96 9.25655
2684.95 8.85974
2685.95 8.59134
2686.44 8.42013
2686.94 8.20864
2687.44 7.94122
2687.69 7.78784
2687.94 7.64300
2688.19 7.59493
2688.31 7.70752
2688.43 8.08988
2688.56 9.20411
2688.62 10.4168
2688.68 12.6224
2688.74 16.9282
2688.81 26.2729
2688.84 35.1748
2688.87 49.9153
2688.90 75.4938
2688.93 121.838
2688.97 205.432
2689.00 276.215
2689.04 239.051
2689.07 163.503
2689.09 126.394
2689.11 100.185
2689.16 67.3934
2689.20 49.7235
2689.25 39.4818
2689.29 32.7740
2689.34 28.3156
2689.43 22.7029
2689.52 19.4410
2689.60 17.3506
2689.78 14.8748
2689.96 13.4829
2690.14 12.6008
2690.32 11.9948
2690.49 11.5537
2690.85 10.9527
2691.21 10.5627
2691.92 10.0782
2692.63 9.78049
2693.34 9.57285
2694.77 9.28821
2697.62 8.93686
2700.47 8.70210
2703.32 8.52580
2706.17 8.40192
2707.59 8.37742
2708.31 8.38919
2709.02 8.43812
2709.73 8.57627
2710.09 8.72448
2710.44 8.99672
2710.80 9.56004
2710.98 10.0875
2711.16 10.9780
2711.34 12.6464
2711.42 14.0811
2711.51 16.3032
2711.60 19.9826
2711.69 26.6224
2711.74 32.1232
2711.78 39.9292
2711.83 51.7712
2711.87 68.9023
2711.94 105.666
2712.00 129.676
2712.07 105.099
2712.13 68.9333
2712.17 52.4434
2712.22 41.0424
2712.30 27.6875
2712.38 20.8284
2712.47 16.9891
2712.55 14.6040
2712.63 13.0638
2712.80 11.2349
2712.97 10.2376
2713.14 9.64125
2713.47 8.98749
2713.80 8.65231
2714.14 8.45621
2714.81 8.24049
2715.48 8.12443
2716.15 8.04974
2717.48 7.95248
2720.16 7.82955
2722.83 7.73772
2725.51 7.65868
2728.18 7.58741
2733.53 7.46062
2744.24 7.24745
2749.59 7.14950
2752.26 7.09195
2753.60 7.04899
2754.27 7.02658
2754.44 7.03607
2754.60 7.09387
2754.69 7.18806
2754.77 7.43068
2754.85 8.23221
2754.90 9.36187
2754.94 11.9699
2754.97 15.5814
2755.00 18.6900
2755.03 17.0646
2755.06 13.8095
2755.10 11.0813
2755.14 9.68869
2755.22 8.44892
2755.30 7.94828
2755.38 7.69528
2755.54 7.45259
2755.70 7.33928
2756.33 7.18283
2757.59 7.10324
2760.12 7.04167
2765.17 6.96410
2775.27 6.84019
2795.49 6.63414
2805.59 6.54047
2815.70 6.44500
2820.75 6.39170
2823.28 6.36127
2825.80 6.32579
2828.33 6.28056
2829.59 6.25105
2830.86 6.21306
2832.12 6.16002
2833.38 6.07761
2834.01 6.01775
2834.64 5.95187
2834.96 5.94644
2835.12 5.97942
2835.28 6.08214
2835.43 6.36862
2835.51 6.67760
2835.59 7.23456
2835.67 8.31094
2835.75 10.6155
2835.79 12.8161
2835.83 16.3198
2835.87 22.2469
2835.91 32.4406
2835.93 41.7017
2835.95 52.4178
2836.00 68.7161
2836.05 60.0338
2836.09 42.4866
2836.13 32.6060
2836.16 26.0842
2836.20 21.6466
2836.23 18.5563
2836.30 14.7020
2836.37 12.4959
2836.44 11.0988
2836.50 10.1785
2836.64 9.04866
2836.78 8.39411
2836.91 7.97999
2837.18 7.49024
2837.73 7.03885
2838.28 6.83109
2838.82 6.71176
2839.37 6.63421
2840.46 6.53792
2841.55 6.47898
2842.64 6.43783
2844.82 6.38121
2847.00 6.34103
2849.18 6.30877
2853.55 6.25549
2862.27 6.16493
2871.00 6.07701
2884.94 5.91722
2891.92 5.81693
2898.89 5.68991
2905.86 5.51349
2909.35 5.39163
2912.83 5.22955
2916.32 4.99679
2918.06 4.83495
2919.80 4.62349
2920.67 4.49192
2921.55 4.33899
2922.42 4.16340
2923.29 3.97650
2923.72 3.89387
2924.16 3.84425
2924.60 3.88110
2925.03 4.14141
2925.47 5.03192
2925.69 6.07130
2925.90 8.02202
2926.12 11.9824
2926.23 15.4898
2926.34 20.9297
2926.45 29.7512
2926.56 44.8293
2926.67 72.0614
2926.77 122.101
2926.89 210.874
2927.00 284.650
2927.11 246.639
2927.23 167.751
2927.35 108.895
2927.47 75.5192
2927.60 56.0432
2927.72 44.0085
2927.84 35.9792
2927.96 30.3994
2928.21 23.3461
2928.46 19.1511
2928.70 16.4442
2929.19 13.2033
2929.68 11.3709
2930.17 10.2074
2930.66 9.40771
2931.16 8.82536
2932.14 8.03292
2933.12 7.51458
2935.08 6.85870
2937.05 6.43127
2939.01 6.09623
2940.97 5.78595
2941.96 5.61979
2942.45 5.55351
2942.69 5.66448
2942.82 6.14549
2942.88 7.06277
2942.91 8.14220
2942.94 10.1061
2942.97 13.6131
2943.00 16.4536
2943.03 15.0253
2943.06 11.8795
2943.10 9.42077
2943.14 8.06616
2943.21 6.86239
2943.29 6.35883
2943.36 6.09624
2943.66 5.69542
2944.26 5.44934
2945.46 5.18244
2946.66 4.94541
2947.86 4.72224
2948.47 4.63554
2949.07 4.60045
2949.67 4.68738
2950.27 5.07447
2950.87 6.27443
2951.17 7.62199
2951.47 10.1068
2951.77 15.0133
2951.92 19.2740
2952.07 25.7722
2952.22 36.0954
2952.37 53.2843
2952.52 83.2900
2952.67 136.855
2952.83 236.037
2953.00 318.798
2953.17 276.509
2953.34 188.159
2953.47 136.784
2953.60 102.888
2953.73 80.3608
2953.86 64.9640
2954.12 46.0703
2954.39 35.4961
2954.65 28.9267
2954.91 24.5725
2955.43 19.2581
2955.96 16.2053
2956.48 14.2641
2957.01 12.9304
2957.53 11.9669
2958.58 10.6717
2959.63 9.84827
2960.68 9.27983
2961.73 8.86405
2963.83 8.29534
2965.93 7.92278
2968.02 7.65724
2970.12 7.45605
2974.32 7.16304
2978.52 6.94226
2980.61 6.83793
2982.71 6.71964
2983.76 6.64430
2984.81 6.54411
2985.34 6.48079
2985.86 6.42579
2986.12 6.44310
2986.25 6.49868
2986.38 6.63862
2986.52 6.98758
2986.58 7.34477
2986.65 7.95032
2986.71 9.07827
2986.78 11.2971
2986.81 13.2812
2986.84 16.3428
2986.88 21.1985
2986.91 28.8240
2986.93 36.2302
2986.95 45.4246
2987.00 59.6049
2987.05 52.4396
2987.09 37.5304
2987.12 29.9554
2987.15 24.5068
2987.21 18.0632
2987.28 14.6214
2987.34 12.5994
2987.40 11.2955
2987.46 10.4283
2987.58 9.35176
2987.70 8.72113
2987.83 8.31959
2988.07 7.83914
2988.56 7.39047
2989.05 7.17629
2990.03 6.95718
2991.01 6.82877
2991.99 6.72380
2992.97 6.60990
2993.46 6.53902
2993.95 6.45949
2994.20 6.43745
2994.44 6.52146
2994.56 6.73614
2994.69 7.41421
2994.75 8.27665
2994.81 10.1537
2994.84 11.9788
2994.87 14.8977
2994.90 20.1230
2994.93 29.3669
2994.95 37.0643
2994.97 46.2505
2995.00 60.8507
2995.04 53.4570
2995.07 38.2782
2995.10 29.5384
2995.12 23.6238
2995.15 19.6870
2995.18 16.9941
2995.23 13.6966
2995.28 11.8679
2995.34 10.7094
2995.39 9.93890
2995.50 9.00588
2995.71 8.12279
2995.93 7.71635
2996.36 7.33644
2996.79 7.15723
2997.65 6.97977
2998.50 6.88640
3000.22 6.77523
3001.08 6.73179
3001.51 6.72494
3001.72 6.79847
3001.83 7.03474
3001.88 7.44627
3001.94 8.65493
3002.00 11.3352
3002.06 9.41072
3002.13 7.88350
3002.20 7.36303
3002.33 7.01673
3002.60 6.84182
3003.14 6.75596
3004.22 6.70030
3006.37 6.64423
3010.68 6.57121
3019.29 6.47057
3036.52 6.33401
3053.75 6.23370
3070.98 6.14994
3088.21 6.07318
3105.44 5.99436
3114.06 5.94854
3118.36 5.92138
3122.67 5.88865
3126.98 5.84519
3129.13 5.81584
3131.29 5.77697
3133.44 5.72048
3134.52 5.68021
3135.59 5.62572
3136.67 5.54694
3137.21 5.49293
3137.75 5.42521
3138.29 5.34346
3138.56 5.30357
3138.82 5.28174
3139.09 5.33419
3139.23 5.44517
3139.36 5.70363
3139.50 6.32904
3139.56 6.94600
3139.63 7.99105
3139.70 9.90871
3139.77 13.6126
3139.80 16.8650
3139.83 21.6221
3139.87 29.1842
3139.90 40.5267
3139.93 52.5543
3139.95 67.1453
3140.00 89.7156
3140.05 78.5481
3140.10 54.7479
3140.14 42.2283
3140.17 33.7151
3140.20 27.6238
3140.24 23.4359
3140.31 18.0319
3140.38 14.8883
3140.45 12.9000
3140.51 11.5579
3140.65 9.90008
3140.79 8.93995
3140.93 8.32507
3141.20 7.59600
3141.48 7.18484
3141.76 6.92331
3142.31 6.61094
3142.86 6.42996
3143.41 6.30991
3144.52 6.15284
3145.62 6.03962
3146.72 5.92841
3147.27 5.86062
3147.83 5.77897
3148.10 5.74401
3148.38 5.77685
3148.52 5.91529
3148.65 6.40886
3148.72 7.07688
3148.79 8.60835
3148.83 10.1631
3148.86 12.7666
3148.90 17.4765
3148.93 26.3626
3148.97 42.0261
3149.00 54.9411
3149.04 48.6257
3149.07 34.6621
3149.11 24.3362
3149.15 18.3808
3149.19 14.9276
3149.23 12.7897
3149.30 10.4043
3149.38 9.16688
3149.54 7.96090
3149.69 7.39436
3150.01 6.86970
3150.32 6.62727
3150.94 6.39862
3151.57 6.28800
3152.81 6.17556
3154.06 6.11548
3156.56 6.04702
3159.05 6.00533
3164.04 5.95089
3169.03 5.91229
3179.01 5.85201
3188.99 5.79888
3198.97 5.74475
3208.95 5.68159
3213.94 5.64093
3216.43 5.61556
3218.93 5.58391
3221.42 5.54056
3222.67 5.51075
3223.92 5.47106
3225.16 5.41381
3226.41 5.32219
3227.03 5.25396
3227.66 5.17551
3227.97 5.16285
3228.13 5.19341
3228.28 5.29704
3228.44 5.59413
3228.52 5.91706
3228.59 6.49995
3228.67 7.62388
3228.75 10.0125
3228.79 12.2366
3228.83 15.8324
3228.87 21.8728
3228.90 32.1332
3228.93 41.0279
3228.95 52.2318
3229.00 69.6722
3229.05 61.0984
3229.10 43.1529
3229.13 34.4100
3229.15 28.2273
3229.21 20.4644
3229.27 16.1422
3229.33 13.5344
3229.39 11.8216
3229.45 10.6699
3229.56 9.22485
3229.68 8.37095
3229.79 7.82567
3230.03 7.17354
3230.49 6.57222
3230.96 6.29556
3231.43 6.13802
3231.89 6.03637
3232.82 5.91229
3233.75 5.83801
3234.69 5.78748
3236.55 5.72008
3240.27 5.63714
3244.00 5.57463
3247.73 5.51217
3251.45 5.43376
3253.32 5.37825
3255.18 5.29516
3256.11 5.23174
3257.04 5.14059
3257.51 5.08453
3257.97 5.05488
3258.21 5.11425
3258.32 5.21408
3258.44 5.43108
3258.56 5.93175
3258.61 6.40985
3258.67 7.19976
3258.73 8.57893
3258.79 11.1653
3258.85 16.4485
3258.88 21.0923
3258.90 27.9921
3258.93 35.7874
3258.95 45.2738
3259.00 59.9723
3259.05 52.8194
3259.10 37.4168
3259.13 29.9824
3259.16 24.4476
3259.22 17.6734
3259.28 14.0049
3259.34 11.8593
3259.40 10.4595
3259.47 9.50812
3259.59 8.33267
3259.71 7.64135
3259.84 7.20035
3260.08 6.67430
3260.58 6.18361
3261.07 5.95413
3262.06 5.72959
3263.04 5.61156
3265.02 5.46660
3266.99 5.35047
3268.96 5.21916
3269.95 5.13507
3270.94 5.02753
3271.92 4.88108
3272.42 4.78665
3272.91 4.67720
3273.41 4.56856
3273.65 4.54056
3273.90 4.58411
3274.15 4.85058
3274.27 5.20469
3274.39 5.91661
3274.52 7.45398
3274.58 8.87380
3274.64 11.1036
3274.70 14.9059
3274.76 21.5664
3274.79 26.9327
3274.82 34.4701
3274.85 45.1638
3274.88 59.6885
3274.91 78.4997
3274.94 101.297
3275.00 136.613
3275.03 134.245
3275.06 119.475
3275.12 82.4089
3275.16 63.4601
3275.19 50.3152
3275.27 34.3063
3275.35 25.5801
3275.42 20.5002
3275.50 17.2138
3275.58 15.0108
3275.73 12.2526
3275.88 10.6468
3276.03 9.61508
3276.34 8.39119
3276.65 7.69623
3276.95 7.25333
3277.56 6.72338
3278.17 6.41413
3278.79 6.20797
3280.01 5.93478
3281.23 5.73486
3282.45 5.54016
3283.06 5.42895
3283.68 5.32138
3283.98 5.31690
3284.13 5.37108
3284.29 5.52913
3284.44 5.95488
3284.52 6.40534
3284.59 7.18733
3284.67 8.67227
3284.75 11.6719
3284.78 14.3598
3284.82 18.5527
3284.86 25.2898
3284.90 36.3446
3284.92 46.9259
3284.95 59.9613
3285.00 79.7292
3285.05 70.1884
3285.10 49.1679
3285.14 38.2501
3285.17 30.4775
3285.21 25.0991
3285.25 21.3057
3285.32 16.5129
3285.39 13.7350
3285.46 11.9815
3285.53 10.7991
3285.68 9.33896
3285.82 8.49251
3285.97 7.94937
3286.25 7.30282
3286.54 6.93568
3286.83 6.70034
3287.41 6.41649
3287.98 6.24957
3288.56 6.13835
3289.71 5.99616
3290.86 5.90573
3292.01 5.84090
3294.31 5.74963
3296.62 5.68435
3298.92 5.63241
3303.52 5.54863
3312.73 5.41056
3321.94 5.27337
3331.16 5.10863
3335.76 5.00415
3340.37 4.87262
3344.97 4.69315
3347.27 4.57182
3349.58 4.41405
3350.73 4.31443
3351.88 4.19505
3353.03 4.04895
3354.18 3.86767
3354.76 3.76195
3355.33 3.64838
3355.91 3.53695
3356.48 3.46257
3357.06 3.55097
3357.35 3.78387
3357.64 4.35101
3357.92 5.74508
3358.07 7.14296
3358.21 9.52741
3358.36 13.8438
3358.43 17.3270
3358.50 22.3119
3358.57 29.6386
3358.64 40.7053
3358.72 57.7967
3358.79 83.7905
3358.89 144.383
3359.00 195.844
3359.05 192.394
3359.11 171.165
3359.21 117.307
3359.29 89.3510
3359.36 69.6072
3359.43 55.7953
3359.51 45.9663
3359.65 33.4299
3359.80 26.0965
3359.94 21.4402
3360.09 18.2879
3360.38 14.3915
3360.67 12.1167
3360.97 10.6554
3361.55 8.91693
3362.13 7.92720
3362.72 7.29303
3363.30 6.85000
3363.88 6.52230
3365.05 6.06227
3366.22 5.74547
3368.55 5.30342
3370.88 4.95600
3372.05 4.78445
3373.22 4.59764
3374.38 4.37642
3374.97 4.24342
3375.55 4.08948
3376.14 3.91580
3376.43 3.83354
3376.72 3.78606
3377.01 3.87174
3377.16 4.06193
3377.30 4.50368
3377.45 5.55866
3377.52 6.59504
3377.59 8.33422
3377.67 11.4218
3377.70 13.9114
3377.74 17.3276
3377.78 22.4022
3377.81 29.7031
3377.85 40.6377
3377.88 57.0035
3377.91 75.2376
3377.94 97.3559
3378.00 131.715
3378.03 129.501
3378.06 115.244
3378.12 79.3558
