Nb-93(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1124.53 4.84702
1125.12 4.84831
1125.41 4.87924
1125.71 4.96716
1126.00 5.20520
1126.15 5.46339
1126.29 5.93321
1126.44 6.88157
1126.51 7.72259
1126.58 9.04727
1126.66 11.2571
1126.73 15.2171
1126.80 22.9231
1126.84 29.5518
1126.88 38.8106
1126.91 49.4774
1126.94 62.0879
1127.00 80.1014
1127.06 68.1463
1127.12 46.3889
1127.17 35.7849
1127.21 28.4987
1127.29 19.6507
1127.37 14.9777
1127.45 12.2653
1127.53 10.5596
1127.61 9.41697
1127.77 8.02224
1127.93 7.22773
1128.10 6.72646
1128.42 6.14214
1128.74 5.81791
1129.07 5.61305
1129.72 5.36711
1130.36 5.21965
1131.01 5.11662
1132.31 4.96868
1134.90 4.74491
1137.49 4.51882
1140.08 4.23300
1141.37 4.04922
1142.67 3.82792
1143.31 3.70402
1143.96 3.57902
1144.61 3.47477
1145.26 3.46124
1145.58 3.54875
1145.90 3.78232
1146.23 4.31651
1146.55 5.51762
1146.71 6.63906
1146.87 8.42805
1147.04 11.4100
1147.20 16.6965
1147.28 20.9140
1147.36 26.9283
1147.44 35.8018
1147.52 49.4504
1147.60 71.5424
1147.68 109.554
1147.77 179.427
1147.81 234.754
1147.85 310.754
1147.92 524.045
1148.00 687.183
1148.08 576.869
1148.16 380.244
1148.21 282.882
1148.26 215.076
1148.31 168.135
1148.36 135.033
1148.47 93.3200
1148.57 69.3090
1148.68 54.2944
1148.78 44.2762
1148.99 32.1428
1149.19 25.2245
1149.40 20.8995
1149.82 15.8812
1150.23 13.1369
1150.65 11.4375
1151.06 10.2930
1151.48 9.47413
1152.31 8.38405
1153.14 7.69334
1154.80 6.85838
1156.46 6.35621
1158.12 6.00385
1161.44 5.48813
1163.10 5.26707
1164.76 5.05067
1166.42 4.83237
1168.08 4.62143
1168.91 4.53458
1169.74 4.48808
1170.57 4.54040
1171.40 4.84617
1171.82 5.21423
1172.23 5.87887
1172.65 7.10644
1173.06 9.49840
1173.48 14.6122
1173.68 19.4367
1173.89 27.3713
1174.10 41.5209
1174.20 52.8815
1174.31 68.9877
1174.41 93.0311
1174.51 129.876
1174.62 188.044
1174.72 279.341
1174.86 469.478
1175.00 616.023
1175.14 518.363
1175.28 342.191
1175.43 218.327
1175.57 148.535
1175.72 107.520
1175.86 82.2603
1176.01 65.5346
1176.15 54.0580
1176.44 39.5851
1176.73 31.1406
1177.03 25.7490
1177.61 19.4434
1178.19 15.9617
1178.77 13.8025
1179.35 12.3501
1179.93 11.3152
1181.10 9.94301
1182.26 9.07963
1183.42 8.48403
1184.59 8.04530
1186.91 7.42345
1188.08 7.18241
1189.24 6.96332
1190.41 6.75180
1190.99 6.64700
1191.57 6.54864
1192.15 6.48507
1192.44 6.50054
1192.73 6.61173
1193.02 6.98966
1193.17 7.43682
1193.31 8.29273
1193.46 10.1102
1193.53 11.8019
1193.61 14.5216
1193.68 19.3295
1193.75 28.3423
1193.79 36.2312
1193.82 47.7374
1193.86 65.3101
1193.90 92.2032
1193.92 120.163
1193.95 152.040
1194.00 197.532
1194.05 166.734
1194.11 112.011
1194.14 85.5703
1194.17 66.8919
1194.24 44.4612
1194.31 32.5673
1194.38 25.6441
1194.45 21.2820
1194.51 18.3556
1194.65 14.7790
1194.79 12.7399
1194.92 11.4537
1195.19 9.95735
1195.47 9.13206
1195.74 8.61592
1196.01 8.26436
1196.28 8.01045
1196.82 7.66449
1197.37 7.43830
1198.46 7.15325
1199.54 6.97312
1200.63 6.84371
1202.81 6.66005
1207.16 6.42248
1211.50 6.25395
1215.85 6.10870
1218.03 6.03514
1220.20 5.95376
1222.38 5.85402
1223.47 5.79093
1224.55 5.71296
1225.10 5.66623
1225.64 5.61335
1226.19 5.55497
1226.73 5.49757
1227.00 5.47655
1227.27 5.47256
1227.55 5.50997
1227.82 5.65121
1227.95 5.80956
1228.09 6.08756
1228.22 6.59086
1228.36 7.55599
1228.50 9.58832
1228.56 11.4776
1228.63 14.5678
1228.70 19.9772
1228.77 30.3276
1228.80 39.1749
1228.84 52.4687
1228.87 72.9390
1228.90 103.381
1228.95 171.417
1229.00 222.967
1229.05 188.262
1229.10 126.261
1229.15 80.0891
1229.21 54.7786
1229.26 40.3966
1229.31 31.6387
1229.37 25.9526
1229.42 22.0586
1229.53 17.2421
1229.64 14.4206
1229.74 12.6417
1229.96 10.5516
1230.17 9.39764
1230.39 8.68631
1230.60 8.20790
1230.82 7.86670
1231.25 7.41519
1231.68 7.13321
1232.11 6.94080
1232.54 6.80132
1233.40 6.61237
1234.26 6.49023
1235.98 6.34193
1237.71 6.26029
1238.57 6.23822
1239.43 6.23281
1240.29 6.25973
1240.72 6.30002
1241.15 6.38169
1241.58 6.56085
1241.79 6.73399
1242.01 7.03293
1242.22 7.60879
1242.33 8.12019
1242.44 8.92580
1242.55 10.3241
1242.65 12.9684
1242.71 15.2787
1242.76 18.8326
1242.82 24.5024
1242.87 33.4172
1242.93 49.9061
1243.00 60.9325
1243.07 49.9096
1243.13 33.4196
1243.17 26.1791
1243.21 21.1210
1243.30 15.1170
1243.38 11.9898
1243.46 10.2234
1243.54 9.11852
1243.62 8.40196
1243.79 7.54694
1243.95 7.08069
1244.11 6.79899
1244.44 6.48939
1244.76 6.33064
1245.09 6.23728
1245.74 6.13470
1246.39 6.07965
1247.05 6.04449
1248.35 5.99947
1249.65 5.96899
1250.96 5.94503
1253.57 5.90648
1258.78 5.84624
1264.00 5.79686
1268.97 5.75602
1273.94 5.72120
1276.42 5.70820
1278.91 5.70551
1280.15 5.71754
1280.77 5.73368
1281.39 5.76616
1282.02 5.83828
1282.33 5.90984
1282.64 6.03639
1282.95 6.29180
1283.10 6.52735
1283.26 6.92076
1283.41 7.65486
1283.49 8.28110
1283.57 9.22805
1283.65 10.7937
1283.72 13.5219
1283.80 18.8818
1283.84 23.4503
1283.88 29.8416
1283.94 44.2919
1284.00 53.8980
1284.06 44.2967
1284.12 29.8472
1284.19 20.1139
1284.25 14.9114
1284.32 11.9708
1284.38 10.1981
1284.44 9.04830
1284.51 8.28738
1284.64 7.36225
1284.77 6.84239
1284.89 6.52684
1285.15 6.17568
1285.41 5.99578
1285.66 5.89123
1286.18 5.78005
1286.69 5.72410
1287.20 5.69132
1288.23 5.65443
1290.29 5.61871
1292.34 5.59728
1296.45 5.56477
1300.56 5.53617
1308.77 5.48145
1316.99 5.42656
1325.21 5.36991
1333.42 5.31189
1337.53 5.28499
1339.59 5.27434
1341.64 5.26896
1343.70 5.27744
1344.72 5.29468
1345.75 5.33318
1346.26 5.36840
1346.78 5.42385
1347.29 5.51642
1347.80 5.68367
1348.06 5.82234
1348.32 6.02949
1348.57 6.35790
1348.83 6.91975
1349.09 8.00932
1349.22 8.98445
1349.34 10.5403
1349.47 13.2849
1349.60 18.6361
1349.67 23.4050
1349.73 30.9432
1349.79 43.4183
1349.86 64.4225
1349.93 100.399
1350.00 124.011
1350.07 99.8812
1350.14 64.4447
1350.20 44.7202
1350.26 32.6769
1350.32 25.0924
1350.38 20.1405
1350.49 14.3731
1350.61 11.3768
1350.73 9.61655
1350.84 8.51836
1351.08 7.26731
1351.31 6.61884
1351.54 6.24673
1352.01 5.88479
1352.47 5.79022
1352.71 5.83065
1352.94 5.96315
1353.17 6.27888
1353.29 6.58107
1353.41 7.07515
1353.52 7.96050
1353.64 9.69836
1353.70 11.2498
1353.75 13.7007
1353.81 17.7474
1353.87 24.5311
1353.94 36.0297
1354.00 43.6712
1354.07 36.0231
1354.13 24.5143
1354.21 16.2294
1354.28 11.9997
1354.36 9.72568
1354.43 8.41435
1354.51 7.58045
1354.58 7.03360
1354.74 6.37191
1354.89 6.00350
1355.04 5.77954
1355.34 5.52846
1355.64 5.39560
1355.95 5.31545
1356.55 5.22363
1357.15 5.17151
1357.76 5.13669
1358.97 5.08958
1360.18 5.05553
1361.39 5.02691
1363.80 4.97544
1368.64 4.87091
1373.48 4.74295
1378.31 4.56494
1380.73 4.44181
1383.15 4.27934
1384.36 4.17642
1385.57 4.05368
1386.77 3.90660
1387.98 3.73451
1388.59 3.64431
1389.19 3.56387
1389.80 3.52271
1390.40 3.60577
1390.70 3.76383
1391.01 4.09066
1391.31 4.75119
1391.61 6.12759
1391.91 9.25791
1392.06 12.3123
1392.22 17.5159
1392.37 27.0844
1392.44 35.0601
1392.52 46.6411
1392.59 64.5853
1392.67 92.8112
1392.74 140.280
1392.82 219.089
1392.91 369.874
1393.00 486.762
1393.09 411.428
1393.18 273.203
1393.24 207.863
1393.30 161.106
1393.41 104.085
1393.52 73.3691
1393.64 55.4258
1393.75 43.9173
1393.86 36.1602
1394.09 26.6678
1394.32 21.2053
1394.55 17.7669
1395.00 13.7543
1395.46 11.5480
1395.91 10.1774
1396.37 9.25281
1396.82 8.59100
1397.73 7.71168
1398.64 7.15608
1399.55 6.77329
1400.46 6.49302
1402.28 6.10599
1404.10 5.84686
1407.74 5.50618
1411.38 5.27240
1415.02 5.08296
1422.30 4.73911
1425.94 4.55812
1429.58 4.35820
1433.21 4.13188
1436.85 3.88080
1438.67 3.75654
1440.49 3.65520
1442.31 3.62737
1444.13 3.81342
1445.04 4.09944
1445.95 4.66124
1446.86 5.75942
1447.77 7.98847
1448.23 9.94188
1448.68 12.9259
1449.14 17.6737
1449.59 25.6468
1450.05 40.0415
1450.27 51.7777
1450.50 68.7111
1450.73 94.2168
1450.96 133.716
1451.18 197.158
1451.41 300.009
1451.71 508.248
1452.00 673.106
1452.30 569.492
1452.59 376.465
1452.81 271.215
1453.04 201.151
1453.26 154.557
1453.48 122.725
1453.93 83.8804
1454.37 62.1755
1454.82 48.8428
1455.27 40.0438
1456.16 29.4501
1457.05 23.4709
1457.94 19.7267
1458.83 17.1960
1459.72 15.3947
1461.51 13.0366
1463.29 11.6352
1464.18 11.2012
1464.63 11.0725
1465.07 11.0479
1465.52 11.2395
1465.74 11.5129
1465.97 12.0470
1466.19 13.1470
1466.30 14.1485
1466.41 15.7390
1466.52 18.4997
1466.63 23.6783
1466.69 28.1439
1466.75 34.7645
1466.80 45.2606
1466.86 61.3674
1466.93 92.2544
1467.00 112.817
1467.07 92.2191
1467.14 61.2876
1467.21 43.7713
1467.27 33.1770
1467.33 26.4739
1467.39 22.2091
1467.51 17.2593
1467.63 14.6846
1467.75 13.1621
1467.87 12.2004
1468.11 11.0746
1468.35 10.4531
1468.59 10.0649
1469.07 9.59674
1469.56 9.31031
1470.04 9.10534
1471.00 8.80718
1471.97 8.58215
1472.93 8.39670
1474.86 8.09695
1478.72 7.66113
1482.58 7.35127
1490.30 6.93183
1498.01 6.65559
1505.73 6.45496
1513.45 6.29873
1517.31 6.23247
1521.17 6.17512
1523.10 6.15330
1525.03 6.14731
1525.99 6.16454
1526.47 6.18827
1526.96 6.23618
1527.44 6.34236
1527.68 6.44652
1527.92 6.62939
1528.16 6.99092
1528.28 7.32077
1528.40 7.85634
1528.52 8.82589
1528.58 9.61819
1528.64 10.7915
1528.70 12.6567
1528.76 15.7011
1528.82 21.0595
1528.88 30.8004
1528.94 45.5779
1529.00 55.4009
1529.06 45.5829
1529.12 30.8058
1529.16 23.4071
1529.20 18.5322
1529.24 15.3179
1529.28 13.1434
1529.37 10.5334
1529.45 9.11346
1529.54 8.26581
1529.62 7.72245
1529.79 7.09394
1529.96 6.75890
1530.12 6.55950
1530.46 6.34342
1530.80 6.23415
1531.13 6.17056
1531.80 6.10168
1532.48 6.06589
1533.15 6.04458
1534.49 6.02489
1535.84 6.03405
1536.51 6.05860
1537.18 6.11363
1537.51 6.16364
1537.85 6.24202
1538.19 6.37140
1538.52 6.60250
1538.86 7.06898
1539.03 7.50076
1539.19 8.22206
1539.36 9.55508
1539.45 10.6863
1539.53 12.4151
1539.61 15.2257
1539.70 20.1616
1539.78 29.6451
1539.82 37.6299
1539.87 48.7185
1539.93 74.5480
1540.00 91.3988
1540.07 74.1529
1540.14 48.7289
1540.18 36.3114
1540.23 28.1417
1540.28 22.5343
1540.32 18.7672
1540.41 14.1157
1540.51 11.5671
1540.60 10.0098
1540.69 9.00508
1540.88 7.84028
1541.06 7.21162
1541.25 6.83795
1541.62 6.43018
1541.99 6.22322
1542.36 6.10230
1542.73 6.02423
1543.10 5.96997
1543.84 5.89827
1544.59 5.85134
1546.07 5.78667
1547.55 5.73582
1549.03 5.68742
1550.52 5.63600
1552.00 5.57757
1552.97 5.53583
1553.45 5.51662
1553.93 5.50530
1554.42 5.52293
1554.66 5.56381
1554.90 5.66103
1555.14 5.90019
1555.26 6.14382
1555.38 6.56519
1555.50 7.36549
1555.62 9.05233
1555.68 10.6460
1555.74 13.2075
1555.80 17.5713
1555.86 25.1471
1555.93 38.9015
1556.00 49.7838
1556.07 43.0885
1556.14 30.3886
1556.21 20.8383
1556.29 15.6268
1556.37 12.6745
1556.44 10.8786
1556.52 9.71228
1556.60 8.91252
1556.75 7.91348
1556.91 7.33156
1557.06 6.95894
1557.37 6.51951
1557.68 6.27150
1557.98 6.11351
1558.60 5.92238
1559.21 5.80694
1559.83 5.72589
1561.06 5.60885
1562.29 5.51606
1563.52 5.42976
1565.98 5.24491
1567.22 5.13479
1568.45 5.00451
1569.68 4.84615
1570.91 4.65173
1571.52 4.54093
1572.14 4.42714
1572.76 4.32844
1573.37 4.30418
1573.68 4.37131
1573.99 4.56225
1574.29 5.00831
1574.60 6.01810
1574.91 8.45866
1575.06 10.9388
1575.22 15.2848
1575.37 23.5351
1575.45 30.5430
1575.53 41.0959
1575.60 57.6875
1575.68 85.0956
1575.76 132.671
1575.83 215.715
1575.92 363.994
1576.00 481.625
1576.08 409.445
1576.17 272.586
1576.25 184.062
1576.32 130.256
1576.40 97.1264
1576.48 75.9932
1576.63 51.3631
1576.79 38.2566
1576.94 30.4351
1577.10 25.3652
1577.41 19.3451
1577.72 15.9788
1578.03 13.8845
1578.34 12.4703
1578.65 11.4596
1579.27 10.1222
1579.89 9.28778
1580.51 8.72061
1581.13 8.31156
1582.37 7.76241
1583.61 7.41193
1584.85 7.16845
1586.09 6.98942
1588.57 6.74243
1591.06 6.57886
1596.02 6.37223
1600.98 6.24463
1603.46 6.19780
1605.94 6.16031
1608.42 6.13453
1609.66 6.12934
1610.90 6.13513
1612.14 6.16684
1612.76 6.20592
1613.38 6.28221
1613.70 6.34809
1614.01 6.44850
1614.32 6.61110
1614.63 6.89712
1614.94 7.46633
1615.09 7.98749
1615.25 8.84953
1615.40 10.4209
1615.48 11.7466
1615.56 13.7199
1615.63 16.9116
1615.71 22.3001
1615.79 32.3971
1615.87 51.7392
1615.93 79.3916
1616.00 97.4675
1616.07 78.9698
1616.14 51.7533
1616.21 32.9467
1616.28 22.9720
1616.36 17.4570
1616.43 14.2183
1616.50 12.1330
1616.58 10.7398
1616.73 9.07064
1616.87 8.13932
1617.02 7.57568
1617.32 6.95108
1617.61 6.63213
1617.91 6.44711
1618.20 6.32982
1618.50 6.25041
1619.09 6.15178
1619.68 6.09391
1620.86 6.02898
1622.04 5.99200
1623.22 5.96641
1625.57 5.92923
1630.29 5.87249
1635.01 5.81887
1639.73 5.75679
1642.09 5.71762
1644.45 5.66748
1646.81 5.59669
1647.99 5.54741
1649.17 5.48247
1649.76 5.44158
1650.35 5.39346
1650.94 5.33739
1651.53 5.27616
1651.83 5.24814
1652.12 5.22995
1652.42 5.23902
1652.71 5.32207
1652.86 5.42833
1653.01 5.62309
1653.15 5.99040
1653.30 6.70637
1653.45 8.24855
1653.52 9.69458
1653.60 12.0273
1653.67 16.1541
1653.74 23.8703
1653.78 30.4794
1653.82 40.3294
1653.85 55.3380
1653.89 77.4749
1653.92 101.222
1653.95 128.499
1654.00 169.204
1654.03 164.043
1654.06 144.518
1654.11 97.4942
1654.16 69.0009
1654.20 51.2738
1654.25 39.6896
1654.30 32.1760
1654.39 23.1578
1654.48 18.2524
1654.58 15.2861
1654.67 13.3472
1654.85 11.0280
1655.04 9.72664
1655.23 8.91141
1655.41 8.36013
1655.60 7.96771
1655.97 7.44581
1656.34 7.12044
1656.71 6.89876
1657.08 6.73940
1657.83 6.52515
1658.57 6.38857
1659.31 6.29373
1660.06 6.22388
1661.54 6.12731
1663.03 6.06312
1666.00 5.98132
1668.97 5.92998
1671.95 5.89518
1673.43 5.88372
1674.92 5.88113
1675.66 5.88999
1676.41 5.92523
1676.78 5.97625
1677.15 6.11082
1677.33 6.27634
1677.52 6.65882
1677.61 7.06729
1677.71 7.85864
1677.75 8.56351
1677.80 9.63798
1677.85 11.3714
1677.89 14.1994
1677.95 19.2645
1678.00 22.5592
1678.06 19.1680
1678.11 14.2009
1678.14 12.0390
1678.18 10.5123
1678.24 8.67634
1678.31 7.70730
1678.37 7.14994
1678.51 6.57707
1678.64 6.30712
1678.90 6.07039
1679.17 5.97226
1679.69 5.89235
1680.22 5.85988
1681.28 5.83118
1682.33 5.81661
1686.55 5.78470
1690.77 5.76244
1694.99 5.74402
1699.21 5.72951
1703.44 5.72360
1705.55 5.73106
1706.60 5.74264
1707.66 5.76702
1708.71 5.82301
1709.24 5.87987
1709.77 5.98288
1710.03 6.06870
1710.29 6.19760
1710.56 6.40354
1710.82 6.75993
1711.09 7.46318
1711.22 8.10124
1711.35 9.14764
1711.48 11.0322
1711.55 12.5907
1711.61 14.9123
1711.68 18.5561
1711.75 24.6410
1711.81 35.4977
1711.88 55.1589
1711.94 84.6752
1712.00 104.282
1712.06 84.1820
1712.13 54.7812
1712.18 37.5834
1712.23 27.4295
1712.29 21.1095
1712.34 17.1527
1712.45 12.6264
1712.56 10.3004
1712.67 8.96235
1712.78 8.12639
1713.00 7.18323
1713.22 6.69268
1713.43 6.40577
1713.65 6.22362
1713.87 6.10075
1714.31 5.95019
1714.74 5.86465
1715.61 5.77536
1716.48 5.73110
1717.36 5.70525
1719.10 5.67615
1722.59 5.64742
1726.07 5.62972
1733.05 5.60239
1740.02 5.57828
1746.99 5.55535
1753.96 5.53381
1757.45 5.52489
1760.94 5.52170
1762.68 5.52817
1764.42 5.55771
1765.30 5.60367
1765.73 5.65046
1766.17 5.73550
1766.60 5.91385
1766.82 6.08599
1767.04 6.38752
1767.26 6.98780
1767.37 7.53931
1767.48 8.45619
1767.58 10.1419
1767.64 11.5820
1767.69 13.7340
1767.75 17.2807
1767.80 23.3483
1767.86 34.8063
1767.88 44.3050
1767.91 57.7246
1767.96 89.1611
1768.00 110.159
1768.05 89.1763
1768.09 57.7440
1768.13 38.6346
1768.17 27.5249
1768.22 20.9278
1768.26 16.8077
1768.34 12.2417
1768.43 9.96007
1768.51 8.64372
1768.59 7.83658
1768.76 6.92480
1768.93 6.45123
1769.09 6.17733
1769.43 5.88698
1769.76 5.74377
1770.10 5.66288
1770.77 5.57844
1771.44 5.53678
1772.10 5.51247
1773.44 5.48506
1776.12 5.45734
1778.79 5.43899
1784.14 5.40586
1789.49 5.36715
1794.84 5.31194
1800.19 5.21225
1802.87 5.11816
1804.21 5.04604
1805.54 4.94373
1806.88 4.79037
1807.55 4.68443
1808.22 4.55457
1808.89 4.41430
1809.22 4.36858
1809.56 4.40434
1809.89 4.71745
1810.06 5.16786
1810.23 6.12557
1810.39 8.31627
1810.48 10.4790
1810.56 14.1104
1810.64 20.8259
1810.69 26.3489
1810.73 34.1900
1810.77 46.2846
1810.81 65.2751
1810.85 96.1228
1810.89 145.181
1810.95 246.032
1811.00 325.030
1811.05 276.862
1811.11 186.152
1811.15 134.046
1811.19 99.6910
1811.23 77.0545
1811.28 61.7006
1811.36 43.0901
1811.44 32.8423
1811.53 26.4709
1811.61 22.3138
1811.78 17.2595
1811.94 14.4021
1812.11 12.6054
1812.44 10.5184
1812.78 9.37058
1813.11 8.65749
1813.78 7.83602
1814.45 7.38958
1815.12 7.11870
1816.45 6.83000
1819.13 6.69293
1821.80 6.89250
1823.13 7.14056
1824.47 7.55206
1825.81 8.24698
1827.14 9.49932
1828.48 12.0407
1829.15 14.3993
1829.82 18.3533
1830.48 25.7028
1830.82 31.9786
1831.15 41.6340
1831.49 57.4802
1831.82 85.7107
1832.15 141.196
1832.32 189.002
1832.49 258.702
1832.74 411.777
1833.00 513.630
1833.26 411.197
1833.51 258.849
1833.79 154.870
1834.07 99.8312
1834.35 69.3137
1834.63 51.1604
1834.91 39.6098
1835.19 31.9107
1835.75 22.6210
1836.31 17.4636
1836.86 14.3265
1837.98 10.8624
1839.10 9.09630
1840.22 8.07491
1841.33 7.43043
1842.45 6.99692
1844.68 6.46565
1846.92 6.16216
1849.15 5.97042
1851.39 5.83997
1855.85 5.67510
1860.32 5.57463
1864.79 5.50549
1869.26 5.45341
1878.19 5.37559
1887.13 5.31458
1896.07 5.26043
1905.00 5.20830
1925.44 5.08037
1935.65 4.99983
1938.21 4.97459
1940.76 4.94411
1942.04 4.92535
1943.32 4.90359
1943.95 4.89400
1944.59 4.89846
1944.91 4.92626
1945.23 5.03064
1945.39 5.17856
1945.55 5.53388
1945.63 5.91175
1945.71 6.60960
1945.79 8.01700
1945.83 9.24389
1945.87 10.9930
1945.94 15.4082
1946.00 18.9097
1946.07 16.8261
1946.13 12.8496
1946.20 10.0117
1946.27 8.37962
1946.34 7.41716
1946.40 6.81495
1946.54 6.13821
1946.67 5.78806
1946.95 5.44452
1947.22 5.28454
1947.76 5.13642
1948.30 5.06733
1949.39 4.99932
1950.47 4.96268
1952.65 4.91679
1954.82 4.88266
1959.16 4.82217
1963.50 4.76036
1967.84 4.69099
1972.19 4.60747
1974.36 4.55642
1976.53 4.49414
1977.62 4.45646
1978.70 4.41517
1979.24 4.39957
1979.79 4.41568
1980.06 4.47593
1980.19 4.54738
1980.33 4.68181
1980.47 4.95760
1980.53 5.20430
1980.60 5.58420
1980.67 6.21768
1980.74 7.32720
1980.80 9.40478
1980.87 13.3765
1980.94 19.9270
1981.00 25.1400
1981.07 22.0466
1981.13 16.1473
1981.17 13.4282
1981.21 11.4909
1981.28 9.02450
1981.36 7.65516
1981.44 6.84042
1981.51 6.30640
1981.59 5.94554
1981.74 5.49072
1981.90 5.22300
1982.05 5.05141
1982.36 4.84507
1982.97 4.64592
1983.58 4.54308
1984.81 4.41799
1986.03 4.31981
1987.26 4.21454
1987.87 4.15106
1988.48 4.07388
1989.10 3.97557
1989.40 3.91651
1989.71 3.85428
1990.02 3.80917
1990.17 3.81919
1990.32 3.90093
1990.48 4.18842
1990.55 4.53387
1990.63 5.19121
1990.71 6.58340
1990.74 7.84158
1990.78 9.85151
1990.82 13.3646
1990.86 19.6195
1990.88 24.6900
1990.90 31.9406
1990.92 42.4581
1990.94 57.6686
1990.95 76.1897
1990.97 97.0283
1991.00 127.715
1991.02 123.871
1991.03 109.102
1991.07 74.2723
1991.10 48.5164
1991.14 34.0024
1991.17 25.5752
1991.21 20.3587
1991.24 16.9280
1991.28 14.5536
1991.35 11.5601
1991.42 9.80181
1991.49 8.67104
1991.62 7.33996
1991.76 6.58943
1991.90 6.12071
1992.18 5.56824
1992.46 5.25592
1992.74 5.05621
1993.30 4.81186
1993.86 4.66366
1994.42 4.56060
1995.53 4.41695
1997.77 4.22256
2000.00 4.06174
2002.57 3.87500
2005.15 3.66619
2007.72 3.41977
2010.29 3.12492
2011.58 2.96120
2012.86 2.79842
2014.15 2.66915
2015.44 2.67298
2016.08 2.80913
2016.72 3.14763
2017.37 3.89324
2018.01 5.52274
2018.33 7.00501
2018.65 9.30838
2018.97 13.0485
2019.29 19.4004
2019.62 31.0450
2019.78 40.5899
2019.94 54.3864
2020.10 75.2648
2020.26 107.851
2020.42 160.379
2020.58 245.126
2020.79 419.232
2021.00 560.371
2021.21 479.413
2021.42 320.376
2021.61 218.854
2021.80 156.339
2021.99 117.214
2022.18 91.6729
2022.56 61.7734
2022.93 45.7425
2023.31 36.0772
2023.69 29.7915
2024.45 22.2723
2025.20 18.0385
2025.96 15.3805
2026.72 13.5734
2027.47 12.2774
2028.99 10.5512
2030.50 9.46364
2032.01 8.71799
2033.53 8.17520
2036.55 7.43535
2039.58 6.94958
2042.61 6.59899
2045.63 6.32670
2051.69 5.90119
2054.71 5.71210
2057.74 5.51824
2060.77 5.29861
2062.28 5.16861
2063.79 5.01533
2065.31 4.82652
2066.06 4.71443
2066.82 4.59133
2067.58 4.47306
2067.95 4.43853
2068.33 4.46576
2068.71 4.67983
2068.90 4.97081
2069.09 5.56052
2069.28 6.83301
2069.37 8.02531
2069.47 9.93663
2069.56 13.2508
2069.66 19.2963
2069.70 24.3759
2069.75 31.5815
2069.80 42.1465
2069.84 57.5974
2069.88 75.0281
2069.92 95.8812
2070.00 126.923
2070.04 123.697
2070.08 109.256
2070.16 74.3200
2070.25 47.6554
2070.33 33.0776
2070.42 24.8017
2070.51 19.7530
2070.60 16.4624
2070.69 14.1970
2070.87 11.3602
2071.05 9.67837
2071.22 8.59303
2071.58 7.27587
2071.93 6.50482
2072.29 5.98872
2073.00 5.31935
2073.71 4.94886
2074.06 4.92861
2074.42 5.18347
2074.77 6.16935
2074.95 7.35055
2075.13 9.59472
2075.31 14.2392
2075.40 18.4328
2075.48 24.9756
2075.57 35.9795
2075.66 55.5476
2075.71 71.3091
2075.75 92.9618
2075.79 123.610
2075.84 166.789
2075.92 283.728
2076.00 378.842
2076.08 324.701
2076.16 217.967
2076.24 145.049
2076.32 102.334
2076.40 76.1860
2076.48 59.7516
2076.56 48.5851
2076.64 40.8451
2076.80 30.8762
2076.96 24.9450
2077.12 21.0997
2077.43 16.5186
2077.75 13.9445
2078.07 12.3224
2078.39 11.2168
2078.71 10.4211
2079.34 9.35095
2079.98 8.66881
2080.61 8.19628
2081.25 7.84960
2082.52 7.37155
2083.79 7.05573
2086.33 6.65712
2088.88 6.40955
2091.42 6.23604
2096.51 5.99939
2101.59 5.83712
2104.14 5.77234
2106.68 5.71688
2109.22 5.67392
2110.49 5.66121
2111.76 5.66151
2113.04 5.69297
2113.67 5.73686
2114.31 5.82567
2114.94 6.02290
2115.26 6.21714
2115.58 6.55894
2115.90 7.23672
2116.06 7.85374
2116.22 8.86708
2116.37 10.6935
2116.45 12.2155
2116.53 14.4543
2116.61 18.0134
2116.69 23.8802
2116.77 34.3087
2116.85 53.5278
2116.93 82.4438
2117.00 101.760
2117.08 82.4592
2117.15 53.5461
2117.21 38.1450
2117.27 28.5206
2117.33 22.3402
2117.38 18.2436
2117.50 13.4270
2117.62 10.8577
2117.73 9.34324
2117.85 8.38075
2118.08 7.27615
2118.31 6.69135
2118.54 6.34450
2118.78 6.12146
2119.01 5.96905
2119.47 5.77811
2119.94 5.66609
2120.86 5.54112
2121.79 5.47103
2122.72 5.42334
2124.58 5.35481
2128.29 5.24904
2132.01 5.14653
2135.72 5.03239
2137.58 4.96850
2139.43 4.90041
2141.29 4.83400
2142.22 4.80876
2143.15 4.80243
2144.08 4.85033
2144.54 4.92677
2145.01 5.08941
2145.47 5.46072
2145.70 5.82784
2145.93 6.47026
2146.17 7.72261
2146.28 8.83742
2146.40 10.6212
2146.51 13.7099
2146.63 19.6666
2146.69 24.8757
2146.75 32.9476
2146.80 45.9509
2146.86 67.1284
2146.93 104.819
2147.00 129.947
2147.07 104.826
2147.14 67.1262
2147.20 45.3695
2147.26 32.2269
2147.32 24.1756
2147.38 19.0287
2147.50 13.1909
2147.62 10.1975
2147.74 8.44886
2147.86 7.35002
2148.10 6.09859
2148.34 5.42652
2148.58 5.01872
2149.05 4.54522
2149.53 4.26447
2150.01 4.06236
2150.97 3.75343
2151.45 3.63221
2151.92 3.55099
2152.40 3.56151
2152.88 3.80704
2153.36 4.72948
2153.60 5.84400
2153.84 8.00689
2153.96 9.84287
2154.08 12.5686
2154.20 16.7579
2154.32 23.4162
2154.44 34.7994
2154.56 55.3133
2154.62 72.0834
