Rh-103(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1934.70 1.70994
1934.78 2.65792
1934.82 3.44202
1934.86 4.62090
1934.91 6.55391
1934.95 9.78909
1934.99 15.7424
1935.03 27.2270
1935.06 43.5067
1935.10 54.3403
1935.14 43.5073
1935.17 27.2279
1935.20 19.6187
1935.22 14.4348
1935.27 8.55747
1935.32 5.51218
1935.36 3.84367
1935.41 2.80632
1935.46 2.14695
1935.55 1.36534
1935.65 0.944766
1935.74 0.693515
1935.93 0.421657
1936.12 0.285751
1936.31 0.208324
1936.69 0.128111
1937.45 0.0683979
1938.21 0.0471595
1939.73 0.0328639
1941.25 0.0298510
1942.77 0.0321734
1944.29 0.0431597
1945.05 0.0587938
1945.81 0.101787
1946.19 0.159061
1946.57 0.311075
1946.76 0.504965
1946.86 0.684450
1946.95 0.985504
1947.05 1.54681
1947.09 2.03430
1947.14 2.77197
1947.19 4.01776
1947.24 6.21144
1947.28 10.5523
1947.31 14.4140
1947.33 19.8334
1947.37 31.9071
1947.40 39.6629
1947.44 31.5501
1947.47 19.8341
1947.50 13.8439
1947.52 10.0457
1947.55 7.51642
1947.57 5.79060
1947.62 3.69944
1947.67 2.55075
1947.72 1.84984
1947.77 1.40926
1947.87 0.897264
1947.97 0.621494
1948.07 0.459438
1948.28 0.284046
1948.68 0.147483
1949.08 0.0966072
1949.88 0.0593497
1950.69 0.0467284
1952.29 0.0397214
1953.90 0.0404163
1957.12 0.0556670
1957.92 0.0669990
1958.72 0.0936424
1959.13 0.126668
1959.53 0.211860
1959.73 0.319805
1959.93 0.588770
1960.03 0.908812
1960.13 1.61302
1960.18 2.33242
1960.23 3.65555
1960.26 4.75856
1960.28 6.38990
1960.31 8.86570
1960.33 12.6268
1960.37 20.2589
1960.40 25.1439
1960.44 20.0276
1960.47 12.6282
1960.50 8.28461
1960.53 5.72701
1960.56 4.09295
1960.59 3.07847
1960.65 1.89864
1960.70 1.29635
1960.82 0.719238
1960.94 0.470426
1961.17 0.264732
1961.41 0.185500
1961.88 0.126890
1962.35 0.108231
1963.29 0.101686
1964.23 0.108874
1966.10 0.143710
1967.98 0.212668
1968.92 0.270637
1969.86 0.357874
1970.80 0.497439
1971.74 0.740390
1972.67 1.22120
1973.14 1.66066
1973.61 2.38481
1974.08 3.70615
1974.32 4.81203
1974.55 6.47083
1974.79 9.12674
1975.02 13.6428
1975.26 22.0093
1975.37 28.7639
1975.49 38.1285
1975.70 60.9529
1975.90 76.1442
1976.11 60.8212
1976.31 38.0228
1976.52 23.3106
1976.73 15.1125
1976.93 10.4048
1977.14 7.54631
1977.35 5.69051
1977.55 4.43796
1977.96 2.90268
1978.38 2.04115
1978.79 1.51198
1979.62 0.924599
1980.44 0.623698
1981.27 0.450027
1982.10 0.340896
1982.92 0.268094
1984.57 0.181013
1986.23 0.136493
1987.05 0.126557
1987.88 0.132264
1988.29 0.152220
1988.70 0.215687
1988.91 0.301844
1989.12 0.520538
1989.22 0.784401
1989.32 1.36938
1989.38 1.97833
1989.43 3.08359
1989.45 4.02833
1989.48 5.44034
1989.51 7.61077
1989.53 10.7980
1989.57 17.2845
1989.60 21.6317
1989.64 17.2841
1989.67 10.7971
1989.71 6.16306
1989.75 3.85552
1989.79 2.58079
1989.83 1.85617
1989.91 1.09064
1989.99 0.729534
1990.16 0.406121
1990.32 0.272732
1990.64 0.164702
1990.96 0.122251
1991.61 0.0879431
1992.25 0.0735234
1993.54 0.0603523
1994.84 0.0545865
1997.42 0.0557551
1998.71 0.0668852
2000.00 0.101261
2000.73 0.154215
2001.10 0.206846
2001.46 0.301623
2001.83 0.498980
2002.01 0.688758
2002.19 1.01803
2002.38 1.67429
2002.47 2.27162
2002.56 3.25907
2002.65 5.08713
2002.70 6.62916
2002.74 8.90936
2002.79 12.6463
2002.83 18.9324
2002.88 30.9263
2002.92 53.9683
2002.96 86.4948
2003.00 108.246
2003.04 86.4954
2003.08 53.9694
2003.12 30.5712
2003.17 18.9333
2003.21 12.6470
2003.26 8.97287
2003.31 6.62937
2003.35 5.11473
2003.44 3.30161
2003.53 2.29584
2003.62 1.69427
2003.80 1.03373
2003.98 0.697469
2004.16 0.505374
2004.52 0.303893
2004.88 0.206205
2005.25 0.151518
2005.97 0.0955564
2007.41 0.0540745
2008.86 0.0392346
2011.74 0.0327836
2013.19 0.0509463
2013.55 0.0709048
2013.91 0.124781
2014.09 0.194013
2014.27 0.364270
2014.36 0.564878
2014.45 0.996162
2014.50 1.42519
2014.54 2.18986
2014.59 3.69420
2014.61 5.02673
2014.63 6.88591
2014.67 11.1000
2014.70 13.8154
2014.74 10.9715
2014.77 6.88599
2014.79 4.82176
2014.82 3.51129
2014.87 2.03679
2014.92 1.29784
2014.96 0.901142
2015.06 0.504817
2015.16 0.326267
2015.35 0.172876
2015.54 0.111112
2015.93 0.0625834
2016.32 0.0442758
2017.86 0.0251229
2020.95 0.0201199
2024.04 0.0231019
2025.59 0.0366476
2026.36 0.0831835
2026.55 0.126026
2026.75 0.232526
2026.84 0.358633
2026.94 0.633793
2026.99 0.919877
2027.04 1.43332
2027.08 2.47898
2027.11 3.41147
2027.13 4.80878
2027.17 7.64765
2027.20 9.52654
2027.24 7.55899
2027.27 4.73985
2027.31 2.64355
2027.35 1.62672
2027.43 0.772636
2027.52 0.449211
2027.60 0.296288
2027.76 0.161952
2027.93 0.107453
2028.59 0.0497247
2029.90 0.0449488
2030.56 0.0592620
2031.22 0.102698
2031.54 0.161350
2031.87 0.316227
2032.04 0.512405
2032.20 0.986694
2032.28 1.52652
2032.37 2.66405
2032.41 3.76050
2032.45 5.64537
2032.49 9.15431
2032.53 16.0253
2032.57 25.5272
2032.60 31.8201
2032.64 25.5275
2032.67 16.0259
2032.71 9.39340
2032.75 5.89707
2032.79 3.97448
2032.83 2.86092
2032.90 1.65214
2032.98 1.07766
2033.14 0.562823
2033.29 0.348857
2033.60 0.177906
2033.91 0.112871
2034.53 0.0639095
2035.15 0.0464396
2036.39 0.0347862
2037.62 0.0322667
2040.10 0.0358335
2042.58 0.0477952
2043.81 0.0586615
2045.05 0.0755233
2046.29 0.103309
2047.53 0.153519
2048.15 0.195308
2048.77 0.258283
2049.39 0.359560
2050.00 0.537756
2050.31 0.682801
2050.62 0.895753
2050.93 1.22894
2051.24 1.78797
2051.55 2.83963
2051.71 3.74756
2051.86 5.14937
2052.02 7.49959
2052.17 11.7897
2052.25 15.3658
2052.33 20.5468
2052.40 28.3140
2052.48 39.9536
2052.59 63.9183
2052.70 79.8920
2052.81 63.9125
2052.92 39.9475
2053.01 27.2273
2053.09 19.1411
2053.18 13.9710
2053.26 10.5895
2053.43 6.59277
2053.61 4.46543
2053.78 3.20809
2053.95 2.41607
2054.29 1.50932
2054.63 1.03037
2054.98 0.749087
2055.32 0.569666
2055.66 0.448346
2056.34 0.299498
2057.03 0.215364
2057.71 0.163285
2058.40 0.128918
2059.77 0.0878435
2061.14 0.0654429
2063.88 0.0439977
2066.61 0.0364684
2069.35 0.0381643
2070.72 0.0447089
2072.09 0.0625505
2072.78 0.0844560
2073.46 0.138685
2073.80 0.206486
2074.15 0.378237
2074.32 0.591172
2074.40 0.786687
2074.49 1.10658
2074.57 1.70035
2074.62 2.20312
2074.66 2.94855
2074.70 4.18035
2074.75 6.33742
2074.79 10.4661
2074.81 13.8345
2074.83 18.5966
2074.87 29.7683
2074.90 37.2426
2074.94 29.7715
2074.97 18.6026
2075.00 12.9291
2075.02 9.35919
2075.05 6.92066
2075.07 5.34068
2075.12 3.40625
2075.17 2.35855
2075.23 1.73574
2075.28 1.33838
2075.38 0.885820
2075.58 0.507419
2075.78 0.368782
2076.19 0.297862
2076.60 0.343862
2077.01 0.512655
2077.21 0.690413
2077.41 1.00804
2077.62 1.65487
2077.72 2.25766
2077.82 3.26027
2077.92 5.15145
2077.97 6.77919
2078.02 9.24195
2078.07 13.3882
2078.12 20.8820
2078.15 27.1603
2078.18 35.9287
2078.20 48.8360
2078.23 67.7849
2078.26 108.910
2078.30 135.327
2078.34 107.758
2078.38 67.7853
2078.41 44.6986
2078.44 30.6138
2078.47 21.9173
2078.50 16.4690
2078.57 10.0248
2078.63 6.73535
2078.69 4.80010
2078.76 3.60550
2078.88 2.24724
2079.01 1.53154
2079.14 1.11527
2079.26 0.848505
2079.39 0.669963
2079.64 0.449848
2079.90 0.326029
2080.40 0.198365
2080.91 0.137188
2081.41 0.103410
2082.43 0.0695654
2084.45 0.0471372
2086.48 0.0440067
2088.50 0.0523499
2089.52 0.0631760
2090.53 0.0836349
2091.54 0.127117
2092.05 0.169619
2092.56 0.245106
2093.06 0.400277
2093.32 0.547727
2093.57 0.802977
2093.82 1.30329
2093.95 1.75822
2094.07 2.49675
2094.20 3.83443
2094.26 4.92997
2094.33 6.55610
2094.39 9.14760
2094.45 13.4015
2094.52 20.9449
2094.58 34.8000
2094.64 55.6461
2094.70 69.5366
2094.76 55.6440
2094.82 34.7981
2094.87 22.9787
2094.92 15.8686
2094.97 11.3645
2095.02 8.51488
2095.12 5.21431
2095.22 3.51259
2095.32 2.51494
2095.43 1.88947
2095.63 1.18431
2095.83 0.814708
2096.03 0.599681
2096.43 0.371334
2096.84 0.260163
2097.24 0.198600
2098.04 0.138516
2098.85 0.114406
2099.66 0.106568
2101.27 0.119554
2102.07 0.140271
2102.88 0.175343
2103.69 0.234811
2104.49 0.341924
2105.30 0.559834
2105.70 0.763062
2106.10 1.10572
2106.51 1.74873
2106.71 2.30522
2106.91 3.16644
2107.11 4.60946
2107.31 7.22732
2107.41 9.40040
2107.51 12.5515
2107.61 17.3244
2107.71 24.4066
2107.86 39.0953
2108.00 48.7940
2108.14 38.9801
2108.29 24.4000
2108.43 15.2881
2108.56 10.0721
2108.70 7.01346
2108.84 5.13175
2108.98 3.89313
2109.11 3.04701
2109.39 2.00810
2109.67 1.41825
2109.94 1.05533
2110.49 0.649937
2111.04 0.440807
2111.59 0.319378
2112.14 0.242709
2112.69 0.191306
2113.80 0.128574
2114.90 0.0932894
2116.00 0.0714630
2117.10 0.0570235
2119.30 0.0397076
2121.50 0.0301510
2125.91 0.0207024
2130.32 0.0167941
2134.72 0.0158377
2139.13 0.0198782
2141.33 0.0361366
2141.88 0.0518966
2142.43 0.0941815
2142.71 0.149696
2142.98 0.292754
2143.12 0.470007
2143.26 0.884752
2143.32 1.34373
2143.39 2.27050
2143.43 3.13815
2143.46 4.51377
2143.50 6.87233
2143.53 11.0227
2143.57 17.6567
2143.60 22.0922
2143.64 17.6570
2143.67 11.0232
2143.71 6.35423
2143.75 3.98997
2143.79 2.69174
2143.83 1.92435
2143.91 1.10935
2143.98 0.723692
2144.14 0.379292
2144.30 0.236615
2144.61 0.123024
2144.93 0.0801076
2145.55 0.0484175
2146.18 0.0379114
2147.43 0.0335684
2148.69 0.0385136
2149.94 0.0540670
2151.20 0.0999380
2151.82 0.162222
2152.14 0.222909
2152.45 0.330007
2152.76 0.548078
2152.92 0.753091
2153.08 1.09989
2153.23 1.76617
2153.31 2.35758
2153.39 3.28554
2153.47 4.90311
2153.55 7.95784
2153.59 10.6006
2153.63 14.6544
2153.67 21.1023
2153.70 31.4542
2153.75 50.4500
2153.80 63.1690
2153.85 50.4496
2153.90 31.4545
2153.93 21.9562
2153.97 15.8836
2154.00 11.7582
2154.03 9.04630
2154.10 5.73164
2154.17 3.92710
2154.24 2.84960
2154.31 2.15900
2154.45 1.36492
2154.59 0.938728
2154.72 0.687677
2155.00 0.416455
2155.27 0.281655
2155.55 0.205166
2156.10 0.126284
2157.20 0.0681656
2158.30 0.0481351
2160.50 0.0366897
2162.70 0.0386452
2164.90 0.0515327
2166.00 0.0656998
2167.10 0.0918178
2167.65 0.113769
2168.20 0.147122
2168.75 0.201402
2169.30 0.298732
2169.57 0.379418
2169.85 0.500737
2170.12 0.695421
2170.40 1.03719
2170.67 1.72182
2170.81 2.35883
2170.95 3.42017
2171.09 5.41662
2171.16 7.13454
2171.22 9.75091
2171.29 14.1408
2171.33 17.5400
2171.36 22.0853
2171.40 28.7118
2171.43 38.0782
2171.47 51.9263
2171.50 72.3624
2171.53 93.3094
2171.55 116.304
2171.60 144.865
2171.63 135.842
2171.65 115.381
2171.70 72.3588
2171.76 41.2248
2171.82 25.3783
2171.88 16.8779
2171.94 11.9361
2172.00 8.85140
2172.06 6.81109
2172.17 4.39422
2172.29 3.05647
2172.41 2.24865
2172.64 1.36857
2172.88 0.922281
2173.11 0.667651
2173.35 0.507845
2173.59 0.401984
2174.06 0.274386
2174.53 0.204039
2175.47 0.134816
2176.41 0.105510
2177.35 0.0935400
2179.24 0.0974402
2180.18 0.111763
2181.12 0.137913
2182.06 0.184174
2183.00 0.270692
2183.47 0.343938
2183.95 0.455400
2184.42 0.636457
2184.89 0.958925
2185.12 1.22453
2185.36 1.61824
2185.59 2.24367
2185.83 3.31321
2186.07 5.39076
2186.18 7.24485
2186.30 10.2005
2186.36 12.4152
2186.42 15.4179
2186.48 19.6170
2186.54 25.5830
2186.59 34.7369
2186.65 49.2699
2186.71 73.4464
2186.77 113.465
2186.84 181.393
2186.90 226.616
2186.97 181.384
2187.03 113.455
2187.08 78.9645
2187.13 56.4551
2187.17 41.7337
2187.22 32.0093
2187.32 20.2180
2187.41 13.8185
2187.51 10.0048
2187.60 7.56392
2187.79 4.74647
2187.98 3.24405
2188.17 2.35968
2188.36 1.79342
2188.55 1.40940
2188.93 0.936281
2189.31 0.668488
2189.69 0.501627
2190.07 0.391203
2190.84 0.258165
2191.60 0.184221
2192.36 0.138905
2193.12 0.109129
2194.64 0.0736505
2196.16 0.0541167
2199.21 0.0344922
2202.25 0.0254045
2205.29 0.0205988
2211.38 0.0164281
2217.47 0.0157631
2223.55 0.0180077
2226.60 0.0212864
2229.64 0.0293028
2231.16 0.0391295
2232.69 0.0644244
2233.45 0.0973692
2234.21 0.185675
2234.59 0.302316
2234.78 0.413994
2234.97 0.609386
2235.16 0.999325
2235.25 1.35930
2235.35 1.96152
2235.44 3.08028
2235.49 4.04845
2235.54 5.50835
2235.59 7.96209
2235.63 12.2538
2235.68 20.9201
2235.71 28.4625
2235.73 38.9804
2235.76 62.2981
2235.80 77.8224
2235.84 62.2993
2235.87 38.9825
2235.91 24.3254
2235.94 16.1591
2235.98 11.3237
2236.01 8.30896
2236.08 4.97247
2236.15 3.29255
2236.21 2.33858
2236.28 1.74800
2236.42 1.08788
2236.55 0.746328
2236.69 0.550338
2236.96 0.345397
2237.24 0.247866
2237.51 0.196826
2238.05 0.157735
2238.60 0.170320
2239.14 0.263276
2239.41 0.399945
2239.55 0.531761
2239.69 0.760463
2239.82 1.20675
2239.89 1.60736
2239.96 2.25654
2240.03 3.40475
2240.09 5.70056
2240.13 7.78942
2240.16 11.1631
2240.20 16.9123
2240.23 27.0276
2240.27 43.4168
2240.30 54.0213
2240.34 43.4169
2240.37 27.0275
2240.41 15.2577
2240.46 9.26298
2240.50 6.11002
2240.54 4.33452
2240.58 3.20497
2240.63 2.46399
2240.71 1.59543
2240.80 1.11657
2240.88 0.831626
2241.05 0.519967
2241.22 0.361860
2241.40 0.271428
2241.74 0.177677
2242.42 0.108172
2243.10 0.0850234
2244.47 0.0761517
2245.83 0.0897837
2247.20 0.131165
2247.88 0.174370
2248.56 0.253200
2248.91 0.319373
2249.25 0.419197
2249.59 0.580364
2249.93 0.865431
2250.10 1.09903
2250.27 1.44528
2250.44 1.98983
2250.61 2.91044
2250.78 4.67498
2250.87 6.21440
2250.95 8.64767
2251.04 12.8652
2251.08 16.1888
2251.12 20.7820
2251.17 27.6805
2251.21 37.9420
2251.25 54.5107
2251.29 80.2016
2251.32 103.003
2251.35 129.114
2251.40 161.051
2251.43 151.334
2251.45 128.142
2251.51 80.1970
2251.54 57.5081
2251.58 42.5018
2251.65 25.1164
2251.72 16.1867
2251.79 11.2631
2251.86 8.22497
2251.93 6.28082
2252.07 3.98625
2252.21 2.75169
2252.35 2.01418
2252.63 1.21807
2252.92 0.818203
2253.20 0.591059
2253.48 0.449021
2253.76 0.354994
2254.32 0.241513
2254.89 0.178776
2256.01 0.115773
2257.14 0.0869530
2258.27 0.0720896
2260.52 0.0598967
2262.77 0.0583132
2265.03 0.0631202
2267.28 0.0783592
2268.41 0.111659
2268.69 0.139924
2268.97 0.210562
2269.11 0.297163
2269.25 0.501916
2269.32 0.730854
2269.39 1.19042
2269.46 2.31384
2269.50 3.53333
2269.53 5.72891
2269.57 9.17012
2269.60 11.3772
2269.64 9.06598
2269.67 5.73007
2269.70 3.53498
2269.74 2.31597
2269.81 1.20316
2269.88 0.743823
2269.95 0.516446
2270.09 0.309583
2270.22 0.223477
2270.50 0.154912
2270.78 0.130089
2271.88 0.112838
2274.10 0.136896
2276.31 0.188008
2278.52 0.282884
2279.63 0.362501
2280.73 0.482908
2281.84 0.677529
2282.95 1.02239
2283.50 1.30516
2284.05 1.72399
2284.61 2.38340
2285.16 3.50890
2285.44 4.39782
2285.71 5.66473
2285.99 7.57120
2286.26 10.5965
2286.40 12.8414
2286.54 15.8358
2286.68 19.9706
2286.82 25.8725
2286.96 34.7020
2287.09 48.2776
2287.23 70.0980
2287.37 105.550
2287.54 168.917
2287.70 211.171
2287.87 168.894
2288.03 105.526
2288.17 68.8909
2288.32 46.8177
2288.46 33.3258
2288.61 24.7178
2288.89 14.9793
2289.18 9.98776
2289.47 7.10420
2289.76 5.30368
2290.33 3.27647
2290.91 2.22135
2291.48 1.60642
2292.06 1.21630
2292.63 0.954505
2293.79 0.635681
2294.94 0.457424
2296.09 0.348949
2297.24 0.279598
2299.54 0.207043
2301.84 0.201433
2302.99 0.242823
2303.57 0.292267
2304.14 0.385989
2304.72 0.584753
2305.01 0.775555
2305.29 1.10402
2305.58 1.74413
2305.73 2.31650
2305.87 3.23189
2306.01 4.84832
2306.16 8.04358
2306.23 10.9147
2306.30 15.4903
2306.37 23.1433
2306.44 35.9524
2306.52 57.6777
2306.60 71.9380
2306.68 57.3798
2306.76 35.9470
2306.82 23.6955
2306.89 16.3211
2306.96 11.7424
2307.02 8.78541
2307.16 5.38091
2307.29 3.62752
2307.42 2.60433
2307.55 1.96717
2307.82 1.24381
2308.08 0.864186
2308.35 0.642248
2308.87 0.404924
2309.40 0.287417
2309.93 0.220621
2310.99 0.151285
2312.05 0.118106
2313.11 0.100467
2315.22 0.0877007
2317.34 0.0972499
2318.40 0.114801
2319.46 0.150988
2320.51 0.231988
2321.04 0.313115
2321.57 0.459591
2321.84 0.581499
2322.10 0.763949
2322.37 1.05706
2322.63 1.56681
2322.90 2.58176
2323.03 3.50778
2323.16 5.04058
2323.29 7.87055
2323.36 10.2359
2323.42 13.8175
2323.49 19.5680
2323.52 23.8117
2323.56 29.4914
2323.59 37.2559
2323.62 48.0831
2323.66 63.3833
2323.69 84.8792
2323.72 108.750
2323.74 136.092
2323.80 170.359
2323.83 160.267
2323.86 136.087
2323.91 84.8737
2323.96 57.6762
2324.00 40.7699
2324.04 29.6880
2324.09 22.5293
2324.17 14.0184
2324.26 9.49301
2324.35 6.83225
2324.43 5.14510
2324.61 3.22281
2324.78 2.20287
2324.95 1.60491
2325.13 1.22109
2325.30 0.962943
2325.65 0.644519
2326.00 0.464723
2326.34 0.353042
2326.69 0.278925
2327.39 0.189583
2328.08 0.139881
2329.47 0.0891097
2330.86 0.0648566
2332.24 0.0513855
2335.02 0.0378995
2337.80 0.0325224
2340.58 0.0328244
2341.96 0.0370098
2343.35 0.0507666
2344.05 0.0701134
2344.74 0.123374
2345.09 0.194197
2345.44 0.381007
2345.61 0.618103
2345.70 0.836245
2345.78 1.19419
2345.87 1.85945
2345.91 2.43070
2345.96 3.28253
2346.00 4.69850
2346.04 7.12304
2346.09 11.7346
2346.11 15.6939
2346.13 21.2785
2346.17 34.0947
2346.20 42.5447
2346.24 34.0952
2346.27 21.2792
2346.31 12.3511
2346.35 7.76393
2346.39 5.23932
2346.43 3.74508
2346.47 2.78103
2346.51 2.15649
2346.58 1.40415
2346.66 0.983752
2346.74 0.731846
2346.90 0.453087
2347.21 0.230779
2347.53 0.146396
2348.15 0.0831718
2348.78 0.0610237
2350.03 0.0479134
2351.29 0.0494464
2352.54 0.0628873
2353.80 0.106047
2354.42 0.165302
2354.74 0.223095
2355.05 0.325067
2355.36 0.532554
2355.52 0.727456
2355.68 1.05686
2355.83 1.68888
2355.91 2.24907
2355.99 3.12676
2356.07 4.65333
2356.15 7.52637
2356.19 10.0029
2356.23 13.7880
2356.26 19.7789
2356.30 29.3391
2356.35 47.1847
2356.40 58.7841
2356.45 46.7956
2356.50 29.3394
2356.55 17.1361
2356.61 10.7361
2356.66 7.22605
2356.71 5.18433
2356.77 3.86682
2356.82 2.98946
2356.93 1.94385
2357.04 1.36085
2357.14 1.00995
2357.36 0.623361
2357.57 0.426208
2357.79 0.313411
2358.21 0.195414
2359.07 0.107501
2359.93 0.0771485
2361.65 0.0607348
2363.36 0.0665452
2365.08 0.0933823
2365.94 0.122534
2366.80 0.176137
2367.66 0.288667
2368.08 0.397166
2368.51 0.587237
2368.94 0.966028
2369.16 1.31566
2369.37 1.89547
2369.59 2.97073
2369.69 3.87896
2369.80 5.26608
2369.91 7.54727
2370.02 11.5281
2370.07 14.7339
2370.12 19.1920
2370.18 25.7353
2370.23 34.9386
2370.32 56.0107
2370.40 69.8353
2370.49 55.7457
2370.57 34.9347
2370.63 24.6028
2370.69 17.8531
2370.75 13.2923
2370.81 10.2390
2370.93 6.51362
2371.05 4.48694
2371.18 3.25994
2371.30 2.47197
2371.54 1.56224
2371.78 1.07509
2372.02 0.787023
2372.50 0.476223
2372.99 0.321646
2373.47 0.233888
2373.95 0.179404
2374.44 0.143337
2375.40 0.100243
2376.37 0.0767458
2378.30 0.0545436
2380.23 0.0477060
2382.16 0.0534950
2383.13 0.0671440
2384.10 0.108055
2384.58 0.164094
2385.06 0.315580
2385.30 0.512942
2385.42 0.698728
2385.54 1.01260
2385.67 1.61740
2385.73 2.14538
2385.79 2.98202
2385.85 4.44692
2385.91 7.20471
2385.94 9.58986
2385.97 13.2477
2386.00 19.0648
2386.03 28.5981
2386.06 45.6027
2386.10 57.1417
2386.14 45.6031
2386.17 28.5988
2386.20 19.8155
2386.23 14.2019
2386.26 10.4133
2386.28 7.97026
2386.34 5.00778
2386.39 3.41517
2386.45 2.47222
2386.50 1.87147
2386.61 1.18118
2386.72 0.816156
2386.83 0.600550
2387.05 0.370385
2387.49 0.191188
2387.93 0.124546
2388.81 0.0757221
2389.69 0.0592807
2391.44 0.0509768
2393.20 0.0545381
2394.96 0.0673943
2396.71 0.0999428
2397.59 0.138643
2398.47 0.234579
2398.91 0.355844
2399.13 0.470911
2399.35 0.670353
2399.57 1.07073
2399.68 1.44299
2399.79 2.06453
2399.90 3.24567
2399.95 4.27253
2400.01 5.88336
2400.06 8.60251
2400.12 13.6575
2400.15 18.0110
2400.17 24.2816
2400.20 33.8425
2400.23 48.6524
2400.26 77.6526
2400.30 97.1982
2400.34 77.6556
2400.37 48.6579
2400.40 35.1889
2400.42 26.0748
2400.47 15.3288
2400.52 9.91778
2400.57 6.90231
2400.62 5.07426
2400.67 3.89055
2400.76 2.51975
2400.86 1.77579
2400.96 1.33401
2401.16 0.862729
2401.35 0.631045
2401.55 0.504740
2401.94 0.387003
2402.33 0.349502
2402.72 0.351309
2403.50 0.437051
2404.28 0.668832
2404.67 0.895653
2405.07 1.28336
2405.46 2.01706
2405.65 2.65535
2405.85 3.64703
2406.04 5.31763
2406.24 8.37068
2406.34 10.9244
2406.43 14.6522
2406.53 20.3498
2406.63 28.8843
2406.76 46.1878
2406.90 57.7184
2407.04 46.1815
2407.17 28.8773
2407.30 18.0265
2407.44 11.8813
2407.57 8.25746
2407.70 6.03603
2407.83 4.57685
2407.96 3.58825
2408.22 2.36636
2408.49 1.67619
2408.75 1.25040
2409.28 0.776445
2409.80 0.532403
2410.33 0.391329
2411.38 0.243328
2412.43 0.172490
2413.48 0.134525
2415.58 0.102731
2417.68 0.104592
2418.73 0.119793
2419.79 0.153598
2420.84 0.230776
2421.36 0.308425
2421.89 0.448378
2422.15 0.564779
2422.41 0.739690
2422.68 1.01970
2422.94 1.50635
2423.20 2.47463
2423.33 3.36593
2423.46 4.83235
2423.60 7.53985
2423.66 9.82354
2423.73 13.2286
2423.79 18.7821
2423.83 22.8932
2423.86 28.2157
2423.89 35.7021
2423.92 46.1639
2423.96 60.9755
2423.99 81.0653
2424.02 103.963
2424.05 130.111
2424.10 162.014
2424.13 152.331
2424.16 129.173
2424.21 81.0605
2424.26 50.9569
2424.32 33.9000
2424.37 23.7732
2424.42 17.4480
2424.53 10.3902
2424.63 6.87502
2424.73 4.85997
2424.84 3.62487
2425.05 2.23580
2425.26 1.51986
2425.47 1.10389
2425.67 0.841237
2425.88 0.665669
2426.30 0.450979
2426.72 0.330764
2427.55 0.207887
2428.39 0.150134
2429.22 0.119011
2430.89 0.0899924
2432.56 0.0800317
2434.23 0.0792178
2437.57 0.0966773
2439.24 0.116798
2440.91 0.149667
2442.58 0.205230
2444.25 0.307077
2445.09 0.392560
2445.93 0.521831
2446.76 0.730695
2447.60 1.10030
2448.01 1.40258
2448.43 1.84898
2448.85 2.55145
2449.27 3.74218
2449.68 6.01267
2449.89 8.00241
2450.10 11.1292
2450.21 13.4362
2450.31 16.4839
2450.41 20.7004
2450.52 26.6015
2450.62 35.3224
2450.73 48.4438
2450.83 69.0017
2450.94 101.409
2451.07 162.551
2451.20 202.921
2451.33 162.045
2451.47 101.393
2451.60 61.4140
2451.74 39.5820
2451.88 27.0731
2452.01 19.5580
2452.15 14.6950
2452.28 11.4353
2452.56 7.45142
2452.83 5.22550
2453.10 3.86218
2453.65 2.35267
2454.20 1.58158
2454.74 1.13607
2455.29 0.855829
2455.83 0.668530
2456.92 0.440796
2458.02 0.313299
2459.11 0.234716
2460.20 0.183015
2462.38 0.121526
2464.57 0.0888837
2466.75 0.0765195
2467.84 0.100836
2468.11 0.129809
2468.39 0.207686
2468.52 0.305691
2468.66 0.536857
2468.73 0.791556
2468.80 1.30516
2468.86 2.54531
2468.90 3.87216
2468.93 6.25441
2468.97 10.0131
2469.00 12.4502
2469.03 10.0129
2469.07 6.25388
2469.10 4.08381
2469.13 2.75961
2469.19 1.47186
2469.25 0.908417
2469.31 0.619927
2469.44 0.350901
2469.56 0.234255
2469.80 0.137778
2470.05 0.0994807
2471.02 0.0564887
2472.98 0.0396340
2476.88 0.0284484
2480.79 0.0227643
2484.70 0.0193884
2488.61 0.0175913
2492.51 0.0176473
2496.42 0.0240970
2498.38 0.0486666
2498.87 0.0723304
2499.35 0.135283
2499.60 0.216706
2499.84 0.424006
2499.96 0.675036
2500.09 1.25216
2500.15 1.86772
2500.21 3.06111
2500.24 4.13336
2500.27 5.75360
2500.30 8.48400
2500.33 12.9397
2500.37 20.7559
2500.40 25.8715
2500.44 20.7563
2500.47 12.9404
2500.49 9.44969
2500.52 7.07801
2500.56 4.26552
2500.60 2.80175
2500.65 1.96761
2500.74 1.11762
2500.82 0.720631
2501.00 0.375021
2501.18 0.235507
2501.53 0.126241
2501.88 0.0865644
2502.59 0.0619337
2503.29 0.0630059
2504.00 0.0840649
2504.70 0.153180
2505.06 0.247313
2505.41 0.494330
2505.59 0.803344
2505.68 1.08165
2505.76 1.53643
2505.85 2.35124
2505.90 3.02158
2505.94 4.01528
2505.98 5.56473
2506.03 8.12974
2506.07 12.6538
2506.12 20.9091
2506.16 33.6521
2506.20 41.9046
2506.24 33.3357
2506.29 20.9092
2506.31 15.4522
2506.34 11.7413
2506.39 7.15979
2506.44 4.73407
2506.49 3.33610
2506.54 2.46866
2506.59 1.89736
2506.69 1.21931
2506.80 0.849453
2506.90 0.626492
