Rh-103(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
875.805 0.0269772
880.218 0.0277075
882.425 0.0351791
882.977 0.0420511
883.528 0.0600057
883.804 0.0831815
884.080 0.142783
884.218 0.216276
884.356 0.390125
884.425 0.582321
884.494 0.971327
884.528 1.33117
884.563 1.92203
884.597 2.95216
884.632 4.79581
884.666 7.66205
884.700 9.56631
884.734 7.65353
884.768 4.79644
884.805 2.88294
884.841 1.84968
884.877 1.26767
884.913 0.919434
884.985 0.547176
885.057 0.366182
885.202 0.203928
885.347 0.136253
885.636 0.0823255
885.925 0.0621954
886.503 0.0482877
887.081 0.0449775
888.237 0.0481380
889.393 0.0600897
890.550 0.0877718
891.128 0.115452
891.706 0.165492
891.995 0.207246
892.284 0.270385
892.573 0.372479
892.862 0.553595
893.007 0.702174
893.151 0.922862
893.296 1.27126
893.440 1.86823
893.585 3.01994
893.657 4.04338
893.730 5.68272
893.802 8.54480
893.874 14.1310
893.910 19.1071
893.946 26.9248
893.982 39.7930
894.019 61.3081
894.059 98.1236
894.100 122.584
894.141 98.0215
894.182 61.3015
894.218 39.6506
894.254 26.7839
894.291 18.9848
894.327 14.0398
894.400 8.47380
894.472 5.63478
894.545 4.00567
894.617 2.99222
894.763 1.85183
894.908 1.26022
895.053 0.915293
895.199 0.697008
895.344 0.550368
895.634 0.371641
895.925 0.271272
896.215 0.209433
896.506 0.168782
897.087 0.120597
897.668 0.0945801
898.830 0.0700235
899.992 0.0609196
901.155 0.0588412
903.479 0.0677173
905.803 0.0978585
906.966 0.129530
908.128 0.187406
908.709 0.235873
909.290 0.309305
909.871 0.428307
910.452 0.640235
910.743 0.814661
911.033 1.07485
911.324 1.48808
911.614 2.20193
911.905 3.59690
912.050 4.85425
912.195 6.90105
912.341 10.5548
912.413 13.5457
912.486 17.9596
912.559 24.8129
912.631 36.0520
912.704 55.6425
912.776 90.8334
912.848 145.349
912.920 181.616
912.992 145.248
913.064 90.8124
913.123 60.6783
913.182 41.9914
913.241 30.2926
913.301 22.6921
913.419 13.9382
913.537 9.36564
913.656 6.70422
913.774 5.02983
914.011 3.12945
914.248 2.13545
914.484 1.55304
914.721 1.18305
914.958 0.933930
915.431 0.630117
915.905 0.459672
916.378 0.355257
916.852 0.287338
917.799 0.209296
918.746 0.171220
920.640 0.152429
921.587 0.163699
922.534 0.191465
923.481 0.245451
924.427 0.350679
924.901 0.441123
925.374 0.579883
925.848 0.806999
926.321 1.21483
926.558 1.55258
926.795 2.05869
927.032 2.86705
927.268 4.27355
927.505 7.05223
927.624 9.58544
927.742 13.7587
927.801 16.9398
927.860 21.3458
927.919 27.6783
927.979 37.1816
928.038 52.3130
928.067 63.3767
928.097 78.0622
928.127 97.9352
928.156 125.307
928.186 163.419
928.215 215.899
928.268 345.478
928.320 431.879
928.372 345.450
928.425 215.868
928.474 136.160
928.524 90.1427
928.574 62.9738
928.623 46.0788
928.722 27.4334
928.822 18.0717
928.921 12.7646
929.020 9.48245
929.218 5.81530
929.417 3.92621
929.615 2.82886
929.814 2.13602
930.012 1.67098
930.409 1.10512
930.806 0.787113
931.202 0.590817
931.599 0.461228
932.393 0.306084
933.186 0.220330
933.980 0.168046
934.773 0.133909
936.361 0.0938097
937.948 0.0726315
941.122 0.0550720
944.296 0.0565649
945.884 0.0657275
947.471 0.0861560
949.058 0.133177
949.851 0.180756
950.645 0.267192
951.042 0.339343
951.439 0.448238
951.835 0.623564
952.232 0.932316
952.431 1.18327
952.629 1.55301
952.827 2.12974
953.026 3.10083
953.224 4.92193
953.323 6.49301
953.423 8.93681
953.522 13.0114
953.621 20.4452
953.671 26.5912
953.720 35.6094
953.770 49.1618
953.819 69.4758
953.890 111.148
953.960 138.924
954.030 111.136
954.101 69.4625
954.157 46.9121
954.214 32.7392
954.270 23.7650
954.326 17.8921
954.439 11.0544
954.552 7.45298
954.665 5.34545
954.777 4.01552
955.003 2.49902
955.228 1.70317
955.454 1.23533
955.679 0.937500
955.905 0.736447
956.356 0.490150
956.807 0.350891
957.258 0.264529
957.709 0.207321
958.611 0.138575
959.512 0.100406
960.414 0.0770406
961.316 0.0617356
963.120 0.0438356
964.924 0.0353801
966.728 0.0388216
967.179 0.0473538
967.630 0.0725131
967.855 0.106093
968.081 0.192268
968.194 0.296560
968.306 0.534505
968.363 0.786082
968.419 1.26657
968.447 1.68445
968.475 2.32785
968.504 3.35585
968.532 5.00633
968.566 7.99514
968.600 9.98681
968.634 7.99528
968.668 5.00642
968.708 2.88359
968.747 1.79408
968.786 1.20459
968.826 0.859857
968.904 0.500102
968.983 0.328820
969.140 0.177561
969.298 0.114924
969.612 0.0647581
969.927 0.0453644
970.556 0.0302105
971.185 0.0242046
973.702 0.0165349
978.735 0.0124634
983.768 0.0123083
986.285 0.0184057
986.914 0.0249453
987.543 0.0430246
987.858 0.0670668
988.173 0.130267
988.330 0.209693
988.487 0.402041
988.566 0.620527
988.644 1.07861
988.684 1.51819
988.723 2.27026
988.762 3.66113
988.802 6.36383
988.836 10.1803
988.870 12.7263
988.904 10.1807
988.938 6.36426
988.960 4.66860
988.981 3.48821
989.024 2.09596
989.067 1.37241
989.110 0.962224
989.196 0.544677
989.282 0.350066
989.454 0.181333
989.626 0.112587
989.969 0.0583266
990.313 0.0378199
991.000 0.0224718
991.687 0.0169776
994.435 0.0127987
995.809 0.0143150
997.183 0.0202811
997.870 0.0288560
998.557 0.0526658
998.901 0.0844586
999.244 0.168532
999.416 0.275094
999.502 0.373128
999.588 0.536170
999.674 0.837136
999.717 1.09265
999.760 1.48210
999.803 2.11672
999.845 3.22900
999.888 5.36726
999.910 7.17523
999.931 9.75200
999.966 15.6012
1000.00 19.5021
1000.04 15.4927
1000.07 9.72437
1000.09 6.99774
1000.12 5.14458
1000.16 3.01728
1000.21 1.94688
1000.25 1.35024
1000.30 0.988350
1000.35 0.753837
1000.44 0.482006
1000.53 0.333943
1000.62 0.246425
1000.80 0.151037
1001.17 0.0760480
1001.54 0.0479914
1002.27 0.0272860
1003.00 0.0204690
1004.47 0.0218991
1005.20 0.0460178
1005.38 0.0692475
1005.57 0.127142
1005.66 0.195372
1005.75 0.342607
1005.80 0.491754
1005.84 0.760834
1005.89 1.29946
1005.93 2.43030
1005.97 3.87319
1006.00 4.83141
1006.03 3.87326
1006.07 2.43035
1006.10 1.52219
1006.13 1.00376
1006.20 0.517892
1006.27 0.310252
1006.33 0.208023
1006.46 0.113537
1006.59 0.0732734
1006.85 0.0404785
1007.12 0.0277563
1008.16 0.0142592
1010.25 0.0106493
1014.44 0.0117132
1016.53 0.0148493
1018.62 0.0237650
1019.67 0.0356444
1020.71 0.0674826
1021.24 0.109263
1021.50 0.149351
1021.76 0.219177
1022.02 0.359268
1022.15 0.489111
1022.28 0.705268
1022.41 1.11220
1022.48 1.46602
1022.55 2.00726
1022.61 2.92251
1022.68 4.56175
1022.71 5.93233
1022.74 7.86887
1022.77 10.8459
1022.81 15.1375
1022.85 24.1355
1022.90 30.1043
1022.95 24.1373
1022.99 15.1404
1023.05 8.98809
1023.10 5.69486
1023.15 3.86279
1023.20 2.78799
1023.25 2.08910
1023.30 1.62927
1023.40 1.06676
1023.50 0.752518
1023.60 0.563742
1023.80 0.357240
1024.01 0.254480
1024.21 0.199010
1024.61 0.154017
1025.02 0.163739
1025.22 0.193626
1025.42 0.256135
1025.63 0.392357
1025.73 0.521925
1025.83 0.742759
1025.93 1.16109
1025.98 1.52904
1026.03 2.09356
1026.08 3.06227
1026.13 4.81428
1026.16 6.34259
1026.18 8.53018
1026.21 11.8477
1026.23 16.8814
1026.27 27.0722
1026.30 33.5781
1026.34 26.7626
1026.37 16.8806
1026.41 10.0779
1026.44 6.41125
1026.48 4.36033
1026.52 3.13343
1026.55 2.35205
1026.59 1.82759
1026.67 1.19324
1026.74 0.840709
1026.81 0.625456
1026.96 0.388650
1027.11 0.266584
1027.26 0.196277
1027.55 0.121547
1028.14 0.0635829
1028.73 0.0414277
1029.91 0.0240809
1031.09 0.0172929
1033.45 0.0118851
1035.81 0.00979896
1040.53 0.00833719
1045.25 0.00810733
1054.69 0.00959248
1059.41 0.0124993
1061.77 0.0177266
1062.95 0.0312487
1063.25 0.0433173
1063.54 0.0741416
1063.69 0.112436
1063.84 0.203267
1063.91 0.305634
1063.99 0.517655
1064.06 1.05565
1064.10 1.66443
1064.13 2.76401
1064.17 4.40381
1064.20 5.49358
1064.23 4.40411
1064.27 2.76449
1064.31 1.53880
1064.35 0.935831
1064.39 0.620411
1064.44 0.440155
1064.52 0.256111
1064.60 0.170069
1064.77 0.0954913
1064.94 0.0654327
1065.61 0.0342406
1066.95 0.0326251
1067.62 0.0394256
1068.29 0.0564405
1068.63 0.0770439
1068.96 0.128171
1069.13 0.191267
1069.30 0.342593
1069.38 0.516449
1069.47 0.887583
1069.51 1.25113
1069.55 1.88786
1069.59 3.10626
1069.63 5.49903
1069.67 8.74716
1069.70 10.9021
1069.73 8.74835
1069.77 5.50121
1069.81 3.19160
1069.85 1.99763
1069.89 1.35052
1069.92 0.979510
1070.00 0.584175
1070.08 0.395233
1070.23 0.228832
1070.39 0.162332
1070.70 0.113857
1071.00 0.101728
1071.62 0.112450
1072.24 0.154865
1072.55 0.193554
1072.86 0.253314
1073.17 0.350897
1073.47 0.524001
1073.63 0.666839
1073.78 0.877588
1073.94 1.21199
1074.09 1.77962
1074.25 2.87595
1074.32 3.83886
1074.40 5.37215
1074.48 8.01654
1074.55 13.0980
1074.59 17.6008
1074.63 24.3832
1074.67 35.5760
1074.71 53.2722
1074.73 68.1566
1074.75 85.1522
1074.80 106.373
1074.85 85.1482
1074.89 53.2674
1074.94 33.4683
1074.98 22.2869
1075.02 15.5191
1075.07 11.4043
1075.15 6.79483
1075.24 4.49880
1075.33 3.17794
1075.41 2.36912
1075.59 1.45747
1075.76 0.987195
1075.93 0.713830
1076.10 0.541208
1076.28 0.425384
1076.62 0.284382
1076.97 0.205833
1077.32 0.157883
1077.66 0.126952
1078.36 0.0932964
1079.05 0.0857303
1079.39 0.0967680
1079.74 0.139248
1079.91 0.197905
1080.09 0.345580
1080.17 0.518809
1080.26 0.887411
1080.30 1.26024
1080.35 1.90446
1080.39 3.14568
1080.41 4.22424
1080.43 5.70166
1080.47 9.18980
1080.50 11.4424
1080.54 9.08278
1080.57 5.70071
1080.61 3.22601
1080.65 1.98482
1080.69 1.32545
1080.73 0.944437
1080.82 0.551177
1080.90 0.366787
1081.06 0.202251
1081.22 0.134433
1081.55 0.0793041
1081.88 0.0574412
1082.53 0.0395872
1083.19 0.0320951
1085.80 0.0231587
1088.42 0.0256805
1089.73 0.0428452
1090.05 0.0596053
1090.38 0.103668
1090.54 0.159480
1090.71 0.294761
1090.79 0.450669
1090.87 0.777019
1090.91 1.09748
1090.95 1.65478
1090.99 2.70945
1091.03 4.74726
1091.07 7.56281
1091.10 9.43141
1091.13 7.56310
1091.17 4.74766
1091.19 3.31881
1091.22 2.38298
1091.27 1.35594
1091.32 0.862204
1091.37 0.598962
1091.47 0.336000
1091.57 0.218935
1091.77 0.119439
1091.96 0.0798740
1092.36 0.0494688
1092.76 0.0385925
1094.35 0.0317540
1095.15 0.0359424
1095.94 0.0490207
1096.34 0.0663311
1096.74 0.111681
1096.94 0.169555
1097.13 0.313939
1097.23 0.485685
1097.33 0.863071
1097.38 1.25310
1097.43 1.95464
1097.46 2.54992
1097.48 3.43291
1097.51 4.77734
1097.53 6.72720
1097.57 10.8455
1097.60 13.5017
1097.64 10.7202
1097.67 6.72799
1097.69 4.91278
1097.71 3.70621
1097.75 2.26128
1097.80 1.48747
1097.84 1.05592
1097.92 0.608593
1098.01 0.401126
1098.18 0.218345
1098.35 0.144430
1098.69 0.0865650
1099.02 0.0656501
1099.70 0.0522456
1100.38 0.0505139
1101.73 0.0591584
1103.09 0.0815699
1103.77 0.101388
1104.44 0.131935
1105.12 0.182301
1105.80 0.273444
1106.14 0.349744
1106.48 0.465339
1106.82 0.652641
1107.15 0.984562
1107.32 1.25875
1107.49 1.66457
1107.66 2.30585
1107.83 3.40615
1108.00 5.54900
1108.09 7.46426
1108.17 10.5093
1108.25 15.9090
1108.30 20.2026
1108.34 26.4118
1108.38 36.0570
1108.40 42.6532
1108.42 51.0533
1108.44 61.8755
1108.47 75.9450
1108.49 94.2928
1108.51 117.993
1108.53 152.213
1108.55 189.628
1108.60 236.045
1108.62 221.294
1108.65 187.993
1108.69 117.981
1108.74 73.6890
1108.78 48.8515
1108.83 33.9127
1108.87 24.8631
1108.92 18.8130
1108.96 14.7679
1109.05 9.75644
1109.14 6.88064
1109.23 5.12186
1109.40 3.14247
1109.58 2.11834
1109.76 1.52753
1109.93 1.15435
1110.11 0.903823
1110.47 0.598343
1110.82 0.427325
1111.17 0.321816
1111.53 0.252213
1112.24 0.169001
1112.95 0.123243
1113.66 0.0955441
1114.36 0.0776669
1115.78 0.0572546
1117.20 0.0481692
1118.62 0.0525642
1118.97 0.0620127
1119.32 0.0890306
1119.50 0.124205
1119.68 0.211623
1119.77 0.314157
1119.86 0.533670
1119.90 0.757374
1119.94 1.14782
1119.99 1.91095
1120.01 2.56455
1120.03 3.51196
1120.07 5.58591
1120.10 6.96334
1120.13 5.58595
1120.17 3.51191
1120.20 2.32895
1120.23 1.62562
1120.28 0.888330
1120.34 0.556305
1120.40 0.383490
1120.51 0.220283
1120.62 0.148832
1120.85 0.0894881
1121.08 0.0660060
1121.99 0.0406201
1123.81 0.0331580
1127.46 0.0330713
1131.11 0.0382498
1134.75 0.0489599
1138.40 0.0701223
1140.22 0.0886907
1142.04 0.117999
1143.86 0.168344
1145.69 0.266403
1146.60 0.355492
1147.51 0.504503
1147.97 0.623484
1148.42 0.806871
1148.65 0.952983
1148.88 1.20257
1148.99 1.43493
1149.11 1.89188
1149.16 2.34008
1149.22 3.16966
1149.28 4.96826
1149.30 6.66571
1149.33 9.37916
1149.37 14.2415
1149.40 17.4709
1149.43 14.3013
1149.47 9.49849
1149.51 5.91020
1149.55 4.16247
1149.59 3.26888
1149.64 2.78742
1149.72 2.33562
1149.80 2.18450
1150.13 2.42577
1150.47 3.24254
1150.80 4.74464
1151.13 7.71654
1151.30 10.3828
1151.38 12.2649
1151.46 14.7045
1151.55 17.9855
1151.63 22.4129
1151.71 28.6484
1151.80 37.7776
1151.88 51.7750
1151.96 74.4088
1152.00 91.2811
1152.05 113.029
1152.09 142.591
1152.13 180.511
1152.21 288.285
1152.30 359.912
1152.34 337.917
1152.39 286.916
1152.47 179.431
1152.54 121.261
1152.61 84.6830
1152.68 61.5044
1152.75 46.4830
1152.89 28.8062
1153.02 19.4524
1153.16 13.9385
1153.30 10.4799
1153.57 6.52939
1153.85 4.44593
1154.12 3.22494
1154.40 2.44443
1154.67 1.91919
1155.22 1.27472
1155.77 0.910457
1156.32 0.684874
1156.86 0.535898
1157.96 0.357199
1159.06 0.258813
1160.16 0.199184
1161.25 0.160716
1163.45 0.116672
1165.64 0.0949095
1170.03 0.0814104
1174.43 0.0923383
1176.62 0.108359
1178.82 0.136692
1181.01 0.189434
1182.11 0.234761
1183.21 0.306965
1184.30 0.438898
1184.85 0.555536
1185.40 0.749737
1185.95 1.12779
1186.22 1.47895
1186.50 2.07894
1186.77 3.26213
1186.91 4.34159
1187.05 6.13757
1187.18 9.45742
1187.25 12.3092
1187.29 14.2236
1187.32 16.6256
1187.36 19.7924
1187.39 23.8078
1187.41 26.2788
1187.42 29.1424
1187.46 36.3969
1187.49 46.8667
1187.53 61.4795
1187.56 82.7537
1187.60 113.603
1187.62 146.126
1187.65 181.782
1187.70 225.937
1187.73 212.047
1187.75 180.420
1187.81 113.624
1187.85 75.0053
1187.89 51.8821
1187.94 37.2240
1187.98 27.9925
1188.07 17.3065
1188.16 11.7734
1188.25 8.58036
1188.34 6.58575
1188.52 4.35596
1188.69 3.20838
1188.87 2.56017
1189.23 1.93623
1189.58 1.71644
1189.94 1.69573
1190.65 2.04685
1191.36 3.02792
1191.71 3.95328
1192.07 5.45867
1192.43 8.10272
1192.60 10.2180
1192.78 13.2424
1192.96 17.7922
1193.14 24.8611
1193.31 36.4373
1193.49 55.4091
1193.70 88.3246
1193.90 110.145
1194.11 88.2844
1194.31 55.3614
1194.46 38.8962
1194.61 28.0257
1194.75 20.8463
1194.90 16.0109
1195.20 10.1693
1195.49 6.98441
1195.79 5.08173
1196.08 3.86289
1196.67 2.46020
1197.26 1.73250
1197.85 1.35628
1198.15 1.29230
1198.44 1.40927
1198.59 1.66112
1198.74 2.34132
1198.81 3.13993
1198.88 4.81503
1198.92 6.40341
1198.96 9.07230
1199.00 13.8639
1199.03 22.4544
1199.07 35.6122
1199.10 44.0239
1199.14 35.1948
1199.17 22.4194
1199.20 15.5058
1199.22 11.2337
1199.25 8.36984
1199.28 6.53619
1199.33 4.32106
1199.38 3.14953
1199.43 2.43782
1199.49 1.98934
1199.59 1.45947
1199.80 0.992474
1200.01 0.787341
1200.43 0.596416
1200.85 0.502840
1201.69 0.442816
1201.90 0.475153
1202.11 0.590007
1202.22 0.740480
1202.32 1.08981
1202.38 1.46161
1202.43 2.14862
1202.45 2.75826
1202.48 3.64709
1202.51 5.02326
1202.53 7.16024
1202.57 11.2348
1202.60 13.9331
1202.63 11.2306
1202.67 7.15156
1202.70 4.94588
1202.72 3.54848
1202.75 2.65801
1202.78 2.07144
1202.83 1.38586
1202.88 1.02676
1202.99 0.674319
1203.10 0.514677
1203.31 0.374460
1203.53 0.313385
1203.96 0.255654
1204.38 0.225312
1206.10 0.168974
1206.96 0.159876
1207.82 0.172565
1208.24 0.203522
1208.67 0.298065
1208.89 0.425445
1209.00 0.545371
1209.10 0.749615
1209.21 1.13788
1209.26 1.48101
1209.32 2.01133
1209.37 2.92894
1209.42 4.61525
1209.45 6.07319
1209.48 8.27809
1209.50 11.7189
1209.53 16.8688
1209.57 27.0338
1209.60 33.8540
1209.64 27.0337
1209.67 16.8682
1209.70 10.6698
1209.74 7.17819
1209.77 5.08687
1209.80 3.77138
1209.86 2.28684
1209.93 1.54774
1209.99 1.11968
1210.06 0.858035
1210.19 0.563087
1210.31 0.408652
1210.44 0.318386
1210.70 0.222300
1211.22 0.146162
1211.73 0.115808
1212.76 0.0895581
1213.79 0.0769621
1217.91 0.0552178
1222.03 0.0463225
1226.15 0.0425718
1234.39 0.0463573
1236.45 0.0513431
1238.51 0.0626813
1239.54 0.0762049
1240.57 0.110984
1241.09 0.156431
1241.34 0.200369
1241.60 0.277754
1241.86 0.435938
1241.99 0.585553
1242.12 0.840141
1242.24 1.33597
1242.31 1.77441
1242.37 2.47843
1242.44 3.73400
1242.50 6.17387
1242.53 8.35386
1242.57 11.8094
1242.60 17.5504
1242.63 27.2675
1242.67 43.9923
1242.70 54.7920
1242.74 43.4968
1242.77 27.2693
1242.80 17.7854
1242.83 12.2315
1242.86 8.70305
1242.89 6.51670
1242.95 3.98255
1243.02 2.67529
1243.08 1.92150
1243.14 1.44992
1243.26 0.920407
1243.38 0.642082
1243.50 0.480673
1243.74 0.308665
1243.99 0.224506
1244.23 0.177414
1244.72 0.129905
1245.69 0.0972604
1246.66 0.0885782
1248.61 0.0900872
1250.55 0.101684
1254.44 0.151081
1256.39 0.204512
1257.36 0.275084
1257.60 0.322717
1257.85 0.431888
1257.97 0.559131
1258.09 0.844657
1258.15 1.15064
1258.21 1.74758
1258.24 2.28854
1258.27 3.11346
1258.30 4.46215
1258.33 6.70096
1258.37 10.6596
1258.40 13.2114
1258.44 10.5422
1258.47 6.70751
1258.51 3.84963
1258.55 2.46209
1258.59 1.72407
1258.63 1.29762
1258.72 0.855254
1258.80 0.651403
1258.96 0.476504
1259.13 0.410390
1259.46 0.369686
1259.79 0.368173
1261.10 0.456533
1262.42 0.633738
1263.74 0.956951
1264.40 1.22501
1265.06 1.62681
1265.72 2.26807
1266.05 2.74172
1266.37 3.38174
1266.70 4.27911
1267.03 5.58277
1267.36 7.58512
1267.69 10.8842
1267.86 13.4042
1268.02 16.8958
1268.19 21.9165
1268.35 29.4148
1268.52 41.4012
1268.68 61.6451
1268.84 98.9485
1268.93 128.810
1269.01 169.977
1269.15 271.647
1269.30 339.279
1269.45 270.841
1269.59 169.336
1269.71 114.435
1269.83 79.9107
1269.94 58.0363
1270.06 43.7926
1270.29 27.0674
1270.53 18.2808
1270.76 13.1193
1270.99 9.87488
1271.46 6.18386
1271.93 4.26969
1272.39 3.22130
1272.86 2.92663
1272.98 3.15662
1273.09 3.85867
1273.15 4.68211
1273.21 6.27477
1273.27 9.78733
1273.30 13.1464
1273.33 18.4816
1273.36 28.5540
1273.40 35.0103
1273.44 28.2070
1273.47 18.3688
1273.51 12.2834
1273.54 8.72661
1273.58 6.60191
1273.61 5.29725
1273.68 3.78058
1273.74 3.00720
1273.88 2.25196
1274.01 1.89975
1274.28 1.57114
1274.55 1.44839
1274.82 1.48001
1275.09 1.82347
1275.23 2.33661
1275.29 2.82153
1275.36 3.60968
1275.43 5.04216
1275.50 7.88154
1275.53 10.5066
1275.56 14.6012
1275.60 21.7431
1275.63 33.7021
1275.67 53.6424
1275.70 66.4010
1275.74 53.0365
1275.77 33.6684
1275.80 21.9699
1275.83 15.1874
1275.87 11.0299
1275.90 8.36934
1275.96 5.34649
1276.02 3.78302
1276.08 2.86564
1276.15 2.29854
1276.27 1.64786
1276.39 1.29692
1276.52 1.08567
1276.77 0.844962
1277.26 0.623263
1277.76 0.512160
1278.76 0.388548
1279.75 0.317314
1280.75 0.273942
1281.74 0.258950
1282.24 0.274401
1282.74 0.343887
1282.99 0.446153
1283.11 0.546211
1283.23 0.718798
1283.36 1.05813
1283.42 1.35947
1283.48 1.84443
1283.55 2.69288
1283.61 4.35869
1283.64 5.84437
1283.67 8.19389
1283.70 12.0832
1283.73 18.6293
1283.77 29.8514
1283.80 37.0383
1283.84 29.5095
1283.87 18.6277
1283.91 10.8740
1283.95 6.91124
1283.99 4.67695
1284.02 3.39210
1284.06 2.55918
1284.10 2.01814
1284.18 1.36377
1284.25 0.996228
1284.33 0.775073
1284.48 0.528627
1284.64 0.401701
1284.79 0.328279
1285.10 0.249413
1285.71 0.185107
1286.32 0.157733
1288.77 0.119176
1291.22 0.109746
1293.67 0.117045
1296.12 0.151454
1297.35 0.191132
1298.58 0.266512
1299.19 0.330987
1299.80 0.429843
1300.41 0.591800
1301.03 0.882766
1301.33 1.12502
1301.64 1.48796
1301.95 2.06908
1302.25 3.08496
1302.56 5.11426
1302.71 6.97458
1302.86 10.0688
1302.94 12.4637
1303.02 15.7634
1303.09 20.6189
1303.17 27.9235
1303.21 33.2257
1303.25 39.9219
1303.29 48.7458
1303.32 60.6255
1303.36 77.4920
1303.40 100.718
1303.44 133.894
1303.48 181.007
1303.54 288.883
1303.60 360.501
1303.63 338.156
1303.66 287.006
1303.73 179.535
1303.80 101.428
1303.87 62.4688
1303.95 41.5648
1304.02 29.4045
1304.09 21.7258
1304.17 16.7257
1304.31 10.7580
1304.46 7.46789
1304.60 5.49387
1304.90 3.33141
1305.19 2.23484
1305.48 1.60621
1305.78 1.21292
1306.07 0.951475
1306.65 0.634373
1307.24 0.457810
1307.82 0.349485
1308.41 0.278424
1309.58 0.194428
1310.75 0.149568
1313.09 0.110473
1315.43 0.107887
1316.60 0.121166
1317.77 0.152936
1318.95 0.227508
1319.53 0.302928
1320.12 0.439149
1320.41 0.552210
1320.70 0.721585
1320.99 0.991397
1321.29 1.45693
1321.58 2.37111
1321.73 3.19332
1321.87 4.53287
1322.02 6.94493
1322.09 8.91235
1322.16 11.8184
1322.24 16.3278
1322.31 23.7424
1322.38 36.6958
1322.46 60.0399
1322.53 96.1615
1322.60 120.289
1322.67 96.1526
1322.74 60.0302
1322.80 40.7033
1322.86 28.6708
1322.91 20.9636
1322.97 15.8651
1323.08 9.84571
1323.19 6.67846
1323.31 4.80056
1323.42 3.62121
1323.64 2.26549
1323.87 1.55183
1324.09 1.13142
1324.32 0.863354
1324.54 0.682083
1324.99 0.459762
1325.44 0.333754
1325.89 0.255453
1326.34 0.203543
1327.24 0.140772
1328.14 0.105722
1329.94 0.0697343
1331.74 0.0524764
1333.54 0.0429055
1337.14 0.0336355
1340.74 0.0306727
1344.33 0.0322668
1346.13 0.0356424
1347.93 0.0434381
1348.83 0.0521315
1349.73 0.0727620
1350.18 0.0983431
1350.63 0.164337
1350.86 0.248262
1351.08 0.459163
1351.19 0.712951
1351.25 0.933543
1351.31 1.28179
1351.36 1.87510
1351.42 2.99397
1351.45 3.95090
1351.47 5.40174
1351.50 7.67340
1351.53 11.2483
1351.57 17.9928
1351.60 22.2933
1351.64 17.7948
1351.67 11.0942
1351.71 6.49072
1351.75 4.12446
1351.79 2.78491
1351.83 2.01143
1351.91 1.18229
1351.99 0.782985
1352.07 0.562503
1352.15 0.428654
1352.30 0.282002
1352.62 0.166399
1352.94 0.124202
1353.57 0.0971972
1354.20 0.0937885
1355.46 0.111688
1356.73 0.157945
1357.36 0.198802
1357.99 0.261796
1358.62 0.365223
1359.25 0.551295
1359.57 0.706087
1359.89 0.939047
1360.20 1.31301
1360.52 1.96925
1360.83 3.28200
1360.99 4.49552
1361.15 6.52750
1361.31 10.3058
1361.39 13.5363
1361.47 18.5146
1361.51 22.1184
1361.54 26.7054
1361.58 32.9845
1361.62 41.3515
1361.66 53.3944
1361.70 70.2879
1361.74 94.9441
1361.78 130.808
1361.84 209.280
1361.90 261.589
1361.93 246.199
1361.96 209.268
1362.02 130.794
1362.08 80.4920
1362.14 52.6737
1362.20 36.5065
1362.26 26.5638
1362.32 20.1037
1362.38 15.7032
1362.49 10.3010
1362.61 7.25591
1362.73 5.37982
1362.97 3.29105
1363.20 2.21856
1363.44 1.59687
1363.67 1.20495
1363.91 0.942187
1364.38 0.622869
1364.85 0.443686
1365.33 0.333235
1365.80 0.260408
1366.74 0.173387
1367.69 0.125582
1368.63 0.0966705
1369.57 0.0780836
1371.46 0.0575940
1373.35 0.0514701
1374.30 0.0558280
1375.24 0.0759936
1375.71 0.106091
1376.18 0.189432
1376.42 0.298394
1376.54 0.400880
1376.66 0.575534
1376.77 0.908925
1376.83 1.20188
1376.89 1.66630
1376.95 2.46203
1377.01 3.97539
1377.04 5.30817
1377.07 7.27812
1377.10 10.5090
1377.13 15.4909
1377.16 24.8779
1377.20 30.9007
1377.24 24.6081
1377.27 15.4913
1377.30 11.0701
1377.32 8.09084
1377.37 4.75453
1377.42 3.07496
1377.47 2.13815
1377.52 1.56957
1377.57 1.20091
1377.67 0.769964
1377.76 0.538258
1377.86 0.399862
1378.06 0.250053
1378.45 0.132036
1378.84 0.0875071
1379.63 0.0537681
1380.41 0.0413348
1381.98 0.0324559
1383.55 0.0305520
1385.12 0.0328276
1386.69 0.0431607
1387.48 0.0579762
1388.26 0.0988445
1388.66 0.153506
1388.85 0.206158
1389.05 0.298729
1389.24 0.484676
1389.34 0.657436
1389.44 0.948405
1389.54 1.49440
1389.59 1.96579
1389.64 2.69959
1389.68 3.92442
1389.73 6.16251
1389.76 8.06112
1389.78 10.7382
1389.81 14.9378
1389.83 20.9977
1389.87 33.6769
1389.90 41.7698
1389.94 33.2928
1389.97 20.9988
1390.00 14.1418
1390.03 9.84748
1390.05 7.13811
1390.08 5.41957
1390.14 3.36900
1390.19 2.28342
1390.25 1.64691
1390.30 1.24408
1390.41 0.784120
1390.52 0.540712
1390.63 0.399112
1390.85 0.247993
1391.07 0.173260
1391.29 0.131407
1391.73 0.0887516
1392.61 0.0586323
1393.49 0.0499879
1395.26 0.0509238
1397.02 0.0656388
1397.90 0.0799138
1398.78 0.102403
1399.66 0.139761
1400.54 0.207610
1400.99 0.264340
1401.43 0.349876
1401.87 0.488290
1402.31 0.732706
1402.53 0.933497
