Cr-54(n,g) ENDF/B-VII.1
19209.4 7.87795
19209.6 11.4654
19209.7 17.4359
19209.9 28.1944
19210.0 34.8799
19210.2 28.1790
19210.3 17.4238
19210.4 12.9691
19210.5 9.58382
19210.7 5.78841
19210.9 3.72623
19211.1 2.62053
19211.5 1.46542
19211.9 0.939968
19212.6 0.475298
19213.4 0.285640
19214.9 0.135866
19216.5 0.0791877
19219.6 0.0365383
19222.6 0.0210866
19235.0 0.00570764
19259.7 0.00175391
19309.0 0.000756846
19407.7 0.000518274
19605.2 0.000487244
19802.6 0.000514009
20000.0 0.000555980
20086.7 0.000578087
20173.3 0.000602484
20260.0 0.000629326
20346.6 0.000658831
20433.3 0.000691285
20519.9 0.000727023
20606.6 0.000766461
20693.3 0.000810075
20779.9 0.000858452
20866.6 0.000912270
21039.9 0.00103965
21213.2 0.00120093
21386.5 0.00140893
21559.8 0.00168308
21733.1 0.00205379
21906.4 0.00257057
22079.8 0.00331763
22253.1 0.00444494
22426.4 0.00623138
22599.7 0.00920637
22773.0 0.0142864
23149.0 0.0295323
23242.8 0.0283303
23336.5 0.0244121
23524.0 0.0153812
23730.9 0.00899551
23937.7 0.00562966
24144.5 0.00378899
24351.4 0.00270752
24558.2 0.00202829
24765.1 0.00157743
25178.8 0.00103864
25592.4 0.000743069
26006.1 0.000564323
26833.5 0.000368705
27660.9 0.000269718
28488.3 0.000212714
30143.0 0.000152683
31797.8 0.000123098
33452.5 0.000106223
36762.0 8.86548E-05
43381.0 7.70391E-05
50000.0 8.47525E-05
50572.4 9.01017E-05
50858.6 0.000100572
51001.7 0.000134976
51073.2 0.000267855
51109.0 0.000793782
51126.9 0.00287205
51135.8 0.0109793
51140.3 0.0418343
51142.5 0.154196
51143.7 0.526353
51144.2 1.55793
51144.5 3.67912
51144.6 6.59995
51144.8 12.9486
51144.9 21.0000
51145.0 25.8521
51145.0 21.0149
51145.1 12.9603
51145.3 7.25987
51145.4 4.29419
51145.6 1.98473
51146.1 0.716725
51147.0 0.218590
51148.8 0.0605811
51152.5 0.0159708
51159.9 0.00416029
51174.6 0.00112281
51204.2 0.000352065
51263.2 0.000158551
51381.2 0.000111244
51617.3 0.000102343
52089.4 0.000108508
52561.5 0.000123088
53033.6 0.000150418
53505.7 0.000208714
53741.8 0.000266303
53977.9 0.000370135
54213.9 0.000587048
54332.0 0.000797286
54450.0 0.00116837
54568.0 0.00191760
54627.0 0.00261724
54686.0 0.00380148
54745.1 0.00604126
54774.6 0.00799059
54804.1 0.0110491
54833.6 0.0162165
54863.1 0.0258302
54877.9 0.0339415
54892.6 0.0460650
54907.4 0.0647232
54922.1 0.0935279
54941.8 0.149545
54961.4 0.186860
54981.1 0.149559
55000.7 0.0935605
55012.8 0.0690074
55025.0 0.0518039
55049.2 0.0312947
55073.5 0.0205685
55097.8 0.0144379
55122.0 0.0106556
55146.3 0.00817480
55194.8 0.00524240
55243.3 0.00364913
55291.8 0.00269114
55388.9 0.00164824
55485.9 0.00112377
55583.0 0.000823698
55777.0 0.000511350
55971.1 0.000360605
56165.2 0.000276588
56553.4 0.000191199
56941.5 0.000150966
57329.7 0.000128960
58106.0 0.000107185
59658.7 9.25877E-05
61211.3 8.89927E-05
64316.6 9.29052E-05
65869.3 0.000109632
66645.6 0.000170375
67033.8 0.000406535
67227.9 0.00132461
67276.4 0.00225077
67324.9 0.00480418
67349.2 0.00821824
67361.3 0.0115127
67373.4 0.0172995
67385.5 0.0288949
67391.6 0.0396451
67397.7 0.0576540
67403.7 0.0913086
67406.8 0.120140
67409.8 0.164718
67412.8 0.238727
67415.9 0.371743
67417.4 0.480765
67418.9 0.637784
67420.4 0.871842
67421.9 1.21539
67424.2 1.94422
67426.4 2.42705
67428.7 1.93864
67430.9 1.21105
67433.1 0.754614
67435.3 0.495113
67437.4 0.343723
67439.6 0.250387
67441.8 0.189641
67444.0 0.148213
67448.3 0.0973786
67452.7 0.0686112
67457.0 0.0509103
67465.7 0.0311557
67474.5 0.0209951
67483.2 0.0151104
67500.6 0.00890923
67518.0 0.00588149
67535.4 0.00418284
67570.3 0.00244364
67640.0 0.00116068
67709.7 0.000700318
67849.1 0.000366195
67988.5 0.000247921
68267.3 0.000163074
68546.0 0.000133553
69103.6 0.000113181
69661.2 0.000106930
71891.5 0.000106545
74121.8 0.000121111
75236.9 0.000162822
75794.5 0.000315771
75933.9 0.000470172
76073.3 0.000900004
76143.0 0.00148298
76177.9 0.00205299
76212.7 0.00306890
76247.5 0.00515417
76265.0 0.00713711
76282.4 0.0105600
76299.8 0.0172423
76308.5 0.0232524
76317.2 0.0330252
76326.0 0.0504089
76330.3 0.0646255
76334.7 0.0854994
76339.0 0.117806
76343.4 0.170434
76347.7 0.261680
76352.1 0.423556
76356.5 0.677661
76360.9 0.846015
76365.2 0.676250
76369.6 0.422951
76374.1 0.258073
76378.6 0.166884
76383.0 0.114705
76387.5 0.0829790
76391.9 0.0625378
76396.4 0.0487006
76405.3 0.0318221
76414.2 0.0223684
76423.2 0.0165688
76441.0 0.0101374
76458.8 0.00684606
76476.7 0.00494405
76512.4 0.00294517
76548.1 0.00197185
76583.7 0.00142646
76655.1 0.000868966
76726.5 0.000604441
76797.8 0.000458578
76940.6 0.000311771
77226.1 0.000205928
77511.5 0.000169141
78082.5 0.000144147
78653.4 0.000136952
80937.2 0.000138668
85504.8 0.000167071
90072.3 0.000222640
92356.1 0.000301600
92927.1 0.000357812
93498.0 0.000494103
93783.5 0.000665221
93926.2 0.000826645
94069.0 0.00110702
94211.7 0.00166560
94283.1 0.00218314
94354.4 0.00305506
94425.8 0.00469724
94461.5 0.00612288
94497.2 0.00835594
94532.9 0.0121219
94568.5 0.0191132
94586.4 0.0250018
94604.2 0.0338028
94622.1 0.0473490
94639.9 0.0683025
94663.6 0.109313
94687.3 0.138027
94711.0 0.111796
94734.7 0.0702661
94751.8 0.0493663
94768.9 0.0355850
94786.1 0.0265044
94803.2 0.0203691
94837.4 0.0130203
94871.7 0.00903521
94905.9 0.00666565
94940.1 0.00515452
95008.6 0.00342587
95077.1 0.00252928
95145.6 0.00202420
95282.5 0.00158155
95419.5 0.00160014
95488.0 0.00180926
95556.4 0.00227277
95624.9 0.00330381
95659.2 0.00430236
95693.4 0.00602426
95727.6 0.00934072
95744.7 0.0122703
95761.9 0.0169325
95779.0 0.0249547
95796.1 0.0402881
95804.7 0.0535680
95813.2 0.0739264
95821.8 0.106190
95830.3 0.157339
95841.0 0.249189
95851.7 0.300564
95862.4 0.232478
95873.1 0.144277
95881.1 0.0999189
95889.2 0.0713864
95897.2 0.0528441
95905.3 0.0404195
95921.4 0.0256316
95937.5 0.0176426
95953.7 0.0128925
95969.8 0.00985538
96002.0 0.00635083
96034.3 0.00448738
96066.5 0.00338178
96131.0 0.00218964
96195.5 0.00159300
96260.0 0.00125122
96388.9 0.000892553
96517.9 0.000716493
96646.9 0.000616570
96904.8 0.000513105
97420.7 0.000439082
97936.5 0.000420230
98968.3 0.000436570
100000 0.000523791
100671 0.000822235
100838 0.00111057
101006 0.00190510
101090 0.00298022
101132 0.00403201
101174 0.00591013
101215 0.00977601
101236 0.0134753
101257 0.0198600
101278 0.0324646
101289 0.0439079
101299 0.0624629
101310 0.0961527
101315 0.124360
101320 0.165630
101326 0.231795
101331 0.340433
101336 0.533860
101341 0.891091
101346 1.42456
101351 1.78294
101356 1.43057
101361 0.895819
101365 0.612802
101368 0.435788
101372 0.320931
101376 0.244188
101383 0.153235
101390 0.104359
101398 0.0754217
101405 0.0569846
101420 0.0357961
101435 0.0245883
101450 0.0179665
101479 0.0108724
101509 0.00735773
101538 0.00536614
101598 0.00331148
101657 0.00232753
101716 0.00178387
101835 0.00123568
101953 0.000980340
102071 0.000842905
102308 0.000710981
102782 0.000632425
103256 0.000623427
105151 0.000727353
107046 0.000925531
107993 0.00106355
108940 0.00123769
109414 0.00134208
109888 0.00146065
110362 0.00159599
110835 0.00175130
111309 0.00193056
111783 0.00213864
112257 0.00238179
112730 0.00266789
113204 0.00300705
113678 0.00341201
114151 0.00389938
114625 0.00449039
115099 0.00521231
115573 0.00609879
116520 0.00853351
117193 0.0109445
117865 0.0139289
119210 0.0193521
119883 0.0195047
120555 0.0174295
121900 0.0112108
122811 0.00796827
123721 0.00576958
124631 0.00431411
125542 0.00334520
127363 0.00230013
128273 0.00218162
128728 0.00251875
128956 0.00385328
129013 0.00516147
129070 0.00869723
129098 0.0133443
129112 0.0177439
129127 0.0253328
129141 0.0402668
129148 0.0536375
129155 0.0753790
129162 0.114059
129166 0.146190
129169 0.192171
129173 0.265308
129176 0.381494
129180 0.588844
129183 0.948392
129187 1.52613
129191 1.90753
129194 1.52824
129198 0.963481
129202 0.553171
129206 0.342460
129210 0.228849
129214 0.162599
129218 0.121164
129222 0.0937220
129230 0.0609769
129239 0.0430263
129247 0.0321716
129263 0.0203461
129280 0.0143280
129296 0.0108812
129329 0.00730335
129394 0.00462841
129460 0.00368561
129722 0.00297457
129983 0.00326189
130245 0.00405206
130507 0.00571712
130638 0.00722614
130769 0.00965233
130900 0.0138685
131031 0.0219935
131097 0.0290859
131129 0.0339483
131162 0.0400227
131195 0.0477191
131211 0.0523124
131228 0.0574560
131244 0.0632811
131260 0.0697818
131293 0.0851551
131313 0.0962828
131334 0.108379
131374 0.133632
131415 0.153343
131455 0.157570
131496 0.143680
131536 0.119620
131617 0.0741087
131685 0.0496171
131753 0.0346394
131821 0.0252830
131889 0.0191956
132025 0.0121563
132160 0.00845330
132296 0.00628643
132432 0.00491442
132704 0.00334261
132975 0.00251042
133247 0.00201765
133790 0.00149753
134333 0.00128570
134876 0.00133828
135148 0.00158787
135284 0.00186659
135420 0.00238548
135555 0.00346946
135623 0.00449993
135691 0.00626588
135759 0.00965389
135793 0.0126477
135827 0.0173957
135861 0.0255926
135895 0.0412391
135912 0.0548703
135929 0.0758780
135946 0.109485
135963 0.163372
135983 0.261249
136004 0.326499
136025 0.261548
136045 0.164007
136065 0.101766
136086 0.0667798
136106 0.0463763
136126 0.0339110
136146 0.0257814
136167 0.0202767
136207 0.0135054
136248 0.00969158
136288 0.00734211
136369 0.00472431
136450 0.00337675
136531 0.00259226
136693 0.00175844
136855 0.00134378
137017 0.00110470
137341 0.000847156
137989 0.000628803
138637 0.000526971
139933 0.000417908
141229 0.000353076
143821 0.000272259
146413 0.000222323
151596 0.000170337
154188 0.000179441
154836 0.000202591
155484 0.000274037
155808 0.000375167
155970 0.000476169
156132 0.000659763
156294 0.00104725
156375 0.00142660
156456 0.00210342
156537 0.00349323
156578 0.00481492
156618 0.00709836
156659 0.0115552
156679 0.0155793
156699 0.0220929
156719 0.0337471
156730 0.0432272
156740 0.0571737
156750 0.0786979
156760 0.113823
156770 0.174542
156780 0.282487
156790 0.452448
156800 0.566035
156811 0.452594
156821 0.282640
156829 0.193236
156837 0.136780
156844 0.100376
156852 0.0761716
156868 0.0476271
156883 0.0323608
156899 0.0233051
156915 0.0175916
156946 0.0110357
156977 0.00756432
157008 0.00552305
157071 0.00333455
157133 0.00225128
157196 0.00163764
157321 0.00100437
157446 0.000701026
157571 0.000532619
157821 0.000361818
158321 0.000236951
158821 0.000192547
159821 0.000161677
160821 0.000154076
162821 0.000176075
163321 0.000202151
163821 0.000272911
164321 0.000634470
164571 0.00200660
164633 0.00336743
164696 0.00704310
164727 0.0118423
164743 0.0163542
164758 0.0240700
164774 0.0388932
164782 0.0520135
164789 0.0729790
164797 0.109325
164805 0.179748
164809 0.241718
164813 0.338421
164817 0.495743
164821 0.755238
164825 1.20690
164830 1.51719
164834 1.22584
164839 0.770134
164841 0.567114
164844 0.429002
164849 0.261926
164855 0.173225
164860 0.122026
164866 0.0902265
164871 0.0692705
164882 0.0443857
164893 0.0308062
164903 0.0226185
164925 0.0136833
164947 0.00918017
164968 0.00660062
165011 0.00391286
165098 0.00188965
165184 0.00115432
165357 0.000616876
165530 0.000427203
165876 0.000295261
166222 0.000255308
166913 0.000246102
167605 0.000277406
168296 0.000356100
168988 0.000567079
169334 0.000841160
169507 0.00110333
169680 0.00156330
169853 0.00248993
169939 0.00335698
170025 0.00482831
170112 0.00763341
170155 0.0100918
170198 0.0139836
170242 0.0206404
170285 0.0332706
170306 0.0441427
170328 0.0607349
170350 0.0869457
170371 0.128662
170398 0.205882
170425 0.257076
170452 0.205509
170479 0.128622
170499 0.0895661
170519 0.0641977
170538 0.0475801
170558 0.0363951
170598 0.0230399
170637 0.0158120
170677 0.0115049
170717 0.00876097
170796 0.00559948
170875 0.00392303
170954 0.00293448
171113 0.00187928
171271 0.00136236
171430 0.00107601
171747 0.000798287
172064 0.000688956
172381 0.000654445
173015 0.000703614
173648 0.000877048
173965 0.00102145
174124 0.00111327
174282 0.00122131
174441 0.00134888
174599 0.00149993
174758 0.00167947
174916 0.00189360
175075 0.00215026
175233 0.00245831
175392 0.00282875
175550 0.00327236
175810 0.00418338
176070 0.00531267
176590 0.00735639
176850 0.00740504
177110 0.00661779
177630 0.00427981
178019 0.00295662
178408 0.00209276
178796 0.00153683
179185 0.00117033
179963 0.000743735
180740 0.000519563
181517 0.000389688
182295 0.000310402
183072 0.000271638
183461 0.000313840
183656 0.000553060
183753 0.00152257
183801 0.00526831
183826 0.0191459
183838 0.0662668
183844 0.206278
183847 0.516819
183848 0.993558
183849 1.52559
183850 2.43973
183851 3.92815
183852 4.88502
183852 3.91773
183853 2.43160
183854 1.43681
183855 0.943220
183856 0.478596
183860 0.182590
183866 0.0577023
183880 0.0164145
183906 0.00451449
183959 0.00132017
184064 0.000487182
184275 0.000268940
184697 0.000203142
185541 0.000171579
187228 0.000158582
188072 0.000176609
188494 0.000200973
188916 0.000249739
189338 0.000358750
189549 0.000468699
189760 0.000668891
189971 0.00109103
190076 0.00150289
190182 0.00223338
190234 0.00283313
190287 0.00372221
190340 0.00512346
190393 0.00751805
190445 0.0121247
190472 0.0162014
190498 0.0226817
190524 0.0339375
190551 0.0555882
190564 0.0746393
190577 0.104282
190590 0.152307
190603 0.230325
190619 0.368905
190634 0.461959
190650 0.369885
190665 0.231129
190678 0.153772
190691 0.106348
190704 0.0765081
190717 0.0573171
190743 0.0351575
190768 0.0236327
190794 0.0169076
190819 0.0126940
190871 0.00789879
190922 0.00538743
190973 0.00391787
191025 0.00298355
191076 0.00235316
191179 0.00158141
191281 0.00114580
191487 0.000696738
191692 0.000481699
191897 0.000362127
192308 0.000240273
192718 0.000182090
193129 0.000149541
193950 0.000115736
195592 8.94204E-05
197234 7.96975E-05
198877 7.71535E-05
200519 8.35620E-05
202161 0.000132494
202982 0.000320303
203188 0.000503057
203290 0.000678541
203393 0.000984654
203496 0.00159310
203547 0.00215064
203598 0.00307608
203650 0.00477418
203675 0.00620955
203701 0.00838218
203727 0.0119017
203752 0.0179935
203778 0.0295699
203791 0.0391500
203803 0.0526916
203825 0.0843269
203846 0.105244
203867 0.0841064
203888 0.0526455
203912 0.0305683
203936 0.0191093
203960 0.0128466
203984 0.00915888
204008 0.00682843
204032 0.00528461
204080 0.00343228
204128 0.00240968
204176 0.00179061
204271 0.00111085
204367 0.000766139
204463 0.000568201
204654 0.000361870
204845 0.000262448
205037 0.000207521
205419 0.000153226
205802 0.000130003
206185 0.000120298
206950 0.000122641
207715 0.000153728
208481 0.000258697
208863 0.000408032
209246 0.000827726
209437 0.00139902
209533 0.00195822
209629 0.00295448
209724 0.00500147
209772 0.00694526
209820 0.0103008
209868 0.0168614
209892 0.0227527
209916 0.0323261
209939 0.0493388
209951 0.0632882
209963 0.0836242
209975 0.115252
209987 0.166358
209999 0.255280
210011 0.411476
210023 0.657775
210035 0.821473
210047 0.657316
210060 0.411167
210067 0.300531
210075 0.223801
210090 0.133588
210106 0.0870838
210121 0.0607569
210137 0.0446203
210152 0.0340858
210183 0.0216908
210214 0.0149861
210244 0.0109665
210306 0.00660723
210367 0.00441583
210429 0.00316584
210552 0.00186478
210798 0.000887466
211045 0.000531764
211537 0.000270722
212030 0.000177217
213015 0.000109187
213999 8.49868E-05
215969 6.78782E-05
217939 6.30087E-05
219909 6.33174E-05
221879 7.06052E-05
223849 0.000115085
224834 0.000292489
225327 0.000991416
225573 0.00370000
225635 0.00642149
225696 0.0138595
225727 0.0237305
225758 0.0496499
225773 0.0822027
225788 0.160986
225796 0.250331
225804 0.437720
225808 0.620407
225812 0.924622
225815 1.48206
225819 2.58489
225823 4.11860
225826 5.18111
225829 4.13020
225833 2.59400
225835 1.72981
225838 1.19205
225841 0.857095
225844 0.640366
225849 0.391787
225855 0.262386
225866 0.140212
225877 0.0867849
225900 0.0425423
225922 0.0252144
225967 0.0118168
226012 0.00684250
226190 0.00181978
226548 0.000507120
227264 0.000171637
228695 8.76688E-05
231557 6.95404E-05
237282 7.76080E-05
240144 9.19726E-05
243006 0.000127350
244438 0.000171741
245869 0.000287737
246584 0.000438059
246942 0.000580937
247300 0.000829161
247658 0.00132074
247837 0.00177188
248016 0.00252315
248194 0.00391150
248284 0.00509341
248373 0.00690509
248463 0.00987394
248552 0.0151414
248642 0.0254518
248686 0.0343032
248731 0.0471708
248800 0.0754581
248869 0.0944091
248938 0.0758086
249006 0.0476701
249055 0.0336255
249105 0.0243492
249154 0.0182297
249203 0.0141065
249302 0.00921015
249400 0.00669082
249499 0.00551009
249597 0.00571862
249646 0.00704322
249696 0.0114225
249720 0.0175988
249745 0.0342517
249757 0.0556660
249770 0.109063
249776 0.172532
249782 0.309919
249785 0.451318
249788 0.710388
249791 1.24240
249793 1.70224
249794 2.42179
249796 3.85700
249799 4.87918
249801 3.90955
249803 2.46278
249805 1.45607
249808 0.929322
249812 0.455661
249817 0.265903
249821 0.173444
249831 0.0905428
249840 0.0558013
249858 0.0277569
249877 0.0170432
249950 0.00578688
250098 0.00255915
250245 0.00187675
250393 0.00172246
250540 0.00196380
250688 0.00310482
250762 0.00479973
250835 0.00951510
250872 0.0157692
250909 0.0319686
250928 0.0521250
250946 0.0995568
250955 0.151768
250964 0.257076
250969 0.353814
250974 0.511653
250978 0.784456
250983 1.26944
250987 2.04316
250992 2.54637
250997 2.02664
251001 1.27031
251005 0.833684
251009 0.574142
251013 0.409592
251017 0.306432
251025 0.186939
251033 0.125646
251049 0.0673419
251064 0.0418592
251096 0.0207178
251127 0.0124430
251190 0.00604978
251253 0.00366712
251379 0.00187958
251504 0.00121802
251756 0.000709212
252008 0.000508951
252511 0.000340226
253014 0.000266423
254020 0.000200589
255026 0.000172976
257038 0.000155011
259050 0.000156721
263075 0.000193368
265087 0.000256784
265590 0.000304057
266093 0.000423220
266596 0.000992735
266722 0.00153379
266848 0.00292922
266911 0.00464924
266942 0.00619696
266974 0.00870086
267005 0.0131576
267021 0.0167767
267037 0.0220850
267052 0.0302442
267068 0.0434830
267084 0.0661778
267099 0.106060
267116 0.169625
267132 0.210976
267148 0.168020
267164 0.105135
267179 0.0665927
267194 0.0443835
267209 0.0311902
267224 0.0229465
267255 0.0138048
267285 0.00919360
267315 0.00657194
267345 0.00494741
267406 0.00312926
267466 0.00219151
267526 0.00164665
267647 0.00107237
267768 0.000792668
267889 0.000636769
268131 0.000479715
268614 0.000371205
269097 0.000340621
271030 0.000361018
272963 0.000450039
273930 0.000540594
274413 0.000691745
274655 0.00113465
274775 0.00264907
274836 0.00749345
274851 0.0115176
274866 0.0202914
274874 0.0291613
274881 0.0448986
274889 0.0767384
274893 0.104683
274896 0.144716
274902 0.231324
274907 0.289853
274913 0.232738
274919 0.145824
274925 0.0856685
274931 0.0543282
274937 0.0367258
274943 0.0264610
274956 0.0155156
274968 0.0102723
274992 0.00557799
275017 0.00362431
275066 0.00206268
275115 0.00147206
275213 0.00103644
275311 0.000891119
275507 0.000822509
275703 0.000863363
276096 0.00141610
276292 0.00351080
276341 0.00556999
276390 0.0110618
276414 0.0181169
276439 0.0357848
276451 0.0568108
276463 0.103156
276469 0.151532
276476 0.239617
276482 0.422340
276485 0.591889
276488 0.847297
276492 1.35209
276496 1.69408
276500 1.35215
276504 0.847376
276509 0.500697
276514 0.314735
276518 0.212250
276523 0.152612
276532 0.0885528
276541 0.0575728
276559 0.0298663
276577 0.0184012
276614 0.00919339
276650 0.00567525
276796 0.00205277
277088 0.00111334
277380 0.000963868
277672 0.000937711
278840 0.00106656
280155 0.00134939
281470 0.00174237
282785 0.00223179
284100 0.00272259
285415 0.00299836
286730 0.00287652
289360 0.00192822
291084 0.00137374
292808 0.00100042
294531 0.000789621
295393 0.000846954
295824 0.00138481
296040 0.00357999
296094 0.00577777
296148 0.0117166
296175 0.0195002
296201 0.0393799
296215 0.0636870
296228 0.119418
296235 0.180212
296242 0.297422
296245 0.403141
296249 0.564279
296252 0.837083
296255 1.27855
296259 2.04873
296263 2.57766
296267 2.07589
296270 1.29980
296275 0.743878
296279 0.459060
296284 0.305739
296288 0.216427
296297 0.123656
296306 0.0795838
296323 0.0408302
296341 0.0248538
296376 0.0121514
296411 0.00731793
296552 0.00233931
296833 0.000995660
297396 0.000618879
298522 0.000474828
300774 0.000379255
303026 0.000368994
303589 0.000404117
304152 0.000520984
304434 0.000688853
304715 0.00116087
304856 0.00179988
304997 0.00352037
305067 0.00575191
305138 0.0113976
305173 0.0181829
305190 0.0241394
305208 0.0335741
305226 0.0497199
305243 0.0803705
305252 0.106764
305261 0.147054
305270 0.210703
305278 0.310550
305289 0.497163
305300 0.621548
305311 0.496784
305322 0.310277
305332 0.203453
305341 0.139311
305351 0.0994257
305360 0.0741268
305379 0.0451797
305398 0.0302355
305417 0.0216139
305436 0.0162178
305473 0.0101318
305549 0.00509760
305624 0.00312425
305776 0.00160615
305927 0.00104346
306229 0.000625215
306531 0.000473713
307135 0.000362343
307739 0.000322567
310156 0.000293888
312572 0.000337885
313176 0.000376138
313780 0.000470553
314385 0.000907627
314536 0.00131675
314687 0.00236042
314762 0.00362990
314800 0.00475979
314838 0.00656854
314876 0.00973437
314913 0.0159186
314932 0.0214379
314951 0.0301589
314970 0.0445828
314989 0.0686822
315010 0.109785
315031 0.137505
315052 0.110321
315073 0.0691036
315097 0.0398057
315122 0.0247923
315146 0.0166675
315170 0.0119161
315194 0.00893811
315218 0.00696273
315267 0.00460199
315315 0.00330405
315364 0.00252065
315461 0.00166350
315557 0.00123097
315654 0.000984185
315848 0.000729481
316235 0.000546020
316622 0.000489335
317397 0.000474448
318172 0.000509763
318946 0.000590600
319721 0.000785160
320108 0.00102605
320302 0.00125450
320496 0.00165668
