Cr-53(n,g) ENDF/B-VII.1
28881.2 2.91025
28882.5 2.37340
28883.7 1.49796
28885.3 0.821656
28886.9 0.497340
28890.1 0.234923
28893.2 0.139201
28896.4 0.0949748
28909.1 0.0414253
28934.4 0.0255358
28959.7 0.0232909
28985.0 0.0234692
29086.4 0.0307478
29137.0 0.0373008
29187.7 0.0464760
29238.3 0.0592321
29289.0 0.0765400
29382.5 0.117463
29429.3 0.132331
29476.0 0.133042
29570.0 0.0978347
29664.0 0.0604536
29724.1 0.0447138
29784.2 0.0339310
29904.5 0.0212174
30024.7 0.0145617
30145.0 0.0107223
30385.4 0.00672854
30625.9 0.00480742
30866.4 0.00375172
31106.8 0.00317567
31227.1 0.00307377
31347.3 0.00328248
31407.4 0.00376268
31437.5 0.00428430
31467.6 0.00526187
31497.6 0.00735534
31512.6 0.00940964
31527.7 0.0130641
31542.7 0.0205078
31550.2 0.0275204
31557.7 0.0394757
31565.3 0.0624018
31569.0 0.0826283
31572.8 0.114724
31576.5 0.170166
31580.3 0.276218
31582.2 0.368781
31584.0 0.511747
31585.9 0.741148
31587.8 1.11065
31590.0 1.77799
31592.3 2.22570
31594.6 1.78483
31596.8 1.11852
31599.0 0.701245
31601.1 0.463182
31603.3 0.322826
31605.5 0.236359
31609.8 0.141095
31614.1 0.0934687
31618.5 0.0665426
31622.8 0.0499195
31631.4 0.0313905
31640.1 0.0218435
31648.7 0.0163063
31666.1 0.0104580
31683.4 0.00759607
31700.7 0.00598395
31735.3 0.00432436
31769.9 0.00352914
31804.5 0.00308918
31873.8 0.00266698
31943.0 0.00256363
32012.3 0.00284356
32046.9 0.00339410
32081.5 0.00505264
32098.8 0.00735579
32107.5 0.00962491
32116.1 0.0136816
32124.8 0.0220492
32129.1 0.0300323
32133.4 0.0438276
32137.8 0.0709248
32139.9 0.0955076
32142.1 0.135522
32144.3 0.207653
32145.3 0.266815
32146.4 0.354536
32147.5 0.491349
32148.6 0.717857
32149.7 1.11722
32150.7 1.84457
32151.8 2.95380
32152.8 3.66516
32153.9 2.90836
32154.9 1.81793
32155.6 1.30138
32156.3 0.956831
32157.7 0.561572
32159.1 0.362641
32160.5 0.251697
32161.9 0.184367
32163.3 0.140715
32166.1 0.0896943
32168.9 0.0622679
32171.7 0.0458915
32177.3 0.0281754
32182.9 0.0193045
32188.5 0.0142574
32199.7 0.00901516
32211.0 0.00648525
32222.2 0.00507418
32244.6 0.00363034
32267.0 0.00293882
32289.4 0.00255046
32334.2 0.00214343
32423.8 0.00181098
32513.5 0.00166008
32872.0 0.00139452
33589.1 0.00115543
34306.2 0.00106186
34664.8 0.00122814
34754.4 0.00144258
34799.2 0.00166190
34844.0 0.00206458
34888.9 0.00292034
34911.3 0.00376080
34933.7 0.00526315
34956.1 0.00835400
34967.3 0.0112998
34978.5 0.0163931
34989.7 0.0263688
34995.3 0.0353654
35000.9 0.0500403
35006.5 0.0762668
35009.3 0.0977888
35012.1 0.129613
35014.9 0.179070
35017.7 0.260559
35020.5 0.403337
35023.3 0.661617
35026.1 1.05881
35028.8 1.32520
35031.5 1.06132
35034.3 0.663619
35037.0 0.409277
35039.7 0.266981
35042.5 0.184481
35045.2 0.134176
35047.9 0.101488
35050.6 0.0793665
35056.1 0.0522647
35061.5 0.0369982
35067.0 0.0276124
35077.9 0.0171898
35088.8 0.0118415
35099.6 0.00874690
35121.4 0.00548797
35143.2 0.00389836
35165.0 0.00300554
35208.6 0.00208981
35252.2 0.00165221
35295.8 0.00140845
35382.9 0.00115792
35557.2 0.000964685
35731.5 0.000885499
36428.8 0.000766715
37126.1 0.000717883
37474.7 0.000739904
37649.0 0.000910229
37736.2 0.00161915
37779.8 0.00439141
37790.7 0.00718560
37801.6 0.0148594
37807.0 0.0250890
37812.4 0.0520665
37815.2 0.0863738
37817.9 0.170175
37819.3 0.266604
37820.6 0.472867
37821.3 0.675125
37822.0 1.02977
37822.7 1.71043
37823.0 2.28378
37823.3 3.12768
37823.9 4.99000
37824.4 6.25473
37825.0 4.98697
37825.5 3.12535
37826.0 1.98639
37826.5 1.33064
37827.0 0.931523
37827.5 0.686488
37828.6 0.410826
37829.6 0.272549
37831.6 0.143886
37833.6 0.0886100
37837.6 0.0433975
37841.6 0.0258084
37849.7 0.0123546
37857.7 0.00738838
37873.8 0.00371583
37889.9 0.00239636
37954.2 0.00109452
38082.9 0.000756397
38340.2 0.000659835
38854.9 0.000615953
39884.2 0.000576010
40913.5 0.000564271
41428.2 0.000592797
41685.5 0.000646735
41814.2 0.000708011
41878.5 0.000770449
41910.7 0.000869310
41926.8 0.00115882
41934.8 0.00220489
41938.9 0.00595260
41940.9 0.0181655
41941.9 0.0515258
41942.9 0.405891
41943.2 0.821086
41943.6 0.415099
41944.5 0.0558453
41945.5 0.0199968
41947.4 0.00651299
41951.2 0.00237910
41958.8 0.00123737
41974.1 0.000955194
42004.6 0.000925986
42065.6 0.00104140
42126.6 0.00125831
42187.6 0.00165285
42248.6 0.00247192
42279.1 0.00325826
42309.6 0.00462989
42340.1 0.00734996
42355.4 0.00983925
42370.6 0.0139632
42385.9 0.0215083
42393.5 0.0278577
42401.1 0.0374665
42408.8 0.0529332
42416.4 0.0796441
42424.0 0.129955
42431.6 0.230202
42438.0 0.369409
42444.4 0.468175
42450.7 0.379876
42457.1 0.238400
42463.5 0.146157
42469.9 0.0947796
42476.3 0.0653085
42482.8 0.0473718
42489.2 0.0358106
42495.6 0.0279837
42508.4 0.0184371
42521.2 0.0130880
42534.0 0.00981040
42559.7 0.00617705
42585.3 0.00431898
42611.0 0.00324588
42662.3 0.00212044
42713.5 0.00157575
42764.8 0.00127460
42867.4 0.000983534
42970.0 0.000887652
43072.6 0.000960641
43123.8 0.00114985
43175.1 0.00174044
43200.8 0.00257358
43226.4 0.00490086
43239.2 0.00804210
43245.7 0.0110943
43252.1 0.0164948
43258.5 0.0274399
43261.7 0.0377222
43264.9 0.0551548
43268.1 0.0884705
43269.7 0.117607
43271.3 0.163685
43272.9 0.243020
43274.5 0.392567
43275.3 0.521034
43276.1 0.716690
43276.9 1.02495
43277.7 1.51408
43278.7 2.42771
43279.7 3.02873
43280.7 2.41747
43281.7 1.51364
43282.4 1.10559
43283.0 0.826565
43284.3 0.494565
43285.5 0.322960
43286.8 0.225634
43288.1 0.165906
43289.3 0.126878
43291.9 0.0810463
43294.4 0.0561104
43296.9 0.0412047
43302.0 0.0249663
43307.1 0.0168015
43312.2 0.0121466
43322.3 0.00730417
43342.6 0.00366388
43362.9 0.00233742
43403.5 0.00136074
43444.0 0.00100805
43525.2 0.000746044
43606.3 0.000647965
43930.9 0.000537176
44580.1 0.000496395
45229.3 0.000495627
45553.9 0.000508346
45716.2 0.000523382
45797.4 0.000546609
45837.9 0.000612911
45858.2 0.000855064
45868.4 0.00175317
45873.4 0.00489177
45876.0 0.0145798
45878.5 0.210060
45879.1 0.419781
45879.7 0.210323
45882.2 0.0146754
45884.7 0.00492545
45889.8 0.00176539
45899.9 0.000862626
45920.1 0.000623933
45960.5 0.000567467
46041.4 0.000565676
46203.1 0.000601766
46526.5 0.000790637
46688.2 0.00105070
46769.0 0.00130565
46849.9 0.00176081
46930.8 0.00269624
46971.2 0.00358655
47011.6 0.00512576
47052.0 0.00813554
47072.2 0.0108492
47092.5 0.0152727
47112.7 0.0231774
47122.8 0.0296620
47132.9 0.0392376
47143.0 0.0541305
47153.1 0.0786505
47163.2 0.121724
47173.3 0.199988
47183.1 0.321188
47192.9 0.408742
47202.7 0.333179
47212.5 0.209385
47220.9 0.138013
47229.2 0.0944642
47237.5 0.0676072
47245.9 0.0503737
47262.6 0.0307808
47279.2 0.0206708
47295.9 0.0148420
47312.6 0.0111962
47346.0 0.00708003
47379.3 0.00493894
47412.7 0.00368869
47479.4 0.00236496
47546.1 0.00172131
47612.9 0.00137709
47679.6 0.00127015
47712.9 0.00164596
47729.6 0.00328983
47738.0 0.00892913
47742.1 0.0251125
47744.2 0.0603868
47746.3 0.247256
47747.5 0.493585
47748.8 0.247256
47750.9 0.0591341
47753.0 0.0244286
47757.3 0.00863996
47765.8 0.00314501
47782.8 0.00149565
47816.8 0.00100716
47884.8 0.000818092
48020.9 0.000693336
48293.1 0.000597432
48837.4 0.000575534
49109.6 0.000627690
49381.7 0.000795621
49517.8 0.00102453
49585.8 0.00124706
49653.9 0.00164249
49721.9 0.00245384
49755.9 0.00322767
49790.0 0.00457215
49824.0 0.00722493
49841.0 0.00964368
49858.0 0.0136361
49875.0 0.0209046
49883.5 0.0269914
49892.0 0.0361628
49900.5 0.0508371
49909.0 0.0759889
49917.5 0.122821
49926.0 0.215422
49933.2 0.347443
49940.4 0.449938
49947.6 0.373501
49954.8 0.235807
49963.0 0.136412
49971.1 0.0847146
49979.2 0.0566559
49987.3 0.0402809
49995.5 0.0300188
50003.6 0.0232298
50019.8 0.0151249
50036.1 0.0106853
50052.3 0.00800350
50084.8 0.00507637
50117.3 0.00360455
50149.8 0.00276757
50214.8 0.00191343
50279.8 0.00152736
50344.8 0.00134409
50474.8 0.00127719
50604.8 0.00151967
50669.7 0.00181732
50734.7 0.00235334
50799.7 0.00339375
50832.2 0.00430532
50864.7 0.00573587
50897.2 0.00814494
50929.7 0.0125920
50946.0 0.0163115
50962.2 0.0218265
50978.5 0.0302205
50994.7 0.0430018
51017.0 0.0684417
51039.3 0.0852783
51061.6 0.0682580
51083.9 0.0428644
51103.5 0.0280964
51123.1 0.0192254
51142.7 0.0138132
51162.3 0.0103644
51201.5 0.00646596
51240.6 0.00446444
51279.8 0.00331284
51319.0 0.00259346
51397.4 0.00178145
51475.8 0.00135909
51554.1 0.00111243
51710.9 0.000852286
52024.3 0.000663019
52337.8 0.000618443
52651.3 0.000652812
52964.8 0.000831471
53121.5 0.00109283
53199.9 0.00135077
53278.2 0.00181061
53356.6 0.00274939
53395.8 0.00363527
53435.0 0.00515117
53474.2 0.00806679
53493.8 0.0106487
53513.3 0.0147763
53532.9 0.0219353
53552.5 0.0358101
53562.3 0.0480247
53572.1 0.0670497
53581.9 0.0979662
53591.7 0.148639
53603.2 0.236819
53614.6 0.292820
53626.1 0.231698
53637.6 0.144345
53650.2 0.0850895
53662.9 0.0537718
53675.5 0.0364654
53688.1 0.0261973
53700.7 0.0196847
53713.4 0.0153324
53738.6 0.0100840
53763.9 0.00717807
53789.1 0.00540885
53839.6 0.00346078
53890.1 0.00247103
53940.6 0.00190146
54041.6 0.00130663
54142.6 0.00102041
54243.6 0.000863291
54445.6 0.000714197
54647.6 0.000668743
54849.6 0.000708569
54950.6 0.000797884
55051.6 0.00105103
55102.1 0.00137655
55127.4 0.00167788
55152.6 0.00218355
55177.9 0.00312916
55190.5 0.00394471
55203.1 0.00521391
55215.8 0.00734178
55228.4 0.0112703
55234.7 0.0145863
55241.0 0.0195692
55247.3 0.0273890
55253.6 0.0400797
55269.4 0.0993250
55273.4 0.104199
55277.4 0.0957973
55285.3 0.0623495
55289.6 0.0469237
55294.0 0.0356054
55298.3 0.0275076
55302.6 0.0217252
55311.3 0.0143967
55320.0 0.0102190
55337.4 0.00598623
55354.8 0.00403051
55424.3 0.00169856
55493.8 0.00123451
55563.3 0.00116200
55632.8 0.00132500
55667.5 0.00153475
55702.3 0.00191281
55737.1 0.00263876
55754.4 0.00326574
55771.8 0.00423463
55789.2 0.00583382
55806.6 0.00870622
55823.9 0.0144782
55832.6 0.0196241
55841.3 0.0274899
55865.8 0.0639877
55871.9 0.0651804
55878.1 0.0586896
55890.3 0.0379831
55896.7 0.0292644
55903.0 0.0227273
55915.7 0.0144101
55928.4 0.00981695
55941.1 0.00711283
55953.7 0.00541230
55966.4 0.00428374
55991.8 0.00293585
56042.6 0.00174833
56093.3 0.00125754
56194.8 0.000865057
56296.3 0.000714250
56499.3 0.000599791
56702.2 0.000559134
57514.2 0.000536284
58326.1 0.000565213
59138.0 0.000618151
59544.0 0.000654190
59949.9 0.000698090
60355.9 0.000751668
60761.8 0.000817572
61167.8 0.000899937
61573.8 0.00100685
61979.7 0.00116902
62182.7 0.00135405
62284.2 0.00172111
62334.9 0.00284114
62360.3 0.00686596
62373.0 0.0213874
62379.3 0.0696060
62382.5 0.204681
62384.1 0.489993
62384.9 0.893150
62385.7 1.89869
62386.2 3.05207
62386.7 3.85264
62387.6 1.95695
62388.5 0.877920
62389.3 0.464545
62391.0 0.188241
62394.4 0.0626090
62401.2 0.0191683
62414.8 0.00639463
62442.0 0.00306761
62496.4 0.00286806
62523.6 0.00370522
62550.8 0.00622463
62564.4 0.00962404
62578.0 0.0186124
62584.8 0.0299665
62591.6 0.0576579
62595.0 0.0893570
62598.4 0.156685
62600.1 0.222181
62601.8 0.335983
62603.5 0.551425
62604.4 0.730532
62605.2 0.980814
62606.6 1.57415
62608.0 1.98066
62609.4 1.59533
62610.8 1.00089
62611.8 0.714970
62612.7 0.522159
62614.7 0.304116
62616.6 0.195037
62618.5 0.135030
62622.3 0.0752622
62626.1 0.0479824
62633.8 0.0246924
62641.5 0.0153184
62656.8 0.00798625
62672.1 0.00523506
62733.4 0.00244443
62794.6 0.00192165
62855.9 0.00175451
63100.9 0.00169813
63591.0 0.00199870
64194.5 0.00257749
64496.3 0.00305748
64647.2 0.00389955
64684.9 0.00463759
64722.6 0.00662198
64741.5 0.00927107
64760.4 0.0163989
64769.8 0.0256727
64779.2 0.0493765
64783.9 0.0782076
64788.7 0.144550
64791.0 0.215688
64793.4 0.354256
64794.6 0.476880
64795.7 0.669326
64796.9 0.984777
64798.1 1.50420
64799.4 2.41243
64800.8 3.02743
64802.1 2.43201
64803.5 1.52514
64805.0 0.873061
64806.6 0.539440
64808.1 0.359987
64809.7 0.256018
64812.8 0.147462
64815.9 0.0958367
64822.1 0.0503612
64828.4 0.0316445
64840.8 0.0167525
64853.3 0.0110972
64878.1 0.00684505
64903.0 0.00530698
65002.6 0.00383690
65201.7 0.00357864
65600.0 0.00362923
66026.2 0.00361736
66239.3 0.00389845
66292.6 0.00426920
66345.9 0.00533630
66372.5 0.00676543
66385.8 0.00812923
66399.1 0.0104833
66412.4 0.0150698
66419.1 0.0191836
66425.8 0.0258470
66432.4 0.0376280
66439.1 0.0611703
66442.4 0.0825763
66445.7 0.117122
66449.1 0.175916
66452.4 0.277962
66455.9 0.442954
66459.4 0.553289
66462.8 0.443504
66466.3 0.278395
66468.9 0.195418
66471.4 0.141025
66473.9 0.105311
66476.5 0.0813079
66481.5 0.0525049
66486.6 0.0368752
66491.7 0.0275478
66496.8 0.0215922
66506.9 0.0147160
66517.0 0.0110587
66527.2 0.00889243
66547.5 0.00656081
66588.0 0.00473343
66628.6 0.00404042
66709.7 0.00352089
66790.9 0.00337139
66953.2 0.00394738
66993.7 0.00473416
67014.0 0.00551814
67034.3 0.00691176
67054.6 0.00972363
67064.7 0.0123301
67074.9 0.0166989
67085.0 0.0248343
67090.1 0.0317825
67095.2 0.0424836
67100.2 0.0600738
67105.3 0.0914888
67110.4 0.153478
67112.9 0.207230
67115.4 0.285554
67119.3 0.455875
67123.1 0.570821
67127.0 0.458611
67130.8 0.288063
67134.6 0.180461
67138.3 0.119230
67142.0 0.0835135
67145.8 0.0615478
67153.2 0.0374589
67160.7 0.0254520
67168.2 0.0186676
67175.7 0.0144893
67190.6 0.00982834
67205.6 0.00742596
67220.5 0.00602840
67250.4 0.00454367
67310.1 0.00338145
67369.9 0.00292421
67609.0 0.00234734
68060.5 0.00205276
68512.0 0.00210894
68737.7 0.00239798
68963.4 0.00325590
69076.3 0.00430336
69189.2 0.00660755
69245.6 0.00891254
69302.0 0.0130311
69358.5 0.0211614
69386.7 0.0282077
69414.9 0.0385528
69457.5 0.0611700
69500.0 0.0776425
69542.6 0.0637240
69585.1 0.0407193
69611.3 0.0305716
69637.5 0.0235395
69663.6 0.0188923
69676.7 0.0176239
69683.3 0.0186386
69686.5 0.0247768
69688.2 0.0476470
69689.0 0.121064
69689.4 0.311509
69689.8 1.87152
69690.0 3.32326
69690.2 1.37390
69690.6 0.263847
69691.0 0.111195
69691.8 0.0459199
69693.4 0.0239448
69696.6 0.0173650
69703.0 0.0152484
69715.8 0.0142931
69741.4 0.0152484
69754.3 0.0184356
69767.1 0.0284223
69773.5 0.0419523
69779.9 0.0767155
69783.1 0.118891
69786.3 0.214742
69787.9 0.315653
69789.5 0.507996
69791.1 0.929398
69791.9 1.33489
69792.7 1.99265
69793.7 3.18699
69794.7 3.98518
69795.6 3.19601
69796.6 1.99963
69797.3 1.44675
69797.9 1.07205
69799.2 0.634388
69800.5 0.412485
69801.8 0.288947
69804.3 0.163780
69806.9 0.106258
69812.1 0.0565573
69817.2 0.0363394
69827.5 0.0202833
69837.8 0.0140733
69858.4 0.00913333
