Ti-49(n,tot) ENDF/B-VII.1
13372.6 0.787224
13575.0 0.741863
13777.4 0.699001
13878.6 0.678462
13929.1 0.668628
13954.4 0.664757
13967.1 0.666828
13973.4 0.683181
13976.6 0.746677
13978.2 0.957424
13978.6 1.13944
13978.9 1.53457
13979.3 2.72733
13979.5 4.37054
13979.7 8.06771
13979.9 12.6212
13980.0 15.4814
13980.1 12.6309
13980.3 8.08001
13980.5 4.38114
13980.7 2.73570
13981.1 1.55587
13981.4 1.14982
13981.8 0.966700
13983.4 0.749365
13986.5 0.682219
13992.8 0.662472
14005.2 0.655101
14030.2 0.648953
14080.1 0.638990
14180.0 0.619990
14379.7 0.583409
14579.4 0.548560
14679.3 0.532582
14729.2 0.528438
14741.7 0.530715
14754.2 0.540838
14760.4 0.556367
14766.7 0.600304
14769.8 0.658626
14772.9 0.809262
14774.5 0.993474
14776.0 1.42114
14776.8 1.88187
14777.6 2.78546
14778.0 3.59056
14778.4 4.86253
14778.7 6.96524
14779.1 10.4975
14779.6 16.5366
14780.0 20.4338
14780.4 16.4032
14780.9 10.5133
14781.2 7.80167
14781.4 5.92730
14782.0 3.73328
14782.6 2.60759
14783.1 1.98098
14784.2 1.33395
14785.3 1.03623
14787.6 0.776973
14789.8 0.671590
14794.2 0.587681
14798.7 0.555449
14807.6 0.530277
14816.5 0.520154
14852.1 0.505650
14923.3 0.491817
15065.7 0.468561
15350.6 0.424840
15920.3 0.344583
16490.0 0.275097
16774.9 0.246185
16917.3 0.233896
16988.5 0.228526
17024.1 0.226424
17041.9 0.227014
17050.8 0.233579
17055.3 0.260299
17057.5 0.355037
17058.6 0.642477
17059.2 1.33781
17059.5 2.50540
17059.6 3.79823
17059.7 5.94042
17059.9 9.52059
17060.0 11.6893
17060.1 9.25878
17060.3 5.95345
17060.5 3.15995
17060.7 1.91056
17061.0 0.961555
17061.8 0.482335
17063.3 0.301237
17066.3 0.244633
17072.3 0.228460
17084.3 0.223464
17108.4 0.220881
17156.5 0.217889
17252.7 0.213448
17445.1 0.209897
17830.0 0.239017
18022.4 0.290382
18214.9 0.398116
18407.3 0.635182
18503.5 0.862943
18551.6 1.02972
18575.7 1.13353
18587.7 1.19570
18593.7 1.24474
18596.7 1.32851
18598.2 1.55673
18599.0 2.14416
18599.4 3.29362
18599.5 4.78549
18599.7 7.79816
18599.9 11.7399
18600.0 14.3764
18600.1 11.7560
18600.3 7.81941
18600.5 4.69647
18600.7 3.26156
18601.0 2.14837
18601.8 1.57466
18603.3 1.36519
18606.3 1.31366
18612.4 1.32879
18624.5 1.39672
18648.6 1.56129
18697.0 1.99626
18745.3 2.64182
18793.6 3.65445
18842.0 5.36392
18890.3 8.54614
18914.5 11.2347
18938.7 15.2657
18962.8 21.4914
18987.0 31.1349
19018.5 49.3428
19050.0 61.0201
19081.5 48.3863
19113.0 29.9935
19140.7 19.3520
19168.4 12.9883
19196.2 9.12435
19223.9 6.67339
19279.3 3.92035
19334.8 2.51858
19390.2 1.71877
19445.6 1.22328
19501.1 0.896863
19556.5 0.671583
19667.4 0.391801
19778.3 0.235119
19889.1 0.143456
20000.0 0.0909947
20112.8 0.0651330
20225.6 0.0609705
20338.4 0.0762318
20451.3 0.111206
20564.1 0.168349
20676.9 0.252436
20789.7 0.371324
20902.5 0.537476
21015.3 0.771009
21128.1 1.10570
21240.9 1.60241
21353.8 2.38144
21466.6 3.71453
21523.0 4.78090
21579.4 6.34525
21635.8 8.79916
21692.2 13.0051
21720.4 16.3358
21748.6 21.0764
21776.8 27.9804
21805.0 37.9497
21842.5 55.0708
21861.3 61.3488
21880.0 61.4673
21917.5 43.2045
21955.0 23.3704
21977.5 15.8348
21999.9 10.8609
22022.4 7.59827
22044.9 5.44202
22067.4 4.00513
22089.8 3.04586
22134.8 2.00850
22179.7 1.65832
22224.6 1.70779
22269.6 2.02913
22314.5 2.56869
22404.4 4.26968
22494.3 6.94971
22584.1 11.0081
22674.0 17.0521
22837.0 34.5400
23000.0 51.7000
23081.5 52.5298
23163.0 47.9332
23326.0 34.1033
23444.4 25.9915
23562.7 20.2009
23681.0 16.1299
23799.4 13.2216
24036.1 9.49248
24272.8 7.30106
24509.4 5.91455
24746.1 4.99416
25219.5 3.95688
25692.9 3.62413
25929.6 3.72276
26166.3 4.09186
26402.9 4.95313
26521.3 5.73177
26639.6 6.94046
26758.0 8.90820
26876.3 12.3338
26994.7 18.8131
27053.8 24.1896
27113.0 31.7645
27206.5 47.9581
27300.0 56.8511
27393.5 43.4291
27487.0 26.1669
27559.0 17.5386
27631.0 12.1709
27703.1 8.79993
27775.1 6.61218
27919.1 4.11208
28063.1 2.83201
28207.2 2.11063
28351.2 1.67684
28495.2 1.40624
28567.2 1.31145
28603.2 1.27249
28621.2 1.25726
28630.2 1.25914
28634.7 1.28974
28637.0 1.38339
28638.1 1.57837
28638.7 1.84302
28639.2 2.47008
28640.0 3.70835
28640.8 2.47274
28641.7 1.63387
28642.7 1.41427
28644.6 1.29626
28648.5 1.24782
28656.2 1.22686
28671.7 1.20986
28702.5 1.18494
28764.3 1.14475
28887.9 1.09183
29135.1 1.07327
29382.2 1.15320
29505.8 1.22951
29567.6 1.27779
29598.5 1.30627
29613.9 1.32808
29621.6 1.36409
29625.5 1.46290
29627.4 1.72510
29628.4 2.25626
29628.9 2.96788
29629.3 4.63957
29629.7 6.60889
29630.0 7.95718
29630.3 6.61544
29630.7 4.64819
29631.0 3.37724
29631.3 2.65774
29632.0 1.99380
29633.3 1.58864
29635.9 1.41842
29641.2 1.36604
29651.7 1.35961
29672.8 1.37630
29715.0 1.42037
29757.2 1.47009
29778.2 1.50062
29788.8 1.53205
29794.1 1.60220
29796.7 1.79681
29798.0 2.24499
29798.7 2.96587
29799.0 3.73521
29799.3 5.08565
29799.7 7.20666
29800.0 8.67362
29800.3 7.22382
29800.7 5.10762
29801.1 3.52761
29801.5 2.73974
29802.3 2.08820
29804.0 1.73165
29807.2 1.59465
29813.8 1.55816
29826.9 1.56285
29853.1 1.59582
29905.6 1.67310
30010.5 1.85190
30220.3 2.31886
30430.1 2.98156
30639.8 3.93676
30849.6 5.36315
31059.4 7.66182
31164.3 9.46237
31269.2 12.2290
31321.7 14.3409
31374.1 17.4280
31426.6 22.3652
31452.8 26.0333
31479.0 30.9092
31499.8 35.8609
31520.7 41.9122
31541.5 49.6097
31551.9 55.1166
31562.3 64.0164
31571.2 76.3721
31580.0 87.4250
31588.9 84.0447
31597.7 73.9661
31608.1 64.7460
31618.5 58.5340
31639.4 50.1209
31660.2 44.1127
31681.0 39.6160
31708.0 35.5170
31735.0 32.8867
31776.6 30.7609
31818.1 30.0999
31901.3 31.1248
32067.5 37.1058
32400.0 47.3016
32732.5 39.2643
33065.0 25.3448
33326.1 17.5090
33587.1 12.3209
33848.2 8.86428
33978.8 7.56794
34044.0 7.00103
34076.7 6.73589
34093.0 6.60974
34101.1 6.55610
34105.2 6.55681
34107.3 6.62863
34108.3 6.79532
34109.3 7.54238
34110.0 8.60451
34110.7 7.53606
34111.3 6.95304
34111.9 6.72438
34113.1 6.56039
34115.4 6.46971
34120.2 6.40820
34129.6 6.32962
34148.5 6.18832
34186.3 5.91898
34261.8 5.41702
34412.9 4.53743
34715.0 3.16092
35017.2 2.15335
35168.3 1.75850
35243.8 1.58677
35281.6 1.50842
35300.5 1.47504
35309.9 1.47420
35314.6 1.52595
35317.0 1.69900
35318.2 2.09088
35318.7 2.68672
35319.3 4.32875
35320.0 7.23788
35320.7 4.33891
35321.1 3.02336
35321.5 2.38127
35322.3 1.86082
35324.0 1.57860
35327.4 1.46416
35334.1 1.41716
35347.5 1.38245
35374.3 1.33169
35428.0 1.24218
35535.3 1.09710
35750.0 0.981094
35857.3 1.05638
35964.6 1.28243
36071.9 1.75564
36125.6 2.13823
36152.4 2.38321
36165.8 2.53186
36172.5 2.64866
36175.9 2.82406
36177.6 3.18447
36178.4 3.78663
36178.8 4.47131
36179.2 5.74585
36179.6 7.59708
36180.0 8.85586
36180.4 7.61808
36180.8 5.77852
36181.3 4.21959
36181.9 3.55842
36183.0 3.07635
36185.3 2.85938
36189.8 2.82471
36198.8 2.91051
36216.9 3.14814
36253.1 3.72448
36325.4 5.34523
36397.7 7.88923
36470.0 11.8685
36700.0 32.2900
36815.0 30.3086
36930.0 22.6102
36949.6 21.4536
36959.5 20.9225
36964.4 20.7148
36966.8 20.7511
36968.1 21.0502
36968.7 21.5490
36969.3 22.8880
36970.0 25.3798
36970.7 22.8261
36971.4 21.3673
36972.0 20.8036
36973.4 20.3923
36976.0 20.1027
36981.2 19.7848
36991.8 19.2590
37012.8 18.3091
37054.9 16.6988
37139.0 14.4418
37307.4 12.6401
37475.7 13.2390
37644.0 15.7486
37833.0 20.8500
38022.0 28.2905
38400.0 43.7080
38589.0 45.8951
38778.0 43.4431
39156.0 33.3241
39575.2 23.9562
39994.3 18.0247
40413.5 14.2625
40832.6 11.7499
41251.8 9.98055
41670.9 8.67665
42090.1 7.67894
42299.6 7.26340
42404.4 7.07316
42456.8 6.98518
42483.0 6.95623
42496.1 6.99693
42499.4 7.05345
42502.7 7.21071
42504.3 7.41231
42505.9 7.89532
42506.8 8.43879
42507.6 9.55582
42508.0 10.6011
42508.4 12.3384
42508.8 15.4157
42509.2 20.9044
42509.6 29.4521
42510.0 35.0391
42510.4 29.5524
42510.8 21.0299
42511.2 15.5300
42511.6 12.4350
42512.0 10.6818
42512.4 9.64388
42513.2 8.49632
42514.0 7.93976
42515.7 7.43196
42517.3 7.21618
42520.6 7.03814
42523.8 6.96579
42536.9 6.87352
42562.9 6.81074
42615.1 6.72093
42667.2 6.63792
42693.3 6.59866
42706.4 6.58360
42712.9 6.59168
42716.1 6.64493
42717.8 6.79604
42718.6 7.08515
42719.4 8.23616
42720.0 9.91364
42720.6 8.23344
42721.3 7.15009
42722.0 6.83521
42723.5 6.65467
42726.3 6.57841
42732.0 6.54671
42743.4 6.52297
42766.2 6.48713
42811.7 6.41968
42902.7 6.28982
43084.9 6.04590
43267.0 5.82094
43358.0 5.71667
43403.6 5.67414
43426.3 5.68519
43432.0 5.71547
43437.7 5.80816
43440.6 5.93388
43443.4 6.25623
43444.8 6.64810
43446.3 7.53083
43447.0 8.45242
43447.7 10.1897
43448.0 11.6999
43448.4 13.9238
43448.7 17.5052
43449.1 23.0219
43449.6 33.5907
43450.0 40.4943
43450.5 33.6462
43450.9 23.0913
43451.5 15.4706
43452.0 11.5991
43452.6 9.55735
43453.1 8.40048
43454.2 7.19336
43455.3 6.62283
43457.5 6.12167
43459.6 5.91405
43464.0 5.74579
43468.4 5.67886
43485.8 5.59527
43520.7 5.53988
43590.6 5.46100
43730.2 5.31717
43869.9 5.18155
43939.7 5.11666
43974.7 5.08685
43992.1 5.08129
44000.8 5.11565
44005.2 5.26785
44007.4 5.76987
44008.5 7.07344
44009.0 9.52044
44009.3 12.4673
44009.6 18.4589
44009.8 26.5629
44010.0 32.0155
44010.2 26.6826
44010.4 18.6085
44010.7 13.0776
44010.9 10.1293
44011.4 7.55017
44012.3 5.99851
44014.2 5.35284
44018.0 5.13449
44025.6 5.06426
44040.7 5.03271
44071.0 5.00069
44131.6 4.94627
44252.8 4.84325
44495.2 4.64976
44980.0 4.30323
45464.8 4.00004
45707.1 3.86161
45828.3 3.79536
45888.9 3.76363
45919.2 3.75135
45934.4 3.75961
45942.0 3.81882
45945.7 4.04043
45947.6 4.71529
45948.6 6.31548
45949.1 8.88853
45949.3 11.7224
45949.5 16.7126
45949.8 24.4249
45950.0 29.7720
45950.2 24.5080
45950.5 16.8157
45950.7 11.8174
45950.9 9.05935
45951.4 6.44424
45952.3 4.79515
45954.2 4.07444
45957.8 3.82770
45965.2 3.75113
45979.9 3.72303
46009.4 3.70199
46068.3 3.66993
46186.0 3.60970
46421.6 3.49417
46892.7 3.27754
47835.0 2.88614
48777.2 2.52498
49248.3 2.34571
49483.9 2.25436
49601.7 2.20823
49660.6 2.18617
49690.0 2.18015
49704.7 2.19710
49712.1 2.27946
49715.8 2.56811
49717.6 3.40281
49718.5 5.22277
49719.0 7.91679
49719.2 10.5765
49719.5 14.9678
49719.7 22.6605
49720.0 27.8321
49720.3 22.6986
49720.5 15.0155
49720.8 10.0572
49721.1 7.29558
49721.6 4.70313
49722.7 3.13812
49724.9 2.47068
49729.3 2.24622
49738.0 2.17791
49755.5 2.15310
49790.4 2.13421
49860.3 2.10452
50000.0 2.04682
50099.6 2.00564
50149.4 1.98539
50174.3 1.97664
50186.8 1.97721
50193.0 1.99441
50196.1 2.05241
50197.7 2.19150
50198.5 2.41969
50199.2 3.10685
50200.0 4.24990
50200.8 3.10564
50201.8 2.32536
50202.8 2.12545
50204.8 2.01938
50208.8 1.97760
50216.9 1.96174
50233.0 1.95163
50265.3 1.93759
50329.8 1.91185
50394.4 1.89064
50426.6 1.89695
50442.8 1.96367
50446.8 2.03315
50450.8 2.21543
50452.8 2.44127
50454.9 2.96643
50455.9 3.53783
50456.9 4.66600
50457.9 7.28518
50458.4 9.92913
50458.9 14.4584
50459.4 22.0318
50460.0 27.2010
50460.6 22.1405
50461.1 14.5938
50461.5 10.6255
50462.0 8.05482
50462.8 5.32491
50463.7 4.02317
50464.5 3.33498
50466.2 2.66442
50467.9 2.36569
50471.4 2.11129
50474.8 2.00909
50488.4 1.89494
50515.8 1.85425
50570.4 1.82816
50625.0 1.81184
50679.7 1.80069
50788.9 1.79947
50898.2 1.85168
51007.5 2.02946
51116.8 2.54144
51171.4 3.10208
51226.0 4.11550
51280.7 6.03350
51335.3 9.75453
51392.7 16.6766
51450.0 23.1648
51507.4 21.1587
51564.7 15.3457
51615.3 11.4438
51665.9 8.90090
51716.5 7.24320
51767.0 6.12291
51868.2 4.75500
51918.8 4.31701
51944.1 4.13713
51956.7 4.05846
51963.1 4.03395
51966.2 4.06359
51967.8 4.18234
51968.6 4.41859
51969.4 5.34883
51970.0 6.73139
51970.6 5.35392
51971.7 4.27760
51972.9 4.08120
51975.1 3.98301
51979.6 3.92762
51988.5 3.86828
52006.5 3.77032
52042.3 3.59823
52114.0 3.31698
52257.3 2.91645
52544.0 2.43543
52830.8 2.13598
53117.5 1.91222
53690.9 1.55264
54264.3 1.22102
54837.7 0.866211
55124.5 0.672692
55411.2 0.474984
55697.9 0.308888
55841.2 0.274270
55912.9 0.284986
55984.6 0.326651
56056.3 0.414384
56127.9 0.571335
56199.6 0.833617
56271.3 1.25848
56343.0 1.93834
56414.7 3.02262
56486.3 4.74922
56558.0 7.46949
56623.5 11.1740
56689.0 16.1659
56820.0 26.3604
56885.5 28.0195
56951.0 26.7293
57082.0 20.6835
57164.3 17.1611
57246.6 14.3913
57411.3 10.6629
57575.9 8.42458
57740.6 6.98726
57905.2 6.00408
58069.8 5.29651
58234.5 4.76775
58316.8 4.55361
58358.0 4.46339
58378.5 4.44764
58388.8 4.53938
58391.4 4.64221
58394.0 4.90875
58395.3 5.23067
58396.6 5.94535
58397.2 6.69310
58397.8 8.05741
58398.5 10.8891
58398.8 13.4630
58399.1 17.3868
58399.6 25.2308
58400.0 30.4840
58400.4 25.2868
58400.9 17.4557
58401.2 13.5273
58401.5 11.0109
58402.1 8.18953
58402.8 6.80137
58403.4 6.03775
58404.6 5.27769
58405.9 4.93386
58408.4 4.63628
58410.8 4.51333
58420.8 4.36523
58440.7 4.28820
58480.5 4.20000
58560.1 4.05455
58639.7 3.92873
58679.5 3.87255
58699.4 3.84758
58709.4 3.84159
58714.4 3.86003
58716.8 3.93124
58718.1 4.09805
58719.3 5.08124
58720.0 6.35949
58720.7 5.09844
58721.8 4.14918
58722.9 3.95430
58725.1 3.85981
58729.5 3.82139
58738.3 3.80044
58755.9 3.77649
58791.1 3.73606
58861.5 3.66659
59002.3 3.57195
59283.8 3.64419
59424.6 3.93759
59565.4 4.63646
59706.2 6.25813
59776.6 7.77471
59847.0 10.1007
59958.5 15.8484
60070.0 20.8352
60181.5 18.5618
60237.3 15.9135
60293.0 13.4176
60316.1 12.5220
60327.6 12.1587
60333.4 12.1667
60336.3 12.6771
60337.7 13.9423
60338.4 15.8318
60339.1 20.6908
60339.6 26.1731
60340.0 29.7442
60340.4 26.1965
60340.9 20.6979
60341.5 15.9898
60342.2 14.0124
60343.6 12.5525
60346.3 11.7796
60351.7 11.3554
60362.5 10.9372
60384.1 10.2782
60405.7 9.69601
60427.3 9.17134
60513.6 7.52136
60600.0 6.38542
60686.4 5.57564
60859.2 4.51985
61032.0 3.86900
61377.5 3.09771
61723.0 2.62722
62068.6 2.27990
62241.4 2.13239
62414.1 2.00370
62586.9 1.91531
62673.3 1.90867
62759.7 1.96167
62846.1 2.14507
62932.4 2.64454
62975.6 3.15587
63018.8 4.01606
63062.0 5.49484
63105.2 8.04760
63162.6 13.8496
63220.0 19.5855
63277.4 18.3130
63334.8 13.6030
63382.0 10.5312
63393.8 9.93092
63405.5 9.39839
63417.3 8.98412
63423.2 9.03429
63424.7 9.22432
63426.2 9.73053
63426.9 10.3037
63427.7 11.4159
63428.4 13.9585
63428.8 16.4657
63429.1 20.4210
63429.6 27.6267
63430.0 32.4435
63430.4 27.6387
63430.9 20.4125
63431.4 15.5397
63431.8 12.9459
63432.7 10.5733
63433.7 9.59484
63434.6 9.09913
63436.4 8.61791
63438.3 8.37950
63445.6 7.94179
63460.3 7.44400
63475.1 7.04022
63489.8 6.68601
63548.7 5.60088
63607.6 4.86508
63666.5 4.33964
63784.2 3.64591
63902.0 3.20954
64137.6 2.68300
64373.2 2.36311
64844.3 1.95813
65315.4 1.68416
65786.6 1.49234
66257.7 1.45635
66493.3 1.60163
66728.9 2.04349
66846.7 2.49111
66964.4 3.21546
67082.2 4.38731
67200.0 6.26369
67400.0 11.7582
67600.0 17.8428
67800.0 17.5458
68000.0 13.4737
68049.6 12.5170
68074.4 12.0767
68086.8 11.9005
68093.0 11.9434
68096.1 12.3493
68097.7 13.4029
68098.4 15.1562
68098.8 17.0513
68099.2 20.3415
68099.6 25.6791
68100.0 29.1928
68100.4 25.7945
68100.8 20.4768
68101.3 16.6152
68101.7 14.6450
68102.7 13.0096
68104.6 12.0752
68108.4 11.6498
68116.0 11.4065
68131.2 11.1263
68161.7 10.6489
68222.6 9.79957
68344.4 8.41494
68588.1 6.53789
68831.8 5.37359
69075.4 4.59833
69562.7 3.63899
70050.1 3.06259
70537.4 2.66693
71024.7 2.36881
71512.0 2.13152
71755.7 2.03343
71877.5 1.99171
71938.4 1.97368
71968.9 1.96702
71984.1 1.97329
71991.7 2.01780
71995.5 2.18537
71997.4 2.65918
71998.4 3.61036
71998.8 4.88900
71999.3 7.75533
72000.0 13.8586
72000.7 8.06393
72001.5 4.21562
72002.2 3.05904
72003.8 2.38876
72006.9 2.10617
72013.1 2.00734
72025.5 1.97374
72050.3 1.96018
72099.9 1.95601
72149.5 1.97749
72174.3 2.04064
72186.7 2.19621
72189.8 2.31594
72192.9 2.58346
72194.5 2.87651
72196.0 3.49785
72197.6 5.27997
72198.4 7.79506
72198.7 10.2163
72199.1 13.9757
72199.6 20.1040
72200.0 23.2686
72200.4 17.8936
72200.9 11.2129
72201.4 6.83932
72201.9 4.69649
72202.9 2.98086
72204.9 2.11402
72208.8 1.85797
72216.8 1.83528
72232.7 1.86367
72264.6 1.89393
72328.2 1.93369
72391.9 1.99328
72455.6 2.10784
72519.3 2.34903
72551.1 2.57150
72583.0 2.93309
72614.8 3.56441
72646.6 4.78167
72662.6 5.83940
72678.5 7.46338
72694.4 10.0439
72710.3 14.1730
72730.2 21.8641
72750.0 27.1017
72769.9 22.1119
72789.7 14.4827
72803.2 10.8348
72816.8 8.36673
72830.3 6.69779
72843.8 5.54428
72870.9 4.12462
72898.0 3.32995
72925.0 2.84332
72952.1 2.52382
73006.2 2.14038
73060.4 1.92334
73114.5 1.78441
73222.7 1.61331
73439.3 1.42488
73655.8 1.29876
74088.8 1.09342
74521.9 0.911017
74954.9 0.768823
75387.9 0.784152
75604.5 0.974756
75821.0 1.48533
75929.2 1.97113
76037.5 2.72047
76145.8 3.86965
76254.0 5.60991
76365.5 8.25102
76477.0 11.8537
76700.0 19.3854
76811.5 20.7235
76923.0 19.9112
77146.0 15.6718
77296.3 12.9923
77446.6 10.9131
77596.8 9.35016
77747.1 8.17006
78047.7 6.55388
78198.0 5.98615
78273.1 5.74597
78310.7 5.65204
78329.5 5.68518
78334.2 5.76012
78338.8 5.97440
78341.2 6.24108
78343.5 6.84189
78344.7 7.45827
78345.9 8.56826
78347.1 10.7924
78347.7 12.7591
78348.2 15.6243
78349.1 21.9428
78350.0 26.2967
78350.9 22.4000
78351.8 16.1939
78352.8 11.7291
78353.8 9.41488
78354.8 8.15205
78355.9 7.40693
78357.9 6.61674
78359.9 6.23389
78364.0 5.88246
78368.1 5.72669
78376.3 5.58500
78384.5 5.51506
78417.2 5.37549
78482.6 5.19690
78613.5 4.90384
78875.2 4.43618
79398.5 3.78536
79921.9 3.35094
80445.3 3.03738
81492.1 2.60650
82538.8 2.31474
84632.4 1.92232
86725.9 1.65604
88819.4 1.47645
90912.9 1.43962
91959.7 1.55580
93006.5 1.90917
93529.9 2.26868
94053.2 2.85679
94576.6 3.82524
95100.0 5.40601
95850.0 9.06582
96600.0 12.2751
97350.0 10.8415
98100.0 7.54071
98575.0 5.89013
99050.0 4.66356
100000 3.07978
101185 1.98739
102370 1.43196
102963 1.35368
103555 1.49179
104148 2.01456
104740 3.25340
105155 4.81882
105570 7.11397
106400 12.4774
106815 13.7804
107230 13.6340
108060 11.2665
108996 8.62477
109931 6.83923
110867 5.65868
111803 4.84257
113674 3.79771
115545 3.15013
117416 2.69689
119288 2.35018
123030 1.82014
126773 1.38646
130515 0.973972
132386 0.764065
133322 0.660711
134258 0.566036
135193 0.500717
136129 0.534766
136597 0.658111
137064 0.964013
137298 1.25035
137532 1.69333
137766 2.38084
138000 3.43796
138400 6.37297
138800 9.24336
139200 8.52023
139600 6.06775
139921 4.50062
140241 3.41462
140562 2.66724
140883 2.13939
141524 1.46916
142165 1.09626
142806 0.929415
143448 1.00387
143768 1.18696
144089 1.53521
144409 2.14413
144730 3.15532
145215 5.66020
145700 7.86259
145943 7.71900
146185 6.78241
146670 4.38734
147029 3.03571
147388 2.10811
147746 1.49780
148105 1.12678
148464 0.961000
148823 1.00703
149181 1.31077
149540 1.96046
149860 2.93711
150180 4.39599
150820 8.90194
151200 12.1781
151700 16.0513
152200 18.1700
152860 16.9190
153580 13.2411
154096 10.9556
154613 9.19905
155645 6.83767
156678 5.37389
157710 4.38278
159775 3.10260
161840 2.27642
163905 1.68770
165970 1.33186
167003 1.33356
168035 1.66641
168551 2.12827
169068 3.07145
169326 3.91722
169584 5.27213
169842 7.61588
170100 11.8895
170300 16.6507
170500 18.7359
170570 17.7929
