Eu-153(n,g) ENDF/B-VII.1
54.2027 644.727
54.2200 870.782
54.2373 1200.81
54.2637 1917.17
54.2900 2394.23
54.3164 1915.88
54.3427 1199.17
54.3677 757.630
54.3927 502.966
54.4177 352.727
54.4427 259.385
54.4926 156.391
54.5426 104.741
54.5926 75.5087
54.6426 57.5029
54.7425 37.6608
54.8425 28.0538
54.9424 23.8130
55.0424 25.3326
55.0923 32.0197
55.1173 40.0109
55.1423 54.9218
55.1900 92.8554
55.2377 56.6412
55.2735 39.3623
55.3092 34.0003
55.3450 34.5150
55.3807 39.6231
55.4165 50.9085
55.4522 73.9547
55.4701 94.0725
55.4880 124.682
55.5058 172.599
55.5237 247.714
55.5469 390.825
55.5700 486.057
55.5932 390.065
55.6163 246.305
55.6422 146.338
55.6680 93.8723
55.6939 65.0280
55.7198 47.9537
55.7715 29.8729
55.8232 21.0664
55.8749 16.1158
55.9267 13.0412
56.0301 9.53685
56.2370 6.49983
56.4439 5.19631
56.8577 4.13066
57.2716 3.86185
57.6854 4.07173
58.0992 4.91777
58.3061 5.87009
58.5130 7.90454
58.6165 10.1129
58.7199 14.9974
58.7716 20.2970
58.8234 31.2230
58.8492 41.6840
58.8751 59.6763
58.9009 93.4146
58.9268 160.480
58.9484 252.276
58.9700 313.494
58.9916 252.665
59.0132 161.332
59.0337 105.217
59.0541 72.9601
59.0745 54.0518
59.0950 42.4361
59.1359 30.0099
59.1767 24.3018
59.2585 20.7047
59.3403 22.0728
59.4220 27.8665
59.4629 33.4656
59.5038 42.4647
59.5447 57.8323
59.5855 86.6620
59.6060 111.171
59.6264 148.141
59.6469 205.707
59.6673 295.853
59.6937 466.665
59.7200 580.628
59.7464 467.159
59.7727 297.006
59.7897 219.788
59.8067 166.692
59.8408 105.072
59.8748 73.9467
59.9088 56.8261
59.9769 40.6623
60.0450 34.7083
60.1811 34.5292
60.2492 38.0215
60.3173 43.9219
60.3853 52.9973
60.4534 66.8478
60.5215 88.6549
60.5895 125.119
60.6236 153.101
60.6576 192.027
60.6916 248.269
60.7257 333.328
60.7597 469.684
60.7937 704.212
60.8278 1141.42
60.8448 1499.54
60.8618 2000.14
60.8909 3196.79
60.9200 3993.46
60.9491 3194.47
60.9782 1997.62
61.0072 1232.84
61.0362 803.729
61.0652 556.042
61.0942 404.573
61.1231 306.530
61.1521 239.972
61.2101 158.597
61.2681 112.956
61.3261 84.9960
61.4420 54.2117
61.4420 54.2081
61.4421 54.1955
61.4421 54.1847
61.4423 54.1613
61.4425 54.1146
61.4430 54.0232
61.4441 53.8394
61.4461 53.4750
61.4502 52.7612
61.4585 51.3819
61.4749 48.8109
61.5079 44.3275
61.5737 37.4240
61.7054 29.0263
61.8370 25.0665
61.9687 24.3650
62.1004 27.6043
62.1662 31.8028
62.2321 39.4325
62.2979 54.0504
62.3637 85.6768
62.3967 116.607
62.4296 170.414
62.4625 272.224
62.4954 476.103
62.5227 754.097
62.5500 939.173
62.5773 753.911
62.6046 476.000
62.6373 273.307
62.6700 171.825
62.7027 118.124
62.7353 87.2915
62.8007 55.9776
62.8661 41.8548
62.9314 34.9107
62.9968 31.6437
63.1275 31.4566
63.2582 38.6151
63.3236 46.3385
63.3890 59.3337
63.4543 82.8456
63.5197 131.792
63.5524 179.117
63.5850 261.995
63.6177 422.896
63.6341 560.832
63.6504 761.584
63.6752 1194.48
63.7000 1485.34
63.7248 1207.13
63.7496 787.869
63.7669 587.999
63.7842 458.043
63.8187 324.020
63.8533 278.462
63.8878 282.955
63.9224 331.206
63.9569 438.434
63.9742 526.478
63.9915 649.378
64.0087 820.853
64.0260 1056.39
64.0580 1662.88
64.0900 2066.23
64.1060 1944.17
64.1220 1654.38
64.1540 1039.54
64.1754 751.480
64.1968 555.451
64.2397 329.953
64.2825 215.938
64.3253 152.018
64.3682 112.962
64.4110 87.4609
64.4967 57.3147
64.5824 40.8396
64.6680 30.8407
64.8394 19.7953
65.0107 14.1370
65.1820 10.8715
65.5247 7.57456
65.8674 6.42661
66.2101 7.13570
66.3814 9.00102
66.4671 10.9266
66.5527 14.3334
66.6384 21.0383
66.6812 27.0714
66.7241 36.8493
66.7669 54.1472
66.8097 88.7183
66.8312 120.176
66.8526 170.949
66.8740 257.485
66.8847 322.748
66.8954 408.377
66.9066 521.539
66.9177 650.799
66.9400 812.226
66.9623 650.635
66.9846 408.225
67.0021 279.187
67.0196 197.310
67.0371 145.020
67.0545 110.532
67.0895 70.2265
67.1245 48.8980
67.1594 36.4321
67.1944 28.6005
67.2643 19.8315
67.3342 15.4843
67.4042 13.2545
67.5440 12.1460
67.6839 14.5824
67.7538 17.7986
67.8237 23.6949
67.8936 35.2646
67.9286 45.4647
67.9636 61.5559
67.9985 88.8264
68.0335 139.634
68.0510 182.510
68.0684 246.656
68.0859 345.417
68.1034 497.974
68.1151 636.647
68.1267 795.193
68.1500 993.369
68.1733 794.812
68.1966 497.448
68.2106 370.204
68.2246 280.230
68.2526 171.722
68.2806 114.272
68.3086 81.1604
68.3366 60.6057
68.3646 47.0708
68.4206 31.0002
68.4766 22.2292
68.5326 16.9442
68.6446 11.1954
68.7566 8.34331
68.8686 6.78202
69.0927 5.48098
69.3167 5.68495
69.4287 6.46202
69.5407 8.09455
69.6527 11.5748
69.7087 14.8214
69.7647 20.2090
69.8207 30.0010
69.8487 38.1451
69.8767 50.3345
69.9047 69.5783
69.9327 101.976
69.9607 160.484
69.9887 270.550
70.0015 345.768
70.0144 431.666
70.0400 539.035
70.0657 431.482
70.0913 270.308
70.1103 188.572
70.1292 135.286
70.1482 100.462
70.1671 77.0776
70.2050 49.2039
70.2429 34.1506
70.2808 25.2142
70.3187 19.5146
70.3944 12.9757
70.4702 9.55258
70.5460 7.58558
70.6976 5.71840
70.8491 5.38966
70.9249 5.78469
71.0007 6.80070
71.0765 9.06503
71.1144 11.1626
71.1522 14.5609
71.1901 20.4713
71.2280 31.8416
71.2470 41.7299
71.2659 56.9372
71.2849 81.2103
71.3038 120.250
71.3269 191.072
71.3500 238.229
71.3731 190.945
71.3962 120.044
71.4137 83.3430
71.4312 59.6599
71.4487 44.3181
71.4662 34.0858
71.5011 21.9660
71.5361 15.4530
71.5711 11.5906
71.6060 9.12411
71.6760 6.27374
71.7459 4.74967
71.8159 3.83738
71.9558 2.83936
72.2355 2.03750
72.5153 1.74870
72.7951 1.67247
73.0749 1.80794
73.2147 2.05580
73.3546 2.70803
73.4246 3.48846
73.4945 5.23666
73.5295 7.04580
73.5645 10.4282
73.5820 13.2982
73.5994 17.6136
73.6169 24.3111
73.6344 34.7400
73.6572 54.6719
73.6800 67.9417
73.7028 54.6671
73.7256 34.7428
73.7522 20.4835
73.7787 13.2072
73.8052 9.29913
73.8318 7.02793
73.8849 4.67979
73.9379 3.57768
74.0441 2.64129
74.1503 2.29731
74.3626 2.14308
74.5750 2.27343
74.7873 2.62300
74.9996 3.38525
75.1058 4.18343
75.2120 5.89163
75.2651 7.70531
75.3181 11.3869
75.3447 14.8669
75.3712 20.7862
75.3978 31.7153
75.4243 53.0007
75.4472 82.7476
75.4700 102.592
75.4929 82.9065
75.5157 53.3372
75.5369 35.4518
75.5581 25.0550
75.5793 18.9023
75.6004 15.0969
75.6428 10.9840
75.6852 9.04914
75.7699 7.63812
75.8547 7.53544
76.0241 9.04938
76.1936 12.6892
76.3631 20.4312
76.4478 27.7165
76.5326 40.0424
76.6173 63.2667
76.6597 83.3835
76.7020 114.799
76.7444 167.470
76.7656 208.018
76.7868 264.372
76.8080 345.196
76.8291 464.711
76.8503 646.151
76.8715 921.951
76.9008 1474.32
76.9300 1842.28
76.9593 1473.67
76.9885 921.178
77.0183 562.564
77.0480 363.757
77.0778 250.071
77.1075 180.987
77.1373 136.497
77.1671 106.392
77.2266 69.6936
77.2861 49.1485
77.3456 36.5553
77.4646 22.6062
77.5837 15.4892
77.7027 11.3912
77.9408 7.13409
78.1788 5.13470
78.4169 4.10773
78.6549 3.60386
78.8930 3.46318
78.8930 3.46319
78.8931 3.46319
78.8931 3.46320
78.8932 3.46321
78.8933 3.46322
78.8937 3.46326
78.8943 3.46334
78.8956 3.46351
78.8983 3.46387
78.9035 3.46473
78.9140 3.46696
78.9350 3.47345
78.9770 3.49486
79.0609 3.57359
79.2289 3.90412
79.3968 4.57190
79.5647 5.86061
79.7326 8.54432
79.8166 11.0640
79.9006 15.3306
79.9845 23.4019
80.0265 30.4396
80.0685 41.5238
80.1105 60.3628
80.1524 95.8052
80.1734 126.070
80.1944 171.909
80.2154 243.641
80.2364 356.579
80.2498 455.756
80.2632 569.137
80.2900 710.905
80.3168 569.122
80.3436 356.707
80.3700 222.078
80.3965 146.212
80.4229 102.306
80.4494 75.4422
80.5022 46.3503
80.5551 32.1890
80.6080 24.5357
80.6609 20.2106
80.7666 16.8547
80.8724 18.4256
80.9252 21.5176
80.9781 27.3745
81.0310 38.6157
81.0839 62.3508
81.1103 84.7634
81.1367 122.151
81.1632 188.587
81.1764 240.565
81.1896 310.663
81.2022 396.512
81.2148 494.626
81.2400 617.168
81.2652 494.245
81.2904 310.026
81.3163 189.632
81.3421 123.220
81.3680 85.3603
81.3939 62.3935
81.4197 47.6134
81.4456 37.6127
81.4973 25.4105
81.5490 18.5670
81.6007 14.3652
81.7042 9.71265
81.8076 7.37041
81.9111 6.08665
82.1180 5.07252
82.3248 5.44423
82.4283 6.30412
82.5317 8.04742
82.6352 11.7272
82.6869 15.1619
82.7386 20.8862
82.7903 31.3753
82.8162 40.1829
82.8421 53.4953
82.8679 74.8011
82.8938 111.382
82.9196 179.366
82.9326 234.866
82.9455 312.299
82.9566 399.128
82.9678 498.202
82.9900 621.957
83.0123 498.054
83.0345 312.112
83.0489 227.476
83.0633 169.173
83.0920 101.121
83.1207 66.3066
83.1495 46.7000
83.1782 34.7298
83.2070 26.9423
83.2644 17.8274
83.3219 12.9497
83.3794 10.0834
83.4944 7.18870
83.6093 6.23930
83.7243 6.96765
83.7818 8.55652
83.8392 12.3927
83.8680 16.3077
83.8967 23.2871
83.9255 36.8411
83.9398 48.3332
83.9542 64.8430
83.9771 102.055
84.0000 126.830
84.0229 101.923
84.0458 64.5997
84.0685 40.8127
84.0912 27.4088
84.1139 19.6393
84.1366 14.8681
84.1820 9.64970
84.2274 7.04095
84.2728 5.55849
84.3182 4.63661
84.4089 3.59645
84.5905 2.74574
84.7721 2.44927
85.1352 2.41959
85.4984 2.85811
85.8615 3.99659
86.0431 5.13075
86.2246 7.13274
86.4062 11.1741
86.4970 14.9744
86.5878 21.5068
86.6786 34.2713
86.7240 45.8413
86.7693 64.8781
86.8147 99.4587
86.8374 128.378
86.8601 171.968
86.8828 241.635
86.9055 361.013
86.9169 453.881
86.9282 582.677
86.9396 763.485
86.9509 1015.35
86.9705 1620.84
86.9900 2023.94
87.0096 1620.83
87.0291 1015.69
87.0484 631.798
87.0676 414.999
87.0869 289.318
87.1061 212.283
87.1447 128.686
87.1832 87.7461
87.2217 65.3526
87.2602 52.3466
87.3373 40.7464
87.4143 40.9779
87.4528 45.6230
87.4913 54.9332
87.5299 72.2862
87.5684 105.644
87.5876 133.764
87.6069 175.360
87.6262 238.206
87.6454 332.906
87.6591 423.480
87.6727 527.039
87.7000 656.268
87.7273 525.950
87.7546 330.846
87.7787 217.107
87.8027 148.798
87.8268 107.122
87.8508 80.5397
87.8989 50.4103
87.9470 34.8410
87.9951 25.8088
88.0432 20.1121
88.1394 13.5947
88.2356 10.1468
88.3318 8.11883
88.5242 6.05427
88.7165 5.37821
88.9089 5.97127
89.0051 7.28133
89.0532 8.56407
89.1013 10.7186
89.1494 14.6394
89.1975 22.7092
89.2216 30.2485
89.2456 42.7489
89.2697 64.8258
89.2937 105.126
89.3169 166.300
89.3400 207.084
89.3632 166.257
89.3863 105.072
89.4070 69.0904
89.4276 47.6708
89.4483 34.7035
89.4689 26.4924
89.5102 17.2800
89.5515 12.6001
89.5928 9.94361
89.6341 8.31700
89.7167 6.57087
89.8819 5.49200
90.0472 5.76868
90.2124 7.27334
90.2950 8.86716
90.3776 11.6758
90.4602 17.1797
90.5015 22.1248
90.5428 30.1479
90.5841 44.3816
90.6254 72.9956
90.6461 99.2041
90.6667 141.843
90.6770 173.398
90.6874 215.241
90.6977 271.142
90.7080 345.002
90.7185 440.607
90.7290 549.828
90.7500 686.264
90.7605 646.102
90.7710 549.746
90.7920 344.947
90.8073 242.016
90.8227 174.578
90.8380 130.266
90.8533 100.410
90.8840 64.6995
90.9146 45.3636
90.9453 33.8756
90.9759 26.5523
91.0372 18.1704
91.0985 13.8011
91.1598 11.2942
91.2824 8.82173
91.5276 7.70492
91.7728 8.65560
92.0179 11.3273
92.2631 17.1377
92.3857 22.7194
92.5083 32.9021
92.5696 42.0660
92.6309 58.2966
92.6616 72.3920
92.6922 95.4588
92.7229 137.831
92.7535 223.687
92.7768 331.834
92.8000 406.287
92.8233 343.882
92.8465 248.195
92.8685 193.170
92.8904 166.424
92.9344 157.193
92.9783 180.511
93.0223 232.476
93.0662 327.458
93.0882 402.030
93.1101 506.149
93.1321 655.358
93.1541 875.271
93.1760 1206.98
93.1980 1706.75
93.2290 2726.11
93.2600 3404.97
93.2910 2723.87
93.3220 1703.42
93.3438 1206.77
93.3655 875.849
93.3873 655.196
93.4090 504.683
93.4525 322.296
93.4960 222.170
93.5395 162.022
93.5830 123.323
93.6701 78.4177
93.7571 54.4690
93.8441 40.2797
94.0181 25.1810
94.1921 18.0745
94.3662 14.9644
94.4532 14.8042
94.5402 16.4259
94.5837 18.7870
94.6272 23.8047
94.6490 28.4351
94.6707 35.9098
94.6925 48.5820
94.7142 70.5249
94.7371 106.036
94.7600 129.851
94.7829 106.790
94.8058 72.0937
94.8244 53.3788
94.8430 42.0385
94.8801 31.4369
94.9173 28.7212
94.9545 30.6092
94.9916 37.3534
95.0288 52.4682
95.0474 66.0315
95.0659 86.9738
95.0845 120.189
95.1031 173.014
95.1266 271.743
95.1500 337.504
95.1735 271.178
95.1969 171.921
95.2222 104.737
95.2474 68.6899
95.2727 48.5467
95.2979 36.4948
95.3484 23.6286
95.3989 17.3443
95.5000 11.6947
95.6010 9.36838
95.8030 7.80470
96.0051 7.91259
96.2071 9.27568
96.4091 12.8976
96.5102 16.8862
96.6112 25.3881
96.6617 34.2148
96.7122 51.6176
96.7375 67.6061
96.7627 94.0355
96.7880 141.014
96.8132 228.175
96.8366 356.445
96.8600 442.319
96.8834 358.344
96.9068 232.063
96.9251 165.332
96.9435 123.420
96.9801 80.2576
97.0168 61.9542
97.0534 54.2066
97.1267 52.9950
97.2000 63.3979
97.2000 63.4022
97.2001 63.4132
97.2001 63.4219
97.2002 63.4394
97.2004 63.4767
97.2007 63.5493
97.2013 63.6951
97.2027 63.9899
97.2053 64.5919
97.2106 65.8485
97.2212 68.5702
97.2423 74.9431
97.2846 92.3310
97.3269 118.744
97.3692 160.367
97.3904 190.432
97.4115 229.985
97.4327 283.171
97.4538 356.498
97.4750 460.398
97.4961 611.757
97.5173 837.104
97.5384 1171.90
97.5692 1871.93
97.6000 2337.91
97.6308 1870.86
97.6616 1170.40
97.6828 835.328
97.7039 609.882
97.7251 458.391
97.7462 354.324
97.7885 227.378
97.8308 157.192
97.8731 114.840
97.9154 87.4873
98.0000 55.6233
98.0000 89.8921
100.000 88.8714
101.503 88.2350
105.711 86.4539
109.813 84.7171
117.940 81.2769
125.000 78.2881
125.542 78.1195
132.595 75.9273
139.091 73.9083
145.035 72.0607
150.000 70.5176
156.056 69.0290
164.867 66.8631
170.000 65.6013
171.800 65.2464
182.751 63.0878
194.400 60.7916
200.000 59.6877
203.007 59.2473
211.422 58.0147
219.627 56.8128
235.880 54.4321
250.000 52.3637
251.084 52.2474
265.191 50.7346
278.182 49.3414
290.071 48.0665
300.000 47.0017
312.111 45.9999
329.734 44.5422
343.601 43.3951
350.000 42.8658
365.502 41.8395
388.800 40.2971
400.000 39.5556
406.014 39.2541
422.843 38.4104
439.253 37.5877
471.759 35.9581
500.000 34.5423
502.169 34.4630
530.381 33.4315
556.364 32.4816
580.141 31.6122
600.000 30.8862
624.223 30.2205
659.468 29.2519
687.202 28.4898
720.000 27.5885
731.005 27.3584
777.600 26.3845
812.027 25.6649
845.686 24.9613
850.000 24.8711
878.507 24.4113
943.518 23.3627
1000.00 22.4517
1004.34 22.4002
1060.76 21.7303
1112.73 21.1133
1160.28 20.5487
1248.45 19.5020
1250.00 19.4836
1318.94 18.8908
1374.40 18.4139
1462.01 17.6606
1500.00 17.3339
1555.20 16.9627
1624.06 16.4996
1691.37 16.0469
1700.00 15.9889
1757.01 15.6848
1887.04 14.9913
2000.00 14.3887
2008.68 14.3549
2125.00 13.9009
2181.02 13.6824
2225.46 13.5089
2250.00 13.4132
2320.57 13.1378
2352.79 13.0120
2375.00 12.9254
2496.89 12.4497
2500.00 12.4376
2514.16 12.3978
2625.00 12.0868
2637.87 12.0507
2748.81 11.7393
2750.00 11.7360
2823.65 11.5293
2875.00 11.3851
2924.02 11.2476
3000.00 11.0343
3080.51 10.8628
3110.40 10.7991
3248.11 10.5056
3250.00 10.5016
3288.38 10.4198
3382.74 10.2187
3500.00 9.96886
3514.03 9.94528
3626.78 9.75570
3750.00 9.54852
3774.07 9.50804
4000.00 9.12817
4017.35 9.10648
4243.05 8.82439
4250.00 8.81571
4362.03 8.67569
4450.91 8.56460
4500.00 8.50325
4641.13 8.32686
4705.59 8.24629
4750.00 8.19078
4993.78 7.88610
5000.00 7.87832
5028.33 7.85308
5250.00 7.65557
5275.74 7.63263
5497.61 7.43494
5500.00 7.43282
5647.29 7.30158
5750.00 7.21007
5848.04 7.12271
6000.00 6.98731
6161.02 6.87922
6220.80 6.83910
6496.22 6.65421
6500.00 6.65167
6576.76 6.60015
6765.49 6.47346
7000.00 6.31603
7028.06 6.30128
7253.56 6.18266
7500.00 6.05302
7548.15 6.02770
8000.00 5.79001
8034.70 5.77528
8486.10 5.58363
8500.00 5.57773
8901.83 5.40714
8944.27 5.38912
9000.00 5.36546
9282.26 5.26649
9500.00 5.19014
9987.56 5.01919
10000.0 5.01483
10551.5 4.86929
10625.0 4.84990
10905.1 4.77598
10995.2 4.75219
11250.0 4.68496
11696.1 4.56724
11764.0 4.54933
11875.0 4.52003
12441.6 4.37051
12500.0 4.35509
12992.4 4.26370
13125.0 4.23910
13433.0 4.18194
13531.0 4.16376
13750.0 4.12311
14056.1 4.06630
14375.0 4.00712
14838.4 3.92111
15000.0 3.89112
15096.3 3.87746
15988.1 3.75093
16069.4 3.73940
16250.0 3.71377
16972.2 3.61131
17000.0 3.60736
17500.0 3.55227
17803.7 3.51882
17881.9 3.51020
18564.5 3.43499
18750.0 3.41455
19975.1 3.27957
20000.0 3.27683
21103.0 3.19031
21250.0 3.17878
21990.5 3.12070
22133.6 3.10947
22500.0 3.08073
23392.2 3.01075
23750.0 2.98268
23882.0 2.97233
24883.2 2.89380
25000.0 2.88464
25984.9 2.83061
26171.4 2.82037
26250.0 2.81606
26734.0 2.78951
26766.8 2.78771
27062.0 2.77152
27500.0 2.74749
27515.6 2.74663
28112.2 2.71390
28116.7 2.71366
28750.0 2.67891
29043.1 2.66283
30000.0 2.61034
30192.6 2.60248
31098.4 2.56552
32092.5 2.52496
32138.8 2.52307
32500.0 2.50833
32988.4 2.48840
34224.2 2.43798
34616.7 2.42196
35000.0 2.40632
35890.5 2.37813
36876.5 2.34691
37500.0 2.32716
38406.5 2.29846
40000.0 2.24800
42294.9 2.19494
42500.0 2.19019
44102.0 2.15315
45000.0 2.13238
46958.5 2.08709
47500.0 2.07457
49766.4 2.02216
50000.0 2.01676
52500.0 1.97635
54772.3 1.93962
55000.0 1.93594
60000.0 1.85511
62408.9 1.82628
64807.4 1.79759
65000.0 1.79528
70000.0 1.73545
70000.0 1.73545
74833.2 1.69098
75000.0 1.68945
80000.0 1.64344
80000.0 1.64344
80059.7 1.64298
80118.5 1.64252
80176.4 1.64207
80233.4 1.64163
80289.6 1.64119
80344.9 1.64076
80399.5 1.64034
80453.2 1.63992
80506.1 1.63951
80527.6 1.63934
80558.2 1.63910
80609.5 1.63870
80660.1 1.63831
80709.9 1.63792
80758.9 1.63754
80807.2 1.63717
80854.8 1.63680
80901.7 1.63643
80947.9 1.63608
80993.3 1.63572
81038.1 1.63537
81082.2 1.63503
81125.7 1.63469
81168.5 1.63436
81210.6 1.63403
81252.1 1.63371
81293.0 1.63339
81333.2 1.63308
81372.9 1.63277
81411.9 1.63247
81450.4 1.63217
81488.2 1.63188
81525.5 1.63159
81562.3 1.63130
81598.4 1.63102
81634.1 1.63074
81669.2 1.63047
81703.7 1.63020
81737.7 1.62994
81771.2 1.62968
81804.2 1.62942
81836.7 1.62917
81900.7 1.62867
81962.8 1.62819
82022.9 1.62772
82081.3 1.62727
82137.8 1.62683
82192.6 1.62640
82245.7 1.62599
82297.3 1.62559
82347.2 1.62520
82395.6 1.62483
82442.5 1.62446
82488.0 1.62411
82532.0 1.62377
82574.7 1.62343
82616.1 1.62311
82656.3 1.62280
82695.2 1.62250
82732.9 1.62221
82769.4 1.62192
82804.8 1.62165
82839.1 1.62138
82872.4 1.62112
82936.9 1.62062
82997.3 1.62015
83054.1 1.61971
83107.3 1.61930
83157.3 1.61891
83204.1 1.61854
83248.1 1.61820
83289.3 1.61788
83327.9 1.61758
83364.2 1.61730
83398.2 1.61704
83462.0 1.61654
83517.9 1.61611
83566.8 1.61573
83609.6 1.61539
83647.1 1.61510
83679.9 1.61485
83737.4 1.61440
83780.5 1.61407
83845.2 1.61356
83910.0 1.61306
83910.0 1.50158
83919.9 1.50144
91600.2 1.39303
98072.7 1.30167
100000 1.27447
103861 1.23863
104427 1.23336
108756 1.19603
109051 1.19374
117361 1.12905
117640 1.12714
117772 1.12623
124818 1.07785
125448 1.07353
132979 1.02719
134330 1.01964
139917 0.988409
139939 0.988285
146328 0.955455
148384 0.945636
152156 0.927626
152620 0.925609
154009 0.919575
162920 0.880860
171490 0.847340
172270 0.844614
173990 0.838601
185197 0.799435
194334 0.771540
200000 0.754239
201319 0.750655
210379 0.726035
211474 0.723059
220510 0.700523
223464 0.693802
223607 0.693477
234792 0.668028
236832 0.663872
250000 0.637041
271509 0.608940
293926 0.579653
300000 0.571717
323983 0.537327
327204 0.532708
350000 0.500020
385526 0.468437
399015 0.456445
399619 0.455908
400000 0.455569
405950 0.450601
443909 0.418904
445540 0.417543
450000 0.413818
451086 0.413287
476120 0.401039
481072 0.398616
484223 0.397074
500000 0.389355
541549 0.375731
550000 0.372960
555641 0.371540
563422 0.369581
572753 0.367232
588859 0.363178
593892 0.361911
600000 0.360373
621070 0.355878
638900 0.352074
639189 0.352013
641202 0.351583
646235 0.350509
650000 0.349706
659321 0.348183
662340 0.347689
686499 0.343740
700000 0.341533
800000 0.302967
900000 0.264401
1.00000E+06 0.229028
1.50000E+06 0.194591
1.75000E+06 0.158149
2.00000E+06 0.132105
2.25000E+06 0.113260
2.50000E+06 0.0988891
3.00000E+06 0.0794675
4.00000E+06 0.0499479
5.00000E+06 0.0296359
5.93288E+06 0.0166934
6.00000E+06 0.0157622
7.00000E+06 0.00880585
7.10944E+06 0.00836942
7.21710E+06 0.00794014
7.32294E+06 0.00751806
7.42696E+06 0.00710328
7.52913E+06 0.00669583
7.62945E+06 0.00629578
7.72791E+06 0.00590315
7.82451E+06 0.00551796
7.91924E+06 0.00514021
8.00000E+06 0.00481815
8.01210E+06 0.00479661
8.10000E+06 0.00464012
8.19513E+06 0.00447075
8.20000E+06 0.00446208
8.30000E+06 0.00428405
8.37052E+06 0.00415851
8.40000E+06 0.00410601
8.50000E+06 0.00392798
8.53835E+06 0.00387530
8.60630E+06 0.00378195
8.60640E+06 0.00378181
8.67130E+06 0.00369265
8.69874E+06 0.00365495
8.70000E+06 0.00365322
8.80000E+06 0.00351584
8.85185E+06 0.00344461
8.99784E+06 0.00324405
9.00000E+06 0.00324108
9.00618E+06 0.00323493
9.10000E+06 0.00314159
9.13688E+06 0.00310490
9.20000E+06 0.00304210
9.26919E+06 0.00297326
9.30000E+06 0.00294261
9.39497E+06 0.00284813
9.40000E+06 0.00284312
9.50000E+06 0.00274363
9.51443E+06 0.00273229
9.60000E+06 0.00266506
9.62781E+06 0.00264321
9.67395E+06 0.00260696
9.70000E+06 0.00258649
9.80000E+06 0.00250792
9.83991E+06 0.00247656
9.84405E+06 0.00247331
9.90000E+06 0.00242935
9.99809E+06 0.00235228
1.00000E+07 0.00235078
1.00372E+07 0.00232517
1.01487E+07 0.00224852
1.02094E+07 0.00220677
1.02500E+07 0.00217884
1.02919E+07 0.00215000
1.03624E+07 0.00210151
1.04281E+07 0.00205638
1.04982E+07 0.00200811
1.05000E+07 0.00200690
1.06882E+07 0.00190917
1.07402E+07 0.00188217
1.07500E+07 0.00187707
1.09211E+07 0.00178822
1.10000E+07 0.00174724
1.11291E+07 0.00169020
1.12500E+07 0.00163675
1.13143E+07 0.00160834
1.14789E+07 0.00153559
1.15000E+07 0.00152625
1.17500E+07 0.00148546
1.17727E+07 0.00148176
1.19980E+07 0.00144501
1.20000E+07 0.00144468
1.21697E+07 0.00141698
1.22500E+07 0.00140389
1.24320E+07 0.00137419
1.25000E+07 0.00136310
1.27000E+07 0.00133047
1.27500E+07 0.00131989
1.30000E+07 0.00126700
1.32500E+07 0.00121410
1.35000E+07 0.00116121
1.37500E+07 0.00110831
1.40000E+07 0.00105542
1.42500E+07 0.00100615
1.45000E+07 0.000956887
1.47500E+07 0.000907621
1.49560E+07 0.000867025
1.50000E+07 0.000858354
1.52500E+07 0.000803994
1.55000E+07 0.000749634
1.57500E+07 0.000695274
1.60000E+07 0.000640914
1.60729E+07 0.000628957
1.62500E+07 0.000599892
1.65000E+07 0.000558870
1.67500E+07 0.000517848
1.70000E+07 0.000476826
1.72500E+07 0.000446137
1.75000E+07 0.000415447
1.77500E+07 0.000384758
1.80000E+07 0.000354068
1.82500E+07 0.000334812
1.85000E+07 0.000315556
1.87500E+07 0.000296300
1.90000E+07 0.000277044
1.92500E+07 0.000257788
1.95000E+07 0.000238532
1.97500E+07 0.000219276
2.00000E+07 0.000200020
