K-41(n,tot) ENDF/B-VII.1
44270.3 2.25293
44275.5 2.31054
44280.8 2.47265
44283.4 2.68599
44286.0 3.22221
44287.4 3.86274
44288.7 5.27126
44289.3 6.71660
44290.0 9.31341
44290.3 11.4916
44290.6 14.6976
44291.0 19.5330
44291.3 26.8031
44291.8 41.5533
44292.2 51.7723
44292.7 41.8269
44293.2 27.1093
44293.6 18.4365
44294.0 13.2095
44294.4 10.0225
44294.8 8.03258
44295.6 5.71804
44296.4 4.54156
44298.0 3.42985
44299.7 2.94526
44302.9 2.54252
44306.2 2.38194
44312.7 2.25347
44319.2 2.20091
44332.3 2.15151
44345.3 2.12134
44371.4 2.07218
44377.9 2.07476
44384.4 2.13610
44387.7 2.25665
44391.0 2.62378
44392.6 3.09716
44394.2 4.17489
44395.0 5.27090
44395.8 7.18115
44396.7 10.7869
44397.5 17.8611
44398.2 28.6556
44399.0 35.9787
44399.7 29.7144
44400.5 20.1420
44401.2 13.8322
44402.0 10.1993
44402.7 7.98843
44403.4 6.60512
44404.9 5.01846
44406.4 4.18966
44407.9 3.69453
44409.4 3.37677
44412.4 2.99853
44418.3 2.65497
44424.2 2.50124
44436.1 2.36098
44448.0 2.29540
44471.8 2.23037
44495.6 2.19549
44543.1 2.15354
44590.7 2.12500
44685.8 2.08160
44780.9 2.04586
45161.3 1.93141
45922.1 1.76157
46302.5 1.69275
46682.9 1.63020
47063.3 1.57105
47253.5 1.54372
47348.6 1.53679
47396.2 1.55002
47408.1 1.56472
47420.0 1.60210
47425.9 1.64739
47431.9 1.75337
47434.8 1.87087
47437.8 2.11366
47440.8 2.73803
47442.3 3.46872
47443.7 4.88673
47445.0 6.85262
47446.3 8.17157
47447.5 6.82106
47448.8 4.79072
47449.6 3.81403
47450.5 3.16566
47452.2 2.44441
47454.0 2.09465
47455.7 1.90532
47459.2 1.72224
47462.7 1.64167
47469.6 1.57649
47476.6 1.55288
47504.4 1.53957
47532.3 1.55902
47560.1 1.60749
47587.9 1.72087
47601.9 1.83340
47615.8 2.02786
47629.7 2.39443
47636.7 2.70555
47643.6 3.17558
47650.6 3.92009
47657.5 5.16611
47664.5 7.37169
47671.4 11.3645
47678.6 17.8730
47685.8 22.2280
47692.9 18.2832
47700.1 12.3417
47704.8 9.54231
47709.5 7.59513
47719.0 5.28620
47728.4 4.07478
47737.9 3.37427
47747.4 2.93505
47756.8 2.64155
47775.7 2.28459
47794.7 2.08196
47813.6 1.95459
47851.4 1.80684
47889.2 1.72532
47927.1 1.67418
48002.7 1.61385
48078.4 1.58043
48154.1 1.56450
48191.9 1.56676
48229.8 1.59007
48248.7 1.62614
48267.6 1.71894
48277.0 1.82668
48286.5 2.05572
48291.2 2.27794
48296.0 2.66267
48300.7 3.38733
48303.1 3.98559
48305.4 4.82963
48309.3 6.80010
48313.3 8.13400
48317.2 6.81490
48321.1 4.80739
48325.2 3.46667
48329.4 2.74516
48333.5 2.34058
48337.7 2.09928
48346.0 1.84229
48354.3 1.71748
48370.8 1.60526
48387.4 1.55737
48420.6 1.51636
48453.7 1.49786
48520.0 1.47823
48586.3 1.46554
48719.0 1.44598
48851.6 1.42938
48984.2 1.41454
49116.8 1.40262
49183.1 1.40031
49249.4 1.40876
49282.6 1.42787
49299.2 1.44885
49315.7 1.48809
49332.3 1.57075
49340.6 1.64948
49348.9 1.78372
49357.2 2.03849
49361.3 2.25983
49365.5 2.60401
49369.6 3.17936
49373.8 4.22298
49375.8 5.08068
49377.9 6.33078
49380.0 8.19260
49382.0 10.9616
49385.1 16.8465
49388.1 20.8099
49391.2 16.9900
49394.2 11.2063
49396.6 8.12556
49399.0 6.15448
49401.3 4.88660
49403.7 4.04769
49408.4 3.05377
49413.2 2.52220
49417.9 2.20656
49422.6 2.00531
49432.1 1.77242
49441.6 1.64754
49451.0 1.57270
49470.0 1.49031
49488.9 1.44753
49507.8 1.42183
49545.7 1.39241
49621.4 1.36366
49697.1 1.34666
49848.6 1.32271
49924.3 1.31670
49962.1 1.31847
50000.0 1.32836
50044.9 1.36707
50067.4 1.41339
50089.9 1.50331
50112.3 1.69423
50123.6 1.87240
50134.8 2.16470
50146.0 2.67822
50157.2 3.66535
50162.9 4.51333
50168.5 5.78875
50174.1 7.75979
50179.7 10.7877
50187.7 17.1389
50195.7 21.4032
50203.8 17.6214
50211.8 11.9018
50220.9 7.79163
50230.1 5.57877
50239.2 4.32700
50248.3 3.56684
50257.4 3.07276
50266.6 2.73456
50284.8 2.31244
50303.1 2.06729
50321.3 1.91093
50357.8 1.72741
50394.3 1.62544
50430.8 1.56142
50503.8 1.48594
50576.8 1.44264
50649.8 1.41408
50795.8 1.37749
50941.7 1.35387
51087.7 1.33697
51233.7 1.32660
51306.7 1.33122
51343.2 1.35902
51352.3 1.38479
51361.5 1.44988
51366.0 1.53063
51370.6 1.73048
51372.9 1.96994
51375.1 2.52505
51376.3 3.13147
51377.4 4.35693
51378.0 5.49214
51378.6 7.36926
51379.1 10.6888
51379.7 16.8966
51380.2 26.0060
51380.8 32.1342
51381.3 25.9910
51381.8 16.5442
51382.2 12.1323
51382.5 9.20540
51383.3 5.82274
51384.0 4.14655
51384.7 3.23552
51386.1 2.33024
51387.5 1.92354
51390.3 1.58444
51393.1 1.45416
51398.8 1.35805
51404.4 1.32526
51427.0 1.29741
51472.2 1.29210
51562.6 1.28762
51743.3 1.27747
51924.1 1.26772
52104.8 1.25950
52285.6 1.25473
52375.9 1.25542
52466.3 1.26121
52556.7 1.27980
52601.9 1.30086
52647.1 1.34082
52692.3 1.42562
52714.8 1.50660
52737.4 1.64491
52760.0 1.90666
52771.3 2.13285
52782.6 2.48334
52793.9 3.06357
52805.2 4.10412
52816.5 6.16551
52822.2 7.94985
52827.8 10.5532
52836.5 16.3063
52845.2 20.2196
52853.9 16.5329
52862.6 10.8872
52871.0 7.32409
52879.4 5.27565
52887.9 4.06902
52896.3 3.31877
52904.7 2.82672
52913.1 2.48872
52930.0 2.06942
52946.8 1.82949
52963.6 1.67963
52997.3 1.50956
53031.0 1.41967
53064.7 1.36597
53132.0 1.30667
53199.3 1.27540
53266.7 1.25622
53401.4 1.23370
53536.1 1.22082
53670.8 1.21415
53738.1 1.21486
53805.5 1.22537
53839.1 1.24368
53872.8 1.29831
53889.7 1.37344
53898.1 1.44643
53906.5 1.57452
53914.9 1.83025
53919.1 2.06514
53923.3 2.45501
53927.5 3.16897
53929.6 3.77089
53931.7 4.67772
53933.9 6.13935
53936.0 8.64401
53938.1 13.3100
53940.2 22.4688
53942.0 35.3865
53943.8 44.0890
53945.6 35.6136
53947.4 22.7828
53949.0 14.9728
53950.7 10.4216
53952.4 7.68454
53954.0 5.97718
53957.4 4.06835
53960.7 3.10093
53964.0 2.54883
53967.4 2.20555
53974.0 1.82005
53980.7 1.61955
53987.3 1.50243
54000.6 1.37753
54013.9 1.31560
54027.2 1.28025
54053.9 1.24307
54107.1 1.21372
54160.3 1.20162
54266.8 1.19027
54373.3 1.18404
54586.3 1.17598
54799.2 1.17038
55225.2 1.16310
55438.1 1.15953
55544.6 1.15407
55597.9 1.14529
55624.5 1.13820
55637.8 1.16233
55644.4 1.32272
55646.1 1.48317
55647.8 1.86196
55649.4 3.01402
55650.3 4.57095
55651.1 8.06614
55651.7 12.7270
55652.3 15.8707
55653.0 13.1168
55653.6 8.93150
55654.4 5.70162
55655.1 4.05205
55656.7 2.62886
55658.2 2.06594
55659.8 1.78764
55662.8 1.52879
55665.9 1.41349
55672.1 1.31189
55678.2 1.26775
55702.8 1.21191
55752.0 1.19002
55850.5 1.18265
56047.3 1.18589
56441.1 1.21471
56638.0 1.24242
56834.8 1.28535
56933.3 1.31600
57031.7 1.35792
57080.9 1.38790
57130.1 1.43672
57154.7 1.48388
57167.1 1.52394
57179.4 1.58944
57191.7 1.71342
57197.8 1.82391
57204.0 2.00378
57210.1 2.32607
57213.2 2.59225
57216.3 2.98639
57219.3 3.60466
57222.4 4.62765
57225.5 6.44289
57228.6 9.75110
57231.6 14.8526
57234.5 18.2981
57237.5 15.0125
57240.5 10.0151
57243.2 7.05108
57245.8 5.27847
57248.5 4.19694
57251.1 3.50744
57256.4 2.72749
57261.7 2.32674
57267.0 2.09661
57272.3 1.95353
57282.9 1.79441
57293.5 1.71490
57304.1 1.67171
57325.3 1.63438
57367.7 1.63201
57410.1 1.66349
57494.9 1.77194
57579.7 1.93391
57664.5 2.16887
57749.4 2.52438
57834.2 3.14389
57855.4 3.41601
57876.6 3.87262
57887.2 4.30498
57897.8 5.19010
57903.1 6.09967
57908.4 7.87363
57911.0 9.47416
57913.7 12.0568
57916.3 16.4717
57919.0 24.2317
57921.7 36.6583
57924.4 45.0641
57927.1 37.0394
57929.9 24.8062
57931.8 18.7203
57933.8 14.7109
57937.6 10.2503
57941.5 8.09918
57945.4 6.94860
57953.2 5.87948
57961.0 5.46857
57976.5 5.29367
57992.1 5.43222
58054.3 7.03660
58116.6 10.1258
58178.8 15.6879
58241.0 24.3807
58303.1 30.2813
58365.3 24.4791
58427.4 15.6198
58470.0 11.3836
58512.7 8.53947
58555.3 6.63371
58597.9 5.32860
58683.2 3.74234
58768.4 2.86998
58853.7 2.34668
58938.9 2.01372
58981.6 1.89599
59024.2 1.81364
59045.5 1.79878
59066.8 1.84205
59077.5 1.93423
59082.8 2.02994
59088.1 2.19907
59093.5 2.52845
59096.1 2.81898
59098.8 3.27468
59101.5 4.04632
59104.1 5.46587
59105.5 6.64989
59106.8 8.39991
59108.1 11.0523
59109.4 15.0767
59111.3 23.2701
59113.2 28.8397
59115.0 23.5051
59116.9 15.3532
59118.5 10.5985
59120.1 7.72948
59121.8 5.97325
59123.4 4.85055
59126.7 3.57573
59129.9 2.91607
59133.2 2.53321
59136.4 2.29139
59143.0 2.01316
59149.5 1.86310
59156.0 1.77113
59169.0 1.66471
59195.1 1.56200
59221.2 1.50506
59273.3 1.43082
59325.5 1.37702
59429.7 1.29676
59534.0 1.23757
59742.6 1.15525
59951.2 1.10084
60368.3 1.03346
60785.4 0.992784
61202.6 0.964968
61619.7 0.945008
62036.9 0.932794
62245.4 0.931884
62349.7 0.934895
62401.9 0.942029
62427.9 0.965326
62441.0 1.05068
62444.2 1.13229
62447.5 1.34101
62449.1 1.59347
62450.7 2.16995
62451.6 2.78316
62452.4 3.93933
62453.2 6.46236
62453.6 8.91652
62454.0 12.7888
62454.5 20.0110
62455.0 24.8474
62455.5 20.2090
62456.0 12.9932
62456.5 8.78957
62456.9 6.28357
62457.8 3.75389
62458.7 2.64554
62459.6 2.07748
62461.3 1.54716
62463.1 1.31703
62466.7 1.12700
62470.2 1.05231
62484.5 0.973322
62512.9 0.952960
62569.9 0.952836
62683.8 0.972660
62740.7 0.991337
62797.6 1.02294
62826.1 1.05161
62854.6 1.11206
62868.8 1.18303
62883.1 1.35786
62890.2 1.56576
62893.7 1.74634
62897.3 2.02791
62900.9 2.49614
62904.4 3.33963
62908.0 5.00689
62909.8 6.44128
62911.5 8.50921
62914.4 13.3327
62917.3 16.5901
62920.2 13.6571
62923.0 9.20405
62925.4 6.69525
62927.8 5.11550
62930.1 4.10627
62932.5 3.43841
62937.2 2.65085
62941.9 2.23016
62946.7 1.98123
62951.4 1.82403
62960.8 1.64764
62970.3 1.56190
62979.7 1.52015
62998.6 1.50242
63017.5 1.53287
63036.4 1.59617
63074.2 1.82047
63112.0 2.23628
63149.8 3.03741
63168.7 3.72274
63187.6 4.75566
63206.5 6.35653
63225.4 8.84296
63250.6 13.7259
63275.8 17.0470
63301.1 13.9079
63326.3 9.10485
63344.4 6.70586
63362.6 5.11448
63380.7 4.05676
63398.8 3.33654
63435.1 2.46373
63471.4 1.98308
63507.6 1.69266
63543.9 1.50436
63616.4 1.28299
63689.0 1.16215
63761.5 1.08844
63906.6 1.00560
64051.6 0.961332
64196.7 0.934100
64486.8 0.902459
64777.0 0.885133
65067.1 0.875981
65212.2 0.874282
65357.2 0.875247
65502.3 0.882295
65574.8 0.897962
65611.1 0.936402
65629.2 1.03493
65638.3 1.25632
65642.8 1.62563
65645.1 2.04660
65647.4 2.84786
65651.2 4.66847
65653.1 3.87461
65655.1 2.69103
65657.8 1.74232
65660.6 1.33940
65666.1 1.05216
65677.1 0.920937
65699.2 0.882052
65743.3 0.877452
65831.5 0.884956
66007.9 0.908376
66184.3 0.949162
66360.7 1.02600
66537.2 1.18666
66625.4 1.33722
66713.6 1.58873
66801.8 2.04894
66845.9 2.43323
66890.0 3.00906
66934.1 3.91798
66978.2 5.44311
67022.3 8.17736
67066.4 13.2618
67108.1 20.9373
67149.8 26.1522
67191.5 21.2211
67233.2 13.6706
67265.6 9.64702
67298.1 7.06700
67330.5 5.40426
67362.9 4.29865
67427.8 2.99162
67492.6 2.28900
67557.5 1.87135
67622.3 1.60519
67654.8 1.50990
67687.2 1.44127
67703.4 1.42675
67719.6 1.45631
67727.7 1.52422
67735.8 1.71804
67739.9 1.95211
67743.9 2.45213
67746.0 2.93418
67748.0 3.74784
67750.0 5.23106
67752.0 8.00877
67753.9 12.2057
67755.8 15.0443
67757.7 12.3889
67759.6 8.33568
67761.4 5.78422
67763.2 4.29907
67765.1 3.41452
67766.9 2.86166
67770.5 2.23957
67774.1 1.91931
67781.3 1.61300
67788.5 1.47261
67803.0 1.34229
67817.4 1.27815
67846.3 1.20630
67875.2 1.16016
67933.0 1.09476
67990.8 1.04696
68048.6 1.01142
68106.3 0.993657
68135.2 1.00353
68164.1 1.06282
68178.6 1.15451
68185.8 1.24330
68193.0 1.39377
68200.2 1.67118
68207.5 2.24544
68211.1 2.78001
68214.7 3.65648
68218.3 5.17052
68221.9 7.84430
68225.7 12.2714
68229.5 15.2821
68233.4 12.5432
68237.2 8.35312
68241.6 5.33791
68245.9 3.74833
68250.3 2.86868
68254.7 2.34333
68259.1 2.00738
68263.5 1.78014
68272.2 1.50104
68281.0 1.34175
68289.7 1.24144
68307.3 1.12503
68324.8 1.06066
68342.3 1.02001
68377.3 0.970944
68447.4 0.920636
68517.5 0.891829
68657.6 0.855170
68797.7 0.830187
69078.0 0.795513
69358.3 0.771718
69638.6 0.755403
69778.7 0.750510
69918.8 0.749413
70059.0 0.756444
70129.0 0.766903
70199.1 0.788135
70269.2 0.834696
70304.2 0.880034
70339.3 0.959079
70374.3 1.11463
70391.8 1.25573
70409.3 1.48725
70426.8 1.90619
70435.6 2.25485
70444.4 2.77764
70453.1 3.60904
70461.9 5.02471
70470.6 7.63041
70479.4 12.6682
70487.0 19.7929
70494.6 24.6701
70502.2 19.9599
70509.8 12.7030
70517.3 8.09967
70524.7 5.50905
70532.2 4.00968
70539.7 3.09435
70554.6 2.10237
70569.5 1.61615
70584.4 1.34720
70599.4 1.18676
70629.2 1.02632
70659.1 0.985373
70674.0 1.00625
70688.9 1.07100
70703.9 1.22186
70711.3 1.36229
70718.8 1.58815
70726.3 1.97439
70733.7 2.69022
70737.4 3.28723
70741.2 4.16734
70744.9 5.49485
70748.6 7.49593
70754.0 11.6787
70759.3 14.5261
70764.7 11.8590
70770.1 7.77359
70774.1 5.64373
70778.1 4.25984
70782.2 3.35308
70786.2 2.74455
70794.3 2.01524
70802.3 1.61779
70810.4 1.37902
70818.5 1.22451
70834.6 1.04283
70850.7 0.943120
70866.9 0.881878
70899.2 0.812311
70931.4 0.774605
70963.7 0.751166
71028.2 0.723526
71157.3 0.696761
71286.4 0.682629
71544.6 0.665822
71673.7 0.661054
71738.2 0.667620
71770.5 0.709759
71778.6 0.753718
71786.7 0.869443
71790.7 1.01126
71794.7 1.33386
71796.7 1.67173
71798.8 2.30179
71800.8 3.64292
71801.8 4.88573
71802.8 6.78716
71804.1 10.5900
71805.5 13.1943
71806.9 10.7717
71808.2 7.04551
71809.8 4.39530
71811.3 3.01745
71812.9 2.26028
71814.4 1.81171
71817.5 1.33685
71820.6 1.10614
71826.7 0.898004
71832.9 0.809309
71845.2 0.735784
71857.5 0.706133
71906.8 0.671810
72005.4 0.658542
72202.6 0.651075
72399.8 0.648299
72596.9 0.648360
73385.6 0.690677
73780.0 0.766975
74174.3 0.947127
74371.5 1.12427
74568.7 1.42373
74667.3 1.65118
74765.8 1.95964
74864.4 2.38442
74913.7 2.65700
74963.0 2.98628
74999.1 3.28252
75017.1 3.46121
75035.2 3.67756
75053.2 3.96784
75062.2 4.16730
75071.2 4.43604
75080.3 4.83080
75089.3 5.47781
75098.3 6.68990
75102.8 7.73008
75107.3 9.28452
75120.5 16.8705
75123.8 17.2466
75127.1 16.0476
75133.7 11.9849
75140.4 8.98107
75147.2 7.34909
75154.0 6.46619
75160.7 5.96728
75167.5 5.67472
75174.2 5.50023
75187.8 5.33995
75201.3 5.30635
75214.8 5.33307
75241.8 5.46613
75295.9 5.81774
75350.0 6.15422
75412.0 6.51942
75474.0 7.02182
75535.9 8.02399
75597.9 10.1344
75662.2 13.8966
75726.5 16.3365
75738.0 16.1787
75767.3 14.9480
75796.5 13.0252
75855.0 9.24405
75941.0 5.79932
76026.9 4.05140
76112.9 3.08381
76198.8 2.49421
76370.7 1.84317
76542.6 1.52194
76886.5 1.30488
77058.4 1.32990
77101.4 1.35067
77144.3 1.38150
77187.3 1.44375
77198.1 1.48082
77208.8 1.55979
77214.2 1.64859
77219.5 1.85343
77222.2 2.08550
77224.9 2.58761
77226.3 3.10328
77227.6 4.05579
77228.9 6.08537
77229.6 7.99967
77230.3 11.0830
77231.1 16.6072
77231.9 20.3666
77232.8 16.5455
77233.6 10.6782
77234.5 6.54521
77235.5 4.47149
77237.4 2.76237
77239.3 2.13323
77241.1 1.84567
77244.9 1.60646
77248.7 1.51736
77263.8 1.44406
77294.1 1.45946
77354.6 1.52781
77475.7 1.70272
77717.8 2.25397
77959.9 3.22206
78202.0 4.87777
78912.0 13.7562
78942.2 13.9862
78972.4 14.1893
78987.5 14.2936
79002.6 14.4337
79010.2 14.5547
79017.7 14.7974
79021.5 15.0468
79025.3 15.5329
79027.2 15.9736
79029.1 16.6871
79030.9 17.9129
79032.8 20.0686
79034.7 23.4854
79036.6 25.8149
79038.5 23.5661
79040.4 20.1222
79042.7 17.6408
79044.9 16.3903
79047.1 15.7212
79049.3 15.3374
79053.8 14.9440
79058.2 14.7624
79067.1 14.6098
79076.0 14.5519
79111.6 14.4885
79147.2 14.4427
79182.7 14.3739
79325.0 13.9780
79467.3 13.9034
79538.4 14.2832
79556.2 14.4603
79574.0 14.7070
79582.9 14.8933
79591.7 15.2146
79596.2 15.5170
79600.6 16.0833
79602.9 16.5869
79605.1 17.3837
79607.3 18.7145
79609.5 20.9762
79612.1 25.0921
79614.7 27.8922
79620.0 22.2141
79622.0 20.3516
79625.4 18.5956
79628.7 17.7086
79632.1 17.2317
79635.4 16.9649
79642.1 16.7341
79648.8 16.6961
79662.2 16.8566
79675.6 17.1651
79729.1 19.1213
79929.0 28.6636
80128.8 17.2109
80197.8 13.8497
80266.8 11.5016
80404.8 8.64724
80542.8 7.04850
80680.9 6.03914
80956.9 4.83187
81232.9 4.13403
81508.9 3.69259
81785.0 3.41756
81923.0 3.33419
82061.0 3.29304
82130.0 3.29649
82164.5 3.30936
82199.0 3.33626
82233.5 3.39214
82250.8 3.44328
82268.0 3.52770
82285.3 3.68288
82293.9 3.81531
82302.5 4.02006
82311.1 4.36163
82319.8 4.98799
82324.1 5.51275
82328.4 6.29112
82332.7 7.48233
82337.0 9.31448
82342.7 12.8884
82348.5 15.3505
82354.2 12.9847
82359.9 9.31606
82365.8 6.92222
82371.7 5.61061
82377.5 4.86801
82383.4 4.42297
82389.2 4.13953
82395.1 3.95077
82406.8 3.72587
82418.5 3.60550
82430.2 3.53632
82453.6 3.47048
82477.0 3.44953
82500.5 3.44962
82547.3 3.48191
82594.1 3.54025
82641.0 3.61908
82734.6 3.84049
82828.3 4.16971
82922.0 4.65509
82968.8 4.97942
82992.3 5.16732
83015.7 5.37489
83039.1 5.60561
83062.5 5.87148
83074.2 6.03719
83085.9 6.28807
83091.8 6.52227
83097.6 7.01068
83100.6 7.51439
83103.5 8.46126
83105.0 9.27454
83106.4 10.4894
83107.9 12.3583
83109.3 15.2276
83111.5 21.5646
83112.6 24.5654
83113.7 25.8775
83118.0 17.1867
83119.5 14.5477
83121.0 12.7338
83122.6 11.4881
83124.1 10.6200
83127.1 9.53183
83130.1 8.91888
83136.2 8.31759
83142.3 8.07456
83148.3 7.98305
83154.4 7.96882
83166.5 8.05838
83178.6 8.23181
83190.8 8.45389
83215.0 8.99805
83263.5 10.4069
83312.0 12.2399
83430.3 18.3263
83489.5 21.2409
83519.0 22.1636
83533.8 22.4258
83548.6 22.5505
83569.4 22.6031
83574.7 22.6957
83579.9 23.0184
83582.5 23.4397
83585.1 24.3648
83586.4 25.2697
83587.7 26.7959
83589.0 29.5518
83590.3 34.7246
83591.5 42.5288
83592.7 47.8490
83594.0 42.8093
83595.2 34.9669
83595.9 31.5512
83596.7 29.1400
83598.1 26.2118
83599.6 24.6288
83601.1 23.7012
83604.1 22.6892
83607.1 22.1514
83613.0 21.5438
83618.9 21.1409
83642.7 19.8473
83666.4 18.5450
83690.2 17.2062
83737.7 14.6121
83785.2 12.3393
83859.0 9.59548
83932.7 7.66683
84080.2 5.35482
84227.7 4.12896
84375.3 3.41351
84670.3 2.65174
84965.3 2.26566
85260.3 2.03414
85555.3 1.87825
85702.8 1.81720
85850.4 1.76390
85997.9 1.71712
86071.6 1.70145
86108.5 1.72220
86126.9 1.82294
86136.2 2.06622
86140.8 2.43533
86143.1 2.79919
86145.4 3.39291
86148.2 4.50240
86151.1 5.26579
86153.9 4.59317
86156.7 3.54867
86161.1 2.62291
86165.5 2.22459
86174.3 1.92516
86183.1 1.81796
86191.9 1.76680
86227.0 1.69578
86297.3 1.65602
86437.8 1.61580
86578.3 1.58434
86718.8 1.55642
87280.9 1.46502
87843.0 1.39458
88124.0 1.36386
88264.5 1.34720
88334.8 1.33715
88369.9 1.34076
88387.5 1.39934
88396.2 1.63254
88400.6 2.23183
88402.8 3.22975
88403.9 4.29983
88405.0 6.17388
88406.2 9.35384
88407.4 11.5392
88408.6 9.65298
88409.8 6.69495
88410.8 4.94546
88411.8 3.87243
88413.9 2.76004
88418.0 1.98088
88422.2 1.71611
88426.3 1.59412
88434.5 1.48574
88442.8 1.43867
88475.8 1.37895
88541.9 1.35244
88674.1 1.33521
88938.5 1.31957
89202.8 1.31633
89467.2 1.33176
89731.5 1.38772
89863.7 1.44890
89995.9 1.55714
90128.1 1.76141
90194.2 1.93359
90260.3 2.19181
90326.3 2.59773
90392.4 3.27329
90458.5 4.46940
90524.6 6.66130
90587.3 9.96209
90650.0 12.2452
90712.7 10.0138
90775.4 6.53290
90810.7 5.11458
90845.9 4.08635
90863.5 3.68924
90881.1 3.36750
90890.0 3.25008
90898.8 3.21431
90903.2 3.28956
90907.6 3.57564
90909.8 3.93791
90912.0 4.69227
90914.2 6.48384
90915.3 8.30654
90916.4 11.3694
90917.7 16.9105
90919.0 20.7341
90920.3 17.3474
90921.6 12.1338
90922.4 9.80884
90923.2 8.14172
90924.8 6.11805
90926.5 5.01997
90928.1 4.36793
90931.3 3.66192
90934.5 3.29825
90940.9 2.92698
90947.4 2.72725
90960.3 2.48690
90973.1 2.32312
90998.9 2.07906
91024.7 1.88919
91076.2 1.59492
91127.7 1.36649
91179.2 1.17505
91230.8 1.01212
91256.5 0.952979
91282.3 0.952371
91295.2 1.02515
91308.0 1.27014
91314.5 1.57579
91320.9 2.22979
91324.1 2.85071
91327.4 3.88533
91330.6 5.70980
91333.8 9.01628
91337.0 14.3099
91340.3 17.9644
91343.5 14.7272
91346.8 9.68999
91348.9 7.36669
91351.0 5.75637
91355.2 3.85102
91359.4 2.87222
91363.6 2.33124
91367.7 2.02034
91371.9 1.84492
91380.3 1.74057
91388.7 1.87075
91397.1 2.22911
91405.4 2.88056
91413.8 3.93952
91446.4 11.4808
91462.7 11.2478
91479.0 8.80672
91495.2 6.79357
91511.4 5.45661
91527.6 4.57268
91543.8 3.96561
91576.2 3.20660
91608.6 2.76049
91673.4 2.26613
91738.2 1.99926
91867.8 1.71561
91997.4 1.56437
92256.6 1.40179
92515.8 1.31264
92775.0 1.25435
93034.2 1.21288
93163.8 1.19780
93293.4 1.19133
93358.2 1.19874
93423.0 1.23537
93455.4 1.29098
93471.6 1.34510
93487.8 1.43775
93504.0 1.61153
93512.1 1.75941
93520.2 1.98448
93528.3 2.34609
93536.4 2.96658
93544.5 4.11125
93552.6 6.31672
93560.0 9.57464
93567.3 11.8215
93574.7 9.79966
93582.0 6.65656
93587.0 5.13787
93592.0 4.10399
93597.1 3.40145
93602.1 2.91374
93612.1 2.31054
93622.2 1.97092
93632.2 1.76245
93642.2 1.62556
93662.3 1.46238
93682.4 1.37181
93702.5 1.31584
93742.6 1.25184
93782.8 1.21683
93822.9 1.19474
93903.2 1.16775
94063.8 1.13877
94224.4 1.12080
94385.0 1.10720
94545.6 1.09663
94706.2 1.09294
94786.5 1.11227
94806.6 1.13388
94826.7 1.19126
94836.7 1.26294
94846.7 1.43411
94851.8 1.62525
94856.8 2.01880
94859.3 2.38910
94861.8 3.00984
94864.3 4.12603
94866.8 6.20859
94869.1 9.28363
94871.4 11.4180
94873.7 9.41304
94876.0 6.27891
94877.8 4.59776
94879.6 3.53410
94883.2 2.41572
94886.9 1.89800
94890.5 1.62576
94897.7 1.36592
94904.9 1.25170
94919.4 1.15662
94933.8 1.11908
94962.7 1.08957
94991.6 1.07789
95107.3 1.06205
95338.5 1.04860
95569.8 1.03844
95801.0 1.03047
96032.3 1.02624
96147.9 1.02712
96263.6 1.03262
96379.2 1.04910
96437.0 1.06709
96494.8 1.10023
96552.6 1.16831
96581.6 1.23155
96610.5 1.33666
96639.4 1.52830
96653.8 1.68783
96668.3 1.92638
96682.7 2.30204
96697.2 2.92949
96711.6 4.04740
96726.1 6.10947
96740.0 9.28621
96753.9 11.4807
96767.9 9.49422
96781.8 6.39778
96793.8 4.60398
96805.8 3.50388
96817.7 2.82153
96829.7 2.38109
96853.6 1.87702
96877.6 1.61607
96901.5 1.46686
96925.4 1.37644
96973.3 1.28801
97021.2 1.27544
97045.1 1.29802
97069.1 1.35187
97093.0 1.46633
97105.0 1.56887
97116.9 1.73060
97128.9 2.00417
97140.9 2.51399
97146.9 2.94690
97152.8 3.59964
97158.8 4.62123
97164.8 6.23833
97179.3 11.1910
97186.6 9.16469
97193.9 5.98076
97199.4 4.35117
97204.8 3.31734
97210.3 2.65943
97215.7 2.22841
97226.7 1.73096
97237.6 1.47282
97248.5 1.32467
97259.4 1.23313
97281.3 1.13184
97325.0 1.05202
97368.7 1.02288
97456.0 1.00294
97543.4 0.998082
97718.2 1.00373
97892.9 1.02643
98067.7 1.07991
98155.0 1.13075
98242.4 1.21512
98329.8 1.36813
98417.2 1.69031
98460.8 2.00861
98504.5 2.58914
98526.4 3.07970
98548.2 3.82628
98570.1 5.01944
98591.9 6.97317
98640.9 12.7451
98689.9 8.69738
98709.4 7.76000
98728.8 7.79217
98748.3 8.74811
98767.7 10.7239
98825.4 18.8373
98854.3 15.3751
98883.1 10.0924
98918.0 6.15427
98952.9 4.16266
98987.8 3.09393
99022.7 2.46870
99092.5 1.81072
99162.3 1.49032
99232.1 1.30986
99301.9 1.19762
99441.5 1.06985
99581.1 1.00176
99720.7 0.961068
99999.9 0.918081
100000 0.917812
100000 0.917801
100000 0.917770
100001 0.917749
100001 0.917708
100002 0.917625
100003 0.917459
100007 0.917119
100013 0.916454
100026 0.915127
100053 0.912507
100105 0.907108
100210 0.891136
100262 0.874677
100314 0.842929
100367 0.796332
100380 0.810233
100393 0.917593
100399 1.09243
100406 1.51161
100409 1.94223
100412 2.65530
100416 3.96862
100419 6.30297
100426 16.7890
100428 17.5261
