K-39(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
249540 4.88679
249583 3.60383
249626 1.83234
249648 1.26869
249669 1.07677
249685 1.15012
249717 1.66092
249749 2.39953
249812 3.86599
249876 4.83478
249939 5.15979
250066 4.51853
250193 3.49112
250301 2.81284
250408 2.33429
250516 2.00217
250623 1.76908
250839 1.47977
251054 1.32148
251269 1.23545
251376 1.21325
251484 1.20676
251592 1.22440
251699 1.29493
251753 1.37923
251807 1.54905
251834 1.70285
251860 1.95088
251887 2.37678
251914 3.13551
251963 5.02041
251976 4.80070
251988 4.19321
252012 2.84874
252038 1.99220
252063 1.55233
252088 1.31960
252114 1.18787
252164 1.05743
252215 0.999629
252316 0.952293
252417 0.933265
252619 0.915355
252822 0.904434
253631 0.874020
254441 0.850741
255250 0.829600
256869 0.776952
257678 0.722603
258083 0.661898
258184 0.634510
258285 0.592709
258386 0.507954
258437 0.407641
258462 0.336897
258475 0.418177
258481 0.744059
258484 1.21159
258487 2.19963
258494 6.52904
258497 6.49568
258501 4.98679
258505 3.42759
258509 2.54883
258518 1.73039
258527 1.37320
258536 1.18026
258553 0.979943
258571 0.876726
258606 0.767879
258641 0.706336
258782 0.558057
258923 0.399284
258993 0.344124
259011 0.384496
259029 0.524215
259046 0.939962
259055 1.39317
259064 2.16949
259077 4.25033
259090 6.60020
259097 6.93163
259103 6.56988
259117 5.07242
259129 3.84587
259142 3.03075
259155 2.48665
259167 2.11585
259193 1.64841
259218 1.36899
259268 1.03917
259319 0.825862
259420 0.466161
259446 0.386224
259471 0.358875
259484 0.409164
259496 0.567148
259509 0.953641
259521 1.80830
259530 2.77671
259538 4.08614
259546 5.51840
259554 6.58073
259570 6.61865
259586 5.39494
259601 4.42528
259615 3.72997
259630 3.23365
259644 2.87661
259673 2.40364
259702 2.11213
259731 1.91541
259760 1.77476
259817 1.58786
259875 1.46914
259933 1.38742
260048 1.28253
260279 1.17900
260510 1.13891
260741 1.14132
260857 1.16272
260972 1.20696
261088 1.29281
261203 1.46695
261261 1.62201
261319 1.86371
261376 2.25605
261434 2.90269
261566 4.83668
261632 4.08120
261698 2.86151
261749 2.21990
261800 1.81426
261851 1.55687
261902 1.38806
262003 1.19153
262105 1.08696
262207 1.02418
262309 0.982586
262512 0.928473
262716 0.887479
262919 0.839353
263021 0.802077
263123 0.738728
263174 0.684230
263225 0.594591
263276 0.436728
263301 0.392438
263314 0.601345
263320 0.998161
263326 1.93453
263333 4.02805
263340 6.38586
263347 6.41234
263353 5.13452
263359 4.17745
263365 3.49966
263376 2.67300
263387 2.21921
263398 1.94243
263421 1.62959
263443 1.46047
263488 1.28437
263533 1.19422
263622 1.10273
263712 1.05637
263891 1.00908
264070 0.984778
264429 0.959674
264787 0.946666
265505 0.929137
265684 0.921112
265863 0.903662
265953 0.884814
266042 0.846113
266087 0.808356
266132 0.739251
266177 0.588454
266199 0.471723
266210 0.548705
266216 0.874557
266222 2.03217
266230 6.46444
266234 6.50562
266238 5.22005
266244 3.78521
266250 2.96144
266262 2.18373
266273 1.83197
266285 1.64071
266309 1.44041
266332 1.33965
266379 1.24276
266426 1.20012
266520 1.17398
266614 1.18796
266708 1.23936
266802 1.35872
266849 1.47500
266896 1.67802
266919 1.84230
266943 2.08211
266966 2.44655
266989 3.01015
267042 4.64142
267055 4.42343
267068 3.79916
267094 2.39989
267110 1.84839
267125 1.49164
267156 1.12000
267187 0.961258
267218 0.889223
267280 0.838836
267342 0.829574
267590 0.848799
267837 0.866941
268085 0.878777
268580 0.893266
269075 0.902488
270066 0.914791
270561 0.919075
270808 0.931309
270870 0.946270
270932 0.987723
270963 1.03783
270994 1.14389
271025 1.41050
271041 1.70218
271056 2.23466
271089 4.48365
271097 4.67646
271105 4.40997
271121 3.31776
271135 2.56268
271149 2.08117
271163 1.77947
271177 1.58503
271205 1.35944
271232 1.24006
271288 1.12368
271343 1.07039
271454 1.02364
271565 1.00439
271787 0.990449
272008 0.988103
272452 1.00054
272673 1.03088
272729 1.05327
272784 1.10250
272812 1.15578
272840 1.26665
272867 1.57018
272881 1.96831
272895 2.87448
272913 4.64642
272917 4.44862
272922 3.91918
272931 2.74941
272943 1.81668
272955 1.42146
272979 1.14103
273028 1.01745
273126 0.985340
273321 0.986223
273712 0.998609
274492 1.02408
276054 1.09006
276835 1.13916
277616 1.21741
278007 1.28512
278397 1.40642
278592 1.51294
278788 1.68552
278983 1.98978
279178 2.56700
279558 4.83770
279653 5.04772
279748 4.81658
279938 3.79804
280087 3.13215
280236 2.69327
280386 2.41462
280535 2.23676
280833 2.04856
281131 1.97769
281430 1.97035
281728 2.01191
281877 2.05721
282026 2.13950
282101 2.21487
282175 2.35343
282213 2.47807
282250 2.68778
282287 3.08491
282306 3.42346
282325 3.92115
282375 5.60957
282388 5.42348
282401 4.89219
282426 3.70989
282452 2.96033
282478 2.58032
282504 2.38412
282530 2.27783
282582 2.18253
282635 2.15200
282739 2.15234
282843 2.17923
283072 2.26437
283300 2.36585
284190 2.86709
285080 3.33883
285725 3.41766
286370 3.37259
286860 3.38944
287607 3.56836
288354 3.90197
289100 4.38430
289474 4.76866
289847 5.48337
290160 6.63274
290441 7.80417
290728 7.88155
290800 7.75689
290871 7.68289
290907 7.71833
290943 7.88234
290961 8.06250
290979 8.36696
290997 8.88549
291015 9.76585
291035 11.3254
291053 12.3030
291063 11.9647
291073 11.0621
291092 9.05107
291115 7.65498
291137 6.97192
291159 6.60392
291182 6.38041
291226 6.11015
291271 5.93474
291360 5.67732
291449 5.46997
291628 5.12527
291807 4.83850
292164 4.37074
292521 3.99122
293236 3.40227
293950 3.01959
294674 2.94500
295035 3.15961
295397 3.76392
295964 5.27502
296247 4.56345
296530 3.48653
296771 3.07067
297134 3.12465
297496 2.29962
297809 1.82942
298122 1.59944
298748 1.38433
299374 1.28777
300000 1.23548
300245 1.20619
300368 1.16927
300430 1.13675
300460 1.15791
300476 1.29357
300483 1.52475
300491 2.10355
300503 4.30172
300509 4.32008
300516 3.51825
300524 2.65670
300533 2.19357
300550 1.77932
300584 1.51333
300617 1.41947
300651 1.37169
300787 1.28580
300923 1.19490
300991 1.08505
301024 1.02069
301041 1.13634
301050 1.45937
301058 2.46583
301065 4.26009
301071 6.33920
301078 6.42140
301084 5.25061
301094 3.81968
301104 3.06742
301114 2.64463
301123 2.38927
301143 2.10177
301163 1.95105
301202 1.80314
301241 1.73883
301399 1.73755
301556 2.01701
301634 2.37896
301713 3.08469
301793 4.26693
301872 5.09407
302032 3.67274
302155 2.87537
302278 2.52843
302524 2.31688
303016 2.43640
304000 3.44945
304905 5.14357
305810 6.41516
306494 5.94094
306835 5.48563
307177 5.36370
307389 5.64212
307601 4.86012
307610 4.82767
307646 4.70887
307683 4.60841
307755 4.45173
307900 4.25784
308190 4.11728
309085 4.60805
309980 5.01693
311780 3.27211
312648 2.63339
313516 2.24225
314384 2.05507
315252 2.14950
316249 2.55275
317246 1.91008
317476 1.77321
317706 1.66373
317936 1.58722
318051 1.60224
318080 1.64194
318109 1.74678
318123 1.86513
318138 2.09984
318152 2.63534
318159 3.16803
318166 4.03225
318175 5.61206
318183 6.75486
318192 5.78707
318200 4.20513
318211 2.97918
318222 2.38246
318243 1.89471
318265 1.70974
318286 1.61955
318329 1.53387
318372 1.49184
318544 1.41573
318888 1.33547
319233 1.27590
319577 1.22598
320265 1.13902
320609 1.09187
320781 1.06748
320867 1.08277
320910 1.15151
320932 1.24452
320953 1.42782
320979 1.81753
321006 2.08707
321059 1.69170
321100 1.45562
321142 1.33703
321225 1.22877
321308 1.17898
321391 1.14961
321558 1.11400
321724 1.09088
322056 1.05815
322389 1.03291
323719 0.956507
326380 0.836458
327710 0.774456
329040 0.699564
329706 0.654026
330371 0.605282
330703 0.586395
331036 0.589500
331202 0.616494
331369 0.691672
331452 0.769246
331535 0.902460
331618 1.14413
331701 1.60909
331858 3.47655
331897 3.68873
331936 3.50583
332014 2.60603
332064 2.13406
332114 1.83022
332214 1.59030
332313 1.66930
332413 1.99895
332516 2.60853
332618 3.49300
332823 5.35121
333028 5.41997
333232 4.31935
333377 3.58362
333522 3.00076
333594 2.76766
333666 2.60440
333703 2.59210
333739 2.71728
333757 2.89751
333775 3.23968
333793 3.87397
333811 5.00106
333836 7.59734
333849 8.83803
333861 9.36177
333912 6.47153
333935 5.31840
333959 4.56567
333982 4.06124
334006 3.70700
334053 3.24745
334100 2.96196
334194 2.62018
334288 2.41948
334382 2.29559
334476 2.24794
334523 2.27794
334570 2.40235
334593 2.54639
334617 2.81325
334640 3.33719
334664 4.40420
334683 5.91055
334703 7.00198
334722 6.06657
334742 4.52719
334762 3.51048
334781 2.93325
334801 2.59515
334821 2.38483
334860 2.14545
334899 2.01658
334978 1.87957
335057 1.80336
335214 1.71100
335371 1.65124
335686 1.57651
336000 1.54262
336315 1.55071
336629 1.62221
336944 1.81767
337258 2.29224
337794 4.16736
337928 4.36086
338062 4.19226
338329 3.37109
338547 2.79128
338765 2.40055
338983 2.14547
339202 1.97644
339638 1.78472
340074 1.70182
340510 1.69039
340947 1.75879
341165 1.84359
341383 1.99560
341601 2.28636
341710 2.53495
341819 2.90451
341945 3.52542
342071 4.03905
342134 3.86978
342198 3.30541
342324 2.00975
342392 1.59446
342460 1.35690
342527 1.23723
342595 1.19891
342663 1.23460
342731 1.38281
342765 1.54206
342799 1.82205
342833 2.34421
342866 3.35810
342897 4.86372
342927 5.95404
342958 5.06449
342988 3.59816
343014 2.73682
343041 2.20787
343067 1.88024
343093 1.67004
343145 1.42997
343198 1.30750
343302 1.19743
343407 1.15624
343616 1.13863
343826 1.15268
344035 1.18523
344244 1.24310
344349 1.28930
344454 1.35619
344558 1.45695
344663 1.61121
344928 2.11086
345061 1.92993
345193 1.62396
345306 1.45118
345419 1.34974
345531 1.29040
345644 1.25486
345869 1.21979
346095 1.20719
346546 1.20701
346996 1.21978
347898 1.26100
348800 1.31782
349701 1.39591
350603 1.51647
351054 1.61202
351504 1.76086
351955 2.02561
352406 2.56317
353178 4.54787
353564 4.67607
353950 4.01926
354310 3.50431
354670 3.20234
355390 2.97796
356453 3.01937
356985 3.06124
357118 3.05211
357251 3.01926
357383 2.95731
357450 3.00210
357483 3.22205
357500 3.51622
357516 4.09237
357538 5.59918
357560 7.41939
357583 7.58333
357605 6.64821
357620 6.03908
357635 5.56612
357665 4.94404
357696 4.58111
357726 4.35404
357787 4.09710
357848 3.96313
357969 3.83839
358091 3.79045
358577 3.78978
359550 3.85483
361478 3.20718
362442 2.57503
363406 2.14108
363710 2.12982
364093 2.09929
364780 1.36886
364872 1.44722
364963 1.72923
365170 3.41817
365273 3.44301
365376 2.75486
365482 2.16336
365589 1.83650
365695 1.81092
365748 2.12433
365775 2.59222
365801 3.62971
365823 5.09614
365844 6.15928
365887 4.04408
365917 2.91117
365948 2.40053
366009 2.04185
366086 1.99322
366162 2.12795
366239 2.49899
366277 2.99662
366296 3.50865
366315 4.42186
366353 6.89995
366372 6.08107
366390 4.70826
366416 3.57592
366442 3.05661
366467 2.79110
366518 2.53667
366620 2.32403
366824 2.15418
366907 2.14687
366990 2.21029
367036 2.38176
367059 2.65671
367070 2.94773
367082 3.45277
367094 4.32055
367107 4.94885
367119 4.46571
367131 3.66753
367145 3.10217
367158 2.79824
367185 2.52826
367239 2.38829
367346 2.39844
367561 2.59487
367991 3.10741
368850 3.67033
369230 3.56602
369420 3.45077
369515 3.38975
369562 3.39468
369586 3.51328
369598 3.81493
369604 4.26107
369610 5.38865
369617 7.72978
369621 6.94347
369625 5.64250
369633 4.20435
369642 3.74510
369659 3.45909
369693 3.31098
369761 3.20710
369896 3.06713
370167 2.80087
370710 2.27607
371146 1.91160
371363 1.79817
371581 1.83247
371733 2.00424
371885 2.09158
372188 1.47990
372289 1.37244
372340 1.48136
372365 1.72437
372377 1.98134
372390 2.41267
372405 3.23701
372421 3.83227
372436 3.33297
372452 2.51730
372464 2.06322
372476 1.76733
372500 1.44142
372549 1.18486
372646 1.03993
372841 1.07280
372983 1.26209
373125 1.58909
373409 2.51848
373692 3.29137
373976 3.54244
374260 3.43911
374544 3.21032
375112 2.74329
375657 2.39325
376203 2.12864
377294 1.76082
378384 1.51599
379475 1.33993
380566 1.20868
381657 1.11760
382202 1.09523
382747 1.10957
383020 1.14813
383293 1.23542
383565 1.43537
383702 1.62819
383838 1.94534
383997 2.57730
384155 3.42531
384234 3.62037
384314 3.41760
384472 2.35382
384633 1.57168
384794 1.21822
384955 1.11383
385036 1.14140
385116 1.23650
385181 1.35759
385214 1.42931
385230 1.55000
385238 1.76428
385246 2.37199
385253 3.43009
385260 4.17139
385273 3.25522
385279 2.90809
385299 2.32995
385320 2.09558
385360 1.82313
385441 1.47139
385534 1.29297
385626 1.26697
385811 1.46948
386378 3.29058
386662 3.37426
386945 2.80554
387262 2.22221
387579 1.84113
387737 1.71406
387895 1.63374
387975 1.62331
388054 1.65999
388093 1.71857
388133 1.84011
388173 2.10710
388192 2.35660
388212 2.74357
388262 4.03778
388288 3.54660
388313 2.70901
388333 2.24818
388354 1.97648
388395 1.72766
388437 1.65998
388478 1.68661
388519 1.79792
388560 2.02801
388602 2.46788
388643 3.29559
388724 5.62087
388765 4.86733
388805 3.60150
388858 2.64065
388911 2.26360
388963 2.20274
389016 2.36107
389124 3.20358
389232 3.81212
389447 2.71764
389550 2.26286
389653 1.93710
389756 1.64994
389807 1.48303
389833 1.47933
389846 1.77215
389852 2.29016
389859 3.54205
389865 5.83478
389871 7.40727
389883 5.16535
389894 3.68719
389905 3.00622
389927 2.41771
389949 2.16247
389971 2.01920
390015 1.85692
390058 1.76232
390146 1.64860
390233 1.58056
390321 1.54025
390408 1.52933
390495 1.57499
390539 1.64903
390583 1.80217
390655 2.17868
390691 1.99305
390728 1.67751
390771 1.45520
390814 1.35048
390899 1.26396
391071 1.20149
391415 1.13986
391759 1.09739
392103 1.06540
392446 1.04251
392790 1.03131
392962 1.03387
393134 1.05073
393220 1.07331
393306 1.12446
393349 1.17821
393392 1.28278
393435 1.53288
393456 1.80748
393478 2.31954
393514 3.56172
393523 3.44091
393532 3.06481
393550 2.20942
393566 1.70930
393583 1.42956
393615 1.17527
393680 1.03457
393810 0.995906
394070 1.02438
394330 1.10548
394460 1.17825
394590 1.28605
394967 1.68379
395061 1.63838
395156 1.50763
395344 1.20805
395549 1.00248
395753 0.894049
395958 0.832228
396163 0.792568
396367 0.765313
396572 0.752659
396674 0.761518
396777 0.805996
396828 0.864099
396879 0.981388
396930 1.23227
396981 1.78212
397027 2.66446
397050 3.09483
397074 3.29486
397166 2.22569
397210 1.78308
397255 1.50684
397299 1.33058
397343 1.21264
397432 1.06937
397520 0.987864
397697 0.900020
397875 0.853583
398229 0.804052
398583 0.776919
399292 0.748642
400000 0.746319
400244 0.756909
400488 0.783919
400609 0.811461
400731 0.860499
400853 0.957630
400914 1.04376
400975 1.17742
401016 1.31063
401057 1.50645
401098 1.88513
401119 2.34523
401129 2.78381
401139 3.50499
401147 4.34593
401155 5.28288
401163 5.79014
401175 5.05929
401188 3.83785
401204 2.78881
401221 2.25582
401254 1.75017
401287 1.48928
401320 1.31909
401380 1.12402
401440 1.01046
401560 0.899016
401681 0.855799
401801 0.841692
402041 0.854413
402282 0.901462
402762 1.11006
403243 1.61142
403658 2.51906
404073 3.74166
404491 4.33749
404903 4.54375
405214 4.74981
405370 4.77640
405525 4.65620
405594 4.51949
405628 4.50933
405645 4.77879
405654 5.27433
405662 6.46997
405670 8.72591
405675 9.81585
405679 10.2834
405695 8.11519
405709 6.78550
405722 6.12308
405749 5.51996
405776 5.24229
405803 5.07655
405911 4.72805
406127 4.32371
406559 3.77246
407120 3.44026
409250 3.85136
410315 3.23392
411380 2.34467
412682 1.64790
413985 1.27240
415287 1.05088
416590 0.904757
417892 0.803342
419194 0.751193
419846 0.764606
420497 0.844347
421148 1.08042
421474 1.31949
421799 1.70072
422420 3.02650
423041 4.79951
423781 5.67313
424283 6.11975
424503 6.10284
424864 5.32351
425044 4.81317
425224 4.44295
425329 4.39969
425434 4.64442
425529 5.21726
425623 5.58901
425650 5.50897
425731 4.87880
425812 4.16649
425894 3.62798
425976 3.27547
426057 3.11841
426139 3.26347
426266 4.33832
426329 4.88464
426392 5.05979
426518 4.69619
426644 4.20945
426838 3.68241
427032 3.34847
427420 2.94949
428196 2.55556
428971 2.35752
429747 2.24352
430102 2.21187
430456 2.19815
430545 2.15956
430589 2.03417
430633 1.60328
430655 1.40153
430677 1.43484
430722 1.69991
430766 1.85096
430810 1.92499
430899 1.98849
430987 2.01202
431164 2.02351
431523 2.00704
431882 1.97299
432240 1.93799
432330 1.94399
432420 1.98560
432465 2.04119
432509 2.14930
432554 2.36071
432599 2.76564
432660 3.72203
432687 4.12035
432714 4.29875
432772 3.96774
432830 3.43162
432880 3.09204
432931 2.86554
432982 2.71209
433032 2.60530
433133 2.47185
433235 2.39740
433437 2.33340
433640 2.33254
434045 2.48519
434450 2.95680
434790 3.70618
435129 4.23749
435808 3.14418
436049 2.78128
436291 2.51785
436774 2.17800
437256 1.96835
437739 1.82007
438705 1.60410
439187 1.51450
439670 1.43155
439956 1.38865
440242 1.36564
440385 1.37868
440528 1.43965
440671 1.62525
440814 2.13891
440935 2.99839
440996 3.41648
441056 3.60416
441298 2.70184
441395 2.37090
441492 2.13869
441590 1.97365
441687 1.85252
441881 1.68767
442075 1.58094
442270 1.50818
442464 1.46884
442561 1.47381
442658 1.52347
442707 1.58624
442756 1.70217
442804 1.91743
442853 2.31113
442911 3.08580
442940 3.46713
442969 3.64611
443085 2.67630
443137 2.28521
443190 2.03416
443243 1.86903
443296 1.75570
443402 1.61236
443507 1.52570
443719 1.42309
443930 1.36011
444353 1.27669
444776 1.21458
445199 1.15839
445621 1.09697
445833 1.05731
446044 0.999790
446150 0.955278
446256 0.886314
446361 0.767690
446414 0.718283
446440 0.815573
446454 1.01457
446467 1.49337
446482 2.66870
446496 4.16981
446511 4.39956
446526 3.70858
446547 2.85593
446567 2.35337
446608 1.85847
446649 1.63018
446690 1.50214
446771 1.36344
446853 1.28920
447017 1.20852
447180 1.16270
447507 1.10666
447834 1.06881
449142 0.965371
450450 0.882010
451104 0.837919
451431 0.810061
451594 0.808198
451676 0.845008
451758 1.00811
451825 1.34774
451859 1.51531
451893 1.58813
451961 1.50583
452029 1.37530
452156 1.24044
452284 1.19872
452540 1.24343
452795 1.42280
453051 1.78571
453373 2.55792
453534 2.93838
453695 3.11529
454340 2.18271
454485 1.98089
454630 1.82496
454775 1.73809
454847 1.80093
454884 1.98050
454902 2.19703
454920 2.60542
454938 3.28454
454956 3.78841
454975 3.40601
454993 2.75441
455015 2.24583
455037 1.97747
455081 1.73347
455169 1.56402
455257 1.49245
455346 1.44929
455522 1.39984
455698 1.38092
456051 1.42263
456404 1.59792
456848 2.09251
457070 2.40811
457181 2.52063
457237 2.56143
457292 2.69670
457320 3.04598
457334 3.50417
457348 4.39535
457366 6.47146
457375 7.49217
457385 7.94756
457421 6.14317
457445 5.18487
457469 4.64328
457492 4.31760
457516 4.10545
457563 3.84649
457611 3.68831
457800 3.30179
458179 2.67311
458468 2.28737
458757 2.00621
458902 1.90632
459046 1.84872
459118 1.85467
459191 1.92440
459227 2.01622
459263 2.19508
459299 2.56204
459317 2.88266
459335 3.34863
459364 4.44857
459393 5.27692
459422 4.63186
459451 3.51813
459472 2.93910
459493 2.55229
459535 2.11238
459576 1.88785
459618 1.75762
459702 1.61324
459786 1.53215
459953 1.43433
460120 1.36927
460455 1.27601
460789 1.20651
461459 1.10329
462128 1.02615
463467 0.898303
463801 0.860564
464136 0.810682
464471 0.744352
464554 0.736706
464638 0.761771
464722 0.911181
464763 1.12704
464805 1.57728
464855 2.66449
464904 4.07827
464954 4.30724
465003 3.57569
465040 3.04629
465076 2.64364
465113 2.34962
465149 2.13429
465222 1.84943
465295 1.67646
465368 1.56397
465441 1.48708
465586 1.39364
465732 1.34506
465878 1.32207
466170 1.32358
466753 1.46576
467336 1.82220
467959 2.48770
468582 2.97326
469119 2.66225
469388 2.35622
469522 2.22084
469589 2.22839
469623 2.32524
469656 2.61440
469716 4.01461
469746 4.11964
469776 3.62454
469802 3.21637
469828 2.92323
469889 2.52921
469949 2.32177
470070 2.09426
470312 1.86207
470795 1.66306
471279 1.68326
471762 1.97869
472268 2.65128
472773 3.13286
473784 2.15662
474246 1.76352
474707 1.49847
475169 1.31401
475630 1.17801
476091 1.07092
476553 0.980852
476784 0.941444
477014 0.913846
477130 0.916229
477245 0.956530
477303 1.01283
477361 1.12499
477418 1.35378
477476 1.83379
477534 2.81151
477592 4.12146
477621 4.43683
477650 4.32264
477708 3.45150
477747 2.89293
477786 2.47158
477825 2.16618
477864 1.94422
477941 1.65303
478019 1.47749
478096 1.36244
478174 1.28227
478329 1.17855
478639 1.07190
478949 1.01904
479570 0.976273
480190 0.979537
481725 1.12995
482493 1.26354
483260 1.46791
483942 1.88643
484513 2.65318
484798 3.16981
484941 3.37924
485012 3.40792
485048 3.41403
485066 3.58238
485075 3.95327
485084 5.02618
485091 6.96171
485099 8.35972
485114 6.72282
485127 5.69181
485139 5.18112
485164 4.74180
485213 4.49406
485263 4.44726
485312 4.45343
485439 4.52164
485567 4.57660
485821 4.56045
486330 4.13628
486683 3.74045
487351 3.08682
488020 2.64062
488688 2.39098
489022 2.31795
489189 2.25678
489272 2.26516
489314 2.48286
489335 2.87565
489356 3.81895
489378 5.80032
489390 6.77784
489401 7.22302
489423 6.62284
489445 5.63028
489446 5.61084
489447 5.54227
489449 5.47955
489452 5.35998
489459 5.14348
489473 4.79069
489500 4.31890
489527 4.03686
489554 3.86056
489609 3.67350
489663 3.59848
489881 3.67199
490316 3.94622
491187 2.82630
491507 2.48216
491827 2.27882
492147 2.25803
492467 2.60278
492712 3.26708
492956 3.75015
493446 2.93667
493493 2.86778
493607 2.73984
493720 2.66294
493948 2.61997
494402 2.56640
494857 2.32040
495311 2.08581
495897 1.87295
496483 1.72884
497656 1.55301
498242 1.50676
498828 1.49773
499414 1.56337
499707 1.65493
500000 1.82169
500059 1.86822
500277 2.08924
500495 2.39792
500930 3.12897
501148 3.30481
501366 3.23375
501801 2.71190
501941 2.54036
502080 2.39051
502220 2.29607
502290 2.35619
502324 2.51908
502359 2.97802
502384 3.63118
502410 4.11628
502460 3.24480
502491 2.79294
502522 2.54117
502585 2.28973
502647 2.16277
502709 2.08157
502834 1.97349
502958 1.89767
503207 1.78922
503456 1.71451
503705 1.66717
503954 1.65967
504078 1.68931
504202 1.77974
504265 1.87789
504327 2.05478
504389 2.39629
504420 2.68270
504451 3.09171
504554 4.82286
504605 4.24017
504656 3.19395
504714 2.43501
504772 2.04104
504830 1.82609
504888 1.69857
505004 1.56082
505120 1.48962
505352 1.41526
505584 1.37322
506048 1.31933
506512 1.28077
507440 1.22225
508368 1.17713
509296 1.14181
510224 1.12094
510688 1.12472
511152 1.16080
511384 1.21322
511616 1.33082
511732 1.44407
511848 1.63278
511964 1.96286
512080 2.55357
512203 3.55899
512325 4.32878
512448 3.75720
512571 2.71599
512651 2.13778
512692 1.82986
512712 1.70459
512722 1.83535
512732 2.98065
512743 6.12559
512754 4.59425
512768 3.23673
512783 2.71772
512812 2.28706
512870 1.95109
512929 1.77977
512987 1.66564
513104 1.51678
513221 1.42399
513454 1.32135
513687 1.27959
513921 1.28208
514154 1.34168
514271 1.40913
514388 1.52354
514504 1.72085
514621 2.06471
514857 3.03900
514916 2.95487
514975 2.66817
515092 1.98444
515183 1.61747
515274 1.38885
515364 1.24657
515455 1.15546
515637 1.05381
515818 1.00756
516000 0.996983
516181 1.03373
516272 1.08730
516363 1.18939
516453 1.38379
516544 1.74788
516648 2.43420
516699 2.77233
516751 2.93611
516957 2.11121
517077 1.69305
517197 1.45214
517317 1.30714
517437 1.21344
517677 1.10175
517918 1.03883
518158 1.00172
518398 0.987579
518638 1.01356
518878 1.14076
519082 1.38676
519183 1.50881
519285 1.56175
519691 1.31161
519938 1.18141
520184 1.10025
520431 1.04609
520677 1.00742
520924 0.980031
521170 0.969315
521294 0.980470
521417 1.02559
521479 1.07874
521540 1.17663
521602 1.36224
521663 1.71522
521732 2.37907
521767 2.71102
521801 2.87432
521938 2.07592
522017 1.68348
522096 1.45861
522175 1.32396
522254 1.23753
522412 1.13553
522569 1.07827
522885 1.01592
523200 0.981894
523831 0.945019
524462 0.927355
525093 0.922441
525724 0.930566
526355 0.952137
526671 0.956285
526829 0.929020
526908 0.868613
526947 0.797567
526967 0.779651
526977 0.872045
526986 1.40288
526998 3.51734
527003 3.76053
527009 3.20046
527019 2.34957
527028 1.91904
527048 1.55589
527088 1.32879
527167 1.21822
527325 1.19017
527482 1.21154
527640 1.25188
528272 1.56460
528889 2.19525
529505 3.06612
530030 3.39251
530385 3.29598
530562 3.18186
530650 3.09983
530739 2.98563
530814 2.88062
530851 2.97353
530870 3.27514
530889 4.17166
530906 6.00461
530915 6.91562
530924 7.32466
530942 6.77107
530960 5.85843
530985 4.98762
531011 4.51153
531063 4.04802
531114 3.83123
531166 3.70825
531269 3.57659
531372 3.51030
531785 3.43339
532610 3.36913
533900 2.84673
534545 2.51514
534868 2.36207
535190 2.22269
535538 2.10001
535712 2.09694
535799 2.22809
535843 2.49673
535864 2.80959
535886 3.40143
535907 4.35047
535928 5.08713
535949 4.57111
535970 3.63882
535999 2.84010
536029 2.46529
536087 2.15794
536146 2.03393
536205 1.96597
536322 1.88606
536439 1.83293
536674 1.75253
536909 1.68651
537378 1.58336
537612 1.56956
537730 1.60304
537847 1.71499
537956 1.92873
538010 2.03540
538064 2.08219
538282 1.81064
538388 1.69030
538495 1.60777
538707 1.50348
538920 1.43649
539132 1.38588
539557 1.30649
539982 1.23967
540832 1.10793
541257 1.02047
541470 0.975501
541576 1.00298
541629 1.09157
541682 1.34659
541731 1.89856
541779 2.64452
541828 2.79930
541877 2.44449
541947 1.97246
542018 1.70184
542089 1.54382
542160 1.44322
542301 1.32340
542442 1.25347
542725 1.17101
543008 1.11958
543573 1.05002
544138 0.998977
544704 0.958537
545269 0.933416
545552 0.936136
545835 0.970457
545976 1.01641
546117 1.10569
546259 1.28328
546400 1.63822
546542 2.24642
546683 2.70746
546967 1.90743
547056 1.66493
547145 1.48680
547323 1.25946
547502 1.12800
547680 1.04451
548036 0.944727
548393 0.885948
548749 0.847098
549105 0.824190
549462 0.834483
549640 0.880903
549818 1.01413
549966 1.23475
550039 1.34555
550113 1.39917
550408 1.16199
550585 1.04112
550762 0.973721
551116 0.915761
551824 0.922683
552532 1.03192
553240 1.26911
553868 1.63256
554495 2.16769
555750 3.37928
556610 3.63417
557041 3.48592
557148 3.40719
557256 3.29323
557363 3.11684
557417 3.06116
557444 3.23180
557457 3.54417
557471 4.23948
557488 5.99943
557497 6.87729
557506 7.27191
557524 6.75400
557541 5.89323
557564 5.13831
557586 4.69196
557631 4.22303
557676 3.98343
557721 3.83622
557811 3.65522
557901 3.53854
558080 3.37463
558260 3.24721
558481 3.10951
558591 3.04633
558647 3.03602
558674 3.09800
558688 3.23960
558702 3.72948
558717 4.74692
558732 4.00240
558746 3.48292
558760 3.27312
558788 3.11234
558845 3.00655
558959 2.91870
559186 2.80829
559639 2.65747
560093 2.63003
560320 2.72294
560547 2.96529
560836 3.55909
560981 3.85769
561125 3.98477
561703 3.17185
562071 2.72023
562440 2.42343
562808 2.16967
562992 1.98137
563084 1.80605
563130 1.72061
563153 1.84309
563165 2.12861
563176 2.84040
563190 4.58027
563197 5.45817
563204 5.85677
563217 5.36825
563231 4.54357
563254 3.66057
563277 3.21191
563324 2.79158
563370 2.59637
563416 2.48271
563509 2.35187
563601 2.27497
563787 2.18211
563972 2.12625
