K-39(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
84921.9 1.02317
84927.0 0.899863
84937.3 0.798116
84947.5 0.758620
84988.5 0.717900
85070.5 0.706965
85234.6 0.703397
85562.6 0.704409
85890.7 0.716418
86218.7 0.751156
86546.8 0.839384
86710.8 0.927471
86874.8 1.07575
87038.8 1.33888
87202.9 1.84119
87366.9 2.89429
87448.9 3.84589
87530.9 5.29427
87783.2 12.1492
87909.4 11.0114
88035.5 7.67915
88185.3 4.92338
88335.0 3.44240
88484.8 2.61765
88634.6 2.12095
88784.3 1.79950
88934.1 1.57878
89233.6 1.30059
89533.2 1.13481
89832.7 1.02501
90431.8 0.886230
91030.9 0.797700
91629.9 0.731829
91929.5 0.704107
92229.0 0.680154
92378.8 0.670640
92528.5 0.664771
92678.3 0.668415
92753.2 0.682895
92790.6 0.711019
92809.3 0.775236
92818.7 0.919164
92823.4 1.16514
92828.1 2.00647
92832.0 3.27605
92836.0 1.96004
92840.1 1.16559
92844.2 0.919419
92852.5 0.778830
92869.0 0.730783
92901.9 0.739522
92934.9 0.777315
92967.9 0.845643
93000.9 0.975622
93017.4 1.08824
93033.8 1.26407
93050.3 1.56011
93066.8 2.11086
93075.1 2.57772
93083.3 3.28034
93091.5 4.37514
93099.8 6.09532
93110.1 9.26751
93120.4 11.4229
93130.7 9.23625
93141.0 5.89348
93147.9 4.33961
93154.8 3.29254
93161.7 2.58953
93168.6 2.10791
93182.3 1.52393
93196.1 1.20462
93209.8 1.01396
93223.6 0.892224
93251.1 0.752493
93278.6 0.678718
93306.1 0.635057
93361.2 0.587380
93416.2 0.562118
93471.2 0.545960
93581.3 0.524348
94021.5 0.464169
94461.7 0.400247
94901.9 0.322318
95342.1 0.226179
95562.2 0.173099
95782.3 0.125238
95892.4 0.110384
96002.4 0.111036
96112.5 0.143288
96167.5 0.180663
96222.5 0.241001
96277.5 0.335271
96332.6 0.480434
96387.6 0.703548
96442.6 1.04842
96497.6 1.58797
96552.7 2.44378
96607.7 3.81590
96662.7 5.99884
96752.9 11.8965
96843.0 17.4215
96933.2 16.0719
97023.3 11.8296
97100.3 8.98996
97177.4 7.06313
97215.9 6.35540
97254.4 5.78423
97273.7 5.55355
97292.9 5.38684
97302.6 5.36054
97312.2 5.45066
97317.0 5.61292
97321.8 5.98862
97324.2 6.35303
97326.7 6.96028
97329.1 8.02215
97331.5 9.90890
97333.9 12.8912
97336.3 14.8938
97338.7 12.8530
97341.2 9.76741
97343.1 8.08340
97345.1 7.02890
97348.9 5.91162
97352.8 5.38401
97356.7 5.09268
97364.5 4.78207
97372.3 4.61053
97387.8 4.39773
97403.3 4.24544
97434.4 4.00224
97465.5 3.79849
97527.7 3.46027
97589.9 3.18717
97714.2 2.77314
97838.6 2.47660
98087.3 2.08863
98336.0 1.85978
98584.8 1.73580
98709.1 1.71391
98833.5 1.73191
98957.8 1.82261
99020.0 1.92051
99082.2 2.08553
99144.4 2.37370
99206.6 2.91185
99237.6 3.35984
99268.7 4.01770
99299.8 5.00490
99330.9 6.48418
99375.2 9.52559
99419.4 11.5865
99463.7 9.52495
99507.9 6.38156
99538.7 4.86266
99569.4 3.84827
99600.2 3.17120
99630.9 2.70832
99692.4 2.14526
99753.9 1.83302
99815.4 1.64247
99876.9 1.51703
99999.9 1.36484
100000 1.36435
100000 1.36426
100000 1.36398
100001 1.36371
100001 1.36317
100002 1.36218
100005 1.36021
100009 1.35633
100018 1.34878
100036 1.33441
100071 1.30858
100142 1.26582
100283 1.20382
100566 1.12690
100849 1.07807
101131 1.04287
101414 1.01665
101697 1.00037
101838 1.00036
101909 1.00581
101980 1.01985
102050 1.05441
102086 1.08987
102121 1.15315
102156 1.28018
102174 1.39612
102192 1.58481
102209 1.92408
102227 2.60646
102236 3.24139
102245 4.26584
102253 6.02887
102262 9.14403
102271 14.1727
102280 17.5347
102289 14.2394
102298 9.30485
102308 5.94781
102318 4.13816
102328 3.12444
102337 2.52157
102347 2.13179
102356 1.87180
102376 1.55352
102395 1.37521
102414 1.26544
102453 1.14260
102492 1.07857
102530 1.04061
102607 0.998910
102685 0.976925
102762 0.963464
102916 0.947932
103071 0.940173
103225 0.939248
103302 0.943969
103380 0.959830
103418 0.980444
103457 1.02977
103476 1.08482
103495 1.19881
103505 1.30807
103515 1.49258
103524 1.83838
103534 2.51010
103542 3.43440
103550 4.05308
103558 3.41421
103566 2.45417
103573 1.90660
103580 1.58169
103594 1.25674
103607 1.11408
103621 1.04242
103648 0.976691
103675 0.949289
103730 0.927855
103784 0.920386
103894 0.916642
104003 0.918953
104112 0.927655
104221 0.953554
104275 0.987863
104303 1.02029
104330 1.07548
104357 1.18143
104371 1.27506
104385 1.42236
104398 1.67617
104412 2.15265
104419 2.56000
104425 3.17695
104432 4.14152
104439 5.65846
104448 8.56548
104457 10.5389
104465 8.64560
104474 5.76804
104481 4.32242
104487 3.37122
104493 2.74433
104500 2.32566
104512 1.81624
104525 1.53761
104538 1.36951
104551 1.26238
104576 1.13797
104602 1.07134
104627 1.03200
104678 0.989981
104780 0.959143
104881 0.950478
105085 0.952244
105288 0.964552
105695 1.01036
105899 1.04588
106001 1.07022
106052 1.09239
106077 1.13198
106090 1.23808
106096 1.52401
106099 2.13533
106101 3.04142
106102 5.41248
106103 7.95804
106104 9.65312
106105 7.96138
106106 5.34168
106107 3.43793
106108 2.55211
106110 1.75703
106114 1.32489
106123 1.15597
106139 1.10963
106172 1.10638
106239 1.12298
106372 1.16507
106637 1.27374
107168 1.64750
107699 2.45910
107965 3.20829
108230 4.36589
108410 5.46267
108499 6.12030
108544 6.49930
108567 6.78922
108572 6.93524
108578 7.22212
108581 7.51464
108583 8.09147
108586 9.49889
108588 11.0552
108589 14.1981
108590 18.6833
108592 21.6989
108593 18.8067
108594 14.3390
108595 12.2178
108596 10.7748
108598 9.21080
108600 8.38262
108601 7.95359
108605 7.52280
108608 7.34043
108615 7.21668
108622 7.20082
108650 7.35201
108706 7.79451
108817 8.69148
109040 9.99500
109343 9.76622
109494 8.97345
109570 8.63747
109588 8.64318
109607 8.80367
109617 9.02842
109626 9.47541
109636 10.4303
109645 12.5160
109652 15.2607
109659 17.0743
109667 15.1823
109674 12.3659
109679 10.8402
109685 9.87129
109696 8.80037
109707 8.25946
109718 7.93757
109740 7.55328
109762 7.30703
109806 6.94919
109850 6.67650
109869 6.59368
109887 6.56710
109896 6.61406
109905 6.78829
109910 6.99906
109915 7.42112
109919 8.36855
109921 9.28668
109924 10.7622
109927 13.4358
109929 15.2478
109932 13.4266
109935 10.6372
109937 8.98900
109940 8.00734
109945 7.04456
109950 6.60387
109955 6.37245
109965 6.12851
109974 5.99593
109994 5.82663
110014 5.70082
110093 5.29415
110251 4.63030
110566 3.65731
110882 3.00588
111198 2.55610
111829 1.99690
112460 1.67554
113092 1.47217
113723 1.33387
114354 1.23489
114670 1.19669
114828 1.18316
114907 1.18696
114946 1.21763
114966 1.30557
114976 1.49185
114981 1.75996
114986 2.45205
114991 3.68643
114994 3.16754
114997 2.38268
115002 1.68528
115006 1.42354
115016 1.25222
115034 1.17776
115072 1.15232
115147 1.14068
115297 1.12656
115596 1.10123
116195 1.05801
116495 1.04023
116794 1.02607
116944 1.02171
117094 1.02284
117169 1.02974
117243 1.05232
117281 1.08266
117318 1.15894
117337 1.24948
117356 1.45300
117365 1.66732
117374 2.07079
117379 2.42406
117384 2.96955
117389 3.84604
117393 5.23332
117399 7.70062
117404 9.37749
117410 7.71726
117415 5.16093
117421 3.54280
117426 2.64655
117431 2.12577
117436 1.80635
117447 1.45953
117458 1.28880
117479 1.13564
117500 1.07204
117542 1.02170
117585 1.00269
117670 0.988192
117754 0.982671
117924 0.979433
118094 0.983225
118263 0.999436
118348 1.01789
118433 1.05189
118518 1.12056
118560 1.18306
118602 1.28491
118645 1.46570
118687 1.82827
118708 2.15910
118730 2.69525
118751 3.61384
118772 5.23013
118794 7.77171
118815 9.50916
118837 7.84143
118858 5.24494
118878 3.64848
118898 2.72392
118918 2.17296
118938 1.83142
118978 1.45299
119018 1.26288
119059 1.15497
119099 1.08802
119179 1.01256
119259 0.972781
119339 0.948812
119500 0.921482
119660 0.905993
119820 0.895930
119981 0.891351
120061 0.900205
120101 0.938784
120121 1.06095
120131 1.38330
120136 2.02057
120139 2.87497
120141 4.92213
120143 7.25770
120145 8.92592
120146 7.28248
120148 4.88067
120150 2.94466
120152 2.05157
120157 1.37599
120166 1.03862
120185 0.917434
120221 0.881968
120295 0.871223
120442 0.864380
120735 0.853873
121322 0.833305
121616 0.821712
121910 0.806661
122057 0.795495
122203 0.776912
122277 0.760191
122350 0.728857
122387 0.699105
122424 0.643231
122442 0.591664
122460 0.501734
122479 0.318154
122488 0.225748
122492 0.528051
122495 1.39598
122496 2.43209
122497 4.61111
122500 13.6443
122501 12.7102
122502 9.56952
122504 7.00096
122505 5.36551
122508 3.63411
122511 2.79869
122514 2.32696
122519 1.82748
122525 1.57245
122536 1.31876
122547 1.19517
122570 1.07407
122592 1.01703
122637 0.967931
122681 0.958345
122726 0.982731
122748 1.01666
122771 1.08059
122793 1.21056
122804 1.32813
122815 1.51572
122827 1.84524
122838 2.48597
122843 3.05028
122849 3.93032
122855 5.35902
122860 7.65300
122867 11.7823
122873 14.5309
122880 11.8298
122886 7.76258
122893 5.04016
122900 3.54302
122907 2.69262
122913 2.18411
122920 1.85158
122927 1.62974
122940 1.35627
122954 1.20246
122967 1.10754
122994 1.00107
123048 0.912326
123102 0.875779
123210 0.844194
123318 0.829417
123534 0.813389
123750 0.803173
124182 0.787864
124614 0.774734
125479 0.748309
125911 0.732575
126127 0.723430
126235 0.719243
126289 0.720053
126316 0.730230
126329 0.766338
126336 0.875325
126339 1.14224
126341 1.61218
126343 3.13293
126344 5.50912
126345 3.07916
126347 1.54685
126349 1.10510
126352 0.850717
126358 0.749153
126371 0.717519
126397 0.708431
126449 0.703760
126552 0.696457
126758 0.679990
126861 0.673646
126964 0.682996
127016 0.713705
127042 0.749095
127067 0.814050
127093 0.940971
127119 1.21066
127132 1.46012
127145 1.86001
127158 2.52497
127171 3.64049
127203 8.43282
127211 8.56075
127219 7.84169
127236 5.63763
127253 3.90868
127270 2.90179
127287 2.30770
127304 1.93770
127321 1.69051
127339 1.51812
127373 1.29900
127407 1.16806
127442 1.08296
127510 0.980239
127579 0.921405
127648 0.883534
127785 0.837598
127923 0.810417
128060 0.792051
128335 0.767781
128610 0.751315
128884 0.738490
129159 0.728193
129297 0.727641
129365 0.746201
129400 0.826664
129408 0.903275
129417 1.09260
129421 1.31032
129425 1.77169
129428 2.23069
129430 2.98314
129432 4.35907
129434 7.02582
129436 10.8642
129438 13.5187
129440 11.0028
129441 7.20065
129443 5.22264
129444 3.95214
129447 2.55877
129450 1.87085
129453 1.51348
129459 1.15760
129464 0.997225
129476 0.860546
129487 0.805287
129532 0.742558
129623 0.720989
129805 0.709257
130169 0.695601
130897 0.672306
131261 0.663782
131625 0.667246
131807 0.684765
131989 0.736393
132080 0.794117
132171 0.905697
132217 1.00681
132262 1.18582
132285 1.34745
132308 1.64069
132319 1.90689
132330 2.35771
132342 3.24749
132347 4.03576
132353 5.20196
132368 9.05805
132376 7.51777
132383 5.15404
132393 3.38834
132402 2.61601
132412 2.26919
132422 2.11719
132441 2.07155
132460 2.18775
132499 2.68469
132537 3.50171
132670 8.17095
132737 7.64585
132803 5.51929
132879 3.73556
132956 2.73792
133032 2.16714
133108 1.81721
133185 1.58819
133261 1.42998
133413 1.23063
133566 1.11355
133718 1.03893
134024 0.955270
134329 0.922797
134481 0.924181
134634 0.943628
134786 0.998193
134863 1.05250
134939 1.14346
135015 1.30712
135092 1.63487
135130 1.93163
135168 2.40519
135206 3.20058
135244 4.56461
135285 6.82019
135326 8.34612
135367 6.87064
135407 4.60776
135443 3.25800
135480 2.45440
135516 1.96775
135552 1.65994
135624 1.31558
135697 1.14279
135769 1.04706
135842 0.991836
135987 0.947018
136131 0.964412
136204 1.00224
136276 1.07442
136349 1.21294
136385 1.32929
136421 1.50304
136457 1.77507
136494 2.22675
136530 3.02680
136566 4.49805
136600 6.65055
136633 8.13458
136667 6.65517
136701 4.36106
136729 3.09221
136758 2.32272
136786 1.84908
136814 1.54584
136870 1.20232
136927 1.02590
136983 0.924318
137040 0.860890
137152 0.788700
137265 0.750108
137378 0.726495
137604 0.698719
137829 0.681959
138055 0.669765
138506 0.650881
139409 0.618825
140312 0.584436
141214 0.539974
141666 0.510139
142117 0.471044
142568 0.415925
142794 0.378352
143020 0.330297
143245 0.267251
143471 0.186350
143584 0.145661
143640 0.132602
143697 0.135425
143753 0.179115
143781 0.235841
143809 0.341684
143838 0.545001
143852 0.715619
143866 0.968501
143880 1.35923
143894 1.99657
143908 3.10746
143922 5.16614
143947 11.6367
143953 11.8668
143959 10.5696
143972 6.24812
143981 3.83883
143990 2.33806
143999 1.42094
144008 0.857425
144017 0.507901
144026 0.303229
144044 0.167379
144062 0.308806
144080 0.736542
144089 1.08698
144098 1.55447
144116 2.94233
144132 4.84415
144149 7.29684
144165 9.82154
144181 11.4969
144214 11.0352
144247 8.53914
144286 6.23418
144324 4.78665
144363 3.86664
144401 3.25105
144440 2.81790
144478 2.49989
144555 2.06955
144632 1.79449
144709 1.60571
144863 1.36802
145017 1.23359
145171 1.17429
145248 1.18768
145325 1.27812
145363 1.39744
145402 1.64569
145421 1.87107
145440 2.22509
145459 2.80658
145479 3.78787
145525 7.84769
145536 7.99606
145548 7.33781
145570 5.22516
145591 3.77848
145612 2.89859
145633 2.36606
145654 2.02999
145695 1.65471
145737 1.46674
145778 1.36405
145820 1.30814
145903 1.28019
145986 1.34577
146069 1.55776
146111 1.78109
146153 2.18489
146173 2.51826
146194 3.01496
146215 3.79365
146236 5.05165
146254 6.65152
146272 7.81878
146281 7.35476
146290 6.01764
146308 2.90271
146315 2.13449
146321 1.58801
146328 1.22064
146334 0.992736
146347 0.814986
146361 0.893579
146374 1.16919
146387 1.63458
146400 2.32380
146413 3.28279
146441 6.06212
146454 7.29175
146468 7.78450
146524 4.72192
146568 2.94132
146612 2.08413
146655 1.62863
146699 1.36027
146787 1.06719
146874 0.911912
146961 0.812104
147049 0.737776
147136 0.678070
147180 0.665709
147202 0.716449
147213 0.915930
147218 1.44327
147221 2.38067
147223 3.54876
147224 5.73513
147225 8.93110
147226 10.9205
147227 9.02256
147228 5.80416
147230 2.88374
147232 1.80399
147236 1.08336
147244 0.751755
147261 0.626891
147293 0.569219
147357 0.506933
147486 0.374034
147550 0.297865
147614 0.249579
147646 0.287774
147662 0.354166
147678 0.484047
147695 0.730973
147711 1.19112
147727 2.06434
147743 3.68463
147785 11.4866
147806 10.9612
147827 8.38738
147850 6.26591
147872 4.91518
147894 4.05277
147916 3.48106
147960 2.79878
148005 2.43890
148049 2.25587
148093 2.20944
148138 2.32874
148160 2.48730
148182 2.74709
148241 3.64023
148256 3.48798
148271 3.10616
148301 2.27014
148332 1.75639
148362 1.49620
148393 1.35645
148423 1.27481
148484 1.18694
148545 1.14207
148667 1.10118
148790 1.09644
148912 1.13186
148973 1.17606
149034 1.25462
149095 1.40027
149156 1.69520
149187 1.96344
149217 2.39087
149248 3.10661
149278 4.32846
149311 6.35749
149344 7.75543
149377 6.42618
149410 4.35506
149442 3.04199
149474 2.29826
149506 1.86489
149539 1.59795
149603 1.30572
149667 1.15971
149731 1.07682
149795 1.02552
149924 0.968079
150052 0.938874
150181 0.922955
150438 0.910859
150951 0.927725
151465 0.990624
151979 1.12441
152493 1.40430
153006 2.04881
153263 2.68868
153520 3.75787
154140 8.32784
154150 8.37795
154178 8.50017
154205 8.59866
154260 8.72265
154370 8.70646
154480 8.54123
154507 8.57728
154535 8.78555
154549 9.05578
154562 9.58866
154576 10.7149
154583 11.7331
154590 13.2308
154600 16.4877
154610 18.7148
154620 16.5168
154631 13.1503
154639 11.3205
154647 10.1501
154663 8.87931
154679 8.24814
154695 7.87577
154728 7.43357
154760 7.14636
154850 6.56078
155200 4.66083
155550 3.19662
155844 2.42191
156139 1.93140
156433 1.61004
156728 1.38933
157316 1.11170
157905 0.945787
158494 0.834792
159082 0.755397
159671 0.700532
159965 0.685129
160113 0.685289
160186 0.699774
160223 0.749945
160241 0.897579
160251 1.24467
160255 1.82007
160258 2.45465
160260 3.57060
160262 5.27797
160264 6.47299
160266 5.32111
160268 3.57405
160272 2.09821
160275 1.45847
160282 1.00377
160295 0.782979
160321 0.706130
160373 0.685499
160477 0.685287
160686 0.706188
160895 0.751351
161104 0.835461
161313 0.987334
161522 1.26196
161731 1.76676
161940 2.69526
162450 6.77914
162710 6.52755
162840 5.79156
162970 5.09318
163024 4.87313
163077 4.72388
163131 4.68603
163184 4.82617
163245 5.23931
163305 5.46200
163425 4.13037
163487 3.57579
163549 3.20813
163611 2.94797
163673 2.75030
163797 2.45969
163921 2.24826
164045 2.08317
164169 1.94937
164417 1.74375
164665 1.59250
164913 1.47638
165408 1.30957
165904 1.19498
166400 1.11066
167392 0.991922
168383 0.906841
169375 0.833269
169871 0.793872
170119 0.771252
170366 0.744799
170614 0.711852
170862 0.668596
170986 0.643914
171110 0.630220
171172 0.647521
171234 0.731007
171265 0.840902
171296 1.06328
171327 1.53443
171343 1.95102
171358 2.56225
171387 4.42150
171416 6.36935
171445 6.12595
171474 4.66343
171496 3.72024
171519 3.05399
171541 2.58965
171563 2.25997
171608 1.83769
171653 1.58848
171697 1.42714
171742 1.31594
171831 1.17362
171921 1.08706
172010 1.02886
172188 0.954985
172367 0.909323
172546 0.878536
172724 0.864680
172769 0.871195
172814 0.899344
172836 0.941005
172858 1.05019
172869 1.18200
172881 1.47082
172886 1.76475
172892 2.29609
172897 3.35897
172900 4.28768
172903 5.59638
172907 8.49978
172911 10.4911
172915 8.65063
172920 5.77651
172924 3.90555
172928 2.86649
172932 2.25609
172936 1.87735
172944 1.45922
172953 1.24836
172969 1.05198
172985 0.966881
173018 0.894261
173051 0.863537
173117 0.835779
173183 0.821728
173446 0.792364
173972 0.756069
174498 0.727258
175024 0.703231
175550 0.687386
175813 0.686534
176076 0.696251
176339 0.727845
176602 0.809706
176734 0.891064
176865 1.02623
176997 1.25865
177128 1.66432
177401 2.87420
177675 2.67702
177789 3.04186
178144 6.38669
178322 6.09173
178499 4.66816
178687 3.48311
178875 2.74290
179062 2.27793
179250 1.97099
179626 1.60282
180001 1.39530
180377 1.26394
180753 1.17366
181504 1.05739
182255 0.984963
183006 0.935396
183382 0.917093
183757 0.905467
183945 0.906203
184133 0.923167
184227 0.951901
184274 0.980717
184321 1.03110
184368 1.12921
184391 1.21614
184415 1.35367
184438 1.59041
184461 2.03751
184473 2.42533
184485 3.01155
184497 3.93465
184508 5.40021
184523 8.16487
184538 10.0670
184553 8.27868
184567 5.51442
184584 3.57277
184600 2.55529
184617 1.99811
184633 1.67105
184650 1.46318
184666 1.32523
184699 1.15837
184732 1.06567
184765 1.00883
184831 0.945201
184962 0.891349
185094 0.867891
185357 0.844637
185621 0.830836
186147 0.811046
186674 0.795563
187200 0.784140
187727 0.782780
187990 0.793733
188254 0.830170
188385 0.873332
188517 0.958624
188648 1.14598
188714 1.32294
188780 1.60048
188867 2.14557
188954 2.52176
189041 2.17304
189127 1.63071
189189 1.35736
189252 1.17575
189314 1.05562
189376 0.975338
189439 0.922927
189501 0.896720
189563 0.933327
189579 0.982108
189594 1.09703
189610 1.45796
189618 1.99468
189622 2.53268
189625 3.40519
189634 5.87365
189638 4.85274
189642 3.25109
189649 1.90258
189655 1.35838
189668 0.984639
189693 0.815283
189744 0.754121
189847 0.722601
190051 0.688515
190460 0.639684
190869 0.594699
191278 0.543467
191687 0.478632
191892 0.438963
192096 0.394511
192301 0.350427
192505 0.335271
192607 0.376545
192659 0.431879
192710 0.534795
192761 0.728538
192812 1.11115
192838 1.44356
192863 1.94838
192889 2.75361
192914 4.07402
192941 6.30975
192967 8.85739
192981 9.14536
192994 8.13624
193021 4.31831
193038 2.38533
193056 1.22731
193074 0.614271
193091 0.361174
193109 0.368540
193127 0.596757
193144 1.04265
193162 1.71754
193190 3.29956
193218 5.39373
193246 7.49086
193274 8.85230
193330 8.69902
193385 7.05573
193433 5.78991
193481 4.84041
193528 4.14437
193576 3.62732
193672 2.92910
193767 2.49041
193863 2.19341
193959 1.98107
194150 1.70024
194341 1.52416
194532 1.40418
194914 1.25181
195297 1.15965
195679 1.09868
196061 1.05849
196252 1.05307
196348 1.08078
196396 1.16397
196420 1.31571
196431 1.49514
196443 1.85012
196453 2.34164
196463 2.68393
196473 2.35948
196483 1.85131
196493 1.52202
196503 1.34094
196524 1.17331
196564 1.07069
196644 1.02420
196804 1.00184
197125 0.983360
197446 0.972455
197767 0.967782
198088 0.972905
198248 0.982510
198408 1.00180
198569 1.04155
198649 1.07752
198729 1.13557
198809 1.23766
198850 1.32041
198890 1.44186
198930 1.62974
198970 1.93968
199010 2.48924
199050 3.51190
199121 6.00328
199139 5.72983
199157 4.98261
199193 3.34602
199218 2.56088
199244 2.05357
199269 1.72484
199294 1.50656
199344 1.25126
199395 1.11814
199445 1.04179
199496 0.995143
199597 0.945214
199697 0.922722
199798 0.913786
199899 0.915962
199950 0.926432
200000 0.975200
200028 1.13778
200035 1.27124
200041 1.55574
200048 2.31164
200052 3.23002
200055 5.00541
200058 7.57214
200061 9.28561
200064 7.73309
200067 5.19783
200070 3.76412
200072 2.88667
200077 1.97692
200087 1.36537
200097 1.16587
200108 1.07947
200148 0.981152
200229 0.964320
200310 0.982106
200391 1.01795
200472 1.07787
200553 1.17877
200634 1.35560
200715 1.67194
200798 2.17924
200880 2.53243
200963 2.20955
201045 1.70202
201114 1.41372
201183 1.23489
201252 1.12280
201321 1.04970
201460 0.964657
201598 0.919182
201736 0.891787
201874 0.873733
202150 0.851303
202703 0.826614
202980 0.818173
203118 0.825057
203187 0.871871
203221 0.989268
203239 1.16162
203256 1.57116
203268 2.11329
203281 2.48242
203306 1.72315
203320 1.39144
203334 1.20769
203362 1.03338
203418 0.918753
203474 0.879816
203529 0.861133
203752 0.834066
204198 0.818600
205091 0.805545
205983 0.797402
206875 0.791438
207767 0.787270
208659 0.785269
209551 0.787224
209997 0.793972
210220 0.812519
210276 0.828318
210332 0.864627
210387 0.978422
210415 1.14522
210429 1.30678
210443 1.56760
210460 2.05672
210478 2.39444
210495 2.09209
210512 1.62170
210533 1.27480
210553 1.09685
210594 0.944450
210635 0.885673
210675 0.857717
210757 0.833463
210838 0.824344
211001 0.819854
211164 0.822128
211491 0.836538
211817 0.865048
212143 0.920146
212306 0.967937
212469 1.04251
212632 1.16821
212795 1.40327
212877 1.60462
212958 1.91159
213040 2.39950
213121 3.18755
213311 5.53580
213406 4.57801
213500 3.06384
213602 2.05061
213703 1.52330
213805 1.23871
213906 1.07409
214008 0.972234
214109 0.905807
214313 0.828254
214516 0.787071
214719 0.762905
215125 0.737271
215531 0.724522
215938 0.716984
216750 0.707960
218375 0.697017
219188 0.694040
219594 0.695995
219797 0.701277
220000 0.721710
220059 0.739602
220118 0.780535
220148 0.826277
220178 0.925800
220192 1.02915
220207 1.22936
220222 1.69820
220229 2.19641
220237 3.07438
220250 5.28417
220254 5.02266
220257 4.34678
220264 2.86648
220271 1.92163
220278 1.41851
220292 0.984156
220306 0.822339
220319 0.749526
220374 0.671617
220485 0.657913
220705 0.659049
221146 0.658025
221587 0.652906
222028 0.644721
222470 0.632360
222911 0.611732
223131 0.594415
223352 0.565048
223462 0.539576
223572 0.495111
223627 0.456178
223683 0.390562
223738 0.264778
223765 0.211361
223779 0.404673
223786 0.882717
223789 1.41764
223793 2.35886
223798 4.80448
223803 7.48283
223807 7.35750
223812 5.65215
223819 3.79815
223826 2.80671
223833 2.23662
223840 1.88961
223854 1.49281
223868 1.27973
223896 1.06180
223923 0.954548
223979 0.855841
224035 0.825347
224090 0.844438
224146 0.942966
224173 1.05390
224201 1.24927
224229 1.60355
224257 2.25737
224320 5.11978
224351 4.99924
224383 3.80157
224410 2.97099
224436 2.42282
224463 2.06771
224489 1.83649
224542 1.58434
224595 1.49868
224648 1.54457
224702 1.78149
224728 2.03874
224755 2.47932
224781 3.26332
224808 4.68338
224834 6.92309
224860 8.49380
224887 7.03397
224913 4.72490
224941 3.16994
224969 2.32202
224997 1.84272
225024 1.55280
225052 1.36583
225080 1.23853
225136 1.08084
225191 0.989674
225247 0.931408
225358 0.862202
225469 0.822574
225580 0.796765
225803 0.764473
226025 0.744341
226247 0.729943
226692 0.709010
227581 0.672433
227803 0.659112
228026 0.639885
228248 0.615920
228304 0.619052
228359 0.652861
228387 0.706727
228415 0.832603
228443 1.15363
228456 1.48967
228470 2.05904
228507 4.89906
228526 4.79067
228544 3.64407
228557 2.97247
228570 2.47914
228595 1.87023
228620 1.53808
228645 1.34006
228695 1.12292
228746 1.01240
228796 0.956014
228846 0.965353
228872 1.03753
228897 1.26188
228909 1.52560
228922 2.03783
228934 3.10412
228941 4.04022
228947 5.37964
228958 8.98686
228964 10.6875
228970 11.3984
228992 6.91092
229006 4.83091
229019 3.68748
229033 3.02733
229046 2.61887
229073 2.16750
229100 1.94467
229154 1.77311
229208 1.77195
229262 1.88313
229316 2.11654
229370 2.52664
229424 3.20680
229552 5.29046
229584 5.03643
229616 4.38178
229679 2.94039
229734 2.11806
229789 1.63448
229844 1.34685
229899 1.16792
230009 0.971298
230119 0.873310
230229 0.817810
230339 0.783332
230559 0.743918
230779 0.722396
230999 0.708768
231438 0.691813
232318 0.672279
233198 0.658334
234957 0.633000
236717 0.604007
238476 0.564845
240235 0.504561
241115 0.459925
241995 0.400499
242435 0.365731
242875 0.334131
243314 0.338278
243424 0.361770
243534 0.416567
243589 0.472875
243644 0.583692
243672 0.690999
243699 0.892907
243713 1.07645
243727 1.38356
243740 1.97122
243747 2.49389
243754 3.29634
243763 4.94755
243771 6.98854
243775 7.29890
243780 6.57754
243788 3.84026
243792 2.75044
243796 2.00593
243805 1.14664
243813 0.741122
243822 0.537062
243839 0.369372
243856 0.320303
243890 0.321023
243924 0.361784
243958 0.424700
243992 0.529041
244026 0.784782
244043 1.13223
244051 1.46859
244060 2.01809
244082 4.64850
244087 4.85695
244093 4.57781
244103 3.44605
244115 2.51412
244127 1.98640
244138 1.69330
244150 1.52653
244173 1.37885
244196 1.34940
244289 1.64968
244381 2.34729
244474 3.52691
244558 5.15939
244599 6.15303
244641 7.06636
244672 7.39959
244703 6.97194
244734 5.30368
244765 2.67330
244787 1.10265
244798 0.638784
244809 0.428803
244821 0.475106
244834 0.761378
244858 1.79089
244907 4.25658
244956 6.08227
245005 7.05460
245125 7.17162
245244 6.19288
245373 5.13175
245503 4.31023
245632 3.70433
245761 3.25715
245890 2.92549
246019 2.69188
246149 2.61894
246213 2.80197
246246 3.09124
246278 3.71386
246342 6.28195
246373 6.18531
246405 5.08127
246437 4.19369
246468 3.64238
246531 3.08359
246595 2.84572
246658 2.75526
246721 2.77129
246784 2.91695
246815 3.06725
246847 3.30219
246879 3.67032
246910 4.23729
246990 6.06251
247010 5.83033
247031 5.18873
247071 3.75151
247104 2.98961
247137 2.54732
247170 2.28982
247203 2.13504
247269 1.97765
247336 1.91924
247402 1.91629
247468 1.96513
247534 2.09176
247600 2.36526
247708 3.01785
247816 2.29080
247904 1.90620
247992 1.77071
248167 1.71608
248255 1.73326
248343 1.77956
248387 1.82440
248431 1.90981
248453 1.99286
248475 2.15093
248497 2.54113
248508 2.99699
248518 3.90658
248535 5.90755
248539 5.68878
248544 5.08437
248552 3.76729
248558 3.11041
248564 2.70012
248576 2.26849
248600 1.98651
248624 1.91375
248648 1.89734
248745 1.95864
248938 2.24712
249131 2.78748
249324 3.86189
249411 4.61164
249454 4.99002
249497 5.20081
