Br-81(n,tot) ENDF/B-VII.1
1907.31 18.9527
1907.40 15.3408
1907.49 13.3151
1907.58 12.0557
1907.66 11.2407
1907.84 10.2704
1908.01 9.74084
1908.19 9.41944
1908.54 9.06279
1908.89 8.87457
1909.24 8.76034
1909.94 8.62683
1910.63 8.54806
1911.33 8.49295
1912.73 8.41454
1915.53 8.30766
1918.32 8.22712
1923.92 8.09852
1929.51 7.99091
1935.10 7.89393
1940.69 7.80329
1946.28 7.72074
1947.68 7.70548
1949.08 7.70249
1949.78 7.71716
1950.48 7.77488
1950.83 7.85775
1951.18 8.07214
1951.35 8.32895
1951.44 8.55334
1951.53 8.89955
1951.62 9.48562
1951.70 10.5461
1951.75 11.4348
1951.79 12.7088
1951.83 14.6683
1951.88 17.5453
1951.94 23.5338
1952.00 27.5414
1952.06 23.5347
1952.12 17.5450
1952.17 14.4523
1952.22 12.4618
1952.27 11.1748
1952.31 10.3173
1952.41 9.30349
1952.50 8.76405
1952.59 8.44048
1952.69 8.23598
1952.87 7.99812
1953.25 7.79443
1953.62 7.70972
1954.37 7.63653
1955.12 7.60158
1956.61 7.56019
1958.11 7.52943
1964.09 7.42205
1976.06 7.19532
1988.03 6.91490
1994.02 6.73940
2000.00 6.52743
2003.89 6.36352
2007.78 6.17409
2011.67 5.95762
2015.56 5.72698
2017.50 5.62471
2019.44 5.56279
2021.39 5.60755
2023.33 5.93232
2025.28 7.05738
2026.25 8.38641
2027.22 10.9305
2028.19 16.1846
2028.68 20.9346
2029.17 28.4544
2029.65 40.9922
2030.14 63.2680
2030.62 105.752
2030.87 140.923
2031.11 190.544
2031.56 324.180
2032.00 433.445
2032.45 373.803
2032.89 252.807
2033.31 171.835
2033.73 122.618
2034.16 92.3325
2034.58 72.8025
2035.42 50.2331
2036.27 38.2105
2037.11 30.9987
2037.95 26.3079
2039.64 20.6952
2041.33 17.5322
2043.01 15.5397
2044.70 14.1826
2046.39 13.2049
2049.76 11.8980
2053.14 11.0692
2056.51 10.4981
2059.89 10.0804
2066.63 9.50891
2073.38 9.13341
2080.13 8.86492
2086.88 8.66117
2100.38 8.36663
2113.87 8.15788
2120.62 8.07343
2127.37 8.00026
2130.75 7.96964
2134.12 7.94988
2135.81 7.95312
2136.65 7.96455
2137.49 7.99182
2138.34 8.05787
2138.76 8.12586
2139.18 8.24887
2139.60 8.50270
2139.81 8.74244
2140.02 9.15159
2140.24 9.93265
2140.34 10.6223
2140.45 11.7037
2140.55 13.5701
2140.66 17.0700
2140.71 20.1016
2140.76 24.6158
2140.82 31.8347
2140.87 43.0018
2140.93 64.1361
2141.00 77.8988
2141.07 63.8088
2141.13 42.7493
2141.19 31.3383
2141.24 24.3047
2141.29 19.8314
2141.35 16.8882
2141.45 13.4534
2141.56 11.6345
2141.67 10.5675
2141.77 9.89170
2141.98 9.11910
2142.20 8.71044
2142.41 8.47047
2142.83 8.21233
2143.26 8.08258
2143.68 8.00772
2144.53 7.92689
2145.38 7.88428
2146.23 7.85740
2147.92 7.82298
2151.32 7.77980
2154.71 7.74664
2161.50 7.68871
2168.29 7.63505
2181.87 7.53217
2195.45 7.42794
2209.02 7.31086
2215.81 7.24032
2222.60 7.15305
2229.39 7.03284
2232.78 6.94920
2236.18 6.83655
2237.88 6.76297
2239.57 6.67216
2241.27 6.55694
2242.97 6.40688
2243.82 6.31482
2244.66 6.21048
2245.51 6.09716
2246.36 5.99413
2246.79 5.96594
2247.21 5.98283
2247.63 6.10187
2248.06 6.46388
2248.48 7.46986
2248.70 8.55136
2248.91 10.5005
2249.12 14.2707
2249.33 22.3614
2249.44 29.9890
2249.54 42.4913
2249.65 63.8920
2249.76 101.204
2249.88 171.720
2250.00 229.792
2250.12 199.240
2250.25 135.922
2250.39 85.8273
2250.54 58.9562
2250.68 43.9035
2250.83 34.8449
2250.98 28.9230
2251.12 24.8857
2251.41 19.8060
2251.70 16.8324
2251.99 14.9200
2252.58 12.6517
2253.16 11.3765
2253.74 10.5734
2254.32 10.0247
2254.90 9.62802
2256.07 9.09500
2257.23 8.75527
2258.40 8.52017
2259.56 8.34796
2261.89 8.11306
2264.22 7.96412
2265.38 7.91413
2266.55 7.89030
2267.13 7.90400
2267.71 7.97944
2268.00 8.09137
2268.29 8.37810
2268.44 8.71238
2268.58 9.41692
2268.66 10.1024
2268.73 11.2844
2268.80 13.4921
2268.88 17.7502
2268.94 23.8075
2269.00 27.7650
2269.06 23.7060
2269.13 17.7486
2269.17 14.9274
2269.21 13.0133
2269.25 11.7172
2269.29 10.8210
2269.38 9.71992
2269.46 9.10627
2269.63 8.49140
2269.80 8.20793
2270.13 7.95776
2270.47 7.85155
2271.14 7.75748
2271.81 7.71188
2273.15 7.65919
2274.49 7.62322
2277.18 7.56839
2279.86 7.52466
2285.23 7.45502
2290.59 7.39978
2301.33 7.31319
2312.06 7.24438
2333.53 7.13259
2355.00 7.03767
2397.94 6.86758
2419.41 6.78603
2430.14 6.74669
2435.51 6.73288
2436.85 6.73457
2438.19 6.74824
2438.86 6.77078
2439.53 6.83492
2439.87 6.91889
2440.21 7.12815
2440.37 7.37405
2440.54 7.90728
2440.62 8.44467
2440.71 9.41222
2440.75 10.2014
2440.79 11.3445
2440.83 13.0344
2440.88 15.4557
2440.94 20.7686
2441.00 24.2407
2441.06 20.6702
2441.13 15.4450
2441.19 12.1356
2441.25 10.2828
2441.31 9.19555
2441.37 8.52215
2441.49 7.78152
2441.61 7.41064
2441.85 7.07073
2442.09 6.92540
2442.57 6.80602
2443.05 6.75883
2444.01 6.72057
2444.97 6.70420
2448.81 6.67685
2456.50 6.64559
2460.34 6.63367
2464.18 6.62954
2466.10 6.63804
2468.02 6.67625
2468.98 6.73502
2469.46 6.79425
2469.94 6.90108
2470.42 7.12184
2470.66 7.33096
2470.90 7.69017
2471.14 8.38355
2471.26 8.99977
2471.38 9.98815
2471.50 11.7104
2471.62 15.0725
2471.68 18.0538
2471.74 22.7410
2471.80 30.4394
2471.86 43.2719
2471.93 65.2319
2472.00 79.8547
2472.07 65.2644
2472.14 43.3125
2472.19 30.9765
2472.25 23.3800
2472.31 18.6533
2472.36 15.5970
2472.48 12.0932
2472.59 10.2698
2472.71 9.21232
2472.82 8.54797
2473.05 7.79438
2473.28 7.40032
2473.50 7.16894
2473.96 6.92187
2474.42 6.79919
2474.87 6.72903
2475.78 6.65487
2477.61 6.59471
2479.43 6.56780
2483.08 6.53772
2486.73 6.51625
2494.02 6.47864
2501.32 6.44189
2515.91 6.36443
2530.50 6.27720
2545.09 6.17410
2559.68 6.04461
2566.97 5.96404
2574.27 5.86793
2577.92 5.81322
2581.56 5.75720
2583.39 5.73461
2585.21 5.73450
2586.12 5.76690
2586.58 5.80804
2587.04 5.88907
2587.49 6.06474
2587.72 6.23459
2587.95 6.52795
2588.18 7.09333
2588.29 7.59265
2588.40 8.38656
2588.52 9.75048
2588.63 12.3515
2588.69 14.6004
2588.75 18.0460
2588.80 23.5140
2588.86 32.0671
2588.93 48.1222
2589.00 58.6428
2589.07 47.8894
2589.14 32.0752
2589.20 23.2792
2589.26 17.8967
2589.31 14.5000
2589.37 12.2785
2589.49 9.68562
2589.60 8.33497
2589.71 7.53876
2589.83 7.03996
2590.06 6.46652
2590.29 6.16285
2590.52 5.98171
2590.97 5.78252
2591.43 5.67682
2591.89 5.61084
2592.80 5.52793
2594.63 5.42446
2596.46 5.33913
2600.12 5.15904
2603.79 4.93672
2605.62 4.80316
2607.45 4.65394
2609.28 4.49577
2611.11 4.36028
2612.02 4.33200
2612.94 4.37556
2613.85 4.57785
2614.77 5.14993
2615.68 6.67686
2616.14 8.28934
2616.60 11.1430
2617.06 16.5693
2617.29 21.1358
2617.51 27.8816
2617.74 38.2941
2617.97 54.9422
2618.20 82.5399
2618.43 128.601
2618.71 221.283
2619.00 299.117
2619.29 259.754
2619.57 176.694
2619.85 119.944
2620.13 85.7281
2620.40 64.7962
2620.68 51.3435
2620.96 42.2501
2621.23 35.8255
2621.79 27.5499
2622.34 22.5836
2622.90 19.3418
2624.00 15.4509
2625.11 13.2476
2626.22 11.8519
2627.33 10.8973
2628.44 10.2075
2630.65 9.28063
2632.87 8.68999
2635.08 8.28112
2637.30 7.98137
2641.73 7.56952
2646.16 7.29773
2650.59 7.10250
2655.02 6.95348
2663.89 6.73563
2672.75 6.57759
2690.47 6.34485
2708.20 6.16021
2725.92 5.99117
2761.37 5.63978
2796.82 5.19233
2814.55 4.89233
2832.27 4.50226
2841.13 4.25773
2850.00 3.96850
2858.86 3.62497
2867.72 3.22642
2872.15 3.01785
2876.58 2.82871
2881.02 2.71864
2885.45 2.85321
2887.66 3.14390
2889.88 3.75219
2892.09 4.97177
2894.31 7.45506
2895.42 9.60954
2896.52 12.8549
2897.63 17.9098
2898.74 26.1254
2899.85 40.2843
2900.96 66.5079
2901.51 88.1204
2902.06 119.449
2902.62 165.598
2903.17 233.294
2904.09 401.598
2905.00 539.812
2905.92 464.045
2906.83 311.390
2907.40 238.978
2907.97 186.625
2909.12 122.035
2910.26 86.6971
2911.40 65.6686
2912.55 52.1573
2913.69 42.9518
2915.98 31.4550
2918.26 24.6919
2920.55 20.2733
2925.12 14.7516
2929.70 11.1320
2931.98 9.56752
2934.27 8.00420
2936.56 6.35379
2937.70 5.51474
2938.84 4.78584
2939.99 4.59696
2940.56 5.14074
2941.13 6.80611
2941.42 8.47080
2941.70 11.1356
2941.99 15.4502
2942.27 22.5735
2942.56 34.8523
2942.85 56.9874
2942.99 74.5595
2943.13 99.0671
2943.27 133.488
2943.42 181.180
2943.71 330.401
2944.00 469.374
2944.15 470.223
2944.29 424.974
2944.59 299.525
2944.88 207.213
2945.17 150.794
2945.46 115.813
2945.75 93.0447
2946.04 77.4189
2946.33 66.2897
2946.91 51.7112
2947.49 42.7523
2948.07 36.7930
2949.23 29.4381
2950.39 25.1343
2951.55 22.3598
2952.13 21.3586
2952.71 20.6457
2953.00 20.4944
2953.15 20.5365
2953.29 20.7392
2953.44 21.2679
2953.51 21.7768
2953.58 22.5776
2953.66 23.9233
2953.73 26.2440
2953.80 30.6406
2953.87 39.0575
2953.94 51.1520
2954.00 59.1845
2954.06 51.0042
2954.13 38.7680
2954.18 32.2578
2954.23 28.0984
2954.28 25.4195
2954.33 23.6626
2954.43 21.5308
2954.53 20.3492
2954.63 19.6089
2954.72 19.1111
2954.92 18.4657
2955.12 18.0439
2955.32 17.7308
2955.72 17.2550
2956.51 16.5554
2957.30 16.0014
2958.89 15.1132
2960.48 14.4089
2963.66 13.3398
2966.83 12.5545
2973.18 11.4553
2979.53 10.7064
2992.24 9.71973
3004.94 9.07115
3017.64 8.58355
3030.35 8.15898
3036.70 7.93443
3039.87 7.80582
3043.05 7.65398
3046.23 7.45822
3047.81 7.33146
3049.40 7.17362
3050.20 7.07928
3050.99 6.97327
3051.78 6.85799
3052.58 6.74826
3052.97 6.71124
3053.37 6.71002
3053.77 6.79127
3054.17 7.06984
3054.56 7.86763
3054.76 8.73506
3054.96 10.2873
3055.16 13.2814
3055.36 19.5641
3055.46 25.3610
3055.55 34.6490
3055.65 50.0725
3055.75 76.0015
3055.88 128.337
3056.00 172.804
3056.12 151.382
3056.25 104.817
3056.34 78.7090
3056.43 61.1059
3056.53 49.0420
3056.62 40.7600
3056.80 30.3991
3056.99 24.5092
3057.17 20.8021
3057.36 18.3295
3057.73 15.2811
3058.09 13.5209
3058.46 12.3941
3058.83 11.6186
3059.20 11.0555
3059.94 10.2963
3060.68 9.81134
3061.42 9.47472
3062.15 9.22701
3063.63 8.88475
3065.11 8.65702
3068.06 8.36491
3071.01 8.17875
3073.96 8.05119
3075.44 8.01096
3076.92 8.01099
3077.66 8.05883
3078.02 8.11753
3078.39 8.23064
3078.76 8.47063
3078.95 8.69962
3079.13 9.08713
3079.32 9.82309
3079.41 10.4569
3079.50 11.4429
3079.59 13.1094
3079.69 16.1229
3079.73 18.6116
3079.78 22.2588
3079.82 27.7305
3079.87 35.9350
3079.94 52.8933
3080.00 63.9445
3080.07 52.5964
3080.13 35.9031
3080.19 25.6588
3080.25 19.7601
3080.31 16.2225
3080.37 13.9965
3080.49 11.5104
3080.61 10.2471
3080.73 9.52463
3080.85 9.07441
3081.09 8.56608
3081.33 8.29970
3081.57 8.14158
3082.05 7.96763
3083.01 7.81700
3083.97 7.74390
3085.89 7.65536
3087.81 7.58885
3091.66 7.47026
3095.50 7.35140
3099.34 7.22128
3103.18 7.07081
3105.10 6.98759
3107.02 6.91217
3107.98 6.89927
3108.46 6.91538
3108.94 6.96967
3109.42 7.11732
3109.66 7.27347
3109.90 7.55518
3110.14 8.11689
3110.26 8.62358
3110.38 9.44183
3110.50 10.8736
3110.62 13.6732
3110.68 16.1547
3110.74 20.0509
3110.80 26.4364
3110.86 37.0511
3110.93 55.4844
3111.00 67.5260
3111.07 55.1860
3111.14 37.0234
3111.21 24.3587
3111.29 17.7494
3111.36 14.0857
3111.44 11.9048
3111.51 10.5190
3111.59 9.58892
3111.74 8.46058
3111.89 7.82422
3112.04 7.43235
3112.34 6.98248
3112.64 6.73208
3112.94 6.56900
3113.54 6.34990
3114.14 6.18480
3114.74 6.03388
3115.95 5.71942
3116.55 5.54447
3117.15 5.35818
3117.75 5.17521
3118.35 5.05029
3118.95 5.18342
3119.25 5.54895
3119.55 6.44081
3119.85 8.61863
3120.00 10.7717
3120.15 14.3941
3120.30 20.8773
3120.38 25.9833
3120.45 33.1601
3120.53 43.4740
3120.60 58.6238
3120.68 81.2482
3120.75 115.004
3120.88 200.958
3121.00 275.140
3121.06 271.619
3121.12 242.178
3121.25 167.360
3121.33 128.197
3121.41 100.691
3121.50 81.2966
3121.58 67.3992
3121.75 49.4499
3121.91 38.9344
3122.08 32.1763
3122.25 27.6072
3122.58 21.8954
3122.91 18.5569
3123.25 16.4041
3123.91 13.8361
3124.58 12.3753
3125.24 11.4431
3125.91 10.7995
3126.57 10.3303
3127.91 9.69106
3129.24 9.27670
3130.57 8.98531
3131.90 8.76879
3134.56 8.46617
3137.23 8.26250
3142.55 8.00001
3147.88 7.83400
3150.54 7.77220
3153.20 7.72240
3155.87 7.68794
3158.53 7.68840
3159.86 7.73024
3160.53 7.78197
3161.19 7.88281
3161.86 8.10251
3162.19 8.31763
3162.52 8.69615
3162.86 9.44978
3163.02 10.1427
3163.19 11.2825
3163.36 13.3749
3163.44 15.1180
3163.52 17.7450
3163.61 21.9343
3163.69 29.0915
3163.77 42.2981
3163.86 67.8697
3163.93 104.271
3164.00 128.070
3164.07 103.756
3164.15 67.8890
3164.22 43.4212
3164.30 30.2840
3164.38 22.9543
3164.46 18.6207
3164.53 15.8205
3164.61 13.9636
3164.77 11.6978
3164.92 10.4311
3165.08 9.66316
3165.39 8.81316
3165.70 8.37692
3166.01 8.12453
3166.63 7.85597
3167.25 7.72128
3167.87 7.64265
3169.11 7.55506
3170.35 7.50599
3171.59 7.47280
3174.08 7.42640
3179.04 7.36203
3184.01 7.31130
3188.97 7.26762
3193.94 7.23119
3196.42 7.21875
3198.90 7.22014
3200.14 7.23884
3201.38 7.30664
3202.00 7.40449
3202.31 7.50027
3202.62 7.66883
3202.94 8.00593
3203.09 8.31402
3203.25 8.82373
3203.40 9.75301
3203.48 10.5370
3203.56 11.7037
3203.63 13.5905
3203.71 16.7742
3203.79 22.7338
3203.87 34.1268
3203.93 50.3606
3204.00 60.9432
3204.07 50.1317
3204.14 33.9592
3204.19 25.6799
3204.24 20.4099
3204.29 16.9612
3204.34 14.6407
3204.44 11.8502
3204.54 10.3582
3204.64 9.46237
3204.74 8.89576
3204.94 8.24079
3205.14 7.89066
3205.34 7.68296
3205.74 7.45923
3206.14 7.34643
3206.55 7.28135
3207.35 7.21132
3208.95 7.15207
3210.56 7.12369
3213.77 7.08956
3216.98 7.06421
3229.82 6.98128
3242.66 6.90782
3255.50 6.83918
3268.34 6.77401
3281.18 6.71208
3287.60 6.68311
3294.02 6.65850
3297.23 6.65188
3300.44 6.66125
3302.04 6.68756
3302.85 6.71731
3303.65 6.77396
3304.45 6.89653
3304.85 7.01682
3305.25 7.23013
3305.66 7.66268
3305.86 8.06643
3306.06 8.74421
3306.26 10.0248
3306.36 11.1266
3306.46 12.8414
3306.56 15.7400
3306.66 20.9993
3306.71 25.3560
3306.76 31.7599
3306.81 41.4041
3306.86 55.9285
3306.93 85.7106
3307.00 105.183
3307.07 85.3064
3307.14 55.9817
3307.21 37.7144
3307.28 27.1780
3307.34 20.9631
3307.41 17.1010
3307.54 12.8416
3307.68 10.7039
3307.81 9.49210
3307.95 8.74252
3308.21 7.90445
3308.48 7.47205
3308.75 7.22027
3309.29 6.95329
3309.82 6.82143
3310.36 6.74617
3311.43 6.66651
3313.57 6.60115
3315.72 6.57109
3320.00 6.53622
3324.29 6.51067
3332.87 6.46600
3341.44 6.42340
3358.59 6.33813
3375.74 6.24989
3410.03 6.05544
3444.33 5.81742
3478.63 5.49154
3495.78 5.26594
3512.93 4.96362
3521.50 4.76729
3530.08 4.52592
3538.65 4.22127
3547.22 3.82699
3551.51 3.58650
3555.80 3.31483
3560.09 3.02155
3564.37 2.75555
3566.52 2.68218
3568.66 2.72152
3570.80 3.01332
3572.95 3.89460
3574.02 4.79790
3575.09 6.29139
3576.16 8.81915
3577.23 13.2672
3578.31 21.5943
3578.84 28.4880
3579.38 38.5585
3579.91 53.7142
3580.45 77.2550
3580.99 114.839
3581.52 175.056
3582.26 306.798
3583.00 420.049
3583.74 368.475
3584.48 252.324
3585.28 164.957
3586.07 114.722
3586.87 85.1238
3587.67 66.6145
3588.46 54.3383
3589.26 45.9025
3589.66 42.7539
3590.06 40.4202
3590.26 39.7811
3590.46 40.0153
3590.56 40.9008
3590.65 42.9603
3590.75 47.7082
3590.80 52.0969
3590.85 58.5711
3590.93 72.7365
3591.00 81.9095
3591.07 71.8114
3591.15 57.1309
3591.24 46.1182
3591.33 40.4451
3591.41 37.2726
3591.50 35.3103
3591.68 32.9255
3591.86 31.4587
3592.21 29.4880
3592.57 28.0360
3593.28 25.7685
3593.99 23.9641
3595.41 21.1808
3596.83 19.1168
3599.67 16.2613
3602.50 14.3939
3605.34 13.0900
3608.18 12.1481
3609.60 11.7909
3610.31 11.6485
3611.02 11.5463
3611.73 11.5254
3612.09 11.5824
3612.44 11.7418
3612.80 12.1355
3612.97 12.5309
3613.15 13.2109
3613.33 14.5061
3613.42 15.6213
3613.51 17.3177
3613.60 20.1251
3613.68 25.0297
3613.77 34.6423
3613.82 42.7106
3613.86 54.2879
3613.93 80.2838
3614.00 97.5664
3614.07 80.2564
3614.14 54.2347
3614.21 38.2277
3614.27 29.0531
3614.34 23.5122
3614.40 20.1005
3614.53 16.2740
3614.66 14.3453
3614.79 13.2293
3614.93 12.5299
3615.19 11.7308
3615.45 11.2961
3615.71 11.0269
3616.23 10.7038
3616.76 10.5062
3617.28 10.3626
3618.32 10.1474
3620.42 9.82975
3622.51 9.57576
3624.60 9.35845
3626.69 9.17094
3628.78 9.03096
3629.31 9.02319
3629.83 9.06981
3630.09 9.15836
3630.35 9.39682
3630.48 9.67619
3630.62 10.2611
3630.68 10.8192
3630.75 11.7386
3630.81 13.3712
3630.88 16.3687
3630.94 20.8793
3631.00 23.8875
3631.06 20.9007
3631.12 16.3889
3631.20 13.0880
3631.27 11.4220
3631.35 10.5327
3631.42 10.0215
3631.57 9.48014
3631.71 9.22034
3632.01 8.97999
3632.30 8.86930
3632.89 8.75790
3633.48 8.69213
3635.84 8.51980
3640.56 8.26071
3650.00 7.86090
3659.44 7.55637
3664.16 7.43622
3665.34 7.41558
3666.51 7.41265
3667.10 7.43339
3667.69 7.51126
3667.99 7.61965
3668.28 7.89178
3668.43 8.20655
3668.58 8.86761
3668.65 9.50954
3668.73 10.5956
3668.80 12.6402
3668.87 16.5766
3668.94 22.1809
3669.00 25.8248
3669.06 22.0264
3669.13 16.4983
3669.17 13.7748
3669.22 12.0032
3669.31 9.99195
3669.39 9.00470
3669.48 8.46737
3669.66 7.92900
3669.84 7.68421
3670.19 7.47110
3670.55 7.38125
3671.26 7.30141
3671.97 7.26180
3674.80 7.17631
3680.48 7.06163
3683.32 7.02246
3686.16 7.02234
3687.57 7.07289
3688.28 7.13638
3688.99 7.26099
3689.70 7.53314
3690.06 7.79940
3690.41 8.26473
3690.77 9.18697
3690.95 10.0280
3691.12 11.3995
3691.30 13.8814
3691.39 15.9335
3691.48 18.9470
3691.57 23.7125
3691.65 31.5352
3691.74 45.5493
3691.83 70.9243
3691.92 109.497
3692.00 134.763
3692.09 109.073
3692.17 70.6198
3692.26 45.6134
3692.34 31.9357
3692.43 24.0945
3692.52 19.3184
3692.60 16.2364
3692.69 14.1472
3692.86 11.5942
3693.03 10.1609
3693.20 9.27926
3693.55 8.29751
3693.89 7.79028
3694.24 7.49488
3694.92 7.17765
3695.61 7.01595
3696.30 6.91950
3697.68 6.80779
3700.43 6.69178
3703.18 6.61603
3708.69 6.49211
3714.20 6.37546
3725.21 6.12914
3736.22 5.83273
3747.24 5.42741
3752.75 5.14721
3758.25 4.77505
3761.01 4.53723
3763.76 4.25138
3766.51 3.90457
3769.27 3.48968
3770.64 3.26385
3772.02 3.04694
3773.40 2.89180
3774.77 2.94843
3776.15 3.68931
3776.84 4.74855
3777.53 6.92089
3777.87 8.79904
3778.21 11.5877
3778.56 15.8471
3778.90 22.5748
3779.25 33.6569
3779.59 52.8553
3779.93 87.9339
3780.28 153.922
3780.64 272.572
3781.00 376.906
3781.36 333.141
3781.72 229.649
3781.97 174.193
3782.23 135.250
3782.48 108.046
3782.73 88.7012
3783.23 64.0230
3783.73 49.5622
3784.23 40.3411
3784.74 34.0942
3785.74 26.3191
3786.75 21.7701
3787.75 18.8374
3788.75 16.8060
3789.76 15.3275
3791.77 13.3295
3793.78 12.0510
3795.79 11.1666
3797.79 10.5197
3801.81 9.63890
3805.83 9.07212
3807.84 8.86535
3809.85 8.71234
3810.85 8.67435
3811.86 8.71965
3812.36 8.84393
3812.61 8.97841
3812.86 9.22295
3813.11 9.71397
3813.24 10.1621
3813.36 10.8852
3813.49 12.1756
3813.62 14.7249
3813.68 17.0476
3813.74 20.7785
3813.80 27.0809
3813.87 37.7207
3813.93 55.2706
3814.00 66.9443
3814.07 55.2762
3814.13 37.7216
3814.20 26.1893
3814.27 19.8957
3814.34 16.2840
3814.41 14.0823
3814.48 12.6433
3814.54 11.6835
3814.68 10.5073
3814.82 9.83997
3814.95 9.43056
3815.23 8.96758
3815.50 8.72337
3815.77 8.57598
3816.32 8.40816
3817.41 8.25001
3818.50 8.16903
3819.59 8.12841
3820.68 8.15421
3821.23 8.24111
3821.50 8.33708
3821.77 8.51242
3822.05 8.86897
3822.18 9.19718
3822.32 9.73201
3822.46 10.6984
3822.52 11.4863
3822.59 12.6487
3822.66 14.4477
3822.73 17.3927
3822.80 22.5018
3822.86 31.6176
3822.93 45.8141
3823.00 55.2656
3823.07 45.8289
3823.14 31.6319
3823.19 23.6528
3823.25 18.8057
3823.31 15.7653
3823.36 13.7862
3823.47 11.4867
3823.59 10.2940
3823.70 9.59218
3823.81 9.15286
3824.04 8.64885
3824.26 8.37939
3824.48 8.21826
3824.93 8.03797
3825.83 7.87816
3826.73 7.79860
3828.53 7.70200
3830.32 7.63210
3833.91 7.51950
3837.51 7.42508
3841.10 7.34239
3844.69 7.26935
3848.28 7.20960
3850.08 7.20715
3850.98 7.29105
3851.20 7.37456
3851.43 7.57211
3851.54 7.78896
3851.65 8.21226
3851.76 9.18413
3851.82 10.1654
3851.87 11.8095
3851.94 14.6125
3852.00 16.4819
3852.06 14.6140
3852.13 11.8098
3852.20 9.75273
3852.28 8.72569
3852.43 7.87184
3852.58 7.54793
3852.73 7.39368
3853.03 7.25559
3853.34 7.19624
3854.55 7.11735
3856.97 7.06366
3861.81 6.99080
3866.65 6.92766
3871.49 6.87065
3876.33 6.81998
3881.17 6.78050
3883.59 6.77263
3886.01 6.79596
3887.22 6.84892
3887.82 6.90666
3888.43 7.01451
3889.03 7.24259
3889.33 7.46281
3889.64 7.84426
3889.94 8.59409
3890.09 9.26771
3890.24 10.3624
3890.39 12.3057
3890.47 13.9013
3890.54 16.2119
3890.62 19.8143
3890.69 25.5852
3890.77 35.6236
3890.85 53.0534
3890.92 81.1161
3891.00 99.5463
3891.08 80.8560
3891.16 53.2070
3891.24 34.9128
3891.32 24.8445
3891.40 19.1191
3891.48 15.6532
3891.56 13.4267
3891.64 11.9225
3891.80 10.0911
3891.96 9.06641
3892.12 8.43781
3892.43 7.74124
3892.75 7.38199
3893.07 7.17292
3893.71 6.95044
3894.35 6.83872
3894.99 6.77351
3896.27 6.70100
3898.83 6.63316
3901.39 6.59470
3906.50 6.53979
3911.62 6.49407
3921.85 6.41166
3932.08 6.33486
3952.54 6.18920
3973.00 6.04738
3993.46 5.90376
4013.92 5.75377
4024.15 5.67545
4034.38 5.59629
4039.49 5.55924
4044.61 5.53307
4047.17 5.53602
4049.72 5.58493
4051.00 5.67104
4051.64 5.76084
4052.28 5.92518
4052.92 6.26895
4053.24 6.59843
4053.56 7.16743
4053.88 8.28325
4054.04 9.28894
4054.20 10.9131
4054.36 13.8184
4054.44 16.1928
4054.52 19.6891
4054.60 25.0916
4054.68 33.9208
4054.76 49.2079
4054.84 75.9680
4054.92 118.589
4055.00 146.520
4055.08 117.953
4055.16 75.8745
4055.21 56.3249
4055.27 43.1649
4055.37 27.8100
4055.48 19.8969
4055.58 15.4905
4055.68 12.7751
4055.79 11.0250
4056.00 8.96715
4056.21 7.85016
4056.41 7.18161
4056.83 6.45716
4057.25 6.09168
4057.67 5.88206
4058.50 5.66052
4059.34 5.54954
4060.17 5.48414
4061.84 5.40952
4065.18 5.33324
4068.52 5.28359
4071.86 5.24194
4075.19 5.20607
4076.86 5.19351
4078.53 5.19563
4079.37 5.21635
4080.20 5.29026
4080.62 5.39525
4081.04 5.67027
4081.25 6.00658
4081.45 6.77170
4081.56 7.58735
4081.66 9.13026
4081.72 10.4630
4081.77 12.5033
4081.82 15.7392
4081.87 20.9643
4081.94 30.5481
4082.00 36.8818
4082.06 30.6084
4082.13 21.0387
4082.20 14.4414
4082.27 10.9452
4082.34 9.03021
4082.42 7.90083
4082.56 6.71361
4082.70 6.14262
4082.99 5.63402
4083.28 5.42041
4083.86 5.24485
4084.43 5.17291
4085.58 5.10886
4086.74 5.07563
4091.34 4.99498
4100.55 4.85556
4109.77 4.70340
4118.98 4.53031
4128.19 4.32973
4137.40 4.09516
4142.01 3.96560
4146.62 3.83919
4148.92 3.79472
4150.07 3.79027
4151.22 3.81665
4152.38 3.92091
4152.95 4.04438
4153.53 4.28149
4154.10 4.79038
4154.39 5.28103
4154.68 6.12909
4154.97 7.76918
4155.11 9.22428
4155.25 11.5498
4155.40 15.5757
4155.54 23.3454
4155.61 30.1474
4155.69 40.6986
4155.76 57.7146
4155.83 84.9610
4155.92 134.212
4156.00 166.595
4156.09 133.823
4156.17 85.2322
4156.25 55.0650
4156.33 37.7923
4156.41 27.5252
4156.49 21.1064
4156.65 13.9519
4156.81 10.3662
4156.97 8.31175
4157.13 7.04388
4157.45 5.61521
4157.78 4.86710
4158.10 4.42533
4158.74 3.94401
4159.38 3.69149
4160.02 3.53534
4161.30 3.34241
4162.59 3.21440
4163.87 3.11165
4166.43 2.93393
4171.57 2.60453
4176.70 2.30506
4181.83 2.19624
4184.39 2.40223
4186.96 3.11308
4188.24 3.86742
4189.52 5.13282
4190.81 7.29627
4192.09 11.1315
4193.37 18.3478
4194.01 24.3435
4194.66 33.1006
4195.30 46.3150
4195.94 66.8230
4196.58 99.5688
4197.22 152.164
4198.11 268.091
4199.00 368.584
4199.89 324.019
4200.78 222.148
4201.48 162.542
4202.17 122.464
