V-51(n,g) ENDF/B-VII.1
781925 0.00225241
782097 0.00225220
782201 0.00225208
782270 0.00225200
782369 0.00225189
782517 0.00225171
782765 0.00225142
783012 0.00225113
783161 0.00225095
783260 0.00225084
783428 0.00225064
783680 0.00225034
784100 0.00224985
784520 0.00224936
784772 0.00224906
784940 0.00224886
785440 0.00224828
785530 0.00224817
785665 0.00224801
785890 0.00224775
786115 0.00224748
786250 0.00224732
786340 0.00224722
786454 0.00224708
786625 0.00224688
786910 0.00224655
787195 0.00224621
787366 0.00224601
787480 0.00224588
787530 0.00224582
787590 0.00224575
787680 0.00224564
787770 0.00224554
787830 0.00224547
788156 0.00224508
788645 0.00224451
789460 0.00224355
790275 0.00224259
790764 0.00224202
791090 0.00224163
791160 0.00224155
791265 0.00224143
791440 0.00224122
791615 0.00224102
791720 0.00224089
791790 0.00224081
791840 0.00224075
791895 0.00224069
791977 0.00224059
792115 0.00224043
792253 0.00224027
792335 0.00224017
792390 0.00224011
792440 0.00224005
792800 0.00223962
792906 0.00223950
793065 0.00223931
793330 0.00223900
793595 0.00223869
793754 0.00223850
793860 0.00223838
793940 0.00223828
794060 0.00223814
794260 0.00223791
794460 0.00223767
794580 0.00223753
794660 0.00223744
794777 0.00223730
794953 0.00223709
795245 0.00223675
795538 0.00223641
795713 0.00223620
795830 0.00223606
795916 0.00223596
796045 0.00223581
796260 0.00223556
796475 0.00223530
796604 0.00223515
796690 0.00223505
796736 0.00223500
796805 0.00223492
796920 0.00223478
797035 0.00223465
797104 0.00223456
797150 0.00223451
797257 0.00223438
797417 0.00223420
797685 0.00223388
797952 0.00223357
798113 0.00223338
798220 0.00223325
798270 0.00223319
798320 0.00223314
798395 0.00223305
798470 0.00223296
798520 0.00223290
798571 0.00223284
798648 0.00223275
798775 0.00223260
798902 0.00223245
798979 0.00223236
799030 0.00223230
799142 0.00223217
799310 0.00223197
799478 0.00223177
799590 0.00223164
799720 0.00223149
799850 0.00223134
799900 0.00223128
800000 0.00223116
800002 0.00223116
800080 0.00223110
800158 0.00223104
800210 0.00223099
800260 0.00223095
800360 0.00223088
800482 0.00223078
800665 0.00223063
800848 0.00223049
800970 0.00223039
801230 0.00223019
801490 0.00222998
801577 0.00222991
801708 0.00222981
801925 0.00222964
802143 0.00222946
802273 0.00222936
802360 0.00222929
802550 0.00222914
802835 0.00222892
803310 0.00222854
803785 0.00222816
804070 0.00222794
804260 0.00222779
804337 0.00222773
804453 0.00222764
804645 0.00222748
804838 0.00222733
804953 0.00222724
805030 0.00222718
805227 0.00222702
805523 0.00222679
806015 0.00222640
806508 0.00222601
806803 0.00222578
807000 0.00222562
807098 0.00222554
807245 0.00222543
807490 0.00222523
807735 0.00222504
807882 0.00222492
807980 0.00222484
808030 0.00222480
808210 0.00222466
808390 0.00222452
808609 0.00222435
808938 0.00222409
809485 0.00222365
810032 0.00222322
810361 0.00222296
810580 0.00222279
810637 0.00222274
810722 0.00222267
810865 0.00222256
811008 0.00222245
811093 0.00222238
811150 0.00222234
811548 0.00222202
812145 0.00222155
813140 0.00222076
814135 0.00221997
814732 0.00221950
815130 0.00221918
815325 0.00221903
815617 0.00221880
816105 0.00221841
816592 0.00221803
816885 0.00221780
817080 0.00221764
817191 0.00221755
817357 0.00221742
817635 0.00221720
817913 0.00221698
818079 0.00221685
818190 0.00221676
818264 0.00221670
818375 0.00221662
818486 0.00221653
818560 0.00221647
818856 0.00221624
819300 0.00221588
820040 0.00221530
820780 0.00221471
821224 0.00221436
821520 0.00221413
821568 0.00221409
821640 0.00221403
821760 0.00221394
821880 0.00221384
821952 0.00221379
822000 0.00221375
822454 0.00221339
823135 0.00221285
824270 0.00221195
825405 0.00221105
826086 0.00221051
826540 0.00221015
826810 0.00220994
827080 0.00220973
827134 0.00220968
827215 0.00220962
827350 0.00220951
827485 0.00220941
827566 0.00220934
827620 0.00220930
827679 0.00220925
827768 0.00220918
827915 0.00220907
828063 0.00220895
828151 0.00220888
828210 0.00220883
828339 0.00220873
828533 0.00220858
828855 0.00220832
829177 0.00220807
829371 0.00220791
829500 0.00220781
829608 0.00220773
829770 0.00220760
830040 0.00220738
830310 0.00220717
830472 0.00220704
830580 0.00220696
830689 0.00220687
830852 0.00220674
831125 0.00220652
831397 0.00220631
831561 0.00220618
831670 0.00220609
832210 0.00220567
832370 0.00220554
832530 0.00220541
832666 0.00220530
832870 0.00220514
833210 0.00220487
833550 0.00220461
833754 0.00220444
833890 0.00220434
833950 0.00220429
834015 0.00220424
834112 0.00220416
834275 0.00220403
834437 0.00220390
834535 0.00220383
834600 0.00220377
834938 0.00220351
835445 0.00220311
836290 0.00220244
837135 0.00220177
837642 0.00220137
837980 0.00220110
838073 0.00220102
838213 0.00220091
838445 0.00220073
838678 0.00220055
838817 0.00220044
838910 0.00220036
838970 0.00220031
839030 0.00220027
839120 0.00220020
839270 0.00220008
839420 0.00219996
839510 0.00219989
839570 0.00219984
839791 0.00219967
840123 0.00219940
840675 0.00219897
841227 0.00219853
841559 0.00219827
841780 0.00219809
841906 0.00219799
842095 0.00219784
842410 0.00219759
842725 0.00219734
842914 0.00219719
843040 0.00219709
843100 0.00219705
843295 0.00219689
843490 0.00219674
843540 0.00219670
843606 0.00219665
843705 0.00219657
843804 0.00219649
843870 0.00219644
843931 0.00219639
844022 0.00219632
844175 0.00219620
844327 0.00219607
844419 0.00219600
844480 0.00219595
844525 0.00219592
844593 0.00219586
844705 0.00219578
844818 0.00219569
844885 0.00219563
844930 0.00219560
845169 0.00219541
845528 0.00219512
846125 0.00219465
846722 0.00219418
847081 0.00219389
847320 0.00219371
847470 0.00219359
847695 0.00219341
848070 0.00219311
848445 0.00219282
848670 0.00219264
848820 0.00219252
848990 0.00219238
849063 0.00219233
849173 0.00219224
849355 0.00219210
849537 0.00219195
849647 0.00219186
849720 0.00219181
849781 0.00219176
849873 0.00219169
850025 0.00219156
850178 0.00219144
850269 0.00219137
850330 0.00219132
850670 0.00219105
850904 0.00219087
851255 0.00219059
851606 0.00219031
851840 0.00219013
851902 0.00219008
851995 0.00219001
852150 0.00218988
852305 0.00218976
852398 0.00218969
852460 0.00218964
852612 0.00218952
852840 0.00218934
853220 0.00218904
853600 0.00218874
853828 0.00218855
853980 0.00218843
854206 0.00218826
854545 0.00218799
855110 0.00218754
855675 0.00218709
856014 0.00218682
856240 0.00218665
856319 0.00218658
856438 0.00218649
856635 0.00218633
856832 0.00218618
856951 0.00218608
857030 0.00218602
857138 0.00218593
857300 0.00218581
857570 0.00218559
857840 0.00218538
858002 0.00218525
858110 0.00218517
858178 0.00218511
858280 0.00218503
858382 0.00218495
858450 0.00218490
858638 0.00218475
858920 0.00218452
859390 0.00218415
859860 0.00218378
860142 0.00218356
860330 0.00218341
860398 0.00218335
860500 0.00218327
860670 0.00218314
860840 0.00218300
860942 0.00218292
861010 0.00218287
861124 0.00218278
861295 0.00218264
861580 0.00218242
861865 0.00218219
862036 0.00218206
862150 0.00218197
862346 0.00218181
862640 0.00218158
862934 0.00218135
863130 0.00218119
863261 0.00218109
863457 0.00218093
863785 0.00218067
864113 0.00218041
864309 0.00218026
864440 0.00218015
864500 0.00218011
864850 0.00217983
865080 0.00217965
865310 0.00217947
865731 0.00217913
866362 0.00217863
867415 0.00217780
868468 0.00217697
869099 0.00217647
869520 0.00217613
869630 0.00217605
869769 0.00217594
869978 0.00217577
870325 0.00217550
870673 0.00217522
870881 0.00217506
871020 0.00217495
871381 0.00217466
871922 0.00217423
872825 0.00217352
873728 0.00217280
874269 0.00217238
874630 0.00217209
874759 0.00217199
874953 0.00217183
875275 0.00217158
875597 0.00217132
875791 0.00217117
875920 0.00217107
876237 0.00217082
876713 0.00217044
877505 0.00216981
878298 0.00216919
878773 0.00216881
879090 0.00216856
879160 0.00216850
879265 0.00216842
879370 0.00216834
879440 0.00216828
879599 0.00216816
879838 0.00216797
880235 0.00216765
880632 0.00216734
880871 0.00216715
881030 0.00216702
881084 0.00216698
881165 0.00216692
881300 0.00216681
881435 0.00216670
881516 0.00216664
881570 0.00216660
881685 0.00216651
881800 0.00216641
881848 0.00216638
881920 0.00216632
882040 0.00216622
882160 0.00216613
882232 0.00216607
882280 0.00216603
882350 0.00216598
882455 0.00216590
882560 0.00216581
882630 0.00216576
882677 0.00216572
882747 0.00216566
882865 0.00216557
882982 0.00216548
883053 0.00216542
883100 0.00216539
883370 0.00216517
883640 0.00216496
883705 0.00216491
883803 0.00216483
883965 0.00216470
884127 0.00216457
884225 0.00216449
884290 0.00216444
884468 0.00216430
884735 0.00216409
885180 0.00216374
885625 0.00216339
885892 0.00216318
886070 0.00216303
886148 0.00216297
886265 0.00216288
886460 0.00216273
886655 0.00216257
886772 0.00216248
886850 0.00216242
887385 0.00216199
887920 0.00216157
887968 0.00216153
888040 0.00216148
888160 0.00216138
888280 0.00216129
888352 0.00216123
888400 0.00216119
888532 0.00216109
888730 0.00216093
889060 0.00216067
889390 0.00216041
889588 0.00216025
889720 0.00216015
889846 0.00216005
890035 0.00215990
890350 0.00215965
890665 0.00215940
890854 0.00215925
890980 0.00215915
891329 0.00215887
891853 0.00215846
892725 0.00215777
893597 0.00215708
894121 0.00215666
894470 0.00215639
894561 0.00215631
894698 0.00215621
894925 0.00215603
895153 0.00215584
895289 0.00215574
895380 0.00215567
895525 0.00215555
895743 0.00215538
896105 0.00215509
896467 0.00215480
896685 0.00215463
896830 0.00215452
896939 0.00215443
897102 0.00215430
897375 0.00215409
897648 0.00215387
897811 0.00215374
897920 0.00215365
898103 0.00215351
898377 0.00215329
898835 0.00215293
899292 0.00215257
899567 0.00215235
899750 0.00215221
900000 0.00215201
900000 0.00215201
900000 0.00215201
900205 0.00215177
900420 0.00215152
900597 0.00215131
900863 0.00215100
901305 0.00215048
901747 0.00214997
902013 0.00214966
902190 0.00214945
902300 0.00214932
902465 0.00214913
902630 0.00214894
902740 0.00214881
902802 0.00214874
902895 0.00214863
903050 0.00214845
903205 0.00214826
903298 0.00214816
903360 0.00214808
903421 0.00214801
903513 0.00214790
903665 0.00214773
903818 0.00214755
903909 0.00214744
903970 0.00214737
904090 0.00214723
904210 0.00214709
904358 0.00214692
904580 0.00214666
904950 0.00214623
905320 0.00214579
905542 0.00214553
905690 0.00214536
905974 0.00214503
906400 0.00214453
907110 0.00214370
907820 0.00214287
908246 0.00214238
908530 0.00214204
908697 0.00214185
908948 0.00214156
909365 0.00214107
909783 0.00214058
910033 0.00214029
910200 0.00214009
910486 0.00213976
910915 0.00213926
911630 0.00213842
912345 0.00213759
912774 0.00213709
913060 0.00213675
913184 0.00213661
913370 0.00213639
913556 0.00213617
913680 0.00213603
914200 0.00213542
914980 0.00213451
916280 0.00213299
917580 0.00213147
918360 0.00213056
918880 0.00212995
919214 0.00212956
919715 0.00212898
920550 0.00212800
921385 0.00212703
921886 0.00212644
922220 0.00212605
922594 0.00212562
923155 0.00212496
924090 0.00212387
925025 0.00212278
925586 0.00212212
925960 0.00212168
926470 0.00212109
926540 0.00212101
926645 0.00212088
926820 0.00212068
926995 0.00212048
927100 0.00212035
927170 0.00212027
927336 0.00212008
927585 0.00211979
928000 0.00211930
928415 0.00211882
928664 0.00211853
928830 0.00211833
929020 0.00211811
929290 0.00211779
929695 0.00211732
930100 0.00211685
930370 0.00211653
930588 0.00211628
930915 0.00211590
931460 0.00211526
932005 0.00211462
932332 0.00211424
932550 0.00211399
932745 0.00211376
932940 0.00211353
933036 0.00211342
933180 0.00211325
933420 0.00211297
933660 0.00211269
933804 0.00211252
933900 0.00211241
934010 0.00211228
934175 0.00211209
934450 0.00211177
934725 0.00211145
934890 0.00211125
935000 0.00211112
935200 0.00211089
935500 0.00211054
936000 0.00210996
936500 0.00210937
936800 0.00210902
937000 0.00210879
937137 0.00210863
937342 0.00210839
937685 0.00210799
938027 0.00210759
938233 0.00210735
938370 0.00210719
938448 0.00210710
938565 0.00210696
938760 0.00210673
938955 0.00210650
939072 0.00210637
939150 0.00210628
939364 0.00210603
939685 0.00210565
940220 0.00210503
940755 0.00210440
941076 0.00210403
941290 0.00210378
941539 0.00210349
941912 0.00210305
942535 0.00210232
943158 0.00210160
943531 0.00210116
943780 0.00210087
943878 0.00210075
944025 0.00210058
944270 0.00210030
944515 0.00210001
944662 0.00209984
944760 0.00209972
945020 0.00209942
945119 0.00209930
945267 0.00209913
945515 0.00209884
945763 0.00209855
945911 0.00209838
946010 0.00209826
946365 0.00209785
946898 0.00209723
947027 0.00209708
947027 0.00209708
947047 0.00209705
947088 0.00209700
947090 0.00209700
947785 0.00209619
948672 0.00209515
949205 0.00209453
949560 0.00209412
950196 0.00209337
951150 0.00209226
952104 0.00209115
952740 0.00209040
952810 0.00209032
952896 0.00209022
953025 0.00209007
953240 0.00208982
953455 0.00208957
953584 0.00208942
953670 0.00208932
953917 0.00208903
954288 0.00208859
954905 0.00208787
955523 0.00208715
955893 0.00208672
956140 0.00208643
956234 0.00208632
956375 0.00208616
956516 0.00208599
956610 0.00208588
956690 0.00208579
956810 0.00208565
956930 0.00208551
957010 0.00208541
957102 0.00208531
957240 0.00208515
957378 0.00208498
957470 0.00208488
957611 0.00208471
957822 0.00208447
958175 0.00208405
958527 0.00208364
958739 0.00208339
958880 0.00208323
959378 0.00208265
960125 0.00208178
961370 0.00208032
962615 0.00207887
963362 0.00207799
963860 0.00207741
963930 0.00207733
964269 0.00207694
964777 0.00207634
965625 0.00207535
966473 0.00207436
966981 0.00207377
967320 0.00207337
967930 0.00207266
968540 0.00207195
968670 0.00207179
968865 0.00207157
969190 0.00207119
969515 0.00207081
969710 0.00207058
969840 0.00207043
969900 0.00207036
969982 0.00207026
970105 0.00207012
970310 0.00206988
970515 0.00206964
970638 0.00206950
970720 0.00206940
971070 0.00206899
971595 0.00206838
972470 0.00206736
973345 0.00206633
973870 0.00206572
974220 0.00206531
974378 0.00206513
974615 0.00206485
975010 0.00206439
975405 0.00206393
975642 0.00206365
975800 0.00206347
975931 0.00206331
976127 0.00206308
976455 0.00206270
976783 0.00206232
976979 0.00206209
977110 0.00206194
977206 0.00206182
977350 0.00206166
977590 0.00206137
977830 0.00206109
977974 0.00206093
978070 0.00206081
978479 0.00206034
979092 0.00205962
980115 0.00205843
981137 0.00205723
981751 0.00205651
982160 0.00205604
982405 0.00205575
982650 0.00205546
982768 0.00205533
982945 0.00205512
983240 0.00205478
983535 0.00205443
983712 0.00205422
983830 0.00205409
984122 0.00205374
984560 0.00205323
984998 0.00205272
985290 0.00205238
985521 0.00205211
985867 0.00205171
986445 0.00205103
987022 0.00205036
987369 0.00204995
987600 0.00204968
987754 0.00204950
987985 0.00204923
988216 0.00204896
988370 0.00204878
988450 0.00204869
988534 0.00204859
988660 0.00204844
988870 0.00204820
989080 0.00204795
989206 0.00204781
989290 0.00204771
989918 0.00204697
990860 0.00204587
992430 0.00204404
994000 0.00204221
994942 0.00204111
995570 0.00204037
995705 0.00204021
995908 0.00203998
996245 0.00203958
996583 0.00203919
996785 0.00203895
996920 0.00203880
997198 0.00203847
997615 0.00203798
998310 0.00203717
999005 0.00203636
999422 0.00203587
999700 0.00203555
999999 0.00203520
1.00000E+06 0.00203520
1.00000E+06 0.00203520
1.00020E+06 0.00203509
1.00030E+06 0.00203504
1.00080E+06 0.00203477
1.00094E+06 0.00203469
1.00115E+06 0.00203458
1.00150E+06 0.00203439
1.00185E+06 0.00203421
1.00206E+06 0.00203409
1.00220E+06 0.00203402
1.00237E+06 0.00203393
1.00263E+06 0.00203379
1.00305E+06 0.00203356
1.00347E+06 0.00203334
1.00373E+06 0.00203320
1.00390E+06 0.00203311
1.00418E+06 0.00203296
1.00460E+06 0.00203273
1.00530E+06 0.00203236
1.00600E+06 0.00203198
1.00642E+06 0.00203176
1.00670E+06 0.00203161
1.00720E+06 0.00203134
1.00760E+06 0.00203113
1.00772E+06 0.00203106
1.00790E+06 0.00203097
1.00808E+06 0.00203087
1.00820E+06 0.00203081
1.00837E+06 0.00203071
1.00863E+06 0.00203058
1.00905E+06 0.00203035
1.00947E+06 0.00203013
1.00973E+06 0.00202999
1.00990E+06 0.00202989
1.01030E+06 0.00202968
1.01070E+06 0.00202947
1.01100E+06 0.00202931
1.01130E+06 0.00202915
1.01148E+06 0.00202905
1.01175E+06 0.00202890
1.01220E+06 0.00202866
1.01265E+06 0.00202842
1.01292E+06 0.00202828
1.01310E+06 0.00202818
1.01319E+06 0.00202813
1.01332E+06 0.00202806
1.01355E+06 0.00202794
1.01378E+06 0.00202782
1.01391E+06 0.00202775
1.01400E+06 0.00202770
1.01414E+06 0.00202762
1.01435E+06 0.00202751
1.01470E+06 0.00202732
1.01505E+06 0.00202714
1.01526E+06 0.00202702
1.01540E+06 0.00202695
1.01566E+06 0.00202681
1.01605E+06 0.00202660
1.01670E+06 0.00202625
1.01735E+06 0.00202590
1.01774E+06 0.00202570
1.01800E+06 0.00202556
1.01820E+06 0.00202545
1.01850E+06 0.00202529
1.01880E+06 0.00202513
1.01900E+06 0.00202502
1.02010E+06 0.00202443
1.02035E+06 0.00202430
1.02060E+06 0.00202416
1.02090E+06 0.00202400
1.02135E+06 0.00202376
1.02210E+06 0.00202336
1.02285E+06 0.00202296
1.02330E+06 0.00202272
1.02360E+06 0.00202256
1.02377E+06 0.00202247
1.02403E+06 0.00202233
1.02445E+06 0.00202210
1.02488E+06 0.00202187
1.02513E+06 0.00202174
1.02530E+06 0.00202165
1.02544E+06 0.00202157
1.02565E+06 0.00202146
1.02600E+06 0.00202127
1.02635E+06 0.00202108
1.02656E+06 0.00202097
1.02670E+06 0.00202090
1.02682E+06 0.00202083
1.02700E+06 0.00202074
1.02730E+06 0.00202058
1.02760E+06 0.00202041
1.02778E+06 0.00202032
1.02790E+06 0.00202025
1.02806E+06 0.00202017
1.02830E+06 0.00202004
1.02854E+06 0.00201991
1.02870E+06 0.00201983
1.02878E+06 0.00201978
1.02890E+06 0.00201972
1.02910E+06 0.00201961
1.02930E+06 0.00201950
1.02942E+06 0.00201944
1.02950E+06 0.00201940
1.02966E+06 0.00201931
1.02990E+06 0.00201918
1.03030E+06 0.00201897
1.03070E+06 0.00201875
1.03094E+06 0.00201863
1.03110E+06 0.00201854
1.03126E+06 0.00201845
1.03150E+06 0.00201833
1.03174E+06 0.00201820
1.03190E+06 0.00201811
1.03208E+06 0.00201802
1.03235E+06 0.00201787
1.03262E+06 0.00201773
1.03280E+06 0.00201763
1.03288E+06 0.00201759
1.03300E+06 0.00201752
1.03320E+06 0.00201742
1.03340E+06 0.00201731
1.03352E+06 0.00201724
1.03360E+06 0.00201720
1.03382E+06 0.00201708
1.03415E+06 0.00201691
1.03448E+06 0.00201673
1.03470E+06 0.00201661
1.03482E+06 0.00201655
1.03500E+06 0.00201645
1.03530E+06 0.00201629
1.03560E+06 0.00201613
1.03578E+06 0.00201603
1.03590E+06 0.00201597
1.03617E+06 0.00201582
1.03658E+06 0.00201560
1.03725E+06 0.00201525
1.03792E+06 0.00201489
1.03833E+06 0.00201467
1.03860E+06 0.00201452
1.03875E+06 0.00201444
1.03897E+06 0.00201432
1.03935E+06 0.00201412
1.03973E+06 0.00201392
1.03995E+06 0.00201380
1.04010E+06 0.00201372
1.04039E+06 0.00201356
1.04082E+06 0.00201333
1.04155E+06 0.00201294
1.04227E+06 0.00201256
1.04271E+06 0.00201232
1.04300E+06 0.00201217
1.04395E+06 0.00201166
1.04490E+06 0.00201115
1.04513E+06 0.00201103
1.04547E+06 0.00201084
1.04605E+06 0.00201053
1.04662E+06 0.00201023
1.04697E+06 0.00201004
1.04720E+06 0.00200992
1.04733E+06 0.00200985
1.04752E+06 0.00200975
1.04785E+06 0.00200957
1.04818E+06 0.00200939
1.04837E+06 0.00200929
1.04850E+06 0.00200922
1.04894E+06 0.00200898
1.04960E+06 0.00200863
1.05070E+06 0.00200804
1.05180E+06 0.00200745
1.05246E+06 0.00200710
1.05290E+06 0.00200686
1.05345E+06 0.00200657
1.05428E+06 0.00200612
1.05565E+06 0.00200539
1.05703E+06 0.00200465
1.05785E+06 0.00200421
1.05840E+06 0.00200392
1.05850E+06 0.00200386
1.05864E+06 0.00200379
1.05885E+06 0.00200368
1.05906E+06 0.00200356
1.05920E+06 0.00200349
1.05944E+06 0.00200336
1.05980E+06 0.00200317
1.06040E+06 0.00200285
1.06100E+06 0.00200253
1.06136E+06 0.00200233
1.06160E+06 0.00200220
1.06180E+06 0.00200210
1.06210E+06 0.00200194
1.06260E+06 0.00200167
1.06310E+06 0.00200140
1.06340E+06 0.00200124
1.06360E+06 0.00200113
1.06410E+06 0.00200086
1.06460E+06 0.00200060
1.06467E+06 0.00200056
1.06478E+06 0.00200050
1.06495E+06 0.00200041
1.06513E+06 0.00200031
1.06523E+06 0.00200026
1.06530E+06 0.00200022
1.06544E+06 0.00200015
1.06565E+06 0.00200003
1.06586E+06 0.00199992
1.06600E+06 0.00199985
1.06608E+06 0.00199980
1.06620E+06 0.00199974
1.06640E+06 0.00199963
1.06660E+06 0.00199953
1.06672E+06 0.00199946
1.06680E+06 0.00199942
1.06692E+06 0.00199935
1.06710E+06 0.00199926
1.06728E+06 0.00199916
1.06740E+06 0.00199910
1.06750E+06 0.00199904
1.06765E+06 0.00199896
1.06790E+06 0.00199883
1.06815E+06 0.00199870
1.06830E+06 0.00199862
1.06840E+06 0.00199856
1.06860E+06 0.00199845
1.06890E+06 0.00199829
1.06940E+06 0.00199803
1.06990E+06 0.00199776
1.07020E+06 0.00199760
1.07040E+06 0.00199749
1.07065E+06 0.00199736
1.07102E+06 0.00199716
1.07165E+06 0.00199682
1.07228E+06 0.00199648
1.07265E+06 0.00199629
1.07290E+06 0.00199615
1.07304E+06 0.00199608
1.07325E+06 0.00199596
1.07360E+06 0.00199578
1.07395E+06 0.00199559
1.07416E+06 0.00199548
1.07430E+06 0.00199540
1.07436E+06 0.00199537
1.07445E+06 0.00199532
1.07460E+06 0.00199524
1.07475E+06 0.00199516
1.07484E+06 0.00199511
1.07490E+06 0.00199508
1.07500E+06 0.00199503
1.07510E+06 0.00199497
1.07525E+06 0.00199489
1.07550E+06 0.00199476
1.07575E+06 0.00199463
1.07590E+06 0.00199454
1.07600E+06 0.00199449
1.07620E+06 0.00199438
1.07650E+06 0.00199422
1.07700E+06 0.00199396
1.07750E+06 0.00199369
1.07780E+06 0.00199353
1.07800E+06 0.00199342
1.07824E+06 0.00199329
1.07860E+06 0.00199310
1.07896E+06 0.00199291
1.07920E+06 0.00199278
1.07933E+06 0.00199271
1.07953E+06 0.00199260
1.07985E+06 0.00199243
1.08018E+06 0.00199225
1.08037E+06 0.00199215
1.08050E+06 0.00199208
1.08069E+06 0.00199198
1.08098E+06 0.00199182
1.08145E+06 0.00199157
1.08193E+06 0.00199131
1.08221E+06 0.00199117
1.08240E+06 0.00199106
1.08278E+06 0.00199086
1.08335E+06 0.00199055
1.08430E+06 0.00199005
1.08525E+06 0.00198954
1.08582E+06 0.00198923
1.08620E+06 0.00198903
1.08647E+06 0.00198888
1.08688E+06 0.00198866
1.08755E+06 0.00198830
1.08822E+06 0.00198795
1.08863E+06 0.00198773
1.08890E+06 0.00198758
1.08914E+06 0.00198745
1.08950E+06 0.00198726
1.09010E+06 0.00198694
1.09070E+06 0.00198662
1.09106E+06 0.00198642
1.09130E+06 0.00198630
1.09156E+06 0.00198616
1.09195E+06 0.00198595
1.09234E+06 0.00198574
1.09260E+06 0.00198560
1.09280E+06 0.00198549
1.09310E+06 0.00198533
1.09360E+06 0.00198506
1.09410E+06 0.00198480
1.09440E+06 0.00198464
1.09460E+06 0.00198453
1.09500E+06 0.00198431
1.09540E+06 0.00198410
1.09555E+06 0.00198402
1.09570E+06 0.00198394
1.09582E+06 0.00198388
1.09600E+06 0.00198378
1.09630E+06 0.00198362
1.09660E+06 0.00198346
1.09678E+06 0.00198336
1.09690E+06 0.00198330
1.09715E+06 0.00198316
1.09753E+06 0.00198296
1.09815E+06 0.00198263
1.09878E+06 0.00198229
1.09915E+06 0.00198209
1.09940E+06 0.00198196
1.09960E+06 0.00198185
1.09990E+06 0.00198169
1.10000E+06 0.00198164
1.10040E+06 0.00198151
1.10090E+06 0.00198135
1.10120E+06 0.00198126
1.10140E+06 0.00198120
1.10163E+06 0.00198112
1.10197E+06 0.00198102
1.10255E+06 0.00198084
1.10312E+06 0.00198066
1.10347E+06 0.00198055
1.10370E+06 0.00198047
1.10385E+06 0.00198043
1.10407E+06 0.00198036
1.10445E+06 0.00198024
1.10482E+06 0.00198012
1.10505E+06 0.00198005
1.10520E+06 0.00198000
1.10535E+06 0.00197996
1.10550E+06 0.00197991
1.10561E+06 0.00197988
1.10577E+06 0.00197983
1.10605E+06 0.00197974
1.10633E+06 0.00197965
1.10649E+06 0.00197960
1.10660E+06 0.00197956
1.10680E+06 0.00197950
1.10689E+06 0.00197947
1.10702E+06 0.00197943
1.10725E+06 0.00197936
1.10747E+06 0.00197929
1.10761E+06 0.00197925
1.10770E+06 0.00197922
1.10884E+06 0.00197886
1.11055E+06 0.00197832
1.11340E+06 0.00197743
1.11625E+06 0.00197654
1.11796E+06 0.00197600
1.11910E+06 0.00197564
1.11972E+06 0.00197545
1.12065E+06 0.00197515
1.12220E+06 0.00197467
1.12375E+06 0.00197418
1.12468E+06 0.00197389
1.12530E+06 0.00197369
1.12580E+06 0.00197354
1.12630E+06 0.00197338
1.12644E+06 0.00197334
1.12665E+06 0.00197327
1.12686E+06 0.00197320
1.12700E+06 0.00197316
1.12724E+06 0.00197309
1.12760E+06 0.00197297
1.12820E+06 0.00197278
1.12880E+06 0.00197260
1.12916E+06 0.00197248
1.12940E+06 0.00197241
1.12990E+06 0.00197225
1.13065E+06 0.00197201
1.13190E+06 0.00197162
1.13315E+06 0.00197123
1.13390E+06 0.00197099
1.13440E+06 0.00197084
1.13519E+06 0.00197059
1.13637E+06 0.00197022
1.13835E+06 0.00196960
1.14033E+06 0.00196898
1.14151E+06 0.00196861
1.14230E+06 0.00196836
1.14249E+06 0.00196830
1.14278E+06 0.00196821
1.14325E+06 0.00196806
1.14373E+06 0.00196791
1.14401E+06 0.00196782
1.14420E+06 0.00196776
1.14420E+06 0.00196776
1.14434E+06 0.00196772
1.14455E+06 0.00196765
1.14490E+06 0.00196754
1.14525E+06 0.00196743
1.14546E+06 0.00196737
1.14560E+06 0.00196732
1.14576E+06 0.00196727
1.14600E+06 0.00196720
1.14624E+06 0.00196712
1.14640E+06 0.00196707
1.14658E+06 0.00196701
1.14685E+06 0.00196693
1.14712E+06 0.00196684
1.14730E+06 0.00196679
1.14785E+06 0.00196661
1.14867E+06 0.00196636
1.15005E+06 0.00196592
1.15142E+06 0.00196549
1.15225E+06 0.00196523
1.15280E+06 0.00196506
1.15296E+06 0.00196501
1.15320E+06 0.00196494
1.15360E+06 0.00196481
1.15400E+06 0.00196468
1.15424E+06 0.00196461
1.15440E+06 0.00196456
1.15530E+06 0.00196428
1.15546E+06 0.00196423
1.15570E+06 0.00196415
1.15594E+06 0.00196408
1.15610E+06 0.00196403
1.15625E+06 0.00196398
1.15647E+06 0.00196391
1.15685E+06 0.00196379
1.15722E+06 0.00196367
1.15745E+06 0.00196360
1.15760E+06 0.00196355
1.15772E+06 0.00196352
1.15790E+06 0.00196346
1.15820E+06 0.00196337
1.15850E+06 0.00196327
1.15868E+06 0.00196322
1.15880E+06 0.00196318
1.15896E+06 0.00196313
1.15920E+06 0.00196305
1.15960E+06 0.00196293
1.16000E+06 0.00196280
1.16024E+06 0.00196273
1.16040E+06 0.00196268
1.16054E+06 0.00196263
1.16075E+06 0.00196257
1.16110E+06 0.00196246
1.16145E+06 0.00196235
1.16166E+06 0.00196228
1.16180E+06 0.00196224
1.16196E+06 0.00196219
1.16220E+06 0.00196211
1.16244E+06 0.00196203
