W-184(n,tot) ENDF/B-VII.1
284.909 8.85713
289.197 8.49735
293.485 8.08550
297.773 7.55860
299.917 7.20905
302.061 6.75088
303.133 6.45689
304.205 6.09739
305.277 5.64521
306.349 5.06141
306.885 4.70641
307.421 4.30777
307.957 3.88589
308.493 3.53658
308.761 3.48676
309.029 3.66917
309.297 4.38345
309.364 4.71641
309.431 5.14513
309.498 5.69621
309.565 6.40514
309.632 7.31993
309.665 7.87425
309.699 8.50662
309.766 10.0577
309.833 12.1053
309.900 14.8426
309.967 18.5603
310.034 23.7093
310.101 31.0161
310.168 41.7060
310.235 57.9622
310.302 83.9540
310.369 128.380
310.402 163.003
310.436 211.634
310.469 282.369
310.503 389.721
310.536 561.317
310.570 853.129
310.603 1383.67
310.637 2382.29
310.668 3936.72
310.700 5069.27
310.732 4177.40
310.764 2694.93
310.791 1816.21
310.818 1274.20
310.846 933.929
310.873 713.277
310.928 456.842
310.982 320.870
311.037 240.412
311.092 188.812
311.201 128.589
311.310 95.7545
311.420 75.7286
311.529 62.4821
311.638 53.2120
311.857 41.2687
312.076 34.0410
312.295 29.2652
312.513 25.9055
312.951 21.5340
313.388 18.8431
313.826 17.0322
314.263 15.7351
315.138 14.0055
316.013 12.9060
316.888 12.1439
317.762 11.5829
319.512 10.8064
321.262 10.2876
324.761 9.61973
328.261 9.19006
331.760 8.87686
338.759 8.42434
352.756 7.81534
366.754 7.36192
380.751 6.96708
394.749 6.57091
401.748 6.33903
405.247 6.19895
408.747 6.02622
412.246 5.79015
413.996 5.62722
415.745 5.40930
416.620 5.26804
417.495 5.09473
418.370 4.87692
419.245 4.59818
419.682 4.43145
420.120 4.24885
420.557 4.06619
420.994 3.94490
421.213 3.96603
421.432 4.12843
421.651 4.60288
421.869 5.82431
421.979 7.04846
422.033 7.93902
422.088 9.10180
422.115 9.81952
422.143 10.6459
422.170 11.6084
422.197 12.7265
422.225 14.0416
422.252 15.5860
422.279 17.4173
422.307 19.6040
422.334 22.2465
422.361 25.4444
422.389 29.3819
422.416 34.2491
422.443 40.3881
422.471 48.1882
422.498 58.3003
422.525 71.6701
422.553 89.8371
422.580 115.022
422.607 151.369
422.635 205.528
422.662 290.766
422.689 431.449
422.717 677.879
422.744 1122.14
422.772 1852.82
422.800 2391.89
422.828 1976.80
422.856 1276.19
422.875 935.423
422.894 701.726
422.913 540.465
422.931 428.225
422.969 287.729
423.007 208.023
423.044 158.581
423.082 125.938
423.157 86.8415
423.233 65.0358
423.308 51.5796
423.383 42.6246
423.459 36.3283
423.609 28.1998
423.760 23.2840
423.911 20.0444
424.061 17.7747
424.363 14.8366
424.664 13.0428
424.966 11.8448
425.267 10.9933
425.870 9.86910
426.472 9.16353
427.075 8.68034
427.678 8.32862
428.883 7.84929
430.088 7.53570
431.294 7.31228
432.499 7.14325
434.910 6.89987
437.321 6.72801
442.142 6.48834
446.964 6.31659
451.785 6.17841
461.428 5.95247
480.714 5.58584
500.000 5.26144
545.209 4.52545
567.813 4.12996
590.418 3.68387
613.022 3.14071
624.324 2.80383
635.626 2.39149
646.929 1.85449
652.580 1.51326
658.231 1.10657
661.056 0.879290
663.882 0.647098
666.707 0.444579
668.120 0.383094
668.827 0.373055
669.533 0.384215
670.239 0.424951
670.946 0.507193
671.299 0.569005
671.652 0.648237
672.005 0.748369
672.359 0.873675
673.065 1.22229
673.771 1.75453
674.478 2.56789
675.184 3.82592
675.890 5.81824
676.597 9.08883
677.303 14.7476
678.010 25.3142
678.363 34.1832
678.716 47.4526
679.069 68.3008
679.422 103.230
679.776 167.091
679.952 220.163
680.129 299.116
680.305 422.160
680.482 624.557
680.659 976.580
680.835 1606.45
681.018 2652.40
681.200 3446.04
681.383 2864.41
681.565 1845.24
681.738 1193.55
681.910 809.485
682.083 579.175
682.256 433.977
682.429 337.652
682.601 270.825
682.947 186.880
683.292 138.127
683.637 107.269
684.328 71.6803
685.019 52.5206
685.710 40.9132
686.400 33.2805
687.091 27.9520
688.472 21.1089
689.854 16.9728
691.235 14.2353
692.617 12.3016
695.380 9.75581
698.143 8.13239
699.524 7.49903
700.905 6.91602
701.596 6.61821
701.942 6.45955
702.287 6.29000
702.632 6.11082
702.805 6.02664
702.978 5.97082
703.150 6.02503
703.237 6.17913
703.323 6.56785
703.409 7.57508
703.453 8.65089
703.496 10.6190
703.539 14.6122
703.561 18.2306
703.582 24.0078
703.604 33.9601
703.614 41.7224
703.625 52.5883
703.631 59.6717
703.636 68.2285
703.641 78.6387
703.647 91.3871
703.652 107.083
703.658 126.467
703.663 150.382
703.668 179.052
703.676 232.910
703.684 295.446
703.700 382.772
703.708 367.636
703.716 319.609
703.732 210.147
703.742 159.656
703.751 123.996
703.771 80.5179
703.791 57.1246
703.810 43.4018
703.830 34.7251
703.849 28.8984
703.889 21.7864
703.928 17.7417
703.967 15.2135
704.046 12.3006
704.124 10.7158
704.202 9.74068
704.281 9.08532
704.359 8.61778
704.516 7.99498
704.673 7.59760
704.987 7.11053
705.301 6.81162
705.615 6.59976
706.242 6.29965
707.497 5.90017
708.753 5.60600
713.773 4.77792
723.815 3.70110
733.856 2.89704
743.898 2.17703
753.939 1.46189
763.981 0.737612
769.001 0.413908
771.512 0.290727
772.767 0.247751
774.022 0.223118
774.650 0.219646
775.277 0.223424
775.591 0.228419
775.905 0.235723
776.533 0.258087
777.160 0.292424
777.788 0.341138
778.415 0.407331
779.043 0.495149
779.670 0.610481
780.298 0.762183
780.926 0.965110
781.553 1.24801
782.181 1.67972
782.495 2.00685
782.808 2.49032
783.122 3.31804
783.279 4.02094
783.436 5.15982
783.593 7.29424
783.671 9.20755
783.750 12.3795
783.828 18.3533
783.868 23.6007
783.907 32.0156
783.946 46.8314
783.966 58.8862
783.985 76.6388
784.005 104.181
784.024 149.655
784.044 229.953
784.064 377.281
784.082 593.569
784.100 734.720
784.118 582.103
784.137 358.214
784.151 242.169
784.164 169.051
784.178 122.366
784.192 91.6353
784.206 70.5536
784.220 55.8119
784.234 45.1011
784.248 37.1150
784.276 26.2604
784.304 19.5217
784.331 15.0740
784.359 12.0058
784.387 9.80663
784.415 8.19631
784.443 6.98407
784.471 6.05353
784.526 4.75116
784.582 3.92036
784.693 2.99319
784.805 2.55432
785.027 2.25731
785.250 2.26186
785.472 2.38234
785.918 2.76964
786.808 3.83431
787.699 5.24959
788.590 7.13304
789.480 9.68611
790.371 13.2212
791.261 18.2381
792.152 25.5745
793.043 36.7122
793.933 54.4553
794.824 84.5810
795.714 140.381
796.160 187.186
796.605 257.288
797.050 367.321
797.496 549.726
797.941 869.740
798.386 1448.08
798.843 2408.53
799.300 3144.85
799.757 2627.50
800.214 1704.65
800.519 1254.79
800.825 942.728
801.130 727.621
801.436 576.653
802.046 387.564
802.657 279.653
803.268 212.713
803.878 168.399
805.100 115.083
806.321 85.2566
807.543 66.7537
809.986 45.6749
812.428 34.3638
814.871 27.4707
817.314 22.8915
819.757 19.6545
824.643 15.4119
829.528 12.7661
834.414 10.9558
839.300 9.63134
849.071 7.79297
858.843 6.53343
878.386 4.76404
897.928 3.34472
907.700 2.63586
917.471 1.87491
927.243 1.04317
932.129 0.631261
934.571 0.453788
937.014 0.327511
938.236 0.298833
938.846 0.297357
939.457 0.306759
939.763 0.316208
940.068 0.329228
940.679 0.367430
941.289 0.424631
941.900 0.504857
942.511 0.613119
943.121 0.755612
943.732 0.940191
944.343 1.17680
945.564 1.86074
946.786 2.96255
948.007 4.75604
949.229 7.75380
950.450 12.9951
951.061 17.0924
951.671 22.8141
952.282 31.0338
952.893 43.2611
953.504 62.2866
954.114 93.6649
954.725 149.587
955.030 194.832
955.336 260.331
955.641 358.817
955.946 512.983
956.252 763.907
956.557 1177.63
956.929 1960.46
957.300 2568.11
957.672 2151.81
958.044 1396.35
958.360 948.751
958.675 668.679
958.991 492.222
959.306 376.772
959.937 242.173
960.568 170.418
961.199 127.765
961.830 100.312
963.092 68.0919
964.355 50.4304
965.617 39.5802
966.879 32.3624
968.141 27.2712
970.665 20.6403
973.189 16.5517
975.713 13.7858
978.237 11.7809
983.286 9.00390
988.334 7.00538
990.858 6.07340
992.120 5.57202
993.382 5.00673
994.644 4.31794
995.275 3.89674
995.906 3.40588
996.222 3.13626
996.538 2.86543
996.853 2.63694
997.169 2.58807
997.326 2.75002
997.484 3.20045
997.563 3.61843
997.642 4.24690
997.721 5.19276
997.800 6.62964
997.839 7.62210
997.878 8.86366
997.918 10.4380
997.957 12.4445
997.997 15.0456
998.036 18.4488
998.076 22.9871
998.115 29.1624
998.155 37.7972
998.194 50.1689
998.233 68.6422
998.273 97.3405
998.312 144.725
998.352 228.073
998.371 294.081
998.391 386.755
998.411 518.503
998.431 704.972
998.465 1184.05
998.500 1553.87
998.535 1304.82
998.570 855.059
998.592 640.824
998.614 489.498
998.659 308.150
998.704 212.011
998.748 156.113
998.793 120.952
998.838 97.4101
998.927 68.7288
999.017 52.4568
999.106 42.2465
999.285 30.4640
999.464 24.0469
999.642 20.0891
999.821 17.4342
1000.00 15.5419
1000.33 13.1909
1000.66 11.6677
1001.32 9.81125
1001.98 8.70783
1002.64 7.96595
1003.96 6.99942
1005.28 6.36770
1007.91 5.52293
1010.55 4.92750
1015.83 4.03612
1021.10 3.32273
1031.65 2.11140
1042.20 1.05053
1047.48 0.599204
1050.11 0.415567
1052.75 0.279965
1054.07 0.237820
1055.39 0.218614
1056.71 0.228246
1057.37 0.246152
1058.03 0.274261
1058.69 0.313946
1059.34 0.366581
1060.00 0.434044
1060.66 0.518102
1061.98 0.745909
1063.30 1.07258
1064.62 1.52960
1065.94 2.15944
1067.26 3.02178
1068.58 4.20077
1069.89 5.82224
1071.21 8.07105
1072.53 11.2331
1073.85 15.7603
1075.17 22.4167
1076.49 32.5239
1077.81 48.5437
1079.13 75.3925
1080.44 124.045
1081.10 163.877
1081.76 221.927
1082.42 310.030
1083.08 448.951
1083.74 676.953
1084.40 1056.43
1085.20 1779.12
1086.00 2345.35
1086.80 1974.04
1087.60 1291.25
1088.29 878.646
1088.98 621.111
1089.67 459.101
1090.36 353.231
1091.74 229.453
1093.13 163.145
1094.51 123.485
1095.89 97.8132
1098.65 67.3858
1101.41 50.4390
1104.18 39.8378
1106.94 32.6167
1109.70 27.3629
1115.23 19.9989
1120.75 14.3924
1123.51 11.5077
1124.89 9.85353
1126.28 7.92579
1127.66 5.59739
1128.35 4.28984
1129.04 3.05066
1129.38 2.62001
1129.56 2.52608
1129.73 2.56995
1129.90 2.82362
1129.99 3.06036
1130.07 3.39473
1130.16 3.85709
1130.25 4.46828
1130.33 5.27322
1130.42 6.32471
1130.51 7.71071
1130.59 9.49397
1130.68 11.8467
1130.77 14.8927
1130.85 18.9570
1130.94 24.3052
1131.02 31.4996
1131.11 41.3239
1131.20 55.1771
1131.28 74.6993
1131.37 103.248
1131.46 146.390
1131.54 215.168
1131.63 327.116
1131.71 518.944
1131.80 852.747
1131.90 1477.43
1132.00 1968.52
1132.10 1676.47
1132.20 1127.33
1132.26 866.806
1132.33 678.552
1132.45 447.032
1132.58 319.471
1132.70 243.003
1132.83 193.687
1132.95 159.959
1133.20 117.808
1133.45 93.0775
1133.70 77.2323
1134.20 58.3705
1134.70 47.6910
1135.20 40.9098
1135.70 36.2253
1136.20 32.8104
1137.21 28.1434
1138.21 25.0889
1140.21 21.2753
1142.21 18.9244
1144.21 17.2833
1148.21 15.0555
1152.22 13.5389
1156.22 12.3929
1164.23 10.6948
1180.24 8.39361
1196.26 6.67165
1212.27 5.07707
1220.28 4.22098
1228.28 3.25269
1236.29 2.09665
1240.29 1.43341
1244.30 0.756923
1246.30 0.469961
1247.30 0.366303
1247.80 0.331205
1248.30 0.311261
1248.80 0.310291
1249.05 0.318415
1249.30 0.333216
1249.80 0.386396
1250.30 0.477633
1250.80 0.617678
1251.30 0.819484
1251.80 1.10105
1252.30 1.48608
1252.81 2.00774
1253.31 2.70787
1253.81 3.65059
1254.31 4.91892
1254.81 6.64408
1255.31 9.00614
1255.81 12.2933
1256.31 16.9561
1256.81 23.7512
1257.31 33.9295
1257.81 49.8710
1258.31 76.0820
1258.81 122.469
1259.06 159.427
1259.31 212.133
1259.56 289.662
1259.81 407.485
1260.06 591.673
1260.31 881.386
1260.66 1496.26
1261.00 1985.46
1261.35 1676.97
1261.69 1100.58
1261.98 761.890
1262.26 547.007
1262.55 409.386
1262.84 318.076
1263.41 209.759
1263.98 151.048
1264.55 115.572
1265.13 92.4879
1266.27 64.9554
1267.42 49.5852
1268.56 39.9961
1269.71 33.5319
1270.85 28.9192
1273.14 22.8289
1275.43 19.0174
1277.72 16.4154
1280.01 14.5249
1284.59 11.9430
1289.17 10.2356
1298.33 8.02475
1307.49 6.54184
1316.65 5.36698
1325.80 4.29545
1328.09 4.01342
1330.38 3.69639
1331.53 3.50493
1332.10 3.39163
1332.67 3.25876
1333.25 3.09539
1333.53 2.99939
1333.82 2.89731
1333.96 2.85011
1334.11 2.81642
1334.25 2.82010
1334.39 2.92606
1334.46 3.07047
1334.53 3.33980
1334.61 3.86378
1334.68 4.90689
1334.75 7.26823
1334.79 9.58774
1334.80 11.2999
1334.82 13.4425
1334.84 16.5181
1334.86 20.8369
1334.87 27.1046
1334.88 31.3263
1334.89 36.5688
1334.90 43.1602
1334.91 51.5599
1334.92 62.4196
1334.93 76.6723
1334.94 95.6556
1334.95 121.259
1334.96 156.009
1334.96 199.842
1334.98 334.334
1335.00 433.917
1335.01 418.406
1335.02 365.174
1335.04 237.679
1335.05 163.128
1335.07 117.538
1335.08 86.7797
1335.10 67.8902
1335.13 44.9255
1335.16 32.6429
1335.19 25.3216
1335.22 20.5951
1335.28 15.0277
1335.35 11.9613
1335.41 10.0697
1335.47 8.80728
1335.53 7.92676
1335.66 6.75655
1335.78 6.03574
1335.90 5.55078
1336.03 5.20560
1336.27 4.73949
1336.52 4.44105
1337.02 4.07155
1337.51 3.84171
1338.01 3.67704
1338.99 3.43963
1340.97 3.10760
1342.95 2.84247
1350.87 1.93354
1358.78 1.09301
1366.69 0.383436
1368.67 0.262070
1369.66 0.216865
1370.65 0.184880
1371.64 0.168761
1372.63 0.171840
1373.62 0.198123
1374.61 0.252570
1375.60 0.341423
1376.59 0.472143
1377.58 0.654368
1378.57 0.900179
1379.56 1.22534
1380.54 1.64897
1382.52 2.90329
1384.50 4.98665
1386.48 8.48789
1388.46 14.5754
1390.44 25.7570
1391.43 34.9109
1392.42 48.1959
1393.40 68.2050
1394.39 99.7506
1395.38 152.517
1396.37 247.248
1396.87 323.707
1397.36 432.542
1397.86 590.536
1398.35 818.492
1399.18 1380.57
1400.00 1830.30
1400.83 1549.47
1401.65 1013.74
1402.34 697.534
1403.02 496.333
1403.71 367.812
1404.39 282.850
1405.77 182.240
1407.14 127.606
1408.51 94.4255
1409.88 72.5154
1412.62 45.3040
1415.37 28.1202
1416.74 21.0546
1418.11 14.3355
1419.48 7.77483
1420.17 4.81110
1420.51 3.61324
1420.85 2.82484
1421.02 2.67869
1421.19 2.78117
1421.28 2.95368
1421.37 3.22617
1421.45 3.61644
1421.54 4.13877
1421.62 4.83089
1421.71 5.71855
1421.88 8.22189
1422.05 12.0927
1422.22 17.9170
1422.40 26.7667
1422.57 40.1616
1422.74 61.0231
1422.91 93.9403
1423.08 148.256
1423.25 240.338
1423.42 403.147
1423.59 693.862
1423.80 1262.45
1424.00 1712.93
1424.20 1476.96
1424.41 1022.98
1424.58 740.635
1424.75 556.170
1424.93 434.872
1425.10 352.658
1425.45 251.314
1425.80 193.613
1426.14 157.302
1426.49 132.702
1427.18 101.907
1427.88 83.6050
1428.57 71.5327
1429.96 56.5777
1431.35 47.6063
1432.74 41.5668
1435.51 33.8061
1438.29 28.9107
1441.07 25.4652
1446.62 20.8021
1452.17 17.6768
1457.72 15.3453
1468.83 11.8440
1479.93 8.90228
1485.49 7.38031
1491.04 5.67090
1496.59 3.62511
1499.37 2.44869
1502.15 1.25376
1503.53 0.753906
1504.23 0.577946
1504.58 0.520640
1504.92 0.490769
1505.27 0.495207
1505.44 0.512972
1505.62 0.542576
1505.96 0.643763
1506.31 0.812604
1506.66 1.06682
1507.00 1.42927
1507.35 1.92979
1507.70 2.60761
1508.05 3.51501
1508.39 4.72250
1509.09 8.46128
1509.78 15.1667
1510.13 20.4175
1510.47 27.6848
1510.82 37.9332
1511.17 52.7263
1511.52 74.7031
1511.86 108.527
1512.21 162.857
1512.56 254.581
1512.90 417.472
1513.25 713.707
1513.63 1242.04
1514.00 1664.97
1514.38 1422.39
1514.75 955.781
1515.04 692.080
1515.33 516.181
1515.62 398.891
1515.91 318.697
1516.49 219.931
1517.08 164.141
1517.66 129.490
1518.24 106.374
1519.40 78.1101
1520.56 61.8662
1521.72 51.4962
1522.89 44.3707
1524.05 39.2020
1526.37 32.2366
1528.70 27.7733
1531.02 24.6601
1533.34 22.3484
1537.99 19.0678
1542.64 16.6579
1544.97 15.5146
1546.13 14.8873
1547.29 14.1590
1548.45 13.2178
1549.03 12.5929
1549.61 11.7796
1549.91 11.2630
1550.20 10.6429
1550.49 9.87892
1550.78 8.93665
1550.92 8.39033
1551.07 7.82085
1551.21 7.29547
1551.36 7.04259
1551.50 7.86153
1551.58 9.46250
1551.61 10.8996
1551.65 13.0591
1551.69 16.4485
1551.72 21.5769
1551.74 25.1681
1551.76 29.7338
1551.78 35.5980
1551.79 43.2198
1551.81 53.9080
1551.83 67.5694
1551.85 86.1877
1551.87 112.053
1551.88 148.720
1551.90 201.696
1551.92 279.237
1551.94 392.186
1551.97 683.728
1552.00 923.656
1552.02 902.499
1552.03 794.977
1552.06 543.848
1552.09 391.007
1552.11 294.400
1552.14 230.209
1552.16 186.250
1552.21 132.222
1552.26 101.630
1552.32 82.2534
1552.37 69.5742
1552.47 53.9638
1552.57 44.8454
1552.67 39.0536
1552.77 35.0507
1552.87 32.1344
1553.07 28.1756
1553.27 25.6392
1553.47 23.8790
1553.67 22.5914
1554.07 20.8121
1554.47 19.6420
1554.87 18.8029
1555.28 18.1686
1556.08 17.2549
1556.88 16.6131
1558.49 15.7323
1560.09 15.1198
1561.70 14.6455
1564.91 13.9171
1571.33 12.8785
1577.76 12.1043
1590.60 10.9260
1603.45 9.99069
1616.29 9.14183
1622.72 8.70469
1629.14 8.21932
1635.56 7.61908
1638.77 7.23027
1641.99 6.72707
1643.59 6.40540
1645.20 6.01099
1646.80 5.50959
1648.41 4.84487
1649.21 4.42352
1650.01 3.92341
1650.82 3.33186
1651.62 2.66343
1652.02 2.33386
1652.42 2.07545
1652.82 2.03582
1653.03 2.20470
1653.23 2.61719
1653.43 3.45816
1653.53 4.13983
1653.63 5.06975
1653.73 6.36624
1653.83 8.14899
1653.93 10.6474
1654.03 14.2024
1654.13 19.4269
1654.23 27.1556
1654.33 39.0821
1654.43 58.3082
1654.53 91.5171
1654.63 151.866
1654.68 201.097
1654.73 271.829
1654.78 374.934
1654.83 524.753
1654.92 904.658
1655.00 1212.73
1655.09 1038.54
1655.17 695.523
1655.24 498.889
1655.30 370.545
1655.37 284.239
1655.44 226.315
1655.57 155.064
1655.70 115.194
1655.84 90.6166
1655.97 74.3239
1656.23 54.5533
1656.50 43.2957
1656.77 36.1681
1657.03 31.3088
1657.30 27.8109
1657.83 23.1518
1658.36 20.2155
1658.89 18.2075
1659.43 16.7523
1660.49 14.7882
1661.55 13.5241
1662.62 12.6404
1663.68 11.9853
1665.81 11.0716
1667.94 10.4555
1670.07 10.0038
1672.19 9.65244
1676.45 9.12571
1680.70 8.73310
1689.22 8.14247
1697.73 7.67452
1706.24 7.25900
1723.26 6.46020
1740.28 5.55785
1748.79 4.99700
1757.31 4.29166
1761.56 3.85357
1765.82 3.33177
1770.07 2.69690
1774.33 1.91601
1776.46 1.46725
1778.58 0.996355
1780.71 0.562324
1781.78 0.408886
1782.31 0.366730
1782.84 0.360326
1783.11 0.374769
1783.37 0.403911
1783.90 0.517679
1784.44 0.730467
1784.70 0.886439
1784.97 1.08430
1785.50 1.64167
1786.03 2.49779
1786.56 3.80190
1787.10 5.79595
1787.63 8.88847
1788.16 13.8042
1788.69 21.9094
1789.22 35.9854
1789.76 62.2726
1790.02 84.2042
1790.29 116.637
1790.55 166.402
1790.82 245.943
1791.09 378.086
1791.35 599.717
1791.68 1033.97
1792.00 1388.97
1792.33 1187.79
1792.65 790.838
1792.90 569.382
1793.15 422.362
1793.40 324.119
1793.64 257.211
1794.14 175.198
1794.64 129.205
1795.14 100.837
1795.63 82.0348
1796.63 59.2573
1797.62 46.2948
1798.61 38.1039
1799.61 32.5296
1800.60 28.5266
1802.59 23.1976
1804.58 19.8454
1806.56 17.5527
1808.55 15.8908
1812.53 13.6415
1816.50 12.1849
1820.48 11.1571
1824.45 10.3862
1832.40 9.28620
1840.35 8.51439
1856.25 7.42635
1872.15 6.59338
1888.05 5.79392
1896.00 5.32532
1899.97 5.04082
1903.94 4.68991
1907.92 4.21329
1909.91 3.88850
1911.89 3.46221
1912.89 3.19173
1913.88 2.86760
1914.88 2.47505
1915.87 2.00522
1916.37 1.74876
1916.86 1.50250
1917.36 1.32987
1917.61 1.31967
1917.86 1.41756
1918.11 1.71529
1918.35 2.38747
1918.48 2.97273
1918.60 3.81486
1918.73 5.04214
1918.85 6.85426
1918.98 9.61204
1919.10 13.8623
1919.22 20.7190
1919.35 32.3829
1919.47 53.7091
1919.53 71.2132
1919.60 96.7611
1919.66 135.371
1919.72 195.972
1919.78 294.450
1919.84 456.239
1919.92 780.658
1920.00 1040.87
1920.08 889.986
1920.16 590.879
1920.24 387.250
1920.31 267.369
1920.39 195.429
1920.47 149.894
1920.55 119.493
1920.63 98.2371
1920.78 71.1917
1920.94 55.1925
1921.09 44.8713
1921.41 32.6529
1921.72 25.8438
1922.03 21.5862
1922.34 18.7056
1922.65 16.6419
1923.28 13.9033
1923.90 12.1805
1924.53 11.0017
1925.15 10.1467
1926.40 8.98468
1927.64 8.23004
1928.89 7.69542
1930.14 7.29365
1932.63 6.71917
1935.13 6.31652
1940.12 5.75731
1945.11 5.35416
1950.10 5.02369
1960.08 4.45751
1980.04 3.40092
1990.02 2.83232
2000.00 2.20183
2011.09 1.40139
2016.64 0.960617
2022.18 0.515568
2024.95 0.315009
2026.34 0.230743
2027.73 0.165362
